,AT,DE,PL,SK,sum
2022-01-05 02:00:00+00:00,1255.0,583.0,0.0,669.0,2507.0
2022-01-05 03:00:00+00:00,1293.0,501.0,0.0,763.0,2557.0
2022-01-05 04:00:00+00:00,1441.0,379.0,0.0,1006.0,2826.0
2022-01-05 05:00:00+00:00,1601.0,289.0,0.0,1314.0,3204.0
2022-01-05 06:00:00+00:00,1516.0,370.0,0.0,1193.0,3079.0
2022-01-05 07:00:00+00:00,1637.0,671.0,0.0,1201.0,3509.0
2022-01-05 08:00:00+00:00,1491.0,532.0,0.0,1156.0,3179.0
2022-01-05 09:00:00+00:00,1512.0,545.0,0.0,1108.0,3165.0
2022-01-05 10:00:00+00:00,1427.0,460.0,0.0,1155.0,3042.0
2022-01-05 11:00:00+00:00,1312.0,419.0,0.0,1142.0,2873.0
2022-01-05 12:00:00+00:00,1300.0,399.0,0.0,1145.0,2844.0
2022-01-05 13:00:00+00:00,1477.0,449.0,0.0,1283.0,3209.0
2022-01-05 14:00:00+00:00,1428.0,455.0,0.0,1339.0,3222.0
2022-01-05 15:00:00+00:00,1433.0,498.0,0.0,1514.0,3445.0
2022-01-05 16:00:00+00:00,1360.0,646.0,0.0,1262.0,3268.0
2022-01-05 17:00:00+00:00,1392.0,856.0,0.0,1287.0,3535.0
2022-01-05 18:00:00+00:00,1333.0,1132.0,0.0,1176.0,3641.0
2022-01-05 19:00:00+00:00,1212.0,1229.0,0.0,1040.0,3481.0
2022-01-05 20:00:00+00:00,1068.0,1374.0,0.0,849.0,3291.0
2022-01-05 21:00:00+00:00,1181.0,1625.0,0.0,759.0,3565.0
2022-01-05 22:00:00+00:00,945.0,1603.0,0.0,449.0,2997.0
2022-01-05 23:00:00+00:00,973.0,1487.0,0.0,503.0,2963.0
2022-01-06 00:00:00+00:00,945.0,1494.0,0.0,484.0,2923.0
2022-01-06 01:00:00+00:00,926.0,1673.0,0.0,395.0,2994.0
2022-01-06 02:00:00+00:00,1033.0,1814.0,0.0,409.0,3256.0
2022-01-06 03:00:00+00:00,1037.0,1841.0,0.0,317.0,3195.0
2022-01-06 04:00:00+00:00,799.0,1787.0,0.0,243.0,2829.0
2022-01-06 05:00:00+00:00,562.0,1591.0,0.0,185.0,2338.0
2022-01-06 06:00:00+00:00,337.0,1798.0,0.0,74.0,2209.0
2022-01-06 07:00:00+00:00,257.0,2417.0,0.0,0.0,2674.0
2022-01-06 08:00:00+00:00,309.0,2775.0,0.0,0.0,3084.0
2022-01-06 09:00:00+00:00,415.0,2600.0,0.0,0.0,3015.0
2022-01-06 10:00:00+00:00,485.0,2425.0,0.0,26.0,2936.0
2022-01-06 11:00:00+00:00,537.0,2405.0,0.0,126.0,3068.0
2022-01-06 12:00:00+00:00,510.0,2046.0,0.0,59.0,2615.0
2022-01-06 13:00:00+00:00,428.0,2092.0,0.0,14.0,2534.0
2022-01-06 14:00:00+00:00,376.0,2204.0,0.0,0.0,2580.0
2022-01-06 15:00:00+00:00,535.0,2127.0,0.0,0.0,2662.0
2022-01-06 16:00:00+00:00,783.0,1993.0,0.0,89.0,2865.0
2022-01-06 17:00:00+00:00,973.0,1637.0,0.0,321.0,2931.0
2022-01-06 18:00:00+00:00,942.0,1396.0,0.0,294.0,2632.0
2022-01-06 19:00:00+00:00,1147.0,1388.0,0.0,618.0,3153.0
2022-01-06 20:00:00+00:00,1180.0,1400.0,0.0,676.0,3256.0
2022-01-06 21:00:00+00:00,1502.0,1237.0,0.0,1056.0,3795.0
2022-01-06 22:00:00+00:00,1567.0,1249.0,0.0,942.0,3758.0
2022-01-06 23:00:00+00:00,1671.0,1114.0,0.0,892.0,3677.0
2022-01-07 00:00:00+00:00,1566.0,963.0,0.0,620.0,3149.0
2022-01-07 01:00:00+00:00,1514.0,681.0,0.0,866.0,3061.0
2022-01-07 02:00:00+00:00,1557.0,661.0,0.0,977.0,3195.0
2022-01-07 03:00:00+00:00,1653.0,579.0,0.0,1104.0,3336.0
2022-01-07 04:00:00+00:00,1872.0,464.0,0.0,1272.0,3608.0
2022-01-07 05:00:00+00:00,1799.0,345.0,0.0,1452.0,3596.0
2022-01-07 06:00:00+00:00,1588.0,167.0,0.0,1537.0,3292.0
2022-01-07 07:00:00+00:00,1703.0,296.0,0.0,1574.0,3573.0
2022-01-07 08:00:00+00:00,1588.0,352.0,0.0,1309.0,3249.0
2022-01-07 09:00:00+00:00,1657.0,418.0,0.0,1209.0,3284.0
2022-01-07 10:00:00+00:00,1695.0,588.0,0.0,1146.0,3429.0
2022-01-07 11:00:00+00:00,1617.0,548.0,0.0,1103.0,3268.0
2022-01-07 12:00:00+00:00,1514.0,445.0,0.0,1119.0,3078.0
2022-01-07 13:00:00+00:00,1620.0,451.0,0.0,1282.0,3353.0
2022-01-07 14:00:00+00:00,1661.0,421.0,0.0,1455.0,3537.0
2022-01-07 15:00:00+00:00,1605.0,426.0,0.0,1490.0,3521.0
2022-01-07 16:00:00+00:00,1352.0,475.0,0.0,1382.0,3209.0
2022-01-07 17:00:00+00:00,1312.0,754.0,0.0,1302.0,3368.0
2022-01-07 18:00:00+00:00,1246.0,970.0,0.0,1147.0,3363.0
2022-01-07 19:00:00+00:00,1256.0,1124.0,0.0,1066.0,3446.0
2022-01-07 20:00:00+00:00,1514.0,1230.0,0.0,1144.0,3888.0
2022-01-07 21:00:00+00:00,1638.0,1155.0,0.0,1306.0,4099.0
2022-01-07 22:00:00+00:00,1658.0,1319.0,0.0,1107.0,4084.0
2022-01-07 23:00:00+00:00,1576.0,1333.0,0.0,1057.0,3966.0
2022-01-08 00:00:00+00:00,1782.0,1378.0,0.0,1031.0,4191.0
2022-01-08 01:00:00+00:00,1753.0,1431.0,0.0,948.0,4132.0
2022-01-08 02:00:00+00:00,1740.0,1398.0,0.0,879.0,4017.0
2022-01-08 03:00:00+00:00,1755.0,1146.0,0.0,998.0,3899.0
2022-01-08 04:00:00+00:00,1702.0,902.0,0.0,1029.0,3633.0
2022-01-08 05:00:00+00:00,1612.0,731.0,0.0,1134.0,3477.0
2022-01-08 06:00:00+00:00,1665.0,745.0,0.0,1376.0,3786.0
2022-01-08 07:00:00+00:00,1762.0,570.0,0.0,1594.0,3926.0
2022-01-08 08:00:00+00:00,1764.0,574.0,0.0,1605.0,3943.0
2022-01-08 09:00:00+00:00,1808.0,496.0,0.0,1585.0,3889.0
2022-01-08 10:00:00+00:00,1766.0,341.0,0.0,1754.0,3861.0
2022-01-08 11:00:00+00:00,1704.0,376.0,0.0,1664.0,3744.0
2022-01-08 12:00:00+00:00,1359.0,184.0,0.0,1578.0,3121.0
2022-01-08 13:00:00+00:00,1393.0,189.0,0.0,1605.0,3187.0
2022-01-08 14:00:00+00:00,1413.0,176.0,0.0,1595.0,3184.0
2022-01-08 15:00:00+00:00,1357.0,195.0,0.0,1689.0,3241.0
2022-01-08 16:00:00+00:00,1383.0,188.0,0.0,1748.0,3319.0
2022-01-08 17:00:00+00:00,1366.0,214.0,0.0,1732.0,3312.0
2022-01-08 18:00:00+00:00,1447.0,201.0,0.0,1709.0,3357.0
2022-01-08 19:00:00+00:00,1474.0,220.0,0.0,1681.0,3375.0
2022-01-08 20:00:00+00:00,1708.0,245.0,0.0,1691.0,3644.0
2022-01-08 21:00:00+00:00,1907.0,292.0,0.0,1531.0,3730.0
2022-01-08 22:00:00+00:00,2005.0,366.0,0.0,1522.0,3893.0
2022-01-08 23:00:00+00:00,1924.0,244.0,0.0,1442.0,3610.0
2022-01-09 00:00:00+00:00,1768.0,250.0,0.0,1387.0,3405.0
2022-01-09 01:00:00+00:00,1522.0,153.0,0.0,1304.0,2979.0
2022-01-09 02:00:00+00:00,1403.0,142.0,0.0,1294.0,2839.0
2022-01-09 03:00:00+00:00,1391.0,171.0,0.0,1407.0,2969.0
2022-01-09 04:00:00+00:00,1352.0,207.0,0.0,1428.0,2987.0
2022-01-09 05:00:00+00:00,1380.0,248.0,0.0,1502.0,3130.0
2022-01-09 06:00:00+00:00,1523.0,279.0,0.0,1385.0,3187.0
2022-01-09 07:00:00+00:00,1668.0,345.0,0.0,1534.0,3547.0
2022-01-09 08:00:00+00:00,1776.0,361.0,0.0,1683.0,3820.0
2022-01-09 09:00:00+00:00,1878.0,384.0,0.0,1718.0,3980.0
2022-01-09 10:00:00+00:00,1827.0,437.0,0.0,1664.0,3928.0
2022-01-09 11:00:00+00:00,1847.0,467.0,0.0,1666.0,3980.0
2022-01-09 12:00:00+00:00,1997.0,443.0,0.0,1687.0,4127.0
2022-01-09 13:00:00+00:00,1979.0,413.0,0.0,1724.0,4116.0
2022-01-09 14:00:00+00:00,1964.0,413.0,0.0,1793.0,4170.0
2022-01-09 15:00:00+00:00,1997.0,392.0,0.0,1987.0,4376.0
2022-01-09 16:00:00+00:00,1984.0,429.0,0.0,1930.0,4343.0
2022-01-09 17:00:00+00:00,1932.0,481.0,0.0,1772.0,4185.0
2022-01-09 18:00:00+00:00,1972.0,565.0,0.0,1778.0,4315.0
2022-01-09 19:00:00+00:00,1907.0,543.0,0.0,1729.0,4179.0
2022-01-09 20:00:00+00:00,1807.0,684.0,0.0,1514.0,4005.0
2022-01-09 21:00:00+00:00,1728.0,862.0,0.0,1214.0,3804.0
2022-01-09 22:00:00+00:00,1566.0,1200.0,0.0,872.0,3638.0
2022-01-09 23:00:00+00:00,1761.0,1404.0,0.0,835.0,4000.0
2022-01-10 00:00:00+00:00,1614.0,1445.0,0.0,656.0,3715.0
2022-01-10 01:00:00+00:00,1492.0,1379.0,0.0,676.0,3547.0
2022-01-10 02:00:00+00:00,1412.0,1306.0,0.0,656.0,3374.0
2022-01-10 03:00:00+00:00,1518.0,1216.0,0.0,724.0,3458.0
2022-01-10 04:00:00+00:00,1466.0,1093.0,0.0,791.0,3350.0
2022-01-10 05:00:00+00:00,1388.0,925.0,0.0,916.0,3229.0
2022-01-10 06:00:00+00:00,1197.0,688.0,0.0,1127.0,3012.0
2022-01-10 07:00:00+00:00,1007.0,989.0,0.0,887.0,2883.0
2022-01-10 08:00:00+00:00,896.0,1042.0,0.0,769.0,2707.0
2022-01-10 09:00:00+00:00,899.0,1059.0,0.0,631.0,2589.0
2022-01-10 10:00:00+00:00,931.0,1015.0,0.0,676.0,2622.0
2022-01-10 11:00:00+00:00,896.0,991.0,0.0,634.0,2521.0
2022-01-10 12:00:00+00:00,727.0,969.0,0.0,472.0,2168.0
2022-01-10 13:00:00+00:00,675.0,960.0,0.0,445.0,2080.0
2022-01-10 14:00:00+00:00,500.0,1035.0,0.0,323.0,1858.0
2022-01-10 15:00:00+00:00,552.0,1183.0,0.0,437.0,2172.0
2022-01-10 16:00:00+00:00,451.0,1487.0,0.0,232.0,2170.0
2022-01-10 17:00:00+00:00,550.0,1574.0,0.0,359.0,2483.0
2022-01-10 18:00:00+00:00,520.0,1674.0,0.0,408.0,2602.0
2022-01-10 19:00:00+00:00,701.0,1642.0,0.0,757.0,3100.0
2022-01-10 20:00:00+00:00,722.0,1908.0,0.0,751.0,3381.0
2022-01-10 21:00:00+00:00,881.0,1860.0,0.0,879.0,3620.0
2022-01-10 22:00:00+00:00,965.0,1706.0,0.0,970.0,3641.0
2022-01-10 23:00:00+00:00,910.0,2055.0,0.0,722.0,3687.0
2022-01-11 00:00:00+00:00,680.0,2260.0,0.0,521.0,3461.0
2022-01-11 01:00:00+00:00,693.0,2300.0,0.0,530.0,3523.0
2022-01-11 02:00:00+00:00,680.0,2267.0,0.0,515.0,3462.0
2022-01-11 03:00:00+00:00,647.0,2055.0,0.0,580.0,3282.0
2022-01-11 04:00:00+00:00,757.0,1864.0,0.0,583.0,3204.0
2022-01-11 05:00:00+00:00,540.0,1519.0,0.0,351.0,2410.0
2022-01-11 06:00:00+00:00,492.0,1476.0,0.0,220.0,2188.0
2022-01-11 07:00:00+00:00,319.0,1470.0,0.0,10.0,1799.0
2022-01-11 08:00:00+00:00,308.0,1580.0,0.0,0.0,1888.0
2022-01-11 09:00:00+00:00,381.0,1446.0,0.0,0.0,1827.0
2022-01-11 10:00:00+00:00,370.0,1322.0,0.0,0.0,1692.0
2022-01-11 11:00:00+00:00,289.0,1217.0,0.0,0.0,1506.0
2022-01-11 12:00:00+00:00,249.0,1153.0,0.0,0.0,1402.0
2022-01-11 13:00:00+00:00,325.0,1098.0,0.0,22.0,1445.0
2022-01-11 14:00:00+00:00,278.0,978.0,0.0,72.0,1328.0
2022-01-11 15:00:00+00:00,312.0,915.0,0.0,233.0,1460.0
2022-01-11 16:00:00+00:00,469.0,1146.0,0.0,259.0,1874.0
2022-01-11 17:00:00+00:00,527.0,1435.0,0.0,199.0,2161.0
2022-01-11 18:00:00+00:00,561.0,1410.0,0.0,210.0,2181.0
2022-01-11 19:00:00+00:00,634.0,1442.0,0.0,388.0,2464.0
2022-01-11 20:00:00+00:00,749.0,1622.0,0.0,517.0,2888.0
2022-01-11 21:00:00+00:00,835.0,1711.0,0.0,548.0,3094.0
2022-01-11 22:00:00+00:00,856.0,1926.0,0.0,592.0,3374.0
2022-01-11 23:00:00+00:00,831.0,1736.0,0.0,627.0,3194.0
2022-01-12 00:00:00+00:00,697.0,1753.0,0.0,420.0,2870.0
2022-01-12 01:00:00+00:00,655.0,1610.0,0.0,387.0,2652.0
2022-01-12 02:00:00+00:00,676.0,1654.0,0.0,435.0,2765.0
2022-01-12 03:00:00+00:00,725.0,1498.0,0.0,522.0,2745.0
2022-01-12 04:00:00+00:00,738.0,1364.0,0.0,547.0,2649.0
2022-01-12 05:00:00+00:00,767.0,1266.0,0.0,480.0,2513.0
2022-01-12 06:00:00+00:00,747.0,1217.0,0.0,474.0,2438.0
2022-01-12 07:00:00+00:00,702.0,1109.0,0.0,400.0,2211.0
2022-01-12 08:00:00+00:00,624.0,1223.0,0.0,94.0,1941.0
2022-01-12 09:00:00+00:00,738.0,1483.0,0.0,38.0,2259.0
2022-01-12 10:00:00+00:00,754.0,1325.0,0.0,138.0,2217.0
2022-01-12 11:00:00+00:00,774.0,1196.0,0.0,146.0,2116.0
2022-01-12 12:00:00+00:00,826.0,1053.0,0.0,246.0,2125.0
2022-01-12 13:00:00+00:00,925.0,1052.0,0.0,510.0,2487.0
2022-01-12 14:00:00+00:00,944.0,961.0,0.0,788.0,2693.0
2022-01-12 15:00:00+00:00,942.0,799.0,0.0,967.0,2708.0
2022-01-12 16:00:00+00:00,1003.0,958.0,0.0,1098.0,3059.0
2022-01-12 17:00:00+00:00,1078.0,1235.0,0.0,1054.0,3367.0
2022-01-12 18:00:00+00:00,1024.0,1273.0,0.0,1112.0,3409.0
2022-01-12 19:00:00+00:00,1182.0,1335.0,0.0,1271.0,3788.0
2022-01-12 20:00:00+00:00,1287.0,1507.0,0.0,1216.0,4010.0
2022-01-12 21:00:00+00:00,1312.0,1500.0,0.0,1178.0,3990.0
2022-01-12 22:00:00+00:00,1319.0,1570.0,0.0,1286.0,4175.0
2022-01-12 23:00:00+00:00,1572.0,1558.0,0.0,1685.0,4815.0
2022-01-13 00:00:00+00:00,1380.0,1460.0,0.0,1562.0,4402.0
2022-01-13 01:00:00+00:00,1416.0,1367.0,0.0,1571.0,4354.0
2022-01-13 02:00:00+00:00,1429.0,1372.0,0.0,1529.0,4330.0
2022-01-13 03:00:00+00:00,1390.0,1345.0,0.0,1549.0,4284.0
2022-01-13 04:00:00+00:00,1538.0,1271.0,0.0,1833.0,4642.0
2022-01-13 05:00:00+00:00,1480.0,1069.0,0.0,1807.0,4356.0
2022-01-13 06:00:00+00:00,1642.0,1104.0,0.0,1990.0,4736.0
2022-01-13 07:00:00+00:00,1492.0,1093.0,0.0,1813.0,4398.0
2022-01-13 08:00:00+00:00,1448.0,1216.0,0.0,1635.0,4299.0
2022-01-13 09:00:00+00:00,1344.0,1081.0,0.0,1469.0,3894.0
2022-01-13 10:00:00+00:00,1477.0,1023.0,0.0,1612.0,4112.0
2022-01-13 11:00:00+00:00,1538.0,979.0,0.0,1633.0,4150.0
2022-01-13 12:00:00+00:00,1605.0,970.0,0.0,1590.0,4165.0
2022-01-13 13:00:00+00:00,1862.0,846.0,0.0,1578.0,4286.0
2022-01-13 14:00:00+00:00,1934.0,873.0,0.0,1505.0,4312.0
2022-01-13 15:00:00+00:00,1961.0,955.0,0.0,1632.0,4548.0
2022-01-13 16:00:00+00:00,1915.0,1065.0,0.0,1503.0,4483.0
2022-01-13 17:00:00+00:00,1818.0,1139.0,0.0,1394.0,4351.0
2022-01-13 18:00:00+00:00,1862.0,1046.0,0.0,1558.0,4466.0
2022-01-13 19:00:00+00:00,1844.0,989.0,0.0,1738.0,4571.0
2022-01-13 20:00:00+00:00,1908.0,1000.0,0.0,1867.0,4775.0
2022-01-13 21:00:00+00:00,2041.0,1064.0,0.0,1902.0,5007.0
2022-01-13 22:00:00+00:00,2069.0,1089.0,0.0,1923.0,5081.0
2022-01-13 23:00:00+00:00,1945.0,1188.0,0.0,1657.0,4790.0
2022-01-14 00:00:00+00:00,1618.0,1127.0,0.0,1468.0,4213.0
2022-01-14 01:00:00+00:00,1536.0,1115.0,0.0,1415.0,4066.0
2022-01-14 02:00:00+00:00,1465.0,1151.0,0.0,1362.0,3978.0
2022-01-14 03:00:00+00:00,1491.0,1085.0,0.0,1466.0,4042.0
2022-01-14 04:00:00+00:00,1906.0,1129.0,0.0,1687.0,4722.0
2022-01-14 05:00:00+00:00,1791.0,888.0,0.0,1751.0,4430.0
2022-01-14 06:00:00+00:00,1832.0,1077.0,0.0,1705.0,4614.0
2022-01-14 07:00:00+00:00,1684.0,1275.0,0.0,1640.0,4599.0
2022-01-14 08:00:00+00:00,1561.0,1185.0,0.0,1555.0,4301.0
2022-01-14 09:00:00+00:00,1505.0,1087.0,0.0,1471.0,4063.0
2022-01-14 10:00:00+00:00,1448.0,1110.0,0.0,1405.0,3963.0
2022-01-14 11:00:00+00:00,1348.0,1140.0,0.0,1391.0,3879.0
2022-01-14 12:00:00+00:00,1319.0,1154.0,0.0,1410.0,3883.0
2022-01-14 13:00:00+00:00,1447.0,1244.0,0.0,1501.0,4192.0
2022-01-14 14:00:00+00:00,1319.0,1397.0,0.0,1353.0,4069.0
2022-01-14 15:00:00+00:00,1165.0,1286.0,0.0,1381.0,3832.0
2022-01-14 16:00:00+00:00,1224.0,1440.0,0.0,1091.0,3755.0
2022-01-14 17:00:00+00:00,1140.0,1564.0,0.0,981.0,3685.0
2022-01-14 18:00:00+00:00,1101.0,1591.0,0.0,971.0,3663.0
2022-01-14 19:00:00+00:00,1136.0,1634.0,0.0,995.0,3765.0
2022-01-14 20:00:00+00:00,1118.0,1661.0,0.0,990.0,3769.0
2022-01-14 21:00:00+00:00,1327.0,1768.0,0.0,993.0,4088.0
2022-01-14 22:00:00+00:00,1244.0,1756.0,0.0,835.0,3835.0
2022-01-14 23:00:00+00:00,1148.0,2851.0,0.0,712.0,4711.0
2022-01-15 00:00:00+00:00,1218.0,3021.0,0.0,636.0,4875.0
2022-01-15 01:00:00+00:00,1234.0,2831.0,0.0,606.0,4671.0
2022-01-15 02:00:00+00:00,1183.0,2656.0,0.0,465.0,4304.0
2022-01-15 03:00:00+00:00,1161.0,2515.0,0.0,456.0,4132.0
2022-01-15 04:00:00+00:00,1242.0,2147.0,0.0,593.0,3982.0
2022-01-15 05:00:00+00:00,1505.0,2256.0,0.0,704.0,4465.0
2022-01-15 06:00:00+00:00,1471.0,2025.0,0.0,687.0,4183.0
2022-01-15 07:00:00+00:00,1326.0,1873.0,0.0,513.0,3712.0
2022-01-15 08:00:00+00:00,1183.0,2248.0,0.0,163.0,3594.0
2022-01-15 09:00:00+00:00,1211.0,2248.0,0.0,43.0,3502.0
2022-01-15 10:00:00+00:00,1240.0,2345.0,0.0,23.0,3608.0
2022-01-15 11:00:00+00:00,1246.0,2437.0,0.0,0.0,3683.0
2022-01-15 12:00:00+00:00,1189.0,2183.0,0.0,19.0,3391.0
2022-01-15 13:00:00+00:00,1309.0,1818.0,0.0,292.0,3419.0
2022-01-15 14:00:00+00:00,1441.0,1236.0,0.0,746.0,3423.0
