,DK,FI,DE,SE,NL,UK,sum
2024-01-01 00:00:00+00:00,0.0,7.0,0.0,400.0,0.0,14.0,421.0
2024-01-01 00:15:00+00:00,,,0.0,,,,0.0
2024-01-01 00:30:00+00:00,,,0.0,,,,0.0
2024-01-01 00:45:00+00:00,,,0.0,,,,0.0
2024-01-01 01:00:00+00:00,0.0,17.0,0.0,230.0,0.0,0.0,247.0
2024-01-01 01:15:00+00:00,,,0.0,,,,0.0
2024-01-01 01:30:00+00:00,,,0.0,,,,0.0
2024-01-01 01:45:00+00:00,,,0.0,,,,0.0
2024-01-01 02:00:00+00:00,0.0,26.0,0.0,29.0,0.0,0.0,55.0
2024-01-01 02:15:00+00:00,,,0.0,,,,0.0
2024-01-01 02:30:00+00:00,,,0.0,,,,0.0
2024-01-01 02:45:00+00:00,,,0.0,,,,0.0
2024-01-01 03:00:00+00:00,0.0,43.0,0.0,31.0,0.0,0.0,74.0
2024-01-01 03:15:00+00:00,,,0.0,,,,0.0
2024-01-01 03:30:00+00:00,,,0.0,,,,0.0
2024-01-01 03:45:00+00:00,,,0.0,,,,0.0
2024-01-01 04:00:00+00:00,0.0,49.0,0.0,124.0,0.0,0.0,173.0
2024-01-01 04:15:00+00:00,,,0.0,,,,0.0
2024-01-01 04:30:00+00:00,,,0.0,,,,0.0
2024-01-01 04:45:00+00:00,,,0.0,,,,0.0
2024-01-01 05:00:00+00:00,0.0,41.0,0.0,126.0,0.0,0.0,167.0
2024-01-01 05:15:00+00:00,,,0.0,,,,0.0
2024-01-01 05:30:00+00:00,,,0.0,,,,0.0
2024-01-01 05:45:00+00:00,,,0.0,,,,0.0
2024-01-01 06:00:00+00:00,0.0,40.0,0.0,225.0,0.0,0.0,265.0
2024-01-01 06:15:00+00:00,,,0.0,,,,0.0
2024-01-01 06:30:00+00:00,,,0.0,,,,0.0
2024-01-01 06:45:00+00:00,,,0.0,,,,0.0
2024-01-01 07:00:00+00:00,0.0,49.0,0.0,196.0,0.0,0.0,245.0
2024-01-01 07:15:00+00:00,,,0.0,,,,0.0
2024-01-01 07:30:00+00:00,,,0.0,,,,0.0
2024-01-01 07:45:00+00:00,,,0.0,,,,0.0
2024-01-01 08:00:00+00:00,0.0,51.0,0.0,353.0,0.0,0.0,404.0
2024-01-01 08:15:00+00:00,,,0.0,,,,0.0
2024-01-01 08:30:00+00:00,,,0.0,,,,0.0
2024-01-01 08:45:00+00:00,,,0.0,,,,0.0
2024-01-01 09:00:00+00:00,0.0,55.0,0.0,306.0,0.0,0.0,361.0
2024-01-01 09:15:00+00:00,,,0.0,,,,0.0
2024-01-01 09:30:00+00:00,,,0.0,,,,0.0
2024-01-01 09:45:00+00:00,,,0.0,,,,0.0
2024-01-01 10:00:00+00:00,0.0,80.0,0.0,330.0,0.0,0.0,410.0
2024-01-01 10:15:00+00:00,,,0.0,,,,0.0
2024-01-01 10:30:00+00:00,,,0.0,,,,0.0
2024-01-01 10:45:00+00:00,,,0.0,,,,0.0
2024-01-01 11:00:00+00:00,0.0,81.0,0.0,382.0,0.0,76.0,539.0
2024-01-01 11:15:00+00:00,,,0.0,,,,0.0
2024-01-01 11:30:00+00:00,,,0.0,,,,0.0
2024-01-01 11:45:00+00:00,,,0.0,,,,0.0
2024-01-01 12:00:00+00:00,0.0,71.0,0.0,329.0,0.0,521.0,921.0
2024-01-01 12:15:00+00:00,,,0.0,,,,0.0
2024-01-01 12:30:00+00:00,,,0.0,,,,0.0
2024-01-01 12:45:00+00:00,,,0.0,,,,0.0
2024-01-01 13:00:00+00:00,0.0,69.0,0.0,324.0,0.0,970.0,1363.0
2024-01-01 13:15:00+00:00,,,0.0,,,,0.0
2024-01-01 13:30:00+00:00,,,0.0,,,,0.0
2024-01-01 13:45:00+00:00,,,0.0,,,,0.0
2024-01-01 14:00:00+00:00,0.0,53.0,0.0,287.0,0.0,1384.0,1724.0
2024-01-01 14:15:00+00:00,,,0.0,,,,0.0
2024-01-01 14:30:00+00:00,,,0.0,,,,0.0
2024-01-01 14:45:00+00:00,,,0.0,,,,0.0
2024-01-01 15:00:00+00:00,0.0,42.0,0.0,324.0,0.0,1400.0,1766.0
2024-01-01 15:15:00+00:00,,,0.0,,,,0.0
2024-01-01 15:30:00+00:00,,,0.0,,,,0.0
2024-01-01 15:45:00+00:00,,,0.0,,,,0.0
2024-01-01 16:00:00+00:00,0.0,42.0,0.0,377.0,0.0,1400.0,1819.0
2024-01-01 16:15:00+00:00,,,0.0,,,,0.0
2024-01-01 16:30:00+00:00,,,0.0,,,,0.0
2024-01-01 16:45:00+00:00,,,0.0,,,,0.0
2024-01-01 17:00:00+00:00,0.0,48.0,0.0,294.0,0.0,1400.0,1742.0
2024-01-01 17:15:00+00:00,,,0.0,,,,0.0
2024-01-01 17:30:00+00:00,,,0.0,,,,0.0
2024-01-01 17:45:00+00:00,,,0.0,,,,0.0
2024-01-01 18:00:00+00:00,0.0,40.0,0.0,254.0,0.0,1380.0,1674.0
2024-01-01 18:15:00+00:00,,,0.0,,,,0.0
2024-01-01 18:30:00+00:00,,,0.0,,,,0.0
2024-01-01 18:45:00+00:00,,,0.0,,,,0.0
2024-01-01 19:00:00+00:00,0.0,36.0,0.0,263.0,0.0,947.0,1246.0
2024-01-01 19:15:00+00:00,,,0.0,,,,0.0
2024-01-01 19:30:00+00:00,,,0.0,,,,0.0
2024-01-01 19:45:00+00:00,,,0.0,,,,0.0
2024-01-01 20:00:00+00:00,0.0,38.0,0.0,292.0,0.0,498.0,828.0
2024-01-01 20:15:00+00:00,,,0.0,,,,0.0
2024-01-01 20:30:00+00:00,,,0.0,,,,0.0
2024-01-01 20:45:00+00:00,,,0.0,,,,0.0
2024-01-01 21:00:00+00:00,0.0,24.0,0.0,76.0,0.0,49.0,149.0
2024-01-01 21:15:00+00:00,,,0.0,,,,0.0
2024-01-01 21:30:00+00:00,,,0.0,,,,0.0
2024-01-01 21:45:00+00:00,,,0.0,,,,0.0
2024-01-01 22:00:00+00:00,0.0,42.0,0.0,249.0,0.0,0.0,291.0
2024-01-01 22:15:00+00:00,,,0.0,,,,0.0
2024-01-01 22:30:00+00:00,,,0.0,,,,0.0
2024-01-01 22:45:00+00:00,,,0.0,,,,0.0
2024-01-01 23:00:00+00:00,0.0,42.0,0.0,219.0,0.0,0.0,261.0
2024-01-01 23:15:00+00:00,,,0.0,,,,0.0
2024-01-01 23:30:00+00:00,,,0.0,,,,0.0
2024-01-01 23:45:00+00:00,,,0.0,,,,0.0
2024-01-02 00:00:00+00:00,0.0,60.0,0.0,230.0,0.0,0.0,290.0
2024-01-02 00:15:00+00:00,,,0.0,,,,0.0
2024-01-02 00:30:00+00:00,,,0.0,,,,0.0
2024-01-02 00:45:00+00:00,,,0.0,,,,0.0
2024-01-02 01:00:00+00:00,0.0,74.0,0.0,243.0,0.0,0.0,317.0
2024-01-02 01:15:00+00:00,,,0.0,,,,0.0
2024-01-02 01:30:00+00:00,,,0.0,,,,0.0
2024-01-02 01:45:00+00:00,,,0.0,,,,0.0
2024-01-02 02:00:00+00:00,0.0,77.0,0.0,193.0,0.0,0.0,270.0
2024-01-02 02:15:00+00:00,,,0.0,,,,0.0
2024-01-02 02:30:00+00:00,,,0.0,,,,0.0
2024-01-02 02:45:00+00:00,,,0.0,,,,0.0
2024-01-02 03:00:00+00:00,0.0,69.0,0.0,115.0,0.0,0.0,184.0
2024-01-02 03:15:00+00:00,,,0.0,,,,0.0
2024-01-02 03:30:00+00:00,,,0.0,,,,0.0
2024-01-02 03:45:00+00:00,,,0.0,,,,0.0
2024-01-02 04:00:00+00:00,0.0,69.0,0.0,162.0,0.0,0.0,231.0
2024-01-02 04:15:00+00:00,,,0.0,,,,0.0
2024-01-02 04:30:00+00:00,,,0.0,,,,0.0
2024-01-02 04:45:00+00:00,,,0.0,,,,0.0
2024-01-02 05:00:00+00:00,0.0,67.0,0.0,221.0,0.0,0.0,288.0
2024-01-02 05:15:00+00:00,,,0.0,,,,0.0
2024-01-02 05:30:00+00:00,,,0.0,,,,0.0
2024-01-02 05:45:00+00:00,,,0.0,,,,0.0
2024-01-02 06:00:00+00:00,0.0,76.0,0.0,352.0,0.0,0.0,428.0
2024-01-02 06:15:00+00:00,,,0.0,,,,0.0
2024-01-02 06:30:00+00:00,,,0.0,,,,0.0
