,GR,RO,RS,TR,MK,sum
2023-04-18 18:00:00+00:00,175.0,0.0,0.0,36.0,117.0,328.0
2023-04-18 19:00:00+00:00,167.0,0.0,0.0,82.0,106.0,355.0
2023-04-18 20:00:00+00:00,234.0,0.0,0.0,89.0,167.0,490.0
2023-04-18 21:00:00+00:00,279.0,0.0,0.0,138.0,211.0,628.0
2023-04-18 22:00:00+00:00,285.0,0.0,27.0,179.0,228.0,719.0
2023-04-18 23:00:00+00:00,309.0,0.0,40.0,178.0,244.0,771.0
2023-04-19 00:00:00+00:00,300.0,0.0,0.0,153.0,218.0,671.0
2023-04-19 01:00:00+00:00,306.0,0.0,1.0,142.0,229.0,678.0
2023-04-19 02:00:00+00:00,295.0,0.0,0.0,134.0,196.0,625.0
2023-04-19 03:00:00+00:00,260.0,0.0,0.0,73.0,146.0,479.0
2023-04-19 04:00:00+00:00,166.0,0.0,0.0,23.0,51.0,240.0
2023-04-19 05:00:00+00:00,158.0,0.0,0.0,26.0,39.0,223.0
2023-04-19 06:00:00+00:00,66.0,0.0,0.0,5.0,5.0,76.0
2023-04-19 07:00:00+00:00,24.0,0.0,0.0,40.0,1.0,65.0
2023-04-19 08:00:00+00:00,63.0,0.0,0.0,10.0,1.0,74.0
2023-04-19 09:00:00+00:00,105.0,0.0,0.0,6.0,16.0,127.0
2023-04-19 10:00:00+00:00,24.0,0.0,0.0,9.0,1.0,34.0
2023-04-19 11:00:00+00:00,33.0,0.0,0.0,18.0,0.0,51.0
2023-04-19 12:00:00+00:00,32.0,0.0,0.0,9.0,0.0,41.0
2023-04-19 13:00:00+00:00,75.0,0.0,0.0,39.0,14.0,128.0
2023-04-19 14:00:00+00:00,131.0,0.0,0.0,43.0,40.0,214.0
2023-04-19 15:00:00+00:00,160.0,0.0,0.0,82.0,51.0,293.0
2023-04-19 16:00:00+00:00,143.0,0.0,0.0,41.0,18.0,202.0
2023-04-19 17:00:00+00:00,199.0,0.0,0.0,72.0,101.0,372.0
2023-04-19 18:00:00+00:00,211.0,0.0,0.0,86.0,127.0,424.0
2023-04-19 19:00:00+00:00,176.0,0.0,0.0,109.0,75.0,360.0
2023-04-19 20:00:00+00:00,156.0,0.0,0.0,50.0,78.0,284.0
2023-04-19 21:00:00+00:00,256.0,0.0,0.0,155.0,188.0,599.0
2023-04-19 22:00:00+00:00,327.0,0.0,0.0,256.0,258.0,841.0
2023-04-19 23:00:00+00:00,355.0,0.0,46.0,255.0,287.0,943.0
2023-04-20 00:00:00+00:00,348.0,0.0,60.0,218.0,285.0,911.0
2023-04-20 01:00:00+00:00,334.0,0.0,11.0,193.0,258.0,796.0
2023-04-20 02:00:00+00:00,331.0,0.0,0.0,158.0,235.0,724.0
2023-04-20 03:00:00+00:00,289.0,0.0,0.0,118.0,172.0,579.0
2023-04-20 04:00:00+00:00,197.0,0.0,0.0,70.0,49.0,316.0
2023-04-20 05:00:00+00:00,123.0,0.0,0.0,38.0,22.0,183.0
2023-04-20 06:00:00+00:00,48.0,0.0,0.0,30.0,26.0,104.0
2023-04-20 07:00:00+00:00,8.0,0.0,0.0,25.0,26.0,59.0
2023-04-20 08:00:00+00:00,32.0,0.0,0.0,6.0,57.0,95.0
2023-04-20 09:00:00+00:00,129.0,0.0,0.0,43.0,111.0,283.0
2023-04-20 10:00:00+00:00,147.0,0.0,0.0,34.0,137.0,318.0
2023-04-20 11:00:00+00:00,128.0,0.0,22.0,54.0,135.0,339.0
2023-04-20 12:00:00+00:00,99.0,0.0,0.0,39.0,101.0,239.0
2023-04-20 13:00:00+00:00,151.0,0.0,0.0,59.0,134.0,344.0
2023-04-20 14:00:00+00:00,223.0,0.0,0.0,157.0,159.0,539.0
2023-04-20 15:00:00+00:00,193.0,0.0,0.0,103.0,116.0,412.0
2023-04-20 16:00:00+00:00,154.0,0.0,0.0,63.0,71.0,288.0
2023-04-20 17:00:00+00:00,209.0,0.0,0.0,80.0,124.0,413.0
2023-04-20 18:00:00+00:00,192.0,0.0,0.0,62.0,137.0,391.0
2023-04-20 19:00:00+00:00,239.0,0.0,0.0,88.0,165.0,492.0
2023-04-20 20:00:00+00:00,227.0,0.0,0.0,66.0,163.0,456.0
2023-04-20 21:00:00+00:00,272.0,0.0,0.0,123.0,218.0,613.0
2023-04-20 22:00:00+00:00,303.0,0.0,25.0,159.0,259.0,746.0
2023-04-20 23:00:00+00:00,311.0,0.0,53.0,156.0,258.0,778.0
2023-04-21 00:00:00+00:00,360.0,0.0,71.0,223.0,298.0,952.0
2023-04-21 01:00:00+00:00,358.0,0.0,63.0,247.0,292.0,960.0
2023-04-21 02:00:00+00:00,353.0,0.0,34.0,224.0,273.0,884.0
2023-04-21 03:00:00+00:00,312.0,0.0,0.0,174.0,231.0,717.0
2023-04-21 04:00:00+00:00,198.0,0.0,0.0,95.0,87.0,380.0
2023-04-21 05:00:00+00:00,194.0,0.0,0.0,82.0,99.0,375.0
2023-04-21 06:00:00+00:00,122.0,0.0,16.0,30.0,125.0,293.0
2023-04-21 07:00:00+00:00,118.0,0.0,39.0,23.0,124.0,304.0
2023-04-21 08:00:00+00:00,164.0,0.0,25.0,58.0,149.0,396.0
2023-04-21 09:00:00+00:00,165.0,0.0,0.0,32.0,130.0,327.0
2023-04-21 10:00:00+00:00,167.0,0.0,0.0,16.0,135.0,318.0
2023-04-21 11:00:00+00:00,151.0,0.0,0.0,76.0,111.0,338.0
2023-04-21 12:00:00+00:00,193.0,0.0,0.0,102.0,133.0,428.0
2023-04-21 13:00:00+00:00,200.0,0.0,0.0,122.0,112.0,434.0
2023-04-21 14:00:00+00:00,207.0,0.0,0.0,108.0,114.0,429.0
2023-04-21 15:00:00+00:00,208.0,0.0,0.0,123.0,98.0,429.0
2023-04-21 16:00:00+00:00,182.0,0.0,0.0,96.0,36.0,314.0
2023-04-21 17:00:00+00:00,201.0,0.0,0.0,66.0,69.0,336.0
2023-04-21 18:00:00+00:00,225.0,0.0,0.0,54.0,113.0,392.0
2023-04-21 19:00:00+00:00,233.0,0.0,0.0,67.0,109.0,409.0
2023-04-21 20:00:00+00:00,241.0,0.0,0.0,66.0,154.0,461.0
2023-04-21 21:00:00+00:00,274.0,0.0,0.0,109.0,218.0,601.0
2023-04-21 22:00:00+00:00,290.0,0.0,0.0,80.0,224.0,594.0
2023-04-21 23:00:00+00:00,308.0,0.0,0.0,166.0,233.0,707.0
2023-04-22 00:00:00+00:00,317.0,0.0,0.0,203.0,238.0,758.0
2023-04-22 01:00:00+00:00,318.0,0.0,0.0,186.0,223.0,727.0
2023-04-22 02:00:00+00:00,305.0,0.0,0.0,161.0,203.0,669.0
2023-04-22 03:00:00+00:00,324.0,0.0,0.0,176.0,236.0,736.0
2023-04-22 04:00:00+00:00,311.0,0.0,0.0,150.0,219.0,680.0
2023-04-22 05:00:00+00:00,266.0,0.0,0.0,100.0,160.0,526.0
2023-04-22 06:00:00+00:00,237.0,0.0,0.0,73.0,162.0,472.0
2023-04-22 07:00:00+00:00,284.0,0.0,0.0,132.0,200.0,616.0
2023-04-22 08:00:00+00:00,315.0,0.0,0.0,198.0,227.0,740.0
2023-04-22 09:00:00+00:00,319.0,0.0,0.0,231.0,219.0,769.0
2023-04-22 10:00:00+00:00,328.0,0.0,0.0,203.0,220.0,751.0
2023-04-22 11:00:00+00:00,292.0,0.0,0.0,178.0,160.0,630.0
2023-04-22 12:00:00+00:00,283.0,0.0,0.0,186.0,152.0,621.0
2023-04-22 13:00:00+00:00,273.0,0.0,0.0,151.0,139.0,563.0
2023-04-22 14:00:00+00:00,279.0,0.0,0.0,152.0,149.0,580.0
2023-04-22 15:00:00+00:00,272.0,0.0,0.0,128.0,136.0,536.0
2023-04-22 16:00:00+00:00,262.0,0.0,0.0,109.0,130.0,501.0
2023-04-22 17:00:00+00:00,261.0,0.0,0.0,38.0,157.0,456.0
2023-04-22 18:00:00+00:00,285.0,0.0,0.0,34.0,205.0,524.0
2023-04-22 19:00:00+00:00,283.0,0.0,0.0,71.0,186.0,540.0
2023-04-22 20:00:00+00:00,237.0,0.0,0.0,41.0,163.0,441.0
2023-04-22 21:00:00+00:00,285.0,0.0,0.0,94.0,226.0,605.0
2023-04-22 22:00:00+00:00,339.0,0.0,36.0,118.0,299.0,792.0
2023-04-22 23:00:00+00:00,365.0,0.0,58.0,126.0,312.0,861.0
2023-04-23 00:00:00+00:00,380.0,0.0,44.0,136.0,305.0,865.0
2023-04-23 01:00:00+00:00,379.0,0.0,43.0,112.0,299.0,833.0
2023-04-23 02:00:00+00:00,362.0,0.0,0.0,94.0,269.0,725.0
2023-04-23 03:00:00+00:00,375.0,0.0,37.0,91.0,289.0,792.0
2023-04-23 04:00:00+00:00,327.0,0.0,0.0,80.0,233.0,640.0
2023-04-23 05:00:00+00:00,284.0,0.0,43.0,70.0,244.0,641.0
2023-04-23 06:00:00+00:00,270.0,0.0,119.0,88.0,270.0,747.0
2023-04-23 07:00:00+00:00,295.0,1.0,193.0,149.0,303.0,941.0
2023-04-23 08:00:00+00:00,327.0,0.0,241.0,196.0,346.0,1110.0
2023-04-23 09:00:00+00:00,348.0,0.0,289.0,189.0,375.0,1201.0
2023-04-23 10:00:00+00:00,350.0,0.0,297.0,252.0,369.0,1268.0
2023-04-23 11:00:00+00:00,339.0,0.0,282.0,280.0,351.0,1252.0
2023-04-23 12:00:00+00:00,326.0,0.0,250.0,232.0,331.0,1139.0
2023-04-23 13:00:00+00:00,327.0,0.0,125.0,154.0,288.0,894.0
2023-04-23 14:00:00+00:00,325.0,0.0,23.0,176.0,264.0,788.0
2023-04-23 15:00:00+00:00,314.0,0.0,0.0,184.0,241.0,739.0
2023-04-23 16:00:00+00:00,294.0,0.0,0.0,94.0,219.0,607.0
2023-04-23 17:00:00+00:00,281.0,0.0,0.0,70.0,200.0,551.0
2023-04-23 18:00:00+00:00,301.0,0.0,0.0,84.0,249.0,634.0
2023-04-23 19:00:00+00:00,311.0,0.0,0.0,87.0,252.0,650.0
2023-04-23 20:00:00+00:00,316.0,0.0,0.0,98.0,237.0,651.0
2023-04-23 21:00:00+00:00,341.0,0.0,26.0,159.0,283.0,809.0
2023-04-23 22:00:00+00:00,304.0,0.0,116.0,107.0,274.0,801.0
2023-04-23 23:00:00+00:00,318.0,0.0,128.0,110.0,283.0,839.0
2023-04-24 00:00:00+00:00,328.0,0.0,117.0,131.0,278.0,854.0
2023-04-24 01:00:00+00:00,329.0,0.0,97.0,117.0,269.0,812.0
2023-04-24 02:00:00+00:00,316.0,0.0,46.0,104.0,240.0,706.0
2023-04-24 03:00:00+00:00,295.0,0.0,0.0,76.0,206.0,577.0
2023-04-24 04:00:00+00:00,239.0,0.0,0.0,46.0,161.0,446.0
2023-04-24 05:00:00+00:00,213.0,0.0,18.0,45.0,184.0,460.0
2023-04-24 06:00:00+00:00,245.0,2.0,109.0,21.0,283.0,660.0
2023-04-24 07:00:00+00:00,252.0,41.0,282.0,20.0,313.0,908.0
2023-04-24 08:00:00+00:00,304.0,9.0,379.0,73.0,364.0,1129.0
2023-04-24 09:00:00+00:00,304.0,19.0,462.0,60.0,372.0,1217.0
2023-04-24 10:00:00+00:00,286.0,28.0,479.0,47.0,349.0,1189.0
2023-04-24 11:00:00+00:00,259.0,1.0,398.0,189.0,307.0,1154.0
2023-04-24 12:00:00+00:00,263.0,0.0,328.0,257.0,289.0,1137.0
2023-04-24 13:00:00+00:00,264.0,0.0,210.0,274.0,272.0,1020.0
2023-04-24 14:00:00+00:00,333.0,0.0,192.0,332.0,315.0,1172.0
2023-04-24 15:00:00+00:00,249.0,0.0,141.0,234.0,232.0,856.0
2023-04-24 16:00:00+00:00,189.0,0.0,229.0,29.0,234.0,681.0
2023-04-24 17:00:00+00:00,254.0,25.0,119.0,93.0,251.0,742.0
2023-04-24 18:00:00+00:00,259.0,50.0,165.0,30.0,271.0,775.0
2023-04-24 19:00:00+00:00,268.0,60.0,241.0,74.0,299.0,942.0
2023-04-24 20:00:00+00:00,288.0,0.0,197.0,40.0,302.0,827.0
2023-04-24 21:00:00+00:00,354.0,0.0,217.0,285.0,344.0,1200.0
2023-04-24 22:00:00+00:00,386.0,0.0,249.0,216.0,362.0,1213.0
2023-04-24 23:00:00+00:00,387.0,0.0,276.0,180.0,369.0,1212.0
2023-04-25 00:00:00+00:00,380.0,0.0,271.0,170.0,357.0,1178.0
2023-04-25 01:00:00+00:00,374.0,0.0,244.0,154.0,343.0,1115.0
2023-04-25 02:00:00+00:00,369.0,0.0,189.0,180.0,321.0,1059.0
2023-04-25 03:00:00+00:00,327.0,0.0,102.0,134.0,263.0,826.0
2023-04-25 04:00:00+00:00,279.0,2.0,59.0,39.0,228.0,607.0
2023-04-25 05:00:00+00:00,273.0,60.0,131.0,62.0,257.0,783.0
2023-04-25 06:00:00+00:00,241.0,182.0,244.0,46.0,308.0,1021.0
2023-04-25 07:00:00+00:00,200.0,0.0,352.0,20.0,288.0,860.0
2023-04-25 08:00:00+00:00,252.0,0.0,418.0,14.0,334.0,1018.0
2023-04-25 09:00:00+00:00,250.0,2.0,478.0,24.0,324.0,1078.0
2023-04-25 10:00:00+00:00,145.0,15.0,419.0,30.0,207.0,816.0
2023-04-25 11:00:00+00:00,61.0,10.0,339.0,134.0,114.0,658.0
2023-04-25 12:00:00+00:00,21.0,14.0,294.0,154.0,74.0,557.0
2023-04-25 13:00:00+00:00,40.0,0.0,184.0,234.0,81.0,539.0
2023-04-25 14:00:00+00:00,137.0,0.0,149.0,278.0,159.0,723.0
2023-04-25 15:00:00+00:00,166.0,0.0,51.0,220.0,154.0,591.0
2023-04-25 16:00:00+00:00,244.0,0.0,68.0,50.0,214.0,576.0
2023-04-25 17:00:00+00:00,241.0,9.0,17.0,46.0,199.0,512.0
2023-04-25 18:00:00+00:00,258.0,4.0,33.0,26.0,215.0,536.0
2023-04-25 19:00:00+00:00,270.0,0.0,68.0,62.0,236.0,636.0
2023-04-25 20:00:00+00:00,261.0,0.0,34.0,32.0,234.0,561.0
2023-04-25 21:00:00+00:00,290.0,0.0,124.0,68.0,272.0,754.0
2023-04-25 22:00:00+00:00,346.0,0.0,122.0,98.0,284.0,850.0
2023-04-25 23:00:00+00:00,349.0,0.0,154.0,81.0,288.0,872.0
2023-04-26 00:00:00+00:00,336.0,0.0,125.0,53.0,262.0,776.0
2023-04-26 01:00:00+00:00,332.0,0.0,80.0,126.0,239.0,777.0
2023-04-26 02:00:00+00:00,329.0,0.0,42.0,82.0,230.0,683.0
2023-04-26 03:00:00+00:00,307.0,0.0,0.0,66.0,199.0,572.0
2023-04-26 04:00:00+00:00,282.0,0.0,0.0,27.0,175.0,484.0
2023-04-26 05:00:00+00:00,290.0,0.0,88.0,38.0,232.0,648.0
2023-04-26 06:00:00+00:00,233.0,0.0,211.0,19.0,255.0,718.0
2023-04-26 07:00:00+00:00,285.0,0.0,185.0,70.0,296.0,836.0
2023-04-26 08:00:00+00:00,138.0,46.0,340.0,12.0,175.0,711.0
2023-04-26 09:00:00+00:00,53.0,164.0,410.0,22.0,103.0,752.0
2023-04-26 10:00:00+00:00,2.0,186.0,353.0,7.0,26.0,574.0
2023-04-26 11:00:00+00:00,0.0,15.0,198.0,199.0,0.0,412.0
2023-04-26 12:00:00+00:00,0.0,0.0,147.0,193.0,0.0,340.0
2023-04-26 13:00:00+00:00,28.0,0.0,50.0,227.0,33.0,338.0
2023-04-26 14:00:00+00:00,159.0,0.0,0.0,278.0,93.0,530.0
2023-04-26 15:00:00+00:00,251.0,0.0,0.0,235.0,152.0,638.0
2023-04-26 16:00:00+00:00,283.0,4.0,80.0,122.0,230.0,719.0
2023-04-26 17:00:00+00:00,295.0,106.0,182.0,126.0,272.0,981.0
2023-04-26 18:00:00+00:00,297.0,187.0,270.0,86.0,313.0,1153.0
2023-04-26 19:00:00+00:00,301.0,96.0,257.0,94.0,309.0,1057.0
2023-04-26 20:00:00+00:00,321.0,1.0,254.0,119.0,322.0,1017.0
2023-04-26 21:00:00+00:00,352.0,0.0,264.0,263.0,339.0,1218.0
2023-04-26 22:00:00+00:00,349.0,34.0,338.0,126.0,362.0,1209.0
2023-04-26 23:00:00+00:00,362.0,3.0,267.0,240.0,332.0,1204.0
2023-04-27 00:00:00+00:00,360.0,37.0,297.0,200.0,337.0,1231.0
2023-04-27 01:00:00+00:00,355.0,67.0,277.0,207.0,319.0,1225.0
2023-04-27 02:00:00+00:00,358.0,78.0,272.0,186.0,323.0,1217.0
2023-04-27 03:00:00+00:00,368.0,10.0,212.0,210.0,322.0,1122.0
2023-04-27 04:00:00+00:00,316.0,26.0,230.0,42.0,300.0,914.0
2023-04-27 05:00:00+00:00,296.0,0.0,351.0,134.0,324.0,1105.0
2023-04-27 06:00:00+00:00,233.0,0.0,406.0,252.0,285.0,1176.0
2023-04-27 07:00:00+00:00,242.0,0.0,432.0,407.0,285.0,1366.0
2023-04-27 08:00:00+00:00,206.0,0.0,518.0,389.0,256.0,1369.0
2023-04-27 09:00:00+00:00,203.0,0.0,510.0,397.0,247.0,1357.0
2023-04-27 10:00:00+00:00,213.0,0.0,420.0,432.0,229.0,1294.0
2023-04-27 11:00:00+00:00,208.0,0.0,382.0,477.0,210.0,1277.0
2023-04-27 12:00:00+00:00,212.0,0.0,325.0,446.0,207.0,1190.0
2023-04-27 13:00:00+00:00,265.0,0.0,377.0,502.0,275.0,1419.0
2023-04-27 14:00:00+00:00,262.0,0.0,353.0,455.0,288.0,1358.0
2023-04-27 15:00:00+00:00,309.0,0.0,224.0,321.0,307.0,1161.0
2023-04-27 16:00:00+00:00,286.0,23.0,176.0,109.0,262.0,856.0
2023-04-27 17:00:00+00:00,312.0,74.0,201.0,77.0,297.0,961.0
2023-04-27 18:00:00+00:00,300.0,77.0,237.0,75.0,307.0,996.0
2023-04-27 19:00:00+00:00,297.0,9.0,172.0,131.0,274.0,883.0
2023-04-27 20:00:00+00:00,307.0,0.0,198.0,212.0,289.0,1006.0
2023-04-27 21:00:00+00:00,320.0,0.0,283.0,190.0,320.0,1113.0
2023-04-27 22:00:00+00:00,351.0,0.0,324.0,166.0,351.0,1192.0
2023-04-27 23:00:00+00:00,381.0,0.0,318.0,294.0,352.0,1345.0
2023-04-28 00:00:00+00:00,369.0,2.0,323.0,228.0,349.0,1271.0
2023-04-28 01:00:00+00:00,363.0,5.0,310.0,254.0,337.0,1269.0
2023-04-28 02:00:00+00:00,340.0,14.0,297.0,200.0,327.0,1178.0
2023-04-28 03:00:00+00:00,372.0,0.0,224.0,270.0,321.0,1187.0
2023-04-28 04:00:00+00:00,340.0,3.0,232.0,100.0,309.0,984.0
2023-04-28 05:00:00+00:00,324.0,0.0,290.0,302.0,320.0,1236.0
2023-04-28 06:00:00+00:00,316.0,0.0,378.0,446.0,366.0,1506.0
2023-04-28 07:00:00+00:00,308.0,0.0,504.0,474.0,365.0,1651.0
2023-04-28 08:00:00+00:00,317.0,0.0,574.0,576.0,365.0,1832.0
2023-04-28 09:00:00+00:00,302.0,0.0,593.0,526.0,356.0,1777.0
2023-04-28 10:00:00+00:00,298.0,0.0,553.0,522.0,332.0,1705.0
2023-04-28 11:00:00+00:00,286.0,0.0,503.0,556.0,301.0,1646.0
2023-04-28 12:00:00+00:00,301.0,0.0,431.0,569.0,299.0,1600.0
2023-04-28 13:00:00+00:00,326.0,0.0,456.0,558.0,344.0,1684.0
2023-04-28 14:00:00+00:00,368.0,0.0,408.0,530.0,396.0,1702.0
2023-04-28 15:00:00+00:00,361.0,0.0,273.0,416.0,374.0,1424.0
2023-04-28 16:00:00+00:00,320.0,16.0,256.0,146.0,311.0,1049.0
2023-04-28 17:00:00+00:00,307.0,63.0,179.0,59.0,285.0,893.0
2023-04-28 18:00:00+00:00,299.0,102.0,220.0,58.0,300.0,979.0
2023-04-28 19:00:00+00:00,314.0,32.0,226.0,94.0,315.0,981.0
2023-04-28 20:00:00+00:00,302.0,1.0,243.0,83.0,314.0,943.0
2023-04-28 21:00:00+00:00,324.0,0.0,245.0,186.0,323.0,1078.0
2023-04-28 22:00:00+00:00,345.0,0.0,259.0,151.0,327.0,1082.0
2023-04-28 23:00:00+00:00,352.0,0.0,267.0,138.0,324.0,1081.0
2023-04-29 00:00:00+00:00,350.0,0.0,275.0,154.0,318.0,1097.0
2023-04-29 01:00:00+00:00,345.0,1.0,259.0,161.0,320.0,1086.0
2023-04-29 02:00:00+00:00,345.0,3.0,252.0,150.0,317.0,1067.0
2023-04-29 03:00:00+00:00,352.0,1.0,269.0,170.0,330.0,1122.0
2023-04-29 04:00:00+00:00,349.0,7.0,295.0,136.0,338.0,1125.0
2023-04-29 05:00:00+00:00,357.0,0.0,257.0,270.0,330.0,1214.0
2023-04-29 06:00:00+00:00,371.0,0.0,269.0,359.0,362.0,1361.0
2023-04-29 07:00:00+00:00,416.0,0.0,455.0,409.0,446.0,1726.0
2023-04-29 08:00:00+00:00,396.0,0.0,495.0,480.0,446.0,1817.0
2023-04-29 09:00:00+00:00,381.0,0.0,488.0,326.0,440.0,1635.0
2023-04-29 10:00:00+00:00,373.0,0.0,503.0,363.0,434.0,1673.0
2023-04-29 11:00:00+00:00,356.0,0.0,385.0,518.0,374.0,1633.0
2023-04-29 12:00:00+00:00,364.0,0.0,217.0,591.0,320.0,1492.0
2023-04-29 13:00:00+00:00,356.0,0.0,158.0,478.0,307.0,1299.0
2023-04-29 14:00:00+00:00,331.0,0.0,71.0,376.0,272.0,1050.0
2023-04-29 15:00:00+00:00,337.0,0.0,25.0,367.0,259.0,988.0
2023-04-29 16:00:00+00:00,325.0,0.0,36.0,270.0,248.0,879.0
2023-04-29 17:00:00+00:00,290.0,0.0,41.0,74.0,233.0,638.0
2023-04-29 18:00:00+00:00,285.0,0.0,56.0,42.0,235.0,618.0
2023-04-29 19:00:00+00:00,289.0,0.0,69.0,35.0,246.0,639.0
2023-04-29 20:00:00+00:00,295.0,0.0,49.0,59.0,247.0,650.0
2023-04-29 21:00:00+00:00,295.0,0.0,0.0,187.0,216.0,698.0
2023-04-29 22:00:00+00:00,283.0,0.0,25.0,42.0,218.0,568.0
2023-04-29 23:00:00+00:00,273.0,0.0,0.0,84.0,195.0,552.0
2023-04-30 00:00:00+00:00,265.0,0.0,0.0,73.0,191.0,529.0
2023-04-30 01:00:00+00:00,265.0,0.0,0.0,102.0,183.0,550.0
2023-04-30 02:00:00+00:00,261.0,0.0,0.0,112.0,171.0,544.0
2023-04-30 03:00:00+00:00,268.0,0.0,0.0,86.0,197.0,551.0
2023-04-30 04:00:00+00:00,255.0,0.0,0.0,100.0,194.0,549.0
2023-04-30 05:00:00+00:00,249.0,0.0,0.0,210.0,169.0,628.0
2023-04-30 06:00:00+00:00,274.0,0.0,0.0,265.0,221.0,760.0
2023-04-30 07:00:00+00:00,269.0,0.0,0.0,371.0,230.0,870.0
2023-04-30 08:00:00+00:00,296.0,0.0,25.0,414.0,259.0,994.0
2023-04-30 09:00:00+00:00,303.0,0.0,36.0,454.0,259.0,1052.0
2023-04-30 10:00:00+00:00,297.0,0.0,0.0,472.0,238.0,1007.0
2023-04-30 11:00:00+00:00,281.0,0.0,0.0,490.0,197.0,968.0
2023-04-30 12:00:00+00:00,260.0,0.0,0.0,431.0,153.0,844.0
2023-04-30 13:00:00+00:00,242.0,0.0,0.0,402.0,110.0,754.0
2023-04-30 14:00:00+00:00,218.0,0.0,0.0,335.0,70.0,623.0
2023-04-30 15:00:00+00:00,224.0,0.0,0.0,315.0,63.0,602.0
2023-04-30 16:00:00+00:00,238.0,0.0,0.0,300.0,109.0,647.0
2023-04-30 17:00:00+00:00,206.0,0.0,0.0,90.0,107.0,403.0
2023-04-30 18:00:00+00:00,207.0,0.0,0.0,56.0,110.0,373.0
2023-04-30 19:00:00+00:00,195.0,0.0,0.0,42.0,103.0,340.0
2023-04-30 20:00:00+00:00,207.0,0.0,0.0,46.0,109.0,362.0
2023-04-30 21:00:00+00:00,217.0,0.0,0.0,76.0,117.0,410.0
2023-04-30 22:00:00+00:00,257.0,0.0,0.0,81.0,168.0,506.0
2023-04-30 23:00:00+00:00,266.0,0.0,0.0,86.0,189.0,541.0
2023-05-01 00:00:00+00:00,269.0,0.0,0.0,94.0,188.0,551.0
2023-05-01 01:00:00+00:00,270.0,0.0,0.0,115.0,187.0,572.0
2023-05-01 02:00:00+00:00,267.0,0.0,0.0,114.0,191.0,572.0
2023-05-01 03:00:00+00:00,277.0,0.0,0.0,97.0,220.0,594.0
2023-05-01 04:00:00+00:00,301.0,0.0,83.0,129.0,270.0,783.0
2023-05-01 05:00:00+00:00,323.0,0.0,108.0,230.0,293.0,954.0
2023-05-01 06:00:00+00:00,346.0,0.0,239.0,196.0,361.0,1142.0
2023-05-01 07:00:00+00:00,342.0,0.0,196.0,310.0,341.0,1189.0
2023-05-01 08:00:00+00:00,371.0,0.0,254.0,380.0,382.0,1387.0
2023-05-01 09:00:00+00:00,377.0,0.0,228.0,424.0,375.0,1404.0
2023-05-01 10:00:00+00:00,373.0,0.0,192.0,429.0,355.0,1349.0
2023-05-01 11:00:00+00:00,366.0,0.0,157.0,466.0,328.0,1317.0
2023-05-01 12:00:00+00:00,365.0,0.0,110.0,468.0,317.0,1260.0
2023-05-01 13:00:00+00:00,347.0,0.0,39.0,439.0,279.0,1104.0
2023-05-01 14:00:00+00:00,312.0,0.0,0.0,358.0,233.0,903.0
2023-05-01 15:00:00+00:00,274.0,0.0,0.0,303.0,168.0,745.0
2023-05-01 16:00:00+00:00,266.0,0.0,0.0,149.0,169.0,584.0
2023-05-01 17:00:00+00:00,141.0,0.0,0.0,30.0,75.0,246.0
2023-05-01 18:00:00+00:00,212.0,0.0,0.0,19.0,124.0,355.0
2023-05-01 19:00:00+00:00,267.0,0.0,0.0,43.0,196.0,506.0
2023-05-01 20:00:00+00:00,274.0,0.0,0.0,63.0,189.0,526.0
2023-05-01 21:00:00+00:00,268.0,0.0,0.0,58.0,193.0,519.0
2023-05-01 22:00:00+00:00,185.0,0.0,0.0,60.0,130.0,375.0
2023-05-01 23:00:00+00:00,191.0,0.0,0.0,18.0,133.0,342.0
2023-05-02 00:00:00+00:00,220.0,0.0,0.0,30.0,153.0,403.0
2023-05-02 01:00:00+00:00,220.0,0.0,0.0,26.0,149.0,395.0
2023-05-02 02:00:00+00:00,187.0,0.0,0.0,9.0,103.0,299.0
2023-05-02 03:00:00+00:00,167.0,0.0,0.0,6.0,73.0,246.0
2023-05-02 04:00:00+00:00,178.0,0.0,0.0,2.0,112.0,292.0
2023-05-02 05:00:00+00:00,184.0,0.0,0.0,2.0,146.0,332.0
2023-05-02 06:00:00+00:00,230.0,0.0,0.0,47.0,200.0,477.0
2023-05-02 07:00:00+00:00,226.0,0.0,42.0,131.0,217.0,616.0
2023-05-02 08:00:00+00:00,241.0,2.0,134.0,148.0,256.0,781.0
2023-05-02 09:00:00+00:00,246.0,0.0,154.0,190.0,251.0,841.0
2023-05-02 10:00:00+00:00,257.0,0.0,142.0,246.0,254.0,899.0
2023-05-02 11:00:00+00:00,298.0,0.0,131.0,399.0,276.0,1104.0
2023-05-02 12:00:00+00:00,302.0,0.0,115.0,413.0,277.0,1107.0
2023-05-02 13:00:00+00:00,299.0,0.0,82.0,366.0,259.0,1006.0
2023-05-02 14:00:00+00:00,301.0,0.0,32.0,372.0,236.0,941.0
2023-05-02 15:00:00+00:00,252.0,0.0,0.0,322.0,169.0,743.0
2023-05-02 16:00:00+00:00,214.0,0.0,0.0,114.0,147.0,475.0
2023-05-02 17:00:00+00:00,182.0,0.0,0.0,19.0,147.0,348.0
2023-05-02 18:00:00+00:00,158.0,0.0,0.0,14.0,146.0,318.0
2023-05-02 19:00:00+00:00,151.0,0.0,12.0,12.0,147.0,322.0
