,GR,RO,RS,TR,MK,sum
2023-01-01 00:00:00+00:00,456.0,0.0,246.0,602.0,388.0,1692.0
2023-01-01 01:00:00+00:00,438.0,0.0,249.0,650.0,374.0,1711.0
2023-01-01 02:00:00+00:00,413.0,0.0,208.0,594.0,338.0,1553.0
2023-01-01 03:00:00+00:00,388.0,0.0,142.0,624.0,294.0,1448.0
2023-01-01 04:00:00+00:00,402.0,0.0,160.0,581.0,309.0,1452.0
2023-01-01 05:00:00+00:00,404.0,0.0,157.0,628.0,297.0,1486.0
2023-01-01 06:00:00+00:00,356.0,0.0,148.0,555.0,259.0,1318.0
2023-01-01 07:00:00+00:00,377.0,0.0,247.0,533.0,313.0,1470.0
2023-01-01 08:00:00+00:00,423.0,0.0,296.0,573.0,369.0,1661.0
2023-01-01 09:00:00+00:00,467.0,0.0,364.0,496.0,435.0,1762.0
2023-01-01 10:00:00+00:00,465.0,0.0,414.0,524.0,449.0,1852.0
2023-01-01 11:00:00+00:00,454.0,0.0,387.0,662.0,429.0,1932.0
2023-01-01 12:00:00+00:00,440.0,0.0,348.0,625.0,406.0,1819.0
2023-01-01 13:00:00+00:00,450.0,0.0,224.0,605.0,374.0,1653.0
2023-01-01 14:00:00+00:00,412.0,0.0,84.0,539.0,302.0,1337.0
2023-01-01 15:00:00+00:00,407.0,0.0,61.0,494.0,298.0,1260.0
2023-01-01 16:00:00+00:00,418.0,0.0,61.0,519.0,314.0,1312.0
2023-01-01 17:00:00+00:00,406.0,0.0,97.0,452.0,316.0,1271.0
2023-01-01 18:00:00+00:00,421.0,0.0,55.0,494.0,313.0,1283.0
2023-01-01 19:00:00+00:00,430.0,0.0,95.0,503.0,327.0,1355.0
2023-01-01 20:00:00+00:00,424.0,0.0,120.0,514.0,328.0,1386.0
2023-01-01 21:00:00+00:00,444.0,0.0,188.0,538.0,364.0,1534.0
2023-01-01 22:00:00+00:00,458.0,0.0,220.0,634.0,390.0,1702.0
2023-01-01 23:00:00+00:00,494.0,0.0,271.0,648.0,434.0,1847.0
2023-01-02 00:00:00+00:00,501.0,0.0,286.0,654.0,438.0,1879.0
2023-01-02 01:00:00+00:00,487.0,0.0,273.0,668.0,419.0,1847.0
2023-01-02 02:00:00+00:00,480.0,0.0,244.0,644.0,408.0,1776.0
2023-01-02 03:00:00+00:00,461.0,0.0,195.0,573.0,384.0,1613.0
2023-01-02 04:00:00+00:00,477.0,0.0,221.0,606.0,397.0,1701.0
2023-01-02 05:00:00+00:00,477.0,0.0,237.0,592.0,389.0,1695.0
2023-01-02 06:00:00+00:00,444.0,0.0,206.0,558.0,351.0,1559.0
2023-01-02 07:00:00+00:00,451.0,0.0,263.0,582.0,378.0,1674.0
2023-01-02 08:00:00+00:00,467.0,0.0,282.0,609.0,390.0,1748.0
2023-01-02 09:00:00+00:00,472.0,0.0,296.0,646.0,402.0,1816.0
2023-01-02 10:00:00+00:00,449.0,0.0,310.0,597.0,393.0,1749.0
2023-01-02 11:00:00+00:00,459.0,0.0,259.0,614.0,380.0,1712.0
2023-01-02 12:00:00+00:00,458.0,0.0,235.0,602.0,371.0,1666.0
2023-01-02 13:00:00+00:00,417.0,0.0,150.0,598.0,315.0,1480.0
2023-01-02 14:00:00+00:00,408.0,0.0,100.0,554.0,299.0,1361.0
2023-01-02 15:00:00+00:00,368.0,0.0,61.0,545.0,258.0,1232.0
2023-01-02 16:00:00+00:00,414.0,0.0,121.0,576.0,315.0,1426.0
2023-01-02 17:00:00+00:00,422.0,0.0,162.0,560.0,334.0,1478.0
2023-01-02 18:00:00+00:00,433.0,0.0,185.0,620.0,347.0,1585.0
2023-01-02 19:00:00+00:00,434.0,0.0,190.0,650.0,347.0,1621.0
2023-01-02 20:00:00+00:00,446.0,0.0,221.0,604.0,361.0,1632.0
2023-01-02 21:00:00+00:00,442.0,0.0,187.0,582.0,357.0,1568.0
2023-01-02 22:00:00+00:00,457.0,0.0,258.0,685.0,390.0,1790.0
2023-01-02 23:00:00+00:00,484.0,0.0,232.0,674.0,410.0,1800.0
2023-01-03 00:00:00+00:00,488.0,0.0,235.0,634.0,400.0,1757.0
2023-01-03 01:00:00+00:00,477.0,0.0,224.0,605.0,384.0,1690.0
2023-01-03 02:00:00+00:00,469.0,0.0,198.0,587.0,367.0,1621.0
2023-01-03 03:00:00+00:00,450.0,0.0,157.0,572.0,341.0,1520.0
2023-01-03 04:00:00+00:00,421.0,0.0,90.0,545.0,310.0,1366.0
2023-01-03 05:00:00+00:00,389.0,0.0,64.0,526.0,287.0,1266.0
2023-01-03 06:00:00+00:00,367.0,0.0,99.0,407.0,285.0,1158.0
2023-01-03 07:00:00+00:00,357.0,0.0,134.0,390.0,289.0,1170.0
2023-01-03 08:00:00+00:00,379.0,0.0,202.0,410.0,330.0,1321.0
2023-01-03 09:00:00+00:00,375.0,2.0,236.0,358.0,342.0,1313.0
2023-01-03 10:00:00+00:00,398.0,5.0,273.0,439.0,371.0,1486.0
2023-01-03 11:00:00+00:00,383.0,51.0,258.0,346.0,358.0,1396.0
2023-01-03 12:00:00+00:00,391.0,28.0,222.0,445.0,342.0,1428.0
2023-01-03 13:00:00+00:00,370.0,8.0,118.0,584.0,287.0,1367.0
2023-01-03 14:00:00+00:00,356.0,0.0,19.0,498.0,245.0,1118.0
2023-01-03 15:00:00+00:00,347.0,0.0,58.0,356.0,265.0,1026.0
2023-01-03 16:00:00+00:00,379.0,0.0,154.0,358.0,320.0,1211.0
2023-01-03 17:00:00+00:00,384.0,0.0,148.0,444.0,314.0,1290.0
2023-01-03 18:00:00+00:00,383.0,0.0,138.0,469.0,309.0,1299.0
2023-01-03 19:00:00+00:00,390.0,0.0,172.0,463.0,320.0,1345.0
2023-01-03 20:00:00+00:00,413.0,0.0,176.0,534.0,334.0,1457.0
2023-01-03 21:00:00+00:00,448.0,0.0,281.0,542.0,401.0,1672.0
2023-01-03 22:00:00+00:00,471.0,0.0,308.0,719.0,423.0,1921.0
2023-01-03 23:00:00+00:00,475.0,0.0,357.0,725.0,444.0,2001.0
2023-01-04 00:00:00+00:00,484.0,0.0,337.0,712.0,439.0,1972.0
2023-01-04 01:00:00+00:00,475.0,0.0,321.0,706.0,423.0,1925.0
2023-01-04 02:00:00+00:00,451.0,0.0,263.0,678.0,390.0,1782.0
2023-01-04 03:00:00+00:00,432.0,0.0,201.0,638.0,356.0,1627.0
2023-01-04 04:00:00+00:00,398.0,0.0,116.0,587.0,302.0,1403.0
2023-01-04 05:00:00+00:00,364.0,0.0,82.0,598.0,266.0,1310.0
2023-01-04 06:00:00+00:00,352.0,0.0,47.0,539.0,248.0,1186.0
2023-01-04 07:00:00+00:00,370.0,0.0,102.0,571.0,285.0,1328.0
2023-01-04 08:00:00+00:00,355.0,0.0,151.0,673.0,294.0,1473.0
2023-01-04 09:00:00+00:00,379.0,2.0,218.0,498.0,334.0,1431.0
2023-01-04 10:00:00+00:00,386.0,3.0,212.0,455.0,339.0,1395.0
2023-01-04 11:00:00+00:00,312.0,10.0,156.0,547.0,270.0,1295.0
2023-01-04 12:00:00+00:00,221.0,45.0,117.0,456.0,194.0,1033.0
2023-01-04 13:00:00+00:00,222.0,9.0,28.0,412.0,168.0,839.0
2023-01-04 14:00:00+00:00,134.0,65.0,0.0,294.0,90.0,583.0
2023-01-04 15:00:00+00:00,123.0,209.0,0.0,234.0,83.0,649.0
2023-01-04 16:00:00+00:00,248.0,7.0,20.0,285.0,179.0,739.0
2023-01-04 17:00:00+00:00,207.0,97.0,62.0,261.0,166.0,793.0
2023-01-04 18:00:00+00:00,290.0,4.0,52.0,406.0,210.0,962.0
2023-01-04 19:00:00+00:00,340.0,0.0,130.0,482.0,263.0,1215.0
2023-01-04 20:00:00+00:00,342.0,0.0,216.0,461.0,309.0,1328.0
2023-01-04 21:00:00+00:00,428.0,0.0,198.0,568.0,373.0,1567.0
2023-01-04 22:00:00+00:00,414.0,0.0,149.0,722.0,346.0,1631.0
2023-01-04 23:00:00+00:00,457.0,0.0,243.0,730.0,410.0,1840.0
2023-01-05 00:00:00+00:00,467.0,0.0,288.0,713.0,417.0,1885.0
2023-01-05 01:00:00+00:00,476.0,0.0,277.0,828.0,413.0,1994.0
2023-01-05 02:00:00+00:00,467.0,0.0,242.0,823.0,395.0,1927.0
2023-01-05 03:00:00+00:00,456.0,0.0,188.0,790.0,370.0,1804.0
2023-01-05 04:00:00+00:00,440.0,0.0,140.0,698.0,343.0,1621.0
2023-01-05 05:00:00+00:00,405.0,0.0,103.0,661.0,310.0,1479.0
2023-01-05 06:00:00+00:00,378.0,0.0,55.0,586.0,277.0,1296.0
2023-01-05 07:00:00+00:00,402.0,0.0,153.0,634.0,322.0,1511.0
2023-01-05 08:00:00+00:00,448.0,0.0,243.0,747.0,379.0,1817.0
2023-01-05 09:00:00+00:00,460.0,0.0,303.0,743.0,402.0,1908.0
2023-01-05 10:00:00+00:00,479.0,0.0,343.0,769.0,429.0,2020.0
2023-01-05 11:00:00+00:00,448.0,0.0,293.0,786.0,392.0,1919.0
2023-01-05 12:00:00+00:00,426.0,0.0,270.0,784.0,362.0,1842.0
2023-01-05 13:00:00+00:00,430.0,0.0,225.0,758.0,350.0,1763.0
2023-01-05 14:00:00+00:00,422.0,0.0,147.0,659.0,326.0,1554.0
2023-01-05 15:00:00+00:00,431.0,0.0,176.0,678.0,344.0,1629.0
2023-01-05 16:00:00+00:00,442.0,0.0,213.0,662.0,365.0,1682.0
2023-01-05 17:00:00+00:00,452.0,0.0,254.0,653.0,389.0,1748.0
2023-01-05 18:00:00+00:00,467.0,0.0,290.0,677.0,410.0,1844.0
2023-01-05 19:00:00+00:00,467.0,0.0,332.0,636.0,430.0,1865.0
2023-01-05 20:00:00+00:00,461.0,0.0,337.0,707.0,430.0,1935.0
2023-01-05 21:00:00+00:00,497.0,0.0,391.0,766.0,473.0,2127.0
2023-01-05 22:00:00+00:00,502.0,0.0,385.0,728.0,473.0,2088.0
2023-01-05 23:00:00+00:00,483.0,0.0,397.0,746.0,469.0,2095.0
2023-01-06 00:00:00+00:00,489.0,1.0,403.0,741.0,455.0,2089.0
2023-01-06 01:00:00+00:00,473.0,1.0,360.0,741.0,429.0,2004.0
2023-01-06 02:00:00+00:00,488.0,0.0,292.0,703.0,416.0,1899.0
2023-01-06 03:00:00+00:00,459.0,0.0,213.0,762.0,367.0,1801.0
2023-01-06 04:00:00+00:00,430.0,0.0,154.0,718.0,334.0,1636.0
2023-01-06 05:00:00+00:00,391.0,0.0,102.0,612.0,295.0,1400.0
2023-01-06 06:00:00+00:00,353.0,0.0,157.0,613.0,270.0,1393.0
2023-01-06 07:00:00+00:00,316.0,10.0,265.0,670.0,282.0,1543.0
2023-01-06 08:00:00+00:00,343.0,27.0,257.0,727.0,302.0,1656.0
2023-01-06 09:00:00+00:00,389.0,18.0,242.0,658.0,329.0,1636.0
2023-01-06 10:00:00+00:00,379.0,13.0,236.0,782.0,315.0,1725.0
2023-01-06 11:00:00+00:00,394.0,9.0,260.0,764.0,328.0,1755.0
2023-01-06 12:00:00+00:00,406.0,0.0,226.0,714.0,323.0,1669.0
2023-01-06 13:00:00+00:00,405.0,0.0,153.0,707.0,299.0,1564.0
2023-01-06 14:00:00+00:00,408.0,0.0,105.0,636.0,293.0,1442.0
2023-01-06 15:00:00+00:00,400.0,0.0,95.0,630.0,300.0,1425.0
2023-01-06 16:00:00+00:00,414.0,0.0,153.0,557.0,334.0,1458.0
2023-01-06 17:00:00+00:00,416.0,0.0,133.0,561.0,318.0,1428.0
2023-01-06 18:00:00+00:00,421.0,0.0,143.0,532.0,327.0,1423.0
2023-01-06 19:00:00+00:00,421.0,0.0,132.0,543.0,318.0,1414.0
2023-01-06 20:00:00+00:00,420.0,0.0,138.0,500.0,326.0,1384.0
2023-01-06 21:00:00+00:00,400.0,0.0,57.0,522.0,302.0,1281.0
2023-01-06 22:00:00+00:00,412.0,0.0,73.0,556.0,318.0,1359.0
2023-01-06 23:00:00+00:00,437.0,0.0,124.0,595.0,353.0,1509.0
2023-01-07 00:00:00+00:00,433.0,0.0,141.0,591.0,344.0,1509.0
2023-01-07 01:00:00+00:00,412.0,0.0,120.0,586.0,318.0,1436.0
2023-01-07 02:00:00+00:00,407.0,0.0,84.0,600.0,303.0,1394.0
2023-01-07 03:00:00+00:00,387.0,0.0,72.0,599.0,286.0,1344.0
2023-01-07 04:00:00+00:00,386.0,0.0,33.0,563.0,274.0,1256.0
2023-01-07 05:00:00+00:00,406.0,0.0,53.0,656.0,295.0,1410.0
2023-01-07 06:00:00+00:00,389.0,0.0,91.0,658.0,286.0,1424.0
2023-01-07 07:00:00+00:00,391.0,2.0,165.0,690.0,299.0,1547.0
2023-01-07 08:00:00+00:00,410.0,14.0,228.0,736.0,327.0,1715.0
2023-01-07 09:00:00+00:00,441.0,10.0,233.0,678.0,350.0,1712.0
2023-01-07 10:00:00+00:00,431.0,15.0,220.0,661.0,338.0,1665.0
2023-01-07 11:00:00+00:00,429.0,95.0,214.0,602.0,334.0,1674.0
2023-01-07 12:00:00+00:00,408.0,22.0,113.0,588.0,291.0,1422.0
2023-01-07 13:00:00+00:00,367.0,99.0,62.0,660.0,249.0,1437.0
2023-01-07 14:00:00+00:00,354.0,28.0,0.0,543.0,217.0,1142.0
2023-01-07 15:00:00+00:00,275.0,109.0,0.0,390.0,179.0,953.0
2023-01-07 16:00:00+00:00,344.0,1.0,12.0,427.0,246.0,1030.0
2023-01-07 17:00:00+00:00,369.0,0.0,26.0,442.0,266.0,1103.0
2023-01-07 18:00:00+00:00,378.0,1.0,59.0,437.0,284.0,1159.0
2023-01-07 19:00:00+00:00,389.0,0.0,48.0,570.0,284.0,1291.0
2023-01-07 20:00:00+00:00,389.0,0.0,48.0,568.0,282.0,1287.0
2023-01-07 21:00:00+00:00,424.0,0.0,116.0,609.0,325.0,1474.0
2023-01-07 22:00:00+00:00,440.0,0.0,140.0,649.0,339.0,1568.0
2023-01-07 23:00:00+00:00,453.0,0.0,135.0,630.0,358.0,1576.0
2023-01-08 00:00:00+00:00,452.0,0.0,141.0,648.0,350.0,1591.0
2023-01-08 01:00:00+00:00,424.0,0.0,118.0,695.0,318.0,1555.0
2023-01-08 02:00:00+00:00,420.0,0.0,81.0,614.0,304.0,1419.0
2023-01-08 03:00:00+00:00,438.0,0.0,122.0,606.0,327.0,1493.0
2023-01-08 04:00:00+00:00,431.0,0.0,84.0,593.0,314.0,1422.0
2023-01-08 05:00:00+00:00,427.0,0.0,61.0,622.0,306.0,1416.0
2023-01-08 06:00:00+00:00,381.0,0.0,0.0,579.0,253.0,1213.0
2023-01-08 07:00:00+00:00,337.0,0.0,39.0,597.0,238.0,1211.0
2023-01-08 08:00:00+00:00,367.0,0.0,132.0,605.0,280.0,1384.0
2023-01-08 09:00:00+00:00,420.0,0.0,201.0,566.0,335.0,1522.0
2023-01-08 10:00:00+00:00,429.0,0.0,225.0,450.0,347.0,1451.0
2023-01-08 11:00:00+00:00,424.0,0.0,190.0,539.0,329.0,1482.0
2023-01-08 12:00:00+00:00,404.0,0.0,151.0,462.0,300.0,1317.0
2023-01-08 13:00:00+00:00,372.0,0.0,42.0,516.0,246.0,1176.0
2023-01-08 14:00:00+00:00,343.0,0.0,0.0,542.0,194.0,1079.0
2023-01-08 15:00:00+00:00,372.0,0.0,16.0,582.0,253.0,1223.0
2023-01-08 16:00:00+00:00,411.0,0.0,137.0,580.0,318.0,1446.0
2023-01-08 17:00:00+00:00,405.0,0.0,109.0,583.0,306.0,1403.0
2023-01-08 18:00:00+00:00,408.0,0.0,131.0,594.0,320.0,1453.0
2023-01-08 19:00:00+00:00,404.0,0.0,92.0,611.0,303.0,1410.0
2023-01-08 20:00:00+00:00,416.0,0.0,159.0,658.0,332.0,1565.0
2023-01-08 21:00:00+00:00,471.0,0.0,306.0,693.0,409.0,1879.0
2023-01-08 22:00:00+00:00,488.0,0.0,376.0,757.0,434.0,2055.0
2023-01-08 23:00:00+00:00,490.0,0.0,409.0,810.0,453.0,2162.0
2023-01-09 00:00:00+00:00,467.0,2.0,366.0,747.0,412.0,1994.0
2023-01-09 01:00:00+00:00,427.0,29.0,328.0,809.0,369.0,1962.0
2023-01-09 02:00:00+00:00,422.0,43.0,292.0,818.0,354.0,1929.0
2023-01-09 03:00:00+00:00,416.0,40.0,246.0,768.0,338.0,1808.0
2023-01-09 04:00:00+00:00,401.0,43.0,167.0,677.0,309.0,1597.0
2023-01-09 05:00:00+00:00,386.0,0.0,89.0,687.0,287.0,1449.0
2023-01-09 06:00:00+00:00,389.0,0.0,124.0,757.0,296.0,1566.0
2023-01-09 07:00:00+00:00,388.0,0.0,170.0,758.0,304.0,1620.0
2023-01-09 08:00:00+00:00,385.0,3.0,232.0,798.0,318.0,1736.0
2023-01-09 09:00:00+00:00,376.0,49.0,293.0,758.0,331.0,1807.0
2023-01-09 10:00:00+00:00,366.0,138.0,337.0,733.0,336.0,1910.0
2023-01-09 11:00:00+00:00,356.0,156.0,299.0,825.0,315.0,1951.0
2023-01-09 12:00:00+00:00,310.0,194.0,296.0,794.0,290.0,1884.0
2023-01-09 13:00:00+00:00,381.0,57.0,227.0,826.0,314.0,1805.0
2023-01-09 14:00:00+00:00,355.0,40.0,157.0,790.0,274.0,1616.0
2023-01-09 15:00:00+00:00,347.0,63.0,170.0,761.0,278.0,1619.0
2023-01-09 16:00:00+00:00,399.0,36.0,232.0,594.0,334.0,1595.0
2023-01-09 17:00:00+00:00,385.0,73.0,285.0,658.0,339.0,1740.0
2023-01-09 18:00:00+00:00,398.0,53.0,284.0,660.0,348.0,1743.0
2023-01-09 19:00:00+00:00,404.0,42.0,317.0,690.0,362.0,1815.0
2023-01-09 20:00:00+00:00,397.0,28.0,319.0,727.0,362.0,1833.0
2023-01-09 21:00:00+00:00,355.0,5.0,311.0,669.0,334.0,1674.0
2023-01-09 22:00:00+00:00,259.0,241.0,421.0,651.0,298.0,1870.0
2023-01-09 23:00:00+00:00,212.0,394.0,478.0,618.0,299.0,2001.0
2023-01-10 00:00:00+00:00,143.0,540.0,503.0,548.0,262.0,1996.0
2023-01-10 01:00:00+00:00,111.0,567.0,476.0,542.0,227.0,1923.0
2023-01-10 02:00:00+00:00,156.0,510.0,390.0,575.0,222.0,1853.0
2023-01-10 03:00:00+00:00,206.0,490.0,389.0,566.0,251.0,1902.0
2023-01-10 04:00:00+00:00,237.0,317.0,236.0,606.0,231.0,1627.0
2023-01-10 05:00:00+00:00,299.0,113.0,158.0,661.0,258.0,1489.0
2023-01-10 06:00:00+00:00,331.0,54.0,179.0,645.0,278.0,1487.0
2023-01-10 07:00:00+00:00,207.0,207.0,186.0,538.0,192.0,1330.0
2023-01-10 08:00:00+00:00,125.0,330.0,251.0,386.0,163.0,1255.0
2023-01-10 09:00:00+00:00,57.0,403.0,284.0,160.0,134.0,1038.0
2023-01-10 10:00:00+00:00,21.0,446.0,287.0,162.0,110.0,1026.0
2023-01-10 11:00:00+00:00,23.0,473.0,263.0,197.0,102.0,1058.0
2023-01-10 12:00:00+00:00,25.0,456.0,264.0,262.0,106.0,1113.0
2023-01-10 13:00:00+00:00,123.0,285.0,215.0,611.0,149.0,1383.0
2023-01-10 14:00:00+00:00,215.0,183.0,191.0,653.0,198.0,1440.0
2023-01-10 15:00:00+00:00,242.0,233.0,219.0,585.0,230.0,1509.0
2023-01-10 16:00:00+00:00,325.0,247.0,297.0,358.0,310.0,1537.0
2023-01-10 17:00:00+00:00,344.0,260.0,322.0,437.0,325.0,1688.0
2023-01-10 18:00:00+00:00,385.0,230.0,341.0,455.0,353.0,1764.0
2023-01-10 19:00:00+00:00,384.0,228.0,373.0,483.0,361.0,1829.0
2023-01-10 20:00:00+00:00,373.0,18.0,292.0,517.0,325.0,1525.0
2023-01-10 21:00:00+00:00,401.0,3.0,362.0,598.0,366.0,1730.0
2023-01-10 22:00:00+00:00,437.0,11.0,426.0,787.0,396.0,2057.0
2023-01-10 23:00:00+00:00,460.0,0.0,383.0,798.0,421.0,2062.0
2023-01-11 00:00:00+00:00,472.0,0.0,354.0,793.0,415.0,2034.0
2023-01-11 01:00:00+00:00,445.0,0.0,336.0,819.0,385.0,1985.0
2023-01-11 02:00:00+00:00,426.0,2.0,315.0,787.0,361.0,1891.0
2023-01-11 03:00:00+00:00,411.0,12.0,287.0,668.0,344.0,1722.0
2023-01-11 04:00:00+00:00,365.0,68.0,167.0,641.0,274.0,1515.0
2023-01-11 05:00:00+00:00,356.0,26.0,157.0,667.0,267.0,1473.0
2023-01-11 06:00:00+00:00,341.0,8.0,91.0,593.0,239.0,1272.0
2023-01-11 07:00:00+00:00,313.0,4.0,67.0,566.0,215.0,1165.0
2023-01-11 08:00:00+00:00,247.0,104.0,118.0,393.0,195.0,1057.0
2023-01-11 09:00:00+00:00,265.0,134.0,168.0,337.0,230.0,1134.0
2023-01-11 10:00:00+00:00,240.0,220.0,190.0,332.0,218.0,1200.0
2023-01-11 11:00:00+00:00,238.0,178.0,117.0,538.0,184.0,1255.0
2023-01-11 12:00:00+00:00,273.0,137.0,109.0,613.0,202.0,1334.0
2023-01-11 13:00:00+00:00,330.0,62.0,109.0,578.0,238.0,1317.0
2023-01-11 14:00:00+00:00,329.0,30.0,86.0,564.0,235.0,1244.0
2023-01-11 15:00:00+00:00,304.0,130.0,112.0,421.0,236.0,1203.0
2023-01-11 16:00:00+00:00,315.0,147.0,169.0,349.0,264.0,1244.0
2023-01-11 17:00:00+00:00,330.0,126.0,157.0,501.0,269.0,1383.0
2023-01-11 18:00:00+00:00,343.0,121.0,202.0,462.0,292.0,1420.0
2023-01-11 19:00:00+00:00,347.0,154.0,246.0,416.0,308.0,1471.0
2023-01-11 20:00:00+00:00,351.0,122.0,245.0,463.0,308.0,1489.0
2023-01-11 21:00:00+00:00,403.0,35.0,301.0,594.0,363.0,1696.0
2023-01-11 22:00:00+00:00,434.0,13.0,303.0,740.0,381.0,1871.0
2023-01-11 23:00:00+00:00,454.0,40.0,357.0,784.0,423.0,2058.0
2023-01-12 00:00:00+00:00,439.0,41.0,342.0,781.0,402.0,2005.0
2023-01-12 01:00:00+00:00,419.0,68.0,330.0,802.0,374.0,1993.0
2023-01-12 02:00:00+00:00,396.0,86.0,276.0,748.0,335.0,1841.0
2023-01-12 03:00:00+00:00,382.0,121.0,233.0,722.0,301.0,1759.0
2023-01-12 04:00:00+00:00,339.0,66.0,95.0,583.0,226.0,1309.0
2023-01-12 05:00:00+00:00,320.0,19.0,77.0,597.0,217.0,1230.0
2023-01-12 06:00:00+00:00,290.0,1.0,13.0,434.0,190.0,928.0
2023-01-12 07:00:00+00:00,243.0,35.0,0.0,246.0,169.0,693.0
2023-01-12 08:00:00+00:00,185.0,143.0,12.0,211.0,141.0,692.0
2023-01-12 09:00:00+00:00,99.0,350.0,37.0,147.0,98.0,731.0
2023-01-12 10:00:00+00:00,68.0,415.0,71.0,196.0,86.0,836.0
2023-01-12 11:00:00+00:00,80.0,351.0,45.0,342.0,83.0,901.0
2023-01-12 12:00:00+00:00,88.0,335.0,35.0,374.0,81.0,913.0
2023-01-12 13:00:00+00:00,161.0,258.0,53.0,241.0,130.0,843.0
2023-01-12 14:00:00+00:00,171.0,200.0,8.0,253.0,123.0,755.0
2023-01-12 15:00:00+00:00,193.0,275.0,24.0,182.0,146.0,820.0
2023-01-12 16:00:00+00:00,264.0,179.0,25.0,263.0,191.0,922.0
2023-01-12 17:00:00+00:00,280.0,150.0,57.0,282.0,206.0,975.0
2023-01-12 18:00:00+00:00,291.0,110.0,77.0,274.0,221.0,973.0
2023-01-12 19:00:00+00:00,297.0,63.0,114.0,323.0,235.0,1032.0
2023-01-12 20:00:00+00:00,330.0,2.0,168.0,385.0,278.0,1163.0
2023-01-12 21:00:00+00:00,335.0,14.0,196.0,375.0,289.0,1209.0
2023-01-12 22:00:00+00:00,371.0,8.0,195.0,600.0,304.0,1478.0
2023-01-12 23:00:00+00:00,408.0,0.0,150.0,614.0,325.0,1497.0
2023-01-13 00:00:00+00:00,412.0,0.0,131.0,598.0,311.0,1452.0
2023-01-13 01:00:00+00:00,375.0,9.0,76.0,527.0,265.0,1252.0
2023-01-13 02:00:00+00:00,367.0,8.0,50.0,519.0,251.0,1195.0
2023-01-13 03:00:00+00:00,338.0,15.0,0.0,488.0,204.0,1045.0
2023-01-13 04:00:00+00:00,245.0,130.0,0.0,367.0,131.0,873.0
2023-01-13 05:00:00+00:00,190.0,106.0,0.0,214.0,98.0,608.0
2023-01-13 06:00:00+00:00,88.0,199.0,0.0,53.0,18.0,358.0
2023-01-13 07:00:00+00:00,16.0,323.0,0.0,25.0,0.0,364.0
2023-01-13 08:00:00+00:00,42.0,450.0,0.0,14.0,27.0,533.0
2023-01-13 09:00:00+00:00,78.0,520.0,11.0,34.0,69.0,712.0
2023-01-13 10:00:00+00:00,91.0,544.0,22.0,55.0,77.0,789.0
2023-01-13 11:00:00+00:00,55.0,602.0,0.0,97.0,41.0,795.0
2023-01-13 12:00:00+00:00,57.0,426.0,0.0,318.0,26.0,827.0
2023-01-13 13:00:00+00:00,151.0,284.0,0.0,268.0,91.0,794.0
2023-01-13 14:00:00+00:00,114.0,213.0,0.0,121.0,57.0,505.0
2023-01-13 15:00:00+00:00,85.0,390.0,0.0,30.0,61.0,566.0
2023-01-13 16:00:00+00:00,121.0,331.0,0.0,60.0,90.0,602.0
2023-01-13 17:00:00+00:00,160.0,290.0,0.0,120.0,114.0,684.0
2023-01-13 18:00:00+00:00,187.0,231.0,0.0,129.0,134.0,681.0
2023-01-13 19:00:00+00:00,240.0,125.0,0.0,202.0,165.0,732.0
2023-01-13 20:00:00+00:00,279.0,27.0,69.0,260.0,218.0,853.0
2023-01-13 21:00:00+00:00,352.0,0.0,80.0,386.0,271.0,1089.0
2023-01-13 22:00:00+00:00,384.0,0.0,70.0,487.0,287.0,1228.0
2023-01-13 23:00:00+00:00,394.0,0.0,135.0,588.0,331.0,1448.0
2023-01-14 00:00:00+00:00,393.0,0.0,112.0,642.0,320.0,1467.0
2023-01-14 01:00:00+00:00,390.0,0.0,89.0,606.0,301.0,1386.0
2023-01-14 02:00:00+00:00,361.0,0.0,41.0,609.0,258.0,1269.0
2023-01-14 03:00:00+00:00,347.0,0.0,25.0,555.0,231.0,1158.0
2023-01-14 04:00:00+00:00,323.0,0.0,10.0,450.0,206.0,989.0
2023-01-14 05:00:00+00:00,307.0,0.0,0.0,406.0,156.0,869.0
2023-01-14 06:00:00+00:00,292.0,1.0,0.0,421.0,142.0,856.0
2023-01-14 07:00:00+00:00,290.0,34.0,0.0,359.0,163.0,846.0
2023-01-14 08:00:00+00:00,323.0,38.0,22.0,429.0,201.0,1013.0
2023-01-14 09:00:00+00:00,325.0,46.0,74.0,354.0,219.0,1018.0
2023-01-14 10:00:00+00:00,316.0,45.0,79.0,394.0,218.0,1052.0
2023-01-14 11:00:00+00:00,279.0,13.0,46.0,447.0,185.0,970.0
2023-01-14 12:00:00+00:00,265.0,0.0,22.0,574.0,170.0,1031.0
2023-01-14 13:00:00+00:00,309.0,14.0,3.0,486.0,197.0,1009.0
2023-01-14 14:00:00+00:00,285.0,6.0,4.0,430.0,184.0,909.0
2023-01-14 15:00:00+00:00,256.0,150.0,23.0,162.0,178.0,769.0
2023-01-14 16:00:00+00:00,300.0,45.0,68.0,171.0,226.0,810.0
2023-01-14 17:00:00+00:00,311.0,23.0,71.0,226.0,231.0,862.0
2023-01-14 18:00:00+00:00,318.0,38.0,106.0,183.0,246.0,891.0
2023-01-14 19:00:00+00:00,346.0,3.0,165.0,226.0,282.0,1022.0
2023-01-14 20:00:00+00:00,356.0,0.0,134.0,354.0,278.0,1122.0
2023-01-14 21:00:00+00:00,363.0,0.0,35.0,575.0,255.0,1228.0
