,BE,DE,UK,NO,DK,sum
2023-01-03 14:45:00+00:00,,415.0,718.0,,,1133.0
2023-01-03 15:00:00+00:00,0.0,745.0,967.0,149.0,16.0,1877.0
2023-01-03 15:15:00+00:00,,780.0,966.0,,,1746.0
2023-01-03 15:30:00+00:00,,844.0,966.0,,,1810.0
2023-01-03 15:45:00+00:00,,700.0,946.0,,,1646.0
2023-01-03 16:00:00+00:00,0.0,1021.0,905.0,0.0,0.0,1926.0
2023-01-03 16:15:00+00:00,,924.0,905.0,,,1829.0
2023-01-03 16:30:00+00:00,,915.0,905.0,,,1820.0
2023-01-03 16:45:00+00:00,,952.0,906.0,,,1858.0
2023-01-03 17:00:00+00:00,0.0,841.0,962.0,13.0,0.0,1816.0
2023-01-03 17:15:00+00:00,,976.0,963.0,,,1939.0
2023-01-03 17:30:00+00:00,,1119.0,963.0,,,2082.0
2023-01-03 17:45:00+00:00,,1130.0,963.0,,,2093.0
2023-01-03 18:00:00+00:00,0.0,845.0,990.0,308.0,0.0,2143.0
2023-01-03 18:15:00+00:00,,953.0,990.0,,,1943.0
2023-01-03 18:30:00+00:00,,959.0,990.0,,,1949.0
2023-01-03 18:45:00+00:00,,933.0,996.0,,,1929.0
2023-01-03 19:00:00+00:00,240.0,720.0,1025.0,82.0,223.0,2290.0
2023-01-03 19:15:00+00:00,,770.0,1023.0,,,1793.0
2023-01-03 19:30:00+00:00,,736.0,1024.0,,,1760.0
2023-01-03 19:45:00+00:00,,729.0,987.0,,,1716.0
2023-01-03 20:00:00+00:00,0.0,964.0,822.0,234.0,529.0,2549.0
2023-01-03 20:15:00+00:00,,1052.0,822.0,,,1874.0
2023-01-03 20:30:00+00:00,,1231.0,822.0,,,2053.0
2023-01-03 20:45:00+00:00,,1389.0,757.0,,,2146.0
2023-01-03 21:00:00+00:00,0.0,1867.0,438.0,541.0,401.0,3247.0
2023-01-03 21:15:00+00:00,,1892.0,439.0,,,2331.0
2023-01-03 21:30:00+00:00,,1775.0,438.0,,,2213.0
2023-01-03 21:45:00+00:00,,1775.0,417.0,,,2192.0
2023-01-03 22:00:00+00:00,0.0,1972.0,317.0,649.0,698.0,3636.0
2023-01-03 22:15:00+00:00,,2070.0,317.0,,,2387.0
2023-01-03 22:30:00+00:00,,2099.0,317.0,,,2416.0
2023-01-03 22:45:00+00:00,,2329.0,211.0,,,2540.0
2023-01-03 23:00:00+00:00,0.0,2859.0,0.0,649.0,698.0,4206.0
2023-01-03 23:15:00+00:00,,2963.0,0.0,,,2963.0
2023-01-03 23:30:00+00:00,,3011.0,0.0,,,3011.0
2023-01-03 23:45:00+00:00,,2999.0,0.0,,,2999.0
2023-01-04 00:00:00+00:00,0.0,2970.0,0.0,649.0,697.0,4316.0
2023-01-04 00:15:00+00:00,,2928.0,0.0,,,2928.0
2023-01-04 00:30:00+00:00,,2929.0,0.0,,,2929.0
2023-01-04 00:45:00+00:00,,2870.0,0.0,,,2870.0
2023-01-04 01:00:00+00:00,0.0,2741.0,0.0,649.0,692.0,4082.0
2023-01-04 01:15:00+00:00,,2791.0,0.0,,,2791.0
2023-01-04 01:30:00+00:00,,2792.0,0.0,,,2792.0
2023-01-04 01:45:00+00:00,,2858.0,0.0,,,2858.0
2023-01-04 02:00:00+00:00,0.0,2883.0,0.0,649.0,697.0,4229.0
2023-01-04 02:15:00+00:00,,2947.0,0.0,,,2947.0
2023-01-04 02:30:00+00:00,,3024.0,0.0,,,3024.0
2023-01-04 02:45:00+00:00,,2973.0,0.0,,,2973.0
2023-01-04 03:00:00+00:00,0.0,2864.0,0.0,649.0,684.0,4197.0
2023-01-04 03:15:00+00:00,,2854.0,0.0,,,2854.0
2023-01-04 03:30:00+00:00,,2843.0,0.0,,,2843.0
2023-01-04 03:45:00+00:00,,2827.0,0.0,,,2827.0
2023-01-04 04:00:00+00:00,0.0,3030.0,0.0,643.0,589.0,4262.0
2023-01-04 04:15:00+00:00,,2947.0,0.0,,,2947.0
2023-01-04 04:30:00+00:00,,2842.0,0.0,,,2842.0
2023-01-04 04:45:00+00:00,,2705.0,0.0,,,2705.0
2023-01-04 05:00:00+00:00,0.0,2229.0,0.0,489.0,124.0,2842.0
2023-01-04 05:15:00+00:00,,1984.0,0.0,,,1984.0
2023-01-04 05:30:00+00:00,,1886.0,0.0,,,1886.0
2023-01-04 05:45:00+00:00,,1963.0,0.0,,,1963.0
2023-01-04 06:00:00+00:00,0.0,1697.0,0.0,164.0,0.0,1861.0
2023-01-04 06:15:00+00:00,,1570.0,0.0,,,1570.0
2023-01-04 06:30:00+00:00,,1576.0,0.0,,,1576.0
2023-01-04 06:45:00+00:00,,1481.0,0.0,,,1481.0
2023-01-04 07:00:00+00:00,0.0,1151.0,367.0,0.0,0.0,1518.0
2023-01-04 07:15:00+00:00,,1192.0,368.0,,,1560.0
2023-01-04 07:30:00+00:00,,1059.0,367.0,,,1426.0
2023-01-04 07:45:00+00:00,,993.0,455.0,,,1448.0
2023-01-04 08:00:00+00:00,249.0,444.0,892.0,0.0,0.0,1585.0
2023-01-04 08:15:00+00:00,,382.0,892.0,,,1274.0
2023-01-04 08:30:00+00:00,,335.0,891.0,,,1226.0
2023-01-04 08:45:00+00:00,,346.0,894.0,,,1240.0
2023-01-04 09:00:00+00:00,0.0,481.0,1023.0,0.0,0.0,1504.0
2023-01-04 09:15:00+00:00,,472.0,1023.0,,,1495.0
2023-01-04 09:30:00+00:00,,449.0,1024.0,,,1473.0
2023-01-04 09:45:00+00:00,,375.0,906.0,,,1281.0
2023-01-04 10:00:00+00:00,0.0,518.0,673.0,0.0,0.0,1191.0
2023-01-04 10:15:00+00:00,,585.0,672.0,,,1257.0
2023-01-04 10:30:00+00:00,,504.0,672.0,,,1176.0
2023-01-04 10:45:00+00:00,,466.0,582.0,,,1048.0
2023-01-04 11:00:00+00:00,0.0,253.0,404.0,0.0,6.0,663.0
2023-01-04 11:15:00+00:00,,253.0,404.0,,,657.0
2023-01-04 11:30:00+00:00,,199.0,404.0,,,603.0
2023-01-04 11:45:00+00:00,,244.0,405.0,,,649.0
2023-01-04 12:00:00+00:00,0.0,431.0,581.0,9.0,0.0,1021.0
2023-01-04 12:15:00+00:00,,483.0,580.0,,,1063.0
2023-01-04 12:30:00+00:00,,495.0,581.0,,,1076.0
2023-01-04 12:45:00+00:00,,501.0,425.0,,,926.0
2023-01-04 13:00:00+00:00,0.0,494.0,135.0,229.0,21.0,879.0
2023-01-04 13:15:00+00:00,,555.0,136.0,,,691.0
2023-01-04 13:30:00+00:00,,680.0,135.0,,,815.0
2023-01-04 13:45:00+00:00,,702.0,205.0,,,907.0
2023-01-04 14:00:00+00:00,1.0,447.0,552.0,0.0,0.0,1000.0
2023-01-04 14:15:00+00:00,,346.0,553.0,,,899.0
2023-01-04 14:30:00+00:00,,373.0,553.0,,,926.0
2023-01-04 14:45:00+00:00,,383.0,554.0,,,937.0
2023-01-04 15:00:00+00:00,14.0,210.0,870.0,0.0,0.0,1094.0
2023-01-04 15:15:00+00:00,,190.0,871.0,,,1061.0
2023-01-04 15:30:00+00:00,,194.0,871.0,,,1065.0
2023-01-04 15:45:00+00:00,,17.0,868.0,,,885.0
2023-01-04 16:00:00+00:00,1.0,202.0,863.0,0.0,0.0,1066.0
2023-01-04 16:15:00+00:00,,49.0,864.0,,,913.0
2023-01-04 16:30:00+00:00,,59.0,864.0,,,923.0
2023-01-04 16:45:00+00:00,,91.0,867.0,,,958.0
2023-01-04 17:00:00+00:00,222.0,217.0,1025.0,0.0,0.0,1464.0
2023-01-04 17:15:00+00:00,,215.0,1024.0,,,1239.0
2023-01-04 17:30:00+00:00,,299.0,1024.0,,,1323.0
2023-01-04 17:45:00+00:00,,165.0,1024.0,,,1189.0
2023-01-04 18:00:00+00:00,429.0,264.0,1024.0,0.0,0.0,1717.0
2023-01-04 18:15:00+00:00,,370.0,1024.0,,,1394.0
2023-01-04 18:30:00+00:00,,338.0,1023.0,,,1361.0
2023-01-04 18:45:00+00:00,,257.0,1024.0,,,1281.0
2023-01-04 19:00:00+00:00,522.0,15.0,1024.0,0.0,0.0,1561.0
2023-01-04 19:15:00+00:00,,140.0,1024.0,,,1164.0
2023-01-04 19:30:00+00:00,,130.0,1024.0,,,1154.0
2023-01-04 19:45:00+00:00,,181.0,1024.0,,,1205.0
2023-01-04 20:00:00+00:00,463.0,454.0,1024.0,2.0,0.0,1943.0
2023-01-04 20:15:00+00:00,,497.0,1024.0,,,1521.0
2023-01-04 20:30:00+00:00,,346.0,1024.0,,,1370.0
2023-01-04 20:45:00+00:00,,207.0,1024.0,,,1231.0
2023-01-04 21:00:00+00:00,889.0,86.0,1025.0,281.0,0.0,2281.0
2023-01-04 21:15:00+00:00,,3.0,1025.0,,,1028.0
2023-01-04 21:30:00+00:00,,0.0,1024.0,,,1024.0
2023-01-04 21:45:00+00:00,,0.0,1022.0,,,1022.0
2023-01-04 22:00:00+00:00,1023.0,343.0,669.0,434.0,0.0,2469.0
2023-01-04 22:15:00+00:00,,419.0,670.0,,,1089.0
2023-01-04 22:30:00+00:00,,394.0,670.0,,,1064.0
2023-01-04 22:45:00+00:00,,376.0,670.0,,,1046.0
2023-01-04 23:00:00+00:00,953.0,536.0,933.0,434.0,0.0,2856.0
2023-01-04 23:15:00+00:00,,474.0,933.0,,,1407.0
2023-01-04 23:30:00+00:00,,507.0,933.0,,,1440.0
2023-01-04 23:45:00+00:00,,556.0,931.0,,,1487.0
2023-01-05 00:00:00+00:00,1170.0,715.0,746.0,434.0,0.0,3065.0
2023-01-05 00:15:00+00:00,,781.0,745.0,,,1526.0
2023-01-05 00:30:00+00:00,,784.0,745.0,,,1529.0
2023-01-05 00:45:00+00:00,,823.0,745.0,,,1568.0
2023-01-05 01:00:00+00:00,1198.0,863.0,734.0,434.0,0.0,3229.0
2023-01-05 01:15:00+00:00,,932.0,734.0,,,1666.0
2023-01-05 01:30:00+00:00,,972.0,734.0,,,1706.0
2023-01-05 01:45:00+00:00,,988.0,798.0,,,1786.0
