,AT,HR,IT,HU,sum
2024-01-01 12:30:00+00:00,0.0,118.0,,0.0,118.0
2024-01-01 12:45:00+00:00,0.0,161.0,,0.0,161.0
2024-01-01 13:00:00+00:00,0.0,147.0,780.0,0.0,927.0
2024-01-01 13:15:00+00:00,0.0,277.0,,0.0,277.0
2024-01-01 13:30:00+00:00,0.0,380.0,,0.0,380.0
2024-01-01 13:45:00+00:00,0.0,428.0,,0.0,428.0
2024-01-01 14:00:00+00:00,0.0,308.0,728.0,0.0,1036.0
2024-01-01 14:15:00+00:00,0.0,367.0,,0.0,367.0
2024-01-01 14:30:00+00:00,0.0,379.0,,0.0,379.0
2024-01-01 14:45:00+00:00,0.0,508.0,,10.0,518.0
2024-01-01 15:00:00+00:00,0.0,522.0,677.0,76.0,1275.0
2024-01-01 15:15:00+00:00,0.0,682.0,,129.0,811.0
2024-01-01 15:30:00+00:00,0.0,632.0,,103.0,735.0
2024-01-01 15:45:00+00:00,0.0,575.0,,81.0,656.0
2024-01-01 16:00:00+00:00,0.0,463.0,769.0,82.0,1314.0
2024-01-01 16:15:00+00:00,0.0,570.0,,102.0,672.0
2024-01-01 16:30:00+00:00,0.0,588.0,,102.0,690.0
2024-01-01 16:45:00+00:00,0.0,660.0,,114.0,774.0
2024-01-01 17:00:00+00:00,0.0,636.0,793.0,113.0,1542.0
2024-01-01 17:15:00+00:00,0.0,555.0,,90.0,645.0
2024-01-01 17:30:00+00:00,0.0,538.0,,90.0,628.0
2024-01-01 17:45:00+00:00,0.0,486.0,,77.0,563.0
2024-01-01 18:00:00+00:00,0.0,484.0,806.0,68.0,1358.0
2024-01-01 18:15:00+00:00,0.0,475.0,,57.0,532.0
2024-01-01 18:30:00+00:00,0.0,495.0,,60.0,555.0
2024-01-01 18:45:00+00:00,0.0,426.0,,39.0,465.0
2024-01-01 19:00:00+00:00,0.0,497.0,833.0,5.0,1335.0
2024-01-01 19:15:00+00:00,0.0,509.0,,0.0,509.0
2024-01-01 19:30:00+00:00,0.0,494.0,,0.0,494.0
2024-01-01 19:45:00+00:00,0.0,527.0,,0.0,527.0
2024-01-01 20:00:00+00:00,0.0,334.0,891.0,0.0,1225.0
2024-01-01 20:15:00+00:00,0.0,394.0,,0.0,394.0
2024-01-01 20:30:00+00:00,0.0,394.0,,0.0,394.0
2024-01-01 20:45:00+00:00,0.0,396.0,,0.0,396.0
2024-01-01 21:00:00+00:00,0.0,420.0,974.0,0.0,1394.0
2024-01-01 21:15:00+00:00,0.0,420.0,,0.0,420.0
2024-01-01 21:30:00+00:00,0.0,348.0,,0.0,348.0
2024-01-01 21:45:00+00:00,0.0,339.0,,0.0,339.0
2024-01-01 22:00:00+00:00,0.0,162.0,1040.0,0.0,1202.0
2024-01-01 22:15:00+00:00,0.0,76.0,,0.0,76.0
2024-01-01 22:30:00+00:00,0.0,115.0,,0.0,115.0
2024-01-01 22:45:00+00:00,0.0,136.0,,0.0,136.0
2024-01-01 23:00:00+00:00,0.0,140.0,870.0,0.0,1010.0
2024-01-01 23:15:00+00:00,0.0,123.0,,0.0,123.0
2024-01-01 23:30:00+00:00,24.0,95.0,,0.0,119.0
2024-01-01 23:45:00+00:00,37.0,67.0,,0.0,104.0
2024-01-02 00:00:00+00:00,3.0,53.0,829.0,0.0,885.0
2024-01-02 00:15:00+00:00,0.0,30.0,,0.0,30.0
2024-01-02 00:30:00+00:00,0.0,41.0,,0.0,41.0
2024-01-02 00:45:00+00:00,0.0,41.0,,0.0,41.0
2024-01-02 01:00:00+00:00,0.0,41.0,909.0,0.0,950.0
2024-01-02 01:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-02 01:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-02 01:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-02 02:00:00+00:00,0.0,0.0,818.0,0.0,818.0
2024-01-02 02:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-02 02:30:00+00:00,0.0,12.0,,0.0,12.0
2024-01-02 02:45:00+00:00,0.0,22.0,,0.0,22.0
2024-01-02 03:00:00+00:00,0.0,186.0,673.0,0.0,859.0
2024-01-02 03:15:00+00:00,0.0,233.0,,0.0,233.0
2024-01-02 03:30:00+00:00,0.0,238.0,,0.0,238.0
2024-01-02 03:45:00+00:00,0.0,288.0,,0.0,288.0
2024-01-02 04:00:00+00:00,0.0,436.0,498.0,0.0,934.0
2024-01-02 04:15:00+00:00,0.0,459.0,,0.0,459.0
2024-01-02 04:30:00+00:00,0.0,466.0,,0.0,466.0
2024-01-02 04:45:00+00:00,0.0,509.0,,0.0,509.0
2024-01-02 05:00:00+00:00,0.0,420.0,555.0,0.0,975.0
2024-01-02 05:15:00+00:00,0.0,498.0,,0.0,498.0
2024-01-02 05:30:00+00:00,0.0,535.0,,0.0,535.0
2024-01-02 05:45:00+00:00,0.0,548.0,,2.0,550.0
2024-01-02 06:00:00+00:00,0.0,580.0,510.0,52.0,1142.0
2024-01-02 06:15:00+00:00,0.0,685.0,,91.0,776.0
2024-01-02 06:30:00+00:00,0.0,666.0,,98.0,764.0
2024-01-02 06:45:00+00:00,0.0,597.0,,75.0,672.0
2024-01-02 07:00:00+00:00,0.0,660.0,486.0,115.0,1261.0
2024-01-02 07:15:00+00:00,0.0,680.0,,113.0,793.0
2024-01-02 07:30:00+00:00,0.0,668.0,,105.0,773.0
2024-01-02 07:45:00+00:00,0.0,563.0,,78.0,641.0
2024-01-02 08:00:00+00:00,0.0,563.0,683.0,49.0,1295.0
2024-01-02 08:15:00+00:00,0.0,421.0,,46.0,467.0
2024-01-02 08:30:00+00:00,0.0,421.0,,43.0,464.0
2024-01-02 08:45:00+00:00,0.0,417.0,,44.0,461.0
2024-01-02 09:00:00+00:00,0.0,344.0,660.0,24.0,1028.0
2024-01-02 09:15:00+00:00,0.0,341.0,,20.0,361.0
2024-01-02 09:30:00+00:00,0.0,360.0,,28.0,388.0
2024-01-02 09:45:00+00:00,0.0,262.0,,15.0,277.0
2024-01-02 10:00:00+00:00,0.0,25.0,784.0,1.0,810.0
2024-01-02 10:15:00+00:00,0.0,100.0,,30.0,130.0
2024-01-02 10:30:00+00:00,0.0,92.0,,51.0,143.0
2024-01-02 10:45:00+00:00,0.0,36.0,,47.0,83.0
2024-01-02 11:00:00+00:00,0.0,61.0,882.0,63.0,1006.0
2024-01-02 11:15:00+00:00,0.0,34.0,,64.0,98.0
2024-01-02 11:30:00+00:00,0.0,58.0,,67.0,125.0
2024-01-02 11:45:00+00:00,0.0,135.0,,77.0,212.0
2024-01-02 12:00:00+00:00,0.0,135.0,784.0,74.0,993.0
2024-01-02 12:15:00+00:00,0.0,154.0,,109.0,263.0
2024-01-02 12:30:00+00:00,0.0,220.0,,135.0,355.0
2024-01-02 12:45:00+00:00,0.0,253.0,,142.0,395.0
2024-01-02 13:00:00+00:00,0.0,343.0,554.0,157.0,1054.0
2024-01-02 13:15:00+00:00,0.0,445.0,,183.0,628.0
2024-01-02 13:30:00+00:00,0.0,494.0,,194.0,688.0
2024-01-02 13:45:00+00:00,0.0,556.0,,204.0,760.0
2024-01-02 14:00:00+00:00,0.0,541.0,453.0,201.0,1195.0
2024-01-02 14:15:00+00:00,0.0,615.0,,223.0,838.0
2024-01-02 14:30:00+00:00,0.0,603.0,,219.0,822.0
2024-01-02 14:45:00+00:00,0.0,663.0,,231.0,894.0
2024-01-02 15:00:00+00:00,0.0,717.0,339.0,225.0,1281.0
2024-01-02 15:15:00+00:00,0.0,752.0,,228.0,980.0
2024-01-02 15:30:00+00:00,0.0,689.0,,217.0,906.0
2024-01-02 15:45:00+00:00,0.0,726.0,,210.0,936.0
2024-01-02 16:00:00+00:00,0.0,673.0,361.0,178.0,1212.0
2024-01-02 16:15:00+00:00,0.0,699.0,,173.0,872.0
2024-01-02 16:30:00+00:00,0.0,727.0,,171.0,898.0
2024-01-02 16:45:00+00:00,0.0,658.0,,145.0,803.0
2024-01-02 17:00:00+00:00,0.0,619.0,457.0,141.0,1217.0
2024-01-02 17:15:00+00:00,0.0,594.0,,137.0,731.0
2024-01-02 17:30:00+00:00,0.0,594.0,,121.0,715.0
2024-01-02 17:45:00+00:00,0.0,500.0,,115.0,615.0
2024-01-02 18:00:00+00:00,0.0,497.0,516.0,114.0,1127.0
2024-01-02 18:15:00+00:00,0.0,453.0,,95.0,548.0
2024-01-02 18:30:00+00:00,0.0,467.0,,99.0,566.0
2024-01-02 18:45:00+00:00,0.0,425.0,,82.0,507.0
2024-01-02 19:00:00+00:00,0.0,352.0,551.0,24.0,927.0
2024-01-02 19:15:00+00:00,0.0,375.0,,12.0,387.0
2024-01-02 19:30:00+00:00,0.0,347.0,,9.0,356.0
2024-01-02 19:45:00+00:00,0.0,381.0,,20.0,401.0
2024-01-02 20:00:00+00:00,0.0,481.0,681.0,4.0,1166.0
2024-01-02 20:15:00+00:00,0.0,406.0,,0.0,406.0
2024-01-02 20:30:00+00:00,0.0,410.0,,0.0,410.0
2024-01-02 20:45:00+00:00,0.0,336.0,,0.0,336.0
2024-01-02 21:00:00+00:00,0.0,168.0,911.0,0.0,1079.0
2024-01-02 21:15:00+00:00,0.0,231.0,,0.0,231.0
2024-01-02 21:30:00+00:00,0.0,179.0,,0.0,179.0
2024-01-02 21:45:00+00:00,0.0,159.0,,0.0,159.0
2024-01-02 22:00:00+00:00,0.0,83.0,925.0,0.0,1008.0
2024-01-02 22:15:00+00:00,0.0,15.0,,0.0,15.0
2024-01-02 22:30:00+00:00,0.0,96.0,,0.0,96.0
2024-01-02 22:45:00+00:00,0.0,146.0,,0.0,146.0
2024-01-02 23:00:00+00:00,0.0,87.0,758.0,0.0,845.0
2024-01-02 23:15:00+00:00,0.0,128.0,,0.0,128.0
2024-01-02 23:30:00+00:00,0.0,114.0,,0.0,114.0
2024-01-02 23:45:00+00:00,0.0,97.0,,0.0,97.0
2024-01-03 00:00:00+00:00,0.0,75.0,828.0,0.0,903.0
2024-01-03 00:15:00+00:00,0.0,75.0,,0.0,75.0
2024-01-03 00:30:00+00:00,0.0,75.0,,0.0,75.0
2024-01-03 00:45:00+00:00,0.0,75.0,,0.0,75.0
2024-01-03 01:00:00+00:00,0.0,75.0,905.0,0.0,980.0
2024-01-03 01:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 01:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 01:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 02:00:00+00:00,0.0,0.0,906.0,0.0,906.0
2024-01-03 02:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 02:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 02:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 03:00:00+00:00,0.0,0.0,873.0,0.0,873.0
2024-01-03 03:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 03:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 03:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 04:00:00+00:00,0.0,0.0,650.0,0.0,650.0
2024-01-03 04:15:00+00:00,0.0,139.0,,0.0,139.0
2024-01-03 04:30:00+00:00,0.0,159.0,,0.0,159.0
2024-01-03 04:45:00+00:00,0.0,61.0,,0.0,61.0
2024-01-03 05:00:00+00:00,0.0,61.0,740.0,0.0,801.0
2024-01-03 05:15:00+00:00,0.0,61.0,,0.0,61.0
2024-01-03 05:30:00+00:00,0.0,61.0,,0.0,61.0
2024-01-03 05:45:00+00:00,0.0,61.0,,0.0,61.0
2024-01-03 06:00:00+00:00,0.0,142.0,795.0,0.0,937.0
2024-01-03 06:15:00+00:00,0.0,172.0,,0.0,172.0
2024-01-03 06:30:00+00:00,0.0,181.0,,0.0,181.0
2024-01-03 06:45:00+00:00,0.0,223.0,,0.0,223.0
2024-01-03 07:00:00+00:00,0.0,343.0,682.0,10.0,1035.0
2024-01-03 07:15:00+00:00,0.0,378.0,,19.0,397.0
2024-01-03 07:30:00+00:00,0.0,377.0,,31.0,408.0
2024-01-03 07:45:00+00:00,0.0,372.0,,22.0,394.0
2024-01-03 08:00:00+00:00,0.0,333.0,817.0,3.0,1153.0
2024-01-03 08:15:00+00:00,0.0,420.0,,18.0,438.0
2024-01-03 08:30:00+00:00,0.0,373.0,,4.0,377.0
2024-01-03 08:45:00+00:00,0.0,371.0,,2.0,373.0
2024-01-03 09:00:00+00:00,0.0,481.0,326.0,11.0,818.0
2024-01-03 09:15:00+00:00,0.0,484.0,,2.0,486.0
2024-01-03 09:30:00+00:00,0.0,563.0,,18.0,581.0
2024-01-03 09:45:00+00:00,0.0,477.0,,9.0,486.0
2024-01-03 10:00:00+00:00,0.0,485.0,132.0,5.0,622.0
2024-01-03 10:15:00+00:00,0.0,463.0,,0.0,463.0
2024-01-03 10:30:00+00:00,0.0,466.0,,0.0,466.0
2024-01-03 10:45:00+00:00,0.0,403.0,,0.0,403.0
2024-01-03 11:00:00+00:00,0.0,433.0,11.0,0.0,444.0
2024-01-03 11:15:00+00:00,0.0,418.0,,0.0,418.0
2024-01-03 11:30:00+00:00,0.0,491.0,,2.0,493.0
2024-01-03 11:45:00+00:00,0.0,464.0,,1.0,465.0
2024-01-03 12:00:00+00:00,0.0,384.0,48.0,0.0,432.0
2024-01-03 12:15:00+00:00,0.0,366.0,,1.0,367.0
2024-01-03 12:30:00+00:00,0.0,302.0,,0.0,302.0
2024-01-03 12:45:00+00:00,0.0,258.0,,0.0,258.0
2024-01-03 13:00:00+00:00,0.0,251.0,89.0,26.0,366.0
2024-01-03 13:15:00+00:00,0.0,394.0,,78.0,472.0
2024-01-03 13:30:00+00:00,0.0,365.0,,94.0,459.0
2024-01-03 13:45:00+00:00,0.0,365.0,,102.0,467.0
2024-01-03 14:00:00+00:00,0.0,126.0,516.0,115.0,757.0
2024-01-03 14:15:00+00:00,0.0,2.0,,100.0,102.0
2024-01-03 14:30:00+00:00,0.0,2.0,,105.0,107.0
2024-01-03 14:45:00+00:00,0.0,36.0,,116.0,152.0
2024-01-03 15:00:00+00:00,0.0,280.0,614.0,168.0,1062.0
2024-01-03 15:15:00+00:00,0.0,363.0,,185.0,548.0
2024-01-03 15:30:00+00:00,0.0,330.0,,174.0,504.0
2024-01-03 15:45:00+00:00,0.0,321.0,,172.0,493.0
2024-01-03 16:00:00+00:00,0.0,253.0,758.0,147.0,1158.0
2024-01-03 16:15:00+00:00,0.0,171.0,,123.0,294.0
2024-01-03 16:30:00+00:00,0.0,145.0,,117.0,262.0
2024-01-03 16:45:00+00:00,0.0,145.0,,99.0,244.0
2024-01-03 17:00:00+00:00,0.0,209.0,762.0,128.0,1099.0
2024-01-03 17:15:00+00:00,0.0,133.0,,120.0,253.0
2024-01-03 17:30:00+00:00,0.0,178.0,,127.0,305.0
2024-01-03 17:45:00+00:00,0.0,167.0,,120.0,287.0
2024-01-03 18:00:00+00:00,0.0,180.0,760.0,119.0,1059.0
2024-01-03 18:15:00+00:00,0.0,153.0,,119.0,272.0
2024-01-03 18:30:00+00:00,0.0,237.0,,153.0,390.0
2024-01-03 18:45:00+00:00,0.0,255.0,,151.0,406.0
2024-01-03 19:00:00+00:00,0.0,353.0,647.0,147.0,1147.0
2024-01-03 19:15:00+00:00,0.0,353.0,,135.0,488.0
2024-01-03 19:30:00+00:00,0.0,338.0,,129.0,467.0
2024-01-03 19:45:00+00:00,0.0,357.0,,135.0,492.0
2024-01-03 20:00:00+00:00,0.0,329.0,711.0,98.0,1138.0
2024-01-03 20:15:00+00:00,0.0,248.0,,74.0,322.0
2024-01-03 20:30:00+00:00,0.0,314.0,,88.0,402.0
2024-01-03 20:45:00+00:00,0.0,263.0,,72.0,335.0
2024-01-03 21:00:00+00:00,0.0,263.0,890.0,7.0,1160.0
2024-01-03 21:15:00+00:00,0.0,263.0,,0.0,263.0
2024-01-03 21:30:00+00:00,0.0,263.0,,0.0,263.0
2024-01-03 21:45:00+00:00,0.0,263.0,,0.0,263.0
2024-01-03 22:00:00+00:00,0.0,263.0,936.0,0.0,1199.0
2024-01-03 22:15:00+00:00,0.0,263.0,,0.0,263.0
2024-01-03 22:30:00+00:00,0.0,263.0,,0.0,263.0
2024-01-03 22:45:00+00:00,0.0,263.0,,0.0,263.0
2024-01-03 23:00:00+00:00,0.0,0.0,820.0,0.0,820.0
2024-01-03 23:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 23:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-03 23:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 00:00:00+00:00,0.0,0.0,823.0,0.0,823.0
2024-01-04 00:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 00:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 00:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 01:00:00+00:00,0.0,0.0,864.0,0.0,864.0
2024-01-04 01:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 01:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 01:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 02:00:00+00:00,0.0,0.0,959.0,0.0,959.0
2024-01-04 02:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 02:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 02:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 03:00:00+00:00,0.0,0.0,974.0,0.0,974.0
2024-01-04 03:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 03:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 03:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 04:00:00+00:00,0.0,0.0,937.0,0.0,937.0
2024-01-04 04:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 04:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 04:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-04 05:00:00+00:00,0.0,13.0,954.0,0.0,967.0
2024-01-04 05:15:00+00:00,0.0,13.0,,0.0,13.0
2024-01-04 05:30:00+00:00,0.0,25.0,,0.0,25.0
2024-01-04 05:45:00+00:00,0.0,102.0,,0.0,102.0
2024-01-04 06:00:00+00:00,0.0,86.0,962.0,0.0,1048.0
2024-01-04 06:15:00+00:00,0.0,107.0,,0.0,107.0
2024-01-04 06:30:00+00:00,0.0,63.0,,0.0,63.0
2024-01-04 06:45:00+00:00,0.0,63.0,,0.0,63.0
2024-01-04 07:00:00+00:00,0.0,63.0,1000.0,0.0,1063.0
2024-01-04 07:15:00+00:00,0.0,63.0,,0.0,63.0
2024-01-04 07:30:00+00:00,0.0,63.0,,0.0,63.0
2024-01-04 07:45:00+00:00,0.0,63.0,,0.0,63.0
2024-01-04 08:00:00+00:00,24.0,63.0,996.0,0.0,1083.0
2024-01-04 08:15:00+00:00,134.0,63.0,,0.0,197.0
2024-01-04 08:30:00+00:00,165.0,63.0,,0.0,228.0
2024-01-04 08:45:00+00:00,223.0,63.0,,0.0,286.0
2024-01-04 09:00:00+00:00,354.0,63.0,991.0,0.0,1408.0
2024-01-04 09:15:00+00:00,419.0,63.0,,0.0,482.0
2024-01-04 09:30:00+00:00,455.0,63.0,,0.0,518.0
2024-01-04 09:45:00+00:00,442.0,63.0,,0.0,505.0
2024-01-04 10:00:00+00:00,492.0,63.0,881.0,0.0,1436.0
2024-01-04 10:15:00+00:00,529.0,63.0,,0.0,592.0
2024-01-04 10:30:00+00:00,550.0,63.0,,0.0,613.0
2024-01-04 10:45:00+00:00,585.0,63.0,,0.0,648.0
2024-01-04 11:00:00+00:00,480.0,63.0,811.0,0.0,1354.0
2024-01-04 11:15:00+00:00,364.0,63.0,,0.0,427.0
2024-01-04 11:30:00+00:00,336.0,63.0,,0.0,399.0
2024-01-04 11:45:00+00:00,358.0,63.0,,0.0,421.0
2024-01-04 12:00:00+00:00,428.0,63.0,619.0,0.0,1110.0
2024-01-04 12:15:00+00:00,286.0,63.0,,0.0,349.0
2024-01-04 12:30:00+00:00,194.0,63.0,,0.0,257.0
2024-01-04 12:45:00+00:00,114.0,63.0,,0.0,177.0
2024-01-04 13:00:00+00:00,0.0,63.0,787.0,1.0,851.0
2024-01-04 13:15:00+00:00,0.0,7.0,,9.0,16.0
2024-01-04 13:30:00+00:00,0.0,139.0,,42.0,181.0
2024-01-04 13:45:00+00:00,0.0,253.0,,62.0,315.0
2024-01-04 14:00:00+00:00,0.0,112.0,770.0,50.0,932.0
2024-01-04 14:15:00+00:00,0.0,295.0,,76.0,371.0
2024-01-04 14:30:00+00:00,0.0,250.0,,56.0,306.0
2024-01-04 14:45:00+00:00,0.0,276.0,,67.0,343.0
2024-01-04 15:00:00+00:00,0.0,276.0,816.0,12.0,1104.0
2024-01-04 15:15:00+00:00,0.0,276.0,,39.0,315.0
2024-01-04 15:30:00+00:00,0.0,276.0,,51.0,327.0
2024-01-04 15:45:00+00:00,0.0,6.0,,27.0,33.0
2024-01-04 16:00:00+00:00,0.0,6.0,872.0,0.0,878.0
2024-01-04 16:15:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 16:30:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 16:45:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 17:00:00+00:00,0.0,6.0,882.0,0.0,888.0
2024-01-04 17:15:00+00:00,26.0,6.0,,0.0,32.0
2024-01-04 17:30:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 17:45:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 18:00:00+00:00,0.0,6.0,954.0,0.0,960.0
2024-01-04 18:15:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 18:30:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 18:45:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 19:00:00+00:00,0.0,6.0,846.0,0.0,852.0
2024-01-04 19:15:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 19:30:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 19:45:00+00:00,0.0,6.0,,0.0,6.0
2024-01-04 20:00:00+00:00,0.0,27.0,840.0,0.0,867.0
2024-01-04 20:15:00+00:00,0.0,27.0,,0.0,27.0
2024-01-04 20:30:00+00:00,0.0,27.0,,0.0,27.0
2024-01-04 20:45:00+00:00,0.0,1.0,,0.0,1.0
2024-01-04 21:00:00+00:00,0.0,40.0,808.0,0.0,848.0
2024-01-04 21:15:00+00:00,0.0,40.0,,0.0,40.0
2024-01-04 21:30:00+00:00,0.0,40.0,,0.0,40.0
2024-01-04 21:45:00+00:00,0.0,40.0,,0.0,40.0
2024-01-04 22:00:00+00:00,0.0,40.0,807.0,0.0,847.0
2024-01-04 22:15:00+00:00,0.0,40.0,,0.0,40.0
2024-01-04 22:30:00+00:00,0.0,40.0,,0.0,40.0
2024-01-04 22:45:00+00:00,9.0,40.0,,0.0,49.0
2024-01-04 23:00:00+00:00,0.0,60.0,776.0,0.0,836.0
2024-01-04 23:15:00+00:00,0.0,60.0,,0.0,60.0
2024-01-04 23:30:00+00:00,0.0,60.0,,0.0,60.0
2024-01-04 23:45:00+00:00,0.0,60.0,,0.0,60.0
2024-01-05 00:00:00+00:00,0.0,60.0,914.0,0.0,974.0
2024-01-05 00:15:00+00:00,0.0,60.0,,0.0,60.0
2024-01-05 00:30:00+00:00,0.0,60.0,,0.0,60.0
2024-01-05 00:45:00+00:00,0.0,60.0,,0.0,60.0
2024-01-05 01:00:00+00:00,0.0,60.0,1082.0,0.0,1142.0
2024-01-05 01:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 01:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 01:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 02:00:00+00:00,0.0,0.0,1099.0,0.0,1099.0
2024-01-05 02:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 02:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 02:45:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 03:00:00+00:00,0.0,0.0,997.0,0.0,997.0
2024-01-05 03:15:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 03:30:00+00:00,0.0,0.0,,0.0,0.0
2024-01-05 03:45:00+00:00,0.0,0.0,,0.0,0.0
