,NO,FI,DK,DE,PL,LT,sum
2024-01-02 15:00:00+00:00,115.0,2254.0,1.0,129.0,598.0,733.0,3830.0
2024-01-02 16:00:00+00:00,0.0,2286.0,0.0,6.0,598.0,733.0,3623.0
2024-01-02 17:00:00+00:00,544.0,2297.0,0.0,0.0,598.0,733.0,4172.0
2024-01-02 18:00:00+00:00,1504.0,1996.0,0.0,0.0,595.0,733.0,4828.0
2024-01-02 19:00:00+00:00,2041.0,2213.0,0.0,0.0,533.0,733.0,5520.0
2024-01-02 20:00:00+00:00,2266.0,2347.0,0.0,0.0,287.0,733.0,5633.0
2024-01-02 21:00:00+00:00,2212.0,2460.0,0.0,0.0,1.0,733.0,5406.0
2024-01-02 22:00:00+00:00,2098.0,2390.0,0.0,0.0,0.0,733.0,5221.0
2024-01-02 23:00:00+00:00,2396.0,2395.0,0.0,0.0,0.0,733.0,5524.0
2024-01-03 00:00:00+00:00,2391.0,2203.0,0.0,0.0,0.0,733.0,5327.0
2024-01-03 01:00:00+00:00,2090.0,2121.0,0.0,0.0,0.0,733.0,4944.0
2024-01-03 02:00:00+00:00,2188.0,2267.0,0.0,0.0,0.0,733.0,5188.0
2024-01-03 03:00:00+00:00,2133.0,2302.0,0.0,0.0,0.0,733.0,5168.0
2024-01-03 04:00:00+00:00,1972.0,2344.0,0.0,0.0,0.0,733.0,5049.0
2024-01-03 05:00:00+00:00,1828.0,2329.0,0.0,0.0,0.0,733.0,4890.0
2024-01-03 06:00:00+00:00,1466.0,2197.0,0.0,0.0,0.0,733.0,4396.0
2024-01-03 07:00:00+00:00,1546.0,2405.0,0.0,0.0,0.0,733.0,4684.0
2024-01-03 08:00:00+00:00,1019.0,2347.0,0.0,0.0,298.0,733.0,4397.0
2024-01-03 09:00:00+00:00,1109.0,2478.0,0.0,0.0,12.0,733.0,4332.0
2024-01-03 10:00:00+00:00,1462.0,2459.0,0.0,0.0,0.0,733.0,4654.0
2024-01-03 11:00:00+00:00,1302.0,2408.0,0.0,0.0,50.0,733.0,4493.0
2024-01-03 12:00:00+00:00,1346.0,2363.0,0.0,0.0,208.0,733.0,4650.0
2024-01-03 13:00:00+00:00,1162.0,2386.0,0.0,0.0,464.0,733.0,4745.0
2024-01-03 14:00:00+00:00,940.0,2160.0,0.0,0.0,593.0,733.0,4426.0
2024-01-03 15:00:00+00:00,852.0,2222.0,0.0,0.0,597.0,733.0,4404.0
2024-01-03 16:00:00+00:00,289.0,2268.0,0.0,0.0,598.0,733.0,3888.0
2024-01-03 17:00:00+00:00,0.0,2405.0,51.0,0.0,598.0,733.0,3787.0
2024-01-03 18:00:00+00:00,405.0,2447.0,0.0,0.0,597.0,733.0,4182.0
2024-01-03 19:00:00+00:00,1099.0,2104.0,0.0,0.0,585.0,733.0,4521.0
2024-01-03 20:00:00+00:00,1332.0,2156.0,0.0,0.0,303.0,733.0,4524.0
2024-01-03 21:00:00+00:00,1586.0,2149.0,156.0,0.0,149.0,733.0,4773.0
2024-01-03 22:00:00+00:00,2306.0,2166.0,0.0,0.0,0.0,733.0,5205.0
2024-01-03 23:00:00+00:00,2142.0,2050.0,0.0,0.0,0.0,733.0,4925.0
2024-01-04 00:00:00+00:00,2200.0,2086.0,0.0,0.0,0.0,733.0,5019.0
2024-01-04 01:00:00+00:00,2136.0,2352.0,0.0,0.0,0.0,733.0,5221.0
2024-01-04 02:00:00+00:00,2152.0,2423.0,0.0,0.0,0.0,733.0,5308.0
2024-01-04 03:00:00+00:00,2077.0,2397.0,0.0,0.0,0.0,733.0,5207.0
2024-01-04 04:00:00+00:00,1830.0,2158.0,0.0,0.0,0.0,733.0,4721.0
2024-01-04 05:00:00+00:00,507.0,2162.0,0.0,0.0,4.0,673.0,3346.0
2024-01-04 06:00:00+00:00,0.0,2297.0,0.0,0.0,416.0,720.0,3433.0
2024-01-04 07:00:00+00:00,0.0,2333.0,0.0,0.0,590.0,733.0,3656.0
2024-01-04 08:00:00+00:00,0.0,2353.0,0.0,0.0,597.0,733.0,3683.0
2024-01-04 09:00:00+00:00,0.0,2366.0,0.0,0.0,593.0,733.0,3692.0
2024-01-04 10:00:00+00:00,0.0,2362.0,0.0,0.0,472.0,733.0,3567.0
2024-01-04 11:00:00+00:00,0.0,2211.0,0.0,0.0,10.0,733.0,2954.0
2024-01-04 12:00:00+00:00,0.0,2013.0,0.0,0.0,0.0,733.0,2746.0
2024-01-04 13:00:00+00:00,0.0,2023.0,0.0,0.0,0.0,733.0,2756.0
2024-01-04 14:00:00+00:00,0.0,2239.0,0.0,0.0,0.0,733.0,2972.0
2024-01-04 15:00:00+00:00,0.0,2419.0,0.0,0.0,0.0,733.0,3152.0
2024-01-04 16:00:00+00:00,0.0,2348.0,0.0,0.0,0.0,733.0,3081.0
2024-01-04 17:00:00+00:00,0.0,2206.0,0.0,0.0,0.0,733.0,2939.0
2024-01-04 18:00:00+00:00,0.0,2160.0,0.0,0.0,0.0,733.0,2893.0
2024-01-04 19:00:00+00:00,0.0,2178.0,125.0,0.0,0.0,733.0,3036.0
2024-01-04 20:00:00+00:00,0.0,2248.0,8.0,0.0,0.0,733.0,2989.0
2024-01-04 21:00:00+00:00,0.0,1998.0,577.0,0.0,0.0,733.0,3308.0
2024-01-04 22:00:00+00:00,0.0,2087.0,1094.0,0.0,0.0,733.0,3914.0
2024-01-04 23:00:00+00:00,0.0,1980.0,199.0,0.0,0.0,733.0,2912.0
2024-01-05 00:00:00+00:00,58.0,2101.0,0.0,0.0,0.0,733.0,2892.0
2024-01-05 01:00:00+00:00,76.0,2205.0,0.0,0.0,0.0,698.0,2979.0
2024-01-05 02:00:00+00:00,79.0,2352.0,0.0,0.0,0.0,732.0,3163.0
2024-01-05 03:00:00+00:00,90.0,2244.0,0.0,0.0,0.0,733.0,3067.0
2024-01-05 04:00:00+00:00,50.0,1977.0,0.0,0.0,0.0,699.0,2726.0
2024-01-05 05:00:00+00:00,0.0,1798.0,0.0,0.0,0.0,733.0,2531.0
2024-01-05 06:00:00+00:00,3.0,1777.0,0.0,0.0,0.0,703.0,2483.0
2024-01-05 07:00:00+00:00,120.0,1700.0,0.0,0.0,0.0,639.0,2459.0
2024-01-05 08:00:00+00:00,89.0,1437.0,0.0,0.0,0.0,624.0,2150.0
2024-01-05 09:00:00+00:00,0.0,1138.0,0.0,0.0,0.0,662.0,1800.0
2024-01-05 10:00:00+00:00,0.0,1205.0,0.0,0.0,0.0,674.0,1879.0
2024-01-05 11:00:00+00:00,2.0,1265.0,0.0,0.0,0.0,718.0,1985.0
2024-01-05 12:00:00+00:00,23.0,1111.0,0.0,0.0,0.0,613.0,1747.0
2024-01-05 13:00:00+00:00,0.0,1148.0,0.0,0.0,0.0,731.0,1879.0
2024-01-05 14:00:00+00:00,34.0,1284.0,0.0,0.0,0.0,722.0,2040.0
2024-01-05 15:00:00+00:00,0.0,1133.0,0.0,0.0,0.0,728.0,1861.0
2024-01-05 16:00:00+00:00,0.0,1017.0,0.0,0.0,0.0,676.0,1693.0
2024-01-05 17:00:00+00:00,60.0,1178.0,0.0,0.0,0.0,674.0,1912.0
2024-01-05 18:00:00+00:00,0.0,1361.0,0.0,0.0,0.0,733.0,2094.0
2024-01-05 19:00:00+00:00,0.0,1345.0,0.0,0.0,0.0,733.0,2078.0
2024-01-05 20:00:00+00:00,0.0,1341.0,0.0,0.0,0.0,733.0,2074.0
2024-01-05 21:00:00+00:00,0.0,1366.0,0.0,0.0,0.0,716.0,2082.0
2024-01-05 22:00:00+00:00,0.0,1407.0,0.0,0.0,0.0,730.0,2137.0
2024-01-05 23:00:00+00:00,0.0,1720.0,0.0,0.0,0.0,733.0,2453.0
2024-01-06 00:00:00+00:00,0.0,1944.0,0.0,0.0,0.0,733.0,2677.0
2024-01-06 01:00:00+00:00,0.0,1900.0,0.0,0.0,0.0,728.0,2628.0
2024-01-06 02:00:00+00:00,0.0,1926.0,0.0,0.0,0.0,712.0,2638.0
2024-01-06 03:00:00+00:00,0.0,1834.0,0.0,0.0,0.0,733.0,2567.0
2024-01-06 04:00:00+00:00,0.0,1845.0,0.0,0.0,0.0,733.0,2578.0
2024-01-06 05:00:00+00:00,0.0,1714.0,0.0,0.0,0.0,732.0,2446.0
2024-01-06 06:00:00+00:00,0.0,1846.0,0.0,0.0,0.0,676.0,2522.0
2024-01-06 07:00:00+00:00,0.0,1879.0,0.0,0.0,0.0,732.0,2611.0
2024-01-06 08:00:00+00:00,0.0,1949.0,0.0,0.0,0.0,733.0,2682.0
2024-01-06 09:00:00+00:00,0.0,1825.0,0.0,0.0,0.0,733.0,2558.0
2024-01-06 10:00:00+00:00,0.0,1870.0,0.0,0.0,0.0,733.0,2603.0
2024-01-06 11:00:00+00:00,0.0,1962.0,0.0,0.0,0.0,733.0,2695.0
2024-01-06 12:00:00+00:00,0.0,1888.0,0.0,0.0,0.0,733.0,2621.0
2024-01-06 13:00:00+00:00,0.0,1790.0,0.0,0.0,0.0,733.0,2523.0
2024-01-06 14:00:00+00:00,0.0,1689.0,0.0,0.0,0.0,733.0,2422.0
2024-01-06 15:00:00+00:00,0.0,1625.0,0.0,0.0,0.0,733.0,2358.0
2024-01-06 16:00:00+00:00,0.0,1579.0,0.0,0.0,0.0,699.0,2278.0
2024-01-06 17:00:00+00:00,0.0,1561.0,0.0,0.0,0.0,720.0,2281.0
2024-01-06 18:00:00+00:00,0.0,1429.0,0.0,0.0,0.0,725.0,2154.0
2024-01-06 19:00:00+00:00,0.0,1446.0,0.0,0.0,0.0,731.0,2177.0
2024-01-06 20:00:00+00:00,0.0,1332.0,0.0,0.0,0.0,716.0,2048.0
2024-01-06 21:00:00+00:00,195.0,1377.0,0.0,0.0,0.0,723.0,2295.0
2024-01-06 22:00:00+00:00,180.0,1495.0,0.0,0.0,0.0,710.0,2385.0
2024-01-06 23:00:00+00:00,0.0,2006.0,0.0,0.0,0.0,715.0,2721.0
2024-01-07 00:00:00+00:00,0.0,2249.0,0.0,0.0,0.0,678.0,2927.0
2024-01-07 01:00:00+00:00,0.0,2244.0,0.0,0.0,0.0,730.0,2974.0
2024-01-07 02:00:00+00:00,66.0,2347.0,0.0,0.0,0.0,732.0,3145.0
2024-01-07 03:00:00+00:00,38.0,2409.0,0.0,0.0,0.0,733.0,3180.0
2024-01-07 04:00:00+00:00,0.0,2268.0,0.0,0.0,0.0,733.0,3001.0
2024-01-07 05:00:00+00:00,0.0,2246.0,0.0,0.0,0.0,733.0,2979.0
2024-01-07 06:00:00+00:00,0.0,2157.0,0.0,0.0,0.0,733.0,2890.0
2024-01-07 07:00:00+00:00,0.0,2271.0,0.0,0.0,0.0,733.0,3004.0
2024-01-07 08:00:00+00:00,0.0,2276.0,0.0,0.0,0.0,733.0,3009.0
2024-01-07 09:00:00+00:00,0.0,2331.0,0.0,0.0,0.0,733.0,3064.0
2024-01-07 10:00:00+00:00,0.0,2385.0,0.0,0.0,0.0,733.0,3118.0
2024-01-07 11:00:00+00:00,10.0,2217.0,0.0,0.0,0.0,733.0,2960.0
2024-01-07 12:00:00+00:00,34.0,2243.0,2.0,0.0,0.0,733.0,3012.0
2024-01-07 13:00:00+00:00,153.0,2409.0,2.0,0.0,0.0,733.0,3297.0
2024-01-07 14:00:00+00:00,211.0,2276.0,40.0,0.0,0.0,733.0,3260.0
2024-01-07 15:00:00+00:00,247.0,2138.0,0.0,0.0,0.0,733.0,3118.0
2024-01-07 16:00:00+00:00,134.0,2090.0,0.0,0.0,0.0,733.0,2957.0
2024-01-07 17:00:00+00:00,45.0,2039.0,0.0,0.0,0.0,733.0,2817.0
2024-01-07 18:00:00+00:00,0.0,1799.0,0.0,0.0,0.0,733.0,2532.0
2024-01-07 19:00:00+00:00,65.0,1712.0,0.0,0.0,0.0,733.0,2510.0
2024-01-07 20:00:00+00:00,286.0,1635.0,0.0,0.0,0.0,733.0,2654.0
2024-01-07 21:00:00+00:00,0.0,1426.0,0.0,0.0,0.0,733.0,2159.0
2024-01-07 22:00:00+00:00,61.0,1296.0,19.0,0.0,0.0,684.0,2060.0
2024-01-07 23:00:00+00:00,421.0,1087.0,510.0,0.0,0.0,733.0,2751.0
2024-01-08 00:00:00+00:00,1041.0,1134.0,337.0,0.0,0.0,733.0,3245.0
2024-01-08 01:00:00+00:00,1057.0,1232.0,167.0,0.0,0.0,728.0,3184.0
2024-01-08 02:00:00+00:00,1010.0,1610.0,43.0,0.0,0.0,733.0,3396.0
2024-01-08 03:00:00+00:00,779.0,1963.0,0.0,0.0,0.0,733.0,3475.0
2024-01-08 04:00:00+00:00,604.0,2280.0,0.0,0.0,0.0,733.0,3617.0
2024-01-08 05:00:00+00:00,166.0,2205.0,0.0,0.0,0.0,727.0,3098.0
2024-01-08 06:00:00+00:00,257.0,2135.0,0.0,0.0,0.0,532.0,2924.0
2024-01-08 07:00:00+00:00,195.0,1806.0,0.0,0.0,0.0,709.0,2710.0
2024-01-08 08:00:00+00:00,366.0,1841.0,0.0,0.0,0.0,724.0,2931.0
2024-01-08 09:00:00+00:00,268.0,1817.0,0.0,0.0,0.0,733.0,2818.0
2024-01-08 10:00:00+00:00,486.0,1712.0,0.0,0.0,0.0,685.0,2883.0
2024-01-08 11:00:00+00:00,446.0,1888.0,0.0,0.0,0.0,716.0,3050.0
2024-01-08 12:00:00+00:00,186.0,2062.0,0.0,0.0,0.0,716.0,2964.0
2024-01-08 13:00:00+00:00,436.0,1573.0,0.0,0.0,0.0,701.0,2710.0
2024-01-08 14:00:00+00:00,745.0,1059.0,0.0,0.0,0.0,697.0,2501.0
2024-01-08 15:00:00+00:00,914.0,859.0,0.0,0.0,65.0,657.0,2495.0
2024-01-08 16:00:00+00:00,755.0,950.0,0.0,0.0,452.0,445.0,2602.0
2024-01-08 17:00:00+00:00,677.0,1120.0,8.0,0.0,593.0,83.0,2481.0
2024-01-08 18:00:00+00:00,722.0,987.0,0.0,0.0,598.0,351.0,2658.0
2024-01-08 19:00:00+00:00,810.0,631.0,282.0,0.0,598.0,348.0,2669.0
2024-01-08 20:00:00+00:00,755.0,663.0,479.0,0.0,597.0,586.0,3080.0
2024-01-08 21:00:00+00:00,870.0,715.0,812.0,0.0,597.0,232.0,3226.0
2024-01-08 22:00:00+00:00,750.0,904.0,659.0,0.0,598.0,548.0,3459.0
2024-01-08 23:00:00+00:00,594.0,665.0,1121.0,0.0,598.0,730.0,3708.0
2024-01-09 00:00:00+00:00,599.0,501.0,1411.0,0.0,597.0,732.0,3840.0
2024-01-09 01:00:00+00:00,836.0,159.0,1365.0,0.0,598.0,732.0,3690.0
2024-01-09 02:00:00+00:00,1075.0,97.0,1318.0,0.0,598.0,733.0,3821.0
2024-01-09 03:00:00+00:00,1066.0,242.0,1338.0,0.0,598.0,733.0,3977.0
2024-01-09 04:00:00+00:00,760.0,435.0,1267.0,0.0,598.0,733.0,3793.0
2024-01-09 05:00:00+00:00,429.0,526.0,820.0,0.0,590.0,729.0,3094.0
2024-01-09 06:00:00+00:00,570.0,502.0,703.0,0.0,391.0,436.0,2602.0
2024-01-09 07:00:00+00:00,783.0,552.0,520.0,0.0,460.0,466.0,2781.0
2024-01-09 08:00:00+00:00,856.0,642.0,612.0,0.0,270.0,431.0,2811.0
2024-01-09 09:00:00+00:00,853.0,658.0,570.0,0.0,485.0,456.0,3022.0
2024-01-09 10:00:00+00:00,740.0,629.0,490.0,0.0,591.0,625.0,3075.0
2024-01-09 11:00:00+00:00,1116.0,689.0,22.0,0.0,598.0,452.0,2877.0
2024-01-09 12:00:00+00:00,1166.0,607.0,120.0,0.0,598.0,489.0,2980.0
2024-01-09 13:00:00+00:00,906.0,339.0,308.0,0.0,598.0,677.0,2828.0
2024-01-09 14:00:00+00:00,813.0,794.0,649.0,0.0,598.0,640.0,3494.0
2024-01-09 15:00:00+00:00,579.0,1109.0,339.0,0.0,596.0,653.0,3276.0
2024-01-09 16:00:00+00:00,856.0,1154.0,221.0,0.0,585.0,402.0,3218.0
2024-01-09 17:00:00+00:00,1099.0,1100.0,347.0,0.0,598.0,296.0,3440.0
2024-01-09 18:00:00+00:00,982.0,1239.0,733.0,0.0,598.0,190.0,3742.0
2024-01-09 19:00:00+00:00,1688.0,1218.0,745.0,50.0,598.0,2.0,4301.0
2024-01-09 20:00:00+00:00,1377.0,1457.0,866.0,143.0,598.0,92.0,4533.0
2024-01-09 21:00:00+00:00,1286.0,1618.0,1210.0,267.0,598.0,79.0,5058.0
2024-01-09 22:00:00+00:00,1319.0,1759.0,1171.0,512.0,598.0,0.0,5359.0
2024-01-09 23:00:00+00:00,768.0,1814.0,1726.0,272.0,598.0,300.0,5478.0
2024-01-10 00:00:00+00:00,746.0,1767.0,1750.0,387.0,598.0,234.0,5482.0
2024-01-10 01:00:00+00:00,712.0,1712.0,1819.0,488.0,598.0,141.0,5470.0
2024-01-10 02:00:00+00:00,948.0,1696.0,1761.0,427.0,598.0,178.0,5608.0
2024-01-10 03:00:00+00:00,1140.0,1292.0,1877.0,265.0,598.0,245.0,5417.0
2024-01-10 04:00:00+00:00,1081.0,1041.0,1677.0,20.0,598.0,671.0,5088.0
2024-01-10 05:00:00+00:00,746.0,1030.0,941.0,0.0,598.0,721.0,4036.0
2024-01-10 06:00:00+00:00,897.0,642.0,725.0,0.0,586.0,598.0,3448.0
2024-01-10 07:00:00+00:00,870.0,533.0,744.0,0.0,329.0,261.0,2737.0
2024-01-10 08:00:00+00:00,1063.0,469.0,581.0,0.0,28.0,271.0,2412.0
2024-01-10 09:00:00+00:00,1034.0,377.0,569.0,0.0,416.0,575.0,2971.0
2024-01-10 10:00:00+00:00,1247.0,570.0,500.0,0.0,118.0,323.0,2758.0
2024-01-10 11:00:00+00:00,1138.0,717.0,442.0,0.0,252.0,380.0,2929.0
2024-01-10 12:00:00+00:00,1379.0,545.0,790.0,0.0,379.0,647.0,3740.0
2024-01-10 13:00:00+00:00,1332.0,375.0,840.0,0.0,549.0,581.0,3677.0
2024-01-10 14:00:00+00:00,1200.0,439.0,1066.0,0.0,364.0,614.0,3683.0
2024-01-10 15:00:00+00:00,1193.0,319.0,1416.0,0.0,529.0,309.0,3766.0
2024-01-10 16:00:00+00:00,1466.0,169.0,1342.0,0.0,596.0,187.0,3760.0
2024-01-10 17:00:00+00:00,1661.0,182.0,1353.0,126.0,598.0,103.0,4023.0
2024-01-10 18:00:00+00:00,1488.0,265.0,1195.0,283.0,598.0,54.0,3883.0
2024-01-10 19:00:00+00:00,1416.0,36.0,1377.0,346.0,598.0,123.0,3896.0
2024-01-10 20:00:00+00:00,1455.0,44.0,1339.0,400.0,598.0,319.0,4155.0
2024-01-10 21:00:00+00:00,1718.0,53.0,1504.0,601.0,598.0,292.0,4766.0
2024-01-10 22:00:00+00:00,1934.0,0.0,1815.0,616.0,598.0,506.0,5469.0
2024-01-10 23:00:00+00:00,2101.0,0.0,1485.0,616.0,598.0,597.0,5397.0
2024-01-11 00:00:00+00:00,1895.0,0.0,1694.0,616.0,598.0,721.0,5524.0
2024-01-11 01:00:00+00:00,2178.0,0.0,1692.0,616.0,598.0,684.0,5768.0
2024-01-11 02:00:00+00:00,1653.0,0.0,1789.0,617.0,597.0,669.0,5325.0
2024-01-11 03:00:00+00:00,1151.0,0.0,1768.0,616.0,597.0,652.0,4784.0
2024-01-11 04:00:00+00:00,520.0,174.0,1645.0,616.0,598.0,641.0,4194.0
2024-01-11 05:00:00+00:00,505.0,592.0,1301.0,296.0,597.0,557.0,3848.0
2024-01-11 06:00:00+00:00,869.0,980.0,946.0,216.0,598.0,297.0,3906.0
2024-01-11 07:00:00+00:00,744.0,723.0,1315.0,254.0,597.0,189.0,3822.0
2024-01-11 08:00:00+00:00,915.0,683.0,1350.0,187.0,597.0,259.0,3991.0
2024-01-11 09:00:00+00:00,565.0,975.0,1400.0,132.0,597.0,287.0,3956.0
2024-01-11 10:00:00+00:00,0.0,1206.0,1898.0,136.0,598.0,196.0,4034.0
2024-01-11 11:00:00+00:00,0.0,1394.0,1824.0,107.0,598.0,432.0,4355.0
2024-01-11 12:00:00+00:00,0.0,1761.0,1614.0,4.0,575.0,508.0,4462.0
2024-01-11 13:00:00+00:00,0.0,1600.0,1377.0,0.0,286.0,518.0,3781.0
2024-01-11 14:00:00+00:00,0.0,1772.0,905.0,0.0,577.0,404.0,3658.0
2024-01-11 15:00:00+00:00,0.0,2040.0,198.0,0.0,388.0,675.0,3301.0
2024-01-11 16:00:00+00:00,0.0,2077.0,248.0,0.0,0.0,713.0,3038.0
2024-01-11 17:00:00+00:00,0.0,2007.0,838.0,0.0,0.0,658.0,3503.0
2024-01-11 18:00:00+00:00,0.0,1699.0,1243.0,0.0,0.0,659.0,3601.0
2024-01-11 19:00:00+00:00,112.0,1399.0,1142.0,0.0,0.0,694.0,3347.0
2024-01-11 20:00:00+00:00,373.0,1134.0,1384.0,0.0,0.0,493.0,3384.0
2024-01-11 21:00:00+00:00,619.0,976.0,1828.0,0.0,0.0,382.0,3805.0
2024-01-11 22:00:00+00:00,896.0,981.0,1620.0,0.0,375.0,645.0,4517.0
2024-01-11 23:00:00+00:00,1013.0,760.0,1890.0,0.0,541.0,679.0,4883.0
2024-01-12 00:00:00+00:00,1244.0,1121.0,1939.0,113.0,596.0,690.0,5703.0
2024-01-12 01:00:00+00:00,1789.0,1064.0,1903.0,245.0,597.0,681.0,6279.0
2024-01-12 02:00:00+00:00,2238.0,954.0,1757.0,361.0,597.0,705.0,6612.0
2024-01-12 03:00:00+00:00,2502.0,802.0,1912.0,452.0,597.0,709.0,6974.0
2024-01-12 04:00:00+00:00,1865.0,1114.0,1894.0,386.0,597.0,688.0,6544.0
2024-01-12 05:00:00+00:00,1463.0,1074.0,1625.0,120.0,597.0,719.0,5598.0
2024-01-12 06:00:00+00:00,941.0,1114.0,1461.0,3.0,591.0,601.0,4711.0
2024-01-12 07:00:00+00:00,1209.0,1011.0,1650.0,0.0,463.0,692.0,5025.0
2024-01-12 08:00:00+00:00,799.0,1338.0,1387.0,0.0,592.0,723.0,4839.0
2024-01-12 09:00:00+00:00,486.0,1332.0,1590.0,0.0,594.0,720.0,4722.0
2024-01-12 10:00:00+00:00,210.0,1536.0,1639.0,78.0,572.0,731.0,4766.0
2024-01-12 11:00:00+00:00,77.0,2000.0,1654.0,214.0,592.0,725.0,5262.0
2024-01-12 12:00:00+00:00,0.0,1745.0,1499.0,237.0,560.0,721.0,4762.0
2024-01-12 13:00:00+00:00,0.0,1536.0,1936.0,251.0,576.0,720.0,5019.0
2024-01-12 14:00:00+00:00,0.0,1323.0,1878.0,134.0,314.0,718.0,4367.0
2024-01-12 15:00:00+00:00,0.0,1555.0,1569.0,54.0,570.0,728.0,4476.0
2024-01-12 16:00:00+00:00,0.0,1702.0,1728.0,1.0,529.0,730.0,4690.0
2024-01-12 17:00:00+00:00,0.0,1697.0,1983.0,0.0,318.0,666.0,4664.0
2024-01-12 18:00:00+00:00,0.0,1502.0,1935.0,0.0,119.0,655.0,4211.0
2024-01-12 19:00:00+00:00,0.0,1285.0,1593.0,0.0,299.0,686.0,3863.0
2024-01-12 20:00:00+00:00,0.0,965.0,1526.0,0.0,147.0,619.0,3257.0
2024-01-12 21:00:00+00:00,615.0,318.0,1748.0,0.0,1.0,443.0,3125.0
2024-01-12 22:00:00+00:00,1106.0,263.0,1920.0,0.0,22.0,443.0,3754.0
2024-01-12 23:00:00+00:00,1530.0,392.0,1350.0,483.0,503.0,149.0,4407.0
2024-01-13 00:00:00+00:00,1485.0,142.0,1273.0,601.0,524.0,269.0,4294.0
2024-01-13 01:00:00+00:00,1695.0,121.0,1263.0,616.0,520.0,507.0,4722.0
2024-01-13 02:00:00+00:00,1914.0,0.0,1216.0,617.0,596.0,616.0,4959.0
2024-01-13 03:00:00+00:00,1841.0,0.0,1215.0,616.0,597.0,732.0,5001.0
2024-01-13 04:00:00+00:00,1834.0,9.0,1407.0,617.0,597.0,732.0,5196.0
2024-01-13 05:00:00+00:00,1687.0,14.0,1368.0,617.0,597.0,732.0,5015.0
