,AT,DE,PL,SK,sum
2024-01-01 00:00:00+00:00,1467.0,459.0,0.0,1317.0,3243.0
2024-01-01 01:00:00+00:00,1184.0,493.0,0.0,1129.0,2806.0
2024-01-01 02:00:00+00:00,773.0,594.0,0.0,776.0,2143.0
2024-01-01 03:00:00+00:00,636.0,678.0,0.0,502.0,1816.0
2024-01-01 04:00:00+00:00,810.0,589.0,0.0,551.0,1950.0
2024-01-01 05:00:00+00:00,1098.0,596.0,0.0,594.0,2288.0
2024-01-01 06:00:00+00:00,1101.0,574.0,0.0,632.0,2307.0
2024-01-01 07:00:00+00:00,1189.0,573.0,0.0,708.0,2470.0
2024-01-01 08:00:00+00:00,975.0,590.0,0.0,423.0,1988.0
2024-01-01 09:00:00+00:00,879.0,373.0,99.0,545.0,1896.0
2024-01-01 10:00:00+00:00,635.0,225.0,346.0,447.0,1653.0
2024-01-01 11:00:00+00:00,527.0,330.0,375.0,286.0,1518.0
2024-01-01 12:00:00+00:00,452.0,284.0,560.0,198.0,1494.0
2024-01-01 13:00:00+00:00,557.0,126.0,483.0,479.0,1645.0
2024-01-01 14:00:00+00:00,860.0,206.0,259.0,658.0,1983.0
2024-01-01 15:00:00+00:00,905.0,165.0,301.0,811.0,2182.0
2024-01-01 16:00:00+00:00,986.0,185.0,283.0,853.0,2307.0
2024-01-01 17:00:00+00:00,938.0,228.0,396.0,736.0,2298.0
2024-01-01 18:00:00+00:00,906.0,181.0,422.0,682.0,2191.0
2024-01-01 19:00:00+00:00,864.0,298.0,367.0,667.0,2196.0
2024-01-01 20:00:00+00:00,926.0,410.0,436.0,656.0,2428.0
2024-01-01 21:00:00+00:00,888.0,536.0,289.0,491.0,2204.0
2024-01-01 22:00:00+00:00,871.0,745.0,195.0,169.0,1980.0
2024-01-01 23:00:00+00:00,840.0,525.0,9.0,207.0,1581.0
2024-01-02 00:00:00+00:00,612.0,274.0,0.0,43.0,929.0
2024-01-02 01:00:00+00:00,762.0,353.0,6.0,148.0,1269.0
2024-01-02 02:00:00+00:00,759.0,201.0,0.0,217.0,1177.0
2024-01-02 03:00:00+00:00,932.0,68.0,0.0,598.0,1598.0
2024-01-02 04:00:00+00:00,1229.0,5.0,0.0,951.0,2185.0
2024-01-02 05:00:00+00:00,1081.0,0.0,0.0,830.0,1911.0
2024-01-02 06:00:00+00:00,1065.0,0.0,0.0,968.0,2033.0
2024-01-02 07:00:00+00:00,908.0,0.0,41.0,774.0,1723.0
2024-01-02 08:00:00+00:00,699.0,0.0,113.0,427.0,1239.0
2024-01-02 09:00:00+00:00,581.0,0.0,268.0,197.0,1046.0
2024-01-02 10:00:00+00:00,486.0,0.0,510.0,0.0,996.0
2024-01-02 11:00:00+00:00,443.0,0.0,494.0,0.0,937.0
2024-01-02 12:00:00+00:00,428.0,0.0,536.0,67.0,1031.0
2024-01-02 13:00:00+00:00,706.0,0.0,223.0,740.0,1669.0
2024-01-02 14:00:00+00:00,868.0,0.0,0.0,1115.0,1983.0
2024-01-02 15:00:00+00:00,1000.0,0.0,0.0,1328.0,2328.0
2024-01-02 16:00:00+00:00,1049.0,0.0,0.0,1264.0,2313.0
2024-01-02 17:00:00+00:00,1010.0,0.0,0.0,1182.0,2192.0
2024-01-02 18:00:00+00:00,885.0,0.0,0.0,1067.0,1952.0
2024-01-02 19:00:00+00:00,830.0,0.0,0.0,1141.0,1971.0
2024-01-02 20:00:00+00:00,969.0,0.0,0.0,1278.0,2247.0
2024-01-02 21:00:00+00:00,1183.0,36.0,0.0,1146.0,2365.0
2024-01-02 22:00:00+00:00,1316.0,85.0,0.0,1237.0,2638.0
2024-01-02 23:00:00+00:00,1230.0,58.0,0.0,1269.0,2557.0
2024-01-03 00:00:00+00:00,1062.0,27.0,0.0,983.0,2072.0
2024-01-03 01:00:00+00:00,963.0,144.0,0.0,774.0,1881.0
2024-01-03 02:00:00+00:00,911.0,163.0,0.0,706.0,1780.0
2024-01-03 03:00:00+00:00,901.0,140.0,0.0,822.0,1863.0
2024-01-03 04:00:00+00:00,1062.0,42.0,0.0,1322.0,2426.0
2024-01-03 05:00:00+00:00,960.0,2.0,0.0,1144.0,2106.0
2024-01-03 06:00:00+00:00,789.0,0.0,0.0,1234.0,2023.0
2024-01-03 07:00:00+00:00,828.0,0.0,0.0,1420.0,2248.0
2024-01-03 08:00:00+00:00,828.0,0.0,0.0,1246.0,2074.0
2024-01-03 09:00:00+00:00,596.0,5.0,0.0,930.0,1531.0
2024-01-03 10:00:00+00:00,474.0,64.0,0.0,745.0,1283.0
2024-01-03 11:00:00+00:00,379.0,29.0,0.0,748.0,1156.0
2024-01-03 12:00:00+00:00,325.0,1.0,0.0,655.0,981.0
2024-01-03 13:00:00+00:00,343.0,60.0,6.0,537.0,946.0
2024-01-03 14:00:00+00:00,506.0,140.0,56.0,631.0,1333.0
2024-01-03 15:00:00+00:00,635.0,0.0,0.0,1066.0,1701.0
2024-01-03 16:00:00+00:00,807.0,0.0,0.0,912.0,1719.0
2024-01-03 17:00:00+00:00,823.0,0.0,0.0,877.0,1700.0
2024-01-03 18:00:00+00:00,735.0,0.0,218.0,731.0,1684.0
2024-01-03 19:00:00+00:00,645.0,0.0,433.0,790.0,1868.0
2024-01-03 20:00:00+00:00,653.0,6.0,435.0,697.0,1791.0
2024-01-03 21:00:00+00:00,773.0,219.0,0.0,522.0,1514.0
2024-01-03 22:00:00+00:00,958.0,339.0,0.0,589.0,1886.0
2024-01-03 23:00:00+00:00,912.0,274.0,0.0,644.0,1830.0
2024-01-04 00:00:00+00:00,720.0,251.0,0.0,493.0,1464.0
2024-01-04 01:00:00+00:00,635.0,296.0,0.0,438.0,1369.0
2024-01-04 02:00:00+00:00,533.0,373.0,0.0,349.0,1255.0
2024-01-04 03:00:00+00:00,456.0,373.0,0.0,407.0,1236.0
2024-01-04 04:00:00+00:00,657.0,426.0,0.0,708.0,1791.0
2024-01-04 05:00:00+00:00,479.0,214.0,5.0,604.0,1302.0
2024-01-04 06:00:00+00:00,447.0,146.0,116.0,648.0,1357.0
2024-01-04 07:00:00+00:00,308.0,513.0,0.0,191.0,1012.0
2024-01-04 08:00:00+00:00,13.0,843.0,82.0,0.0,938.0
2024-01-04 09:00:00+00:00,0.0,1161.0,210.0,0.0,1371.0
2024-01-04 10:00:00+00:00,0.0,1873.0,413.0,0.0,2286.0
2024-01-04 11:00:00+00:00,0.0,1576.0,342.0,0.0,1918.0
2024-01-04 12:00:00+00:00,0.0,1497.0,529.0,0.0,2026.0
2024-01-04 13:00:00+00:00,18.0,1478.0,201.0,122.0,1819.0
2024-01-04 14:00:00+00:00,144.0,1491.0,62.0,385.0,2082.0
2024-01-04 15:00:00+00:00,184.0,1766.0,17.0,5.0,1972.0
2024-01-04 16:00:00+00:00,271.0,1910.0,0.0,0.0,2181.0
2024-01-04 17:00:00+00:00,280.0,2113.0,0.0,0.0,2393.0
2024-01-04 18:00:00+00:00,262.0,1809.0,0.0,0.0,2071.0
2024-01-04 19:00:00+00:00,239.0,1783.0,46.0,0.0,2068.0
2024-01-04 20:00:00+00:00,393.0,1899.0,19.0,5.0,2316.0
2024-01-04 21:00:00+00:00,403.0,1855.0,141.0,0.0,2399.0
