,DE,LT,CZ,SK,SE,sum
2023-01-01 00:00:00+00:00,0.0,0.0,1377.0,991.0,7.0,2375.0
2023-01-01 01:00:00+00:00,0.0,0.0,1508.0,1056.0,0.0,2564.0
2023-01-01 02:00:00+00:00,0.0,0.0,1552.0,1073.0,0.0,2625.0
2023-01-01 03:00:00+00:00,0.0,0.0,1504.0,1035.0,0.0,2539.0
2023-01-01 04:00:00+00:00,0.0,0.0,1354.0,1010.0,0.0,2364.0
2023-01-01 05:00:00+00:00,0.0,0.0,1328.0,1005.0,0.0,2333.0
2023-01-01 06:00:00+00:00,0.0,1.0,1256.0,974.0,0.0,2231.0
2023-01-01 07:00:00+00:00,0.0,164.0,1017.0,710.0,0.0,1891.0
2023-01-01 08:00:00+00:00,0.0,385.0,864.0,610.0,5.0,1864.0
2023-01-01 09:00:00+00:00,0.0,358.0,899.0,626.0,195.0,2078.0
2023-01-01 10:00:00+00:00,0.0,491.0,1077.0,686.0,322.0,2576.0
2023-01-01 11:00:00+00:00,0.0,492.0,850.0,640.0,238.0,2220.0
2023-01-01 12:00:00+00:00,0.0,492.0,652.0,534.0,390.0,2068.0
2023-01-01 13:00:00+00:00,0.0,492.0,674.0,554.0,301.0,2021.0
2023-01-01 14:00:00+00:00,0.0,482.0,604.0,550.0,182.0,1818.0
2023-01-01 15:00:00+00:00,0.0,7.0,778.0,720.0,0.0,1505.0
2023-01-01 16:00:00+00:00,0.0,0.0,683.0,679.0,0.0,1362.0
2023-01-01 17:00:00+00:00,0.0,0.0,760.0,693.0,0.0,1453.0
2023-01-01 18:00:00+00:00,0.0,0.0,642.0,729.0,0.0,1371.0
2023-01-01 19:00:00+00:00,0.0,0.0,666.0,762.0,0.0,1428.0
2023-01-01 20:00:00+00:00,0.0,0.0,823.0,769.0,0.0,1592.0
2023-01-01 21:00:00+00:00,0.0,0.0,678.0,630.0,0.0,1308.0
2023-01-01 22:00:00+00:00,0.0,0.0,624.0,558.0,0.0,1182.0
2023-01-01 23:00:00+00:00,0.0,0.0,886.0,818.0,0.0,1704.0
2023-01-02 00:00:00+00:00,0.0,0.0,794.0,706.0,0.0,1500.0
2023-01-02 01:00:00+00:00,0.0,0.0,717.0,609.0,0.0,1326.0
2023-01-02 02:00:00+00:00,0.0,0.0,783.0,596.0,0.0,1379.0
2023-01-02 03:00:00+00:00,0.0,142.0,814.0,610.0,0.0,1566.0
2023-01-02 04:00:00+00:00,0.0,1.0,1069.0,729.0,0.0,1799.0
2023-01-02 05:00:00+00:00,0.0,0.0,1339.0,747.0,0.0,2086.0
2023-01-02 06:00:00+00:00,0.0,0.0,1081.0,652.0,0.0,1733.0
2023-01-02 07:00:00+00:00,0.0,0.0,1018.0,655.0,0.0,1673.0
2023-01-02 08:00:00+00:00,0.0,288.0,502.0,432.0,174.0,1396.0
2023-01-02 09:00:00+00:00,0.0,258.0,407.0,351.0,209.0,1225.0
2023-01-02 10:00:00+00:00,0.0,485.0,205.0,234.0,424.0,1348.0
2023-01-02 11:00:00+00:00,0.0,369.0,445.0,420.0,218.0,1452.0
2023-01-02 12:00:00+00:00,0.0,427.0,245.0,338.0,393.0,1403.0
2023-01-02 13:00:00+00:00,0.0,389.0,411.0,479.0,379.0,1658.0
2023-01-02 14:00:00+00:00,0.0,74.0,697.0,649.0,15.0,1435.0
2023-01-02 15:00:00+00:00,0.0,0.0,1229.0,946.0,0.0,2175.0
2023-01-02 16:00:00+00:00,0.0,0.0,1145.0,877.0,0.0,2022.0
2023-01-02 17:00:00+00:00,0.0,0.0,924.0,768.0,0.0,1692.0
2023-01-02 18:00:00+00:00,0.0,43.0,639.0,574.0,0.0,1256.0
2023-01-02 19:00:00+00:00,0.0,0.0,871.0,689.0,0.0,1560.0
2023-01-02 20:00:00+00:00,0.0,0.0,1270.0,868.0,0.0,2138.0
2023-01-02 21:00:00+00:00,0.0,0.0,1228.0,945.0,0.0,2173.0
2023-01-02 22:00:00+00:00,0.0,0.0,1478.0,1049.0,0.0,2527.0
2023-01-02 23:00:00+00:00,2.0,0.0,1700.0,1143.0,0.0,2845.0
2023-01-03 00:00:00+00:00,37.0,0.0,1681.0,1114.0,0.0,2832.0
2023-01-03 01:00:00+00:00,47.0,0.0,1751.0,1059.0,0.0,2857.0
2023-01-03 02:00:00+00:00,0.0,0.0,1572.0,980.0,0.0,2552.0
2023-01-03 03:00:00+00:00,5.0,0.0,1683.0,1090.0,0.0,2778.0
2023-01-03 04:00:00+00:00,0.0,0.0,1492.0,1082.0,0.0,2574.0
2023-01-03 05:00:00+00:00,0.0,0.0,1321.0,1014.0,0.0,2335.0
2023-01-03 06:00:00+00:00,0.0,0.0,1411.0,1059.0,0.0,2470.0
2023-01-03 07:00:00+00:00,0.0,0.0,1132.0,838.0,0.0,1970.0
2023-01-03 08:00:00+00:00,0.0,0.0,1102.0,807.0,0.0,1909.0
2023-01-03 09:00:00+00:00,0.0,0.0,1072.0,840.0,0.0,1912.0
2023-01-03 10:00:00+00:00,0.0,0.0,1220.0,943.0,0.0,2163.0
2023-01-03 11:00:00+00:00,0.0,0.0,1049.0,850.0,0.0,1899.0
2023-01-03 12:00:00+00:00,0.0,0.0,972.0,789.0,0.0,1761.0
2023-01-03 13:00:00+00:00,0.0,0.0,1046.0,872.0,0.0,1918.0
2023-01-03 14:00:00+00:00,0.0,0.0,1122.0,981.0,0.0,2103.0
2023-01-03 15:00:00+00:00,0.0,0.0,1173.0,1040.0,0.0,2213.0
2023-01-03 16:00:00+00:00,0.0,0.0,1251.0,983.0,0.0,2234.0
2023-01-03 17:00:00+00:00,0.0,0.0,1267.0,982.0,0.0,2249.0
2023-01-03 18:00:00+00:00,0.0,0.0,1206.0,986.0,0.0,2192.0
2023-01-03 19:00:00+00:00,0.0,0.0,1070.0,881.0,0.0,1951.0
2023-01-03 20:00:00+00:00,0.0,0.0,964.0,832.0,0.0,1796.0
2023-01-03 21:00:00+00:00,0.0,0.0,833.0,744.0,0.0,1577.0
2023-01-03 22:00:00+00:00,0.0,0.0,905.0,774.0,0.0,1679.0
2023-01-03 23:00:00+00:00,0.0,0.0,1087.0,867.0,0.0,1954.0
2023-01-04 00:00:00+00:00,0.0,0.0,1031.0,775.0,0.0,1806.0
2023-01-04 01:00:00+00:00,0.0,293.0,683.0,547.0,0.0,1523.0
2023-01-04 02:00:00+00:00,0.0,263.0,719.0,582.0,0.0,1564.0
2023-01-04 03:00:00+00:00,0.0,275.0,959.0,712.0,0.0,1946.0
2023-01-04 04:00:00+00:00,0.0,4.0,1106.0,826.0,0.0,1936.0
2023-01-04 05:00:00+00:00,0.0,0.0,1231.0,880.0,0.0,2111.0
2023-01-04 06:00:00+00:00,0.0,0.0,1497.0,1120.0,0.0,2617.0
2023-01-04 07:00:00+00:00,0.0,0.0,1517.0,1042.0,0.0,2559.0
2023-01-04 08:00:00+00:00,0.0,0.0,1511.0,983.0,0.0,2494.0
2023-01-04 09:00:00+00:00,0.0,0.0,1368.0,919.0,0.0,2287.0
2023-01-04 10:00:00+00:00,0.0,0.0,1157.0,842.0,0.0,1999.0
2023-01-04 11:00:00+00:00,0.0,0.0,1237.0,866.0,0.0,2103.0
2023-01-04 12:00:00+00:00,0.0,0.0,1114.0,707.0,0.0,1821.0
2023-01-04 13:00:00+00:00,0.0,0.0,1092.0,690.0,0.0,1782.0
2023-01-04 14:00:00+00:00,0.0,0.0,1141.0,716.0,0.0,1857.0
2023-01-04 15:00:00+00:00,0.0,0.0,1275.0,879.0,0.0,2154.0
2023-01-04 16:00:00+00:00,0.0,0.0,1309.0,976.0,0.0,2285.0
2023-01-04 17:00:00+00:00,0.0,0.0,1204.0,857.0,0.0,2061.0
2023-01-04 18:00:00+00:00,0.0,0.0,1160.0,920.0,0.0,2080.0
2023-01-04 19:00:00+00:00,0.0,0.0,1251.0,971.0,0.0,2222.0
2023-01-04 20:00:00+00:00,0.0,0.0,1360.0,1010.0,0.0,2370.0
2023-01-04 21:00:00+00:00,0.0,0.0,1490.0,1142.0,0.0,2632.0
2023-01-04 22:00:00+00:00,0.0,0.0,1342.0,1159.0,0.0,2501.0
2023-01-04 23:00:00+00:00,0.0,0.0,1255.0,1073.0,40.0,2368.0
2023-01-05 00:00:00+00:00,0.0,0.0,1319.0,1041.0,0.0,2360.0
2023-01-05 01:00:00+00:00,0.0,0.0,1256.0,1008.0,0.0,2264.0
2023-01-05 02:00:00+00:00,0.0,0.0,1371.0,1038.0,0.0,2409.0
2023-01-05 03:00:00+00:00,0.0,0.0,1279.0,989.0,0.0,2268.0
2023-01-05 04:00:00+00:00,0.0,0.0,1475.0,1104.0,0.0,2579.0
2023-01-05 05:00:00+00:00,0.0,0.0,1524.0,1062.0,0.0,2586.0
2023-01-05 06:00:00+00:00,0.0,0.0,1468.0,1026.0,0.0,2494.0
2023-01-05 07:00:00+00:00,0.0,0.0,1364.0,898.0,0.0,2262.0
2023-01-05 08:00:00+00:00,0.0,0.0,1321.0,850.0,0.0,2171.0
2023-01-05 09:00:00+00:00,0.0,0.0,1163.0,777.0,0.0,1940.0
2023-01-05 10:00:00+00:00,0.0,0.0,1286.0,869.0,0.0,2155.0
2023-01-05 11:00:00+00:00,0.0,0.0,1406.0,907.0,0.0,2313.0
2023-01-05 12:00:00+00:00,0.0,0.0,1254.0,808.0,0.0,2062.0
2023-01-05 13:00:00+00:00,0.0,0.0,1086.0,691.0,0.0,1777.0
2023-01-05 14:00:00+00:00,0.0,0.0,1021.0,709.0,0.0,1730.0
2023-01-05 15:00:00+00:00,0.0,0.0,974.0,669.0,0.0,1643.0
2023-01-05 16:00:00+00:00,0.0,0.0,709.0,500.0,0.0,1209.0
2023-01-05 17:00:00+00:00,1.0,0.0,716.0,510.0,0.0,1227.0
2023-01-05 18:00:00+00:00,1.0,0.0,721.0,507.0,0.0,1229.0
2023-01-05 19:00:00+00:00,71.0,0.0,681.0,496.0,0.0,1248.0
2023-01-05 20:00:00+00:00,4.0,0.0,738.0,547.0,0.0,1289.0
2023-01-05 21:00:00+00:00,0.0,0.0,751.0,608.0,0.0,1359.0
2023-01-05 22:00:00+00:00,79.0,0.0,843.0,662.0,0.0,1584.0
2023-01-05 23:00:00+00:00,229.0,0.0,1066.0,826.0,0.0,2121.0
2023-01-06 00:00:00+00:00,145.0,0.0,1188.0,800.0,0.0,2133.0
2023-01-06 01:00:00+00:00,0.0,0.0,960.0,706.0,0.0,1666.0
2023-01-06 02:00:00+00:00,0.0,0.0,771.0,626.0,0.0,1397.0
2023-01-06 03:00:00+00:00,0.0,0.0,831.0,715.0,0.0,1546.0
2023-01-06 04:00:00+00:00,0.0,0.0,1112.0,830.0,0.0,1942.0
2023-01-06 05:00:00+00:00,0.0,0.0,1249.0,904.0,0.0,2153.0
2023-01-06 06:00:00+00:00,0.0,0.0,1273.0,841.0,0.0,2114.0
2023-01-06 07:00:00+00:00,0.0,0.0,1180.0,726.0,0.0,1906.0
2023-01-06 08:00:00+00:00,0.0,0.0,1079.0,622.0,0.0,1701.0
2023-01-06 09:00:00+00:00,0.0,0.0,1173.0,668.0,0.0,1841.0
2023-01-06 10:00:00+00:00,0.0,0.0,1170.0,615.0,0.0,1785.0
2023-01-06 11:00:00+00:00,0.0,0.0,1203.0,607.0,0.0,1810.0
2023-01-06 12:00:00+00:00,0.0,0.0,1289.0,759.0,0.0,2048.0
2023-01-06 13:00:00+00:00,0.0,0.0,1355.0,853.0,0.0,2208.0
2023-01-06 14:00:00+00:00,0.0,0.0,1571.0,1010.0,0.0,2581.0
2023-01-06 15:00:00+00:00,0.0,0.0,1544.0,1071.0,0.0,2615.0
2023-01-06 16:00:00+00:00,0.0,0.0,1474.0,983.0,0.0,2457.0
2023-01-06 17:00:00+00:00,0.0,0.0,1362.0,932.0,0.0,2294.0
2023-01-06 18:00:00+00:00,0.0,0.0,1386.0,992.0,0.0,2378.0
2023-01-06 19:00:00+00:00,0.0,0.0,1327.0,989.0,0.0,2316.0
2023-01-06 20:00:00+00:00,0.0,0.0,1348.0,988.0,0.0,2336.0
2023-01-06 21:00:00+00:00,0.0,0.0,1417.0,1086.0,0.0,2503.0
2023-01-06 22:00:00+00:00,0.0,0.0,1478.0,1170.0,0.0,2648.0
2023-01-06 23:00:00+00:00,0.0,0.0,1485.0,1138.0,0.0,2623.0
2023-01-07 00:00:00+00:00,0.0,0.0,1184.0,963.0,0.0,2147.0
2023-01-07 01:00:00+00:00,0.0,0.0,1151.0,906.0,0.0,2057.0
2023-01-07 02:00:00+00:00,0.0,0.0,1178.0,893.0,0.0,2071.0
2023-01-07 03:00:00+00:00,0.0,0.0,1173.0,877.0,0.0,2050.0
2023-01-07 04:00:00+00:00,0.0,0.0,992.0,819.0,0.0,1811.0
2023-01-07 05:00:00+00:00,0.0,0.0,1180.0,901.0,0.0,2081.0
2023-01-07 06:00:00+00:00,0.0,0.0,1152.0,845.0,0.0,1997.0
2023-01-07 07:00:00+00:00,0.0,0.0,1090.0,824.0,0.0,1914.0
2023-01-07 08:00:00+00:00,0.0,0.0,574.0,557.0,0.0,1131.0
2023-01-07 09:00:00+00:00,0.0,0.0,558.0,508.0,0.0,1066.0
2023-01-07 10:00:00+00:00,0.0,0.0,297.0,340.0,0.0,637.0
2023-01-07 11:00:00+00:00,0.0,0.0,161.0,273.0,0.0,434.0
2023-01-07 12:00:00+00:00,0.0,0.0,50.0,233.0,0.0,283.0
2023-01-07 13:00:00+00:00,0.0,0.0,6.0,262.0,0.0,268.0
2023-01-07 14:00:00+00:00,0.0,0.0,251.0,500.0,0.0,751.0
2023-01-07 15:00:00+00:00,0.0,0.0,621.0,742.0,0.0,1363.0
2023-01-07 16:00:00+00:00,0.0,0.0,846.0,843.0,0.0,1689.0
2023-01-07 17:00:00+00:00,0.0,0.0,950.0,926.0,0.0,1876.0
2023-01-07 18:00:00+00:00,0.0,0.0,860.0,819.0,0.0,1679.0
2023-01-07 19:00:00+00:00,0.0,0.0,977.0,904.0,0.0,1881.0
2023-01-07 20:00:00+00:00,0.0,0.0,938.0,850.0,0.0,1788.0
2023-01-07 21:00:00+00:00,0.0,0.0,1018.0,878.0,0.0,1896.0
2023-01-07 22:00:00+00:00,0.0,0.0,1167.0,936.0,0.0,2103.0
2023-01-07 23:00:00+00:00,0.0,0.0,1259.0,1043.0,0.0,2302.0
2023-01-08 00:00:00+00:00,0.0,0.0,1347.0,1000.0,0.0,2347.0
2023-01-08 01:00:00+00:00,0.0,74.0,1250.0,926.0,0.0,2250.0
2023-01-08 02:00:00+00:00,0.0,74.0,1165.0,886.0,0.0,2125.0
2023-01-08 03:00:00+00:00,0.0,50.0,1201.0,887.0,0.0,2138.0
2023-01-08 04:00:00+00:00,0.0,0.0,1346.0,982.0,0.0,2328.0
2023-01-08 05:00:00+00:00,0.0,0.0,1313.0,1034.0,0.0,2347.0
2023-01-08 06:00:00+00:00,0.0,0.0,1161.0,974.0,0.0,2135.0
2023-01-08 07:00:00+00:00,0.0,0.0,1120.0,895.0,0.0,2015.0
2023-01-08 08:00:00+00:00,0.0,0.0,1239.0,931.0,0.0,2170.0
2023-01-08 09:00:00+00:00,0.0,0.0,1563.0,1075.0,0.0,2638.0
2023-01-08 10:00:00+00:00,0.0,0.0,1621.0,1069.0,0.0,2690.0
2023-01-08 11:00:00+00:00,0.0,0.0,1544.0,983.0,0.0,2527.0
2023-01-08 12:00:00+00:00,0.0,0.0,1346.0,885.0,0.0,2231.0
2023-01-08 13:00:00+00:00,0.0,0.0,1306.0,888.0,0.0,2194.0
2023-01-08 14:00:00+00:00,0.0,0.0,1314.0,959.0,0.0,2273.0
2023-01-08 15:00:00+00:00,0.0,0.0,1383.0,1057.0,0.0,2440.0
2023-01-08 16:00:00+00:00,0.0,0.0,1283.0,948.0,0.0,2231.0
2023-01-08 17:00:00+00:00,0.0,0.0,1357.0,993.0,0.0,2350.0
2023-01-08 18:00:00+00:00,0.0,0.0,1381.0,968.0,0.0,2349.0
2023-01-08 19:00:00+00:00,0.0,0.0,1346.0,1009.0,0.0,2355.0
2023-01-08 20:00:00+00:00,0.0,0.0,1405.0,1004.0,0.0,2409.0
2023-01-08 21:00:00+00:00,0.0,0.0,1281.0,894.0,0.0,2175.0
2023-01-08 22:00:00+00:00,0.0,0.0,1074.0,711.0,0.0,1785.0
2023-01-08 23:00:00+00:00,0.0,0.0,1135.0,718.0,0.0,1853.0
2023-01-09 00:00:00+00:00,0.0,0.0,951.0,527.0,0.0,1478.0
2023-01-09 01:00:00+00:00,1.0,0.0,889.0,452.0,0.0,1342.0
2023-01-09 02:00:00+00:00,0.0,160.0,641.0,302.0,0.0,1103.0
2023-01-09 03:00:00+00:00,0.0,1.0,786.0,405.0,0.0,1192.0
2023-01-09 04:00:00+00:00,0.0,0.0,1064.0,670.0,0.0,1734.0
2023-01-09 05:00:00+00:00,0.0,0.0,940.0,756.0,0.0,1696.0
2023-01-09 06:00:00+00:00,0.0,0.0,950.0,794.0,0.0,1744.0
2023-01-09 07:00:00+00:00,0.0,0.0,938.0,741.0,0.0,1679.0
2023-01-09 08:00:00+00:00,0.0,0.0,985.0,731.0,0.0,1716.0
2023-01-09 09:00:00+00:00,0.0,0.0,990.0,732.0,0.0,1722.0
2023-01-09 10:00:00+00:00,0.0,0.0,911.0,682.0,0.0,1593.0
2023-01-09 11:00:00+00:00,0.0,0.0,729.0,581.0,0.0,1310.0
2023-01-09 12:00:00+00:00,0.0,0.0,811.0,592.0,0.0,1403.0
2023-01-09 13:00:00+00:00,0.0,0.0,761.0,624.0,0.0,1385.0
2023-01-09 14:00:00+00:00,0.0,0.0,623.0,558.0,0.0,1181.0
2023-01-09 15:00:00+00:00,0.0,0.0,673.0,596.0,0.0,1269.0
2023-01-09 16:00:00+00:00,0.0,0.0,387.0,426.0,0.0,813.0
2023-01-09 17:00:00+00:00,0.0,0.0,437.0,386.0,0.0,823.0
2023-01-09 18:00:00+00:00,0.0,0.0,427.0,402.0,0.0,829.0
2023-01-09 19:00:00+00:00,0.0,0.0,613.0,461.0,0.0,1074.0
2023-01-09 20:00:00+00:00,0.0,0.0,512.0,371.0,0.0,883.0
2023-01-09 21:00:00+00:00,0.0,0.0,578.0,336.0,0.0,914.0
2023-01-09 22:00:00+00:00,12.0,0.0,588.0,210.0,0.0,810.0
2023-01-09 23:00:00+00:00,201.0,0.0,743.0,262.0,0.0,1206.0
2023-01-10 00:00:00+00:00,468.0,0.0,779.0,122.0,0.0,1369.0
2023-01-10 01:00:00+00:00,568.0,0.0,710.0,48.0,0.0,1326.0
2023-01-10 02:00:00+00:00,329.0,0.0,609.0,86.0,0.0,1024.0
2023-01-10 03:00:00+00:00,76.0,0.0,482.0,38.0,0.0,596.0
2023-01-10 04:00:00+00:00,0.0,0.0,270.0,77.0,0.0,347.0
2023-01-10 05:00:00+00:00,0.0,0.0,587.0,381.0,0.0,968.0
2023-01-10 06:00:00+00:00,0.0,0.0,521.0,428.0,0.0,949.0
2023-01-10 07:00:00+00:00,0.0,0.0,430.0,313.0,0.0,743.0
2023-01-10 08:00:00+00:00,0.0,0.0,373.0,169.0,0.0,542.0
2023-01-10 09:00:00+00:00,0.0,0.0,432.0,179.0,0.0,611.0
2023-01-10 10:00:00+00:00,0.0,0.0,583.0,264.0,0.0,847.0
2023-01-10 11:00:00+00:00,0.0,0.0,524.0,209.0,0.0,733.0
2023-01-10 12:00:00+00:00,0.0,0.0,449.0,158.0,0.0,607.0
2023-01-10 13:00:00+00:00,0.0,0.0,553.0,273.0,0.0,826.0
2023-01-10 14:00:00+00:00,0.0,0.0,539.0,306.0,0.0,845.0
2023-01-10 15:00:00+00:00,0.0,0.0,594.0,341.0,0.0,935.0
2023-01-10 16:00:00+00:00,0.0,0.0,577.0,265.0,0.0,842.0
2023-01-10 17:00:00+00:00,0.0,0.0,613.0,268.0,0.0,881.0
2023-01-10 18:00:00+00:00,0.0,0.0,751.0,358.0,0.0,1109.0
2023-01-10 19:00:00+00:00,0.0,0.0,779.0,415.0,0.0,1194.0
2023-01-10 20:00:00+00:00,0.0,0.0,620.0,361.0,0.0,981.0
2023-01-10 21:00:00+00:00,0.0,0.0,869.0,483.0,0.0,1352.0
2023-01-10 22:00:00+00:00,0.0,9.0,820.0,390.0,0.0,1219.0
2023-01-10 23:00:00+00:00,0.0,249.0,850.0,441.0,0.0,1540.0
2023-01-11 00:00:00+00:00,0.0,475.0,792.0,388.0,12.0,1667.0
2023-01-11 01:00:00+00:00,0.0,492.0,641.0,266.0,283.0,1682.0
2023-01-11 02:00:00+00:00,0.0,492.0,650.0,349.0,87.0,1578.0
2023-01-11 03:00:00+00:00,0.0,492.0,940.0,547.0,0.0,1979.0
2023-01-11 04:00:00+00:00,0.0,255.0,1247.0,763.0,0.0,2265.0
2023-01-11 05:00:00+00:00,0.0,0.0,1316.0,848.0,0.0,2164.0
2023-01-11 06:00:00+00:00,0.0,0.0,1401.0,948.0,0.0,2349.0
2023-01-11 07:00:00+00:00,0.0,0.0,1306.0,966.0,0.0,2272.0
2023-01-11 08:00:00+00:00,0.0,0.0,1142.0,764.0,0.0,1906.0
2023-01-11 09:00:00+00:00,0.0,0.0,1062.0,700.0,0.0,1762.0
2023-01-11 10:00:00+00:00,0.0,0.0,919.0,591.0,0.0,1510.0
2023-01-11 11:00:00+00:00,0.0,0.0,951.0,649.0,0.0,1600.0
2023-01-11 12:00:00+00:00,0.0,0.0,989.0,650.0,0.0,1639.0
2023-01-11 13:00:00+00:00,0.0,0.0,1034.0,694.0,0.0,1728.0
2023-01-11 14:00:00+00:00,0.0,0.0,1285.0,854.0,0.0,2139.0
2023-01-11 15:00:00+00:00,0.0,0.0,1390.0,931.0,0.0,2321.0
2023-01-11 16:00:00+00:00,0.0,0.0,1424.0,874.0,0.0,2298.0
2023-01-11 17:00:00+00:00,0.0,0.0,1317.0,846.0,0.0,2163.0
2023-01-11 18:00:00+00:00,0.0,0.0,1377.0,892.0,0.0,2269.0
2023-01-11 19:00:00+00:00,0.0,0.0,1213.0,852.0,0.0,2065.0
2023-01-11 20:00:00+00:00,0.0,0.0,983.0,716.0,0.0,1699.0
2023-01-11 21:00:00+00:00,0.0,0.0,983.0,788.0,0.0,1771.0
2023-01-11 22:00:00+00:00,0.0,0.0,1161.0,938.0,0.0,2099.0
2023-01-11 23:00:00+00:00,0.0,0.0,1371.0,957.0,0.0,2328.0
2023-01-12 00:00:00+00:00,0.0,0.0,1497.0,962.0,0.0,2459.0
2023-01-12 01:00:00+00:00,0.0,0.0,1439.0,904.0,0.0,2343.0
2023-01-12 02:00:00+00:00,0.0,0.0,1347.0,864.0,0.0,2211.0
2023-01-12 03:00:00+00:00,0.0,0.0,1402.0,912.0,0.0,2314.0
2023-01-12 04:00:00+00:00,0.0,0.0,1463.0,975.0,0.0,2438.0
2023-01-12 05:00:00+00:00,0.0,0.0,1454.0,973.0,0.0,2427.0
2023-01-12 06:00:00+00:00,0.0,0.0,1354.0,854.0,0.0,2208.0
2023-01-12 07:00:00+00:00,0.0,0.0,1313.0,913.0,0.0,2226.0
2023-01-12 08:00:00+00:00,0.0,0.0,1258.0,854.0,0.0,2112.0
2023-01-12 09:00:00+00:00,0.0,0.0,1140.0,718.0,0.0,1858.0
2023-01-12 10:00:00+00:00,0.0,0.0,1129.0,693.0,0.0,1822.0
2023-01-12 11:00:00+00:00,0.0,0.0,1124.0,708.0,0.0,1832.0
2023-01-12 12:00:00+00:00,0.0,0.0,1098.0,695.0,0.0,1793.0
2023-01-12 13:00:00+00:00,0.0,0.0,1070.0,717.0,0.0,1787.0
2023-01-12 14:00:00+00:00,0.0,0.0,1132.0,732.0,0.0,1864.0
2023-01-12 15:00:00+00:00,0.0,0.0,1221.0,793.0,0.0,2014.0
2023-01-12 16:00:00+00:00,0.0,0.0,1332.0,891.0,0.0,2223.0
2023-01-12 17:00:00+00:00,0.0,0.0,1301.0,852.0,0.0,2153.0
2023-01-12 18:00:00+00:00,0.0,0.0,1361.0,969.0,0.0,2330.0
2023-01-12 19:00:00+00:00,0.0,0.0,1466.0,1062.0,0.0,2528.0
2023-01-12 20:00:00+00:00,0.0,0.0,1449.0,1111.0,0.0,2560.0
2023-01-12 21:00:00+00:00,0.0,0.0,1439.0,1115.0,0.0,2554.0
2023-01-12 22:00:00+00:00,0.0,0.0,1450.0,1125.0,0.0,2575.0
2023-01-12 23:00:00+00:00,0.0,0.0,1477.0,1122.0,0.0,2599.0
2023-01-13 00:00:00+00:00,0.0,0.0,1476.0,1056.0,0.0,2532.0
2023-01-13 01:00:00+00:00,0.0,0.0,1480.0,1059.0,0.0,2539.0
2023-01-13 02:00:00+00:00,0.0,0.0,1425.0,1062.0,0.0,2487.0
2023-01-13 03:00:00+00:00,0.0,0.0,1486.0,1088.0,0.0,2574.0
2023-01-13 04:00:00+00:00,0.0,0.0,1477.0,1089.0,0.0,2566.0
2023-01-13 05:00:00+00:00,0.0,0.0,1332.0,1047.0,0.0,2379.0
2023-01-13 06:00:00+00:00,0.0,0.0,1225.0,1010.0,0.0,2235.0
2023-01-13 07:00:00+00:00,0.0,0.0,1209.0,948.0,0.0,2157.0
2023-01-13 08:00:00+00:00,0.0,0.0,970.0,746.0,0.0,1716.0
2023-01-13 09:00:00+00:00,0.0,0.0,855.0,655.0,0.0,1510.0
2023-01-13 10:00:00+00:00,0.0,0.0,990.0,732.0,0.0,1722.0
2023-01-13 11:00:00+00:00,0.0,0.0,985.0,747.0,0.0,1732.0
2023-01-13 12:00:00+00:00,0.0,0.0,1308.0,869.0,0.0,2177.0
2023-01-13 13:00:00+00:00,0.0,0.0,1169.0,807.0,0.0,1976.0
2023-01-13 14:00:00+00:00,0.0,0.0,1146.0,813.0,0.0,1959.0
2023-01-13 15:00:00+00:00,0.0,0.0,912.0,761.0,0.0,1673.0
2023-01-13 16:00:00+00:00,0.0,0.0,1011.0,783.0,0.0,1794.0
2023-01-13 17:00:00+00:00,0.0,0.0,1187.0,876.0,0.0,2063.0
2023-01-13 18:00:00+00:00,0.0,0.0,1315.0,926.0,0.0,2241.0
2023-01-13 19:00:00+00:00,0.0,0.0,1304.0,924.0,0.0,2228.0
2023-01-13 20:00:00+00:00,0.0,0.0,1321.0,876.0,0.0,2197.0
2023-01-13 21:00:00+00:00,0.0,0.0,1464.0,1035.0,0.0,2499.0
2023-01-13 22:00:00+00:00,0.0,0.0,1252.0,998.0,0.0,2250.0
2023-01-13 23:00:00+00:00,0.0,0.0,1148.0,942.0,0.0,2090.0
2023-01-14 00:00:00+00:00,0.0,0.0,1188.0,967.0,0.0,2155.0
2023-01-14 01:00:00+00:00,0.0,0.0,1188.0,959.0,0.0,2147.0
2023-01-14 02:00:00+00:00,0.0,0.0,1216.0,910.0,0.0,2126.0
2023-01-14 03:00:00+00:00,0.0,0.0,1337.0,920.0,0.0,2257.0
2023-01-14 04:00:00+00:00,0.0,0.0,1280.0,846.0,0.0,2126.0
2023-01-14 05:00:00+00:00,0.0,0.0,1280.0,867.0,0.0,2147.0
2023-01-14 06:00:00+00:00,0.0,0.0,1014.0,793.0,0.0,1807.0
2023-01-14 07:00:00+00:00,0.0,0.0,865.0,724.0,0.0,1589.0
2023-01-14 08:00:00+00:00,0.0,0.0,829.0,743.0,0.0,1572.0
2023-01-14 09:00:00+00:00,0.0,0.0,982.0,737.0,0.0,1719.0
2023-01-14 10:00:00+00:00,0.0,0.0,940.0,681.0,0.0,1621.0
2023-01-14 11:00:00+00:00,0.0,0.0,928.0,678.0,0.0,1606.0
2023-01-14 12:00:00+00:00,0.0,0.0,965.0,690.0,0.0,1655.0
2023-01-14 13:00:00+00:00,0.0,0.0,928.0,655.0,0.0,1583.0
2023-01-14 14:00:00+00:00,0.0,0.0,969.0,635.0,0.0,1604.0
