,FI,LV,RU,sum
2023-03-20 20:00:00+00:00,0.0,174.0,285.0,459.0
2023-03-20 21:00:00+00:00,0.0,53.0,233.0,286.0
2023-03-20 22:00:00+00:00,0.0,63.0,235.0,298.0
2023-03-20 23:00:00+00:00,0.0,157.0,285.0,442.0
2023-03-21 00:00:00+00:00,0.0,221.0,372.0,593.0
2023-03-21 01:00:00+00:00,0.0,237.0,379.0,616.0
2023-03-21 02:00:00+00:00,0.0,270.0,339.0,609.0
2023-03-21 03:00:00+00:00,0.0,259.0,332.0,591.0
2023-03-21 04:00:00+00:00,0.0,220.0,319.0,539.0
2023-03-21 05:00:00+00:00,0.0,185.0,243.0,428.0
2023-03-21 06:00:00+00:00,0.0,140.0,188.0,328.0
2023-03-21 07:00:00+00:00,0.0,139.0,172.0,311.0
2023-03-21 08:00:00+00:00,0.0,140.0,199.0,339.0
2023-03-21 09:00:00+00:00,0.0,183.0,210.0,393.0
2023-03-21 10:00:00+00:00,0.0,230.0,271.0,501.0
2023-03-21 11:00:00+00:00,0.0,241.0,323.0,564.0
2023-03-21 12:00:00+00:00,0.0,266.0,325.0,591.0
2023-03-21 13:00:00+00:00,0.0,261.0,302.0,563.0
2023-03-21 14:00:00+00:00,0.0,236.0,263.0,499.0
2023-03-21 15:00:00+00:00,0.0,258.0,171.0,429.0
2023-03-21 16:00:00+00:00,0.0,210.0,148.0,358.0
2023-03-21 17:00:00+00:00,0.0,193.0,137.0,330.0
2023-03-21 18:00:00+00:00,0.0,238.0,129.0,367.0
2023-03-21 19:00:00+00:00,0.0,239.0,165.0,404.0
2023-03-21 20:00:00+00:00,0.0,230.0,195.0,425.0
2023-03-21 21:00:00+00:00,0.0,276.0,220.0,496.0
2023-03-21 22:00:00+00:00,0.0,269.0,237.0,506.0
2023-03-21 23:00:00+00:00,0.0,3.0,43.0,46.0
2023-03-22 00:00:00+00:00,0.0,0.0,9.0,9.0
2023-03-22 01:00:00+00:00,0.0,5.0,11.0,16.0
2023-03-22 02:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-22 03:00:00+00:00,0.0,7.0,0.0,7.0
2023-03-22 04:00:00+00:00,0.0,0.0,34.0,34.0
2023-03-22 05:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-22 06:00:00+00:00,0.0,0.0,38.0,38.0
2023-03-22 07:00:00+00:00,0.0,0.0,54.0,54.0
2023-03-22 08:00:00+00:00,0.0,0.0,40.0,40.0
2023-03-22 09:00:00+00:00,0.0,0.0,11.0,11.0
2023-03-22 10:00:00+00:00,0.0,0.0,71.0,71.0
2023-03-22 11:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-22 12:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-22 13:00:00+00:00,0.0,119.0,136.0,255.0
2023-03-22 14:00:00+00:00,0.0,155.0,198.0,353.0
2023-03-22 15:00:00+00:00,0.0,76.0,99.0,175.0
2023-03-22 16:00:00+00:00,0.0,140.0,132.0,272.0
2023-03-22 17:00:00+00:00,0.0,132.0,166.0,298.0
2023-03-22 18:00:00+00:00,0.0,90.0,123.0,213.0
2023-03-22 19:00:00+00:00,0.0,131.0,115.0,246.0
2023-03-22 20:00:00+00:00,0.0,0.0,60.0,60.0
2023-03-22 21:00:00+00:00,0.0,0.0,115.0,115.0
2023-03-22 22:00:00+00:00,0.0,0.0,133.0,133.0
2023-03-22 23:00:00+00:00,0.0,0.0,71.0,71.0
2023-03-23 00:00:00+00:00,0.0,113.0,242.0,355.0
2023-03-23 01:00:00+00:00,0.0,174.0,237.0,411.0
2023-03-23 02:00:00+00:00,0.0,207.0,230.0,437.0
2023-03-23 03:00:00+00:00,0.0,262.0,207.0,469.0
2023-03-23 04:00:00+00:00,0.0,193.0,142.0,335.0
2023-03-23 05:00:00+00:00,0.0,228.0,157.0,385.0
2023-03-23 06:00:00+00:00,0.0,259.0,199.0,458.0
2023-03-23 07:00:00+00:00,0.0,278.0,224.0,502.0
2023-03-23 08:00:00+00:00,0.0,291.0,243.0,534.0
2023-03-23 09:00:00+00:00,0.0,205.0,113.0,318.0
2023-03-23 10:00:00+00:00,0.0,113.0,16.0,129.0
2023-03-23 11:00:00+00:00,0.0,23.0,0.0,23.0
2023-03-23 12:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-23 13:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-23 14:00:00+00:00,0.0,18.0,0.0,18.0
2023-03-23 15:00:00+00:00,0.0,45.0,0.0,45.0
2023-03-23 16:00:00+00:00,0.0,35.0,20.0,55.0
2023-03-23 17:00:00+00:00,0.0,45.0,0.0,45.0
2023-03-23 18:00:00+00:00,0.0,59.0,0.0,59.0
2023-03-23 19:00:00+00:00,0.0,63.0,0.0,63.0
2023-03-23 20:00:00+00:00,0.0,35.0,0.0,35.0
2023-03-23 21:00:00+00:00,0.0,9.0,16.0,25.0
2023-03-23 22:00:00+00:00,0.0,0.0,7.0,7.0
2023-03-23 23:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 01:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 02:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 03:00:00+00:00,0.0,61.0,0.0,61.0
2023-03-24 04:00:00+00:00,0.0,118.0,0.0,118.0
2023-03-24 05:00:00+00:00,0.0,158.0,0.0,158.0
2023-03-24 06:00:00+00:00,0.0,120.0,0.0,120.0
2023-03-24 07:00:00+00:00,0.0,169.0,0.0,169.0
2023-03-24 08:00:00+00:00,0.0,93.0,0.0,93.0
2023-03-24 09:00:00+00:00,0.0,62.0,0.0,62.0
2023-03-24 10:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 11:00:00+00:00,70.0,0.0,0.0,70.0
2023-03-24 12:00:00+00:00,154.0,0.0,0.0,154.0
2023-03-24 13:00:00+00:00,50.0,0.0,0.0,50.0
2023-03-24 14:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 15:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 16:00:00+00:00,0.0,13.0,0.0,13.0
2023-03-24 17:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 18:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-24 19:00:00+00:00,0.0,80.0,0.0,80.0
2023-03-24 20:00:00+00:00,0.0,146.0,0.0,146.0
2023-03-24 21:00:00+00:00,0.0,113.0,0.0,113.0
2023-03-24 22:00:00+00:00,0.0,155.0,0.0,155.0
2023-03-24 23:00:00+00:00,0.0,44.0,0.0,44.0
2023-03-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-25 01:00:00+00:00,0.0,77.0,0.0,77.0
2023-03-25 02:00:00+00:00,0.0,198.0,0.0,198.0
2023-03-25 03:00:00+00:00,0.0,173.0,0.0,173.0
2023-03-25 04:00:00+00:00,0.0,110.0,0.0,110.0
2023-03-25 05:00:00+00:00,0.0,26.0,0.0,26.0
2023-03-25 06:00:00+00:00,21.0,0.0,0.0,21.0
2023-03-25 07:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-25 08:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-25 09:00:00+00:00,8.0,0.0,0.0,8.0
2023-03-25 10:00:00+00:00,203.0,0.0,0.0,203.0
2023-03-25 11:00:00+00:00,147.0,0.0,0.0,147.0
2023-03-25 12:00:00+00:00,19.0,0.0,0.0,19.0
2023-03-25 13:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-25 14:00:00+00:00,0.0,0.0,0.0,0.0
2023-03-25 15:00:00+00:00,0.0,107.0,0.0,107.0
2023-03-25 16:00:00+00:00,0.0,178.0,0.0,178.0
2023-03-25 17:00:00+00:00,0.0,182.0,0.0,182.0
2023-03-25 18:00:00+00:00,0.0,334.0,72.0,406.0
2023-03-25 19:00:00+00:00,0.0,282.0,56.0,338.0
2023-03-25 20:00:00+00:00,0.0,84.0,0.0,84.0
2023-03-25 21:00:00+00:00,0.0,153.0,14.0,167.0
2023-03-25 22:00:00+00:00,0.0,89.0,0.0,89.0
2023-03-25 23:00:00+00:00,0.0,77.0,0.0,77.0
2023-03-26 00:00:00+00:00,0.0,137.0,0.0,137.0
2023-03-26 01:00:00+00:00,0.0,97.0,0.0,97.0
2023-03-26 02:00:00+00:00,0.0,102.0,0.0,102.0
2023-03-26 03:00:00+00:00,0.0,84.0,0.0,84.0
2023-03-26 04:00:00+00:00,0.0,109.0,0.0,109.0
2023-03-26 05:00:00+00:00,0.0,104.0,0.0,104.0
2023-03-26 06:00:00+00:00,0.0,125.0,0.0,125.0
2023-03-26 07:00:00+00:00,0.0,119.0,0.0,119.0
2023-03-26 08:00:00+00:00,0.0,95.0,0.0,95.0
2023-03-26 09:00:00+00:00,0.0,97.0,0.0,97.0
2023-03-26 10:00:00+00:00,0.0,123.0,0.0,123.0
2023-03-26 11:00:00+00:00,0.0,111.0,0.0,111.0
2023-03-26 12:00:00+00:00,0.0,74.0,0.0,74.0
2023-03-26 13:00:00+00:00,0.0,79.0,0.0,79.0
2023-03-26 14:00:00+00:00,0.0,98.0,0.0,98.0
2023-03-26 15:00:00+00:00,0.0,285.0,0.0,285.0
2023-03-26 16:00:00+00:00,0.0,347.0,45.0,392.0
2023-03-26 17:00:00+00:00,0.0,314.0,52.0,366.0
2023-03-26 18:00:00+00:00,0.0,310.0,58.0,368.0
2023-03-26 19:00:00+00:00,0.0,255.0,57.0,312.0
2023-03-26 20:00:00+00:00,0.0,273.0,75.0,348.0
2023-03-26 21:00:00+00:00,0.0,316.0,44.0,360.0
2023-03-26 22:00:00+00:00,0.0,308.0,88.0,396.0
2023-03-26 23:00:00+00:00,0.0,272.0,51.0,323.0
2023-03-27 00:00:00+00:00,0.0,294.0,61.0,355.0
2023-03-27 01:00:00+00:00,0.0,306.0,27.0,333.0
2023-03-27 02:00:00+00:00,0.0,259.0,0.0,259.0
2023-03-27 03:00:00+00:00,0.0,239.0,0.0,239.0
2023-03-27 04:00:00+00:00,0.0,314.0,0.0,314.0
2023-03-27 05:00:00+00:00,0.0,287.0,15.0,302.0
2023-03-27 06:00:00+00:00,0.0,214.0,69.0,283.0
2023-03-27 07:00:00+00:00,0.0,181.0,116.0,297.0
2023-03-27 08:00:00+00:00,0.0,166.0,115.0,281.0
2023-03-27 09:00:00+00:00,0.0,52.0,0.0,52.0
2023-03-27 10:00:00+00:00,0.0,42.0,13.0,55.0
2023-03-27 11:00:00+00:00,0.0,88.0,42.0,130.0
2023-03-27 12:00:00+00:00,0.0,84.0,63.0,147.0
2023-03-27 13:00:00+00:00,0.0,74.0,34.0,108.0
2023-03-27 14:00:00+00:00,0.0,102.0,51.0,153.0
2023-03-27 15:00:00+00:00,0.0,182.0,162.0,344.0
2023-03-27 16:00:00+00:00,0.0,205.0,200.0,405.0
2023-03-27 17:00:00+00:00,0.0,180.0,189.0,369.0
2023-03-27 18:00:00+00:00,0.0,142.0,179.0,321.0
2023-03-27 19:00:00+00:00,0.0,123.0,156.0,279.0
2023-03-27 20:00:00+00:00,0.0,147.0,180.0,327.0
2023-03-27 21:00:00+00:00,0.0,153.0,203.0,356.0
2023-03-27 22:00:00+00:00,0.0,138.0,168.0,306.0
2023-03-27 23:00:00+00:00,0.0,145.0,192.0,337.0
2023-03-28 00:00:00+00:00,0.0,148.0,183.0,331.0
2023-03-28 01:00:00+00:00,0.0,143.0,171.0,314.0
2023-03-28 02:00:00+00:00,0.0,170.0,155.0,325.0
2023-03-28 03:00:00+00:00,0.0,200.0,178.0,378.0
2023-03-28 04:00:00+00:00,0.0,212.0,170.0,382.0
2023-03-28 05:00:00+00:00,0.0,168.0,135.0,303.0
2023-03-28 06:00:00+00:00,0.0,172.0,151.0,323.0
2023-03-28 07:00:00+00:00,0.0,181.0,182.0,363.0
2023-03-28 08:00:00+00:00,0.0,178.0,163.0,341.0
2023-03-28 09:00:00+00:00,0.0,173.0,175.0,348.0
2023-03-28 10:00:00+00:00,0.0,119.0,116.0,235.0
2023-03-28 11:00:00+00:00,0.0,60.0,48.0,108.0
2023-03-28 12:00:00+00:00,0.0,72.0,136.0,208.0
2023-03-28 13:00:00+00:00,0.0,84.0,179.0,263.0
2023-03-28 14:00:00+00:00,0.0,136.0,169.0,305.0
2023-03-28 15:00:00+00:00,0.0,174.0,174.0,348.0
2023-03-28 16:00:00+00:00,0.0,171.0,170.0,341.0
2023-03-28 17:00:00+00:00,0.0,140.0,167.0,307.0
2023-03-28 18:00:00+00:00,0.0,159.0,168.0,327.0
2023-03-28 19:00:00+00:00,0.0,176.0,199.0,375.0
2023-03-28 20:00:00+00:00,0.0,178.0,215.0,393.0
2023-03-28 21:00:00+00:00,0.0,167.0,152.0,319.0
2023-03-28 22:00:00+00:00,0.0,192.0,184.0,376.0
2023-03-28 23:00:00+00:00,0.0,165.0,182.0,347.0
2023-03-29 00:00:00+00:00,0.0,170.0,131.0,301.0
2023-03-29 01:00:00+00:00,0.0,173.0,127.0,300.0
2023-03-29 02:00:00+00:00,0.0,197.0,128.0,325.0
2023-03-29 03:00:00+00:00,0.0,223.0,170.0,393.0
2023-03-29 04:00:00+00:00,0.0,237.0,162.0,399.0
2023-03-29 05:00:00+00:00,0.0,161.0,71.0,232.0
2023-03-29 06:00:00+00:00,0.0,184.0,165.0,349.0
2023-03-29 07:00:00+00:00,0.0,214.0,186.0,400.0
2023-03-29 08:00:00+00:00,0.0,137.0,64.0,201.0
2023-03-29 09:00:00+00:00,0.0,141.0,46.0,187.0
2023-03-29 10:00:00+00:00,0.0,220.0,200.0,420.0
2023-03-29 11:00:00+00:00,0.0,256.0,268.0,524.0
2023-03-29 12:00:00+00:00,0.0,255.0,284.0,539.0
2023-03-29 13:00:00+00:00,0.0,250.0,259.0,509.0
2023-03-29 14:00:00+00:00,0.0,246.0,218.0,464.0
2023-03-29 15:00:00+00:00,0.0,224.0,189.0,413.0
2023-03-29 16:00:00+00:00,0.0,194.0,180.0,374.0
2023-03-29 17:00:00+00:00,0.0,148.0,129.0,277.0
2023-03-29 18:00:00+00:00,0.0,166.0,147.0,313.0
2023-03-29 19:00:00+00:00,0.0,186.0,144.0,330.0
2023-03-29 20:00:00+00:00,0.0,133.0,144.0,277.0
2023-03-29 21:00:00+00:00,0.0,98.0,42.0,140.0
2023-03-29 22:00:00+00:00,0.0,54.0,0.0,54.0
2023-03-29 23:00:00+00:00,0.0,59.0,0.0,59.0
2023-03-30 00:00:00+00:00,0.0,57.0,0.0,57.0
2023-03-30 01:00:00+00:00,0.0,63.0,0.0,63.0
2023-03-30 02:00:00+00:00,0.0,34.0,0.0,34.0
2023-03-30 03:00:00+00:00,0.0,18.0,0.0,18.0
2023-03-30 04:00:00+00:00,0.0,54.0,0.0,54.0
2023-03-30 05:00:00+00:00,0.0,82.0,0.0,82.0
2023-03-30 06:00:00+00:00,0.0,122.0,0.0,122.0
2023-03-30 07:00:00+00:00,0.0,138.0,29.0,167.0
2023-03-30 08:00:00+00:00,0.0,112.0,0.0,112.0
2023-03-30 09:00:00+00:00,0.0,110.0,5.0,115.0
2023-03-30 10:00:00+00:00,0.0,99.0,0.0,99.0
2023-03-30 11:00:00+00:00,0.0,99.0,0.0,99.0
2023-03-30 12:00:00+00:00,0.0,135.0,29.0,164.0
2023-03-30 13:00:00+00:00,0.0,157.0,97.0,254.0
2023-03-30 14:00:00+00:00,0.0,157.0,66.0,223.0
2023-03-30 15:00:00+00:00,0.0,152.0,90.0,242.0
2023-03-30 16:00:00+00:00,0.0,183.0,144.0,327.0
2023-03-30 17:00:00+00:00,0.0,184.0,187.0,371.0
2023-03-30 18:00:00+00:00,0.0,212.0,195.0,407.0
2023-03-30 19:00:00+00:00,0.0,215.0,200.0,415.0
2023-03-30 20:00:00+00:00,0.0,183.0,168.0,351.0
2023-03-30 21:00:00+00:00,0.0,148.0,135.0,283.0
2023-03-30 22:00:00+00:00,0.0,151.0,110.0,261.0
2023-03-30 23:00:00+00:00,0.0,146.0,88.0,234.0
2023-03-31 00:00:00+00:00,0.0,154.0,90.0,244.0
2023-03-31 01:00:00+00:00,0.0,161.0,61.0,222.0
2023-03-31 02:00:00+00:00,0.0,192.0,99.0,291.0
2023-03-31 03:00:00+00:00,0.0,208.0,139.0,347.0
2023-03-31 04:00:00+00:00,0.0,234.0,136.0,370.0
2023-03-31 05:00:00+00:00,0.0,199.0,116.0,315.0
2023-03-31 06:00:00+00:00,0.0,201.0,127.0,328.0
2023-03-31 07:00:00+00:00,0.0,224.0,157.0,381.0
2023-03-31 08:00:00+00:00,0.0,239.0,166.0,405.0
2023-03-31 09:00:00+00:00,0.0,228.0,186.0,414.0
2023-03-31 10:00:00+00:00,0.0,206.0,197.0,403.0
2023-03-31 11:00:00+00:00,0.0,229.0,175.0,404.0
2023-03-31 12:00:00+00:00,0.0,217.0,161.0,378.0
2023-03-31 13:00:00+00:00,0.0,216.0,204.0,420.0
2023-03-31 14:00:00+00:00,0.0,224.0,228.0,452.0
2023-03-31 15:00:00+00:00,0.0,209.0,200.0,409.0
2023-03-31 16:00:00+00:00,0.0,156.0,109.0,265.0
2023-03-31 17:00:00+00:00,0.0,141.0,102.0,243.0
2023-03-31 18:00:00+00:00,0.0,165.0,186.0,351.0
2023-03-31 19:00:00+00:00,0.0,111.0,123.0,234.0
2023-03-31 20:00:00+00:00,0.0,32.0,0.0,32.0
2023-03-31 21:00:00+00:00,0.0,53.0,49.0,102.0
2023-03-31 22:00:00+00:00,0.0,45.0,96.0,141.0
2023-03-31 23:00:00+00:00,0.0,84.0,114.0,198.0
2023-04-01 00:00:00+00:00,0.0,100.0,102.0,202.0
2023-04-01 01:00:00+00:00,0.0,107.0,100.0,207.0
2023-04-01 02:00:00+00:00,0.0,105.0,87.0,192.0
2023-04-01 03:00:00+00:00,0.0,140.0,142.0,282.0
2023-04-01 04:00:00+00:00,0.0,138.0,118.0,256.0
2023-04-01 05:00:00+00:00,0.0,103.0,37.0,140.0
2023-04-01 06:00:00+00:00,0.0,48.0,0.0,48.0
2023-04-01 07:00:00+00:00,0.0,73.0,0.0,73.0
2023-04-01 08:00:00+00:00,0.0,74.0,0.0,74.0
2023-04-01 09:00:00+00:00,0.0,67.0,0.0,67.0
2023-04-01 10:00:00+00:00,0.0,99.0,9.0,108.0
2023-04-01 11:00:00+00:00,0.0,79.0,9.0,88.0
2023-04-01 12:00:00+00:00,0.0,76.0,21.0,97.0
2023-04-01 13:00:00+00:00,0.0,45.0,0.0,45.0
2023-04-01 14:00:00+00:00,0.0,37.0,0.0,37.0
2023-04-01 15:00:00+00:00,0.0,31.0,0.0,31.0
2023-04-01 16:00:00+00:00,0.0,19.0,0.0,19.0
2023-04-01 17:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-01 18:00:00+00:00,0.0,20.0,0.0,20.0
2023-04-01 19:00:00+00:00,0.0,36.0,0.0,36.0
2023-04-01 20:00:00+00:00,0.0,23.0,0.0,23.0
2023-04-01 21:00:00+00:00,0.0,131.0,142.0,273.0
2023-04-01 22:00:00+00:00,0.0,111.0,164.0,275.0
2023-04-01 23:00:00+00:00,0.0,95.0,131.0,226.0
2023-04-02 00:00:00+00:00,0.0,103.0,114.0,217.0
2023-04-02 01:00:00+00:00,0.0,107.0,122.0,229.0
2023-04-02 02:00:00+00:00,0.0,126.0,97.0,223.0
2023-04-02 03:00:00+00:00,0.0,120.0,127.0,247.0
2023-04-02 04:00:00+00:00,0.0,129.0,137.0,266.0
2023-04-02 05:00:00+00:00,0.0,79.0,43.0,122.0
2023-04-02 06:00:00+00:00,0.0,43.0,0.0,43.0
2023-04-02 07:00:00+00:00,0.0,50.0,4.0,54.0
2023-04-02 08:00:00+00:00,0.0,19.0,22.0,41.0
2023-04-02 09:00:00+00:00,83.0,0.0,0.0,83.0
2023-04-02 10:00:00+00:00,9.0,0.0,0.0,9.0
2023-04-02 11:00:00+00:00,357.0,0.0,0.0,357.0
2023-04-02 12:00:00+00:00,582.0,0.0,0.0,582.0
2023-04-02 13:00:00+00:00,433.0,0.0,0.0,433.0
2023-04-02 14:00:00+00:00,273.0,0.0,0.0,273.0
2023-04-02 15:00:00+00:00,191.0,0.0,0.0,191.0
2023-04-02 16:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-02 17:00:00+00:00,0.0,96.0,111.0,207.0
2023-04-02 18:00:00+00:00,0.0,91.0,160.0,251.0
2023-04-02 19:00:00+00:00,0.0,67.0,79.0,146.0
2023-04-02 20:00:00+00:00,0.0,21.0,36.0,57.0
2023-04-02 21:00:00+00:00,0.0,9.0,0.0,9.0
2023-04-02 22:00:00+00:00,0.0,24.0,0.0,24.0
2023-04-02 23:00:00+00:00,0.0,29.0,0.0,29.0
2023-04-03 00:00:00+00:00,0.0,27.0,0.0,27.0
2023-04-03 01:00:00+00:00,0.0,29.0,0.0,29.0
2023-04-03 02:00:00+00:00,0.0,21.0,0.0,21.0
2023-04-03 03:00:00+00:00,0.0,63.0,0.0,63.0
2023-04-03 04:00:00+00:00,0.0,46.0,0.0,46.0
2023-04-03 05:00:00+00:00,0.0,64.0,3.0,67.0
2023-04-03 06:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 07:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 08:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 09:00:00+00:00,15.0,0.0,0.0,15.0
2023-04-03 10:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 11:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 12:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 13:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 14:00:00+00:00,0.0,0.0,0.0,0.0
2023-04-03 15:00:00+00:00,0.0,20.0,35.0,55.0
2023-04-03 16:00:00+00:00,0.0,116.0,117.0,233.0
2023-04-03 17:00:00+00:00,0.0,187.0,258.0,445.0
2023-04-03 18:00:00+00:00,0.0,159.0,260.0,419.0
2023-04-03 19:00:00+00:00,0.0,82.0,154.0,236.0
2023-04-03 20:00:00+00:00,0.0,76.0,129.0,205.0
2023-04-03 21:00:00+00:00,0.0,92.0,139.0,231.0
2023-04-03 22:00:00+00:00,0.0,30.0,10.0,40.0
2023-04-03 23:00:00+00:00,0.0,38.0,1.0,39.0
2023-04-04 00:00:00+00:00,0.0,39.0,1.0,40.0
2023-04-04 01:00:00+00:00,0.0,49.0,24.0,73.0
2023-04-04 02:00:00+00:00,0.0,27.0,49.0,76.0
2023-04-04 03:00:00+00:00,0.0,84.0,2.0,86.0
2023-04-04 04:00:00+00:00,0.0,196.0,179.0,375.0
2023-04-04 05:00:00+00:00,0.0,87.0,0.0,87.0
2023-04-04 06:00:00+00:00,0.0,45.0,0.0,45.0
2023-04-04 07:00:00+00:00,0.0,20.0,0.0,20.0
2023-04-04 08:00:00+00:00,0.0,18.0,17.0,35.0
2023-04-04 09:00:00+00:00,0.0,193.0,353.0,546.0
2023-04-04 10:00:00+00:00,0.0,126.0,225.0,351.0
2023-04-04 11:00:00+00:00,0.0,115.0,211.0,326.0
2023-04-04 12:00:00+00:00,0.0,117.0,193.0,310.0
2023-04-04 13:00:00+00:00,0.0,118.0,186.0,304.0
2023-04-04 14:00:00+00:00,0.0,177.0,309.0,486.0
2023-04-04 15:00:00+00:00,0.0,162.0,298.0,460.0
2023-04-04 16:00:00+00:00,0.0,152.0,275.0,427.0
2023-04-04 17:00:00+00:00,0.0,146.0,251.0,397.0
2023-04-04 18:00:00+00:00,0.0,152.0,265.0,417.0
2023-04-04 19:00:00+00:00,0.0,158.0,263.0,421.0
2023-04-04 20:00:00+00:00,0.0,50.0,99.0,149.0
2023-04-04 21:00:00+00:00,0.0,25.0,43.0,68.0
2023-04-04 22:00:00+00:00,0.0,47.0,68.0,115.0
2023-04-04 23:00:00+00:00,0.0,51.0,50.0,101.0
2023-04-05 00:00:00+00:00,0.0,55.0,98.0,153.0
2023-04-05 01:00:00+00:00,0.0,55.0,70.0,125.0
2023-04-05 02:00:00+00:00,0.0,60.0,59.0,119.0
2023-04-05 03:00:00+00:00,0.0,179.0,206.0,385.0
2023-04-05 04:00:00+00:00,0.0,180.0,243.0,423.0
2023-04-05 05:00:00+00:00,0.0,153.0,179.0,332.0
2023-04-05 06:00:00+00:00,0.0,125.0,179.0,304.0
2023-04-05 07:00:00+00:00,0.0,113.0,209.0,322.0
2023-04-05 08:00:00+00:00,0.0,94.0,208.0,302.0
2023-04-05 09:00:00+00:00,0.0,120.0,262.0,382.0
2023-04-05 10:00:00+00:00,0.0,120.0,254.0,374.0
2023-04-05 11:00:00+00:00,0.0,116.0,235.0,351.0
2023-04-05 12:00:00+00:00,0.0,124.0,227.0,351.0
2023-04-05 13:00:00+00:00,0.0,135.0,237.0,372.0
2023-04-05 14:00:00+00:00,0.0,124.0,252.0,376.0
2023-04-05 15:00:00+00:00,0.0,132.0,247.0,379.0
2023-04-05 16:00:00+00:00,0.0,156.0,250.0,406.0
2023-04-05 17:00:00+00:00,0.0,136.0,264.0,400.0
2023-04-05 18:00:00+00:00,0.0,159.0,274.0,433.0
2023-04-05 19:00:00+00:00,0.0,175.0,309.0,484.0
2023-04-05 20:00:00+00:00,0.0,137.0,239.0,376.0
2023-04-05 21:00:00+00:00,0.0,105.0,234.0,339.0
2023-04-05 22:00:00+00:00,0.0,93.0,196.0,289.0
2023-04-05 23:00:00+00:00,0.0,96.0,201.0,297.0
2023-04-06 00:00:00+00:00,0.0,105.0,206.0,311.0
2023-04-06 01:00:00+00:00,0.0,105.0,197.0,302.0
2023-04-06 02:00:00+00:00,0.0,107.0,202.0,309.0
2023-04-06 03:00:00+00:00,0.0,91.0,140.0,231.0
2023-04-06 04:00:00+00:00,0.0,120.0,247.0,367.0
2023-04-06 05:00:00+00:00,0.0,126.0,231.0,357.0
2023-04-06 06:00:00+00:00,0.0,115.0,209.0,324.0
2023-04-06 07:00:00+00:00,0.0,88.0,125.0,213.0
2023-04-06 08:00:00+00:00,0.0,38.0,106.0,144.0
2023-04-06 09:00:00+00:00,0.0,44.0,94.0,138.0
2023-04-06 10:00:00+00:00,0.0,69.0,124.0,193.0
2023-04-06 11:00:00+00:00,0.0,105.0,175.0,280.0
2023-04-06 12:00:00+00:00,0.0,142.0,227.0,369.0
2023-04-06 13:00:00+00:00,0.0,183.0,236.0,419.0
2023-04-06 14:00:00+00:00,0.0,176.0,167.0,343.0
2023-04-06 15:00:00+00:00,0.0,237.0,190.0,427.0
2023-04-06 16:00:00+00:00,0.0,224.0,154.0,378.0
2023-04-06 17:00:00+00:00,0.0,208.0,172.0,380.0
2023-04-06 18:00:00+00:00,0.0,205.0,155.0,360.0
2023-04-06 19:00:00+00:00,0.0,242.0,186.0,428.0
2023-04-06 20:00:00+00:00,0.0,256.0,193.0,449.0
2023-04-06 21:00:00+00:00,0.0,201.0,165.0,366.0
2023-04-06 22:00:00+00:00,0.0,177.0,191.0,368.0
2023-04-06 23:00:00+00:00,0.0,151.0,143.0,294.0
2023-04-07 00:00:00+00:00,0.0,189.0,143.0,332.0
2023-04-07 01:00:00+00:00,0.0,185.0,130.0,315.0
2023-04-07 02:00:00+00:00,0.0,192.0,130.0,322.0
2023-04-07 03:00:00+00:00,0.0,238.0,128.0,366.0
2023-04-07 04:00:00+00:00,0.0,218.0,116.0,334.0
2023-04-07 05:00:00+00:00,0.0,271.0,150.0,421.0
2023-04-07 06:00:00+00:00,0.0,238.0,163.0,401.0
2023-04-07 07:00:00+00:00,0.0,226.0,176.0,402.0
2023-04-07 08:00:00+00:00,0.0,182.0,152.0,334.0
2023-04-07 09:00:00+00:00,0.0,101.0,105.0,206.0
2023-04-07 10:00:00+00:00,0.0,67.0,94.0,161.0
