,AL,BG,TR,IT,MK,sum
2022-01-01 00:00:00+00:00,31.0,0.0,0.0,0.0,0.0,31.0
2022-01-01 01:00:00+00:00,5.0,0.0,0.0,0.0,0.0,5.0
2022-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:00:00+00:00,1.0,0.0,0.0,0.0,0.0,1.0
2022-01-01 05:00:00+00:00,29.0,0.0,0.0,0.0,0.0,29.0
2022-01-01 06:00:00+00:00,13.0,0.0,0.0,381.0,0.0,394.0
2022-01-01 07:00:00+00:00,46.0,0.0,0.0,504.0,0.0,550.0
2022-01-01 08:00:00+00:00,65.0,0.0,0.0,504.0,0.0,569.0
2022-01-01 09:00:00+00:00,14.0,0.0,0.0,359.0,0.0,373.0
2022-01-01 10:00:00+00:00,25.0,0.0,0.0,206.0,0.0,231.0
2022-01-01 11:00:00+00:00,10.0,0.0,0.0,303.0,0.0,313.0
2022-01-01 12:00:00+00:00,10.0,0.0,0.0,499.0,0.0,509.0
2022-01-01 13:00:00+00:00,2.0,0.0,0.0,368.0,0.0,370.0
2022-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 15:00:00+00:00,2.0,0.0,0.0,0.0,0.0,2.0
2022-01-01 16:00:00+00:00,29.0,0.0,0.0,0.0,0.0,29.0
2022-01-01 17:00:00+00:00,35.0,0.0,0.0,0.0,0.0,35.0
2022-01-01 18:00:00+00:00,14.0,0.0,0.0,0.0,0.0,14.0
2022-01-01 19:00:00+00:00,33.0,0.0,0.0,0.0,0.0,33.0
2022-01-01 20:00:00+00:00,73.0,0.0,0.0,0.0,0.0,73.0
2022-01-01 21:00:00+00:00,93.0,0.0,0.0,0.0,0.0,93.0
2022-01-01 22:00:00+00:00,62.0,0.0,0.0,0.0,0.0,62.0
2022-01-01 23:00:00+00:00,64.0,0.0,0.0,0.0,0.0,64.0
2022-01-02 00:00:00+00:00,47.0,0.0,0.0,0.0,0.0,47.0
2022-01-02 01:00:00+00:00,75.0,0.0,0.0,0.0,0.0,75.0
2022-01-02 02:00:00+00:00,70.0,0.0,0.0,0.0,0.0,70.0
2022-01-02 03:00:00+00:00,146.0,0.0,0.0,0.0,0.0,146.0
2022-01-02 04:00:00+00:00,249.0,0.0,0.0,0.0,81.0,330.0
2022-01-02 05:00:00+00:00,267.0,0.0,0.0,0.0,95.0,362.0
2022-01-02 06:00:00+00:00,292.0,0.0,0.0,0.0,51.0,343.0
2022-01-02 07:00:00+00:00,287.0,0.0,0.0,0.0,93.0,380.0
2022-01-02 08:00:00+00:00,271.0,0.0,0.0,0.0,105.0,376.0
2022-01-02 09:00:00+00:00,200.0,0.0,0.0,0.0,82.0,282.0
2022-01-02 10:00:00+00:00,201.0,0.0,0.0,0.0,101.0,302.0
2022-01-02 11:00:00+00:00,184.0,0.0,0.0,0.0,63.0,247.0
2022-01-02 12:00:00+00:00,137.0,0.0,0.0,0.0,11.0,148.0
2022-01-02 13:00:00+00:00,48.0,0.0,0.0,0.0,0.0,48.0
2022-01-02 14:00:00+00:00,15.0,0.0,0.0,0.0,0.0,15.0
2022-01-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 16:00:00+00:00,11.0,0.0,0.0,0.0,0.0,11.0
2022-01-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 18:00:00+00:00,0.0,0.0,0.0,66.0,0.0,66.0
2022-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 20:00:00+00:00,0.0,0.0,0.0,155.0,0.0,155.0
2022-01-02 21:00:00+00:00,0.0,0.0,0.0,126.0,0.0,126.0
2022-01-02 22:00:00+00:00,57.0,0.0,0.0,0.0,0.0,57.0
2022-01-02 23:00:00+00:00,54.0,0.0,0.0,0.0,0.0,54.0
2022-01-03 00:00:00+00:00,16.0,0.0,0.0,0.0,0.0,16.0
2022-01-03 01:00:00+00:00,1.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 02:00:00+00:00,1.0,0.0,0.0,0.0,0.0,1.0
2022-01-03 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 04:00:00+00:00,6.0,0.0,0.0,0.0,0.0,6.0
2022-01-03 05:00:00+00:00,44.0,0.0,0.0,0.0,0.0,44.0
2022-01-03 06:00:00+00:00,81.0,0.0,0.0,0.0,0.0,81.0
2022-01-03 07:00:00+00:00,69.0,0.0,0.0,307.0,6.0,382.0
2022-01-03 08:00:00+00:00,115.0,0.0,0.0,508.0,12.0,635.0
2022-01-03 09:00:00+00:00,130.0,0.0,0.0,509.0,39.0,678.0
2022-01-03 10:00:00+00:00,122.0,0.0,0.0,509.0,18.0,649.0
2022-01-03 11:00:00+00:00,129.0,0.0,0.0,347.0,10.0,486.0
2022-01-03 12:00:00+00:00,130.0,0.0,0.0,277.0,6.0,413.0
2022-01-03 13:00:00+00:00,119.0,0.0,0.0,324.0,1.0,444.0
2022-01-03 14:00:00+00:00,138.0,0.0,0.0,490.0,1.0,629.0
2022-01-03 15:00:00+00:00,107.0,0.0,0.0,509.0,7.0,623.0
2022-01-03 16:00:00+00:00,114.0,0.0,0.0,509.0,3.0,626.0
2022-01-03 17:00:00+00:00,125.0,0.0,0.0,503.0,2.0,630.0
2022-01-03 18:00:00+00:00,120.0,0.0,0.0,481.0,0.0,601.0
2022-01-03 19:00:00+00:00,83.0,0.0,0.0,508.0,0.0,591.0
2022-01-03 20:00:00+00:00,118.0,0.0,0.0,302.0,4.0,424.0
2022-01-03 21:00:00+00:00,192.0,0.0,0.0,0.0,36.0,228.0
2022-01-03 22:00:00+00:00,159.0,0.0,0.0,0.0,3.0,162.0
2022-01-03 23:00:00+00:00,11.0,0.0,0.0,0.0,0.0,11.0
2022-01-04 00:00:00+00:00,24.0,0.0,0.0,0.0,0.0,24.0
2022-01-04 01:00:00+00:00,10.0,0.0,0.0,0.0,0.0,10.0
2022-01-04 02:00:00+00:00,8.0,0.0,0.0,0.0,0.0,8.0
2022-01-04 03:00:00+00:00,16.0,0.0,0.0,0.0,0.0,16.0
2022-01-04 04:00:00+00:00,35.0,0.0,0.0,0.0,0.0,35.0
2022-01-04 05:00:00+00:00,7.0,0.0,0.0,0.0,0.0,7.0
2022-01-04 06:00:00+00:00,12.0,0.0,0.0,0.0,1.0,13.0
2022-01-04 07:00:00+00:00,84.0,0.0,0.0,0.0,144.0,228.0
2022-01-04 08:00:00+00:00,103.0,0.0,0.0,196.0,186.0,485.0
2022-01-04 09:00:00+00:00,82.0,0.0,0.0,473.0,161.0,716.0
2022-01-04 10:00:00+00:00,116.0,0.0,0.0,232.0,184.0,532.0
2022-01-04 11:00:00+00:00,87.0,0.0,0.0,205.0,118.0,410.0
2022-01-04 12:00:00+00:00,117.0,0.0,0.0,204.0,170.0,491.0
2022-01-04 13:00:00+00:00,71.0,0.0,0.0,77.0,121.0,269.0
2022-01-04 14:00:00+00:00,66.0,0.0,0.0,0.0,119.0,185.0
2022-01-04 15:00:00+00:00,29.0,0.0,0.0,0.0,46.0,75.0
2022-01-04 16:00:00+00:00,86.0,0.0,0.0,0.0,32.0,118.0
2022-01-04 17:00:00+00:00,34.0,0.0,0.0,201.0,0.0,235.0
2022-01-04 18:00:00+00:00,2.0,0.0,0.0,507.0,0.0,509.0
