,AT,HR,RO,RS,SK,SI,UA,sum
2023-01-01 18:45:00+00:00,0.0,,294.0,,,13.0,,307.0
2023-01-01 19:00:00+00:00,0.0,898.0,268.0,391.0,0.0,48.0,0.0,1605.0
2023-01-01 19:15:00+00:00,0.0,,266.0,,,70.0,,336.0
2023-01-01 19:30:00+00:00,0.0,,250.0,,,83.0,,333.0
2023-01-01 19:45:00+00:00,0.0,,255.0,,,84.0,,339.0
2023-01-01 20:00:00+00:00,0.0,906.0,234.0,371.0,0.0,121.0,0.0,1632.0
2023-01-01 20:15:00+00:00,0.0,,229.0,,,126.0,,355.0
2023-01-01 20:30:00+00:00,0.0,,206.0,,,133.0,,339.0
2023-01-01 20:45:00+00:00,0.0,,192.0,,,158.0,,350.0
2023-01-01 21:00:00+00:00,0.0,879.0,169.0,342.0,0.0,185.0,0.0,1575.0
2023-01-01 21:15:00+00:00,0.0,,170.0,,,186.0,,356.0
2023-01-01 21:30:00+00:00,0.0,,153.0,,,198.0,,351.0
2023-01-01 21:45:00+00:00,0.0,,144.0,,,186.0,,330.0
2023-01-01 22:00:00+00:00,0.0,1008.0,175.0,439.0,0.0,209.0,0.0,1831.0
2023-01-01 22:15:00+00:00,0.0,,178.0,,,185.0,,363.0
2023-01-01 22:30:00+00:00,0.0,,160.0,,,202.0,,362.0
2023-01-01 22:45:00+00:00,0.0,,156.0,,,225.0,,381.0
2023-01-01 23:00:00+00:00,0.0,1138.0,171.0,508.0,0.0,275.0,0.0,2092.0
2023-01-01 23:15:00+00:00,0.0,,160.0,,,323.0,,483.0
2023-01-01 23:30:00+00:00,0.0,,139.0,,,299.0,,438.0
2023-01-01 23:45:00+00:00,0.0,,137.0,,,305.0,,442.0
2023-01-02 00:00:00+00:00,0.0,1056.0,116.0,442.0,0.0,348.0,0.0,1962.0
2023-01-02 00:15:00+00:00,0.0,,102.0,,,351.0,,453.0
2023-01-02 00:30:00+00:00,0.0,,95.0,,,356.0,,451.0
2023-01-02 00:45:00+00:00,1.0,,99.0,,,370.0,,470.0
2023-01-02 01:00:00+00:00,37.0,967.0,84.0,355.0,0.0,423.0,0.0,1866.0
2023-01-02 01:15:00+00:00,82.0,,84.0,,,417.0,,583.0
2023-01-02 01:30:00+00:00,109.0,,81.0,,,421.0,,611.0
2023-01-02 01:45:00+00:00,134.0,,81.0,,,427.0,,642.0
2023-01-02 02:00:00+00:00,171.0,899.0,76.0,304.0,0.0,419.0,0.0,1869.0
2023-01-02 02:15:00+00:00,156.0,,83.0,,,409.0,,648.0
2023-01-02 02:30:00+00:00,164.0,,86.0,,,408.0,,658.0
2023-01-02 02:45:00+00:00,131.0,,103.0,,,384.0,,618.0
2023-01-02 03:00:00+00:00,2.0,845.0,127.0,291.0,0.0,303.0,0.0,1568.0
2023-01-02 03:15:00+00:00,0.0,,125.0,,,301.0,,426.0
2023-01-02 03:30:00+00:00,1.0,,135.0,,,302.0,,438.0
2023-01-02 03:45:00+00:00,0.0,,144.0,,,288.0,,432.0
2023-01-02 04:00:00+00:00,0.0,872.0,161.0,311.0,0.0,247.0,0.0,1591.0
2023-01-02 04:15:00+00:00,0.0,,159.0,,,265.0,,424.0
2023-01-02 04:30:00+00:00,4.0,,131.0,,,285.0,,420.0
2023-01-02 04:45:00+00:00,0.0,,148.0,,,255.0,,403.0
2023-01-02 05:00:00+00:00,0.0,759.0,90.0,247.0,0.0,220.0,0.0,1316.0
2023-01-02 05:15:00+00:00,0.0,,88.0,,,190.0,,278.0
2023-01-02 05:30:00+00:00,0.0,,72.0,,,182.0,,254.0
2023-01-02 05:45:00+00:00,0.0,,73.0,,,193.0,,266.0
2023-01-02 06:00:00+00:00,0.0,506.0,49.0,95.0,0.0,158.0,0.0,808.0
2023-01-02 06:15:00+00:00,0.0,,33.0,,,136.0,,169.0
2023-01-02 06:30:00+00:00,0.0,,12.0,,,152.0,,164.0
2023-01-02 06:45:00+00:00,0.0,,7.0,,,152.0,,159.0
2023-01-02 07:00:00+00:00,0.0,518.0,6.0,93.0,0.0,135.0,0.0,752.0
2023-01-02 07:15:00+00:00,0.0,,0.0,,,188.0,,188.0
2023-01-02 07:30:00+00:00,0.0,,0.0,,,200.0,,200.0
2023-01-02 07:45:00+00:00,0.0,,0.0,,,210.0,,210.0
2023-01-02 08:00:00+00:00,0.0,565.0,0.0,130.0,0.0,216.0,0.0,911.0
2023-01-02 08:15:00+00:00,0.0,,0.0,,,217.0,,217.0
2023-01-02 08:30:00+00:00,0.0,,0.0,,,191.0,,191.0
2023-01-02 08:45:00+00:00,0.0,,0.0,,,235.0,,235.0
2023-01-02 09:00:00+00:00,0.0,598.0,0.0,146.0,0.0,253.0,0.0,997.0
2023-01-02 09:15:00+00:00,0.0,,0.0,,,240.0,,240.0
2023-01-02 09:30:00+00:00,0.0,,0.0,,,257.0,,257.0
2023-01-02 09:45:00+00:00,0.0,,0.0,,,270.0,,270.0
2023-01-02 10:00:00+00:00,0.0,572.0,0.0,121.0,0.0,256.0,0.0,949.0
2023-01-02 10:15:00+00:00,0.0,,0.0,,,241.0,,241.0
2023-01-02 10:30:00+00:00,0.0,,0.0,,,225.0,,225.0
2023-01-02 10:45:00+00:00,0.0,,0.0,,,236.0,,236.0
2023-01-02 11:00:00+00:00,0.0,598.0,6.0,162.0,0.0,195.0,0.0,961.0
2023-01-02 11:15:00+00:00,0.0,,8.0,,,166.0,,174.0
2023-01-02 11:30:00+00:00,0.0,,10.0,,,151.0,,161.0
2023-01-02 11:45:00+00:00,0.0,,16.0,,,138.0,,154.0
2023-01-02 12:00:00+00:00,0.0,520.0,12.0,130.0,0.0,119.0,0.0,781.0
2023-01-02 12:15:00+00:00,0.0,,12.0,,,115.0,,127.0
2023-01-02 12:30:00+00:00,0.0,,13.0,,,106.0,,119.0
2023-01-02 12:45:00+00:00,0.0,,42.0,,,99.0,,141.0
2023-01-02 13:00:00+00:00,0.0,570.0,60.0,163.0,0.0,119.0,0.0,912.0
2023-01-02 13:15:00+00:00,0.0,,115.0,,,92.0,,207.0
2023-01-02 13:30:00+00:00,0.0,,127.0,,,67.0,,194.0
2023-01-02 13:45:00+00:00,0.0,,117.0,,,66.0,,183.0
2023-01-02 14:00:00+00:00,0.0,558.0,142.0,164.0,0.0,22.0,0.0,886.0
2023-01-02 14:15:00+00:00,0.0,,188.0,,,30.0,,218.0
2023-01-02 14:30:00+00:00,0.0,,195.0,,,37.0,,232.0
2023-01-02 14:45:00+00:00,0.0,,172.0,,,83.0,,255.0
2023-01-02 15:00:00+00:00,0.0,533.0,205.0,158.0,0.0,48.0,0.0,944.0
2023-01-02 15:15:00+00:00,0.0,,240.0,,,38.0,,278.0
2023-01-02 15:30:00+00:00,0.0,,270.0,,,33.0,,303.0
2023-01-02 15:45:00+00:00,0.0,,263.0,,,59.0,,322.0
2023-01-02 16:00:00+00:00,0.0,664.0,247.0,231.0,0.0,21.0,0.0,1163.0
2023-01-02 16:15:00+00:00,0.0,,241.0,,,28.0,,269.0
2023-01-02 16:30:00+00:00,0.0,,247.0,,,20.0,,267.0
2023-01-02 16:45:00+00:00,0.0,,259.0,,,17.0,,276.0
2023-01-02 17:00:00+00:00,0.0,673.0,228.0,211.0,0.0,28.0,0.0,1140.0
2023-01-02 17:15:00+00:00,0.0,,205.0,,,49.0,,254.0
2023-01-02 17:30:00+00:00,0.0,,179.0,,,60.0,,239.0
2023-01-02 17:45:00+00:00,0.0,,197.0,,,64.0,,261.0
2023-01-02 18:00:00+00:00,0.0,667.0,174.0,194.0,0.0,62.0,0.0,1097.0
2023-01-02 18:15:00+00:00,0.0,,173.0,,,64.0,,237.0
2023-01-02 18:30:00+00:00,0.0,,172.0,,,62.0,,234.0
2023-01-02 18:45:00+00:00,0.0,,176.0,,,61.0,,237.0
2023-01-02 19:00:00+00:00,0.0,700.0,118.0,193.0,0.0,144.0,0.0,1155.0
2023-01-02 19:15:00+00:00,0.0,,109.0,,,151.0,,260.0
2023-01-02 19:30:00+00:00,0.0,,114.0,,,144.0,,258.0
2023-01-02 19:45:00+00:00,0.0,,115.0,,,157.0,,272.0
2023-01-02 20:00:00+00:00,0.0,878.0,148.0,290.0,0.0,202.0,0.0,1518.0
2023-01-02 20:15:00+00:00,0.0,,158.0,,,221.0,,379.0
2023-01-02 20:30:00+00:00,0.0,,133.0,,,236.0,,369.0
2023-01-02 20:45:00+00:00,0.0,,152.0,,,239.0,,391.0
2023-01-02 21:00:00+00:00,0.0,941.0,236.0,353.0,0.0,210.0,0.0,1740.0
2023-01-02 21:15:00+00:00,0.0,,245.0,,,201.0,,446.0
2023-01-02 21:30:00+00:00,0.0,,236.0,,,213.0,,449.0
2023-01-02 21:45:00+00:00,0.0,,235.0,,,237.0,,472.0
2023-01-02 22:00:00+00:00,0.0,960.0,219.0,362.0,0.0,314.0,0.0,1855.0
2023-01-02 22:15:00+00:00,0.0,,199.0,,,327.0,,526.0
2023-01-02 22:30:00+00:00,0.0,,177.0,,,329.0,,506.0
2023-01-02 22:45:00+00:00,0.0,,236.0,,,295.0,,531.0
2023-01-02 23:00:00+00:00,0.0,930.0,166.0,326.0,0.0,391.0,0.0,1813.0
2023-01-02 23:15:00+00:00,1.0,,143.0,,,405.0,,549.0
2023-01-02 23:30:00+00:00,1.0,,151.0,,,406.0,,558.0
2023-01-02 23:45:00+00:00,0.0,,183.0,,,387.0,,570.0
2023-01-03 00:00:00+00:00,5.0,883.0,147.0,272.0,0.0,398.0,0.0,1705.0
2023-01-03 00:15:00+00:00,35.0,,125.0,,,416.0,,576.0
2023-01-03 00:30:00+00:00,67.0,,123.0,,,417.0,,607.0
2023-01-03 00:45:00+00:00,97.0,,132.0,,,417.0,,646.0
2023-01-03 01:00:00+00:00,178.0,775.0,102.0,202.0,0.0,419.0,0.0,1676.0
2023-01-03 01:15:00+00:00,168.0,,112.0,,,401.0,,681.0
2023-01-03 01:30:00+00:00,181.0,,103.0,,,387.0,,671.0
2023-01-03 01:45:00+00:00,191.0,,111.0,,,389.0,,691.0
2023-01-03 02:00:00+00:00,133.0,773.0,145.0,184.0,0.0,379.0,0.0,1614.0
2023-01-03 02:15:00+00:00,125.0,,151.0,,,384.0,,660.0
2023-01-03 02:30:00+00:00,137.0,,140.0,,,389.0,,666.0
2023-01-03 02:45:00+00:00,113.0,,167.0,,,394.0,,674.0
2023-01-03 03:00:00+00:00,36.0,841.0,213.0,230.0,0.0,360.0,0.0,1680.0
2023-01-03 03:15:00+00:00,16.0,,248.0,,,351.0,,615.0
2023-01-03 03:30:00+00:00,10.0,,259.0,,,356.0,,625.0
2023-01-03 03:45:00+00:00,2.0,,284.0,,,357.0,,643.0
2023-01-03 04:00:00+00:00,3.0,915.0,287.0,263.0,0.0,367.0,0.0,1835.0
2023-01-03 04:15:00+00:00,0.0,,326.0,,,331.0,,657.0
2023-01-03 04:30:00+00:00,0.0,,285.0,,,334.0,,619.0
2023-01-03 04:45:00+00:00,0.0,,331.0,,,305.0,,636.0
2023-01-03 05:00:00+00:00,0.0,880.0,341.0,279.0,0.0,234.0,0.0,1734.0
2023-01-03 05:15:00+00:00,0.0,,355.0,,,221.0,,576.0
2023-01-03 05:30:00+00:00,0.0,,323.0,,,239.0,,562.0
2023-01-03 05:45:00+00:00,0.0,,346.0,,,218.0,,564.0
2023-01-03 06:00:00+00:00,0.0,706.0,293.0,208.0,0.0,169.0,0.0,1376.0
2023-01-03 06:15:00+00:00,0.0,,248.0,,,166.0,,414.0
2023-01-03 06:30:00+00:00,0.0,,243.0,,,163.0,,406.0
2023-01-03 06:45:00+00:00,0.0,,258.0,,,163.0,,421.0
2023-01-03 07:00:00+00:00,0.0,473.0,231.0,132.0,0.0,58.0,0.0,894.0
2023-01-03 07:15:00+00:00,0.0,,210.0,,,13.0,,223.0
2023-01-03 07:30:00+00:00,0.0,,196.0,,,13.0,,209.0
2023-01-03 07:45:00+00:00,0.0,,183.0,,,34.0,,217.0
2023-01-03 08:00:00+00:00,0.0,472.0,139.0,126.0,0.0,72.0,0.0,809.0
2023-01-03 08:15:00+00:00,0.0,,153.0,,,77.0,,230.0
2023-01-03 08:30:00+00:00,0.0,,176.0,,,58.0,,234.0
2023-01-03 08:45:00+00:00,0.0,,159.0,,,75.0,,234.0
2023-01-03 09:00:00+00:00,0.0,479.0,129.0,101.0,0.0,127.0,0.0,836.0
2023-01-03 09:15:00+00:00,0.0,,106.0,,,132.0,,238.0
2023-01-03 09:30:00+00:00,0.0,,107.0,,,127.0,,234.0
2023-01-03 09:45:00+00:00,0.0,,111.0,,,139.0,,250.0
2023-01-03 10:00:00+00:00,0.0,566.0,82.0,116.0,0.0,206.0,0.0,970.0
2023-01-03 10:15:00+00:00,0.0,,70.0,,,217.0,,287.0
2023-01-03 10:30:00+00:00,0.0,,69.0,,,215.0,,284.0
2023-01-03 10:45:00+00:00,0.0,,67.0,,,215.0,,282.0
2023-01-03 11:00:00+00:00,0.0,529.0,90.0,109.0,0.0,170.0,0.0,898.0
2023-01-03 11:15:00+00:00,0.0,,109.0,,,153.0,,262.0
2023-01-03 11:30:00+00:00,0.0,,101.0,,,154.0,,255.0
2023-01-03 11:45:00+00:00,0.0,,112.0,,,154.0,,266.0
2023-01-03 12:00:00+00:00,0.0,525.0,106.0,104.0,0.0,154.0,0.0,889.0
2023-01-03 12:15:00+00:00,0.0,,143.0,,,134.0,,277.0
2023-01-03 12:30:00+00:00,0.0,,171.0,,,141.0,,312.0
2023-01-03 12:45:00+00:00,0.0,,160.0,,,147.0,,307.0
2023-01-03 13:00:00+00:00,0.0,588.0,199.0,149.0,0.0,138.0,0.0,1074.0
2023-01-03 13:15:00+00:00,0.0,,282.0,,,93.0,,375.0
2023-01-03 13:30:00+00:00,0.0,,277.0,,,76.0,,353.0
2023-01-03 13:45:00+00:00,0.0,,291.0,,,120.0,,411.0
2023-01-03 14:00:00+00:00,0.0,622.0,377.0,166.0,0.0,82.0,0.0,1247.0
2023-01-03 14:15:00+00:00,0.0,,421.0,,,70.0,,491.0
2023-01-03 14:30:00+00:00,0.0,,406.0,,,67.0,,473.0
2023-01-03 14:45:00+00:00,0.0,,429.0,,,65.0,,494.0
2023-01-03 15:00:00+00:00,0.0,566.0,412.0,164.0,0.0,55.0,0.0,1197.0
2023-01-03 15:15:00+00:00,0.0,,426.0,,,32.0,,458.0
2023-01-03 15:30:00+00:00,0.0,,382.0,,,43.0,,425.0
2023-01-03 15:45:00+00:00,0.0,,387.0,,,44.0,,431.0
2023-01-03 16:00:00+00:00,0.0,582.0,316.0,160.0,0.0,86.0,0.0,1144.0
2023-01-03 16:15:00+00:00,0.0,,266.0,,,107.0,,373.0
2023-01-03 16:30:00+00:00,0.0,,254.0,,,103.0,,357.0
2023-01-03 16:45:00+00:00,0.0,,305.0,,,98.0,,403.0
2023-01-03 17:00:00+00:00,0.0,576.0,324.0,143.0,0.0,85.0,0.0,1128.0
2023-01-03 17:15:00+00:00,0.0,,291.0,,,110.0,,401.0
2023-01-03 17:30:00+00:00,0.0,,303.0,,,115.0,,418.0
2023-01-03 17:45:00+00:00,0.0,,280.0,,,125.0,,405.0
2023-01-03 18:00:00+00:00,0.0,598.0,293.0,141.0,0.0,124.0,0.0,1156.0
2023-01-03 18:15:00+00:00,0.0,,292.0,,,136.0,,428.0
2023-01-03 18:30:00+00:00,0.0,,299.0,,,134.0,,433.0
2023-01-03 18:45:00+00:00,0.0,,303.0,,,147.0,,450.0
2023-01-03 19:00:00+00:00,0.0,697.0,269.0,144.0,0.0,220.0,0.0,1330.0
2023-01-03 19:15:00+00:00,0.0,,210.0,,,262.0,,472.0
2023-01-03 19:30:00+00:00,0.0,,230.0,,,266.0,,496.0
2023-01-03 19:45:00+00:00,0.0,,211.0,,,252.0,,463.0
2023-01-03 20:00:00+00:00,0.0,806.0,211.0,187.0,0.0,305.0,0.0,1509.0
2023-01-03 20:15:00+00:00,0.0,,199.0,,,333.0,,532.0
2023-01-03 20:30:00+00:00,0.0,,225.0,,,323.0,,548.0
2023-01-03 20:45:00+00:00,0.0,,204.0,,,354.0,,558.0
2023-01-03 21:00:00+00:00,0.0,853.0,191.0,203.0,0.0,393.0,0.0,1640.0
2023-01-03 21:15:00+00:00,0.0,,168.0,,,405.0,,573.0
2023-01-03 21:30:00+00:00,0.0,,180.0,,,409.0,,589.0
2023-01-03 21:45:00+00:00,0.0,,200.0,,,410.0,,610.0
2023-01-03 22:00:00+00:00,0.0,861.0,226.0,236.0,0.0,415.0,0.0,1738.0
2023-01-03 22:15:00+00:00,0.0,,179.0,,,420.0,,599.0
2023-01-03 22:30:00+00:00,0.0,,199.0,,,408.0,,607.0
2023-01-03 22:45:00+00:00,0.0,,226.0,,,369.0,,595.0
2023-01-03 23:00:00+00:00,0.0,911.0,262.0,314.0,0.0,355.0,0.0,1842.0
2023-01-03 23:15:00+00:00,0.0,,220.0,,,362.0,,582.0
2023-01-03 23:30:00+00:00,0.0,,249.0,,,368.0,,617.0
2023-01-03 23:45:00+00:00,0.0,,274.0,,,366.0,,640.0
2023-01-04 00:00:00+00:00,0.0,912.0,277.0,299.0,0.0,372.0,0.0,1860.0
2023-01-04 00:15:00+00:00,0.0,,277.0,,,382.0,,659.0
2023-01-04 00:30:00+00:00,0.0,,278.0,,,385.0,,663.0
2023-01-04 00:45:00+00:00,0.0,,261.0,,,397.0,,658.0
2023-01-04 01:00:00+00:00,0.0,820.0,237.0,224.0,0.0,363.0,0.0,1644.0
2023-01-04 01:15:00+00:00,0.0,,259.0,,,357.0,,616.0
2023-01-04 01:30:00+00:00,0.0,,252.0,,,383.0,,635.0
2023-01-04 01:45:00+00:00,0.0,,267.0,,,382.0,,649.0
2023-01-04 02:00:00+00:00,0.0,795.0,285.0,192.0,0.0,363.0,0.0,1635.0
2023-01-04 02:15:00+00:00,0.0,,308.0,,,361.0,,669.0
2023-01-04 02:30:00+00:00,0.0,,315.0,,,354.0,,669.0
2023-01-04 02:45:00+00:00,0.0,,295.0,,,367.0,,662.0
2023-01-04 03:00:00+00:00,0.0,790.0,317.0,186.0,0.0,347.0,0.0,1640.0
2023-01-04 03:15:00+00:00,0.0,,352.0,,,332.0,,684.0
2023-01-04 03:30:00+00:00,0.0,,366.0,,,333.0,,699.0
2023-01-04 03:45:00+00:00,0.0,,327.0,,,353.0,,680.0
2023-01-04 04:00:00+00:00,0.0,887.0,389.0,245.0,0.0,338.0,0.0,1859.0
2023-01-04 04:15:00+00:00,0.0,,411.0,,,320.0,,731.0
2023-01-04 04:30:00+00:00,0.0,,410.0,,,314.0,,724.0
2023-01-04 04:45:00+00:00,0.0,,401.0,,,309.0,,710.0
2023-01-04 05:00:00+00:00,0.0,737.0,415.0,153.0,0.0,262.0,0.0,1567.0
2023-01-04 05:15:00+00:00,0.0,,413.0,,,259.0,,672.0
2023-01-04 05:30:00+00:00,0.0,,398.0,,,252.0,,650.0
2023-01-04 05:45:00+00:00,0.0,,390.0,,,239.0,,629.0
2023-01-04 06:00:00+00:00,0.0,641.0,381.0,147.0,0.0,197.0,0.0,1366.0
2023-01-04 06:15:00+00:00,0.0,,403.0,,,191.0,,594.0
2023-01-04 06:30:00+00:00,0.0,,403.0,,,180.0,,583.0
2023-01-04 06:45:00+00:00,0.0,,383.0,,,185.0,,568.0
2023-01-04 07:00:00+00:00,0.0,618.0,363.0,129.0,0.0,185.0,0.0,1295.0
2023-01-04 07:15:00+00:00,0.0,,335.0,,,199.0,,534.0
2023-01-04 07:30:00+00:00,0.0,,343.0,,,215.0,,558.0
2023-01-04 07:45:00+00:00,0.0,,359.0,,,217.0,,576.0
2023-01-04 08:00:00+00:00,0.0,685.0,351.0,155.0,0.0,242.0,0.0,1433.0
2023-01-04 08:15:00+00:00,0.0,,346.0,,,257.0,,603.0
2023-01-04 08:30:00+00:00,0.0,,353.0,,,248.0,,601.0
2023-01-04 08:45:00+00:00,0.0,,325.0,,,276.0,,601.0
2023-01-04 09:00:00+00:00,0.0,704.0,282.0,145.0,0.0,318.0,0.0,1449.0
2023-01-04 09:15:00+00:00,0.0,,337.0,,,305.0,,642.0
2023-01-04 09:30:00+00:00,0.0,,326.0,,,315.0,,641.0
2023-01-04 09:45:00+00:00,0.0,,336.0,,,317.0,,653.0
2023-01-04 10:00:00+00:00,0.0,745.0,286.0,160.0,0.0,371.0,0.0,1562.0
2023-01-04 10:15:00+00:00,0.0,,339.0,,,326.0,,665.0
2023-01-04 10:30:00+00:00,0.0,,325.0,,,336.0,,661.0
2023-01-04 10:45:00+00:00,0.0,,379.0,,,327.0,,706.0
2023-01-04 11:00:00+00:00,0.0,783.0,370.0,166.0,0.0,358.0,0.0,1677.0
2023-01-04 11:15:00+00:00,0.0,,399.0,,,364.0,,763.0
2023-01-04 11:30:00+00:00,0.0,,372.0,,,361.0,,733.0
2023-01-04 11:45:00+00:00,0.0,,359.0,,,346.0,,705.0
2023-01-04 12:00:00+00:00,0.0,596.0,268.0,74.0,0.0,336.0,0.0,1274.0
2023-01-04 12:15:00+00:00,0.0,,309.0,,,303.0,,612.0
2023-01-04 12:30:00+00:00,0.0,,308.0,,,302.0,,610.0
2023-01-04 12:45:00+00:00,0.0,,328.0,,,289.0,,617.0
2023-01-04 13:00:00+00:00,0.0,472.0,309.0,51.0,0.0,250.0,0.0,1082.0
2023-01-04 13:15:00+00:00,0.0,,329.0,,,200.0,,529.0
2023-01-04 13:30:00+00:00,0.0,,312.0,,,189.0,,501.0
2023-01-04 13:45:00+00:00,0.0,,318.0,,,169.0,,487.0
2023-01-04 14:00:00+00:00,0.0,248.0,296.0,0.0,0.0,127.0,0.0,671.0
2023-01-04 14:15:00+00:00,0.0,,334.0,,,94.0,,428.0
