,BG,HU,MD,RS,UA,sum
2022-01-01 15:30:00+00:00,,1.0,,,,1.0
2022-01-01 15:45:00+00:00,,1.0,,,,1.0
2022-01-01 16:00:00+00:00,8.0,15.0,0.0,169.0,36.0,228.0
2022-01-01 16:15:00+00:00,,17.0,,,,17.0
2022-01-01 16:30:00+00:00,,17.0,,,,17.0
2022-01-01 16:45:00+00:00,,15.0,,,,15.0
2022-01-01 17:00:00+00:00,9.0,10.0,0.0,165.0,70.0,254.0
2022-01-01 17:15:00+00:00,,35.0,,,,35.0
2022-01-01 17:30:00+00:00,,12.0,,,,12.0
2022-01-01 17:45:00+00:00,,23.0,,,,23.0
2022-01-01 18:00:00+00:00,4.0,5.0,0.0,189.0,53.0,251.0
2022-01-01 18:15:00+00:00,,9.0,,,,9.0
2022-01-01 18:30:00+00:00,,17.0,,,,17.0
2022-01-01 18:45:00+00:00,,17.0,,,,17.0
2022-01-01 19:00:00+00:00,38.0,16.0,0.0,258.0,15.0,327.0
2022-01-01 19:15:00+00:00,,6.0,,,,6.0
2022-01-01 19:30:00+00:00,,20.0,,,,20.0
2022-01-01 19:45:00+00:00,,34.0,,,,34.0
2022-01-01 20:00:00+00:00,114.0,15.0,0.0,308.0,0.0,437.0
2022-01-01 20:15:00+00:00,,9.0,,,,9.0
2022-01-01 20:30:00+00:00,,8.0,,,,8.0
2022-01-01 20:45:00+00:00,,13.0,,,,13.0
2022-01-01 21:00:00+00:00,178.0,55.0,0.0,459.0,4.0,696.0
2022-01-01 21:15:00+00:00,,39.0,,,,39.0
2022-01-01 21:30:00+00:00,,78.0,,,,78.0
2022-01-01 21:45:00+00:00,,99.0,,,,99.0
2022-01-01 22:00:00+00:00,246.0,84.0,0.0,473.0,23.0,826.0
2022-01-01 22:15:00+00:00,,91.0,,,,91.0
2022-01-01 22:30:00+00:00,,110.0,,,,110.0
2022-01-01 22:45:00+00:00,,86.0,,,,86.0
2022-01-01 23:00:00+00:00,306.0,7.0,0.0,472.0,0.0,785.0
2022-01-01 23:15:00+00:00,,20.0,,,,20.0
2022-01-01 23:30:00+00:00,,17.0,,,,17.0
2022-01-01 23:45:00+00:00,,12.0,,,,12.0
2022-01-02 00:00:00+00:00,483.0,18.0,0.0,534.0,0.0,1035.0
2022-01-02 00:15:00+00:00,,4.0,,,,4.0
2022-01-02 00:30:00+00:00,,27.0,,,,27.0
2022-01-02 00:45:00+00:00,,51.0,,,,51.0
2022-01-02 01:00:00+00:00,519.0,92.0,0.0,582.0,6.0,1199.0
2022-01-02 01:15:00+00:00,,53.0,,,,53.0
2022-01-02 01:30:00+00:00,,48.0,,,,48.0
2022-01-02 01:45:00+00:00,,61.0,,,,61.0
2022-01-02 02:00:00+00:00,576.0,77.0,0.0,664.0,10.0,1327.0
2022-01-02 02:15:00+00:00,,57.0,,,,57.0
2022-01-02 02:30:00+00:00,,58.0,,,,58.0
2022-01-02 02:45:00+00:00,,52.0,,,,52.0
2022-01-02 03:00:00+00:00,699.0,92.0,0.0,613.0,33.0,1437.0
2022-01-02 03:15:00+00:00,,78.0,,,,78.0
2022-01-02 03:30:00+00:00,,82.0,,,,82.0
2022-01-02 03:45:00+00:00,,86.0,,,,86.0
2022-01-02 04:00:00+00:00,753.0,97.0,0.0,526.0,43.0,1419.0
2022-01-02 04:15:00+00:00,,93.0,,,,93.0
2022-01-02 04:30:00+00:00,,83.0,,,,83.0
2022-01-02 04:45:00+00:00,,77.0,,,,77.0
2022-01-02 05:00:00+00:00,667.0,128.0,0.0,401.0,79.0,1275.0
2022-01-02 05:15:00+00:00,,133.0,,,,133.0
2022-01-02 05:30:00+00:00,,135.0,,,,135.0
2022-01-02 05:45:00+00:00,,74.0,,,,74.0
2022-01-02 06:00:00+00:00,592.0,95.0,0.0,447.0,147.0,1281.0
2022-01-02 06:15:00+00:00,,88.0,,,,88.0
2022-01-02 06:30:00+00:00,,84.0,,,,84.0
2022-01-02 06:45:00+00:00,,82.0,,,,82.0
2022-01-02 07:00:00+00:00,468.0,27.0,0.0,296.0,29.0,820.0
2022-01-02 07:15:00+00:00,,22.0,,,,22.0
2022-01-02 07:30:00+00:00,,13.0,,,,13.0
2022-01-02 07:45:00+00:00,,4.0,,,,4.0
2022-01-02 08:00:00+00:00,373.0,3.0,0.0,148.0,0.0,524.0
2022-01-02 08:15:00+00:00,,0.0,,,,0.0
2022-01-02 08:30:00+00:00,,0.0,,,,0.0
2022-01-02 08:45:00+00:00,,0.0,,,,0.0
2022-01-02 09:00:00+00:00,226.0,0.0,0.0,199.0,0.0,425.0
2022-01-02 09:15:00+00:00,,0.0,,,,0.0
2022-01-02 09:30:00+00:00,,0.0,,,,0.0
2022-01-02 09:45:00+00:00,,0.0,,,,0.0
2022-01-02 10:00:00+00:00,38.0,0.0,0.0,217.0,0.0,255.0
2022-01-02 10:15:00+00:00,,0.0,,,,0.0
2022-01-02 10:30:00+00:00,,0.0,,,,0.0
2022-01-02 10:45:00+00:00,,0.0,,,,0.0
2022-01-02 11:00:00+00:00,2.0,0.0,,233.0,0.0,235.0
2022-01-02 11:15:00+00:00,,0.0,,,,0.0
2022-01-02 11:30:00+00:00,,0.0,,,,0.0
2022-01-02 11:45:00+00:00,,0.0,,,,0.0
2022-01-02 12:00:00+00:00,0.0,0.0,,228.0,0.0,228.0
2022-01-02 12:15:00+00:00,,0.0,,,,0.0
2022-01-02 12:30:00+00:00,,0.0,,,,0.0
2022-01-02 12:45:00+00:00,,0.0,,,,0.0
2022-01-02 13:00:00+00:00,0.0,0.0,,278.0,0.0,278.0
2022-01-02 13:15:00+00:00,,0.0,,,,0.0
2022-01-02 13:30:00+00:00,,0.0,,,,0.0
2022-01-02 13:45:00+00:00,,0.0,,,,0.0
2022-01-02 14:00:00+00:00,0.0,0.0,,200.0,0.0,200.0
2022-01-02 14:15:00+00:00,,0.0,,,,0.0
2022-01-02 14:30:00+00:00,,0.0,,,,0.0
2022-01-02 14:45:00+00:00,,0.0,,,,0.0
2022-01-02 15:00:00+00:00,0.0,0.0,,140.0,0.0,140.0
2022-01-02 15:15:00+00:00,,0.0,,,,0.0
2022-01-02 15:30:00+00:00,,0.0,,,,0.0
2022-01-02 15:45:00+00:00,,0.0,,,,0.0
2022-01-02 16:00:00+00:00,0.0,0.0,0.0,100.0,0.0,100.0
2022-01-02 16:15:00+00:00,,0.0,,,,0.0
2022-01-02 16:30:00+00:00,,0.0,,,,0.0
2022-01-02 16:45:00+00:00,,0.0,,,,0.0
2022-01-02 17:00:00+00:00,0.0,0.0,0.0,112.0,0.0,112.0
2022-01-02 17:15:00+00:00,,0.0,,,,0.0
2022-01-02 17:30:00+00:00,,0.0,,,,0.0
2022-01-02 17:45:00+00:00,,0.0,,,,0.0
2022-01-02 18:00:00+00:00,0.0,0.0,0.0,148.0,0.0,148.0
2022-01-02 18:15:00+00:00,,0.0,,,,0.0
2022-01-02 18:30:00+00:00,,0.0,,,,0.0
2022-01-02 18:45:00+00:00,,0.0,,,,0.0
2022-01-02 19:00:00+00:00,38.0,0.0,0.0,209.0,0.0,247.0
2022-01-02 19:15:00+00:00,,0.0,,,,0.0
2022-01-02 19:30:00+00:00,,0.0,,,,0.0
2022-01-02 19:45:00+00:00,,0.0,,,,0.0
2022-01-02 20:00:00+00:00,398.0,0.0,0.0,229.0,0.0,627.0
2022-01-02 20:15:00+00:00,,0.0,,,,0.0
2022-01-02 20:30:00+00:00,,0.0,,,,0.0
2022-01-02 20:45:00+00:00,,0.0,,,,0.0
2022-01-02 21:00:00+00:00,664.0,0.0,0.0,324.0,0.0,988.0
2022-01-02 21:15:00+00:00,,0.0,,,,0.0
2022-01-02 21:30:00+00:00,,0.0,,,,0.0
2022-01-02 21:45:00+00:00,,0.0,,,,0.0
2022-01-02 22:00:00+00:00,691.0,0.0,0.0,366.0,0.0,1057.0
2022-01-02 22:15:00+00:00,,0.0,,,,0.0
2022-01-02 22:30:00+00:00,,3.0,,,,3.0
2022-01-02 22:45:00+00:00,,0.0,,,,0.0
2022-01-02 23:00:00+00:00,716.0,41.0,0.0,458.0,0.0,1215.0
2022-01-02 23:15:00+00:00,,39.0,,,,39.0
2022-01-02 23:30:00+00:00,,42.0,,,,42.0
2022-01-02 23:45:00+00:00,,27.0,,,,27.0
2022-01-03 00:00:00+00:00,643.0,32.0,0.0,452.0,0.0,1127.0
2022-01-03 00:15:00+00:00,,48.0,,,,48.0
2022-01-03 00:30:00+00:00,,38.0,,,,38.0
2022-01-03 00:45:00+00:00,,28.0,,,,28.0
2022-01-03 01:00:00+00:00,565.0,8.0,0.0,456.0,0.0,1029.0
2022-01-03 01:15:00+00:00,,0.0,,,,0.0
2022-01-03 01:30:00+00:00,,0.0,,,,0.0
2022-01-03 01:45:00+00:00,,0.0,,,,0.0
2022-01-03 02:00:00+00:00,645.0,0.0,0.0,445.0,0.0,1090.0
2022-01-03 02:15:00+00:00,,0.0,,,,0.0
2022-01-03 02:30:00+00:00,,0.0,,,,0.0
2022-01-03 02:45:00+00:00,,0.0,,,,0.0
2022-01-03 03:00:00+00:00,704.0,0.0,0.0,454.0,0.0,1158.0
2022-01-03 03:15:00+00:00,,0.0,,,,0.0
2022-01-03 03:30:00+00:00,,0.0,,,,0.0
2022-01-03 03:45:00+00:00,,0.0,,,,0.0
2022-01-03 04:00:00+00:00,680.0,0.0,0.0,537.0,0.0,1217.0
2022-01-03 04:15:00+00:00,,0.0,,,,0.0
2022-01-03 04:30:00+00:00,,0.0,,,,0.0
2022-01-03 04:45:00+00:00,,0.0,,,,0.0
2022-01-03 05:00:00+00:00,582.0,0.0,0.0,332.0,0.0,914.0
2022-01-03 05:15:00+00:00,,0.0,,,,0.0
2022-01-03 05:30:00+00:00,,0.0,,,,0.0
2022-01-03 05:45:00+00:00,,0.0,,,,0.0
2022-01-03 06:00:00+00:00,419.0,0.0,0.0,283.0,0.0,702.0
2022-01-03 06:15:00+00:00,,0.0,,,,0.0
2022-01-03 06:30:00+00:00,,0.0,,,,0.0
2022-01-03 06:45:00+00:00,,0.0,,,,0.0
2022-01-03 07:00:00+00:00,282.0,0.0,0.0,188.0,0.0,470.0
2022-01-03 07:15:00+00:00,,0.0,,,,0.0
2022-01-03 07:30:00+00:00,,0.0,,,,0.0
2022-01-03 07:45:00+00:00,,0.0,,,,0.0
2022-01-03 08:00:00+00:00,230.0,0.0,0.0,129.0,0.0,359.0
2022-01-03 08:15:00+00:00,,0.0,,,,0.0
2022-01-03 08:30:00+00:00,,1.0,,,,1.0
2022-01-03 08:45:00+00:00,,0.0,,,,0.0
2022-01-03 09:00:00+00:00,194.0,0.0,0.0,80.0,0.0,274.0
2022-01-03 09:15:00+00:00,,0.0,,,,0.0
2022-01-03 09:30:00+00:00,,0.0,,,,0.0
2022-01-03 09:45:00+00:00,,0.0,,,,0.0
2022-01-03 10:00:00+00:00,204.0,0.0,0.0,119.0,0.0,323.0
2022-01-03 10:15:00+00:00,,0.0,,,,0.0
2022-01-03 10:30:00+00:00,,0.0,,,,0.0
2022-01-03 10:45:00+00:00,,0.0,,,,0.0
2022-01-03 11:00:00+00:00,167.0,0.0,0.0,134.0,0.0,301.0
2022-01-03 11:15:00+00:00,,0.0,,,,0.0
2022-01-03 11:30:00+00:00,,0.0,,,,0.0
2022-01-03 11:45:00+00:00,,0.0,,,,0.0
2022-01-03 12:00:00+00:00,201.0,0.0,0.0,196.0,0.0,397.0
2022-01-03 12:15:00+00:00,,0.0,,,,0.0
2022-01-03 12:30:00+00:00,,0.0,,,,0.0
2022-01-03 12:45:00+00:00,,0.0,,,,0.0
2022-01-03 13:00:00+00:00,263.0,0.0,,193.0,0.0,456.0
2022-01-03 13:15:00+00:00,,0.0,,,,0.0
2022-01-03 13:30:00+00:00,,0.0,,,,0.0
2022-01-03 13:45:00+00:00,,0.0,,,,0.0
2022-01-03 14:00:00+00:00,286.0,0.0,0.0,159.0,0.0,445.0
2022-01-03 14:15:00+00:00,,0.0,,,,0.0
2022-01-03 14:30:00+00:00,,0.0,,,,0.0
2022-01-03 14:45:00+00:00,,0.0,,,,0.0
2022-01-03 15:00:00+00:00,290.0,0.0,0.0,63.0,0.0,353.0
2022-01-03 15:15:00+00:00,,0.0,,,,0.0
2022-01-03 15:30:00+00:00,,0.0,,,,0.0
2022-01-03 15:45:00+00:00,,0.0,,,,0.0
2022-01-03 16:00:00+00:00,294.0,0.0,0.0,99.0,0.0,393.0
2022-01-03 16:15:00+00:00,,0.0,,,,0.0
2022-01-03 16:30:00+00:00,,0.0,,,,0.0
2022-01-03 16:45:00+00:00,,0.0,,,,0.0
2022-01-03 17:00:00+00:00,282.0,0.0,0.0,169.0,0.0,451.0
2022-01-03 17:15:00+00:00,,0.0,,,,0.0
2022-01-03 17:30:00+00:00,,0.0,,,,0.0
2022-01-03 17:45:00+00:00,,0.0,,,,0.0
2022-01-03 18:00:00+00:00,246.0,0.0,0.0,199.0,0.0,445.0
2022-01-03 18:15:00+00:00,,0.0,,,,0.0
2022-01-03 18:30:00+00:00,,3.0,,,,3.0
2022-01-03 18:45:00+00:00,,1.0,,,,1.0
2022-01-03 19:00:00+00:00,339.0,4.0,0.0,302.0,0.0,645.0
2022-01-03 19:15:00+00:00,,1.0,,,,1.0
2022-01-03 19:30:00+00:00,,7.0,,,,7.0
2022-01-03 19:45:00+00:00,,1.0,,,,1.0
2022-01-03 20:00:00+00:00,455.0,41.0,0.0,439.0,0.0,935.0
2022-01-03 20:15:00+00:00,,20.0,,,,20.0
2022-01-03 20:30:00+00:00,,12.0,,,,12.0
2022-01-03 20:45:00+00:00,,8.0,,,,8.0
2022-01-03 21:00:00+00:00,499.0,57.0,0.0,455.0,0.0,1011.0
2022-01-03 21:15:00+00:00,,104.0,,,,104.0
2022-01-03 21:30:00+00:00,,101.0,,,,101.0
2022-01-03 21:45:00+00:00,,106.0,,,,106.0
2022-01-03 22:00:00+00:00,634.0,116.0,0.0,425.0,0.0,1175.0
2022-01-03 22:15:00+00:00,,106.0,,,,106.0
2022-01-03 22:30:00+00:00,,113.0,,,,113.0
2022-01-03 22:45:00+00:00,,105.0,,,,105.0
2022-01-03 23:00:00+00:00,687.0,26.0,0.0,547.0,0.0,1260.0
2022-01-03 23:15:00+00:00,,52.0,,,,52.0
2022-01-03 23:30:00+00:00,,32.0,,,,32.0
2022-01-03 23:45:00+00:00,,35.0,,,,35.0
2022-01-04 00:00:00+00:00,699.0,67.0,0.0,606.0,0.0,1372.0
2022-01-04 00:15:00+00:00,,64.0,,,,64.0
2022-01-04 00:30:00+00:00,,52.0,,,,52.0
2022-01-04 00:45:00+00:00,,32.0,,,,32.0
2022-01-04 01:00:00+00:00,659.0,39.0,0.0,670.0,0.0,1368.0
2022-01-04 01:15:00+00:00,,22.0,,,,22.0
2022-01-04 01:30:00+00:00,,23.0,,,,23.0
2022-01-04 01:45:00+00:00,,16.0,,,,16.0
2022-01-04 02:00:00+00:00,558.0,6.0,0.0,703.0,0.0,1267.0
2022-01-04 02:15:00+00:00,,2.0,,,,2.0
2022-01-04 02:30:00+00:00,,3.0,,,,3.0
2022-01-04 02:45:00+00:00,,1.0,,,,1.0
2022-01-04 03:00:00+00:00,392.0,13.0,0.0,631.0,0.0,1036.0
2022-01-04 03:15:00+00:00,,2.0,,,,2.0
2022-01-04 03:30:00+00:00,,3.0,,,,3.0
2022-01-04 03:45:00+00:00,,0.0,,,,0.0
2022-01-04 04:00:00+00:00,221.0,0.0,0.0,538.0,0.0,759.0
2022-01-04 04:15:00+00:00,,0.0,,,,0.0
2022-01-04 04:30:00+00:00,,0.0,,,,0.0
2022-01-04 04:45:00+00:00,,0.0,,,,0.0
2022-01-04 05:00:00+00:00,64.0,0.0,0.0,402.0,0.0,466.0
2022-01-04 05:15:00+00:00,,0.0,,,,0.0
2022-01-04 05:30:00+00:00,,0.0,,,,0.0
2022-01-04 05:45:00+00:00,,0.0,,,,0.0
2022-01-04 06:00:00+00:00,0.0,0.0,0.0,116.0,0.0,116.0
2022-01-04 06:15:00+00:00,,0.0,,,,0.0
2022-01-04 06:30:00+00:00,,0.0,,,,0.0
2022-01-04 06:45:00+00:00,,0.0,,,,0.0
2022-01-04 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 07:15:00+00:00,,0.0,,,,0.0
2022-01-04 07:30:00+00:00,,0.0,,,,0.0
2022-01-04 07:45:00+00:00,,0.0,,,,0.0
2022-01-04 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 08:15:00+00:00,,0.0,,,,0.0
2022-01-04 08:30:00+00:00,,0.0,,,,0.0
2022-01-04 08:45:00+00:00,,0.0,,,,0.0
2022-01-04 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 09:15:00+00:00,,0.0,,,,0.0
2022-01-04 09:30:00+00:00,,0.0,,,,0.0
2022-01-04 09:45:00+00:00,,0.0,,,,0.0
2022-01-04 10:00:00+00:00,0.0,0.0,0.0,55.0,0.0,55.0
2022-01-04 10:15:00+00:00,,0.0,,,,0.0
2022-01-04 10:30:00+00:00,,0.0,,,,0.0
2022-01-04 10:45:00+00:00,,0.0,,,,0.0
2022-01-04 11:00:00+00:00,0.0,0.0,0.0,88.0,0.0,88.0
2022-01-04 11:15:00+00:00,,0.0,,,,0.0
2022-01-04 11:30:00+00:00,,0.0,,,,0.0
2022-01-04 11:45:00+00:00,,0.0,,,,0.0
2022-01-04 12:00:00+00:00,1.0,0.0,0.0,94.0,0.0,95.0
2022-01-04 12:15:00+00:00,,0.0,,,,0.0
2022-01-04 12:30:00+00:00,,0.0,,,,0.0
2022-01-04 12:45:00+00:00,,0.0,,,,0.0
2022-01-04 13:00:00+00:00,3.0,0.0,0.0,157.0,0.0,160.0
2022-01-04 13:15:00+00:00,,0.0,,,,0.0
2022-01-04 13:30:00+00:00,,0.0,,,,0.0
2022-01-04 13:45:00+00:00,,0.0,,,,0.0
2022-01-04 14:00:00+00:00,1.0,0.0,0.0,179.0,0.0,180.0
2022-01-04 14:15:00+00:00,,0.0,,,,0.0
2022-01-04 14:30:00+00:00,,0.0,,,,0.0
2022-01-04 14:45:00+00:00,,0.0,,,,0.0
2022-01-04 15:00:00+00:00,2.0,0.0,0.0,66.0,0.0,68.0
2022-01-04 15:15:00+00:00,,0.0,,,,0.0
2022-01-04 15:30:00+00:00,,0.0,,,,0.0
2022-01-04 15:45:00+00:00,,0.0,,,,0.0
2022-01-04 16:00:00+00:00,64.0,0.0,0.0,111.0,0.0,175.0
2022-01-04 16:15:00+00:00,,0.0,,,,0.0
2022-01-04 16:30:00+00:00,,0.0,,,,0.0
2022-01-04 16:45:00+00:00,,0.0,,,,0.0
2022-01-04 17:00:00+00:00,216.0,0.0,0.0,180.0,0.0,396.0
2022-01-04 17:15:00+00:00,,0.0,,,,0.0
2022-01-04 17:30:00+00:00,,0.0,,,,0.0
2022-01-04 17:45:00+00:00,,0.0,,,,0.0
2022-01-04 18:00:00+00:00,307.0,0.0,0.0,248.0,0.0,555.0
2022-01-04 18:15:00+00:00,,0.0,,,,0.0
2022-01-04 18:30:00+00:00,,0.0,,,,0.0
2022-01-04 18:45:00+00:00,,0.0,,,,0.0
2022-01-04 19:00:00+00:00,349.0,4.0,0.0,401.0,0.0,754.0
2022-01-04 19:15:00+00:00,,14.0,,,,14.0
2022-01-04 19:30:00+00:00,,31.0,,,,31.0
2022-01-04 19:45:00+00:00,,57.0,,,,57.0
2022-01-04 20:00:00+00:00,554.0,83.0,0.0,423.0,0.0,1060.0
2022-01-04 20:15:00+00:00,,104.0,,,,104.0
2022-01-04 20:30:00+00:00,,73.0,,,,73.0
2022-01-04 20:45:00+00:00,,96.0,,,,96.0
2022-01-04 21:00:00+00:00,590.0,97.0,0.0,432.0,0.0,1119.0
2022-01-04 21:15:00+00:00,,55.0,,,,55.0
2022-01-04 21:30:00+00:00,,82.0,,,,82.0
2022-01-04 21:45:00+00:00,,110.0,,,,110.0
2022-01-04 22:00:00+00:00,555.0,135.0,0.0,419.0,9.0,1118.0
2022-01-04 22:15:00+00:00,,143.0,,,,143.0
2022-01-04 22:30:00+00:00,,9.0,,,,9.0
2022-01-04 22:45:00+00:00,,5.0,,,,5.0
2022-01-04 23:00:00+00:00,505.0,18.0,0.0,368.0,0.0,891.0
2022-01-04 23:15:00+00:00,,5.0,,,,5.0
2022-01-04 23:30:00+00:00,,26.0,,,,26.0
2022-01-04 23:45:00+00:00,,15.0,,,,15.0
2022-01-05 00:00:00+00:00,600.0,67.0,0.0,365.0,43.0,1075.0
2022-01-05 00:15:00+00:00,,25.0,,,,25.0
2022-01-05 00:30:00+00:00,,22.0,,,,22.0
2022-01-05 00:45:00+00:00,,10.0,,,,10.0
2022-01-05 01:00:00+00:00,678.0,17.0,0.0,493.0,40.0,1228.0
2022-01-05 01:15:00+00:00,,18.0,,,,18.0
2022-01-05 01:30:00+00:00,,6.0,,,,6.0
2022-01-05 01:45:00+00:00,,0.0,,,,0.0
2022-01-05 02:00:00+00:00,673.0,1.0,0.0,480.0,22.0,1176.0
2022-01-05 02:15:00+00:00,,0.0,,,,0.0
2022-01-05 02:30:00+00:00,,0.0,,,,0.0
2022-01-05 02:45:00+00:00,,0.0,,,,0.0
2022-01-05 03:00:00+00:00,710.0,0.0,0.0,503.0,11.0,1224.0
2022-01-05 03:15:00+00:00,,0.0,,,,0.0
2022-01-05 03:30:00+00:00,,0.0,,,,0.0
2022-01-05 03:45:00+00:00,,0.0,,,,0.0
2022-01-05 04:00:00+00:00,674.0,0.0,0.0,388.0,0.0,1062.0
2022-01-05 04:15:00+00:00,,0.0,,,,0.0
2022-01-05 04:30:00+00:00,,0.0,,,,0.0
2022-01-05 04:45:00+00:00,,0.0,,,,0.0
2022-01-05 05:00:00+00:00,550.0,1.0,0.0,298.0,0.0,849.0
2022-01-05 05:15:00+00:00,,0.0,,,,0.0
2022-01-05 05:30:00+00:00,,0.0,,,,0.0
2022-01-05 05:45:00+00:00,,0.0,,,,0.0
2022-01-05 06:00:00+00:00,430.0,13.0,0.0,305.0,0.0,748.0
2022-01-05 06:15:00+00:00,,21.0,,,,21.0
2022-01-05 06:30:00+00:00,,28.0,,,,28.0
2022-01-05 06:45:00+00:00,,21.0,,,,21.0
2022-01-05 07:00:00+00:00,335.0,44.0,0.0,248.0,0.0,627.0
2022-01-05 07:15:00+00:00,,62.0,,,,62.0
2022-01-05 07:30:00+00:00,,65.0,,,,65.0
2022-01-05 07:45:00+00:00,,75.0,,,,75.0
2022-01-05 08:00:00+00:00,282.0,142.0,0.0,219.0,18.0,661.0
2022-01-05 08:15:00+00:00,,148.0,,,,148.0
2022-01-05 08:30:00+00:00,,151.0,,,,151.0
2022-01-05 08:45:00+00:00,,143.0,,,,143.0
2022-01-05 09:00:00+00:00,237.0,181.0,0.0,207.0,65.0,690.0
2022-01-05 09:15:00+00:00,,165.0,,,,165.0
2022-01-05 09:30:00+00:00,,171.0,,,,171.0
2022-01-05 09:45:00+00:00,,170.0,,,,170.0
2022-01-05 10:00:00+00:00,220.0,205.0,0.0,236.0,91.0,752.0
2022-01-05 10:15:00+00:00,,151.0,,,,151.0
2022-01-05 10:30:00+00:00,,143.0,,,,143.0
2022-01-05 10:45:00+00:00,,172.0,,,,172.0
2022-01-05 11:00:00+00:00,191.0,216.0,0.0,157.0,97.0,661.0
2022-01-05 11:15:00+00:00,,164.0,,,,164.0
2022-01-05 11:30:00+00:00,,174.0,,,,174.0
2022-01-05 11:45:00+00:00,,186.0,,,,186.0
2022-01-05 12:00:00+00:00,172.0,180.0,0.0,148.0,78.0,578.0
2022-01-05 12:15:00+00:00,,149.0,,,,149.0
2022-01-05 12:30:00+00:00,,157.0,,,,157.0
