,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
15,0.0,Planned maintenance,,2023-01-03 12:00:00+00:00,230.0,Hydro Pumped Storage,22WCOOXII000070C,PT1M,2023-01-03 12:00:00+00:00
16,0.0,Planned maintenance,,2023-01-03 14:00:00+00:00,230.0,Hydro Pumped Storage,22WCOOXII000070C,PT60M,2023-01-03 12:00:00+00:00
17,0.0,Planned maintenance,,2023-01-04 14:00:00+00:00,230.0,Hydro Pumped Storage,22WCOOXII000070C,PT60M,2023-01-04 12:00:00+00:00
18,0.0,Planned maintenance,,2023-01-04 12:00:00+00:00,230.0,Hydro Pumped Storage,22WCOOXII000070C,PT15M,2023-01-04 12:00:00+00:00
19,170.0,Unplanned outage,,2023-01-05 11:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT1M,2023-01-05 11:00:00+00:00
20,170.0,Unplanned outage,,2023-01-05 11:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT15M,2023-01-05 10:00:00+00:00
21,170.0,Unplanned outage,,2023-01-05 10:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT60M,2023-01-04 18:00:00+00:00
25,147.55,Planned maintenance,,2023-02-20 15:00:00+00:00,150.0,Fossil Gas,22WDROGEN0000863,PT60M,2023-02-20 07:00:00+00:00
26,120.17,Planned maintenance,,2023-02-20 15:00:00+00:00,150.0,Fossil Gas,22WDROGEN0000863,PT60M,2023-02-20 07:00:00+00:00
27,129.41,Planned maintenance,,2023-02-20 15:00:00+00:00,160.0,Fossil Gas,22WDROGEN0000863,PT60M,2023-02-20 07:00:00+00:00
28,140.0,Unplanned outage,,2023-01-06 11:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT60M,2023-01-06 10:00:00+00:00
29,140.0,Unplanned outage,,2023-01-06 11:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT15M,2023-01-06 11:00:00+00:00
30,140.0,Unplanned outage,,2023-01-06 11:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT1M,2023-01-06 11:00:00+00:00
31,140.0,Unplanned outage,,2023-01-06 10:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT1M,2023-01-06 10:00:00+00:00
32,140.0,Unplanned outage,,2023-01-06 10:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT15M,2023-01-06 10:00:00+00:00
37,104.0,Unplanned outage,,2023-01-06 15:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT15M,2023-01-06 15:00:00+00:00
38,104.0,Unplanned outage,,2023-01-06 15:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT1M,2023-01-06 15:00:00+00:00
39,104.0,Unplanned outage,,2023-01-06 11:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT1M,2023-01-06 11:00:00+00:00
40,104.0,Unplanned outage,,2023-01-06 15:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT60M,2023-01-06 12:00:00+00:00
41,104.0,Unplanned outage,,2023-01-06 12:00:00+00:00,268.0,Biomass,22WRODENH000213L,PT15M,2023-01-06 11:00:00+00:00
42,385.0,Planned maintenance,,2023-01-08 01:00:00+00:00,445.0,Nuclear,22WDOELX1000076X,PT60M,2023-01-07 23:00:00+00:00
43,0.0,Planned maintenance,,2023-01-11 17:00:00+00:00,289.0,Fossil Gas,22WAMERCO000010Y,PT60M,2023-01-10 23:00:00+00:00
