,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
0,0.0,Planned maintenance,,2023-12-31 22:00:00+00:00,240.0,Fossil Gas,26WIMPI-S11ACPNS,PT60M,2022-12-31 23:00:00+00:00
1,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,240.0,Fossil Gas,26WIMPI-S11ACPNS,PT15M,2023-12-31 23:00:00+00:00
2,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,240.0,Fossil Gas,26WIMPI-S11ACPNS,PT1M,2023-12-31 23:00:00+00:00
3,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,240.0,Fossil Gas,26WIMPI-S11ACPNS,PT30M,2023-12-31 22:00:00+00:00
8,0.0,Planned maintenance,,2023-06-30 22:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT1M,2023-06-30 22:00:00+00:00
9,0.0,Planned maintenance,,2023-06-30 22:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT30M,2023-06-30 21:00:00+00:00
10,0.0,Planned maintenance,,2023-06-30 21:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT60M,2022-12-31 23:00:00+00:00
11,0.0,Planned maintenance,,2023-06-30 22:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT15M,2023-06-30 22:00:00+00:00
25,0.0,Planned maintenance,,2023-12-31 22:00:00+00:00,220.0,Fossil Gas,26W-SZ2MCNTMONTY,PT60M,2022-12-31 23:00:00+00:00
26,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,220.0,Fossil Gas,26W-SZ2MCNTMONTY,PT30M,2023-12-31 22:00:00+00:00
27,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,220.0,Fossil Gas,26W-SZ2MCNTMONTY,PT15M,2023-12-31 23:00:00+00:00
28,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,220.0,Fossil Gas,26W-SZ2MCNTMONTY,PT1M,2023-12-31 23:00:00+00:00
35,0.0,Planned maintenance,,2023-01-29 23:00:00+00:00,360.0,Fossil Gas,26W-S19PCRLPRIOX,PT1M,2023-01-29 23:00:00+00:00
36,0.0,Planned maintenance,,2023-01-29 23:00:00+00:00,360.0,Fossil Gas,26W-S19PCRLPRIOX,PT15M,2023-01-29 23:00:00+00:00
37,0.0,Planned maintenance,,2023-01-29 22:00:00+00:00,360.0,Fossil Gas,26W-S19PCRLPRIOX,PT60M,2022-12-31 23:00:00+00:00
38,0.0,Planned maintenance,,2023-01-29 23:00:00+00:00,360.0,Fossil Gas,26W-S19PCRLPRIOX,PT30M,2023-01-29 22:00:00+00:00
39,0.0,Planned maintenance,,2023-01-07 23:00:00+00:00,385.0,Fossil Gas,26W-S01LNEILEINX,PT1M,2023-01-07 23:00:00+00:00
40,0.0,Planned maintenance,,2023-01-07 23:00:00+00:00,385.0,Fossil Gas,26W-S01LNEILEINX,PT15M,2023-01-07 23:00:00+00:00
41,0.0,Planned maintenance,,2023-01-07 23:00:00+00:00,385.0,Fossil Gas,26W-S01LNEILEINX,PT30M,2023-01-07 22:00:00+00:00
42,0.0,Planned maintenance,,2023-01-07 22:00:00+00:00,385.0,Fossil Gas,26W-S01LNEILEINX,PT60M,2022-12-31 23:00:00+00:00
43,0.0,Planned maintenance,,2023-08-06 22:00:00+00:00,118.0,Fossil Gas,26W-SX9TCRMTERMI,PT15M,2023-08-06 22:00:00+00:00
44,0.0,Planned maintenance,,2023-08-06 22:00:00+00:00,118.0,Fossil Gas,26W-SX9TCRMTERMI,PT30M,2023-08-06 21:00:00+00:00
45,0.0,Planned maintenance,,2023-08-06 21:00:00+00:00,118.0,Fossil Gas,26W-SX9TCRMTERMI,PT60M,2022-12-31 23:00:00+00:00
46,0.0,Planned maintenance,,2023-08-06 22:00:00+00:00,118.0,Fossil Gas,26W-SX9TCRMTERMI,PT1M,2023-08-06 22:00:00+00:00
47,0.0,Planned maintenance,,2023-06-04 22:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT1M,2023-06-04 22:00:00+00:00
48,0.0,Planned maintenance,,2023-06-04 22:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT15M,2023-06-04 22:00:00+00:00
49,0.0,Planned maintenance,,2023-06-04 22:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT30M,2023-06-04 21:00:00+00:00
50,0.0,Planned maintenance,,2023-06-04 21:00:00+00:00,118.0,Fossil Gas,26W-SY9TCRMTERM7,PT60M,2022-12-31 23:00:00+00:00
51,0.0,Planned maintenance,,2023-01-03 22:00:00+00:00,367.0,Fossil Gas,26W-SY8LCCSLA-CM,PT60M,2022-12-31 23:00:00+00:00
