,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
2,630.0,Planned maintenance,,2022-01-06 15:00:00+00:00,1400.0,Nuclear,46WPU0000000061P,PT60M,2022-01-06 07:00:00+00:00
4,0.0,Unplanned outage,,2022-01-01 23:00:00+00:00,146.0,Hydro Water Reservoir,46WPU0000000035Q,PT1M,2022-01-01 23:00:00+00:00
5,0.0,Unplanned outage,,2022-01-02 01:00:00+00:00,146.0,Hydro Water Reservoir,46WPU0000000035Q,PT30M,2022-01-01 23:00:00+00:00
6,0.0,Unplanned outage,,2022-01-01 23:00:00+00:00,146.0,Hydro Water Reservoir,46WPU0000000035Q,PT15M,2022-01-01 23:00:00+00:00
7,0.0,Unplanned outage,,2022-01-04 02:00:00+00:00,531.0,Nuclear,46WPU00000000121,PT60M,2022-01-02 10:00:00+00:00
8,0.0,Planned maintenance,,2022-01-04 12:00:00+00:00,100.0,Hydro Water Reservoir,46WPU0000000018Q,PT1M,2022-01-04 11:00:00+00:00
9,0.0,Planned maintenance,,2022-01-04 11:00:00+00:00,100.0,Hydro Water Reservoir,46WPU0000000018Q,PT60M,2022-01-04 09:00:00+00:00
10,0.0,Planned maintenance,,2022-01-04 11:00:00+00:00,100.0,Hydro Water Reservoir,46WPU0000000018Q,PT30M,2022-01-04 11:00:00+00:00
11,0.0,Unplanned outage,,2022-01-05 13:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT1M,2022-01-05 13:00:00+00:00
12,0.0,Unplanned outage,,2022-01-05 14:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT60M,2022-01-05 13:00:00+00:00
13,0.0,Planned maintenance,,2022-01-12 13:00:00+00:00,113.0,Hydro Water Reservoir,46WPU0000000039I,PT60M,2022-01-12 12:00:00+00:00
14,0.0,Unplanned outage,,2022-01-11 15:00:00+00:00,531.0,Nuclear,46WPU00000000121,PT1M,2022-01-11 14:00:00+00:00
15,0.0,Unplanned outage,,2022-01-11 17:00:00+00:00,531.0,Nuclear,46WPU00000000121,PT30M,2022-01-11 17:00:00+00:00
16,0.0,Unplanned outage,,2022-01-11 17:00:00+00:00,531.0,Nuclear,46WPU00000000121,PT60M,2022-01-11 15:00:00+00:00
17,0.0,Unplanned outage,,2022-01-11 15:00:00+00:00,531.0,Nuclear,46WPU00000000121,PT30M,2022-01-11 15:00:00+00:00
18,0.0,Planned maintenance,,2022-01-13 14:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT60M,2022-01-13 11:00:00+00:00
19,0.0,Planned maintenance,,2022-01-13 14:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT60M,2022-01-13 11:00:00+00:00
20,0.0,Planned maintenance,,2022-01-13 14:00:00+00:00,170.0,Hydro Water Reservoir,46WPU0000000029L,PT60M,2022-01-13 11:00:00+00:00
21,0.0,Unplanned outage,,2022-01-12 13:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT1M,2022-01-12 13:00:00+00:00
22,0.0,Unplanned outage,,2022-01-12 13:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT15M,2022-01-12 13:00:00+00:00
23,0.0,Unplanned outage,,2022-01-12 14:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT30M,2022-01-12 13:00:00+00:00
24,0.0,Unplanned outage,,2022-01-12 14:00:00+00:00,104.0,Hydro Water Reservoir,46WPU0000000029L,PT1M,2022-01-12 14:00:00+00:00
25,0.0,Planned maintenance,,2022-01-13 07:00:00+00:00,136.0,Hydro Water Reservoir,46WPU0000000042T,PT30M,2022-01-13 07:00:00+00:00
26,0.0,Planned maintenance,,2022-01-13 11:00:00+00:00,136.0,Hydro Water Reservoir,46WPU0000000042T,PT60M,2022-01-13 07:00:00+00:00
27,0.0,Planned maintenance,,2022-01-13 11:00:00+00:00,136.0,Hydro Water Reservoir,46WPU0000000042T,PT15M,2022-01-13 11:00:00+00:00
28,0.0,Planned maintenance,,2022-01-13 11:00:00+00:00,136.0,Hydro Water Reservoir,46WPU0000000042T,PT1M,2022-01-13 11:00:00+00:00
29,0.0,Planned maintenance,,2022-01-13 13:00:00+00:00,173.0,Hydro Water Reservoir,46WPU0000000031Y,PT60M,2022-01-13 11:00:00+00:00
30,0.0,Planned maintenance,,2022-01-13 13:00:00+00:00,173.0,Hydro Water Reservoir,46WPU0000000031Y,PT15M,2022-01-13 13:00:00+00:00
31,0.0,Planned maintenance,,2022-01-13 13:00:00+00:00,173.0,Hydro Water Reservoir,46WPU0000000031Y,PT1M,2022-01-13 13:00:00+00:00
32,0.0,Unplanned outage,,2022-01-14 17:00:00+00:00,173.0,Hydro Water Reservoir,46WPU0000000031Y,PT15M,2022-01-14 17:00:00+00:00
33,0.0,Unplanned outage,,2022-01-14 19:00:00+00:00,173.0,Hydro Water Reservoir,46WPU0000000031Y,PT30M,2022-01-14 17:00:00+00:00
34,0.0,Unplanned outage,,2022-01-14 19:00:00+00:00,162.0,Hydro Water Reservoir,46WPU0000000027P,PT1M,2022-01-14 19:00:00+00:00
35,0.0,Unplanned outage,,2022-01-14 21:00:00+00:00,162.0,Hydro Water Reservoir,46WPU0000000027P,PT60M,2022-01-14 19:00:00+00:00
