,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
8,0.0,Planned maintenance,,2023-01-01 00:00:00+01:00,405.0,Fossil Gas,11WD7GERS-X-KW-C,PT15M,2022-01-01 00:00:00+01:00
14,120.0,Planned maintenance,,2022-01-02 22:00:00+01:00,475.0,Fossil Gas,11WD7EMSL-G-KW-T,PT15M,2022-01-01 00:00:00+01:00
15,120.0,Planned maintenance,,2022-01-09 22:00:00+01:00,475.0,Fossil Gas,11WD7EMSL-G-KW-T,PT15M,2022-01-07 22:00:00+01:00
29,0.0,Unplanned outage,,2025-01-01 00:00:00+01:00,370.0,Fossil Hard coal,11WD7WALS1S--KW0,PT60M,2021-07-08 08:00:00+02:00
33,0.0,Planned maintenance,,2023-01-01 00:00:00+01:00,160.0,Hydro Pumped Storage,11WD8MARK1H----7,PT15M,2022-01-01 00:00:00+01:00
42,227.5,Planned maintenance,,2022-01-10 00:00:00+01:00,455.0,Hydro Pumped Storage,11WD4WEHR1HS---G,PT15M,2022-01-03 00:00:00+01:00
52,392.0,Planned maintenance,,2022-01-29 06:00:00+01:00,784.0,Fossil Gas,11WD7KWKN----KW1,PT15M,2022-01-01 00:00:00+01:00
53,0.0,Planned maintenance,,2022-01-29 20:00:00+01:00,784.0,Fossil Gas,11WD7KWKN----KW1,PT15M,2022-01-29 06:00:00+01:00
54,528.0,Planned maintenance,,2022-01-29 20:00:00+01:00,784.0,Fossil Gas,11WD7KWKN----KW1,PT1M,2022-01-29 20:00:00+01:00
55,392.0,Planned maintenance,,2022-02-01 20:00:00+01:00,784.0,Fossil Gas,11WD7KWKN----KW1,PT1M,2022-02-01 20:00:00+01:00
56,392.0,Planned maintenance,,2022-01-29 06:00:00+01:00,784.0,Fossil Gas,11WD7KWKN----KW1,PT1M,2022-01-29 06:00:00+01:00
57,392.0,Planned maintenance,,2022-02-01 20:00:00+01:00,784.0,Fossil Gas,11WD7KWKN----KW1,PT15M,2022-01-29 20:00:00+01:00
59,0.0,Planned maintenance,,2022-01-05 18:00:00+01:00,265.0,Hydro Pumped Storage,11WD8GOLD1H----6,PT15M,2022-01-05 08:00:00+01:00
61,227.5,Planned maintenance,,2022-01-03 00:00:00+01:00,455.0,Hydro Pumped Storage,11WD4SWSW5HD7--F,PT15M,2022-01-01 00:00:00+01:00
62,227.5,Planned maintenance,,2022-01-17 00:00:00+01:00,455.0,Hydro Pumped Storage,11WD4SWSW5HD7--F,PT15M,2022-01-10 00:00:00+01:00
63,0.0,Planned maintenance,,2022-01-03 00:00:00+01:00,472.0,Fossil Hard coal,11WD2ZOLL0002880,PT15M,2022-01-01 00:00:00+01:00
67,0.0,Planned maintenance,,2022-01-03 02:00:00+01:00,630.0,Fossil Brown coal/Lignite,11WD8BOXB1L----J,PT15M,2022-01-01 00:00:00+01:00
75,0.0,Planned maintenance,,2022-01-10 00:00:00+01:00,472.0,Fossil Hard coal,11WD2ZOLL0002880,PT15M,2022-01-08 00:00:00+01:00
76,367.0,Planned maintenance,,2022-01-01 07:00:00+01:00,444.0,Fossil Gas,11WD8MITT5G----0,PT15M,2022-01-01 01:00:00+01:00
80,0.0,Planned maintenance,,2022-01-02 22:00:00+01:00,640.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT15M,2022-01-01 00:00:00+01:00
81,0.0,Planned maintenance,,2022-01-01 12:00:00+01:00,891.0,Fossil Brown coal/Lignite,11WD8LIPD1L----P,PT15M,2022-01-01 10:00:00+01:00
82,447.5,Unplanned outage,,2022-01-01 18:00:00+01:00,870.0,Fossil Gas,11WD7EMSL-G-KW-T,PT15M,2022-01-01 00:00:00+01:00
83,0.0,Planned maintenance,,2022-01-02 06:00:00+01:00,1060.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-02 06:00:00+01:00
84,0.0,Planned maintenance,,2022-01-02 06:00:00+01:00,1060.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-01 00:00:00+01:00
85,0.0,Planned maintenance,,2022-01-02 10:00:00+01:00,630.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT15M,2022-01-01 00:00:00+01:00
86,0.0,Planned maintenance,,2022-01-02 17:00:00+01:00,179.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT60M,2021-12-30 12:00:00+01:00
87,50.0,Planned maintenance,,2022-01-03 08:00:00+01:00,450.0,Fossil Brown coal/Lignite,11WD8SCHK1L----O,PT15M,2022-01-03 07:00:00+01:00
90,0.0,Unplanned outage,,2021-12-22 22:00:00+01:00,717.0,Fossil Hard coal,11WD7BERG1S--KWB,PT1M,2021-12-22 22:00:00+01:00
91,0.0,Unplanned outage,,2021-12-22 23:00:00+01:00,717.0,Fossil Hard coal,11WD7BERG1S--KWB,PT30M,2021-12-22 22:00:00+01:00
92,0.0,Unplanned outage,,2022-01-03 00:00:00+01:00,717.0,Fossil Hard coal,11WD7BERG1S--KWB,PT60M,2021-12-22 23:00:00+01:00
93,591.0,Planned maintenance,,2022-01-04 04:00:00+01:00,891.0,Fossil Brown coal/Lignite,11WD8LIPD1L----P,PT15M,2022-01-04 02:00:00+01:00
99,0.0,Planned maintenance,,2022-01-03 17:00:00+01:00,500.0,Fossil Brown coal/Lignite,11WD8JAEN1L----Z,PT15M,2022-01-03 09:00:00+01:00
102,0.0,Unplanned outage,,2022-01-03 12:00:00+01:00,136.0,Fossil Gas,11WD2SUE2000103B,PT15M,2022-01-03 08:00:00+01:00
103,249.4,Unplanned outage,,2022-01-03 16:00:00+01:00,404.8,Fossil Hard coal,11WD4GKM-2CD7--7,PT15M,2022-01-01 09:00:00+01:00
104,249.4,Unplanned outage,,2022-01-01 09:00:00+01:00,404.8,Fossil Hard coal,11WD4GKM-2CD7--7,PT1M,2022-01-01 09:00:00+01:00
105,374.0,Unplanned outage,,2022-01-01 09:00:00+01:00,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,PT1M,2022-01-01 09:00:00+01:00
106,91.6,Unplanned outage,,2022-01-01 09:00:00+01:00,111.2,Fossil Hard coal,11WD4GKM-XCD0--3,PT1M,2022-01-01 09:00:00+01:00
107,374.0,Unplanned outage,,2022-01-03 16:00:00+01:00,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,PT15M,2022-01-01 09:00:00+01:00
108,91.6,Unplanned outage,,2022-01-03 16:00:00+01:00,111.2,Fossil Hard coal,11WD4GKM-XCD0--3,PT15M,2022-01-01 09:00:00+01:00
110,180.0,Planned maintenance,,2022-01-04 00:00:00+01:00,444.0,Fossil Gas,11WD8MITT5G----0,PT15M,2022-01-03 15:00:00+01:00
111,0.0,Planned maintenance,,2022-01-03 16:00:00+01:00,638.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT15M,2022-01-03 14:00:00+01:00
113,660.0,Planned maintenance,,2022-01-03 14:00:00+01:00,755.0,Fossil Brown coal/Lignite,11WD8SWPU1L----5,PT15M,2022-01-03 11:00:00+01:00
114,130.0,Planned maintenance,,2022-01-03 17:00:00+01:00,264.0,Fossil Gas,11W0-0000-0100-I,PT15M,2022-01-03 15:00:00+01:00
116,170.0,Planned maintenance,,2022-01-03 16:00:00+01:00,282.0,Fossil Hard coal,11WD8REUW1C----4,PT15M,2022-01-01 00:00:00+01:00
118,170.0,Planned maintenance,,2022-01-03 16:00:00+01:00,282.0,Fossil Hard coal,11WD8REUW1C----4,PT15M,2022-01-01 00:00:00+01:00
119,0.0,Planned maintenance,,2022-01-03 16:00:00+01:00,425.0,Fossil Gas,11WD7STUM----KW9,PT15M,2022-01-03 11:00:00+01:00
120,0.0,Unplanned outage,,2022-01-03 17:00:00+01:00,638.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT15M,2022-01-03 16:00:00+01:00
121,0.0,Unplanned outage,,2022-01-03 17:00:00+01:00,638.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT1M,2022-01-03 17:00:00+01:00
124,458.0,Unplanned outage,,2022-01-03 20:00:00+01:00,638.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT15M,2022-01-03 18:00:00+01:00
125,458.0,Unplanned outage,,2022-01-03 20:00:00+01:00,638.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,PT1M,2022-01-03 20:00:00+01:00
126,390.0,Planned maintenance,,2022-01-03 20:00:00+01:00,500.0,Fossil Brown coal/Lignite,11WD8JAEN1L----Z,PT15M,2022-01-03 16:00:00+01:00
127,656.0,Planned maintenance,,2022-01-03 23:00:00+01:00,755.0,Fossil Brown coal/Lignite,11WD8SWPU1L----5,PT15M,2022-01-03 20:00:00+01:00
128,520.0,Unplanned outage,,2022-01-03 23:00:00+01:00,842.0,Fossil Hard coal,11WD4DAXLA-S---T,PT1M,2022-01-03 23:00:00+01:00
129,520.0,Unplanned outage,,2022-01-04 00:00:00+01:00,842.0,Fossil Hard coal,11WD4DAXLA-S---T,PT15M,2022-01-03 23:00:00+01:00
131,0.0,Planned maintenance,,2022-01-04 04:00:00+01:00,630.0,Fossil Brown coal/Lignite,11WD8BOXB1L----J,PT15M,2022-01-03 06:00:00+01:00
134,91.0,Unplanned outage,,2022-01-04 09:00:00+01:00,561.0,Fossil Gas,11WD2IRSC000179N,PT15M,2022-01-04 08:00:00+01:00
135,0.0,Unplanned outage,,2022-01-04 09:00:00+01:00,175.0,Hydro Pumped Storage,11WD43VIWXHOILLM,PT15M,2022-01-01 00:00:00+01:00
137,0.0,Planned maintenance,,2022-01-04 11:00:00+01:00,604.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-04 11:00:00+01:00
138,0.0,Planned maintenance,,2022-01-04 11:00:00+01:00,604.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-01 00:00:00+01:00
139,705.0,Unplanned outage,,2022-01-04 12:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT30M,2022-01-04 12:00:00+01:00
140,705.0,Unplanned outage,,2022-01-04 12:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT60M,2022-01-04 10:00:00+01:00
141,705.0,Unplanned outage,,2022-01-04 10:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT15M,2022-01-04 10:00:00+01:00
142,705.0,Unplanned outage,,2022-01-04 10:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT1M,2022-01-04 10:00:00+01:00
143,705.0,Unplanned outage,,2022-01-04 13:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT1M,2022-01-04 12:00:00+01:00
144,350.0,Unplanned outage,,2022-01-04 14:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-04 14:00:00+01:00
145,350.0,Unplanned outage,,2022-01-04 14:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-04 13:00:00+01:00
146,0.0,Planned maintenance,,2022-01-09 21:00:00+01:00,595.0,Fossil Gas,11WD7NORF5G--KWG,PT15M,2022-01-07 22:00:00+01:00
147,0.0,Planned maintenance,,2022-01-06 17:00:00+01:00,136.0,Fossil Gas,11WD2SUE2000103B,PT15M,2022-01-05 00:00:00+01:00
148,570.0,Unplanned outage,,2022-01-04 21:00:00+01:00,778.0,Fossil Hard coal,11WD4HLBR1CS---A,PT15M,2022-01-04 20:00:00+01:00
149,0.0,Planned maintenance,,2022-01-04 21:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-04 21:00:00+01:00
150,0.0,Planned maintenance,,2022-01-04 21:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-03 14:00:00+01:00
152,388.0,Planned maintenance,,2022-01-05 01:00:00+01:00,500.0,Fossil Brown coal/Lignite,11WD8JAEN1L----Z,PT15M,2022-01-04 18:00:00+01:00
153,310.0,Unplanned outage,,2022-01-05 08:00:00+01:00,460.0,Fossil Hard coal,11WD7HERN2S--KWU,PT60M,2022-01-05 07:00:00+01:00
154,310.0,Unplanned outage,,2022-01-05 07:00:00+01:00,460.0,Fossil Hard coal,11WD7HERN2S--KWU,PT15M,2022-01-05 07:00:00+01:00
155,310.0,Unplanned outage,,2022-01-05 07:00:00+01:00,460.0,Fossil Hard coal,11WD7HERN2S--KWU,PT1M,2022-01-05 07:00:00+01:00
156,705.0,Unplanned outage,,2022-01-05 07:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT30M,2022-01-05 06:00:00+01:00
157,705.0,Unplanned outage,,2022-01-05 06:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT1M,2022-01-05 06:00:00+01:00
158,705.0,Unplanned outage,,2022-01-05 08:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT60M,2022-01-05 07:00:00+01:00
159,0.0,Unplanned outage,,2022-01-05 11:00:00+01:00,180.0,Hydro Pumped Storage,11WD43VIWXHOILLM,PT15M,2022-01-05 07:00:00+01:00
160,0.0,Unplanned outage,,2022-01-05 11:00:00+01:00,755.0,Fossil Brown coal/Lignite,11WD8SWPU1L----5,PT15M,2022-01-05 09:00:00+01:00
166,715.0,Unplanned outage,,2022-01-05 10:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT60M,2022-01-05 08:00:00+01:00
167,0.0,Planned maintenance,,2022-01-05 14:00:00+01:00,755.0,Fossil Brown coal/Lignite,11WD8SWPU1L----5,PT15M,2022-01-05 11:00:00+01:00
168,440.0,Unplanned outage,,2022-01-05 16:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-05 12:00:00+01:00
169,440.0,Unplanned outage,,2022-01-05 12:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 12:00:00+01:00
170,0.0,Unplanned outage,,2022-01-05 12:00:00+01:00,180.0,Hydro Pumped Storage,11WD43VIWXHOILLM,PT15M,2022-01-05 11:00:00+01:00
171,0.0,Unplanned outage,,2022-01-05 12:00:00+01:00,180.0,Hydro Pumped Storage,11WD43VIWXHOILLM,PT1M,2022-01-05 12:00:00+01:00
172,459.0,Planned maintenance,,2022-01-05 12:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 12:00:00+01:00
173,490.0,Planned maintenance,,2022-01-05 10:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 10:00:00+01:00
174,490.0,Planned maintenance,,2022-01-05 12:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-05 10:00:00+01:00
175,0.0,Planned maintenance,,2022-01-05 15:00:00+01:00,180.0,Hydro Pumped Storage,11WD43VIWXHOILLM,PT15M,2022-01-05 14:00:00+01:00
178,439.0,Planned maintenance,,2022-01-05 16:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 16:00:00+01:00
179,439.0,Planned maintenance,,2022-01-05 17:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-05 16:00:00+01:00
182,469.0,Planned maintenance,,2022-01-05 17:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 17:00:00+01:00
183,469.0,Planned maintenance,,2022-01-05 18:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-05 17:00:00+01:00
184,499.0,Planned maintenance,,2022-01-05 19:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 19:00:00+01:00
185,499.0,Planned maintenance,,2022-01-05 19:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT15M,2022-01-05 18:00:00+01:00
186,499.0,Planned maintenance,,2022-01-05 18:00:00+01:00,620.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,PT1M,2022-01-05 18:00:00+01:00
187,0.0,Planned maintenance,,2022-01-05 20:00:00+01:00,383.0,Fossil Gas,11WD2GEBE000177K,PT15M,2022-01-04 12:00:00+01:00
188,0.0,Unplanned outage,,2022-01-06 12:00:00+01:00,70.0,Hydro Pumped Storage,11WD7GARE5X-PSWB,PT15M,2022-01-03 16:00:00+01:00
189,0.0,Planned maintenance,,2022-01-03 10:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT30M,2022-01-03 10:00:00+01:00
190,0.0,Planned maintenance,,2022-01-06 02:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT60M,2022-01-03 10:00:00+01:00
191,0.0,Planned maintenance,,2022-01-06 02:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT1M,2022-01-06 02:00:00+01:00
192,0.0,Unplanned outage,,2022-01-06 04:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT15M,2022-01-06 04:00:00+01:00
193,0.0,Unplanned outage,,2022-01-06 04:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT30M,2022-01-06 03:00:00+01:00
194,0.0,Unplanned outage,,2022-01-06 03:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT1M,2022-01-06 03:00:00+01:00
195,0.0,Unplanned outage,,2022-01-06 04:00:00+01:00,211.0,Fossil Hard coal,11WD7VOLK5S--KWI,PT1M,2022-01-06 04:00:00+01:00
196,695.0,Unplanned outage,,2022-01-05 15:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT15M,2022-01-05 15:00:00+01:00
197,695.0,Unplanned outage,,2022-01-07 00:00:00+01:00,725.0,Fossil Hard coal,11WD7WALS1S--KW0,PT60M,2022-01-05 15:00:00+01:00
198,400.0,Unplanned outage,,2022-01-06 08:00:00+01:00,460.0,Fossil Hard coal,11WD7HERN2S--KWU,PT30M,2022-01-06 07:00:00+01:00
199,400.0,Unplanned outage,,2022-01-06 07:00:00+01:00,460.0,Fossil Hard coal,11WD7HERN2S--KWU,PT60M,2022-01-05 17:00:00+01:00
200,400.0,Unplanned outage,,2022-01-05 17:00:00+01:00,460.0,Fossil Hard coal,11WD7HERN2S--KWU,PT15M,2022-01-05 17:00:00+01:00
201,0.0,Unplanned outage,,2022-01-06 03:00:00+01:00,167.0,Fossil Gas,11WD7LUDW5GSUEDE,PT1M,2022-01-06 03:00:00+01:00
202,0.0,Unplanned outage,,2022-01-06 10:00:00+01:00,167.0,Fossil Gas,11WD7LUDW5GSUEDE,PT1M,2022-01-06 10:00:00+01:00
203,0.0,Unplanned outage,,2022-01-06 10:00:00+01:00,167.0,Fossil Gas,11WD7LUDW5GSUEDE,PT15M,2022-01-06 03:00:00+01:00
