,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
0,0.0,Planned maintenance,,2022-09-30 23:00:00+00:00,271.0,Fossil Gas,47W000000000167D,PT15M,2019-09-30 23:00:00+00:00
1,0.0,Planned maintenance,,2022-04-07 23:00:00+00:00,463.0,Fossil Gas,47W000000000168B,PT15M,2022-04-03 23:00:00+00:00
2,84.0,Planned maintenance,,2022-04-07 23:00:00+00:00,463.0,Fossil Gas,47W000000000168B,PT15M,2022-04-03 23:00:00+00:00
3,0.0,Planned maintenance,,2022-10-24 05:00:00+00:00,405.0,Fossil Gas,47W000000000171M,PT15M,2022-10-14 12:00:00+00:00
4,0.0,Planned maintenance,,2022-09-30 23:00:00+00:00,271.0,Fossil Gas,47W000000000167D,PT15M,2022-01-01 00:00:00+00:00
24,26.0,Planned maintenance,,2022-10-04 23:00:00+00:00,62.0,Waste,47W0000000003853,PT15M,2022-09-30 23:00:00+00:00
25,0.0,Planned maintenance,,2022-10-06 23:00:00+00:00,62.0,Waste,47W0000000003853,PT15M,2022-10-04 23:00:00+00:00
26,0.0,Planned maintenance,,2022-07-20 23:00:00+00:00,90.0,Fossil Gas,47W000000000164J,PT15M,2022-07-17 23:00:00+00:00
27,0.0,Planned maintenance,,2022-10-24 17:00:00+00:00,56.0,Fossil Gas,47W000000000239E,PT15M,2022-10-24 07:00:00+00:00
28,0.0,Planned maintenance,,2022-10-24 17:00:00+00:00,56.0,Fossil Gas,47W000000000239E,PT15M,2022-10-24 07:00:00+00:00
29,26.0,Planned maintenance,,2022-10-10 23:00:00+00:00,62.0,Waste,47W0000000003853,PT15M,2022-10-06 23:00:00+00:00
30,0.0,Planned maintenance,,2022-10-09 21:00:00+00:00,285.0,Fossil Hard coal,47W000000000166F,PT15M,2022-09-27 21:00:00+00:00
31,0.0,Planned maintenance,,2022-11-05 20:00:00+00:00,431.0,Fossil Gas,47W000000000164J,PT15M,2022-10-31 01:00:00+00:00
32,0.0,Planned maintenance,,2022-06-11 19:00:00+00:00,463.0,Fossil Gas,47W000000000168B,PT15M,2022-05-23 11:00:00+00:00
33,0.0,Planned maintenance,,2022-06-11 19:00:00+00:00,463.0,Fossil Gas,47W000000000168B,PT15M,2022-05-23 11:00:00+00:00
34,0.0,Planned maintenance,,2022-10-22 19:00:00+00:00,463.0,Fossil Gas,47W000000000168B,PT15M,2022-10-17 11:00:00+00:00
35,84.0,Planned maintenance,,2022-10-22 19:00:00+00:00,463.0,Fossil Gas,47W000000000168B,PT15M,2022-10-17 11:00:00+00:00
36,0.0,Planned maintenance,,2022-07-01 05:00:00+00:00,405.0,Fossil Gas,47W000000000171M,PT15M,2022-06-27 12:00:00+00:00
37,0.0,Planned maintenance,,2022-09-09 19:00:00+00:00,19.0,Hydro Run-of-river and poundage,47W000000000230W,PT15M,2022-09-05 07:00:00+00:00
38,0.0,Planned maintenance,,2022-02-02 18:00:00+00:00,85.0,Fossil Gas,47W000000000157G,PT15M,2022-01-31 06:00:00+00:00
39,0.0,Planned maintenance,,2022-10-13 21:00:00+00:00,285.0,Fossil Hard coal,47W000000000166F,PT15M,2022-09-23 21:00:00+00:00
40,0.0,Planned maintenance,,2022-08-09 23:00:00+00:00,470.0,Fossil Gas,47W000000000160R,PT15M,2022-06-20 23:00:00+00:00
41,0.0,Planned maintenance,,2022-11-18 20:00:00+00:00,24.0,Hydro Run-of-river and poundage,47W000000000230W,PT15M,2022-04-04 07:00:00+00:00
42,0.0,Planned maintenance,,2022-05-13 19:00:00+00:00,15.0,Hydro Run-of-river and poundage,47W000000000234O,PT15M,2022-05-03 07:00:00+00:00
43,0.0,Planned maintenance,,2022-06-03 19:00:00+00:00,8.0,Hydro Run-of-river and poundage,47W000000000234O,PT15M,2022-05-23 07:00:00+00:00
44,0.0,Planned maintenance,,2022-03-11 00:00:00+00:00,342.0,Fossil Gas,47W000000000173I,PT15M,2022-03-01 00:00:00+00:00
45,0.0,Planned maintenance,,2022-06-23 21:00:00+00:00,285.0,Fossil Hard coal,47W000000000166F,PT15M,2022-06-03 21:00:00+00:00
47,0.0,Planned maintenance,,2022-09-24 05:00:00+00:00,431.0,Fossil Gas,47W000000000164J,PT15M,2022-08-27 21:00:00+00:00
