,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
1,0.0,Planned maintenance,,2022-12-31 23:00:00+00:00,348.0,Fossil Gas,49W000000000063W,PT15M,2021-12-31 23:00:00+00:00
5,0.0,Planned maintenance,,2022-01-16 22:00:00+00:00,360.0,Fossil Gas,49W000000000084O,PT15M,2022-01-15 00:00:00+00:00
6,0.0,Planned maintenance,,2022-01-30 22:00:00+00:00,360.0,Fossil Gas,49W000000000088G,PT15M,2022-01-29 00:00:00+00:00
7,0.0,Planned maintenance,,2022-01-24 22:00:00+00:00,360.0,Fossil Gas,49W000000000082S,PT60M,2022-01-22 00:00:00+00:00
8,0.0,Planned maintenance,,2022-02-27 22:00:00+00:00,360.0,Fossil Gas,49W000000000080W,PT60M,2022-01-29 00:00:00+00:00
10,0.0,Planned maintenance,,2022-02-13 22:00:00+00:00,360.0,Fossil Gas,49W000000000086K,PT60M,2022-02-12 00:00:00+00:00
11,0.0,Planned maintenance,,2022-01-09 23:00:00+00:00,250.0,Fossil Gas,49W0000000001128,PT15M,2021-12-31 23:00:00+00:00
12,0.0,Planned maintenance,,2022-01-03 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT60M,2021-12-31 23:00:00+00:00
13,0.0,Planned maintenance,,2022-01-03 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT30M,2022-01-03 07:00:00+00:00
14,0.0,Unplanned outage,,2022-01-01 14:00:00+00:00,144.0,Fossil Gas,49W000000000046W,PT15M,2022-01-01 00:00:00+00:00
15,0.0,Planned maintenance,,2022-01-04 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT60M,2022-01-03 23:00:00+00:00
16,0.0,Planned maintenance,,2022-01-04 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT30M,2022-01-04 07:00:00+00:00
17,450.0,Unplanned outage,,2022-01-03 07:00:00+00:00,731.0,Fossil Hard coal,49W000000000078J,PT1M,2022-01-03 06:00:00+00:00
18,0.0,Planned maintenance,,2022-01-03 11:00:00+00:00,1070.0,Fossil Hard coal,49W000000000102B,PT15M,2022-01-03 05:00:00+00:00
19,700.0,Unplanned outage,,2022-01-03 09:00:00+00:00,731.0,Fossil Hard coal,49W000000000078J,PT60M,2022-01-03 08:00:00+00:00
20,700.0,Unplanned outage,,2022-01-03 08:00:00+00:00,731.0,Fossil Hard coal,49W000000000078J,PT15M,2022-01-03 08:00:00+00:00
21,700.0,Unplanned outage,,2022-01-03 08:00:00+00:00,731.0,Fossil Hard coal,49W000000000078J,PT1M,2022-01-03 08:00:00+00:00
22,0.0,Planned maintenance,,2022-01-05 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT30M,2022-01-05 07:00:00+00:00
23,0.0,Planned maintenance,,2022-01-05 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT60M,2022-01-04 23:00:00+00:00
24,444.0,Unplanned outage,,2022-01-03 05:00:00+00:00,1304.0,Fossil Gas,49W000000000069K,PT15M,2021-12-31 23:00:00+00:00
25,0.0,Unplanned outage,,2022-01-03 22:00:00+00:00,435.0,Fossil Gas,49W000000000117Z,PT15M,2022-01-03 14:00:00+00:00
26,531.0,Unplanned outage,,2022-01-04 03:00:00+00:00,631.0,Fossil Hard coal,49W000000000070Z,PT15M,2022-01-04 02:00:00+00:00
29,0.0,Planned maintenance,,2022-01-15 15:00:00+00:00,631.0,Fossil Hard coal,49W000000000070Z,PT15M,2022-01-15 12:00:00+00:00
30,350.0,Planned maintenance,,2022-01-05 13:00:00+00:00,731.0,Fossil Hard coal,49W000000000078J,PT60M,2022-01-05 05:00:00+00:00
31,0.0,Planned maintenance,,2022-01-04 22:00:00+00:00,418.0,Fossil Gas,49W000000000063W,PT15M,2021-12-31 23:00:00+00:00
32,506.0,Planned maintenance,,2022-01-05 04:00:00+00:00,631.0,Fossil Hard coal,49W000000000070Z,PT15M,2022-01-05 02:00:00+00:00
33,0.0,Planned maintenance,,2022-01-06 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT60M,2022-01-05 23:00:00+00:00
34,0.0,Planned maintenance,,2022-01-06 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT30M,2022-01-06 07:00:00+00:00
35,0.0,Planned maintenance,,2022-01-07 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT60M,2022-01-06 23:00:00+00:00
36,0.0,Planned maintenance,,2022-01-07 07:00:00+00:00,343.0,Fossil Gas,49W000000000152X,PT30M,2022-01-07 07:00:00+00:00
37,0.0,Unplanned outage,,2022-01-06 07:00:00+00:00,224.0,Fossil Gas,49W000000000090T,PT15M,2021-12-31 23:00:00+00:00
38,0.0,Unplanned outage,,2022-01-06 10:00:00+00:00,360.0,Fossil Gas,49W000000000080W,PT15M,2022-01-06 09:00:00+00:00
39,0.0,Unplanned outage,,2022-01-06 09:00:00+00:00,360.0,Fossil Gas,49W000000000080W,PT30M,2022-01-06 09:00:00+00:00
40,0.0,Unplanned outage,,2022-01-06 08:00:00+00:00,360.0,Fossil Gas,49W000000000080W,PT1M,2022-01-06 08:00:00+00:00
41,0.0,Unplanned outage,,2022-01-06 09:00:00+00:00,360.0,Fossil Gas,49W000000000080W,PT60M,2022-01-06 08:00:00+00:00
42,0.0,Unplanned outage,,2022-01-06 09:00:00+00:00,131.0,Fossil Gas,49W000000000096H,PT15M,2022-01-06 09:00:00+00:00
43,0.0,Unplanned outage,,2022-01-06 09:00:00+00:00,131.0,Fossil Gas,49W000000000096H,PT1M,2022-01-06 09:00:00+00:00
44,0.0,Unplanned outage,,2022-01-06 11:00:00+00:00,131.0,Fossil Gas,49W000000000096H,PT60M,2022-01-06 10:00:00+00:00
45,0.0,Unplanned outage,,2022-01-06 10:00:00+00:00,131.0,Fossil Gas,49W000000000096H,PT30M,2022-01-06 09:00:00+00:00
46,0.0,Planned maintenance,,2022-01-10 20:00:00+00:00,360.0,Fossil Gas,49W000000000082S,PT60M,2022-01-10 05:00:00+00:00
47,0.0,Planned maintenance,,2022-01-11 20:00:00+00:00,360.0,Fossil Gas,49W000000000082S,PT60M,2022-01-11 05:00:00+00:00
