,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2023,8514.0,17692.0,1257.0,31878.0,18559.0,4083.0,0.0,0.0,56.0,9379.0,3737.0,1345.0,0.0,4056.0,1706.0,384.0,63366.0,1933.0,8129.0,57742.0
