,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2022,700.0,6819.0,398.0,1308.0,185.0,5943.0,19.0,4788.0,384.0,2254.0,2787.0
