,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021,704.0,0.0,0.0,29970.0,5977.0,678.0,0.0,0.0,0.0,5645.0,1155.0,19186.0,0.0,7117.0,117.0,269.0,11390.0,537.0,0.0,26664.0
