,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022,702.0,0.0,0.0,29927.0,4642.0,669.0,0.0,0.0,0.0,5695.0,1155.0,19187.0,0.0,7117.0,118.0,272.0,14640.0,565.0,0.0,27735.0
