,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2023,1534.0,0.0,2072.0,44215.0,5576.0,1543.0,0.0,869.0,7256.0,10553.0,4440.0,0.0,853.0,0.0,5431.0,120.0,30.0,11204.0
