,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2023,8467.0,17692.0,1257.0,31808.0,18559.0,4083.0,56.0,9379.0,3715.0,1334.0,4056.0,1706.0,384.0,63066.0,1912.0,8129.0,57590.0
