,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2023,1343.0,12893.0,1816.0,2566.0,2.0,5051.0,11695.0,8787.0,243.0,61370.0,1145.0,14639.0,929.0,494.0,20842.0
