,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022,482.0,0.0,0.0,4350.0,0.0,164.0,0.0,0.0,0.0,3503.0,5837.0,2475.0,0.0,0.0,954.0,0.0,2500.0,103.0,0.0,3500.0
