,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022,572.0,0.0,0.0,18530.0,4006.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,486.0,1.0,0.0,14911.0,763.0,2460.0,5310.0
