,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2023,415.0,0.0,0.0,18351.0,4006.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,486.0,1.0,0.0,22590.0,786.0,3220.0,6190.0
