,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2023,482.0,0.0,0.0,4206.0,0.0,120.0,0.0,0.0,0.0,3363.0,5902.0,2771.0,0.0,0.0,845.0,0.0,3265.0,103.0,0.0,3569.0
