,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022,1548.0,0.0,2041.0,41961.0,6376.0,1490.0,0.0,869.0,7256.0,10507.0,4441.0,0.0,825.0,0.0,5137.0,122.0,0.0,10658.0
