,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Wind Onshore
2023,4265.0,855.0,1272.0,344.0,17.0,292.0,216.0,647.0,1919.0
