,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2022,1301.0,13074.0,1816.0,2762.0,2.0,5050.0,11834.0,8785.0,243.0,61370.0,1157.0,13154.0,947.0,20.0,19516.0
