,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022,8332.0,18544.0,0.0,30553.0,18830.0,3966.0,51.0,9379.0,3660.0,1298.0,4056.0,1679.0,352.0,57744.0,1599.0,7787.0,55289.0
