,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022,8379.0,18544.0,0.0,30649.0,18830.0,3966.0,0.0,0.0,51.0,9379.0,3685.0,1309.0,0.0,4056.0,1679.0,352.0,58002.0,1620.0,7787.0,55456.0
