,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2023,730.0,6988.0,450.0,1308.0,186.0,4937.0,27.0,6475.0,384.0,2262.0,3053.0
