,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Gas_Actual Consumption,Fossil Hard coal_Actual Aggregated,Fossil Hard coal_Actual Consumption,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Hydro Run-of-river and poundage_Actual Consumption,Hydro Water Reservoir_Actual Aggregated,Hydro Water Reservoir_Actual Consumption,Other_Actual Aggregated,Solar_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Onshore_Actual Aggregated
2024-01-01 00:00:00+00:00,364.0,193.0,8.0,0.0,0.0,1065.0,1.0,635.0,1.0,141.0,1.0,32.0,0.0,3.0,340.0
2024-01-01 01:00:00+00:00,366.0,190.0,8.0,0.0,0.0,484.0,77.0,501.0,2.0,143.0,1.0,32.0,0.0,3.0,411.0
2024-01-01 02:00:00+00:00,365.0,190.0,8.0,0.0,0.0,248.0,502.0,1097.0,1.0,142.0,1.0,32.0,0.0,2.0,485.0
2024-01-01 03:00:00+00:00,365.0,190.0,8.0,0.0,0.0,267.0,695.0,788.0,1.0,143.0,1.0,32.0,0.0,3.0,508.0
2024-01-01 04:00:00+00:00,364.0,190.0,9.0,0.0,0.0,257.0,887.0,824.0,1.0,143.0,1.0,32.0,0.0,5.0,533.0
2024-01-01 05:00:00+00:00,364.0,190.0,8.0,0.0,0.0,284.0,1031.0,835.0,1.0,143.0,1.0,32.0,0.0,6.0,555.0
2024-01-01 06:00:00+00:00,362.0,191.0,8.0,0.0,0.0,339.0,687.0,416.0,1.0,173.0,1.0,33.0,0.0,7.0,441.0
2024-01-01 07:00:00+00:00,364.0,192.0,9.0,0.0,0.0,279.0,573.0,442.0,1.0,176.0,1.0,33.0,1.0,10.0,331.0
2024-01-01 08:00:00+00:00,363.0,195.0,8.0,0.0,0.0,425.0,655.0,315.0,2.0,207.0,1.0,32.0,119.0,10.0,319.0
2024-01-01 09:00:00+00:00,359.0,199.0,8.0,0.0,0.0,268.0,731.0,362.0,2.0,211.0,1.0,31.0,539.0,13.0,281.0
2024-01-01 10:00:00+00:00,361.0,197.0,8.0,0.0,0.0,226.0,850.0,348.0,2.0,177.0,1.0,33.0,1016.0,14.0,293.0
2024-01-01 11:00:00+00:00,363.0,197.0,8.0,0.0,0.0,168.0,1977.0,357.0,2.0,198.0,0.0,32.0,1247.0,18.0,392.0
2024-01-01 12:00:00+00:00,363.0,196.0,8.0,0.0,0.0,49.0,1706.0,385.0,1.0,148.0,1.0,32.0,1272.0,13.0,514.0
2024-01-01 13:00:00+00:00,365.0,196.0,7.0,0.0,0.0,20.0,1851.0,377.0,1.0,168.0,1.0,32.0,1172.0,11.0,609.0
2024-01-01 14:00:00+00:00,367.0,196.0,8.0,0.0,0.0,0.0,1358.0,435.0,1.0,143.0,1.0,33.0,897.0,16.0,639.0
2024-01-01 15:00:00+00:00,363.0,194.0,8.0,0.0,0.0,27.0,731.0,460.0,2.0,142.0,1.0,32.0,582.0,18.0,697.0
2024-01-01 16:00:00+00:00,364.0,194.0,7.0,0.0,0.0,330.0,636.0,532.0,1.0,144.0,1.0,32.0,155.0,20.0,694.0
2024-01-01 17:00:00+00:00,364.0,195.0,7.0,0.0,0.0,1570.0,222.0,640.0,1.0,286.0,1.0,32.0,4.0,24.0,748.0
2024-01-01 18:00:00+00:00,362.0,196.0,8.0,0.0,0.0,1758.0,4.0,844.0,1.0,436.0,1.0,33.0,0.0,23.0,1013.0
2024-01-01 19:00:00+00:00,353.0,195.0,8.0,0.0,0.0,2034.0,0.0,877.0,1.0,316.0,1.0,33.0,0.0,25.0,1567.0
2024-01-01 20:00:00+00:00,352.0,196.0,8.0,0.0,0.0,1640.0,1.0,810.0,1.0,315.0,1.0,32.0,0.0,25.0,2017.0
2024-01-01 21:00:00+00:00,355.0,195.0,8.0,0.0,0.0,1426.0,1.0,794.0,1.0,197.0,1.0,33.0,0.0,24.0,1702.0
2024-01-01 22:00:00+00:00,351.0,194.0,8.0,0.0,0.0,341.0,348.0,483.0,2.0,123.0,1.0,33.0,0.0,24.0,2028.0
2024-01-01 23:00:00+00:00,350.0,194.0,8.0,0.0,0.0,214.0,970.0,475.0,1.0,139.0,1.0,32.0,0.0,25.0,2446.0
2024-01-02 00:00:00+00:00,359.0,181.0,8.0,0.0,0.0,26.0,1422.0,536.0,1.0,175.0,1.0,32.0,0.0,25.0,2529.0
2024-01-02 01:00:00+00:00,364.0,181.0,9.0,0.0,0.0,0.0,1730.0,448.0,1.0,143.0,1.0,31.0,0.0,25.0,2603.0
2024-01-02 02:00:00+00:00,362.0,180.0,9.0,0.0,0.0,0.0,2134.0,357.0,2.0,142.0,1.0,31.0,0.0,25.0,2889.0
2024-01-02 03:00:00+00:00,365.0,181.0,8.0,0.0,0.0,0.0,2350.0,242.0,2.0,142.0,1.0,31.0,0.0,25.0,3313.0
2024-01-02 04:00:00+00:00,363.0,180.0,8.0,0.0,0.0,2.0,2267.0,257.0,2.0,85.0,1.0,31.0,0.0,25.0,3436.0
2024-01-02 05:00:00+00:00,360.0,180.0,8.0,0.0,0.0,150.0,2006.0,176.0,2.0,142.0,1.0,30.0,0.0,25.0,3342.0
2024-01-02 06:00:00+00:00,367.0,188.0,8.0,0.0,0.0,144.0,2059.0,246.0,2.0,177.0,1.0,32.0,0.0,25.0,3537.0
2024-01-02 07:00:00+00:00,366.0,218.0,9.0,0.0,0.0,707.0,618.0,667.0,1.0,189.0,1.0,32.0,1.0,25.0,3714.0
2024-01-02 08:00:00+00:00,362.0,224.0,8.0,0.0,0.0,1033.0,253.0,699.0,1.0,228.0,1.0,32.0,96.0,25.0,3665.0
2024-01-02 09:00:00+00:00,355.0,227.0,8.0,0.0,0.0,823.0,457.0,551.0,1.0,143.0,1.0,31.0,368.0,25.0,3689.0
2024-01-02 10:00:00+00:00,358.0,223.0,8.0,0.0,0.0,430.0,829.0,301.0,2.0,130.0,1.0,31.0,687.0,25.0,3770.0
2024-01-02 11:00:00+00:00,359.0,224.0,8.0,0.0,0.0,6.0,2059.0,478.0,1.0,142.0,1.0,32.0,827.0,25.0,4017.0
2024-01-02 12:00:00+00:00,361.0,224.0,8.0,0.0,0.0,200.0,1972.0,517.0,1.0,142.0,1.0,32.0,767.0,25.0,4120.0
2024-01-02 13:00:00+00:00,363.0,225.0,8.0,0.0,0.0,117.0,1922.0,521.0,1.0,142.0,1.0,32.0,665.0,25.0,4206.0
2024-01-02 14:00:00+00:00,361.0,224.0,7.0,0.0,0.0,127.0,1575.0,600.0,1.0,142.0,1.0,31.0,487.0,25.0,4274.0
2024-01-02 15:00:00+00:00,353.0,224.0,8.0,0.0,0.0,97.0,1346.0,590.0,1.0,143.0,1.0,30.0,326.0,25.0,4239.0
2024-01-02 16:00:00+00:00,357.0,225.0,8.0,0.0,0.0,390.0,666.0,939.0,1.0,212.0,1.0,30.0,117.0,25.0,4154.0
2024-01-02 17:00:00+00:00,355.0,223.0,8.0,0.0,0.0,742.0,13.0,1047.0,1.0,232.0,1.0,30.0,4.0,23.0,3992.0
2024-01-02 18:00:00+00:00,353.0,220.0,8.0,0.0,0.0,1576.0,1.0,1309.0,0.0,337.0,1.0,31.0,0.0,13.0,3782.0
2024-01-02 19:00:00+00:00,357.0,218.0,8.0,0.0,0.0,882.0,37.0,1310.0,0.0,217.0,1.0,33.0,0.0,12.0,3654.0
2024-01-02 20:00:00+00:00,358.0,219.0,8.0,0.0,0.0,656.0,585.0,1034.0,1.0,226.0,1.0,34.0,0.0,8.0,3678.0
2024-01-02 21:00:00+00:00,359.0,218.0,8.0,0.0,0.0,644.0,915.0,866.0,1.0,220.0,1.0,34.0,0.0,5.0,3540.0
2024-01-02 22:00:00+00:00,360.0,218.0,8.0,0.0,0.0,829.0,1352.0,736.0,1.0,391.0,1.0,34.0,0.0,5.0,3394.0
2024-01-02 23:00:00+00:00,357.0,210.0,8.0,0.0,0.0,388.0,1021.0,456.0,2.0,256.0,1.0,34.0,0.0,3.0,3107.0
2024-01-03 00:00:00+00:00,361.0,183.0,7.0,0.0,0.0,250.0,1459.0,436.0,2.0,163.0,1.0,34.0,0.0,4.0,2845.0
2024-01-03 01:00:00+00:00,359.0,177.0,7.0,0.0,0.0,169.0,1773.0,381.0,2.0,164.0,1.0,33.0,0.0,5.0,2898.0
2024-01-03 02:00:00+00:00,361.0,177.0,8.0,0.0,0.0,161.0,2030.0,385.0,2.0,163.0,1.0,34.0,0.0,3.0,2885.0
2024-01-03 03:00:00+00:00,362.0,175.0,8.0,0.0,0.0,194.0,2301.0,397.0,2.0,167.0,1.0,33.0,0.0,1.0,2928.0
2024-01-03 04:00:00+00:00,353.0,186.0,8.0,0.0,0.0,205.0,2157.0,397.0,2.0,167.0,1.0,32.0,0.0,0.0,2751.0
2024-01-03 05:00:00+00:00,356.0,170.0,8.0,0.0,0.0,447.0,1014.0,480.0,2.0,167.0,1.0,31.0,0.0,0.0,2208.0
2024-01-03 06:00:00+00:00,353.0,179.0,8.0,0.0,0.0,451.0,299.0,524.0,1.0,177.0,1.0,31.0,0.0,0.0,2082.0
2024-01-03 07:00:00+00:00,354.0,221.0,9.0,0.0,0.0,1404.0,2.0,856.0,1.0,213.0,1.0,32.0,1.0,1.0,1930.0
2024-01-03 08:00:00+00:00,363.0,246.0,8.0,0.0,0.0,1781.0,1.0,911.0,1.0,715.0,1.0,31.0,43.0,0.0,1601.0
2024-01-03 09:00:00+00:00,349.0,248.0,10.0,0.0,0.0,1599.0,1.0,974.0,1.0,641.0,1.0,30.0,131.0,0.0,1119.0
2024-01-03 10:00:00+00:00,339.0,249.0,10.0,0.0,0.0,1125.0,2.0,966.0,1.0,783.0,1.0,31.0,240.0,0.0,886.0
2024-01-03 11:00:00+00:00,329.0,251.0,14.0,0.0,0.0,1245.0,2.0,881.0,1.0,784.0,1.0,31.0,304.0,1.0,971.0
2024-01-03 12:00:00+00:00,333.0,271.0,9.0,0.0,0.0,1250.0,2.0,839.0,1.0,774.0,1.0,31.0,334.0,1.0,891.0
2024-01-03 13:00:00+00:00,334.0,297.0,15.0,0.0,0.0,1253.0,2.0,851.0,1.0,782.0,1.0,31.0,297.0,0.0,780.0
2024-01-03 14:00:00+00:00,337.0,488.0,12.0,0.0,0.0,1169.0,3.0,813.0,1.0,559.0,1.0,31.0,215.0,0.0,729.0
2024-01-03 15:00:00+00:00,350.0,622.0,3.0,0.0,0.0,1652.0,1.0,876.0,1.0,578.0,1.0,31.0,129.0,1.0,480.0
2024-01-03 16:00:00+00:00,356.0,807.0,2.0,0.0,0.0,1684.0,1.0,1371.0,1.0,590.0,1.0,33.0,32.0,0.0,364.0
2024-01-03 17:00:00+00:00,353.0,1278.0,2.0,0.0,0.0,2207.0,3.0,1163.0,1.0,831.0,1.0,33.0,1.0,0.0,356.0
2024-01-03 18:00:00+00:00,359.0,1426.0,1.0,0.0,0.0,2452.0,3.0,1578.0,0.0,888.0,1.0,33.0,0.0,0.0,355.0
2024-01-03 19:00:00+00:00,353.0,1386.0,2.0,0.0,0.0,2128.0,3.0,1959.0,0.0,836.0,1.0,34.0,0.0,0.0,339.0
2024-01-03 20:00:00+00:00,356.0,1389.0,2.0,0.0,0.0,1883.0,3.0,1928.0,0.0,819.0,1.0,34.0,0.0,5.0,398.0
2024-01-03 21:00:00+00:00,369.0,1274.0,4.0,0.0,0.0,1229.0,56.0,1946.0,0.0,494.0,1.0,35.0,0.0,3.0,519.0
2024-01-03 22:00:00+00:00,372.0,700.0,14.0,0.0,0.0,383.0,4.0,1504.0,1.0,507.0,1.0,34.0,0.0,7.0,791.0
2024-01-03 23:00:00+00:00,369.0,535.0,13.0,0.0,0.0,323.0,75.0,1150.0,1.0,342.0,1.0,33.0,0.0,14.0,994.0
2024-01-04 00:00:00+00:00,374.0,424.0,11.0,0.0,0.0,88.0,346.0,977.0,1.0,311.0,1.0,34.0,0.0,12.0,1099.0
2024-01-04 01:00:00+00:00,369.0,414.0,9.0,0.0,0.0,5.0,469.0,817.0,2.0,306.0,1.0,33.0,0.0,11.0,1199.0
2024-01-04 02:00:00+00:00,366.0,402.0,9.0,0.0,0.0,0.0,752.0,765.0,1.0,301.0,1.0,32.0,0.0,11.0,1307.0
2024-01-04 03:00:00+00:00,362.0,403.0,9.0,0.0,0.0,0.0,809.0,1028.0,1.0,303.0,1.0,32.0,0.0,17.0,1339.0
2024-01-04 04:00:00+00:00,360.0,385.0,8.0,0.0,0.0,0.0,534.0,1204.0,1.0,310.0,1.0,32.0,0.0,17.0,1290.0
2024-01-04 05:00:00+00:00,358.0,460.0,8.0,0.0,0.0,385.0,14.0,1200.0,1.0,310.0,1.0,32.0,0.0,12.0,1258.0
2024-01-04 06:00:00+00:00,363.0,494.0,10.0,0.0,0.0,1243.0,4.0,1550.0,0.0,640.0,1.0,31.0,0.0,14.0,1204.0
2024-01-04 07:00:00+00:00,363.0,622.0,7.0,0.0,0.0,2406.0,3.0,1846.0,0.0,739.0,1.0,31.0,0.0,17.0,1062.0
2024-01-04 08:00:00+00:00,362.0,895.0,5.0,0.0,0.0,2582.0,1.0,2224.0,0.0,943.0,1.0,31.0,55.0,10.0,1034.0
2024-01-04 09:00:00+00:00,364.0,939.0,6.0,0.0,0.0,1631.0,2.0,1989.0,1.0,583.0,1.0,31.0,146.0,6.0,1090.0
2024-01-04 10:00:00+00:00,371.0,942.0,6.0,0.0,0.0,1380.0,3.0,1688.0,1.0,555.0,1.0,32.0,324.0,7.0,1014.0
2024-01-04 11:00:00+00:00,370.0,944.0,7.0,0.0,0.0,1485.0,2.0,1604.0,1.0,947.0,1.0,31.0,430.0,7.0,996.0
2024-01-04 12:00:00+00:00,368.0,836.0,9.0,0.0,0.0,1086.0,3.0,1508.0,1.0,947.0,1.0,32.0,470.0,12.0,1181.0
2024-01-04 13:00:00+00:00,358.0,912.0,10.0,0.0,0.0,1509.0,2.0,1677.0,1.0,810.0,1.0,33.0,569.0,5.0,1658.0
2024-01-04 14:00:00+00:00,348.0,993.0,11.0,0.0,0.0,2418.0,1.0,1842.0,0.0,1075.0,1.0,33.0,578.0,10.0,1977.0
2024-01-04 15:00:00+00:00,365.0,1053.0,4.0,0.0,0.0,2326.0,1.0,1828.0,0.0,1141.0,1.0,33.0,502.0,11.0,2181.0
2024-01-04 16:00:00+00:00,365.0,1172.0,3.0,0.0,0.0,2151.0,3.0,1830.0,0.0,1100.0,1.0,31.0,214.0,10.0,2560.0
2024-01-04 17:00:00+00:00,366.0,1202.0,3.0,0.0,0.0,1946.0,3.0,2214.0,0.0,682.0,1.0,32.0,9.0,10.0,2723.0
2024-01-04 18:00:00+00:00,368.0,1266.0,4.0,0.0,0.0,2107.0,1.0,2308.0,0.0,681.0,1.0,33.0,0.0,8.0,2722.0
2024-01-04 19:00:00+00:00,364.0,1307.0,4.0,0.0,0.0,1911.0,2.0,2237.0,0.0,729.0,1.0,32.0,0.0,2.0,2841.0
2024-01-04 20:00:00+00:00,367.0,1276.0,4.0,0.0,0.0,2247.0,1.0,2122.0,0.0,717.0,1.0,32.0,0.0,13.0,2908.0
2024-01-04 21:00:00+00:00,362.0,968.0,10.0,0.0,0.0,1725.0,1.0,1724.0,1.0,774.0,1.0,32.0,0.0,4.0,3084.0
2024-01-04 22:00:00+00:00,366.0,768.0,9.0,0.0,0.0,422.0,453.0,1679.0,1.0,552.0,1.0,33.0,0.0,7.0,3200.0
2024-01-04 23:00:00+00:00,359.0,605.0,7.0,0.0,0.0,467.0,132.0,1739.0,1.0,469.0,1.0,33.0,0.0,1.0,2871.0
2024-01-05 00:00:00+00:00,363.0,237.0,10.0,0.0,0.0,271.0,187.0,1736.0,1.0,396.0,1.0,32.0,0.0,0.0,2605.0
2024-01-05 01:00:00+00:00,362.0,207.0,9.0,0.0,0.0,179.0,4.0,1673.0,1.0,238.0,1.0,32.0,0.0,6.0,2119.0
2024-01-05 02:00:00+00:00,362.0,206.0,9.0,0.0,0.0,116.0,317.0,1181.0,1.0,203.0,1.0,33.0,0.0,7.0,2175.0
2024-01-05 03:00:00+00:00,364.0,214.0,8.0,0.0,0.0,73.0,591.0,1111.0,1.0,208.0,1.0,33.0,0.0,1.0,2047.0
2024-01-05 04:00:00+00:00,365.0,219.0,9.0,0.0,0.0,217.0,27.0,1169.0,1.0,189.0,1.0,32.0,0.0,6.0,2143.0
2024-01-05 05:00:00+00:00,360.0,220.0,8.0,0.0,0.0,696.0,13.0,1242.0,1.0,280.0,1.0,32.0,0.0,10.0,2327.0
2024-01-05 06:00:00+00:00,363.0,218.0,8.0,0.0,0.0,2185.0,8.0,1668.0,0.0,659.0,1.0,32.0,0.0,9.0,2655.0
2024-01-05 07:00:00+00:00,366.0,261.0,9.0,0.0,0.0,2788.0,3.0,2041.0,0.0,737.0,1.0,32.0,2.0,1.0,2891.0
2024-01-05 08:00:00+00:00,373.0,305.0,8.0,0.0,0.0,2546.0,1.0,1991.0,0.0,782.0,1.0,32.0,193.0,1.0,2873.0
2024-01-05 09:00:00+00:00,363.0,342.0,8.0,0.0,0.0,1017.0,14.0,1512.0,1.0,466.0,1.0,33.0,799.0,3.0,2641.0
2024-01-05 10:00:00+00:00,358.0,328.0,10.0,0.0,0.0,122.0,641.0,883.0,1.0,212.0,1.0,33.0,1241.0,6.0,2533.0
2024-01-05 11:00:00+00:00,361.0,324.0,9.0,0.0,0.0,95.0,1429.0,729.0,1.0,176.0,1.0,33.0,1369.0,11.0,2883.0
2024-01-05 12:00:00+00:00,357.0,326.0,8.0,0.0,0.0,50.0,1358.0,679.0,1.0,177.0,1.0,33.0,1320.0,5.0,2987.0
2024-01-05 13:00:00+00:00,358.0,326.0,8.0,0.0,0.0,67.0,2003.0,585.0,2.0,189.0,1.0,32.0,1271.0,5.0,3117.0
2024-01-05 14:00:00+00:00,365.0,328.0,8.0,0.0,0.0,121.0,1284.0,536.0,2.0,187.0,1.0,31.0,1037.0,20.0,3026.0
2024-01-05 15:00:00+00:00,346.0,327.0,8.0,0.0,0.0,190.0,1106.0,588.0,2.0,201.0,1.0,30.0,678.0,17.0,2932.0
2024-01-05 16:00:00+00:00,340.0,331.0,8.0,0.0,0.0,691.0,26.0,627.0,1.0,400.0,1.0,30.0,285.0,19.0,2730.0
2024-01-05 17:00:00+00:00,359.0,332.0,8.0,0.0,0.0,1214.0,2.0,1384.0,1.0,491.0,1.0,32.0,9.0,15.0,2669.0
2024-01-05 18:00:00+00:00,364.0,328.0,8.0,0.0,0.0,1603.0,2.0,1668.0,0.0,496.0,1.0,33.0,0.0,15.0,2794.0
2024-01-05 19:00:00+00:00,369.0,337.0,9.0,0.0,0.0,1753.0,2.0,1110.0,1.0,522.0,1.0,32.0,0.0,9.0,2630.0
2024-01-05 20:00:00+00:00,369.0,335.0,9.0,0.0,0.0,1931.0,1.0,1212.0,1.0,469.0,1.0,34.0,0.0,10.0,2368.0
2024-01-05 21:00:00+00:00,365.0,302.0,8.0,0.0,0.0,1333.0,2.0,1349.0,1.0,404.0,1.0,34.0,0.0,4.0,2081.0
2024-01-05 22:00:00+00:00,364.0,293.0,8.0,0.0,0.0,858.0,3.0,985.0,2.0,444.0,1.0,32.0,0.0,4.0,1808.0
2024-01-05 23:00:00+00:00,340.0,293.0,8.0,0.0,0.0,261.0,227.0,984.0,1.0,470.0,1.0,31.0,0.0,2.0,1649.0
2024-01-06 00:00:00+00:00,338.0,239.0,8.0,0.0,0.0,206.0,656.0,841.0,1.0,239.0,1.0,28.0,0.0,0.0,1604.0
2024-01-06 01:00:00+00:00,344.0,238.0,9.0,0.0,0.0,0.0,828.0,908.0,1.0,191.0,1.0,29.0,0.0,0.0,1586.0
2024-01-06 02:00:00+00:00,343.0,238.0,9.0,0.0,0.0,0.0,1133.0,866.0,1.0,187.0,1.0,30.0,0.0,0.0,1484.0
2024-01-06 03:00:00+00:00,332.0,238.0,9.0,0.0,0.0,0.0,1276.0,867.0,1.0,188.0,1.0,30.0,0.0,0.0,1317.0
2024-01-06 04:00:00+00:00,319.0,239.0,9.0,0.0,0.0,0.0,1291.0,699.0,1.0,183.0,1.0,28.0,0.0,0.0,1279.0
2024-01-06 05:00:00+00:00,308.0,239.0,8.0,0.0,0.0,43.0,910.0,582.0,1.0,184.0,1.0,29.0,0.0,0.0,1259.0
2024-01-06 06:00:00+00:00,307.0,234.0,8.0,0.0,0.0,407.0,765.0,644.0,1.0,195.0,1.0,27.0,0.0,0.0,1288.0
2024-01-06 07:00:00+00:00,312.0,237.0,9.0,0.0,0.0,445.0,779.0,762.0,1.0,194.0,1.0,29.0,2.0,0.0,1355.0
2024-01-06 08:00:00+00:00,334.0,241.0,8.0,0.0,0.0,440.0,858.0,792.0,1.0,195.0,1.0,29.0,161.0,0.0,1453.0
2024-01-06 09:00:00+00:00,342.0,248.0,8.0,0.0,0.0,184.0,727.0,786.0,1.0,193.0,1.0,29.0,616.0,0.0,1146.0
2024-01-06 10:00:00+00:00,346.0,251.0,8.0,0.0,0.0,177.0,940.0,1022.0,1.0,306.0,1.0,29.0,931.0,0.0,632.0
2024-01-06 11:00:00+00:00,349.0,253.0,8.0,0.0,0.0,0.0,934.0,964.0,1.0,208.0,0.0,29.0,1114.0,0.0,422.0
2024-01-06 12:00:00+00:00,354.0,252.0,8.0,0.0,0.0,0.0,887.0,755.0,1.0,370.0,1.0,30.0,1238.0,0.0,357.0
2024-01-06 13:00:00+00:00,351.0,245.0,8.0,0.0,0.0,0.0,874.0,687.0,1.0,360.0,0.0,29.0,1269.0,0.0,336.0
2024-01-06 14:00:00+00:00,351.0,244.0,8.0,0.0,0.0,0.0,741.0,722.0,1.0,275.0,0.0,29.0,1020.0,0.0,334.0
2024-01-06 15:00:00+00:00,347.0,245.0,9.0,0.0,0.0,105.0,628.0,793.0,1.0,497.0,1.0,28.0,591.0,0.0,325.0
2024-01-06 16:00:00+00:00,348.0,333.0,8.0,0.0,0.0,576.0,21.0,798.0,1.0,583.0,1.0,28.0,256.0,0.0,329.0
2024-01-06 17:00:00+00:00,348.0,381.0,10.0,0.0,0.0,2152.0,64.0,883.0,1.0,1000.0,1.0,28.0,16.0,0.0,397.0
2024-01-06 18:00:00+00:00,349.0,653.0,6.0,0.0,0.0,2904.0,1.0,1204.0,1.0,1054.0,1.0,30.0,0.0,0.0,445.0
2024-01-06 19:00:00+00:00,350.0,664.0,6.0,0.0,0.0,2740.0,0.0,1662.0,1.0,1054.0,1.0,30.0,0.0,0.0,429.0
2024-01-06 20:00:00+00:00,350.0,793.0,6.0,0.0,0.0,2729.0,1.0,1777.0,0.0,1027.0,1.0,30.0,0.0,0.0,374.0
2024-01-06 21:00:00+00:00,347.0,767.0,6.0,0.0,0.0,2671.0,1.0,1514.0,1.0,1044.0,1.0,30.0,0.0,0.0,345.0
2024-01-06 22:00:00+00:00,347.0,439.0,8.0,0.0,0.0,1653.0,2.0,965.0,1.0,740.0,1.0,29.0,0.0,1.0,368.0
2024-01-06 23:00:00+00:00,347.0,239.0,10.0,0.0,0.0,1324.0,2.0,1004.0,1.0,494.0,1.0,30.0,0.0,0.0,396.0
2024-01-07 00:00:00+00:00,348.0,237.0,10.0,0.0,0.0,859.0,5.0,908.0,1.0,482.0,1.0,30.0,0.0,1.0,394.0
2024-01-07 01:00:00+00:00,346.0,238.0,9.0,0.0,0.0,487.0,19.0,957.0,1.0,469.0,1.0,29.0,0.0,0.0,354.0
2024-01-07 02:00:00+00:00,344.0,239.0,9.0,0.0,0.0,161.0,250.0,553.0,2.0,377.0,1.0,30.0,0.0,0.0,383.0
2024-01-07 03:00:00+00:00,341.0,239.0,9.0,0.0,0.0,38.0,711.0,464.0,2.0,419.0,1.0,30.0,0.0,0.0,354.0
2024-01-07 04:00:00+00:00,336.0,238.0,8.0,0.0,0.0,100.0,787.0,442.0,2.0,448.0,1.0,27.0,0.0,1.0,309.0
2024-01-07 05:00:00+00:00,342.0,238.0,9.0,0.0,0.0,174.0,585.0,554.0,2.0,404.0,1.0,28.0,0.0,1.0,274.0
2024-01-07 06:00:00+00:00,343.0,237.0,9.0,0.0,0.0,327.0,53.0,758.0,1.0,423.0,1.0,29.0,0.0,0.0,198.0
2024-01-07 07:00:00+00:00,348.0,238.0,9.0,0.0,0.0,573.0,18.0,1188.0,1.0,405.0,1.0,30.0,1.0,0.0,139.0
2024-01-07 08:00:00+00:00,347.0,242.0,8.0,0.0,0.0,626.0,10.0,1356.0,1.0,401.0,1.0,30.0,170.0,1.0,105.0
2024-01-07 09:00:00+00:00,351.0,241.0,8.0,0.0,0.0,46.0,410.0,1215.0,1.0,210.0,1.0,29.0,735.0,0.0,123.0
2024-01-07 10:00:00+00:00,351.0,239.0,9.0,0.0,0.0,0.0,720.0,806.0,1.0,197.0,1.0,28.0,1270.0,0.0,116.0
2024-01-07 11:00:00+00:00,352.0,238.0,10.0,0.0,0.0,0.0,1301.0,857.0,1.0,204.0,1.0,28.0,1517.0,0.0,118.0
2024-01-07 12:00:00+00:00,354.0,236.0,10.0,0.0,0.0,0.0,1370.0,856.0,1.0,219.0,1.0,28.0,1620.0,0.0,81.0
2024-01-07 13:00:00+00:00,350.0,234.0,12.0,0.0,0.0,0.0,1456.0,879.0,1.0,164.0,1.0,28.0,1594.0,0.0,43.0
2024-01-07 14:00:00+00:00,350.0,236.0,15.0,0.0,0.0,0.0,1633.0,861.0,1.0,163.0,1.0,28.0,1395.0,0.0,19.0
2024-01-07 15:00:00+00:00,350.0,421.0,8.0,0.0,0.0,105.0,1470.0,900.0,1.0,177.0,1.0,29.0,941.0,0.0,11.0
2024-01-07 16:00:00+00:00,342.0,858.0,5.0,0.0,0.0,562.0,58.0,985.0,1.0,518.0,1.0,29.0,368.0,0.0,15.0
2024-01-07 17:00:00+00:00,339.0,1042.0,5.0,0.0,0.0,2500.0,2.0,1646.0,1.0,1075.0,1.0,30.0,20.0,0.0,21.0
2024-01-07 18:00:00+00:00,359.0,1067.0,5.0,0.0,0.0,2578.0,2.0,2216.0,0.0,928.0,1.0,30.0,0.0,0.0,32.0
2024-01-07 19:00:00+00:00,359.0,1070.0,5.0,0.0,0.0,2012.0,3.0,2238.0,0.0,993.0,1.0,30.0,0.0,0.0,35.0
2024-01-07 20:00:00+00:00,351.0,1068.0,5.0,0.0,0.0,1556.0,2.0,2233.0,0.0,900.0,1.0,30.0,0.0,0.0,37.0
2024-01-07 21:00:00+00:00,346.0,1036.0,5.0,0.0,0.0,1315.0,2.0,2267.0,0.0,913.0,1.0,30.0,0.0,0.0,50.0
2024-01-07 22:00:00+00:00,346.0,824.0,9.0,0.0,0.0,385.0,17.0,2109.0,0.0,450.0,1.0,30.0,0.0,0.0,70.0
2024-01-07 23:00:00+00:00,337.0,683.0,8.0,0.0,0.0,186.0,445.0,1511.0,0.0,373.0,1.0,30.0,0.0,1.0,117.0
2024-01-08 00:00:00+00:00,345.0,706.0,8.0,0.0,0.0,126.0,725.0,1188.0,1.0,204.0,1.0,29.0,0.0,1.0,230.0
2024-01-08 01:00:00+00:00,344.0,720.0,10.0,0.0,0.0,11.0,796.0,900.0,1.0,212.0,1.0,30.0,0.0,2.0,181.0
2024-01-08 02:00:00+00:00,341.0,775.0,7.0,0.0,0.0,0.0,993.0,750.0,1.0,195.0,1.0,30.0,0.0,3.0,230.0
2024-01-08 03:00:00+00:00,339.0,769.0,7.0,0.0,0.0,0.0,1071.0,687.0,1.0,246.0,1.0,29.0,0.0,2.0,260.0
2024-01-08 04:00:00+00:00,336.0,783.0,6.0,0.0,0.0,0.0,1006.0,581.0,1.0,251.0,1.0,30.0,0.0,1.0,291.0
2024-01-08 05:00:00+00:00,335.0,849.0,6.0,0.0,0.0,0.0,503.0,708.0,1.0,493.0,1.0,30.0,0.0,2.0,251.0
