,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2023-02-21 05:00:00+01:00,237.0,1810.0,62.0,1193.0,6917.0,299.0,41.0,296.0,57.0,0.0,7637.0
2023-02-21 06:00:00+01:00,256.0,2618.0,66.0,1310.0,7539.0,300.0,51.0,296.0,57.0,16.0,7638.0
2023-02-21 07:00:00+01:00,265.0,3029.0,71.0,1382.0,8198.0,302.0,192.0,286.0,57.0,232.0,7626.0
2023-02-21 08:00:00+01:00,269.0,3179.0,71.0,1391.0,8263.0,305.0,362.0,286.0,57.0,893.0,7608.0
2023-02-21 09:00:00+01:00,273.0,2950.0,70.0,1351.0,7795.0,308.0,357.0,296.0,57.0,1604.0,7517.0
2023-02-21 10:00:00+01:00,272.0,2445.0,67.0,1328.0,7615.0,308.0,507.0,298.0,57.0,2054.0,7387.0
2023-02-21 11:00:00+01:00,271.0,2275.0,66.0,1290.0,7366.0,309.0,73.0,298.0,57.0,2374.0,7307.0
2023-02-21 12:00:00+01:00,269.0,2266.0,63.0,1289.0,7321.0,309.0,42.0,299.0,57.0,2445.0,7056.0
2023-02-21 13:00:00+01:00,270.0,2427.0,56.0,1279.0,7420.0,306.0,42.0,296.0,57.0,2536.0,7043.0
2023-02-21 14:00:00+01:00,266.0,2607.0,51.0,1282.0,7673.0,302.0,42.0,289.0,57.0,1889.0,6850.0
2023-02-21 15:00:00+01:00,268.0,3225.0,49.0,1374.0,8678.0,300.0,55.0,280.0,57.0,1110.0,6440.0
2023-02-21 16:00:00+01:00,268.0,3951.0,48.0,1389.0,9205.0,301.0,58.0,286.0,57.0,352.0,5954.0
2023-02-21 17:00:00+01:00,266.0,4400.0,48.0,1441.0,9892.0,306.0,412.0,293.0,57.0,24.0,5004.0
2023-02-21 18:00:00+01:00,270.0,4533.0,50.0,1442.0,10805.0,306.0,868.0,294.0,57.0,0.0,4243.0
2023-02-21 19:00:00+01:00,272.0,4555.0,53.0,1428.0,11054.0,306.0,1112.0,292.0,57.0,0.0,3574.0
2023-02-21 20:00:00+01:00,272.0,4611.0,53.0,1424.0,11057.0,305.0,1073.0,293.0,57.0,0.0,3020.0
2023-02-21 21:00:00+01:00,269.0,4629.0,55.0,1419.0,10308.0,308.0,651.0,292.0,57.0,0.0,2507.0
2023-02-21 22:00:00+01:00,265.0,4605.0,54.0,1415.0,8987.0,317.0,86.0,293.0,57.0,0.0,2030.0
2023-02-21 23:00:00+01:00,261.0,4543.0,59.0,1417.0,8651.0,315.0,46.0,292.0,57.0,0.0,1624.0
2023-02-22 00:00:00+01:00,258.0,4073.0,65.0,1410.0,8845.0,318.0,42.0,287.0,57.0,0.0,1444.0
2023-02-22 01:00:00+01:00,256.0,3616.0,68.0,1414.0,8797.0,319.0,42.0,282.0,57.0,0.0,1098.0
2023-02-22 02:00:00+01:00,259.0,3504.0,68.0,1472.0,8897.0,318.0,42.0,282.0,57.0,0.0,817.0
2023-02-22 03:00:00+01:00,258.0,3455.0,67.0,1469.0,8820.0,314.0,42.0,282.0,57.0,0.0,678.0
2023-02-22 04:00:00+01:00,257.0,3436.0,67.0,1663.0,8680.0,309.0,42.0,282.0,57.0,0.0,615.0
2023-02-22 05:00:00+01:00,259.0,3951.0,65.0,1809.0,9529.0,310.0,48.0,282.0,57.0,0.0,648.0
2023-02-22 06:00:00+01:00,262.0,4440.0,64.0,1851.0,10346.0,306.0,77.0,283.0,57.0,11.0,672.0
2023-02-22 07:00:00+01:00,268.0,4753.0,65.0,1841.0,11205.0,303.0,248.0,283.0,57.0,270.0,704.0
2023-02-22 08:00:00+01:00,269.0,4734.0,65.0,1624.0,11079.0,303.0,443.0,308.0,57.0,1062.0,597.0
2023-02-22 09:00:00+01:00,265.0,4638.0,65.0,1630.0,10681.0,293.0,277.0,324.0,57.0,2022.0,330.0
2023-02-22 10:00:00+01:00,268.0,4439.0,65.0,1573.0,9840.0,296.0,59.0,324.0,57.0,2651.0,282.0
2023-02-22 11:00:00+01:00,270.0,4231.0,62.0,1591.0,9545.0,302.0,177.0,323.0,57.0,2682.0,239.0
2023-02-22 12:00:00+01:00,270.0,4447.0,62.0,1617.0,9616.0,306.0,183.0,324.0,57.0,2492.0,218.0
2023-02-22 13:00:00+01:00,268.0,4584.0,59.0,1617.0,9831.0,306.0,43.0,324.0,57.0,2311.0,242.0
2023-02-22 14:00:00+01:00,269.0,4681.0,51.0,1774.0,9740.0,306.0,42.0,318.0,57.0,1873.0,283.0
2023-02-22 15:00:00+01:00,269.0,4701.0,46.0,1885.0,9956.0,308.0,42.0,308.0,57.0,1190.0,478.0
2023-02-22 16:00:00+01:00,267.0,4690.0,46.0,1884.0,10327.0,307.0,65.0,308.0,57.0,359.0,673.0
2023-02-22 17:00:00+01:00,271.0,4665.0,46.0,1885.0,11014.0,310.0,342.0,308.0,57.0,25.0,1240.0
2023-02-22 18:00:00+01:00,271.0,4760.0,47.0,1892.0,11134.0,313.0,742.0,309.0,57.0,0.0,1952.0
2023-02-22 19:00:00+01:00,270.0,4751.0,49.0,1898.0,10762.0,317.0,462.0,310.0,57.0,0.0,2289.0
2023-02-22 20:00:00+01:00,269.0,4689.0,47.0,1881.0,10132.0,319.0,140.0,313.0,57.0,0.0,2436.0
2023-02-22 21:00:00+01:00,269.0,4490.0,45.0,1806.0,9678.0,317.0,53.0,313.0,57.0,0.0,2635.0
2023-02-22 22:00:00+01:00,265.0,4077.0,42.0,1798.0,8836.0,319.0,42.0,293.0,57.0,0.0,2721.0
2023-02-22 23:00:00+01:00,260.0,3551.0,45.0,1689.0,8387.0,323.0,42.0,291.0,57.0,0.0,2807.0
2023-02-23 00:00:00+01:00,259.0,3112.0,50.0,1430.0,8145.0,326.0,42.0,292.0,57.0,0.0,2811.0
2023-02-23 01:00:00+01:00,259.0,2915.0,54.0,1414.0,8156.0,324.0,42.0,297.0,57.0,0.0,2823.0
2023-02-23 02:00:00+01:00,259.0,3186.0,58.0,1482.0,7959.0,321.0,42.0,298.0,57.0,0.0,2941.0
2023-02-23 03:00:00+01:00,256.0,3344.0,58.0,1487.0,7867.0,321.0,42.0,298.0,57.0,0.0,3054.0
2023-02-23 04:00:00+01:00,262.0,3437.0,59.0,1496.0,7973.0,320.0,42.0,298.0,57.0,0.0,3041.0
2023-02-23 05:00:00+01:00,259.0,3595.0,60.0,1560.0,8201.0,320.0,43.0,296.0,57.0,0.0,3078.0
2023-02-23 06:00:00+01:00,263.0,4290.0,63.0,1855.0,8742.0,319.0,64.0,293.0,57.0,23.0,3164.0
2023-02-23 07:00:00+01:00,269.0,4463.0,61.0,1913.0,9508.0,319.0,90.0,297.0,57.0,397.0,3128.0
2023-02-23 08:00:00+01:00,269.0,4333.0,64.0,1875.0,10003.0,311.0,198.0,313.0,57.0,1644.0,2980.0
2023-02-23 09:00:00+01:00,268.0,3995.0,63.0,1804.0,9708.0,307.0,76.0,325.0,57.0,3171.0,2558.0
2023-02-23 10:00:00+01:00,273.0,3379.0,66.0,1711.0,9029.0,306.0,6.0,324.0,57.0,4285.0,2212.0
2023-02-23 11:00:00+01:00,272.0,3062.0,61.0,1700.0,8878.0,306.0,0.0,319.0,57.0,4873.0,1853.0
2023-02-23 12:00:00+01:00,274.0,2770.0,55.0,1740.0,8713.0,307.0,21.0,319.0,57.0,4707.0,1530.0
2023-02-23 13:00:00+01:00,273.0,2997.0,52.0,1736.0,8677.0,310.0,247.0,319.0,57.0,4072.0,1390.0
2023-02-23 14:00:00+01:00,274.0,3715.0,47.0,1800.0,8871.0,305.0,334.0,319.0,57.0,3034.0,1352.0
2023-02-23 15:00:00+01:00,273.0,4397.0,50.0,1865.0,9061.0,306.0,421.0,322.0,57.0,1557.0,1441.0
2023-02-23 16:00:00+01:00,273.0,4448.0,50.0,1871.0,9679.0,310.0,506.0,322.0,57.0,453.0,1641.0
2023-02-23 17:00:00+01:00,273.0,4402.0,47.0,1896.0,10129.0,318.0,814.0,320.0,57.0,32.0,2168.0
2023-02-23 18:00:00+01:00,273.0,4472.0,48.0,1884.0,10062.0,319.0,852.0,327.0,57.0,0.0,2640.0
2023-02-23 19:00:00+01:00,273.0,4609.0,49.0,1904.0,9502.0,319.0,631.0,345.0,57.0,0.0,2840.0
2023-02-23 20:00:00+01:00,273.0,4628.0,46.0,1891.0,9465.0,321.0,150.0,329.0,57.0,0.0,2945.0
2023-02-23 21:00:00+01:00,272.0,4458.0,45.0,1812.0,8883.0,321.0,20.0,315.0,57.0,0.0,2974.0
2023-02-23 22:00:00+01:00,266.0,4134.0,44.0,1542.0,8346.0,319.0,0.0,309.0,57.0,0.0,3050.0
2023-02-23 23:00:00+01:00,263.0,3683.0,45.0,1291.0,8227.0,318.0,0.0,305.0,57.0,0.0,3089.0
2023-02-24 00:00:00+01:00,261.0,3661.0,44.0,1114.0,8174.0,315.0,11.0,307.0,57.0,0.0,3118.0
2023-02-24 01:00:00+01:00,258.0,3409.0,46.0,1101.0,8148.0,312.0,1.0,308.0,57.0,0.0,2989.0
2023-02-24 02:00:00+01:00,258.0,3517.0,48.0,1100.0,7807.0,314.0,0.0,308.0,57.0,0.0,2870.0
2023-02-24 03:00:00+01:00,258.0,3714.0,51.0,1091.0,7691.0,315.0,0.0,308.0,57.0,0.0,2860.0
2023-02-24 04:00:00+01:00,257.0,3676.0,54.0,1105.0,7600.0,313.0,0.0,308.0,57.0,0.0,3183.0
2023-02-24 05:00:00+01:00,261.0,3554.0,55.0,1299.0,7873.0,312.0,0.0,308.0,57.0,0.0,3392.0
2023-02-24 06:00:00+01:00,263.0,3948.0,53.0,1331.0,8255.0,317.0,38.0,309.0,57.0,8.0,3328.0
2023-02-24 07:00:00+01:00,269.0,4839.0,53.0,1347.0,9058.0,313.0,57.0,321.0,57.0,100.0,2854.0
2023-02-24 08:00:00+01:00,271.0,5005.0,52.0,1345.0,9652.0,311.0,228.0,342.0,57.0,415.0,2691.0
2023-02-24 09:00:00+01:00,269.0,4759.0,52.0,1317.0,9187.0,313.0,361.0,343.0,57.0,823.0,2736.0
2023-02-24 10:00:00+01:00,271.0,4258.0,56.0,1325.0,8949.0,315.0,338.0,343.0,57.0,1257.0,3204.0
2023-02-24 11:00:00+01:00,268.0,3832.0,61.0,1333.0,8785.0,311.0,291.0,341.0,57.0,1825.0,3480.0
2023-02-24 12:00:00+01:00,269.0,3655.0,63.0,1333.0,8794.0,310.0,286.0,324.0,57.0,1593.0,3412.0
2023-02-24 13:00:00+01:00,268.0,3852.0,63.0,1336.0,8862.0,312.0,215.0,317.0,57.0,1491.0,3462.0
2023-02-24 14:00:00+01:00,269.0,3870.0,61.0,1336.0,8796.0,317.0,4.0,317.0,57.0,1341.0,3549.0
2023-02-24 15:00:00+01:00,267.0,4178.0,61.0,1344.0,8781.0,324.0,36.0,317.0,57.0,681.0,3586.0
2023-02-24 16:00:00+01:00,269.0,4908.0,61.0,1361.0,8872.0,324.0,84.0,339.0,57.0,257.0,3460.0
2023-02-24 17:00:00+01:00,268.0,4979.0,54.0,1377.0,9161.0,321.0,486.0,341.0,57.0,22.0,3277.0
2023-02-24 18:00:00+01:00,269.0,4933.0,53.0,1431.0,8961.0,324.0,673.0,341.0,57.0,0.0,3443.0
2023-02-24 19:00:00+01:00,270.0,4797.0,53.0,1556.0,8877.0,329.0,427.0,341.0,57.0,0.0,3475.0
2023-02-24 20:00:00+01:00,268.0,4678.0,57.0,1706.0,8786.0,328.0,157.0,342.0,57.0,0.0,3232.0
2023-02-24 21:00:00+01:00,268.0,3960.0,58.0,1530.0,8555.0,328.0,27.0,342.0,57.0,0.0,3032.0
2023-02-24 22:00:00+01:00,262.0,3880.0,56.0,1487.0,7752.0,331.0,78.0,342.0,57.0,0.0,2786.0
2023-02-24 23:00:00+01:00,260.0,4077.0,54.0,1173.0,7674.0,330.0,40.0,343.0,57.0,0.0,2550.0
2023-02-25 00:00:00+01:00,256.0,3829.0,53.0,1098.0,7190.0,329.0,0.0,312.0,7.0,0.0,2220.0
2023-02-25 01:00:00+01:00,254.0,3859.0,41.0,1113.0,7261.0,325.0,13.0,307.0,0.0,0.0,2147.0
2023-02-25 02:00:00+01:00,254.0,3897.0,41.0,1246.0,7183.0,324.0,12.0,307.0,0.0,0.0,2137.0
2023-02-25 03:00:00+01:00,252.0,3841.0,40.0,1280.0,7182.0,323.0,17.0,307.0,0.0,0.0,2211.0
2023-02-25 04:00:00+01:00,257.0,3875.0,40.0,1210.0,7214.0,323.0,40.0,307.0,0.0,0.0,2385.0
2023-02-25 05:00:00+01:00,261.0,3777.0,40.0,1127.0,7402.0,323.0,6.0,306.0,0.0,0.0,2516.0
2023-02-25 06:00:00+01:00,260.0,3650.0,41.0,1107.0,7411.0,324.0,0.0,307.0,0.0,8.0,2782.0
2023-02-25 07:00:00+01:00,259.0,3561.0,40.0,1103.0,7273.0,326.0,0.0,313.0,0.0,163.0,3313.0
2023-02-25 08:00:00+01:00,260.0,3647.0,40.0,1110.0,7074.0,326.0,102.0,318.0,50.0,601.0,4138.0
2023-02-25 09:00:00+01:00,262.0,3298.0,42.0,1112.0,7014.0,324.0,376.0,330.0,57.0,1352.0,4333.0
2023-02-25 10:00:00+01:00,262.0,3159.0,44.0,1124.0,7114.0,326.0,263.0,332.0,57.0,1929.0,4302.0
2023-02-25 11:00:00+01:00,258.0,3179.0,46.0,1113.0,7051.0,328.0,373.0,323.0,57.0,2170.0,4438.0
2023-02-25 12:00:00+01:00,262.0,2954.0,50.0,1112.0,6979.0,327.0,225.0,316.0,57.0,2380.0,4713.0
2023-02-25 13:00:00+01:00,261.0,2871.0,50.0,1107.0,6902.0,325.0,226.0,315.0,57.0,2074.0,5174.0
2023-02-25 14:00:00+01:00,261.0,2836.0,50.0,1109.0,6910.0,329.0,284.0,326.0,57.0,1593.0,5436.0
2023-02-25 15:00:00+01:00,261.0,2922.0,48.0,1111.0,6957.0,328.0,320.0,328.0,57.0,771.0,5589.0
2023-02-25 16:00:00+01:00,262.0,3082.0,47.0,1136.0,7075.0,326.0,325.0,327.0,57.0,252.0,5520.0
2023-02-25 17:00:00+01:00,259.0,4014.0,48.0,1131.0,7366.0,328.0,453.0,324.0,57.0,28.0,5687.0
2023-02-25 18:00:00+01:00,262.0,4184.0,49.0,1132.0,7516.0,330.0,508.0,331.0,57.0,0.0,5745.0
2023-02-25 19:00:00+01:00,261.0,3955.0,48.0,1133.0,7455.0,333.0,555.0,347.0,57.0,0.0,5690.0
2023-02-25 20:00:00+01:00,261.0,3613.0,47.0,1133.0,7103.0,332.0,546.0,345.0,57.0,0.0,5522.0
2023-02-25 21:00:00+01:00,258.0,3480.0,48.0,1133.0,7027.0,334.0,359.0,341.0,57.0,0.0,5357.0
2023-02-25 22:00:00+01:00,261.0,3120.0,47.0,1131.0,6945.0,341.0,173.0,335.0,57.0,0.0,5036.0
2023-02-25 23:00:00+01:00,261.0,2838.0,43.0,1122.0,6741.0,344.0,0.0,327.0,57.0,0.0,4854.0
2023-02-26 00:00:00+01:00,257.0,2555.0,43.0,1108.0,6650.0,346.0,22.0,309.0,7.0,0.0,4426.0
2023-02-26 01:00:00+01:00,256.0,2524.0,43.0,1101.0,6591.0,345.0,3.0,307.0,0.0,0.0,4246.0
2023-02-26 02:00:00+01:00,256.0,2522.0,43.0,1101.0,6581.0,343.0,0.0,307.0,0.0,0.0,4091.0
2023-02-26 03:00:00+01:00,255.0,2563.0,44.0,1106.0,6626.0,341.0,0.0,307.0,0.0,0.0,4128.0
2023-02-26 04:00:00+01:00,258.0,2539.0,44.0,1103.0,6637.0,338.0,0.0,307.0,0.0,0.0,4029.0
2023-02-26 05:00:00+01:00,258.0,2513.0,44.0,1100.0,6667.0,338.0,0.0,307.0,0.0,0.0,3859.0
2023-02-26 06:00:00+01:00,263.0,2510.0,45.0,1109.0,6909.0,338.0,9.0,307.0,50.0,9.0,3504.0
2023-02-26 07:00:00+01:00,262.0,2647.0,46.0,1143.0,7166.0,332.0,50.0,307.0,57.0,151.0,3237.0
2023-02-26 08:00:00+01:00,261.0,2817.0,46.0,1131.0,7295.0,332.0,308.0,307.0,57.0,620.0,2901.0
2023-02-26 09:00:00+01:00,262.0,3122.0,48.0,1109.0,7258.0,331.0,121.0,307.0,57.0,1160.0,3136.0
2023-02-26 10:00:00+01:00,260.0,3278.0,49.0,1100.0,7251.0,330.0,13.0,310.0,57.0,1660.0,3110.0
2023-02-26 11:00:00+01:00,260.0,3396.0,49.0,1098.0,7324.0,327.0,0.0,312.0,57.0,1871.0,3185.0
2023-02-26 12:00:00+01:00,263.0,3632.0,49.0,1103.0,7335.0,329.0,0.0,316.0,57.0,1929.0,3328.0
2023-02-26 13:00:00+01:00,260.0,3861.0,50.0,1106.0,7322.0,330.0,0.0,317.0,57.0,1556.0,3508.0
2023-02-26 14:00:00+01:00,261.0,3852.0,51.0,1109.0,7386.0,330.0,0.0,316.0,57.0,1369.0,3284.0
2023-02-26 15:00:00+01:00,260.0,3836.0,51.0,1134.0,7451.0,331.0,0.0,315.0,57.0,939.0,2991.0
2023-02-26 16:00:00+01:00,262.0,4030.0,51.0,1133.0,7495.0,332.0,74.0,316.0,57.0,336.0,2633.0
2023-02-26 17:00:00+01:00,261.0,4586.0,51.0,1186.0,7782.0,335.0,106.0,325.0,57.0,31.0,2172.0
2023-02-26 18:00:00+01:00,262.0,5073.0,48.0,1307.0,7863.0,335.0,614.0,326.0,57.0,0.0,2149.0
2023-02-26 19:00:00+01:00,259.0,5185.0,45.0,1340.0,7912.0,333.0,857.0,326.0,57.0,0.0,1830.0
2023-02-26 20:00:00+01:00,260.0,5207.0,46.0,1333.0,7867.0,335.0,414.0,327.0,57.0,0.0,1508.0
2023-02-26 21:00:00+01:00,259.0,4727.0,48.0,1140.0,7697.0,338.0,118.0,318.0,57.0,0.0,1380.0
2023-02-26 22:00:00+01:00,261.0,4611.0,48.0,1111.0,7740.0,342.0,46.0,317.0,57.0,0.0,1288.0
2023-02-26 23:00:00+01:00,259.0,4522.0,46.0,1104.0,7817.0,344.0,26.0,313.0,57.0,0.0,1236.0
2023-02-27 00:00:00+01:00,235.0,4366.0,48.0,1111.0,7698.0,343.0,3.0,308.0,7.0,0.0,1071.0
2023-02-27 01:00:00+01:00,193.0,4337.0,46.0,1115.0,7803.0,341.0,0.0,307.0,0.0,0.0,910.0
2023-02-27 02:00:00+01:00,196.0,4449.0,46.0,1111.0,7532.0,339.0,0.0,317.0,0.0,0.0,987.0
2023-02-27 03:00:00+01:00,199.0,4404.0,45.0,1148.0,7423.0,336.0,0.0,318.0,0.0,0.0,935.0
2023-02-27 04:00:00+01:00,238.0,4588.0,45.0,1216.0,7880.0,320.0,0.0,317.0,0.0,0.0,736.0
2023-02-27 05:00:00+01:00,256.0,4547.0,46.0,1452.0,8558.0,324.0,6.0,317.0,0.0,0.0,617.0
2023-02-27 06:00:00+01:00,257.0,5154.0,49.0,1754.0,9733.0,337.0,16.0,308.0,0.0,29.0,528.0
2023-02-27 07:00:00+01:00,264.0,5364.0,49.0,1765.0,10857.0,338.0,223.0,306.0,50.0,325.0,441.0
2023-02-27 08:00:00+01:00,270.0,5381.0,50.0,1771.0,10956.0,337.0,466.0,330.0,57.0,1082.0,410.0
2023-02-27 09:00:00+01:00,270.0,5198.0,50.0,1752.0,10287.0,335.0,194.0,343.0,57.0,2124.0,342.0
2023-02-27 10:00:00+01:00,272.0,4980.0,51.0,1637.0,9638.0,335.0,43.0,339.0,57.0,3048.0,316.0
2023-02-27 11:00:00+01:00,269.0,4693.0,50.0,1659.0,9669.0,332.0,5.0,336.0,57.0,3261.0,280.0
2023-02-27 12:00:00+01:00,270.0,4468.0,49.0,1676.0,9691.0,317.0,0.0,322.0,57.0,3073.0,371.0
2023-02-27 13:00:00+01:00,270.0,4573.0,49.0,1819.0,9873.0,311.0,0.0,314.0,57.0,2604.0,448.0
2023-02-27 14:00:00+01:00,270.0,5013.0,50.0,1948.0,9939.0,306.0,0.0,315.0,57.0,2159.0,560.0
2023-02-27 15:00:00+01:00,260.0,5275.0,50.0,2004.0,9925.0,307.0,0.0,315.0,57.0,1363.0,608.0
2023-02-27 16:00:00+01:00,273.0,5588.0,50.0,2185.0,10145.0,305.0,2.0,319.0,57.0,474.0,587.0
2023-02-27 17:00:00+01:00,272.0,5695.0,50.0,2330.0,11044.0,305.0,348.0,320.0,57.0,44.0,545.0
2023-02-27 18:00:00+01:00,270.0,5841.0,50.0,2304.0,11505.0,312.0,913.0,320.0,57.0,0.0,544.0
2023-02-27 19:00:00+01:00,269.0,5935.0,51.0,2337.0,11808.0,320.0,1096.0,321.0,57.0,0.0,436.0
2023-02-27 20:00:00+01:00,272.0,5704.0,50.0,2329.0,10967.0,327.0,827.0,321.0,57.0,0.0,396.0
2023-02-27 21:00:00+01:00,271.0,5588.0,49.0,2298.0,10222.0,325.0,387.0,320.0,7.0,0.0,439.0
2023-02-27 22:00:00+01:00,266.0,5417.0,49.0,2080.0,9587.0,321.0,9.0,313.0,0.0,0.0,370.0
2023-02-27 23:00:00+01:00,261.0,5000.0,49.0,2143.0,9358.0,312.0,8.0,313.0,0.0,0.0,280.0
2023-02-28 00:00:00+01:00,262.0,3972.0,48.0,1871.0,9048.0,306.0,0.0,312.0,0.0,0.0,192.0
2023-02-28 01:00:00+01:00,257.0,4198.0,49.0,1742.0,9085.0,304.0,0.0,313.0,0.0,0.0,148.0
2023-02-28 02:00:00+01:00,256.0,4662.0,51.0,1948.0,8784.0,308.0,0.0,312.0,0.0,0.0,124.0
2023-02-28 03:00:00+01:00,256.0,4760.0,49.0,1934.0,8719.0,310.0,0.0,311.0,0.0,0.0,141.0
2023-02-28 04:00:00+01:00,258.0,4709.0,49.0,1780.0,8721.0,310.0,0.0,310.0,0.0,0.0,162.0
2023-02-28 05:00:00+01:00,261.0,4650.0,51.0,1956.0,9016.0,309.0,3.0,310.0,0.0,0.0,195.0
2023-02-28 06:00:00+01:00,264.0,5315.0,50.0,2275.0,9469.0,310.0,36.0,310.0,0.0,71.0,242.0
2023-02-28 07:00:00+01:00,269.0,5351.0,50.0,2282.0,10425.0,306.0,498.0,310.0,25.0,1181.0,313.0
2023-02-28 08:00:00+01:00,272.0,5203.0,50.0,2214.0,10167.0,301.0,343.0,332.0,28.0,3380.0,305.0
2023-02-28 09:00:00+01:00,269.0,4412.0,51.0,1858.0,9389.0,294.0,59.0,342.0,28.0,5427.0,201.0
2023-02-28 10:00:00+01:00,269.0,3070.0,50.0,1698.0,9004.0,293.0,5.0,341.0,28.0,6383.0,152.0
2023-02-28 11:00:00+01:00,272.0,3000.0,51.0,1691.0,8915.0,293.0,0.0,339.0,28.0,6951.0,177.0
2023-02-28 12:00:00+01:00,272.0,2851.0,51.0,1689.0,8816.0,286.0,0.0,334.0,28.0,6996.0,200.0
2023-02-28 13:00:00+01:00,268.0,3168.0,50.0,1716.0,8869.0,285.0,0.0,339.0,28.0,6491.0,234.0
2023-02-28 14:00:00+01:00,270.0,3330.0,50.0,1699.0,8892.0,282.0,0.0,339.0,28.0,5441.0,263.0
2023-02-28 15:00:00+01:00,269.0,4013.0,49.0,1984.0,9312.0,282.0,24.0,338.0,28.0,3652.0,276.0
2023-02-28 16:00:00+01:00,270.0,5118.0,41.0,2206.0,9925.0,285.0,268.0,336.0,28.0,1278.0,303.0
2023-02-28 17:00:00+01:00,273.0,5413.0,38.0,2246.0,10913.0,290.0,778.0,336.0,28.0,92.0,451.0
2023-02-28 18:00:00+01:00,272.0,5519.0,38.0,2235.0,11755.0,296.0,975.0,340.0,53.0,0.0,801.0
2023-02-28 19:00:00+01:00,265.0,5504.0,39.0,2236.0,11422.0,301.0,798.0,366.0,57.0,0.0,1084.0
2023-02-28 20:00:00+01:00,251.0,5400.0,40.0,2241.0,11065.0,304.0,141.0,366.0,57.0,0.0,1256.0
2023-02-28 21:00:00+01:00,263.0,5162.0,46.0,2181.0,10132.0,304.0,19.0,366.0,57.0,0.0,1300.0
2023-02-28 22:00:00+01:00,266.0,4610.0,45.0,2031.0,9312.0,304.0,4.0,318.0,32.0,0.0,1362.0
2023-02-28 23:00:00+01:00,264.0,4094.0,47.0,1973.0,9029.0,307.0,10.0,312.0,4.0,0.0,1447.0
2023-03-01 00:00:00+01:00,263.0,4205.0,47.0,1744.0,8766.0,305.0,7.0,290.0,0.0,0.0,1476.0
2023-03-01 01:00:00+01:00,262.0,4211.0,47.0,1719.0,8695.0,303.0,0.0,286.0,0.0,0.0,1406.0
2023-03-01 02:00:00+01:00,261.0,3993.0,46.0,1713.0,8646.0,304.0,0.0,286.0,0.0,0.0,1406.0
2023-03-01 03:00:00+01:00,264.0,3935.0,47.0,1698.0,8724.0,305.0,0.0,286.0,0.0,0.0,1361.0
2023-03-01 04:00:00+01:00,263.0,4071.0,48.0,1730.0,8752.0,305.0,0.0,286.0,0.0,0.0,1280.0
2023-03-01 05:00:00+01:00,261.0,4384.0,49.0,1825.0,9011.0,305.0,4.0,286.0,0.0,0.0,1228.0
2023-03-01 06:00:00+01:00,266.0,5113.0,51.0,2304.0,10239.0,307.0,104.0,285.0,25.0,61.0,1158.0
2023-03-01 07:00:00+01:00,269.0,5277.0,51.0,2337.0,10675.0,307.0,179.0,286.0,28.0,997.0,995.0
2023-03-01 08:00:00+01:00,272.0,5257.0,52.0,2325.0,10157.0,300.0,182.0,293.0,28.0,2985.0,655.0
2023-03-01 09:00:00+01:00,269.0,4697.0,52.0,2047.0,9195.0,284.0,40.0,305.0,28.0,4651.0,274.0
2023-03-01 10:00:00+01:00,268.0,3814.0,52.0,1686.0,8835.0,285.0,3.0,350.0,28.0,5626.0,161.0
2023-03-01 11:00:00+01:00,280.0,3594.0,52.0,1714.0,8757.0,283.0,0.0,356.0,28.0,6266.0,149.0
2023-03-01 12:00:00+01:00,286.0,3183.0,52.0,1667.0,8621.0,280.0,0.0,350.0,28.0,6441.0,170.0
2023-03-01 13:00:00+01:00,285.0,3284.0,52.0,1647.0,8553.0,278.0,0.0,339.0,28.0,6067.0,190.0
2023-03-01 14:00:00+01:00,284.0,3491.0,52.0,1726.0,8611.0,280.0,0.0,333.0,28.0,5042.0,173.0
2023-03-01 15:00:00+01:00,280.0,4604.0,52.0,1874.0,8843.0,279.0,0.0,332.0,28.0,3352.0,140.0
2023-03-01 16:00:00+01:00,282.0,5400.0,51.0,2267.0,9501.0,284.0,255.0,332.0,28.0,1290.0,143.0
2023-03-01 17:00:00+01:00,277.0,5448.0,50.0,2317.0,10741.0,292.0,677.0,333.0,28.0,103.0,238.0
2023-03-01 18:00:00+01:00,272.0,5475.0,51.0,2312.0,11082.0,297.0,671.0,315.0,53.0,0.0,383.0
2023-03-01 19:00:00+01:00,269.0,5431.0,48.0,2321.0,11046.0,310.0,887.0,327.0,57.0,0.0,631.0
2023-03-01 20:00:00+01:00,268.0,5357.0,46.0,2323.0,10827.0,319.0,358.0,337.0,57.0,0.0,602.0
2023-03-01 21:00:00+01:00,270.0,5235.0,40.0,2340.0,9988.0,318.0,106.0,310.0,57.0,0.0,565.0
2023-03-01 22:00:00+01:00,264.0,5039.0,37.0,2306.0,9410.0,315.0,23.0,297.0,7.0,0.0,438.0
2023-03-01 23:00:00+01:00,264.0,4602.0,38.0,1978.0,8745.0,316.0,17.0,296.0,0.0,0.0,325.0
2023-03-02 00:00:00+01:00,262.0,3853.0,39.0,1768.0,8798.0,316.0,0.0,306.0,0.0,0.0,277.0
2023-03-02 01:00:00+01:00,260.0,3867.0,41.0,1742.0,8767.0,318.0,0.0,305.0,0.0,0.0,330.0
