,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2024-06-18 12:30:00+03:00,631.0,25.0,0.0,0.0,32.0,1943.0,3319.0,136.0,7.0,718.0,50.0,425.0
2024-06-18 12:45:00+03:00,631.0,25.0,0.0,0.0,32.0,1919.0,3316.0,140.0,7.0,699.0,52.0,576.0
2024-06-18 13:00:00+03:00,630.0,25.0,0.0,0.0,28.0,1935.0,3323.0,129.0,7.0,685.0,50.0,669.0
2024-06-18 13:15:00+03:00,633.0,25.0,0.0,0.0,28.0,1966.0,3323.0,136.0,7.0,676.0,50.0,740.0
2024-06-18 13:30:00+03:00,632.0,25.0,0.0,0.0,28.0,1925.0,3324.0,145.0,7.0,667.0,50.0,898.0
2024-06-18 13:45:00+03:00,628.0,25.0,0.0,0.0,28.0,1926.0,3332.0,143.0,5.0,658.0,50.0,998.0
2024-06-18 14:00:00+03:00,627.0,25.0,0.0,0.0,28.0,1958.0,3338.0,140.0,7.0,659.0,50.0,1048.0
2024-06-18 14:15:00+03:00,618.0,26.0,0.0,0.0,28.0,2024.0,3328.0,140.0,7.0,670.0,50.0,1030.0
2024-06-18 14:30:00+03:00,626.0,25.0,0.0,0.0,26.0,2034.0,3327.0,135.0,7.0,681.0,50.0,960.0
2024-06-18 14:45:00+03:00,628.0,24.0,0.0,0.0,21.0,2025.0,3326.0,132.0,7.0,693.0,50.0,874.0
2024-06-18 15:00:00+03:00,631.0,25.0,0.0,0.0,23.0,2070.0,3327.0,127.0,7.0,691.0,50.0,760.0
2024-06-18 15:15:00+03:00,626.0,25.0,0.0,0.0,27.0,2068.0,3329.0,131.0,7.0,677.0,50.0,701.0
2024-06-18 15:30:00+03:00,629.0,25.0,0.0,12.0,27.0,2040.0,3330.0,137.0,7.0,663.0,50.0,663.0
2024-06-18 15:45:00+03:00,629.0,24.0,0.0,13.0,27.0,2128.0,3317.0,136.0,7.0,649.0,50.0,649.0
2024-06-18 16:00:00+03:00,629.0,24.0,0.0,1.0,25.0,2176.0,3316.0,135.0,8.0,631.0,50.0,640.0
2024-06-18 16:15:00+03:00,633.0,25.0,0.0,1.0,25.0,2222.0,3316.0,133.0,8.0,609.0,50.0,638.0
2024-06-18 16:30:00+03:00,636.0,25.0,0.0,1.0,25.0,2192.0,3316.0,125.0,8.0,587.0,50.0,634.0
2024-06-18 16:45:00+03:00,640.0,25.0,0.0,1.0,25.0,2173.0,3314.0,130.0,8.0,565.0,50.0,664.0
2024-06-18 17:00:00+03:00,645.0,25.0,0.0,1.0,25.0,2208.0,3313.0,130.0,8.0,538.0,50.0,668.0
2024-06-18 17:15:00+03:00,647.0,25.0,0.0,1.0,25.0,2202.0,3310.0,129.0,8.0,507.0,50.0,665.0
2024-06-18 17:30:00+03:00,640.0,25.0,0.0,1.0,25.0,2181.0,3312.0,134.0,8.0,475.0,50.0,667.0
2024-06-18 17:45:00+03:00,638.0,25.0,0.0,1.0,26.0,2273.0,3313.0,132.0,8.0,444.0,50.0,658.0
2024-06-18 18:00:00+03:00,634.0,26.0,0.0,1.0,27.0,2217.0,3320.0,128.0,8.0,405.0,50.0,698.0
2024-06-18 18:15:00+03:00,633.0,26.0,0.0,1.0,27.0,2194.0,3328.0,128.0,8.0,358.0,50.0,739.0
2024-06-18 18:30:00+03:00,632.0,25.0,0.0,1.0,27.0,2192.0,3328.0,135.0,8.0,312.0,50.0,760.0
2024-06-18 18:45:00+03:00,633.0,25.0,0.0,1.0,27.0,2283.0,3329.0,136.0,8.0,266.0,50.0,759.0
2024-06-18 19:00:00+03:00,630.0,26.0,0.0,1.0,27.0,2221.0,3329.0,134.0,8.0,232.0,50.0,795.0
2024-06-18 19:15:00+03:00,631.0,26.0,0.0,1.0,27.0,2213.0,3328.0,139.0,8.0,210.0,49.0,832.0
2024-06-18 19:30:00+03:00,629.0,26.0,0.0,1.0,27.0,2251.0,3329.0,137.0,8.0,189.0,54.0,850.0
2024-06-18 19:45:00+03:00,625.0,26.0,0.0,1.0,27.0,2223.0,3328.0,130.0,8.0,168.0,55.0,861.0
2024-06-18 20:00:00+03:00,617.0,27.0,0.0,1.0,27.0,2169.0,3327.0,130.0,8.0,146.0,57.0,872.0
2024-06-18 20:15:00+03:00,621.0,27.0,0.0,1.0,27.0,2134.0,3328.0,128.0,8.0,126.0,59.0,860.0
2024-06-18 20:30:00+03:00,627.0,28.0,0.0,0.0,27.0,2116.0,3328.0,126.0,8.0,105.0,61.0,905.0
2024-06-18 20:45:00+03:00,613.0,28.0,0.0,0.0,27.0,2150.0,3327.0,126.0,8.0,84.0,63.0,916.0
2024-06-18 21:00:00+03:00,623.0,27.0,0.0,0.0,27.0,2134.0,3328.0,128.0,8.0,65.0,65.0,912.0
2024-06-18 21:15:00+03:00,626.0,27.0,0.0,0.0,27.0,2183.0,3329.0,129.0,8.0,48.0,65.0,912.0
2024-06-18 21:30:00+03:00,619.0,26.0,0.0,0.0,27.0,2162.0,3326.0,128.0,8.0,31.0,65.0,918.0
2024-06-18 21:45:00+03:00,620.0,26.0,0.0,0.0,27.0,2169.0,3327.0,127.0,8.0,13.0,66.0,985.0
2024-06-18 22:00:00+03:00,622.0,27.0,0.0,0.0,27.0,2179.0,3328.0,128.0,9.0,4.0,64.0,1048.0
2024-06-18 22:15:00+03:00,632.0,28.0,0.0,0.0,27.0,2151.0,3329.0,127.0,9.0,3.0,64.0,1162.0
2024-06-18 22:30:00+03:00,638.0,29.0,0.0,0.0,27.0,2112.0,3329.0,129.0,9.0,2.0,64.0,1261.0
2024-06-18 22:45:00+03:00,635.0,28.0,0.0,0.0,27.0,2114.0,3322.0,130.0,9.0,1.0,65.0,1332.0
2024-06-18 23:00:00+03:00,638.0,28.0,0.0,0.0,27.0,2130.0,3319.0,130.0,9.0,0.0,67.0,1388.0
2024-06-18 23:15:00+03:00,621.0,28.0,0.0,0.0,27.0,2088.0,3309.0,132.0,9.0,0.0,67.0,1442.0
2024-06-18 23:30:00+03:00,624.0,27.0,0.0,0.0,27.0,2042.0,3301.0,133.0,9.0,0.0,67.0,1460.0
2024-06-18 23:45:00+03:00,614.0,28.0,0.0,0.0,27.0,2043.0,3299.0,133.0,9.0,0.0,66.0,1548.0
2024-06-19 00:00:00+03:00,610.0,28.0,0.0,0.0,27.0,2041.0,3302.0,133.0,9.0,0.0,64.0,1626.0
2024-06-19 00:15:00+03:00,615.0,28.0,0.0,0.0,27.0,1977.0,3295.0,133.0,9.0,0.0,61.0,1663.0
2024-06-19 00:30:00+03:00,616.0,28.0,0.0,0.0,27.0,1950.0,3280.0,134.0,9.0,0.0,57.0,1756.0
2024-06-19 00:45:00+03:00,623.0,29.0,0.0,0.0,27.0,1969.0,3167.0,136.0,4.0,0.0,53.0,1811.0
2024-06-19 01:00:00+03:00,638.0,30.0,0.0,0.0,27.0,1982.0,3103.0,136.0,1.0,0.0,54.0,1827.0
2024-06-19 01:15:00+03:00,630.0,29.0,0.0,0.0,27.0,1919.0,3104.0,136.0,1.0,0.0,54.0,1836.0
2024-06-19 01:30:00+03:00,627.0,29.0,0.0,0.0,27.0,1832.0,3103.0,136.0,1.0,0.0,55.0,1852.0
2024-06-19 01:45:00+03:00,621.0,28.0,0.0,0.0,27.0,1782.0,3103.0,137.0,1.0,0.0,55.0,1827.0
2024-06-19 02:00:00+03:00,621.0,29.0,0.0,0.0,27.0,1832.0,3104.0,134.0,1.0,0.0,54.0,1816.0
2024-06-19 02:15:00+03:00,617.0,30.0,0.0,0.0,27.0,1801.0,3102.0,134.0,1.0,0.0,54.0,1854.0
2024-06-19 02:30:00+03:00,617.0,29.0,0.0,0.0,27.0,1745.0,3101.0,137.0,1.0,0.0,54.0,1906.0
2024-06-19 02:45:00+03:00,625.0,29.0,0.0,0.0,27.0,1700.0,3099.0,135.0,1.0,0.0,54.0,2031.0
2024-06-19 03:00:00+03:00,619.0,29.0,0.0,0.0,27.0,1636.0,3101.0,136.0,1.0,2.0,54.0,2160.0
2024-06-19 03:15:00+03:00,622.0,29.0,0.0,0.0,27.0,1477.0,3100.0,137.0,1.0,5.0,52.0,2244.0
2024-06-19 03:30:00+03:00,619.0,30.0,0.0,0.0,27.0,1403.0,3101.0,135.0,1.0,8.0,54.0,2302.0
2024-06-19 03:45:00+03:00,620.0,30.0,0.0,0.0,27.0,1380.0,3100.0,137.0,1.0,11.0,53.0,2260.0
2024-06-19 04:00:00+03:00,619.0,30.0,0.0,0.0,27.0,1444.0,3102.0,137.0,1.0,24.0,49.0,2247.0
2024-06-19 04:15:00+03:00,623.0,30.0,0.0,0.0,27.0,1424.0,3101.0,134.0,1.0,45.0,43.0,2183.0
2024-06-19 04:30:00+03:00,618.0,29.0,0.0,0.0,27.0,1408.0,3100.0,138.0,0.0,66.0,42.0,2169.0
2024-06-19 04:45:00+03:00,616.0,29.0,0.0,0.0,27.0,1389.0,3101.0,135.0,0.0,87.0,42.0,2165.0
2024-06-19 05:00:00+03:00,619.0,29.0,0.0,0.0,27.0,1504.0,3102.0,132.0,0.0,111.0,42.0,2093.0
2024-06-19 05:15:00+03:00,615.0,29.0,0.0,0.0,27.0,1592.0,3101.0,129.0,0.0,136.0,42.0,1996.0
2024-06-19 05:30:00+03:00,622.0,29.0,0.0,0.0,27.0,1598.0,3101.0,130.0,0.0,162.0,42.0,1879.0
2024-06-19 05:45:00+03:00,618.0,28.0,0.0,0.0,27.0,1675.0,3102.0,128.0,0.0,187.0,42.0,1754.0
2024-06-19 06:00:00+03:00,624.0,28.0,0.0,0.0,27.0,1726.0,3102.0,127.0,0.0,208.0,45.0,1781.0
2024-06-19 06:15:00+03:00,626.0,28.0,0.0,0.0,28.0,1795.0,3101.0,127.0,0.0,224.0,52.0,1681.0
2024-06-19 06:30:00+03:00,625.0,27.0,0.0,0.0,29.0,1904.0,3102.0,123.0,0.0,240.0,55.0,1465.0
2024-06-19 06:45:00+03:00,626.0,27.0,0.0,0.0,29.0,1902.0,3102.0,123.0,0.0,255.0,53.0,1308.0
2024-06-19 07:00:00+03:00,626.0,26.0,0.0,0.0,29.0,1958.0,3103.0,123.0,0.0,274.0,56.0,1187.0
2024-06-19 07:15:00+03:00,634.0,26.0,0.0,0.0,30.0,2013.0,3102.0,121.0,0.0,296.0,58.0,1118.0
2024-06-19 07:30:00+03:00,628.0,27.0,0.0,0.0,32.0,2029.0,3103.0,127.0,0.0,318.0,63.0,1139.0
2024-06-19 07:45:00+03:00,622.0,27.0,0.0,0.0,32.0,2028.0,3105.0,128.0,0.0,340.0,64.0,1189.0
2024-06-19 08:00:00+03:00,630.0,27.0,0.0,0.0,36.0,2009.0,3104.0,131.0,0.0,367.0,64.0,1194.0
2024-06-19 08:15:00+03:00,639.0,28.0,0.0,0.0,37.0,2011.0,3103.0,131.0,0.0,398.0,62.0,1154.0
2024-06-19 08:30:00+03:00,637.0,29.0,0.0,0.0,37.0,2055.0,3101.0,130.0,0.0,429.0,61.0,1169.0
2024-06-19 08:45:00+03:00,635.0,29.0,0.0,0.0,36.0,2023.0,3102.0,130.0,0.0,461.0,62.0,1231.0
2024-06-19 09:00:00+03:00,642.0,29.0,0.0,0.0,34.0,1963.0,3102.0,128.0,0.0,494.0,61.0,1309.0
2024-06-19 09:15:00+03:00,633.0,29.0,0.0,0.0,34.0,1970.0,3102.0,128.0,0.0,531.0,62.0,1422.0
2024-06-19 09:30:00+03:00,638.0,28.0,0.0,0.0,32.0,1937.0,3102.0,127.0,0.0,568.0,63.0,1582.0
2024-06-19 09:45:00+03:00,633.0,27.0,0.0,0.0,32.0,1934.0,3101.0,124.0,0.0,605.0,62.0,1746.0
2024-06-19 10:00:00+03:00,635.0,28.0,0.0,0.0,27.0,1958.0,3102.0,152.0,0.0,630.0,63.0,1854.0
2024-06-19 10:15:00+03:00,631.0,28.0,0.0,0.0,27.0,1910.0,3102.0,173.0,0.0,643.0,64.0,1947.0
2024-06-19 10:30:00+03:00,629.0,28.0,0.0,0.0,27.0,1910.0,3103.0,170.0,0.0,656.0,64.0,2062.0
2024-06-19 10:45:00+03:00,632.0,27.0,0.0,0.0,27.0,1822.0,3102.0,169.0,0.0,669.0,62.0,2187.0
2024-06-19 11:00:00+03:00,632.0,27.0,0.0,0.0,27.0,1897.0,3102.0,139.0,0.0,681.0,62.0,2260.0
2024-06-19 11:15:00+03:00,635.0,27.0,0.0,0.0,27.0,1866.0,3103.0,131.0,0.0,692.0,63.0,2233.0
2024-06-19 11:30:00+03:00,630.0,26.0,0.0,0.0,27.0,1865.0,3104.0,129.0,0.0,704.0,62.0,2265.0
2024-06-19 11:45:00+03:00,632.0,26.0,0.0,0.0,27.0,1808.0,3103.0,129.0,0.0,716.0,62.0,2309.0
2024-06-19 12:00:00+03:00,631.0,27.0,0.0,0.0,27.0,1830.0,3104.0,137.0,0.0,699.0,59.0,2223.0
2024-06-19 12:15:00+03:00,625.0,27.0,0.0,0.0,27.0,1840.0,3105.0,143.0,0.0,653.0,53.0,2337.0
2024-06-19 12:30:00+03:00,625.0,26.0,0.0,0.0,25.0,1828.0,3104.0,136.0,0.0,608.0,54.0,2397.0
2024-06-19 12:45:00+03:00,629.0,27.0,0.0,0.0,25.0,1755.0,3106.0,131.0,0.0,563.0,55.0,2472.0
2024-06-19 13:00:00+03:00,623.0,26.0,0.0,0.0,25.0,1788.0,3114.0,128.0,0.0,534.0,51.0,2410.0
2024-06-19 13:15:00+03:00,623.0,26.0,0.0,0.0,25.0,1837.0,3104.0,132.0,0.0,523.0,48.0,2407.0
2024-06-19 13:30:00+03:00,624.0,25.0,0.0,0.0,25.0,1867.0,3103.0,130.0,0.0,511.0,43.0,2454.0
2024-06-19 13:45:00+03:00,624.0,25.0,0.0,0.0,25.0,1813.0,3105.0,130.0,0.0,500.0,44.0,2318.0
2024-06-19 14:00:00+03:00,629.0,25.0,0.0,0.0,25.0,1832.0,3105.0,138.0,0.0,510.0,44.0,2250.0
2024-06-19 14:15:00+03:00,629.0,25.0,0.0,0.0,25.0,1864.0,3105.0,136.0,0.0,541.0,46.0,2296.0
2024-06-19 14:30:00+03:00,619.0,25.0,0.0,0.0,25.0,1821.0,3105.0,130.0,0.0,572.0,49.0,2157.0
2024-06-19 14:45:00+03:00,623.0,25.0,0.0,0.0,25.0,1749.0,3162.0,127.0,0.0,603.0,49.0,2142.0
2024-06-19 15:00:00+03:00,631.0,25.0,0.0,0.0,25.0,1758.0,3217.0,131.0,0.0,611.0,51.0,2009.0
2024-06-19 15:15:00+03:00,635.0,25.0,0.0,0.0,25.0,1864.0,3274.0,130.0,0.0,597.0,51.0,1946.0
2024-06-19 15:30:00+03:00,625.0,25.0,0.0,0.0,25.0,1819.0,3330.0,126.0,0.0,583.0,51.0,1897.0
2024-06-19 15:45:00+03:00,637.0,25.0,0.0,0.0,25.0,1827.0,3404.0,126.0,0.0,568.0,52.0,1810.0
2024-06-19 16:00:00+03:00,639.0,25.0,0.0,0.0,25.0,1796.0,3451.0,128.0,0.0,546.0,53.0,1766.0
2024-06-19 16:15:00+03:00,643.0,25.0,0.0,0.0,25.0,1794.0,3514.0,136.0,0.0,517.0,52.0,1785.0
2024-06-19 16:30:00+03:00,650.0,25.0,0.0,0.0,25.0,1802.0,3565.0,134.0,0.0,487.0,52.0,1765.0
2024-06-19 16:45:00+03:00,647.0,25.0,0.0,0.0,25.0,1777.0,3572.0,140.0,0.0,457.0,53.0,1782.0
2024-06-19 17:00:00+03:00,644.0,25.0,0.0,0.0,25.0,1783.0,3603.0,135.0,0.0,430.0,55.0,1677.0
2024-06-19 17:15:00+03:00,641.0,25.0,0.0,0.0,25.0,1849.0,3637.0,136.0,0.0,404.0,55.0,1664.0
2024-06-19 17:30:00+03:00,633.0,25.0,0.0,0.0,25.0,1888.0,3652.0,129.0,0.0,378.0,53.0,1627.0
2024-06-19 17:45:00+03:00,634.0,25.0,0.0,0.0,25.0,1906.0,3654.0,125.0,0.0,352.0,53.0,1744.0
2024-06-19 18:00:00+03:00,637.0,25.0,0.0,0.0,25.0,1885.0,3655.0,128.0,0.0,321.0,53.0,1721.0
2024-06-19 18:15:00+03:00,632.0,25.0,0.0,0.0,25.0,1852.0,3667.0,127.0,0.0,285.0,53.0,1563.0
2024-06-19 18:30:00+03:00,634.0,25.0,0.0,0.0,25.0,1918.0,3679.0,127.0,0.0,248.0,52.0,1457.0
2024-06-19 18:45:00+03:00,634.0,25.0,0.0,0.0,25.0,1949.0,3680.0,131.0,0.0,212.0,52.0,1476.0
2024-06-19 19:00:00+03:00,631.0,25.0,0.0,0.0,25.0,1859.0,3677.0,132.0,0.0,185.0,54.0,1472.0
2024-06-19 19:15:00+03:00,633.0,25.0,0.0,0.0,25.0,1811.0,3688.0,132.0,0.0,168.0,54.0,1425.0
2024-06-19 19:30:00+03:00,630.0,25.0,0.0,0.0,25.0,1803.0,3700.0,133.0,0.0,151.0,55.0,1404.0
2024-06-19 19:45:00+03:00,631.0,25.0,0.0,0.0,25.0,1900.0,3699.0,135.0,0.0,135.0,54.0,1488.0
2024-06-19 20:00:00+03:00,635.0,26.0,0.0,0.0,25.0,1839.0,3700.0,135.0,0.0,118.0,53.0,1474.0
2024-06-19 20:15:00+03:00,632.0,26.0,0.0,0.0,25.0,1878.0,3700.0,136.0,0.0,100.0,53.0,1542.0
2024-06-19 20:30:00+03:00,639.0,25.0,0.0,0.0,25.0,1862.0,3700.0,134.0,0.0,83.0,53.0,1529.0
2024-06-19 20:45:00+03:00,631.0,25.0,0.0,0.0,25.0,1841.0,3701.0,133.0,0.0,66.0,55.0,1639.0
2024-06-19 21:00:00+03:00,635.0,25.0,0.0,0.0,25.0,1829.0,3702.0,133.0,0.0,50.0,55.0,1683.0
2024-06-19 21:15:00+03:00,635.0,26.0,0.0,0.0,26.0,1749.0,3701.0,130.0,0.0,37.0,55.0,1705.0
2024-06-19 21:30:00+03:00,633.0,25.0,0.0,0.0,27.0,1669.0,3700.0,133.0,0.0,24.0,55.0,1676.0
2024-06-19 21:45:00+03:00,635.0,26.0,0.0,0.0,27.0,1662.0,3702.0,132.0,0.0,11.0,54.0,1625.0
2024-06-19 22:00:00+03:00,632.0,26.0,0.0,0.0,27.0,1615.0,3704.0,134.0,0.0,4.0,53.0,1661.0
2024-06-19 22:15:00+03:00,633.0,28.0,0.0,0.0,27.0,1559.0,3703.0,136.0,0.0,3.0,53.0,1702.0
2024-06-19 22:30:00+03:00,630.0,28.0,0.0,0.0,27.0,1520.0,3704.0,135.0,0.0,2.0,53.0,1737.0
2024-06-19 22:45:00+03:00,631.0,27.0,0.0,0.0,27.0,1514.0,3704.0,135.0,0.0,1.0,53.0,1789.0
2024-06-19 23:00:00+03:00,633.0,27.0,0.0,0.0,27.0,1445.0,3702.0,136.0,0.0,0.0,55.0,1731.0
2024-06-19 23:15:00+03:00,629.0,28.0,0.0,0.0,27.0,1384.0,3703.0,137.0,0.0,0.0,55.0,1849.0
2024-06-19 23:30:00+03:00,634.0,28.0,0.0,0.0,27.0,1310.0,3705.0,136.0,0.0,0.0,55.0,1954.0
2024-06-19 23:45:00+03:00,630.0,28.0,0.0,0.0,25.0,1368.0,3706.0,134.0,0.0,0.0,53.0,1893.0
2024-06-20 00:00:00+03:00,626.0,27.0,0.0,0.0,25.0,1483.0,3706.0,137.0,0.0,0.0,47.0,1658.0
2024-06-20 00:15:00+03:00,625.0,27.0,0.0,0.0,25.0,1492.0,3705.0,137.0,0.0,0.0,45.0,1605.0
2024-06-20 00:30:00+03:00,618.0,27.0,0.0,0.0,25.0,1450.0,3705.0,138.0,0.0,0.0,37.0,1507.0
2024-06-20 00:45:00+03:00,611.0,27.0,0.0,0.0,25.0,1418.0,3699.0,139.0,0.0,0.0,37.0,1545.0
2024-06-20 01:00:00+03:00,606.0,27.0,0.0,0.0,25.0,1399.0,3638.0,138.0,0.0,0.0,37.0,1584.0
2024-06-20 01:15:00+03:00,604.0,28.0,0.0,0.0,25.0,1333.0,3636.0,138.0,0.0,0.0,37.0,1636.0
2024-06-20 01:30:00+03:00,605.0,28.0,0.0,0.0,25.0,1343.0,3637.0,140.0,0.0,0.0,36.0,1727.0
2024-06-20 01:45:00+03:00,613.0,28.0,0.0,0.0,25.0,1324.0,3635.0,140.0,0.0,0.0,35.0,1742.0
2024-06-20 02:00:00+03:00,600.0,29.0,0.0,0.0,25.0,1363.0,3631.0,141.0,0.0,0.0,35.0,1484.0
2024-06-20 02:15:00+03:00,608.0,29.0,0.0,0.0,25.0,1346.0,3630.0,143.0,0.0,0.0,35.0,1490.0
2024-06-20 02:30:00+03:00,605.0,27.0,0.0,0.0,25.0,1304.0,3628.0,143.0,0.0,0.0,35.0,1515.0
2024-06-20 02:45:00+03:00,607.0,27.0,0.0,0.0,25.0,1262.0,3631.0,141.0,0.0,0.0,35.0,1543.0
2024-06-20 03:00:00+03:00,605.0,27.0,0.0,0.0,27.0,1329.0,3641.0,140.0,0.0,1.0,35.0,1391.0
2024-06-20 03:15:00+03:00,601.0,26.0,0.0,0.0,27.0,1329.0,3641.0,142.0,0.0,4.0,35.0,1361.0
2024-06-20 03:30:00+03:00,608.0,26.0,0.0,0.0,27.0,1309.0,3657.0,142.0,0.0,6.0,35.0,1325.0
2024-06-20 03:45:00+03:00,603.0,26.0,0.0,0.0,27.0,1268.0,3665.0,144.0,0.0,9.0,35.0,1362.0
2024-06-20 04:00:00+03:00,607.0,26.0,0.0,0.0,27.0,1320.0,3664.0,145.0,0.0,21.0,35.0,1364.0
2024-06-20 04:15:00+03:00,610.0,28.0,0.0,0.0,27.0,1335.0,3664.0,146.0,0.0,41.0,35.0,1413.0
2024-06-20 04:30:00+03:00,605.0,29.0,0.0,0.0,27.0,1302.0,3681.0,145.0,0.0,62.0,35.0,1416.0
2024-06-20 04:45:00+03:00,606.0,29.0,0.0,0.0,27.0,1270.0,3690.0,144.0,0.0,82.0,34.0,1393.0
2024-06-20 05:00:00+03:00,597.0,29.0,0.0,0.0,27.0,1279.0,3688.0,143.0,0.0,107.0,34.0,1429.0
2024-06-20 05:15:00+03:00,597.0,29.0,0.0,0.0,27.0,1265.0,3688.0,142.0,0.0,135.0,34.0,1408.0
2024-06-20 05:30:00+03:00,594.0,28.0,0.0,0.0,27.0,1295.0,3708.0,142.0,0.0,163.0,34.0,1460.0
2024-06-20 05:45:00+03:00,592.0,29.0,0.0,0.0,27.0,1340.0,3714.0,142.0,0.0,191.0,37.0,1490.0
2024-06-20 06:00:00+03:00,599.0,29.0,0.0,0.0,27.0,1347.0,3715.0,141.0,0.0,213.0,39.0,1789.0
2024-06-20 06:15:00+03:00,597.0,29.0,0.0,0.0,27.0,1378.0,3714.0,140.0,0.0,230.0,38.0,1930.0
2024-06-20 06:30:00+03:00,598.0,29.0,0.0,0.0,27.0,1417.0,3735.0,140.0,0.0,247.0,37.0,1909.0
2024-06-20 06:45:00+03:00,596.0,28.0,0.0,0.0,26.0,1409.0,3741.0,140.0,0.0,264.0,36.0,1874.0
2024-06-20 07:00:00+03:00,598.0,28.0,0.0,0.0,26.0,1382.0,3745.0,139.0,0.0,286.0,35.0,1992.0
2024-06-20 07:15:00+03:00,594.0,28.0,0.0,0.0,26.0,1401.0,3751.0,139.0,0.0,314.0,34.0,2219.0
2024-06-20 07:30:00+03:00,581.0,28.0,0.0,0.0,26.0,1447.0,3760.0,138.0,0.0,341.0,33.0,2161.0
2024-06-20 07:45:00+03:00,581.0,28.0,0.0,0.0,26.0,1454.0,3768.0,136.0,0.0,368.0,34.0,2123.0
2024-06-20 08:00:00+03:00,582.0,28.0,0.0,0.0,26.0,1469.0,3771.0,137.0,0.0,405.0,36.0,2174.0
2024-06-20 08:15:00+03:00,578.0,27.0,0.0,0.0,26.0,1498.0,3770.0,137.0,0.0,452.0,42.0,2085.0
2024-06-20 08:30:00+03:00,577.0,29.0,0.0,0.0,26.0,1570.0,3768.0,136.0,0.0,499.0,47.0,1951.0
2024-06-20 08:45:00+03:00,576.0,30.0,0.0,0.0,26.0,1576.0,3772.0,136.0,0.0,546.0,52.0,1860.0
2024-06-20 09:00:00+03:00,573.0,30.0,0.0,0.0,26.0,1760.0,3771.0,136.0,0.0,571.0,53.0,1905.0
2024-06-20 09:15:00+03:00,551.0,30.0,0.0,0.0,26.0,1793.0,3772.0,136.0,0.0,574.0,53.0,1889.0
2024-06-20 09:30:00+03:00,520.0,29.0,0.0,0.0,26.0,1746.0,3773.0,135.0,0.0,577.0,53.0,1820.0
2024-06-20 09:45:00+03:00,516.0,30.0,0.0,0.0,26.0,1741.0,3771.0,135.0,0.0,580.0,47.0,1877.0
2024-06-20 10:00:00+03:00,513.0,31.0,0.0,0.0,24.0,1762.0,3772.0,135.0,0.0,593.0,46.0,1941.0
2024-06-20 10:15:00+03:00,517.0,30.0,0.0,29.0,24.0,1755.0,3772.0,135.0,0.0,617.0,47.0,1994.0
2024-06-20 10:30:00+03:00,519.0,30.0,0.0,6.0,24.0,1769.0,3788.0,134.0,0.0,642.0,52.0,1964.0
2024-06-20 10:45:00+03:00,515.0,30.0,0.0,0.0,24.0,1756.0,3791.0,134.0,0.0,666.0,55.0,1909.0
2024-06-20 11:00:00+03:00,517.0,30.0,0.0,0.0,24.0,1653.0,3790.0,133.0,0.0,683.0,54.0,1818.0
2024-06-20 11:15:00+03:00,514.0,30.0,0.0,0.0,24.0,1633.0,3790.0,132.0,0.0,692.0,54.0,1901.0
2024-06-20 11:30:00+03:00,514.0,30.0,0.0,0.0,24.0,1602.0,3791.0,131.0,0.0,702.0,54.0,1967.0
2024-06-20 11:45:00+03:00,515.0,29.0,0.0,0.0,24.0,1604.0,3793.0,132.0,0.0,711.0,54.0,2125.0
2024-06-20 12:00:00+03:00,513.0,30.0,0.0,0.0,24.0,1607.0,3791.0,137.0,0.0,711.0,54.0,2310.0
2024-06-20 12:15:00+03:00,514.0,30.0,0.0,0.0,24.0,1550.0,3792.0,133.0,0.0,702.0,54.0,2564.0
2024-06-20 12:30:00+03:00,512.0,30.0,0.0,0.0,24.0,1601.0,3792.0,127.0,0.0,693.0,54.0,2572.0
2024-06-20 12:45:00+03:00,515.0,30.0,0.0,0.0,24.0,1592.0,3793.0,126.0,0.0,684.0,54.0,2516.0
2024-06-20 13:00:00+03:00,526.0,30.0,0.0,0.0,24.0,1611.0,3794.0,130.0,0.0,670.0,54.0,2426.0
2024-06-20 13:15:00+03:00,547.0,29.0,0.0,0.0,24.0,1568.0,3795.0,137.0,0.0,649.0,54.0,2466.0
2024-06-20 13:30:00+03:00,554.0,29.0,0.0,0.0,24.0,1548.0,3795.0,138.0,0.0,629.0,52.0,2426.0
2024-06-20 13:45:00+03:00,559.0,30.0,0.0,0.0,24.0,1504.0,3792.0,136.0,0.0,609.0,45.0,2433.0
2024-06-20 14:00:00+03:00,556.0,30.0,0.0,0.0,24.0,1491.0,3795.0,137.0,0.0,608.0,37.0,2418.0
2024-06-20 14:15:00+03:00,569.0,30.0,0.0,0.0,24.0,1532.0,3798.0,132.0,0.0,628.0,35.0,2467.0
2024-06-20 14:30:00+03:00,609.0,29.0,0.0,0.0,24.0,1468.0,3812.0,128.0,0.0,648.0,35.0,2460.0
2024-06-20 14:45:00+03:00,632.0,29.0,0.0,0.0,24.0,1330.0,3818.0,128.0,0.0,668.0,33.0,2455.0
2024-06-20 15:00:00+03:00,639.0,29.0,0.0,0.0,24.0,1362.0,3816.0,129.0,0.0,671.0,33.0,2308.0
2024-06-20 15:15:00+03:00,633.0,30.0,0.0,0.0,24.0,1375.0,3813.0,127.0,0.0,656.0,33.0,2247.0
2024-06-20 15:30:00+03:00,635.0,30.0,0.0,0.0,24.0,1279.0,3813.0,127.0,0.0,641.0,33.0,2247.0
