,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Onshore_Actual Aggregated
2022-02-20 10:00:00+02:00,55.0,0.0,109.0,0.0,98.0,13.0,143.0,18.0,426.0
2022-02-20 11:00:00+02:00,56.0,0.0,172.0,0.0,98.0,14.0,143.0,18.0,397.0
2022-02-20 12:00:00+02:00,56.0,0.0,151.0,0.0,98.0,14.0,141.0,18.0,375.0
2022-02-20 13:00:00+02:00,55.0,0.0,0.0,0.0,98.0,14.0,148.0,18.0,397.0
2022-02-20 14:00:00+02:00,55.0,0.0,0.0,0.0,88.0,14.0,151.0,18.0,406.0
2022-02-20 15:00:00+02:00,55.0,0.0,0.0,0.0,94.0,14.0,112.0,18.0,346.0
2022-02-20 16:00:00+02:00,56.0,0.0,0.0,0.0,88.0,13.0,13.0,18.0,338.0
2022-02-20 17:00:00+02:00,56.0,0.0,86.0,0.0,98.0,13.0,0.0,18.0,326.0
2022-02-20 18:00:00+02:00,57.0,0.0,178.0,0.0,96.0,13.0,0.0,18.0,283.0
2022-02-20 19:00:00+02:00,57.0,0.0,281.0,0.0,96.0,13.0,0.0,18.0,194.0
2022-02-20 20:00:00+02:00,57.0,0.0,135.0,0.0,92.0,13.0,0.0,18.0,163.0
2022-02-20 21:00:00+02:00,57.0,0.0,2.0,0.0,98.0,13.0,0.0,18.0,209.0
2022-02-20 22:00:00+02:00,56.0,0.0,0.0,0.0,88.0,13.0,0.0,18.0,280.0
2022-02-20 23:00:00+02:00,55.0,0.0,0.0,0.0,88.0,13.0,0.0,18.0,313.0
2022-02-21 00:00:00+02:00,56.0,0.0,0.0,0.0,88.0,13.0,0.0,18.0,317.0
2022-02-21 01:00:00+02:00,56.0,0.0,0.0,387.0,83.0,14.0,0.0,18.0,337.0
2022-02-21 02:00:00+02:00,56.0,0.0,0.0,436.0,83.0,14.0,0.0,18.0,378.0
2022-02-21 03:00:00+02:00,56.0,0.0,0.0,435.0,68.0,14.0,0.0,18.0,393.0
2022-02-21 04:00:00+02:00,56.0,0.0,0.0,434.0,68.0,13.0,0.0,18.0,413.0
2022-02-21 05:00:00+02:00,56.0,0.0,0.0,233.0,68.0,13.0,0.0,18.0,456.0
2022-02-21 06:00:00+02:00,56.0,0.0,0.0,0.0,92.0,14.0,3.0,18.0,491.0
2022-02-21 07:00:00+02:00,57.0,0.0,100.0,0.0,98.0,16.0,12.0,18.0,511.0
2022-02-21 08:00:00+02:00,57.0,0.0,168.0,0.0,98.0,17.0,24.0,18.0,519.0
2022-02-21 09:00:00+02:00,56.0,0.0,172.0,0.0,98.0,16.0,38.0,18.0,529.0
2022-02-21 10:00:00+02:00,55.0,0.0,244.0,0.0,98.0,16.0,46.0,18.0,538.0
2022-02-21 11:00:00+02:00,55.0,0.0,254.0,0.0,98.0,16.0,55.0,18.0,536.0
2022-02-21 12:00:00+02:00,55.0,0.0,62.0,0.0,98.0,15.0,85.0,18.0,553.0
2022-02-21 13:00:00+02:00,55.0,0.0,21.0,0.0,98.0,15.0,129.0,17.0,554.0
2022-02-21 14:00:00+02:00,55.0,0.0,0.0,0.0,98.0,15.0,137.0,18.0,550.0
2022-02-21 15:00:00+02:00,54.0,0.0,0.0,0.0,98.0,15.0,93.0,18.0,551.0
2022-02-21 16:00:00+02:00,53.0,0.0,171.0,0.0,98.0,14.0,12.0,18.0,541.0
2022-02-21 17:00:00+02:00,53.0,0.0,1.0,0.0,98.0,14.0,0.0,17.0,542.0
2022-02-21 18:00:00+02:00,54.0,0.0,201.0,0.0,98.0,14.0,0.0,17.0,547.0
2022-02-21 19:00:00+02:00,55.0,0.0,186.0,0.0,98.0,14.0,0.0,17.0,563.0
2022-02-21 20:00:00+02:00,55.0,0.0,1.0,0.0,98.0,14.0,0.0,18.0,551.0
2022-02-21 21:00:00+02:00,56.0,0.0,0.0,0.0,96.0,14.0,0.0,18.0,552.0
2022-02-21 22:00:00+02:00,55.0,0.0,0.0,0.0,97.0,14.0,0.0,18.0,553.0
2022-02-21 23:00:00+02:00,53.0,0.0,0.0,209.0,68.0,14.0,0.0,18.0,555.0
2022-02-22 00:00:00+02:00,54.0,0.0,0.0,404.0,87.0,14.0,0.0,18.0,549.0
2022-02-22 01:00:00+02:00,53.0,0.0,0.0,436.0,74.0,14.0,0.0,18.0,543.0
2022-02-22 02:00:00+02:00,55.0,0.0,0.0,435.0,74.0,14.0,0.0,18.0,543.0
2022-02-22 03:00:00+02:00,55.0,0.0,0.0,434.0,74.0,14.0,0.0,18.0,540.0
2022-02-22 04:00:00+02:00,53.0,0.0,0.0,427.0,86.0,14.0,0.0,18.0,541.0
2022-02-22 05:00:00+02:00,54.0,0.0,0.0,203.0,87.0,14.0,0.0,18.0,545.0
2022-02-22 06:00:00+02:00,55.0,0.0,0.0,0.0,98.0,14.0,8.0,18.0,543.0
2022-02-22 07:00:00+02:00,54.0,0.0,0.0,0.0,98.0,14.0,29.0,18.0,544.0
2022-02-22 08:00:00+02:00,55.0,0.0,193.0,0.0,98.0,14.0,59.0,18.0,533.0
2022-02-22 09:00:00+02:00,56.0,0.0,350.0,0.0,98.0,14.0,81.0,17.0,530.0
2022-02-22 10:00:00+02:00,55.0,0.0,428.0,0.0,98.0,13.0,90.0,17.0,527.0
2022-02-22 11:00:00+02:00,56.0,0.0,382.0,0.0,98.0,13.0,99.0,18.0,536.0
2022-02-22 12:00:00+02:00,56.0,0.0,213.0,0.0,98.0,13.0,131.0,18.0,526.0
2022-02-22 13:00:00+02:00,56.0,0.0,68.0,0.0,98.0,13.0,171.0,17.0,514.0
2022-02-22 14:00:00+02:00,56.0,0.0,49.0,5.0,98.0,13.0,148.0,17.0,498.0
2022-02-22 15:00:00+02:00,56.0,0.0,51.0,0.0,98.0,13.0,100.0,17.0,453.0
2022-02-22 16:00:00+02:00,56.0,0.0,100.0,0.0,98.0,13.0,14.0,17.0,404.0
2022-02-22 17:00:00+02:00,56.0,0.0,422.0,0.0,98.0,13.0,0.0,17.0,381.0
2022-02-22 18:00:00+02:00,56.0,0.0,420.0,0.0,98.0,14.0,0.0,17.0,333.0
2022-02-22 19:00:00+02:00,56.0,0.0,414.0,0.0,98.0,13.0,0.0,17.0,248.0
2022-02-22 20:00:00+02:00,56.0,0.0,520.0,0.0,98.0,13.0,0.0,17.0,175.0
2022-02-22 21:00:00+02:00,55.0,0.0,134.0,0.0,98.0,13.0,0.0,18.0,104.0
2022-02-22 22:00:00+02:00,56.0,0.0,1.0,0.0,98.0,13.0,0.0,18.0,101.0
2022-02-22 23:00:00+02:00,55.0,0.0,0.0,0.0,96.0,13.0,0.0,18.0,74.0
2022-02-23 00:00:00+02:00,56.0,0.0,0.0,0.0,98.0,13.0,0.0,18.0,46.0
2022-02-23 01:00:00+02:00,55.0,0.0,0.0,221.0,98.0,13.0,0.0,18.0,34.0
2022-02-23 02:00:00+02:00,55.0,0.0,0.0,227.0,96.0,14.0,0.0,18.0,28.0
2022-02-23 03:00:00+02:00,54.0,0.0,0.0,227.0,98.0,13.0,0.0,18.0,45.0
2022-02-23 04:00:00+02:00,54.0,0.0,0.0,226.0,98.0,13.0,0.0,18.0,49.0
2022-02-23 05:00:00+02:00,54.0,0.0,0.0,225.0,98.0,13.0,0.0,18.0,60.0
2022-02-23 06:00:00+02:00,55.0,0.0,51.0,0.0,98.0,13.0,21.0,18.0,86.0
2022-02-23 07:00:00+02:00,55.0,0.0,241.0,0.0,98.0,14.0,64.0,18.0,102.0
2022-02-23 08:00:00+02:00,55.0,0.0,403.0,0.0,98.0,15.0,92.0,18.0,108.0
2022-02-23 09:00:00+02:00,55.0,0.0,402.0,0.0,98.0,14.0,99.0,17.0,94.0
2022-02-23 10:00:00+02:00,55.0,0.0,381.0,0.0,98.0,15.0,140.0,18.0,100.0
2022-02-23 11:00:00+02:00,55.0,0.0,260.0,0.0,98.0,15.0,115.0,18.0,105.0
2022-02-23 12:00:00+02:00,55.0,0.0,0.0,0.0,98.0,15.0,118.0,17.0,86.0
2022-02-23 13:00:00+02:00,54.0,0.0,0.0,0.0,98.0,15.0,150.0,17.0,67.0
2022-02-23 14:00:00+02:00,54.0,0.0,0.0,0.0,97.0,15.0,127.0,17.0,100.0
2022-02-23 15:00:00+02:00,56.0,0.0,0.0,0.0,96.0,15.0,79.0,17.0,90.0
2022-02-23 16:00:00+02:00,56.0,0.0,59.0,0.0,96.0,15.0,12.0,18.0,69.0
2022-02-23 17:00:00+02:00,56.0,0.0,0.0,0.0,98.0,14.0,0.0,17.0,89.0
2022-02-23 18:00:00+02:00,55.0,0.0,87.0,0.0,98.0,14.0,0.0,17.0,79.0
2022-02-23 19:00:00+02:00,55.0,0.0,84.0,0.0,98.0,14.0,0.0,17.0,78.0
2022-02-23 20:00:00+02:00,56.0,0.0,92.0,0.0,98.0,14.0,0.0,17.0,74.0
2022-02-23 21:00:00+02:00,55.0,0.0,0.0,0.0,98.0,14.0,0.0,18.0,62.0
2022-02-23 22:00:00+02:00,55.0,0.0,0.0,0.0,97.0,14.0,0.0,18.0,51.0
2022-02-23 23:00:00+02:00,54.0,0.0,0.0,0.0,97.0,14.0,0.0,18.0,46.0
2022-02-24 00:00:00+02:00,55.0,0.0,0.0,298.0,96.0,15.0,0.0,18.0,78.0
2022-02-24 01:00:00+02:00,54.0,0.0,0.0,446.0,98.0,15.0,0.0,18.0,140.0
2022-02-24 02:00:00+02:00,54.0,0.0,0.0,446.0,98.0,14.0,0.0,18.0,159.0
2022-02-24 03:00:00+02:00,55.0,0.0,0.0,445.0,97.0,14.0,0.0,18.0,194.0
2022-02-24 04:00:00+02:00,55.0,0.0,0.0,444.0,93.0,14.0,0.0,18.0,270.0
2022-02-24 05:00:00+02:00,55.0,0.0,0.0,444.0,88.0,15.0,0.0,18.0,307.0
2022-02-24 06:00:00+02:00,55.0,0.0,0.0,320.0,93.0,15.0,21.0,18.0,318.0
2022-02-24 07:00:00+02:00,56.0,0.0,0.0,0.0,98.0,16.0,56.0,18.0,336.0
2022-02-24 08:00:00+02:00,55.0,0.0,0.0,0.0,98.0,17.0,86.0,18.0,364.0
2022-02-24 09:00:00+02:00,53.0,0.0,0.0,0.0,98.0,18.0,103.0,17.0,372.0
2022-02-24 10:00:00+02:00,51.0,0.0,0.0,0.0,98.0,17.0,158.0,18.0,377.0
2022-02-24 11:00:00+02:00,52.0,0.0,0.0,0.0,98.0,17.0,176.0,18.0,406.0
2022-02-24 12:00:00+02:00,55.0,0.0,0.0,0.0,98.0,16.0,187.0,18.0,423.0
2022-02-24 13:00:00+02:00,55.0,0.0,0.0,0.0,98.0,17.0,205.0,18.0,470.0
2022-02-24 14:00:00+02:00,51.0,0.0,0.0,0.0,98.0,16.0,202.0,18.0,490.0
2022-02-24 15:00:00+02:00,42.0,0.0,0.0,0.0,98.0,17.0,184.0,18.0,451.0
2022-02-24 16:00:00+02:00,50.0,0.0,1.0,0.0,98.0,17.0,65.0,18.0,435.0
2022-02-24 17:00:00+02:00,55.0,0.0,191.0,0.0,98.0,17.0,0.0,18.0,444.0
2022-02-24 18:00:00+02:00,55.0,0.0,192.0,0.0,98.0,17.0,0.0,17.0,456.0
2022-02-24 19:00:00+02:00,55.0,0.0,203.0,0.0,98.0,17.0,0.0,18.0,480.0
2022-02-24 20:00:00+02:00,56.0,0.0,203.0,0.0,98.0,17.0,0.0,18.0,496.0
2022-02-24 21:00:00+02:00,55.0,0.0,1.0,0.0,98.0,17.0,0.0,18.0,498.0
2022-02-24 22:00:00+02:00,56.0,0.0,0.0,0.0,98.0,17.0,0.0,18.0,507.0
2022-02-24 23:00:00+02:00,55.0,0.0,0.0,0.0,88.0,17.0,0.0,18.0,509.0
2022-02-25 00:00:00+02:00,55.0,0.0,0.0,401.0,88.0,17.0,0.0,18.0,516.0
2022-02-25 01:00:00+02:00,54.0,0.0,0.0,660.0,88.0,17.0,0.0,18.0,497.0
2022-02-25 02:00:00+02:00,52.0,0.0,0.0,825.0,88.0,17.0,0.0,19.0,472.0
2022-02-25 03:00:00+02:00,54.0,0.0,0.0,880.0,88.0,17.0,0.0,18.0,491.0
2022-02-25 04:00:00+02:00,55.0,0.0,0.0,875.0,88.0,17.0,0.0,18.0,517.0
2022-02-25 05:00:00+02:00,55.0,0.0,0.0,861.0,88.0,17.0,0.0,18.0,528.0
2022-02-25 06:00:00+02:00,55.0,0.0,0.0,337.0,98.0,17.0,15.0,18.0,544.0
2022-02-25 07:00:00+02:00,56.0,0.0,1.0,0.0,98.0,17.0,37.0,18.0,551.0
2022-02-25 08:00:00+02:00,56.0,0.0,184.0,0.0,98.0,17.0,62.0,18.0,548.0
2022-02-25 09:00:00+02:00,56.0,0.0,211.0,0.0,98.0,17.0,70.0,18.0,537.0
2022-02-25 10:00:00+02:00,55.0,0.0,150.0,0.0,98.0,17.0,115.0,18.0,532.0
2022-02-25 11:00:00+02:00,56.0,0.0,0.0,0.0,98.0,16.0,140.0,18.0,519.0
2022-02-25 12:00:00+02:00,55.0,0.0,0.0,0.0,98.0,16.0,165.0,18.0,518.0
2022-02-25 13:00:00+02:00,54.0,0.0,0.0,0.0,98.0,16.0,198.0,18.0,521.0
2022-02-25 14:00:00+02:00,54.0,0.0,0.0,0.0,98.0,16.0,202.0,17.0,517.0
2022-02-25 15:00:00+02:00,54.0,0.0,0.0,0.0,98.0,17.0,186.0,18.0,493.0
2022-02-25 16:00:00+02:00,53.0,0.0,0.0,0.0,98.0,16.0,64.0,18.0,491.0
2022-02-25 17:00:00+02:00,55.0,0.0,397.0,0.0,98.0,16.0,0.0,17.0,475.0
2022-02-25 18:00:00+02:00,55.0,0.0,390.0,0.0,98.0,16.0,0.0,17.0,458.0
2022-02-25 19:00:00+02:00,56.0,0.0,344.0,0.0,98.0,16.0,0.0,18.0,430.0
2022-02-25 20:00:00+02:00,56.0,0.0,184.0,0.0,98.0,16.0,0.0,18.0,379.0
2022-02-25 21:00:00+02:00,56.0,0.0,0.0,0.0,98.0,16.0,0.0,18.0,368.0
2022-02-25 22:00:00+02:00,55.0,0.0,0.0,155.0,98.0,16.0,0.0,18.0,348.0
2022-02-25 23:00:00+02:00,54.0,0.0,0.0,17.0,89.0,17.0,0.0,18.0,335.0
2022-02-26 00:00:00+02:00,55.0,0.0,0.0,324.0,54.0,17.0,0.0,18.0,292.0
2022-02-26 01:00:00+02:00,55.0,0.0,0.0,438.0,68.0,17.0,0.0,18.0,220.0
2022-02-26 02:00:00+02:00,55.0,0.0,0.0,436.0,68.0,17.0,0.0,18.0,186.0
2022-02-26 03:00:00+02:00,55.0,0.0,0.0,436.0,88.0,17.0,0.0,18.0,153.0
2022-02-26 04:00:00+02:00,55.0,0.0,0.0,434.0,98.0,17.0,0.0,18.0,139.0
2022-02-26 05:00:00+02:00,55.0,0.0,0.0,395.0,95.0,16.0,0.0,18.0,122.0
2022-02-26 06:00:00+02:00,55.0,0.0,0.0,0.0,98.0,16.0,33.0,18.0,112.0
2022-02-26 07:00:00+02:00,56.0,0.0,1.0,0.0,98.0,16.0,70.0,18.0,92.0
2022-02-26 08:00:00+02:00,56.0,0.0,430.0,0.0,98.0,17.0,111.0,18.0,63.0
2022-02-26 09:00:00+02:00,55.0,0.0,430.0,0.0,98.0,17.0,129.0,18.0,49.0
2022-02-26 10:00:00+02:00,55.0,0.0,399.0,0.0,98.0,17.0,124.0,18.0,59.0
2022-02-26 11:00:00+02:00,55.0,0.0,356.0,0.0,98.0,17.0,128.0,18.0,58.0
2022-02-26 12:00:00+02:00,55.0,0.0,356.0,0.0,98.0,17.0,144.0,18.0,57.0
2022-02-26 13:00:00+02:00,54.0,0.0,520.0,0.0,98.0,17.0,186.0,18.0,67.0
2022-02-26 14:00:00+02:00,54.0,0.0,400.0,0.0,98.0,17.0,192.0,18.0,70.0
2022-02-26 15:00:00+02:00,54.0,0.0,168.0,0.0,98.0,17.0,168.0,18.0,108.0
2022-02-26 16:00:00+02:00,55.0,0.0,200.0,0.0,98.0,17.0,49.0,18.0,121.0
2022-02-26 17:00:00+02:00,56.0,0.0,201.0,0.0,98.0,17.0,0.0,18.0,137.0
2022-02-26 18:00:00+02:00,55.0,0.0,404.0,0.0,98.0,17.0,0.0,18.0,166.0
2022-02-26 19:00:00+02:00,55.0,0.0,405.0,0.0,98.0,17.0,0.0,18.0,148.0
2022-02-26 20:00:00+02:00,55.0,0.0,398.0,0.0,98.0,16.0,0.0,18.0,201.0
2022-02-26 21:00:00+02:00,55.0,0.0,195.0,0.0,98.0,16.0,0.0,18.0,213.0
2022-02-26 22:00:00+02:00,55.0,0.0,51.0,0.0,98.0,16.0,0.0,18.0,173.0
2022-02-26 23:00:00+02:00,55.0,0.0,84.0,0.0,98.0,16.0,0.0,18.0,123.0
2022-02-27 00:00:00+02:00,56.0,0.0,0.0,0.0,98.0,16.0,0.0,18.0,99.0
2022-02-27 01:00:00+02:00,55.0,0.0,0.0,268.0,98.0,16.0,0.0,18.0,94.0
2022-02-27 02:00:00+02:00,55.0,0.0,0.0,445.0,50.0,16.0,0.0,18.0,81.0
2022-02-27 03:00:00+02:00,55.0,0.0,0.0,444.0,50.0,16.0,0.0,18.0,82.0
2022-02-27 04:00:00+02:00,55.0,0.0,0.0,444.0,48.0,16.0,0.0,18.0,71.0
2022-02-27 05:00:00+02:00,55.0,0.0,0.0,443.0,98.0,16.0,0.0,18.0,70.0
2022-02-27 06:00:00+02:00,56.0,0.0,0.0,441.0,97.0,16.0,81.0,18.0,54.0
2022-02-27 07:00:00+02:00,56.0,0.0,0.0,225.0,98.0,16.0,131.0,18.0,40.0
2022-02-27 08:00:00+02:00,56.0,0.0,0.0,223.0,98.0,16.0,154.0,18.0,29.0
2022-02-27 09:00:00+02:00,55.0,0.0,0.0,0.0,98.0,16.0,173.0,18.0,9.0
2022-02-27 10:00:00+02:00,55.0,0.0,0.0,0.0,98.0,17.0,178.0,18.0,1.0
2022-02-27 11:00:00+02:00,55.0,0.0,0.0,0.0,88.0,16.0,188.0,18.0,3.0
2022-02-27 12:00:00+02:00,54.0,0.0,0.0,83.0,81.0,17.0,198.0,18.0,6.0
2022-02-27 13:00:00+02:00,54.0,0.0,0.0,436.0,47.0,16.0,207.0,18.0,8.0
2022-02-27 14:00:00+02:00,54.0,0.0,0.0,439.0,47.0,16.0,206.0,18.0,9.0
2022-02-27 15:00:00+02:00,54.0,0.0,0.0,324.0,28.0,17.0,195.0,18.0,11.0
2022-02-27 16:00:00+02:00,54.0,0.0,0.0,161.0,28.0,17.0,90.0,18.0,9.0
2022-02-27 17:00:00+02:00,55.0,0.0,0.0,0.0,88.0,17.0,0.0,18.0,15.0
2022-02-27 18:00:00+02:00,56.0,0.0,0.0,0.0,98.0,17.0,0.0,18.0,29.0
2022-02-27 19:00:00+02:00,56.0,0.0,51.0,0.0,98.0,17.0,0.0,18.0,39.0
2022-02-27 20:00:00+02:00,56.0,0.0,68.0,0.0,98.0,16.0,0.0,6.0,43.0
2022-02-27 21:00:00+02:00,56.0,0.0,52.0,0.0,98.0,16.0,0.0,0.0,51.0
2022-02-27 22:00:00+02:00,57.0,0.0,0.0,0.0,98.0,16.0,0.0,0.0,41.0
2022-02-27 23:00:00+02:00,56.0,0.0,0.0,0.0,90.0,17.0,0.0,0.0,28.0
2022-02-28 00:00:00+02:00,57.0,0.0,0.0,0.0,93.0,17.0,0.0,2.0,18.0
2022-02-28 01:00:00+02:00,56.0,0.0,0.0,424.0,74.0,17.0,0.0,15.0,19.0
2022-02-28 02:00:00+02:00,56.0,0.0,0.0,652.0,74.0,17.0,0.0,19.0,22.0
2022-02-28 03:00:00+02:00,56.0,0.0,0.0,648.0,74.0,18.0,0.0,19.0,11.0
2022-02-28 04:00:00+02:00,56.0,0.0,0.0,618.0,74.0,17.0,0.0,19.0,13.0
2022-02-28 05:00:00+02:00,57.0,0.0,0.0,386.0,57.0,17.0,0.0,18.0,13.0
2022-02-28 06:00:00+02:00,57.0,0.0,0.0,0.0,98.0,17.0,94.0,18.0,14.0
2022-02-28 07:00:00+02:00,57.0,0.0,68.0,0.0,98.0,18.0,142.0,18.0,16.0
2022-02-28 08:00:00+02:00,56.0,0.0,381.0,0.0,98.0,18.0,175.0,18.0,26.0
2022-02-28 09:00:00+02:00,53.0,0.0,377.0,0.0,98.0,18.0,193.0,18.0,20.0
2022-02-28 10:00:00+02:00,53.0,0.0,238.0,0.0,98.0,17.0,200.0,18.0,7.0
2022-02-28 11:00:00+02:00,55.0,0.0,161.0,0.0,98.0,17.0,198.0,18.0,4.0
2022-02-28 12:00:00+02:00,55.0,0.0,1.0,49.0,98.0,17.0,198.0,18.0,8.0
2022-02-28 13:00:00+02:00,55.0,0.0,0.0,68.0,98.0,17.0,208.0,14.0,13.0
2022-02-28 14:00:00+02:00,54.0,0.0,0.0,50.0,98.0,17.0,207.0,18.0,15.0
2022-02-28 15:00:00+02:00,51.0,0.0,0.0,0.0,98.0,17.0,193.0,18.0,17.0
2022-02-28 16:00:00+02:00,53.0,0.0,0.0,0.0,98.0,17.0,89.0,18.0,21.0
2022-02-28 17:00:00+02:00,54.0,0.0,162.0,0.0,98.0,17.0,0.0,17.0,19.0
2022-02-28 18:00:00+02:00,54.0,0.0,371.0,0.0,98.0,17.0,0.0,17.0,20.0
2022-02-28 19:00:00+02:00,55.0,0.0,419.0,0.0,98.0,17.0,0.0,18.0,18.0
2022-02-28 20:00:00+02:00,56.0,0.0,420.0,0.0,98.0,16.0,0.0,18.0,13.0
2022-02-28 21:00:00+02:00,56.0,0.0,393.0,0.0,98.0,16.0,0.0,18.0,14.0
2022-02-28 22:00:00+02:00,56.0,0.0,1.0,0.0,98.0,16.0,0.0,18.0,18.0
2022-02-28 23:00:00+02:00,55.0,0.0,0.0,0.0,95.0,16.0,0.0,18.0,22.0
2022-03-01 00:00:00+02:00,56.0,0.0,0.0,143.0,50.0,16.0,0.0,18.0,30.0
2022-03-01 01:00:00+02:00,56.0,0.0,0.0,226.0,97.0,16.0,0.0,18.0,47.0
2022-03-01 02:00:00+02:00,56.0,0.0,0.0,225.0,74.0,16.0,0.0,18.0,66.0
2022-03-01 03:00:00+02:00,56.0,0.0,0.0,225.0,67.0,16.0,0.0,18.0,79.0
2022-03-01 04:00:00+02:00,56.0,0.0,0.0,225.0,97.0,17.0,0.0,18.0,95.0
2022-03-01 05:00:00+02:00,56.0,0.0,0.0,224.0,98.0,16.0,0.0,18.0,112.0
2022-03-01 06:00:00+02:00,56.0,0.0,0.0,0.0,98.0,16.0,98.0,18.0,127.0
2022-03-01 07:00:00+02:00,57.0,0.0,262.0,0.0,98.0,16.0,142.0,17.0,131.0
2022-03-01 08:00:00+02:00,57.0,0.0,459.0,0.0,98.0,17.0,173.0,18.0,109.0
2022-03-01 09:00:00+02:00,56.0,0.0,401.0,0.0,98.0,16.0,191.0,17.0,64.0
2022-03-01 10:00:00+02:00,56.0,0.0,260.0,0.0,98.0,18.0,198.0,18.0,22.0
2022-03-01 11:00:00+02:00,55.0,0.0,1.0,86.0,97.0,19.0,202.0,18.0,10.0
2022-03-01 12:00:00+02:00,54.0,0.0,0.0,104.0,98.0,19.0,203.0,18.0,10.0
2022-03-01 13:00:00+02:00,54.0,0.0,0.0,0.0,98.0,19.0,208.0,18.0,15.0
2022-03-01 14:00:00+02:00,55.0,0.0,0.0,0.0,98.0,18.0,207.0,18.0,12.0
2022-03-01 15:00:00+02:00,54.0,0.0,0.0,0.0,98.0,17.0,196.0,18.0,16.0
2022-03-01 16:00:00+02:00,54.0,0.0,0.0,0.0,98.0,17.0,101.0,18.0,21.0
2022-03-01 17:00:00+02:00,54.0,0.0,176.0,0.0,98.0,17.0,0.0,18.0,37.0
2022-03-01 18:00:00+02:00,55.0,0.0,171.0,0.0,92.0,17.0,0.0,18.0,47.0
2022-03-01 19:00:00+02:00,55.0,0.0,191.0,0.0,98.0,17.0,0.0,18.0,54.0
2022-03-01 20:00:00+02:00,56.0,0.0,378.0,0.0,95.0,17.0,0.0,18.0,42.0
2022-03-01 21:00:00+02:00,56.0,0.0,394.0,0.0,98.0,17.0,0.0,18.0,35.0
2022-03-01 22:00:00+02:00,56.0,0.0,19.0,0.0,98.0,17.0,0.0,18.0,39.0
2022-03-01 23:00:00+02:00,55.0,0.0,0.0,0.0,98.0,17.0,0.0,18.0,40.0
2022-03-02 00:00:00+02:00,56.0,0.0,0.0,0.0,98.0,17.0,0.0,18.0,37.0
2022-03-02 01:00:00+02:00,55.0,0.0,0.0,400.0,98.0,17.0,0.0,18.0,35.0
2022-03-02 02:00:00+02:00,56.0,0.0,0.0,493.0,94.0,17.0,0.0,18.0,34.0
2022-03-02 03:00:00+02:00,55.0,0.0,0.0,443.0,98.0,17.0,0.0,18.0,40.0
2022-03-02 04:00:00+02:00,54.0,0.0,0.0,442.0,98.0,17.0,0.0,18.0,43.0
2022-03-02 05:00:00+02:00,55.0,0.0,0.0,439.0,98.0,17.0,0.0,18.0,43.0
2022-03-02 06:00:00+02:00,55.0,0.0,0.0,196.0,98.0,18.0,109.0,18.0,48.0
2022-03-02 07:00:00+02:00,54.0,0.0,411.0,0.0,98.0,18.0,145.0,17.0,52.0
2022-03-02 08:00:00+02:00,54.0,0.0,381.0,0.0,98.0,19.0,183.0,17.0,48.0
2022-03-02 09:00:00+02:00,53.0,0.0,382.0,0.0,98.0,19.0,200.0,17.0,37.0
2022-03-02 10:00:00+02:00,53.0,0.0,192.0,0.0,98.0,19.0,203.0,17.0,16.0
2022-03-02 11:00:00+02:00,50.0,0.0,177.0,0.0,98.0,19.0,205.0,18.0,17.0
2022-03-02 12:00:00+02:00,49.0,0.0,1.0,0.0,98.0,19.0,205.0,18.0,34.0
2022-03-02 13:00:00+02:00,50.0,0.0,0.0,0.0,98.0,19.0,209.0,18.0,45.0
2022-03-02 14:00:00+02:00,49.0,0.0,0.0,0.0,98.0,19.0,207.0,18.0,47.0
2022-03-02 15:00:00+02:00,49.0,0.0,0.0,223.0,97.0,18.0,196.0,18.0,50.0
2022-03-02 16:00:00+02:00,50.0,0.0,0.0,59.0,94.0,18.0,103.0,18.0,51.0
2022-03-02 17:00:00+02:00,51.0,0.0,20.0,0.0,98.0,18.0,0.0,17.0,44.0
2022-03-02 18:00:00+02:00,51.0,0.0,396.0,0.0,98.0,18.0,0.0,18.0,45.0
2022-03-02 19:00:00+02:00,52.0,0.0,391.0,0.0,98.0,17.0,0.0,17.0,54.0
2022-03-02 20:00:00+02:00,51.0,0.0,391.0,0.0,98.0,17.0,0.0,17.0,57.0
2022-03-02 21:00:00+02:00,52.0,0.0,193.0,0.0,98.0,17.0,0.0,17.0,48.0
2022-03-02 22:00:00+02:00,52.0,0.0,172.0,0.0,98.0,18.0,0.0,18.0,35.0
2022-03-02 23:00:00+02:00,51.0,0.0,2.0,0.0,98.0,18.0,0.0,18.0,20.0
2022-03-03 00:00:00+02:00,52.0,0.0,0.0,0.0,92.0,18.0,0.0,18.0,31.0
2022-03-03 01:00:00+02:00,51.0,0.0,0.0,484.0,47.0,18.0,0.0,18.0,22.0
2022-03-03 02:00:00+02:00,51.0,0.0,0.0,673.0,49.0,18.0,0.0,18.0,21.0
2022-03-03 03:00:00+02:00,51.0,0.0,0.0,672.0,49.0,17.0,0.0,18.0,22.0
2022-03-03 04:00:00+02:00,51.0,0.0,0.0,670.0,49.0,17.0,0.0,18.0,20.0
2022-03-03 05:00:00+02:00,52.0,0.0,0.0,487.0,47.0,18.0,0.0,18.0,15.0
2022-03-03 06:00:00+02:00,52.0,0.0,1.0,0.0,88.0,18.0,96.0,18.0,18.0
