,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2023-01-02 22:00:00+01:00,30.0,2107.0,230.0,0.0,1068.0,30.0,27.0,23.0
2023-01-02 23:00:00+01:00,30.0,2131.0,233.0,0.0,1012.0,11.0,27.0,24.0
2023-01-03 00:00:00+01:00,30.0,2118.0,232.0,0.0,1579.0,0.0,27.0,13.0
2023-01-03 01:00:00+01:00,30.0,2158.0,230.0,0.0,1321.0,0.0,27.0,5.0
2023-01-03 02:00:00+01:00,30.0,2155.0,232.0,0.0,1086.0,0.0,27.0,0.0
2023-01-03 03:00:00+01:00,30.0,2180.0,233.0,0.0,778.0,0.0,27.0,5.0
2023-01-03 04:00:00+01:00,30.0,2182.0,229.0,0.0,460.0,0.0,27.0,5.0
2023-01-03 05:00:00+01:00,30.0,2158.0,233.0,0.0,824.0,0.0,27.0,2.0
2023-01-03 06:00:00+01:00,30.0,2157.0,231.0,0.0,958.0,0.0,27.0,2.0
2023-01-03 07:00:00+01:00,30.0,2156.0,236.0,0.0,1088.0,0.0,27.0,21.0
2023-01-03 08:00:00+01:00,30.0,2227.0,237.0,0.0,1295.0,0.0,27.0,46.0
2023-01-03 09:00:00+01:00,30.0,2311.0,238.0,33.0,1337.0,0.0,27.0,56.0
2023-01-03 10:00:00+01:00,30.0,2335.0,234.0,213.0,1245.0,0.0,27.0,22.0
2023-01-03 11:00:00+01:00,30.0,2366.0,233.0,213.0,1213.0,0.0,27.0,7.0
2023-01-03 12:00:00+01:00,30.0,2366.0,235.0,212.0,1211.0,0.0,27.0,8.0
2023-01-03 13:00:00+01:00,30.0,2336.0,234.0,0.0,1318.0,0.0,27.0,13.0
2023-01-03 14:00:00+01:00,30.0,2335.0,236.0,1.0,1290.0,0.0,27.0,26.0
2023-01-03 15:00:00+01:00,30.0,2327.0,230.0,209.0,1094.0,0.0,27.0,54.0
2023-01-03 16:00:00+01:00,30.0,2333.0,232.0,210.0,1339.0,0.0,27.0,92.0
2023-01-03 17:00:00+01:00,30.0,2309.0,225.0,209.0,1567.0,0.0,27.0,46.0
2023-01-03 18:00:00+01:00,30.0,2319.0,236.0,210.0,1560.0,0.0,27.0,31.0
2023-01-03 19:00:00+01:00,30.0,2347.0,230.0,210.0,1476.0,0.0,27.0,60.0
2023-01-03 20:00:00+01:00,30.0,2353.0,231.0,210.0,1425.0,9.0,27.0,52.0
2023-01-03 21:00:00+01:00,30.0,2280.0,232.0,213.0,1413.0,24.0,27.0,30.0
2023-01-03 22:00:00+01:00,30.0,2052.0,236.0,253.0,1586.0,22.0,27.0,24.0
2023-01-03 23:00:00+01:00,30.0,2044.0,238.0,253.0,1552.0,8.0,27.0,24.0
2023-01-04 00:00:00+01:00,30.0,2022.0,234.0,13.0,1427.0,0.0,27.0,14.0
2023-01-04 01:00:00+01:00,30.0,2028.0,233.0,0.0,1261.0,0.0,27.0,18.0
2023-01-04 02:00:00+01:00,30.0,2020.0,235.0,0.0,917.0,0.0,27.0,26.0
2023-01-04 03:00:00+01:00,30.0,2025.0,236.0,0.0,749.0,0.0,27.0,21.0
2023-01-04 04:00:00+01:00,30.0,2053.0,233.0,0.0,686.0,0.0,27.0,8.0
2023-01-04 05:00:00+01:00,30.0,2110.0,226.0,0.0,826.0,0.0,27.0,6.0
2023-01-04 06:00:00+01:00,30.0,2313.0,236.0,0.0,831.0,0.0,27.0,7.0
2023-01-04 07:00:00+01:00,30.0,2370.0,234.0,0.0,1007.0,0.0,27.0,15.0
2023-01-04 08:00:00+01:00,30.0,2373.0,234.0,0.0,1387.0,0.0,27.0,30.0
2023-01-04 09:00:00+01:00,30.0,2398.0,231.0,0.0,1594.0,0.0,27.0,17.0
2023-01-04 10:00:00+01:00,30.0,2398.0,234.0,0.0,1629.0,26.0,27.0,5.0
2023-01-04 11:00:00+01:00,30.0,2350.0,233.0,0.0,1654.0,26.0,27.0,3.0
2023-01-04 12:00:00+01:00,30.0,2319.0,234.0,0.0,1703.0,26.0,27.0,0.0
2023-01-04 13:00:00+01:00,30.0,2288.0,232.0,0.0,1666.0,26.0,27.0,1.0
2023-01-04 14:00:00+01:00,30.0,2290.0,234.0,0.0,1611.0,26.0,27.0,0.0
2023-01-04 15:00:00+01:00,30.0,2327.0,232.0,0.0,1517.0,124.0,27.0,0.0
2023-01-04 16:00:00+01:00,30.0,2369.0,232.0,99.0,1698.0,136.0,27.0,0.0
2023-01-04 17:00:00+01:00,30.0,2363.0,232.0,210.0,1686.0,136.0,27.0,13.0
2023-01-04 18:00:00+01:00,30.0,2358.0,232.0,210.0,1651.0,135.0,27.0,46.0
2023-01-04 19:00:00+01:00,30.0,2312.0,231.0,206.0,1525.0,136.0,27.0,69.0
2023-01-04 20:00:00+01:00,30.0,2357.0,228.0,0.0,1276.0,110.0,27.0,73.0
2023-01-04 21:00:00+01:00,30.0,2335.0,237.0,0.0,1222.0,57.0,27.0,96.0
2023-01-04 22:00:00+01:00,30.0,2265.0,229.0,0.0,1206.0,9.0,27.0,112.0
2023-01-04 23:00:00+01:00,30.0,2163.0,235.0,0.0,1314.0,0.0,27.0,133.0
2023-01-05 00:00:00+01:00,30.0,2012.0,230.0,0.0,1128.0,0.0,27.0,171.0
2023-01-05 01:00:00+01:00,30.0,1774.0,235.0,0.0,1070.0,0.0,27.0,174.0
2023-01-05 02:00:00+01:00,30.0,1767.0,228.0,0.0,798.0,0.0,27.0,153.0
2023-01-05 03:00:00+01:00,30.0,1793.0,233.0,0.0,573.0,0.0,27.0,240.0
2023-01-05 04:00:00+01:00,30.0,1785.0,232.0,0.0,561.0,0.0,27.0,228.0
2023-01-05 05:00:00+01:00,30.0,1768.0,224.0,0.0,672.0,0.0,27.0,239.0
2023-01-05 06:00:00+01:00,30.0,1904.0,230.0,204.0,771.0,26.0,27.0,257.0
2023-01-05 07:00:00+01:00,30.0,1961.0,230.0,203.0,1096.0,110.0,27.0,212.0
2023-01-05 08:00:00+01:00,30.0,1992.0,233.0,0.0,1551.0,140.0,27.0,155.0
2023-01-05 09:00:00+01:00,30.0,2082.0,231.0,0.0,1582.0,140.0,27.0,90.0
2023-01-05 10:00:00+01:00,30.0,2135.0,225.0,0.0,1587.0,140.0,27.0,58.0
2023-01-05 11:00:00+01:00,30.0,2086.0,227.0,0.0,1640.0,138.0,27.0,41.0
2023-01-05 12:00:00+01:00,30.0,2092.0,226.0,0.0,1572.0,138.0,27.0,47.0
2023-01-05 13:00:00+01:00,30.0,2265.0,224.0,0.0,1351.0,136.0,27.0,57.0
2023-01-05 14:00:00+01:00,30.0,2328.0,226.0,0.0,1227.0,135.0,27.0,39.0
2023-01-05 15:00:00+01:00,30.0,2402.0,228.0,0.0,1340.0,134.0,27.0,91.0
2023-01-05 16:00:00+01:00,30.0,2419.0,228.0,0.0,1523.0,134.0,27.0,138.0
2023-01-05 17:00:00+01:00,30.0,2402.0,229.0,0.0,1665.0,170.0,27.0,136.0
2023-01-05 18:00:00+01:00,30.0,2419.0,230.0,0.0,1681.0,214.0,27.0,129.0
2023-01-05 19:00:00+01:00,30.0,2434.0,227.0,0.0,1656.0,212.0,27.0,104.0
2023-01-05 20:00:00+01:00,30.0,2450.0,229.0,0.0,1569.0,57.0,27.0,197.0
2023-01-05 21:00:00+01:00,30.0,2465.0,225.0,0.0,1176.0,27.0,27.0,181.0
2023-01-05 22:00:00+01:00,30.0,2466.0,225.0,0.0,1078.0,2.0,27.0,209.0
2023-01-05 23:00:00+01:00,30.0,2457.0,231.0,0.0,943.0,0.0,27.0,290.0
2023-01-06 00:00:00+01:00,30.0,2446.0,223.0,0.0,722.0,0.0,27.0,354.0
2023-01-06 01:00:00+01:00,30.0,2445.0,225.0,0.0,587.0,0.0,27.0,360.0
2023-01-06 02:00:00+01:00,30.0,2468.0,229.0,0.0,556.0,0.0,27.0,369.0
2023-01-06 03:00:00+01:00,30.0,2464.0,228.0,0.0,543.0,0.0,27.0,362.0
2023-01-06 04:00:00+01:00,30.0,2470.0,229.0,0.0,541.0,0.0,27.0,362.0
2023-01-06 05:00:00+01:00,30.0,2450.0,230.0,0.0,658.0,0.0,27.0,358.0
2023-01-06 06:00:00+01:00,30.0,2457.0,229.0,0.0,808.0,0.0,27.0,356.0
2023-01-06 07:00:00+01:00,30.0,2554.0,231.0,0.0,1004.0,0.0,27.0,332.0
2023-01-06 08:00:00+01:00,30.0,2891.0,229.0,0.0,1037.0,0.0,27.0,261.0
2023-01-06 09:00:00+01:00,30.0,2854.0,226.0,0.0,1188.0,0.0,27.0,188.0
2023-01-06 10:00:00+01:00,30.0,2859.0,225.0,0.0,1158.0,0.0,27.0,207.0
2023-01-06 11:00:00+01:00,30.0,2693.0,228.0,0.0,1076.0,0.0,27.0,284.0
2023-01-06 12:00:00+01:00,30.0,2410.0,226.0,0.0,1366.0,0.0,27.0,220.0
2023-01-06 13:00:00+01:00,30.0,2341.0,227.0,0.0,1482.0,0.0,27.0,144.0
2023-01-06 14:00:00+01:00,30.0,2333.0,226.0,0.0,1495.0,0.0,27.0,111.0
2023-01-06 15:00:00+01:00,30.0,2331.0,229.0,0.0,1516.0,0.0,27.0,65.0
2023-01-06 16:00:00+01:00,30.0,2319.0,226.0,222.0,1606.0,0.0,27.0,57.0
2023-01-06 17:00:00+01:00,30.0,2361.0,227.0,273.0,1628.0,0.0,27.0,38.0
2023-01-06 18:00:00+01:00,30.0,2363.0,229.0,203.0,1573.0,0.0,27.0,8.0
2023-01-06 19:00:00+01:00,30.0,2352.0,228.0,20.0,1635.0,0.0,27.0,0.0
2023-01-06 20:00:00+01:00,30.0,2315.0,228.0,0.0,1464.0,16.0,27.0,0.0
2023-01-06 21:00:00+01:00,30.0,2307.0,232.0,0.0,1441.0,24.0,27.0,0.0
2023-01-06 22:00:00+01:00,30.0,2346.0,233.0,0.0,1426.0,23.0,27.0,0.0
2023-01-06 23:00:00+01:00,30.0,2366.0,228.0,0.0,1488.0,6.0,27.0,11.0
2023-01-07 00:00:00+01:00,30.0,2339.0,230.0,0.0,1482.0,0.0,27.0,30.0
2023-01-07 01:00:00+01:00,30.0,2335.0,223.0,0.0,1192.0,0.0,27.0,65.0
2023-01-07 02:00:00+01:00,30.0,2334.0,231.0,0.0,820.0,0.0,27.0,119.0
2023-01-07 03:00:00+01:00,30.0,2359.0,229.0,0.0,763.0,0.0,27.0,163.0
2023-01-07 04:00:00+01:00,30.0,2352.0,232.0,0.0,702.0,0.0,27.0,172.0
2023-01-07 05:00:00+01:00,30.0,2347.0,231.0,0.0,770.0,0.0,27.0,153.0
2023-01-07 06:00:00+01:00,30.0,2319.0,233.0,0.0,876.0,0.0,27.0,166.0
2023-01-07 07:00:00+01:00,30.0,2317.0,230.0,0.0,1108.0,0.0,27.0,166.0
2023-01-07 08:00:00+01:00,30.0,2305.0,232.0,0.0,1398.0,0.0,27.0,187.0
2023-01-07 09:00:00+01:00,30.0,2300.0,232.0,0.0,1523.0,0.0,27.0,179.0
2023-01-07 10:00:00+01:00,30.0,2297.0,234.0,0.0,1478.0,0.0,27.0,131.0
2023-01-07 11:00:00+01:00,30.0,2266.0,228.0,0.0,1303.0,0.0,27.0,73.0
2023-01-07 12:00:00+01:00,30.0,2257.0,229.0,0.0,1193.0,0.0,27.0,50.0
2023-01-07 13:00:00+01:00,30.0,2267.0,229.0,0.0,1037.0,0.0,27.0,50.0
2023-01-07 14:00:00+01:00,30.0,2265.0,228.0,0.0,880.0,0.0,27.0,51.0
2023-01-07 15:00:00+01:00,30.0,2281.0,227.0,0.0,699.0,0.0,27.0,62.0
2023-01-07 16:00:00+01:00,30.0,2291.0,229.0,0.0,907.0,0.0,27.0,76.0
2023-01-07 17:00:00+01:00,30.0,2303.0,227.0,0.0,1085.0,0.0,27.0,127.0
2023-01-07 18:00:00+01:00,30.0,2296.0,229.0,0.0,1057.0,0.0,27.0,158.0
2023-01-07 19:00:00+01:00,30.0,2303.0,225.0,0.0,1076.0,0.0,27.0,141.0
2023-01-07 20:00:00+01:00,30.0,2325.0,226.0,0.0,1057.0,12.0,27.0,135.0
2023-01-07 21:00:00+01:00,30.0,2375.0,228.0,0.0,1006.0,27.0,27.0,93.0
2023-01-07 22:00:00+01:00,30.0,2365.0,229.0,0.0,1053.0,24.0,27.0,77.0
2023-01-07 23:00:00+01:00,30.0,2364.0,230.0,0.0,1099.0,15.0,27.0,68.0
2023-01-08 00:00:00+01:00,30.0,2358.0,235.0,0.0,1229.0,0.0,27.0,72.0
2023-01-08 01:00:00+01:00,30.0,2354.0,234.0,0.0,1015.0,0.0,27.0,73.0
2023-01-08 02:00:00+01:00,30.0,2383.0,233.0,0.0,727.0,0.0,27.0,80.0
2023-01-08 03:00:00+01:00,30.0,2386.0,231.0,0.0,580.0,0.0,27.0,80.0
2023-01-08 04:00:00+01:00,30.0,2368.0,229.0,0.0,795.0,0.0,27.0,45.0
2023-01-08 05:00:00+01:00,30.0,2355.0,226.0,0.0,792.0,0.0,27.0,33.0
2023-01-08 06:00:00+01:00,30.0,2324.0,230.0,0.0,895.0,0.0,27.0,100.0
2023-01-08 07:00:00+01:00,30.0,2357.0,228.0,0.0,920.0,0.0,27.0,134.0
2023-01-08 08:00:00+01:00,30.0,2356.0,228.0,0.0,1090.0,0.0,27.0,207.0
2023-01-08 09:00:00+01:00,30.0,2333.0,230.0,0.0,1230.0,0.0,27.0,281.0
2023-01-08 10:00:00+01:00,30.0,2337.0,234.0,0.0,1341.0,0.0,27.0,233.0
2023-01-08 11:00:00+01:00,30.0,2277.0,232.0,0.0,1137.0,0.0,27.0,198.0
2023-01-08 12:00:00+01:00,30.0,2136.0,235.0,0.0,1188.0,0.0,27.0,190.0
2023-01-08 13:00:00+01:00,30.0,2133.0,232.0,0.0,1162.0,0.0,27.0,182.0
2023-01-08 14:00:00+01:00,30.0,2147.0,232.0,0.0,1107.0,0.0,27.0,157.0
2023-01-08 15:00:00+01:00,30.0,2122.0,232.0,0.0,1145.0,0.0,27.0,134.0
2023-01-08 16:00:00+01:00,30.0,2117.0,230.0,0.0,1379.0,0.0,27.0,161.0
2023-01-08 17:00:00+01:00,30.0,2119.0,240.0,0.0,1499.0,0.0,27.0,280.0
2023-01-08 18:00:00+01:00,30.0,2115.0,229.0,0.0,1450.0,0.0,27.0,342.0
2023-01-08 19:00:00+01:00,30.0,2103.0,231.0,0.0,1476.0,0.0,27.0,344.0
2023-01-08 20:00:00+01:00,30.0,2074.0,223.0,0.0,1532.0,10.0,27.0,345.0
2023-01-08 21:00:00+01:00,30.0,2098.0,189.0,0.0,1421.0,26.0,27.0,351.0
2023-01-08 22:00:00+01:00,30.0,2153.0,191.0,0.0,1415.0,19.0,27.0,348.0
2023-01-08 23:00:00+01:00,30.0,2127.0,190.0,0.0,1403.0,0.0,27.0,354.0
2023-01-09 00:00:00+01:00,30.0,2115.0,189.0,0.0,1364.0,0.0,27.0,357.0
2023-01-09 01:00:00+01:00,30.0,2108.0,190.0,0.0,1136.0,0.0,27.0,361.0
2023-01-09 02:00:00+01:00,30.0,2152.0,192.0,0.0,832.0,0.0,27.0,367.0
2023-01-09 03:00:00+01:00,30.0,2340.0,204.0,0.0,427.0,0.0,27.0,366.0
2023-01-09 04:00:00+01:00,30.0,2525.0,214.0,0.0,433.0,0.0,27.0,363.0
2023-01-09 05:00:00+01:00,30.0,2546.0,209.0,0.0,511.0,0.0,27.0,367.0
2023-01-09 06:00:00+01:00,30.0,2536.0,228.0,0.0,663.0,0.0,27.0,367.0
2023-01-09 07:00:00+01:00,30.0,2539.0,227.0,0.0,1088.0,0.0,27.0,369.0
2023-01-09 08:00:00+01:00,30.0,2501.0,228.0,0.0,1339.0,0.0,27.0,367.0
2023-01-09 09:00:00+01:00,30.0,2506.0,227.0,0.0,1542.0,0.0,27.0,367.0
2023-01-09 10:00:00+01:00,30.0,2537.0,227.0,0.0,1470.0,0.0,27.0,367.0
2023-01-09 11:00:00+01:00,30.0,2541.0,227.0,0.0,1473.0,0.0,27.0,368.0
2023-01-09 12:00:00+01:00,30.0,2545.0,226.0,0.0,1430.0,0.0,27.0,363.0
2023-01-09 13:00:00+01:00,30.0,2541.0,229.0,0.0,1377.0,0.0,27.0,366.0
2023-01-09 14:00:00+01:00,30.0,2539.0,225.0,0.0,1281.0,0.0,27.0,363.0
2023-01-09 15:00:00+01:00,30.0,2563.0,225.0,0.0,1216.0,0.0,27.0,363.0
2023-01-09 16:00:00+01:00,30.0,2562.0,227.0,0.0,1392.0,0.0,27.0,367.0
2023-01-09 17:00:00+01:00,30.0,2535.0,226.0,0.0,1489.0,0.0,27.0,367.0
2023-01-09 18:00:00+01:00,30.0,2530.0,227.0,0.0,1484.0,0.0,27.0,367.0
2023-01-09 19:00:00+01:00,30.0,2510.0,225.0,0.0,1473.0,0.0,27.0,367.0
2023-01-09 20:00:00+01:00,30.0,2497.0,227.0,0.0,1432.0,12.0,27.0,366.0
2023-01-09 21:00:00+01:00,30.0,2524.0,227.0,0.0,1115.0,26.0,27.0,366.0
2023-01-09 22:00:00+01:00,30.0,2595.0,224.0,0.0,1084.0,20.0,27.0,366.0
2023-01-09 23:00:00+01:00,30.0,2540.0,225.0,0.0,1145.0,0.0,27.0,366.0
2023-01-10 00:00:00+01:00,30.0,2546.0,226.0,0.0,1105.0,0.0,27.0,364.0
2023-01-10 01:00:00+01:00,30.0,2526.0,225.0,0.0,849.0,0.0,27.0,366.0
2023-01-10 02:00:00+01:00,30.0,2529.0,226.0,0.0,593.0,0.0,27.0,366.0
2023-01-10 03:00:00+01:00,30.0,2491.0,226.0,0.0,448.0,0.0,27.0,364.0
2023-01-10 04:00:00+01:00,30.0,2505.0,226.0,0.0,443.0,0.0,27.0,347.0
2023-01-10 05:00:00+01:00,30.0,2532.0,225.0,0.0,537.0,0.0,27.0,243.0
2023-01-10 06:00:00+01:00,30.0,2584.0,223.0,0.0,909.0,0.0,27.0,112.0
2023-01-10 07:00:00+01:00,30.0,2666.0,227.0,0.0,1230.0,123.0,27.0,115.0
2023-01-10 08:00:00+01:00,30.0,2741.0,229.0,200.0,1224.0,136.0,27.0,139.0
2023-01-10 09:00:00+01:00,30.0,2719.0,230.0,265.0,1389.0,134.0,27.0,103.0
2023-01-10 10:00:00+01:00,30.0,2737.0,230.0,297.0,1415.0,135.0,27.0,105.0
2023-01-10 11:00:00+01:00,30.0,2763.0,229.0,297.0,1437.0,132.0,27.0,74.0
2023-01-10 12:00:00+01:00,30.0,2758.0,230.0,297.0,1438.0,134.0,27.0,44.0
2023-01-10 13:00:00+01:00,30.0,2731.0,229.0,297.0,1406.0,135.0,27.0,22.0
2023-01-10 14:00:00+01:00,30.0,2710.0,226.0,296.0,1386.0,134.0,27.0,6.0
2023-01-10 15:00:00+01:00,30.0,2725.0,221.0,246.0,1394.0,134.0,27.0,3.0
2023-01-10 16:00:00+01:00,30.0,2730.0,222.0,275.0,1492.0,132.0,27.0,16.0
2023-01-10 17:00:00+01:00,30.0,2711.0,223.0,298.0,1561.0,131.0,27.0,35.0
2023-01-10 18:00:00+01:00,30.0,2704.0,224.0,297.0,1519.0,131.0,27.0,44.0
2023-01-10 19:00:00+01:00,30.0,2707.0,223.0,298.0,1438.0,132.0,27.0,47.0
2023-01-10 20:00:00+01:00,30.0,2653.0,226.0,199.0,1200.0,130.0,27.0,90.0
2023-01-10 21:00:00+01:00,30.0,2688.0,223.0,16.0,1230.0,131.0,27.0,133.0
2023-01-10 22:00:00+01:00,30.0,2696.0,225.0,0.0,1124.0,131.0,27.0,205.0
2023-01-10 23:00:00+01:00,30.0,2697.0,225.0,0.0,1015.0,129.0,27.0,319.0
2023-01-11 00:00:00+01:00,30.0,2717.0,227.0,0.0,990.0,23.0,27.0,365.0
2023-01-11 01:00:00+01:00,30.0,2746.0,225.0,0.0,754.0,0.0,27.0,364.0
2023-01-11 02:00:00+01:00,30.0,2733.0,225.0,0.0,491.0,0.0,27.0,356.0
2023-01-11 03:00:00+01:00,30.0,2748.0,227.0,0.0,520.0,0.0,27.0,350.0
2023-01-11 04:00:00+01:00,30.0,2712.0,225.0,0.0,563.0,0.0,27.0,321.0
2023-01-11 05:00:00+01:00,30.0,2715.0,221.0,0.0,500.0,0.0,27.0,267.0
2023-01-11 06:00:00+01:00,30.0,2730.0,220.0,0.0,758.0,0.0,27.0,239.0
2023-01-11 07:00:00+01:00,30.0,2845.0,224.0,0.0,970.0,125.0,27.0,167.0
2023-01-11 08:00:00+01:00,30.0,2856.0,224.0,7.0,1237.0,135.0,27.0,139.0
2023-01-11 09:00:00+01:00,30.0,2888.0,225.0,209.0,1252.0,134.0,27.0,106.0
2023-01-11 10:00:00+01:00,30.0,2881.0,224.0,210.0,1343.0,136.0,27.0,50.0
2023-01-11 11:00:00+01:00,30.0,2857.0,227.0,211.0,1366.0,136.0,27.0,45.0
2023-01-11 12:00:00+01:00,30.0,2897.0,223.0,209.0,1362.0,137.0,27.0,23.0
2023-01-11 13:00:00+01:00,30.0,2872.0,225.0,209.0,1301.0,136.0,27.0,40.0
2023-01-11 14:00:00+01:00,30.0,2893.0,228.0,211.0,1218.0,136.0,27.0,65.0
2023-01-11 15:00:00+01:00,30.0,2864.0,225.0,211.0,1160.0,136.0,27.0,70.0
2023-01-11 16:00:00+01:00,30.0,2867.0,220.0,245.0,1246.0,134.0,27.0,58.0
2023-01-11 17:00:00+01:00,30.0,2793.0,222.0,297.0,1341.0,134.0,27.0,52.0
2023-01-11 18:00:00+01:00,30.0,2858.0,228.0,265.0,1329.0,136.0,27.0,45.0
2023-01-11 19:00:00+01:00,30.0,2847.0,225.0,233.0,1297.0,134.0,27.0,41.0
2023-01-11 20:00:00+01:00,30.0,2868.0,229.0,293.0,1149.0,135.0,27.0,23.0
2023-01-11 21:00:00+01:00,30.0,2879.0,226.0,293.0,961.0,135.0,27.0,1.0
2023-01-11 22:00:00+01:00,30.0,2614.0,217.0,294.0,1152.0,135.0,27.0,1.0
2023-01-11 23:00:00+01:00,30.0,2548.0,231.0,293.0,1250.0,137.0,27.0,0.0
2023-01-12 00:00:00+01:00,30.0,2518.0,226.0,279.0,1240.0,138.0,27.0,0.0
2023-01-12 01:00:00+01:00,30.0,2560.0,227.0,141.0,1090.0,137.0,27.0,0.0
2023-01-12 02:00:00+01:00,30.0,2537.0,226.0,0.0,954.0,137.0,27.0,0.0
2023-01-12 03:00:00+01:00,30.0,2571.0,225.0,0.0,698.0,136.0,27.0,0.0
2023-01-12 04:00:00+01:00,30.0,2704.0,225.0,0.0,550.0,135.0,27.0,0.0
2023-01-12 05:00:00+01:00,30.0,2843.0,218.0,0.0,535.0,135.0,27.0,0.0
2023-01-12 06:00:00+01:00,30.0,2878.0,227.0,0.0,763.0,138.0,27.0,0.0
2023-01-12 07:00:00+01:00,30.0,2985.0,216.0,0.0,1354.0,135.0,27.0,0.0
2023-01-12 08:00:00+01:00,30.0,3165.0,227.0,0.0,1527.0,135.0,27.0,0.0
