,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2024-05-31 12:00:00+02:00,503.0,72.0,75.0,15.0,1220.0,101.0,1144.0,653.0
2024-05-31 13:00:00+02:00,518.0,75.0,73.0,14.0,1386.0,103.0,997.0,616.0
2024-05-31 14:00:00+02:00,493.0,69.0,68.0,13.0,1562.0,105.0,867.0,597.0
2024-05-31 15:00:00+02:00,466.0,69.0,79.0,14.0,1761.0,105.0,862.0,581.0
2024-05-31 16:00:00+02:00,434.0,69.0,123.0,13.0,1751.0,106.0,992.0,539.0
2024-05-31 17:00:00+02:00,544.0,76.0,180.0,13.0,1394.0,103.0,925.0,519.0
2024-05-31 18:00:00+02:00,526.0,89.0,221.0,14.0,884.0,102.0,1016.0,444.0
2024-05-31 19:00:00+02:00,535.0,96.0,268.0,17.0,445.0,103.0,1196.0,324.0
2024-05-31 20:00:00+02:00,486.0,100.0,295.0,17.0,188.0,103.0,1267.0,295.0
2024-05-31 21:00:00+02:00,487.0,93.0,338.0,17.0,30.0,104.0,983.0,344.0
2024-05-31 22:00:00+02:00,390.0,91.0,258.0,17.0,0.0,102.0,910.0,371.0
2024-05-31 23:00:00+02:00,250.0,78.0,278.0,14.0,0.0,101.0,761.0,392.0
2024-06-01 00:00:00+02:00,245.0,74.0,306.0,15.0,0.0,101.0,686.0,341.0
2024-06-01 01:00:00+02:00,245.0,74.0,307.0,15.0,0.0,101.0,530.0,325.0
2024-06-01 02:00:00+02:00,245.0,74.0,324.0,15.0,0.0,101.0,458.0,372.0
2024-06-01 03:00:00+02:00,245.0,72.0,218.0,14.0,0.0,101.0,428.0,325.0
2024-06-01 04:00:00+02:00,186.0,76.0,201.0,14.0,2.0,101.0,526.0,287.0
2024-06-01 05:00:00+02:00,152.0,73.0,225.0,14.0,82.0,103.0,514.0,254.0
2024-06-01 06:00:00+02:00,218.0,72.0,197.0,14.0,303.0,102.0,652.0,253.0
2024-06-01 07:00:00+02:00,238.0,75.0,207.0,13.0,780.0,99.0,707.0,186.0
2024-06-01 08:00:00+02:00,233.0,74.0,224.0,13.0,1418.0,91.0,626.0,154.0
2024-06-01 09:00:00+02:00,175.0,67.0,265.0,14.0,2005.0,86.0,358.0,198.0
2024-06-01 10:00:00+02:00,217.0,65.0,297.0,14.0,2439.0,87.0,237.0,204.0
2024-06-01 11:00:00+02:00,245.0,60.0,196.0,12.0,2764.0,89.0,273.0,233.0
2024-06-01 12:00:00+02:00,189.0,61.0,194.0,12.0,2930.0,88.0,312.0,233.0
2024-06-01 13:00:00+02:00,202.0,65.0,185.0,12.0,2888.0,88.0,375.0,244.0
2024-06-01 14:00:00+02:00,210.0,60.0,185.0,12.0,2631.0,88.0,492.0,288.0
2024-06-01 15:00:00+02:00,210.0,69.0,188.0,13.0,2517.0,86.0,774.0,489.0
2024-06-01 16:00:00+02:00,212.0,70.0,193.0,13.0,2075.0,87.0,1012.0,691.0
2024-06-01 17:00:00+02:00,161.0,67.0,253.0,15.0,1547.0,76.0,1033.0,768.0
2024-06-01 18:00:00+02:00,241.0,73.0,262.0,15.0,1064.0,86.0,937.0,821.0
2024-06-01 19:00:00+02:00,239.0,75.0,260.0,15.0,547.0,88.0,1223.0,647.0
2024-06-01 20:00:00+02:00,261.0,73.0,228.0,15.0,208.0,86.0,1218.0,501.0
2024-06-01 21:00:00+02:00,208.0,73.0,205.0,14.0,41.0,87.0,1147.0,446.0
2024-06-01 22:00:00+02:00,172.0,73.0,200.0,14.0,0.0,87.0,1156.0,462.0
2024-06-01 23:00:00+02:00,120.0,71.0,189.0,13.0,0.0,86.0,1134.0,528.0
2024-06-02 00:00:00+02:00,25.0,71.0,65.0,13.0,0.0,84.0,1155.0,517.0
2024-06-02 01:00:00+02:00,20.0,72.0,66.0,13.0,0.0,84.0,1176.0,485.0
2024-06-02 02:00:00+02:00,20.0,74.0,69.0,14.0,0.0,86.0,1314.0,503.0
2024-06-02 03:00:00+02:00,14.0,72.0,71.0,14.0,0.0,88.0,1269.0,483.0
2024-06-02 04:00:00+02:00,11.0,73.0,73.0,14.0,2.0,89.0,1243.0,471.0
2024-06-02 05:00:00+02:00,13.0,74.0,70.0,14.0,55.0,90.0,1224.0,442.0
2024-06-02 06:00:00+02:00,3.0,75.0,73.0,14.0,215.0,89.0,1287.0,444.0
2024-06-02 07:00:00+02:00,3.0,75.0,74.0,15.0,486.0,89.0,1323.0,485.0
2024-06-02 08:00:00+02:00,3.0,75.0,75.0,15.0,954.0,90.0,1114.0,436.0
2024-06-02 09:00:00+02:00,3.0,74.0,74.0,15.0,1415.0,89.0,1261.0,409.0
2024-06-02 10:00:00+02:00,3.0,65.0,73.0,14.0,1918.0,88.0,1465.0,506.0
2024-06-02 11:00:00+02:00,3.0,64.0,73.0,15.0,2434.0,89.0,1313.0,496.0
2024-06-02 12:00:00+02:00,16.0,62.0,67.0,13.0,2626.0,86.0,1226.0,499.0
2024-06-02 13:00:00+02:00,17.0,68.0,67.0,13.0,2113.0,96.0,1170.0,453.0
2024-06-02 14:00:00+02:00,17.0,71.0,66.0,13.0,1829.0,96.0,243.0,532.0
2024-06-02 15:00:00+02:00,18.0,64.0,66.0,13.0,1663.0,100.0,155.0,687.0
2024-06-02 16:00:00+02:00,18.0,61.0,65.0,13.0,1770.0,85.0,739.0,824.0
2024-06-02 17:00:00+02:00,15.0,63.0,69.0,14.0,1733.0,86.0,1407.0,1087.0
2024-06-02 18:00:00+02:00,6.0,68.0,76.0,15.0,1159.0,88.0,1245.0,1324.0
2024-06-02 19:00:00+02:00,6.0,73.0,77.0,15.0,583.0,88.0,1168.0,1536.0
2024-06-02 20:00:00+02:00,6.0,73.0,76.0,15.0,220.0,86.0,1469.0,1541.0
2024-06-02 21:00:00+02:00,6.0,73.0,76.0,15.0,35.0,86.0,1502.0,1808.0
2024-06-02 22:00:00+02:00,6.0,74.0,78.0,15.0,0.0,88.0,1745.0,1640.0
2024-06-02 23:00:00+02:00,6.0,74.0,74.0,15.0,0.0,88.0,1855.0,1498.0
2024-06-03 00:00:00+02:00,5.0,69.0,73.0,14.0,0.0,87.0,1706.0,1701.0
2024-06-03 01:00:00+02:00,6.0,69.0,74.0,15.0,0.0,88.0,1862.0,1630.0
2024-06-03 02:00:00+02:00,6.0,69.0,74.0,15.0,0.0,89.0,1747.0,1596.0
2024-06-03 03:00:00+02:00,17.0,65.0,70.0,14.0,0.0,88.0,1484.0,1721.0
2024-06-03 04:00:00+02:00,6.0,67.0,73.0,14.0,2.0,85.0,1423.0,1902.0
2024-06-03 05:00:00+02:00,6.0,64.0,94.0,14.0,68.0,75.0,1355.0,1997.0
2024-06-03 06:00:00+02:00,6.0,71.0,160.0,15.0,268.0,70.0,1205.0,1982.0
2024-06-03 07:00:00+02:00,8.0,179.0,294.0,47.0,491.0,71.0,1291.0,1922.0
2024-06-03 08:00:00+02:00,7.0,85.0,363.0,18.0,757.0,71.0,1106.0,1989.0
2024-06-03 09:00:00+02:00,7.0,97.0,265.0,27.0,1065.0,65.0,1119.0,1910.0
2024-06-03 10:00:00+02:00,7.0,138.0,273.0,131.0,1279.0,80.0,1150.0,1871.0
2024-06-03 11:00:00+02:00,10.0,122.0,283.0,135.0,1171.0,64.0,1191.0,1875.0
2024-06-03 12:00:00+02:00,17.0,140.0,368.0,29.0,1178.0,65.0,1124.0,1855.0
2024-06-03 13:00:00+02:00,18.0,72.0,213.0,15.0,1215.0,64.0,1153.0,1935.0
2024-06-03 14:00:00+02:00,16.0,65.0,72.0,14.0,1297.0,62.0,1089.0,2028.0
2024-06-03 15:00:00+02:00,25.0,62.0,67.0,13.0,1413.0,61.0,1020.0,2145.0
2024-06-03 16:00:00+02:00,17.0,84.0,76.0,15.0,1416.0,61.0,1116.0,2127.0
2024-06-03 17:00:00+02:00,24.0,73.0,81.0,16.0,1228.0,62.0,1122.0,2047.0
2024-06-03 18:00:00+02:00,30.0,76.0,84.0,17.0,879.0,62.0,1101.0,1961.0
2024-06-03 19:00:00+02:00,39.0,87.0,96.0,17.0,494.0,61.0,1080.0,1832.0
2024-06-03 20:00:00+02:00,45.0,96.0,159.0,17.0,206.0,62.0,1110.0,1647.0
2024-06-03 21:00:00+02:00,38.0,102.0,195.0,17.0,48.0,64.0,1070.0,1355.0
2024-06-03 22:00:00+02:00,58.0,75.0,206.0,16.0,1.0,69.0,1030.0,1084.0
2024-06-03 23:00:00+02:00,56.0,68.0,208.0,16.0,0.0,68.0,994.0,932.0
2024-06-04 00:00:00+02:00,41.0,73.0,272.0,17.0,0.0,68.0,933.0,777.0
2024-06-04 01:00:00+02:00,43.0,74.0,279.0,17.0,0.0,67.0,781.0,656.0
2024-06-04 02:00:00+02:00,44.0,76.0,304.0,16.0,0.0,68.0,720.0,526.0
2024-06-04 03:00:00+02:00,44.0,76.0,288.0,16.0,0.0,68.0,624.0,416.0
2024-06-04 04:00:00+02:00,39.0,77.0,280.0,16.0,4.0,70.0,512.0,310.0
2024-06-04 05:00:00+02:00,32.0,87.0,298.0,17.0,87.0,71.0,407.0,249.0
2024-06-04 06:00:00+02:00,44.0,98.0,333.0,17.0,288.0,69.0,389.0,261.0
2024-06-04 07:00:00+02:00,38.0,114.0,447.0,19.0,626.0,74.0,403.0,213.0
2024-06-04 08:00:00+02:00,40.0,118.0,293.0,19.0,1087.0,81.0,337.0,312.0
2024-06-04 09:00:00+02:00,34.0,98.0,297.0,16.0,1468.0,83.0,272.0,540.0
2024-06-04 10:00:00+02:00,28.0,80.0,329.0,16.0,1710.0,85.0,348.0,727.0
2024-06-04 11:00:00+02:00,13.0,71.0,283.0,15.0,1854.0,83.0,492.0,841.0
2024-06-04 12:00:00+02:00,19.0,98.0,346.0,18.0,1869.0,83.0,507.0,1038.0
2024-06-04 13:00:00+02:00,25.0,134.0,318.0,21.0,1903.0,87.0,747.0,1296.0
2024-06-04 14:00:00+02:00,12.0,73.0,193.0,16.0,1667.0,88.0,915.0,1500.0
2024-06-04 15:00:00+02:00,14.0,69.0,204.0,16.0,1218.0,90.0,1024.0,1505.0
2024-06-04 16:00:00+02:00,16.0,69.0,322.0,16.0,856.0,88.0,920.0,1505.0
2024-06-04 17:00:00+02:00,18.0,134.0,357.0,20.0,674.0,89.0,1113.0,1483.0
2024-06-04 18:00:00+02:00,21.0,82.0,251.0,17.0,438.0,87.0,1119.0,1575.0
2024-06-04 19:00:00+02:00,33.0,90.0,276.0,17.0,257.0,76.0,1055.0,1603.0
2024-06-04 20:00:00+02:00,36.0,95.0,310.0,18.0,87.0,88.0,1142.0,1514.0
2024-06-04 21:00:00+02:00,36.0,89.0,288.0,17.0,9.0,87.0,1151.0,1491.0
2024-06-04 22:00:00+02:00,36.0,133.0,323.0,20.0,0.0,88.0,1258.0,1714.0
2024-06-04 23:00:00+02:00,39.0,77.0,194.0,16.0,0.0,85.0,1256.0,2109.0
2024-06-05 00:00:00+02:00,29.0,70.0,189.0,16.0,0.0,87.0,1497.0,2193.0
2024-06-05 01:00:00+02:00,12.0,71.0,197.0,16.0,0.0,87.0,1515.0,2208.0
2024-06-05 02:00:00+02:00,13.0,70.0,201.0,16.0,0.0,88.0,1740.0,2101.0
2024-06-05 03:00:00+02:00,65.0,70.0,199.0,15.0,0.0,89.0,1836.0,2157.0
2024-06-05 04:00:00+02:00,98.0,71.0,194.0,16.0,1.0,89.0,1760.0,2331.0
2024-06-05 05:00:00+02:00,106.0,76.0,211.0,16.0,29.0,89.0,2162.0,1877.0
2024-06-05 06:00:00+02:00,97.0,82.0,196.0,17.0,175.0,85.0,2244.0,1880.0
2024-06-05 07:00:00+02:00,111.0,80.0,192.0,16.0,523.0,84.0,1953.0,2490.0
2024-06-05 08:00:00+02:00,117.0,79.0,225.0,16.0,1130.0,84.0,1650.0,2766.0
2024-06-05 09:00:00+02:00,86.0,73.0,194.0,16.0,1711.0,85.0,1802.0,2868.0
2024-06-05 10:00:00+02:00,79.0,73.0,201.0,23.0,2154.0,89.0,1681.0,2776.0
2024-06-05 11:00:00+02:00,79.0,73.0,214.0,31.0,2232.0,91.0,1365.0,2569.0
2024-06-05 12:00:00+02:00,88.0,67.0,219.0,29.0,2161.0,86.0,1136.0,2348.0
2024-06-05 13:00:00+02:00,91.0,72.0,194.0,22.0,2101.0,86.0,1188.0,2257.0
2024-06-05 14:00:00+02:00,114.0,78.0,191.0,16.0,1913.0,87.0,1110.0,2100.0
2024-06-05 15:00:00+02:00,121.0,73.0,186.0,15.0,1703.0,89.0,839.0,2001.0
2024-06-05 16:00:00+02:00,213.0,93.0,186.0,15.0,1439.0,90.0,1040.0,1998.0
2024-06-05 17:00:00+02:00,162.0,76.0,184.0,14.0,1183.0,88.0,1195.0,1870.0
2024-06-05 18:00:00+02:00,134.0,69.0,194.0,15.0,955.0,88.0,1164.0,1703.0
2024-06-05 19:00:00+02:00,230.0,98.0,332.0,16.0,516.0,89.0,1077.0,1364.0
2024-06-05 20:00:00+02:00,260.0,98.0,261.0,16.0,212.0,86.0,1396.0,984.0
2024-06-05 21:00:00+02:00,269.0,104.0,236.0,17.0,43.0,87.0,1374.0,863.0
2024-06-05 22:00:00+02:00,270.0,101.0,315.0,16.0,0.0,87.0,1182.0,948.0
2024-06-05 23:00:00+02:00,264.0,99.0,260.0,18.0,0.0,89.0,1565.0,937.0
2024-06-06 00:00:00+02:00,245.0,75.0,331.0,16.0,0.0,89.0,1359.0,937.0
2024-06-06 01:00:00+02:00,234.0,70.0,238.0,16.0,0.0,89.0,1556.0,960.0
2024-06-06 02:00:00+02:00,233.0,68.0,257.0,16.0,0.0,93.0,1440.0,963.0
2024-06-06 03:00:00+02:00,233.0,69.0,263.0,16.0,0.0,93.0,1173.0,926.0
2024-06-06 04:00:00+02:00,216.0,69.0,259.0,15.0,4.0,92.0,1189.0,924.0
2024-06-06 05:00:00+02:00,220.0,72.0,258.0,15.0,104.0,91.0,1311.0,899.0
2024-06-06 06:00:00+02:00,230.0,73.0,278.0,14.0,322.0,88.0,1301.0,798.0
2024-06-06 07:00:00+02:00,249.0,80.0,362.0,16.0,751.0,90.0,1098.0,751.0
2024-06-06 08:00:00+02:00,232.0,82.0,343.0,16.0,1203.0,91.0,941.0,913.0
2024-06-06 09:00:00+02:00,201.0,74.0,198.0,15.0,1563.0,93.0,982.0,1254.0
2024-06-06 10:00:00+02:00,133.0,68.0,212.0,15.0,1903.0,92.0,855.0,1300.0
2024-06-06 11:00:00+02:00,123.0,63.0,251.0,14.0,1584.0,91.0,895.0,1178.0
2024-06-06 12:00:00+02:00,123.0,62.0,186.0,14.0,1893.0,93.0,952.0,1156.0
2024-06-06 13:00:00+02:00,123.0,60.0,213.0,14.0,2063.0,94.0,1014.0,1172.0
2024-06-06 14:00:00+02:00,124.0,63.0,188.0,14.0,2053.0,93.0,742.0,1267.0
2024-06-06 15:00:00+02:00,108.0,69.0,268.0,15.0,1955.0,93.0,698.0,1336.0
2024-06-06 16:00:00+02:00,164.0,77.0,363.0,15.0,1728.0,93.0,619.0,1200.0
2024-06-06 17:00:00+02:00,259.0,83.0,331.0,15.0,1598.0,94.0,575.0,1142.0
2024-06-06 18:00:00+02:00,214.0,85.0,249.0,16.0,1114.0,91.0,367.0,1058.0
2024-06-06 19:00:00+02:00,255.0,132.0,345.0,25.0,572.0,93.0,359.0,829.0
2024-06-06 20:00:00+02:00,251.0,122.0,316.0,20.0,233.0,94.0,462.0,542.0
2024-06-06 21:00:00+02:00,275.0,121.0,365.0,19.0,55.0,94.0,511.0,382.0
2024-06-06 22:00:00+02:00,278.0,117.0,346.0,19.0,1.0,93.0,514.0,387.0
2024-06-06 23:00:00+02:00,269.0,89.0,221.0,16.0,0.0,92.0,487.0,459.0
2024-06-07 00:00:00+02:00,246.0,72.0,266.0,15.0,0.0,92.0,563.0,511.0
2024-06-07 01:00:00+02:00,222.0,71.0,190.0,15.0,0.0,92.0,534.0,510.0
2024-06-07 02:00:00+02:00,241.0,72.0,230.0,16.0,0.0,94.0,453.0,431.0
2024-06-07 03:00:00+02:00,239.0,72.0,237.0,16.0,0.0,93.0,431.0,414.0
2024-06-07 04:00:00+02:00,244.0,72.0,275.0,16.0,6.0,87.0,482.0,460.0
2024-06-07 05:00:00+02:00,252.0,74.0,262.0,16.0,126.0,87.0,520.0,491.0
2024-06-07 06:00:00+02:00,210.0,76.0,302.0,15.0,384.0,85.0,515.0,422.0
2024-06-07 07:00:00+02:00,249.0,78.0,422.0,16.0,794.0,86.0,588.0,328.0
2024-06-07 08:00:00+02:00,240.0,76.0,369.0,16.0,1326.0,86.0,730.0,456.0
2024-06-07 09:00:00+02:00,189.0,73.0,194.0,15.0,1751.0,88.0,666.0,905.0
2024-06-07 10:00:00+02:00,144.0,71.0,197.0,15.0,1880.0,87.0,602.0,1063.0
2024-06-07 11:00:00+02:00,99.0,69.0,194.0,15.0,1953.0,87.0,1048.0,985.0
2024-06-07 12:00:00+02:00,96.0,74.0,203.0,17.0,2356.0,91.0,1069.0,1523.0
2024-06-07 13:00:00+02:00,121.0,70.0,191.0,16.0,2324.0,101.0,976.0,1639.0
2024-06-07 14:00:00+02:00,129.0,70.0,190.0,16.0,2096.0,87.0,1140.0,1595.0
2024-06-07 15:00:00+02:00,131.0,77.0,190.0,15.0,1910.0,101.0,1105.0,1456.0
2024-06-07 16:00:00+02:00,109.0,73.0,196.0,17.0,1575.0,85.0,1148.0,1447.0
2024-06-07 17:00:00+02:00,128.0,76.0,205.0,17.0,1186.0,87.0,1167.0,1436.0
2024-06-07 18:00:00+02:00,164.0,83.0,209.0,19.0,793.0,86.0,1258.0,1224.0
2024-06-07 19:00:00+02:00,204.0,98.0,251.0,21.0,524.0,87.0,1193.0,1034.0
2024-06-07 20:00:00+02:00,259.0,104.0,306.0,21.0,215.0,88.0,1151.0,932.0
2024-06-07 21:00:00+02:00,255.0,103.0,311.0,21.0,41.0,88.0,1008.0,763.0
2024-06-07 22:00:00+02:00,232.0,92.0,279.0,19.0,0.0,87.0,1096.0,802.0
2024-06-07 23:00:00+02:00,151.0,89.0,218.0,19.0,0.0,86.0,1208.0,813.0
2024-06-08 00:00:00+02:00,201.0,88.0,245.0,18.0,0.0,87.0,1216.0,896.0
2024-06-08 01:00:00+02:00,147.0,86.0,192.0,18.0,0.0,87.0,1302.0,1028.0
2024-06-08 02:00:00+02:00,119.0,85.0,92.0,18.0,0.0,88.0,1432.0,1196.0
2024-06-08 03:00:00+02:00,118.0,81.0,91.0,18.0,0.0,87.0,1367.0,1328.0
2024-06-08 04:00:00+02:00,117.0,80.0,90.0,18.0,2.0,95.0,1408.0,1259.0
2024-06-08 05:00:00+02:00,104.0,78.0,89.0,17.0,73.0,98.0,1474.0,1149.0
2024-06-08 06:00:00+02:00,87.0,80.0,88.0,17.0,265.0,95.0,1297.0,1066.0
2024-06-08 07:00:00+02:00,99.0,83.0,91.0,18.0,503.0,85.0,1287.0,1126.0
2024-06-08 08:00:00+02:00,88.0,83.0,90.0,18.0,610.0,85.0,1173.0,1300.0
2024-06-08 09:00:00+02:00,97.0,72.0,75.0,15.0,748.0,97.0,1269.0,1367.0
2024-06-08 10:00:00+02:00,95.0,64.0,69.0,13.0,782.0,95.0,993.0,1130.0
2024-06-08 11:00:00+02:00,95.0,58.0,60.0,12.0,742.0,95.0,600.0,934.0
2024-06-08 12:00:00+02:00,95.0,68.0,66.0,13.0,678.0,81.0,223.0,711.0
2024-06-08 13:00:00+02:00,95.0,77.0,74.0,15.0,696.0,81.0,129.0,645.0
2024-06-08 14:00:00+02:00,95.0,73.0,72.0,14.0,623.0,82.0,128.0,659.0
2024-06-08 15:00:00+02:00,95.0,65.0,70.0,14.0,625.0,98.0,202.0,766.0
2024-06-08 16:00:00+02:00,96.0,66.0,72.0,14.0,751.0,98.0,336.0,952.0
2024-06-08 17:00:00+02:00,137.0,60.0,63.0,12.0,767.0,97.0,1437.0,1247.0
2024-06-08 18:00:00+02:00,170.0,74.0,75.0,15.0,755.0,87.0,1727.0,1510.0
2024-06-08 19:00:00+02:00,210.0,76.0,79.0,15.0,491.0,87.0,1823.0,1685.0
2024-06-08 20:00:00+02:00,138.0,78.0,83.0,16.0,226.0,87.0,1999.0,1586.0
2024-06-08 21:00:00+02:00,124.0,83.0,90.0,18.0,46.0,88.0,1872.0,1515.0
2024-06-08 22:00:00+02:00,89.0,80.0,79.0,16.0,1.0,88.0,1801.0,1452.0
2024-06-08 23:00:00+02:00,120.0,78.0,73.0,14.0,0.0,87.0,2056.0,1611.0
2024-06-09 00:00:00+02:00,124.0,69.0,67.0,13.0,0.0,86.0,1926.0,1782.0
2024-06-09 01:00:00+02:00,25.0,76.0,74.0,14.0,0.0,86.0,2025.0,1884.0
2024-06-09 02:00:00+02:00,24.0,70.0,65.0,13.0,0.0,83.0,2062.0,1870.0
2024-06-09 03:00:00+02:00,24.0,69.0,64.0,13.0,0.0,83.0,1962.0,2017.0
2024-06-09 04:00:00+02:00,24.0,61.0,63.0,12.0,4.0,81.0,1755.0,2027.0
2024-06-09 05:00:00+02:00,24.0,57.0,62.0,12.0,79.0,82.0,1822.0,2105.0
2024-06-09 06:00:00+02:00,23.0,57.0,61.0,12.0,319.0,98.0,1656.0,2020.0
2024-06-09 07:00:00+02:00,23.0,59.0,62.0,12.0,785.0,97.0,1812.0,2020.0
2024-06-09 08:00:00+02:00,23.0,70.0,63.0,12.0,1081.0,97.0,1443.0,1808.0
2024-06-09 09:00:00+02:00,23.0,70.0,63.0,12.0,898.0,97.0,706.0,1732.0
2024-06-09 10:00:00+02:00,23.0,70.0,63.0,12.0,942.0,96.0,269.0,1507.0
2024-06-09 11:00:00+02:00,23.0,73.0,67.0,13.0,1002.0,82.0,253.0,1501.0
2024-06-09 12:00:00+02:00,19.0,72.0,67.0,13.0,1257.0,63.0,228.0,1587.0
2024-06-09 13:00:00+02:00,19.0,73.0,68.0,13.0,1411.0,63.0,167.0,1754.0
2024-06-09 14:00:00+02:00,19.0,78.0,77.0,14.0,1280.0,63.0,218.0,1741.0
2024-06-09 15:00:00+02:00,19.0,81.0,91.0,16.0,1261.0,64.0,173.0,1745.0
2024-06-09 16:00:00+02:00,22.0,87.0,93.0,17.0,1365.0,77.0,360.0,2323.0
2024-06-09 17:00:00+02:00,24.0,81.0,99.0,18.0,1422.0,67.0,1558.0,2813.0
2024-06-09 18:00:00+02:00,26.0,84.0,99.0,17.0,1038.0,86.0,1990.0,3290.0
2024-06-09 19:00:00+02:00,25.0,87.0,98.0,17.0,579.0,87.0,1930.0,3130.0
2024-06-09 20:00:00+02:00,12.0,91.0,105.0,19.0,245.0,87.0,2135.0,2807.0
2024-06-09 21:00:00+02:00,13.0,89.0,106.0,19.0,56.0,86.0,2084.0,2552.0
2024-06-09 22:00:00+02:00,25.0,87.0,102.0,18.0,0.0,86.0,1912.0,2455.0
2024-06-09 23:00:00+02:00,25.0,84.0,98.0,17.0,0.0,87.0,1969.0,2412.0
2024-06-10 00:00:00+02:00,26.0,78.0,98.0,17.0,0.0,85.0,2025.0,2466.0
2024-06-10 01:00:00+02:00,26.0,77.0,96.0,17.0,0.0,87.0,1915.0,2463.0
2024-06-10 02:00:00+02:00,25.0,77.0,97.0,17.0,0.0,87.0,1965.0,2338.0
2024-06-10 03:00:00+02:00,25.0,78.0,96.0,17.0,0.0,86.0,1960.0,2242.0
2024-06-10 04:00:00+02:00,25.0,79.0,94.0,16.0,3.0,101.0,1905.0,2145.0
2024-06-10 05:00:00+02:00,25.0,77.0,91.0,16.0,86.0,97.0,1956.0,2124.0
2024-06-10 06:00:00+02:00,13.0,86.0,100.0,18.0,317.0,85.0,1925.0,2108.0
2024-06-10 07:00:00+02:00,12.0,88.0,103.0,18.0,713.0,83.0,1847.0,2284.0
2024-06-10 08:00:00+02:00,12.0,94.0,112.0,20.0,1250.0,83.0,1772.0,2512.0
2024-06-10 09:00:00+02:00,18.0,96.0,123.0,22.0,1565.0,84.0,1609.0,2535.0
2024-06-10 10:00:00+02:00,104.0,91.0,110.0,26.0,2025.0,82.0,1557.0,2583.0
2024-06-10 11:00:00+02:00,144.0,84.0,107.0,21.0,1991.0,83.0,1522.0,2586.0
2024-06-10 12:00:00+02:00,152.0,83.0,106.0,19.0,2057.0,83.0,1458.0,2496.0
2024-06-10 13:00:00+02:00,166.0,78.0,104.0,17.0,2103.0,82.0,1313.0,2371.0
2024-06-10 14:00:00+02:00,164.0,79.0,104.0,17.0,2082.0,79.0,1136.0,2251.0
2024-06-10 15:00:00+02:00,168.0,80.0,104.0,17.0,1940.0,80.0,1031.0,2078.0
2024-06-10 16:00:00+02:00,187.0,83.0,108.0,18.0,1645.0,87.0,1033.0,1868.0
2024-06-10 17:00:00+02:00,253.0,93.0,120.0,20.0,1276.0,90.0,1193.0,1660.0
2024-06-10 18:00:00+02:00,363.0,134.0,133.0,23.0,925.0,92.0,1299.0,1486.0
2024-06-10 19:00:00+02:00,408.0,124.0,136.0,23.0,526.0,90.0,1163.0,1328.0
2024-06-10 20:00:00+02:00,338.0,120.0,129.0,22.0,196.0,88.0,1043.0,1104.0
2024-06-10 21:00:00+02:00,289.0,121.0,138.0,24.0,40.0,89.0,1119.0,940.0
2024-06-10 22:00:00+02:00,238.0,114.0,133.0,23.0,0.0,88.0,1087.0,788.0
2024-06-10 23:00:00+02:00,183.0,99.0,125.0,21.0,0.0,89.0,822.0,728.0
2024-06-11 00:00:00+02:00,205.0,94.0,123.0,21.0,0.0,91.0,676.0,653.0
2024-06-11 01:00:00+02:00,223.0,90.0,122.0,20.0,0.0,92.0,735.0,627.0
2024-06-11 02:00:00+02:00,188.0,89.0,120.0,20.0,0.0,90.0,756.0,633.0
2024-06-11 03:00:00+02:00,186.0,89.0,119.0,20.0,0.0,91.0,904.0,667.0
2024-06-11 04:00:00+02:00,188.0,89.0,122.0,20.0,1.0,91.0,895.0,714.0
2024-06-11 05:00:00+02:00,249.0,86.0,117.0,20.0,37.0,89.0,969.0,728.0
2024-06-11 06:00:00+02:00,270.0,95.0,118.0,20.0,171.0,86.0,1070.0,730.0
2024-06-11 07:00:00+02:00,290.0,101.0,122.0,20.0,350.0,86.0,1106.0,776.0
2024-06-11 08:00:00+02:00,252.0,103.0,127.0,24.0,604.0,86.0,1086.0,849.0
2024-06-11 09:00:00+02:00,307.0,105.0,134.0,30.0,825.0,87.0,1165.0,881.0
2024-06-11 10:00:00+02:00,267.0,96.0,133.0,29.0,1041.0,82.0,1352.0,946.0
2024-06-11 11:00:00+02:00,278.0,89.0,131.0,27.0,1237.0,85.0,1314.0,1036.0
2024-06-11 12:00:00+02:00,271.0,91.0,135.0,22.0,1289.0,82.0,1131.0,1141.0
2024-06-11 13:00:00+02:00,279.0,91.0,134.0,22.0,1357.0,82.0,1392.0,1157.0
2024-06-11 14:00:00+02:00,277.0,86.0,129.0,20.0,1431.0,82.0,1471.0,1261.0
2024-06-11 15:00:00+02:00,276.0,86.0,127.0,20.0,1390.0,86.0,1531.0,1346.0
2024-06-11 16:00:00+02:00,274.0,86.0,126.0,20.0,1431.0,86.0,1522.0,1409.0
2024-06-11 17:00:00+02:00,293.0,96.0,130.0,21.0,1118.0,85.0,1500.0,1434.0
2024-06-11 18:00:00+02:00,357.0,113.0,146.0,24.0,806.0,85.0,1584.0,1435.0
2024-06-11 19:00:00+02:00,402.0,122.0,151.0,25.0,400.0,86.0,1740.0,1384.0
2024-06-11 20:00:00+02:00,402.0,125.0,155.0,26.0,137.0,88.0,1751.0,1335.0
2024-06-11 21:00:00+02:00,384.0,126.0,156.0,26.0,29.0,88.0,1801.0,1204.0
2024-06-11 22:00:00+02:00,330.0,114.0,145.0,24.0,0.0,88.0,1929.0,1224.0
