,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2023-01-01 02:00:00+02:00,19.0,1748.0,360.0,72.0,0.0,57.0,9.0,2167.0,0.0,4.0,49.0
2023-01-01 03:00:00+02:00,20.0,1589.0,359.0,72.0,0.0,58.0,9.0,2167.0,0.0,4.0,51.0
2023-01-01 04:00:00+02:00,20.0,1590.0,360.0,71.0,0.0,58.0,9.0,2168.0,0.0,4.0,55.0
2023-01-01 05:00:00+02:00,20.0,1580.0,361.0,70.0,0.0,58.0,9.0,2167.0,0.0,5.0,52.0
2023-01-01 06:00:00+02:00,20.0,1587.0,360.0,71.0,0.0,71.0,9.0,2168.0,0.0,5.0,52.0
2023-01-01 07:00:00+02:00,20.0,1583.0,359.0,72.0,0.0,69.0,9.0,2168.0,0.0,5.0,49.0
2023-01-01 08:00:00+02:00,20.0,1579.0,360.0,72.0,0.0,78.0,9.0,2167.0,40.0,4.0,47.0
2023-01-01 09:00:00+02:00,19.0,1581.0,356.0,71.0,0.0,88.0,9.0,2169.0,162.0,4.0,45.0
2023-01-01 10:00:00+02:00,20.0,1581.0,356.0,71.0,0.0,100.0,9.0,2167.0,273.0,4.0,28.0
2023-01-01 11:00:00+02:00,20.0,1583.0,353.0,69.0,0.0,95.0,9.0,2167.0,342.0,4.0,22.0
2023-01-01 12:00:00+02:00,20.0,1586.0,360.0,70.0,0.0,92.0,9.0,2167.0,360.0,4.0,30.0
2023-01-01 13:00:00+02:00,19.0,1581.0,360.0,71.0,0.0,92.0,9.0,2168.0,338.0,4.0,28.0
2023-01-01 14:00:00+02:00,18.0,1582.0,360.0,72.0,0.0,87.0,9.0,2166.0,266.0,4.0,40.0
2023-01-01 15:00:00+02:00,20.0,1581.0,359.0,72.0,0.0,74.0,9.0,2166.0,140.0,4.0,49.0
2023-01-01 16:00:00+02:00,20.0,1581.0,360.0,72.0,0.0,139.0,9.0,2166.0,24.0,4.0,52.0
2023-01-01 17:00:00+02:00,20.0,1710.0,354.0,72.0,0.0,156.0,208.0,2165.0,0.0,4.0,58.0
2023-01-01 18:00:00+02:00,19.0,1676.0,354.0,72.0,0.0,159.0,328.0,2165.0,0.0,4.0,60.0
2023-01-01 19:00:00+02:00,20.0,1717.0,357.0,71.0,0.0,160.0,284.0,2166.0,0.0,4.0,71.0
2023-01-01 20:00:00+02:00,33.0,1636.0,359.0,71.0,0.0,162.0,92.0,2166.0,0.0,4.0,191.0
2023-01-01 21:00:00+02:00,31.0,1664.0,357.0,72.0,0.0,138.0,46.0,2166.0,0.0,4.0,195.0
2023-01-01 22:00:00+02:00,31.0,1755.0,356.0,72.0,0.0,115.0,37.0,2168.0,0.0,4.0,163.0
2023-01-01 23:00:00+02:00,31.0,1839.0,357.0,72.0,0.0,79.0,9.0,2165.0,0.0,4.0,181.0
2023-01-02 00:00:00+02:00,32.0,1809.0,358.0,71.0,0.0,73.0,9.0,2165.0,0.0,4.0,178.0
2023-01-02 01:00:00+02:00,32.0,1759.0,359.0,71.0,0.0,101.0,9.0,2165.0,0.0,4.0,160.0
2023-01-02 02:00:00+02:00,32.0,1764.0,358.0,73.0,0.0,90.0,9.0,2166.0,0.0,4.0,183.0
2023-01-02 03:00:00+02:00,31.0,1746.0,359.0,73.0,0.0,69.0,9.0,2166.0,0.0,4.0,198.0
2023-01-02 04:00:00+02:00,32.0,1782.0,359.0,73.0,0.0,71.0,9.0,2167.0,0.0,4.0,144.0
2023-01-02 05:00:00+02:00,32.0,1833.0,359.0,73.0,0.0,71.0,9.0,2166.0,0.0,4.0,133.0
2023-01-02 06:00:00+02:00,33.0,1843.0,360.0,72.0,0.0,78.0,91.0,2166.0,0.0,4.0,135.0
2023-01-02 07:00:00+02:00,32.0,1880.0,361.0,71.0,0.0,110.0,152.0,2167.0,2.0,5.0,112.0
2023-01-02 08:00:00+02:00,33.0,2084.0,362.0,71.0,0.0,115.0,144.0,2167.0,94.0,4.0,115.0
2023-01-02 09:00:00+02:00,33.0,2158.0,362.0,71.0,0.0,121.0,154.0,2167.0,364.0,4.0,118.0
2023-01-02 10:00:00+02:00,33.0,2071.0,360.0,71.0,0.0,121.0,112.0,2167.0,637.0,4.0,101.0
2023-01-02 11:00:00+02:00,32.0,1920.0,360.0,72.0,0.0,104.0,176.0,2168.0,779.0,4.0,110.0
2023-01-02 12:00:00+02:00,33.0,1926.0,360.0,71.0,0.0,104.0,31.0,2167.0,827.0,4.0,104.0
2023-01-02 13:00:00+02:00,34.0,1814.0,362.0,71.0,0.0,95.0,9.0,2166.0,780.0,5.0,93.0
2023-01-02 14:00:00+02:00,34.0,1808.0,360.0,71.0,0.0,96.0,9.0,2166.0,594.0,4.0,135.0
2023-01-02 15:00:00+02:00,33.0,1852.0,361.0,70.0,0.0,103.0,42.0,2166.0,295.0,4.0,140.0
2023-01-02 16:00:00+02:00,34.0,1981.0,365.0,72.0,0.0,124.0,321.0,2166.0,47.0,5.0,153.0
2023-01-02 17:00:00+02:00,33.0,2048.0,364.0,72.0,0.0,145.0,719.0,2166.0,0.0,5.0,158.0
2023-01-02 18:00:00+02:00,31.0,2077.0,363.0,70.0,0.0,172.0,926.0,2165.0,0.0,4.0,189.0
2023-01-02 19:00:00+02:00,32.0,2106.0,367.0,69.0,0.0,179.0,877.0,2167.0,0.0,4.0,234.0
2023-01-02 20:00:00+02:00,32.0,2182.0,366.0,70.0,0.0,173.0,705.0,2167.0,0.0,4.0,287.0
2023-01-02 21:00:00+02:00,31.0,2235.0,367.0,71.0,0.0,161.0,477.0,2167.0,0.0,4.0,295.0
2023-01-02 22:00:00+02:00,32.0,2082.0,368.0,70.0,0.0,159.0,356.0,2166.0,0.0,5.0,314.0
2023-01-02 23:00:00+02:00,32.0,1836.0,366.0,70.0,0.0,122.0,76.0,2168.0,0.0,4.0,268.0
2023-01-03 00:00:00+02:00,31.0,1948.0,363.0,70.0,0.0,116.0,9.0,2168.0,0.0,4.0,265.0
2023-01-03 01:00:00+02:00,31.0,1774.0,366.0,70.0,0.0,74.0,9.0,2168.0,0.0,4.0,249.0
2023-01-03 02:00:00+02:00,32.0,1801.0,367.0,71.0,0.0,64.0,9.0,2167.0,0.0,4.0,198.0
2023-01-03 03:00:00+02:00,32.0,1838.0,365.0,73.0,0.0,65.0,9.0,2166.0,0.0,4.0,151.0
2023-01-03 04:00:00+02:00,31.0,1890.0,366.0,73.0,0.0,67.0,9.0,2166.0,0.0,4.0,125.0
2023-01-03 05:00:00+02:00,32.0,1995.0,368.0,72.0,0.0,67.0,9.0,2166.0,0.0,3.0,94.0
2023-01-03 06:00:00+02:00,31.0,2200.0,369.0,72.0,0.0,72.0,9.0,2166.0,0.0,3.0,67.0
2023-01-03 07:00:00+02:00,32.0,2491.0,368.0,72.0,0.0,89.0,73.0,2166.0,1.0,4.0,48.0
2023-01-03 08:00:00+02:00,32.0,2569.0,364.0,71.0,0.0,139.0,333.0,2165.0,116.0,4.0,45.0
2023-01-03 09:00:00+02:00,32.0,2617.0,364.0,70.0,0.0,148.0,303.0,2166.0,427.0,4.0,48.0
2023-01-03 10:00:00+02:00,32.0,2593.0,367.0,70.0,0.0,141.0,156.0,2166.0,696.0,3.0,44.0
2023-01-03 11:00:00+02:00,31.0,2587.0,360.0,68.0,0.0,109.0,30.0,2167.0,847.0,3.0,41.0
2023-01-03 12:00:00+02:00,30.0,2554.0,367.0,69.0,0.0,85.0,9.0,2166.0,880.0,4.0,42.0
2023-01-03 13:00:00+02:00,31.0,2476.0,362.0,69.0,0.0,77.0,9.0,2166.0,829.0,5.0,41.0
2023-01-03 14:00:00+02:00,32.0,2590.0,368.0,69.0,0.0,82.0,9.0,2166.0,656.0,5.0,49.0
2023-01-03 15:00:00+02:00,33.0,2659.0,369.0,70.0,0.0,139.0,9.0,2166.0,357.0,4.0,44.0
2023-01-03 16:00:00+02:00,33.0,2750.0,369.0,70.0,0.0,172.0,27.0,2165.0,55.0,3.0,44.0
2023-01-03 17:00:00+02:00,34.0,2797.0,366.0,71.0,0.0,199.0,296.0,2164.0,0.0,4.0,47.0
2023-01-03 18:00:00+02:00,33.0,2870.0,368.0,71.0,0.0,205.0,617.0,2166.0,0.0,4.0,62.0
2023-01-03 19:00:00+02:00,32.0,2875.0,370.0,72.0,0.0,195.0,645.0,2166.0,0.0,3.0,125.0
2023-01-03 20:00:00+02:00,32.0,2817.0,369.0,70.0,0.0,148.0,398.0,2167.0,0.0,4.0,281.0
2023-01-03 21:00:00+02:00,32.0,2653.0,368.0,70.0,0.0,128.0,270.0,2167.0,0.0,3.0,285.0
2023-01-03 22:00:00+02:00,31.0,2477.0,365.0,69.0,0.0,123.0,9.0,2166.0,0.0,3.0,227.0
2023-01-03 23:00:00+02:00,32.0,2444.0,362.0,69.0,0.0,86.0,9.0,2167.0,0.0,3.0,230.0
2023-01-04 00:00:00+02:00,33.0,2315.0,364.0,71.0,0.0,66.0,9.0,2167.0,0.0,3.0,220.0
2023-01-04 01:00:00+02:00,33.0,2329.0,364.0,70.0,0.0,64.0,9.0,2167.0,0.0,3.0,222.0
2023-01-04 02:00:00+02:00,32.0,2153.0,365.0,70.0,0.0,61.0,9.0,2165.0,0.0,4.0,268.0
2023-01-04 03:00:00+02:00,32.0,2110.0,365.0,70.0,0.0,61.0,9.0,2165.0,0.0,4.0,362.0
2023-01-04 04:00:00+02:00,32.0,2160.0,361.0,70.0,0.0,62.0,9.0,2165.0,0.0,4.0,371.0
2023-01-04 05:00:00+02:00,32.0,2109.0,366.0,71.0,0.0,66.0,9.0,2165.0,0.0,4.0,324.0
2023-01-04 06:00:00+02:00,33.0,2212.0,365.0,72.0,0.0,68.0,9.0,2165.0,0.0,4.0,309.0
2023-01-04 07:00:00+02:00,32.0,2717.0,364.0,71.0,0.0,143.0,10.0,2164.0,1.0,4.0,253.0
2023-01-04 08:00:00+02:00,33.0,2815.0,365.0,71.0,0.0,182.0,14.0,2166.0,80.0,4.0,233.0
2023-01-04 09:00:00+02:00,34.0,2939.0,364.0,71.0,0.0,193.0,64.0,2166.0,307.0,4.0,145.0
2023-01-04 10:00:00+02:00,34.0,2880.0,348.0,71.0,0.0,191.0,59.0,2166.0,490.0,4.0,108.0
2023-01-04 11:00:00+02:00,34.0,2900.0,330.0,71.0,0.0,167.0,43.0,2166.0,587.0,4.0,111.0
2023-01-04 12:00:00+02:00,34.0,2895.0,336.0,71.0,0.0,129.0,34.0,2166.0,563.0,4.0,110.0
2023-01-04 13:00:00+02:00,33.0,2926.0,332.0,71.0,0.0,121.0,34.0,2166.0,470.0,4.0,124.0
2023-01-04 14:00:00+02:00,33.0,2944.0,332.0,71.0,0.0,120.0,13.0,2166.0,302.0,4.0,145.0
2023-01-04 15:00:00+02:00,33.0,2921.0,347.0,71.0,0.0,161.0,9.0,2166.0,160.0,4.0,111.0
2023-01-04 16:00:00+02:00,34.0,2910.0,377.0,73.0,0.0,180.0,29.0,2166.0,34.0,4.0,85.0
2023-01-04 17:00:00+02:00,34.0,2914.0,378.0,73.0,0.0,209.0,428.0,2165.0,0.0,4.0,50.0
2023-01-04 18:00:00+02:00,35.0,2899.0,377.0,72.0,0.0,217.0,707.0,2166.0,0.0,4.0,33.0
2023-01-04 19:00:00+02:00,33.0,2947.0,380.0,69.0,0.0,217.0,684.0,2166.0,0.0,4.0,13.0
2023-01-04 20:00:00+02:00,34.0,2943.0,379.0,68.0,0.0,209.0,557.0,2166.0,0.0,4.0,15.0
2023-01-04 21:00:00+02:00,33.0,2768.0,375.0,68.0,0.0,178.0,563.0,2165.0,0.0,4.0,7.0
2023-01-04 22:00:00+02:00,33.0,2859.0,366.0,70.0,0.0,133.0,276.0,2167.0,0.0,4.0,7.0
2023-01-04 23:00:00+02:00,33.0,2699.0,365.0,70.0,0.0,120.0,47.0,2166.0,0.0,4.0,6.0
2023-01-05 00:00:00+02:00,33.0,2188.0,364.0,70.0,0.0,69.0,9.0,2167.0,0.0,4.0,19.0
2023-01-05 01:00:00+02:00,33.0,2353.0,366.0,71.0,0.0,71.0,9.0,2167.0,0.0,4.0,33.0
2023-01-05 02:00:00+02:00,33.0,2134.0,363.0,71.0,0.0,69.0,9.0,2167.0,0.0,3.0,49.0
2023-01-05 03:00:00+02:00,34.0,2111.0,363.0,71.0,0.0,67.0,9.0,2167.0,0.0,3.0,76.0
2023-01-05 04:00:00+02:00,33.0,2169.0,363.0,72.0,0.0,69.0,9.0,2168.0,0.0,4.0,97.0
2023-01-05 05:00:00+02:00,34.0,2123.0,361.0,72.0,0.0,69.0,9.0,2168.0,0.0,4.0,126.0
2023-01-05 06:00:00+02:00,33.0,2160.0,364.0,71.0,0.0,72.0,10.0,2166.0,0.0,4.0,150.0
2023-01-05 07:00:00+02:00,32.0,2209.0,362.0,70.0,0.0,106.0,26.0,2167.0,1.0,4.0,214.0
2023-01-05 08:00:00+02:00,32.0,2148.0,364.0,70.0,0.0,145.0,26.0,2166.0,70.0,5.0,208.0
2023-01-05 09:00:00+02:00,32.0,2449.0,365.0,70.0,0.0,154.0,79.0,2167.0,283.0,5.0,174.0
2023-01-05 10:00:00+02:00,31.0,2457.0,364.0,70.0,0.0,159.0,10.0,2167.0,577.0,5.0,176.0
2023-01-05 11:00:00+02:00,32.0,2329.0,357.0,69.0,0.0,136.0,9.0,2165.0,741.0,4.0,153.0
2023-01-05 12:00:00+02:00,33.0,2332.0,362.0,69.0,0.0,96.0,9.0,2166.0,757.0,4.0,140.0
2023-01-05 13:00:00+02:00,32.0,2267.0,359.0,70.0,0.0,89.0,9.0,2166.0,679.0,4.0,132.0
2023-01-05 14:00:00+02:00,33.0,2303.0,359.0,69.0,0.0,84.0,9.0,2166.0,548.0,4.0,102.0
2023-01-05 15:00:00+02:00,33.0,2583.0,360.0,69.0,0.0,169.0,9.0,2166.0,254.0,4.0,117.0
2023-01-05 16:00:00+02:00,34.0,2498.0,361.0,71.0,0.0,192.0,14.0,2166.0,54.0,4.0,145.0
2023-01-05 17:00:00+02:00,34.0,2755.0,362.0,67.0,0.0,204.0,326.0,2167.0,0.0,4.0,199.0
2023-01-05 18:00:00+02:00,33.0,2761.0,363.0,67.0,0.0,218.0,629.0,2166.0,0.0,4.0,245.0
2023-01-05 19:00:00+02:00,34.0,2744.0,362.0,64.0,0.0,217.0,681.0,2167.0,0.0,4.0,267.0
2023-01-05 20:00:00+02:00,34.0,2699.0,361.0,65.0,0.0,217.0,562.0,2167.0,0.0,4.0,350.0
2023-01-05 21:00:00+02:00,34.0,2727.0,359.0,63.0,0.0,184.0,359.0,2166.0,0.0,4.0,406.0
2023-01-05 22:00:00+02:00,34.0,2685.0,357.0,63.0,0.0,147.0,224.0,2168.0,0.0,4.0,465.0
2023-01-05 23:00:00+02:00,34.0,2512.0,357.0,62.0,0.0,87.0,29.0,2167.0,0.0,4.0,578.0
2023-01-06 00:00:00+02:00,22.0,2137.0,354.0,64.0,0.0,61.0,9.0,2166.0,0.0,4.0,318.0
2023-01-06 01:00:00+02:00,20.0,2197.0,355.0,65.0,0.0,56.0,9.0,2166.0,0.0,4.0,322.0
2023-01-06 02:00:00+02:00,21.0,2125.0,354.0,65.0,0.0,54.0,9.0,2166.0,0.0,4.0,334.0
2023-01-06 03:00:00+02:00,20.0,2102.0,354.0,63.0,0.0,55.0,9.0,2167.0,0.0,4.0,324.0
2023-01-06 04:00:00+02:00,20.0,2090.0,355.0,63.0,0.0,57.0,9.0,2167.0,0.0,4.0,331.0
2023-01-06 05:00:00+02:00,21.0,2087.0,355.0,61.0,0.0,58.0,9.0,2167.0,0.0,4.0,308.0
2023-01-06 06:00:00+02:00,20.0,2195.0,357.0,61.0,0.0,64.0,48.0,2166.0,0.0,4.0,296.0
2023-01-06 07:00:00+02:00,20.0,2163.0,356.0,62.0,0.0,93.0,25.0,2167.0,0.0,4.0,315.0
2023-01-06 08:00:00+02:00,20.0,2271.0,353.0,64.0,0.0,154.0,18.0,2168.0,65.0,4.0,326.0
2023-01-06 09:00:00+02:00,20.0,2373.0,346.0,64.0,0.0,188.0,57.0,2167.0,257.0,4.0,310.0
2023-01-06 10:00:00+02:00,21.0,2212.0,346.0,64.0,0.0,164.0,16.0,2169.0,395.0,5.0,289.0
2023-01-06 11:00:00+02:00,19.0,2184.0,346.0,63.0,0.0,121.0,19.0,2169.0,447.0,5.0,248.0
2023-01-06 12:00:00+02:00,19.0,2139.0,349.0,64.0,0.0,81.0,12.0,2167.0,452.0,4.0,213.0
2023-01-06 13:00:00+02:00,19.0,2132.0,358.0,63.0,0.0,75.0,9.0,2167.0,445.0,4.0,162.0
2023-01-06 14:00:00+02:00,21.0,2144.0,357.0,63.0,0.0,72.0,9.0,2167.0,362.0,5.0,75.0
2023-01-06 15:00:00+02:00,21.0,2369.0,351.0,63.0,0.0,111.0,9.0,2168.0,217.0,5.0,61.0
2023-01-06 16:00:00+02:00,21.0,2591.0,355.0,63.0,0.0,175.0,21.0,2167.0,46.0,4.0,68.0
2023-01-06 17:00:00+02:00,21.0,2733.0,353.0,62.0,0.0,188.0,342.0,2167.0,0.0,4.0,73.0
2023-01-06 18:00:00+02:00,21.0,2774.0,355.0,62.0,0.0,200.0,592.0,2167.0,0.0,4.0,82.0
2023-01-06 19:00:00+02:00,21.0,2741.0,357.0,63.0,0.0,200.0,595.0,2167.0,0.0,4.0,80.0
2023-01-06 20:00:00+02:00,19.0,2686.0,361.0,62.0,0.0,191.0,486.0,2168.0,0.0,4.0,70.0
2023-01-06 21:00:00+02:00,18.0,2656.0,357.0,64.0,0.0,133.0,316.0,2168.0,0.0,4.0,85.0
2023-01-06 22:00:00+02:00,19.0,2709.0,358.0,64.0,0.0,106.0,209.0,2167.0,0.0,4.0,80.0
2023-01-06 23:00:00+02:00,19.0,2425.0,358.0,64.0,0.0,67.0,9.0,2166.0,0.0,4.0,69.0
2023-01-07 00:00:00+02:00,18.0,2346.0,358.0,63.0,0.0,59.0,9.0,2167.0,0.0,4.0,44.0
2023-01-07 01:00:00+02:00,18.0,2252.0,359.0,64.0,0.0,58.0,9.0,2168.0,0.0,4.0,41.0
2023-01-07 02:00:00+02:00,18.0,2250.0,360.0,65.0,0.0,51.0,9.0,2168.0,0.0,4.0,28.0
2023-01-07 03:00:00+02:00,19.0,2258.0,361.0,65.0,0.0,52.0,9.0,2167.0,0.0,4.0,30.0
2023-01-07 04:00:00+02:00,18.0,2223.0,361.0,65.0,0.0,54.0,9.0,2167.0,0.0,4.0,53.0
2023-01-07 05:00:00+02:00,19.0,2233.0,363.0,64.0,0.0,56.0,9.0,2167.0,0.0,4.0,54.0
2023-01-07 06:00:00+02:00,18.0,2261.0,362.0,63.0,0.0,60.0,9.0,2168.0,0.0,4.0,54.0
2023-01-07 07:00:00+02:00,18.0,2540.0,360.0,63.0,0.0,81.0,9.0,2168.0,0.0,4.0,59.0
2023-01-07 08:00:00+02:00,20.0,2903.0,360.0,62.0,0.0,169.0,9.0,2167.0,68.0,4.0,59.0
2023-01-07 09:00:00+02:00,19.0,2947.0,360.0,62.0,0.0,175.0,9.0,2167.0,263.0,4.0,53.0
2023-01-07 10:00:00+02:00,20.0,2858.0,358.0,62.0,0.0,174.0,14.0,2169.0,398.0,4.0,29.0
2023-01-07 11:00:00+02:00,19.0,2650.0,354.0,63.0,0.0,103.0,12.0,2168.0,458.0,4.0,22.0
2023-01-07 12:00:00+02:00,19.0,2523.0,353.0,64.0,0.0,63.0,9.0,2168.0,467.0,4.0,7.0
2023-01-07 13:00:00+02:00,19.0,2467.0,360.0,64.0,0.0,103.0,9.0,2167.0,444.0,4.0,5.0
2023-01-07 14:00:00+02:00,19.0,2376.0,360.0,64.0,0.0,100.0,9.0,2167.0,372.0,4.0,9.0
2023-01-07 15:00:00+02:00,18.0,2759.0,354.0,65.0,0.0,120.0,9.0,2167.0,235.0,4.0,6.0
2023-01-07 16:00:00+02:00,18.0,2720.0,354.0,65.0,0.0,166.0,27.0,2168.0,50.0,4.0,9.0
2023-01-07 17:00:00+02:00,19.0,3019.0,360.0,65.0,0.0,180.0,215.0,2167.0,0.0,4.0,8.0
2023-01-07 18:00:00+02:00,19.0,3057.0,360.0,65.0,0.0,197.0,450.0,2166.0,0.0,4.0,7.0
2023-01-07 19:00:00+02:00,18.0,3030.0,360.0,62.0,0.0,196.0,385.0,2166.0,0.0,4.0,4.0
2023-01-07 20:00:00+02:00,33.0,3024.0,375.0,64.0,0.0,209.0,200.0,2165.0,0.0,4.0,2.0
2023-01-07 21:00:00+02:00,32.0,2967.0,365.0,64.0,0.0,180.0,59.0,2169.0,0.0,5.0,2.0
2023-01-07 22:00:00+02:00,32.0,2925.0,362.0,64.0,0.0,148.0,9.0,2169.0,0.0,4.0,2.0
2023-01-07 23:00:00+02:00,31.0,2801.0,363.0,64.0,0.0,94.0,9.0,2167.0,0.0,4.0,1.0
2023-01-08 00:00:00+02:00,32.0,2505.0,363.0,67.0,0.0,82.0,9.0,2169.0,0.0,4.0,9.0
2023-01-08 01:00:00+02:00,32.0,2461.0,365.0,68.0,0.0,82.0,9.0,2168.0,0.0,4.0,11.0
2023-01-08 02:00:00+02:00,32.0,2423.0,364.0,69.0,0.0,80.0,9.0,2171.0,0.0,4.0,11.0
2023-01-08 03:00:00+02:00,32.0,2415.0,365.0,69.0,0.0,76.0,9.0,2170.0,0.0,4.0,9.0
2023-01-08 04:00:00+02:00,32.0,2331.0,364.0,69.0,0.0,68.0,9.0,2170.0,0.0,4.0,11.0
2023-01-08 05:00:00+02:00,32.0,2379.0,368.0,65.0,0.0,68.0,9.0,2167.0,0.0,4.0,20.0
2023-01-08 06:00:00+02:00,32.0,2378.0,367.0,67.0,0.0,75.0,9.0,2168.0,0.0,4.0,24.0
2023-01-08 07:00:00+02:00,32.0,2453.0,368.0,67.0,0.0,89.0,9.0,2168.0,2.0,4.0,26.0
2023-01-08 08:00:00+02:00,32.0,2506.0,368.0,67.0,0.0,110.0,9.0,2170.0,122.0,4.0,41.0
2023-01-08 09:00:00+02:00,32.0,2387.0,369.0,67.0,0.0,121.0,9.0,2170.0,453.0,4.0,61.0
2023-01-08 10:00:00+02:00,33.0,2299.0,366.0,67.0,0.0,118.0,9.0,2169.0,715.0,4.0,39.0
2023-01-08 11:00:00+02:00,32.0,2272.0,360.0,68.0,0.0,94.0,9.0,2169.0,853.0,5.0,41.0
2023-01-08 12:00:00+02:00,32.0,2246.0,362.0,68.0,0.0,74.0,9.0,2170.0,896.0,5.0,59.0
2023-01-08 13:00:00+02:00,32.0,2288.0,363.0,68.0,0.0,72.0,9.0,2170.0,848.0,5.0,64.0
2023-01-08 14:00:00+02:00,33.0,2253.0,365.0,68.0,0.0,71.0,9.0,2169.0,695.0,5.0,85.0
2023-01-08 15:00:00+02:00,32.0,2258.0,368.0,69.0,0.0,80.0,9.0,2169.0,395.0,4.0,81.0
2023-01-08 16:00:00+02:00,32.0,2393.0,365.0,69.0,0.0,110.0,23.0,2167.0,78.0,4.0,66.0
2023-01-08 17:00:00+02:00,32.0,3012.0,365.0,69.0,0.0,119.0,369.0,2167.0,0.0,4.0,83.0
2023-01-08 18:00:00+02:00,32.0,3103.0,366.0,68.0,0.0,159.0,670.0,2167.0,0.0,3.0,118.0
2023-01-08 19:00:00+02:00,33.0,2946.0,373.0,66.0,0.0,171.0,474.0,2167.0,0.0,3.0,161.0
2023-01-08 20:00:00+02:00,32.0,2867.0,373.0,67.0,0.0,167.0,215.0,2167.0,0.0,3.0,199.0
2023-01-08 21:00:00+02:00,32.0,2464.0,371.0,66.0,0.0,134.0,77.0,2166.0,0.0,4.0,223.0
2023-01-08 22:00:00+02:00,33.0,2518.0,372.0,66.0,0.0,86.0,9.0,2168.0,0.0,4.0,239.0
2023-01-08 23:00:00+02:00,32.0,2505.0,371.0,66.0,0.0,68.0,9.0,2168.0,0.0,4.0,254.0
2023-01-09 00:00:00+02:00,31.0,2390.0,371.0,67.0,0.0,65.0,9.0,2168.0,0.0,3.0,291.0
2023-01-09 01:00:00+02:00,30.0,2565.0,373.0,69.0,0.0,61.0,9.0,2168.0,0.0,4.0,260.0
2023-01-09 02:00:00+02:00,31.0,2469.0,371.0,67.0,0.0,57.0,9.0,2169.0,0.0,4.0,274.0
2023-01-09 03:00:00+02:00,33.0,2445.0,371.0,67.0,0.0,56.0,9.0,2168.0,0.0,4.0,297.0
2023-01-09 04:00:00+02:00,33.0,2443.0,371.0,67.0,0.0,57.0,9.0,2168.0,0.0,3.0,322.0
2023-01-09 05:00:00+02:00,32.0,2396.0,371.0,65.0,0.0,58.0,9.0,2168.0,0.0,4.0,340.0
2023-01-09 06:00:00+02:00,33.0,2503.0,372.0,65.0,0.0,68.0,40.0,2167.0,0.0,4.0,371.0
2023-01-09 07:00:00+02:00,33.0,2667.0,372.0,66.0,0.0,101.0,101.0,2169.0,1.0,4.0,353.0
2023-01-09 08:00:00+02:00,32.0,3160.0,368.0,67.0,0.0,155.0,201.0,2169.0,38.0,4.0,332.0
2023-01-09 09:00:00+02:00,32.0,3237.0,369.0,67.0,0.0,161.0,258.0,2168.0,141.0,5.0,352.0
2023-01-09 10:00:00+02:00,32.0,3200.0,369.0,67.0,0.0,157.0,213.0,2168.0,255.0,5.0,368.0
2023-01-09 11:00:00+02:00,31.0,3223.0,364.0,69.0,0.0,143.0,44.0,2169.0,359.0,5.0,398.0
2023-01-09 12:00:00+02:00,31.0,3222.0,367.0,68.0,0.0,115.0,44.0,2170.0,427.0,4.0,368.0
2023-01-09 13:00:00+02:00,32.0,3203.0,369.0,67.0,0.0,98.0,104.0,2169.0,426.0,4.0,327.0
2023-01-09 14:00:00+02:00,33.0,3196.0,370.0,67.0,0.0,96.0,107.0,2169.0,337.0,4.0,309.0
2023-01-09 15:00:00+02:00,32.0,3225.0,373.0,67.0,0.0,133.0,71.0,2168.0,161.0,4.0,286.0
2023-01-09 16:00:00+02:00,32.0,3218.0,372.0,67.0,0.0,182.0,12.0,2169.0,26.0,4.0,336.0
2023-01-09 17:00:00+02:00,32.0,3257.0,370.0,67.0,0.0,196.0,191.0,2169.0,0.0,4.0,445.0
2023-01-09 18:00:00+02:00,33.0,3098.0,372.0,67.0,0.0,204.0,487.0,2169.0,0.0,4.0,483.0
2023-01-09 19:00:00+02:00,32.0,3164.0,374.0,66.0,0.0,208.0,580.0,2168.0,0.0,4.0,446.0
2023-01-09 20:00:00+02:00,31.0,3097.0,375.0,67.0,0.0,204.0,384.0,2169.0,0.0,4.0,472.0
2023-01-09 21:00:00+02:00,31.0,3106.0,372.0,67.0,0.0,163.0,211.0,2170.0,0.0,4.0,485.0
2023-01-09 22:00:00+02:00,31.0,3032.0,368.0,67.0,0.0,82.0,78.0,2168.0,0.0,4.0,519.0
2023-01-09 23:00:00+02:00,30.0,2434.0,372.0,67.0,0.0,70.0,9.0,2169.0,0.0,4.0,577.0
2023-01-10 00:00:00+02:00,31.0,2432.0,370.0,67.0,0.0,65.0,9.0,2169.0,0.0,4.0,578.0
2023-01-10 01:00:00+02:00,32.0,2432.0,371.0,68.0,0.0,65.0,9.0,2169.0,0.0,4.0,589.0
2023-01-10 02:00:00+02:00,32.0,2431.0,371.0,68.0,0.0,62.0,9.0,2168.0,0.0,4.0,597.0
2023-01-10 03:00:00+02:00,33.0,2403.0,368.0,68.0,0.0,62.0,9.0,2167.0,0.0,4.0,576.0
2023-01-10 04:00:00+02:00,33.0,2385.0,368.0,68.0,0.0,62.0,9.0,2168.0,0.0,4.0,566.0
2023-01-10 05:00:00+02:00,32.0,2489.0,371.0,66.0,0.0,67.0,9.0,2170.0,0.0,4.0,534.0
