,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Gas_Actual Consumption,Fossil Hard coal_Actual Aggregated,Fossil Hard coal_Actual Consumption,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Hydro Run-of-river and poundage_Actual Consumption,Hydro Water Reservoir_Actual Aggregated,Hydro Water Reservoir_Actual Consumption,Other_Actual Aggregated,Solar_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Onshore_Actual Aggregated
2023-01-02 04:00:00+00:00,345.0,379.0,15.0,0.0,0.0,840.0,389.0,1397.0,0.0,834.0,0.0,23.0,0.0,2.0,941.0
2023-01-02 05:00:00+00:00,349.0,797.0,3.0,0.0,0.0,890.0,84.0,1484.0,0.0,934.0,0.0,24.0,0.0,1.0,914.0
2023-01-02 06:00:00+00:00,354.0,1070.0,2.0,0.0,0.0,845.0,165.0,1579.0,1.0,1014.0,0.0,24.0,0.0,0.0,885.0
2023-01-02 07:00:00+00:00,346.0,1259.0,2.0,0.0,0.0,1462.0,61.0,1820.0,0.0,1169.0,0.0,25.0,1.0,0.0,697.0
2023-01-02 08:00:00+00:00,338.0,1368.0,2.0,0.0,0.0,1648.0,60.0,2052.0,0.0,1314.0,0.0,25.0,107.0,1.0,552.0
2023-01-02 09:00:00+00:00,334.0,1551.0,2.0,0.0,0.0,1631.0,62.0,2043.0,0.0,1295.0,0.0,24.0,366.0,1.0,345.0
2023-01-02 10:00:00+00:00,338.0,1622.0,2.0,0.0,0.0,1387.0,243.0,1929.0,0.0,1274.0,0.0,23.0,591.0,2.0,227.0
2023-01-02 11:00:00+00:00,341.0,1402.0,2.0,0.0,0.0,1434.0,289.0,2085.0,0.0,1280.0,0.0,24.0,838.0,1.0,233.0
2023-01-02 12:00:00+00:00,346.0,1386.0,2.0,0.0,0.0,1454.0,298.0,2104.0,0.0,1256.0,0.0,25.0,981.0,0.0,256.0
2023-01-02 13:00:00+00:00,353.0,1408.0,2.0,0.0,0.0,1455.0,345.0,2090.0,0.0,1308.0,0.0,28.0,915.0,0.0,215.0
2023-01-02 14:00:00+00:00,347.0,1412.0,2.0,0.0,0.0,1451.0,244.0,2081.0,0.0,1301.0,0.0,27.0,826.0,0.0,190.0
2023-01-02 15:00:00+00:00,349.0,1482.0,2.0,0.0,0.0,1520.0,59.0,2066.0,0.0,1334.0,0.0,28.0,623.0,0.0,238.0
2023-01-02 16:00:00+00:00,344.0,1490.0,2.0,0.0,0.0,1904.0,1.0,2184.0,0.0,1316.0,0.0,27.0,238.0,0.0,259.0
2023-01-02 17:00:00+00:00,342.0,1570.0,2.0,0.0,0.0,1872.0,1.0,2238.0,0.0,1279.0,0.0,25.0,9.0,0.0,337.0
2023-01-02 18:00:00+00:00,348.0,1565.0,1.0,0.0,0.0,2014.0,1.0,2241.0,0.0,1267.0,0.0,26.0,0.0,0.0,372.0
2023-01-02 19:00:00+00:00,348.0,1572.0,2.0,0.0,0.0,1961.0,1.0,2084.0,0.0,1294.0,0.0,26.0,0.0,0.0,344.0
2023-01-02 20:00:00+00:00,352.0,1570.0,2.0,0.0,0.0,1818.0,1.0,2087.0,0.0,1289.0,0.0,28.0,0.0,0.0,370.0
2023-01-02 21:00:00+00:00,353.0,1554.0,2.0,0.0,0.0,1641.0,1.0,2089.0,0.0,1288.0,0.0,28.0,0.0,0.0,391.0
2023-01-02 22:00:00+00:00,353.0,1421.0,4.0,0.0,0.0,1414.0,1.0,2093.0,0.0,1229.0,0.0,26.0,0.0,0.0,353.0
2023-01-02 23:00:00+00:00,350.0,1176.0,8.0,0.0,0.0,679.0,35.0,1915.0,0.0,1132.0,0.0,25.0,0.0,1.0,405.0
2023-01-03 00:00:00+00:00,339.0,1097.0,8.0,0.0,0.0,668.0,461.0,1885.0,0.0,1169.0,0.0,26.0,0.0,1.0,441.0
2023-01-03 01:00:00+00:00,339.0,1108.0,7.0,0.0,0.0,619.0,687.0,1885.0,0.0,1079.0,0.0,26.0,0.0,2.0,468.0
2023-01-03 02:00:00+00:00,343.0,1099.0,6.0,0.0,0.0,568.0,946.0,1891.0,0.0,1086.0,0.0,26.0,0.0,4.0,528.0
2023-01-03 03:00:00+00:00,343.0,1105.0,10.0,0.0,0.0,691.0,874.0,2015.0,0.0,1124.0,0.0,27.0,0.0,4.0,593.0
2023-01-03 04:00:00+00:00,340.0,1158.0,7.0,0.0,0.0,684.0,660.0,2017.0,0.0,1299.0,0.0,25.0,0.0,4.0,559.0
2023-01-03 05:00:00+00:00,340.0,1373.0,3.0,0.0,0.0,669.0,135.0,1996.0,0.0,1175.0,0.0,25.0,0.0,4.0,560.0
2023-01-03 06:00:00+00:00,343.0,1567.0,4.0,0.0,0.0,910.0,82.0,2279.0,0.0,1281.0,0.0,24.0,0.0,5.0,555.0
2023-01-03 07:00:00+00:00,346.0,1625.0,2.0,0.0,0.0,1547.0,1.0,2250.0,0.0,1324.0,0.0,26.0,1.0,5.0,499.0
2023-01-03 08:00:00+00:00,346.0,1726.0,3.0,0.0,0.0,2045.0,1.0,2299.0,0.0,1366.0,0.0,27.0,172.0,5.0,442.0
2023-01-03 09:00:00+00:00,342.0,1843.0,3.0,0.0,0.0,1194.0,36.0,2271.0,0.0,1232.0,0.0,26.0,620.0,4.0,369.0
2023-01-03 10:00:00+00:00,345.0,1901.0,3.0,0.0,0.0,805.0,276.0,2297.0,0.0,1158.0,0.0,28.0,949.0,5.0,278.0
2023-01-03 11:00:00+00:00,349.0,1997.0,6.0,0.0,0.0,606.0,932.0,2296.0,0.0,1107.0,0.0,28.0,1092.0,3.0,205.0
2023-01-03 12:00:00+00:00,351.0,2142.0,2.0,0.0,0.0,601.0,1064.0,2258.0,0.0,1164.0,0.0,28.0,1158.0,2.0,174.0
2023-01-03 13:00:00+00:00,351.0,2132.0,2.0,0.0,0.0,590.0,1176.0,2218.0,0.0,1284.0,0.0,27.0,1137.0,4.0,184.0
2023-01-03 14:00:00+00:00,354.0,2023.0,5.0,0.0,0.0,641.0,682.0,2245.0,0.0,1231.0,0.0,27.0,1015.0,3.0,240.0
2023-01-03 15:00:00+00:00,360.0,2036.0,0.0,0.0,0.0,607.0,719.0,2265.0,0.0,1190.0,0.0,28.0,735.0,2.0,242.0
2023-01-03 16:00:00+00:00,359.0,2418.0,0.0,0.0,0.0,1268.0,62.0,2281.0,0.0,1367.0,0.0,27.0,277.0,1.0,246.0
2023-01-03 17:00:00+00:00,348.0,2590.0,0.0,0.0,0.0,2418.0,61.0,2284.0,0.0,1369.0,0.0,26.0,10.0,0.0,316.0
2023-01-03 18:00:00+00:00,337.0,2825.0,0.0,0.0,0.0,2081.0,61.0,2228.0,0.0,1394.0,0.0,26.0,0.0,0.0,420.0
2023-01-03 19:00:00+00:00,333.0,2711.0,0.0,0.0,0.0,2089.0,60.0,2238.0,0.0,1432.0,0.0,27.0,0.0,0.0,492.0
2023-01-03 20:00:00+00:00,334.0,2658.0,0.0,0.0,0.0,1587.0,1.0,2212.0,0.0,1408.0,0.0,29.0,0.0,0.0,533.0
2023-01-03 21:00:00+00:00,332.0,2511.0,0.0,0.0,0.0,961.0,154.0,2216.0,0.0,1360.0,0.0,28.0,0.0,1.0,503.0
2023-01-03 22:00:00+00:00,328.0,2391.0,1.0,0.0,0.0,792.0,668.0,2225.0,0.0,1290.0,0.0,27.0,0.0,1.0,474.0
2023-01-03 23:00:00+00:00,329.0,1939.0,5.0,0.0,0.0,777.0,80.0,2272.0,0.0,1195.0,0.0,26.0,0.0,1.0,387.0
2023-01-04 00:00:00+00:00,327.0,1287.0,6.0,0.0,0.0,701.0,170.0,2255.0,0.0,1162.0,0.0,27.0,0.0,2.0,312.0
2023-01-04 01:00:00+00:00,321.0,1069.0,11.0,0.0,0.0,617.0,246.0,2046.0,0.0,1160.0,0.0,28.0,0.0,1.0,304.0
2023-01-04 02:00:00+00:00,328.0,1102.0,8.0,0.0,0.0,447.0,489.0,2021.0,0.0,1290.0,0.0,28.0,0.0,1.0,269.0
2023-01-04 03:00:00+00:00,329.0,1093.0,8.0,0.0,0.0,571.0,621.0,2029.0,0.0,1292.0,0.0,28.0,0.0,0.0,307.0
2023-01-04 04:00:00+00:00,324.0,1035.0,8.0,0.0,0.0,643.0,627.0,2010.0,0.0,1248.0,0.0,27.0,0.0,0.0,322.0
2023-01-04 05:00:00+00:00,329.0,1126.0,9.0,0.0,0.0,646.0,529.0,1822.0,0.0,1308.0,0.0,28.0,0.0,1.0,340.0
2023-01-04 06:00:00+00:00,321.0,1487.0,3.0,0.0,0.0,710.0,840.0,1873.0,0.0,1205.0,0.0,26.0,0.0,1.0,402.0
2023-01-04 07:00:00+00:00,327.0,1623.0,3.0,0.0,0.0,2001.0,1.0,2318.0,0.0,1342.0,0.0,27.0,1.0,1.0,438.0
2023-01-04 08:00:00+00:00,324.0,1611.0,4.0,0.0,0.0,2119.0,1.0,2317.0,0.0,1302.0,0.0,27.0,146.0,3.0,485.0
2023-01-04 09:00:00+00:00,315.0,1608.0,3.0,0.0,0.0,1406.0,2.0,1985.0,0.0,1267.0,0.0,27.0,583.0,2.0,451.0
2023-01-04 10:00:00+00:00,302.0,1597.0,3.0,0.0,0.0,842.0,2.0,2048.0,0.0,1243.0,0.0,28.0,931.0,1.0,367.0
2023-01-04 11:00:00+00:00,318.0,1607.0,3.0,0.0,0.0,570.0,3.0,1757.0,0.0,759.0,0.0,29.0,1098.0,0.0,244.0
2023-01-04 12:00:00+00:00,330.0,1567.0,3.0,0.0,0.0,490.0,166.0,1758.0,1.0,765.0,0.0,28.0,1141.0,0.0,171.0
2023-01-04 13:00:00+00:00,330.0,1461.0,3.0,0.0,0.0,699.0,338.0,1835.0,0.0,770.0,0.0,27.0,1118.0,0.0,140.0
2023-01-04 14:00:00+00:00,328.0,1454.0,3.0,0.0,0.0,717.0,68.0,1785.0,1.0,772.0,0.0,27.0,988.0,0.0,125.0
2023-01-04 15:00:00+00:00,328.0,1458.0,6.0,0.0,0.0,655.0,38.0,2016.0,0.0,1198.0,1.0,28.0,710.0,0.0,113.0
2023-01-04 16:00:00+00:00,330.0,1745.0,0.0,0.0,0.0,1373.0,140.0,2162.0,0.0,1328.0,0.0,28.0,261.0,0.0,170.0
2023-01-04 17:00:00+00:00,336.0,1574.0,0.0,0.0,0.0,2786.0,1.0,2216.0,0.0,1428.0,1.0,28.0,10.0,0.0,320.0
2023-01-04 18:00:00+00:00,340.0,1566.0,0.0,0.0,0.0,2703.0,1.0,2170.0,0.0,1425.0,0.0,28.0,0.0,0.0,402.0
2023-01-04 19:00:00+00:00,338.0,1578.0,0.0,0.0,0.0,2796.0,1.0,2170.0,0.0,1384.0,1.0,27.0,0.0,0.0,474.0
2023-01-04 20:00:00+00:00,334.0,1912.0,0.0,0.0,0.0,2397.0,1.0,2268.0,0.0,1396.0,1.0,29.0,0.0,1.0,509.0
2023-01-04 21:00:00+00:00,330.0,1733.0,2.0,0.0,0.0,1627.0,1.0,2170.0,0.0,1314.0,1.0,29.0,0.0,2.0,618.0
2023-01-04 22:00:00+00:00,330.0,1465.0,10.0,0.0,0.0,835.0,2.0,2077.0,0.0,1282.0,1.0,28.0,0.0,2.0,745.0
2023-01-04 23:00:00+00:00,331.0,1258.0,8.0,0.0,0.0,990.0,36.0,2120.0,0.0,1247.0,1.0,28.0,0.0,4.0,847.0
2023-01-05 00:00:00+00:00,333.0,846.0,9.0,0.0,0.0,646.0,245.0,1907.0,0.0,1300.0,1.0,29.0,0.0,0.0,913.0
2023-01-05 01:00:00+00:00,328.0,888.0,9.0,0.0,0.0,748.0,292.0,1755.0,0.0,1321.0,1.0,29.0,0.0,0.0,953.0
2023-01-05 02:00:00+00:00,329.0,832.0,9.0,0.0,0.0,700.0,424.0,1754.0,0.0,1228.0,1.0,29.0,0.0,0.0,1032.0
2023-01-05 03:00:00+00:00,326.0,843.0,11.0,0.0,0.0,703.0,590.0,1730.0,0.0,1325.0,1.0,28.0,0.0,0.0,1204.0
2023-01-05 04:00:00+00:00,330.0,935.0,13.0,0.0,0.0,708.0,390.0,1759.0,0.0,1356.0,1.0,28.0,0.0,0.0,1151.0
2023-01-05 05:00:00+00:00,336.0,1337.0,3.0,0.0,0.0,741.0,75.0,1965.0,0.0,1329.0,1.0,27.0,0.0,0.0,989.0
2023-01-05 06:00:00+00:00,333.0,1954.0,5.0,0.0,0.0,1378.0,109.0,2048.0,0.0,1425.0,0.0,27.0,0.0,0.0,915.0
2023-01-05 07:00:00+00:00,326.0,2349.0,0.0,0.0,0.0,1981.0,6.0,2183.0,0.0,1429.0,1.0,28.0,1.0,0.0,755.0
2023-01-05 08:00:00+00:00,333.0,2734.0,0.0,0.0,0.0,2429.0,1.0,2178.0,0.0,1444.0,1.0,28.0,135.0,0.0,616.0
2023-01-05 09:00:00+00:00,334.0,2643.0,0.0,0.0,0.0,888.0,3.0,2158.0,0.0,1393.0,0.0,29.0,536.0,0.0,498.0
2023-01-05 10:00:00+00:00,338.0,2592.0,0.0,0.0,0.0,749.0,231.0,2165.0,0.0,1380.0,1.0,29.0,867.0,0.0,349.0
2023-01-05 11:00:00+00:00,345.0,2689.0,0.0,0.0,0.0,677.0,279.0,2167.0,0.0,1378.0,1.0,29.0,1026.0,0.0,203.0
2023-01-05 12:00:00+00:00,346.0,2291.0,0.0,0.0,0.0,557.0,137.0,2076.0,0.0,1377.0,1.0,28.0,1088.0,0.0,135.0
2023-01-05 13:00:00+00:00,343.0,2247.0,0.0,0.0,0.0,558.0,604.0,2060.0,0.0,1376.0,1.0,29.0,1087.0,0.0,92.0
2023-01-05 14:00:00+00:00,344.0,2246.0,4.0,0.0,0.0,507.0,801.0,2043.0,0.0,1377.0,1.0,29.0,971.0,0.0,61.0
2023-01-05 15:00:00+00:00,345.0,2465.0,0.0,0.0,0.0,520.0,545.0,2044.0,0.0,1385.0,1.0,29.0,698.0,0.0,39.0
2023-01-05 16:00:00+00:00,340.0,2913.0,0.0,0.0,0.0,1522.0,118.0,2158.0,0.0,1413.0,1.0,29.0,262.0,0.0,58.0
2023-01-05 17:00:00+00:00,355.0,2945.0,0.0,0.0,0.0,2517.0,1.0,2159.0,0.0,1418.0,1.0,29.0,10.0,0.0,65.0
2023-01-05 18:00:00+00:00,356.0,3010.0,0.0,0.0,0.0,2495.0,1.0,2187.0,0.0,1424.0,1.0,30.0,0.0,0.0,79.0
2023-01-05 19:00:00+00:00,346.0,3002.0,0.0,0.0,0.0,2230.0,1.0,2179.0,0.0,1443.0,1.0,29.0,0.0,0.0,140.0
2023-01-05 20:00:00+00:00,327.0,3115.0,0.0,0.0,0.0,2463.0,1.0,2259.0,0.0,1482.0,1.0,27.0,0.0,0.0,114.0
2023-01-05 21:00:00+00:00,316.0,2724.0,4.0,0.0,0.0,1984.0,1.0,2142.0,0.0,1434.0,1.0,27.0,0.0,0.0,110.0
2023-01-05 22:00:00+00:00,334.0,2466.0,5.0,0.0,0.0,793.0,2.0,2067.0,0.0,1424.0,1.0,28.0,0.0,1.0,148.0
2023-01-05 23:00:00+00:00,351.0,1739.0,6.0,0.0,0.0,862.0,2.0,1974.0,0.0,1353.0,1.0,28.0,0.0,2.0,142.0
2023-01-06 00:00:00+00:00,358.0,1127.0,10.0,0.0,0.0,971.0,9.0,1771.0,1.0,1300.0,1.0,27.0,0.0,2.0,145.0
2023-01-06 01:00:00+00:00,349.0,643.0,12.0,0.0,0.0,1055.0,31.0,1727.0,0.0,1372.0,0.0,28.0,0.0,2.0,146.0
2023-01-06 02:00:00+00:00,351.0,403.0,15.0,0.0,0.0,1342.0,31.0,1681.0,0.0,1389.0,1.0,29.0,0.0,3.0,187.0
2023-01-06 03:00:00+00:00,352.0,404.0,13.0,0.0,0.0,1098.0,206.0,1555.0,1.0,1368.0,1.0,29.0,0.0,3.0,204.0
2023-01-06 04:00:00+00:00,327.0,404.0,13.0,0.0,0.0,1491.0,218.0,1692.0,0.0,1368.0,1.0,28.0,0.0,3.0,217.0
2023-01-06 05:00:00+00:00,317.0,451.0,10.0,0.0,0.0,1182.0,1.0,1778.0,0.0,1367.0,1.0,28.0,0.0,4.0,195.0
2023-01-06 06:00:00+00:00,317.0,512.0,10.0,0.0,0.0,1524.0,1.0,1934.0,0.0,1345.0,1.0,28.0,0.0,5.0,211.0
2023-01-06 07:00:00+00:00,313.0,655.0,9.0,0.0,0.0,1651.0,1.0,2101.0,0.0,1296.0,1.0,28.0,1.0,6.0,273.0
2023-01-06 08:00:00+00:00,312.0,826.0,7.0,0.0,0.0,1720.0,1.0,2102.0,0.0,1244.0,0.0,28.0,125.0,7.0,367.0
2023-01-06 09:00:00+00:00,313.0,1040.0,6.0,0.0,0.0,1453.0,1.0,2074.0,0.0,1299.0,0.0,27.0,449.0,10.0,403.0
2023-01-06 10:00:00+00:00,319.0,887.0,6.0,0.0,0.0,1600.0,1.0,2065.0,0.0,1341.0,0.0,29.0,748.0,11.0,494.0
2023-01-06 11:00:00+00:00,324.0,830.0,5.0,0.0,0.0,1248.0,48.0,1997.0,1.0,1365.0,0.0,29.0,875.0,13.0,625.0
2023-01-06 12:00:00+00:00,324.0,847.0,5.0,0.0,0.0,1208.0,224.0,1834.0,1.0,1363.0,0.0,28.0,840.0,14.0,743.0
2023-01-06 13:00:00+00:00,340.0,855.0,5.0,0.0,0.0,1279.0,224.0,1646.0,1.0,1363.0,0.0,29.0,734.0,15.0,745.0
2023-01-06 14:00:00+00:00,349.0,852.0,9.0,0.0,0.0,776.0,412.0,1539.0,1.0,1330.0,0.0,28.0,644.0,16.0,750.0
2023-01-06 15:00:00+00:00,354.0,852.0,14.0,0.0,0.0,1025.0,441.0,1557.0,1.0,1348.0,1.0,30.0,455.0,15.0,877.0
2023-01-06 16:00:00+00:00,359.0,1078.0,3.0,0.0,0.0,1342.0,2.0,1418.0,1.0,1398.0,0.0,30.0,170.0,15.0,1022.0
2023-01-06 17:00:00+00:00,359.0,1256.0,3.0,0.0,0.0,2057.0,1.0,1756.0,0.0,1456.0,1.0,30.0,6.0,15.0,1241.0
2023-01-06 18:00:00+00:00,357.0,1263.0,3.0,0.0,0.0,2337.0,1.0,2039.0,0.0,1433.0,1.0,29.0,0.0,17.0,1473.0
2023-01-06 19:00:00+00:00,360.0,1260.0,3.0,0.0,0.0,1926.0,1.0,1999.0,0.0,1431.0,1.0,28.0,0.0,17.0,1768.0
2023-01-06 20:00:00+00:00,359.0,1102.0,4.0,0.0,0.0,1671.0,2.0,1998.0,0.0,1397.0,1.0,29.0,0.0,13.0,2210.0
2023-01-06 21:00:00+00:00,356.0,821.0,9.0,0.0,0.0,1093.0,3.0,2034.0,0.0,1403.0,1.0,28.0,0.0,11.0,2542.0
2023-01-06 22:00:00+00:00,347.0,649.0,11.0,0.0,0.0,953.0,416.0,1930.0,0.0,1421.0,1.0,27.0,0.0,17.0,2696.0
2023-01-06 23:00:00+00:00,344.0,530.0,13.0,0.0,0.0,1781.0,142.0,1920.0,0.0,1186.0,1.0,27.0,0.0,17.0,2787.0
2023-01-07 00:00:00+00:00,339.0,253.0,14.0,0.0,0.0,1533.0,1.0,1821.0,0.0,1168.0,1.0,28.0,0.0,17.0,3016.0
2023-01-07 01:00:00+00:00,344.0,213.0,10.0,0.0,0.0,818.0,2.0,1611.0,0.0,1108.0,1.0,28.0,0.0,17.0,3211.0
2023-01-07 02:00:00+00:00,345.0,213.0,9.0,0.0,0.0,694.0,2.0,1638.0,0.0,1119.0,1.0,28.0,0.0,17.0,3408.0
2023-01-07 03:00:00+00:00,351.0,211.0,8.0,0.0,0.0,695.0,168.0,1402.0,1.0,1151.0,1.0,29.0,0.0,17.0,3526.0
2023-01-07 04:00:00+00:00,353.0,211.0,8.0,0.0,0.0,650.0,328.0,1217.0,1.0,1191.0,1.0,27.0,0.0,17.0,3625.0
2023-01-07 05:00:00+00:00,358.0,210.0,9.0,0.0,0.0,573.0,260.0,1167.0,1.0,1161.0,1.0,27.0,0.0,17.0,3838.0
2023-01-07 06:00:00+00:00,353.0,210.0,9.0,0.0,0.0,591.0,211.0,1204.0,0.0,1221.0,1.0,27.0,0.0,15.0,4023.0
2023-01-07 07:00:00+00:00,354.0,208.0,8.0,0.0,0.0,690.0,137.0,1318.0,0.0,1230.0,1.0,27.0,2.0,17.0,4073.0
2023-01-07 08:00:00+00:00,353.0,208.0,8.0,0.0,0.0,755.0,43.0,1417.0,0.0,1231.0,1.0,28.0,75.0,17.0,4091.0
2023-01-07 09:00:00+00:00,349.0,210.0,9.0,0.0,0.0,691.0,43.0,1429.0,1.0,1216.0,1.0,27.0,332.0,17.0,4052.0
2023-01-07 10:00:00+00:00,350.0,212.0,8.0,0.0,0.0,553.0,30.0,1300.0,1.0,1133.0,1.0,28.0,467.0,14.0,4183.0
2023-01-07 11:00:00+00:00,346.0,211.0,9.0,0.0,0.0,398.0,257.0,1319.0,1.0,1106.0,1.0,28.0,561.0,12.0,4294.0
2023-01-07 12:00:00+00:00,349.0,209.0,8.0,0.0,0.0,418.0,428.0,1224.0,1.0,1114.0,1.0,28.0,538.0,9.0,4312.0
2023-01-07 13:00:00+00:00,348.0,209.0,9.0,0.0,0.0,631.0,598.0,1214.0,1.0,1122.0,1.0,28.0,398.0,8.0,4238.0
2023-01-07 14:00:00+00:00,343.0,206.0,11.0,0.0,0.0,623.0,921.0,1161.0,1.0,1151.0,1.0,27.0,249.0,9.0,4259.0
2023-01-07 15:00:00+00:00,344.0,205.0,14.0,0.0,0.0,634.0,699.0,1378.0,1.0,1145.0,1.0,27.0,94.0,8.0,4206.0
2023-01-07 16:00:00+00:00,360.0,251.0,10.0,0.0,0.0,1079.0,2.0,1878.0,0.0,1191.0,1.0,28.0,41.0,7.0,3834.0
2023-01-07 17:00:00+00:00,366.0,497.0,5.0,0.0,0.0,1168.0,21.0,1798.0,0.0,1174.0,1.0,28.0,1.0,8.0,3710.0
2023-01-07 18:00:00+00:00,358.0,581.0,5.0,0.0,0.0,2638.0,1.0,1856.0,0.0,1226.0,0.0,27.0,0.0,13.0,3506.0
2023-01-07 19:00:00+00:00,363.0,580.0,5.0,0.0,0.0,2497.0,1.0,1742.0,0.0,1217.0,1.0,28.0,0.0,16.0,3372.0
2023-01-07 20:00:00+00:00,368.0,579.0,5.0,0.0,0.0,2577.0,1.0,1681.0,0.0,1237.0,0.0,27.0,0.0,16.0,3202.0
2023-01-07 21:00:00+00:00,367.0,456.0,8.0,0.0,0.0,1253.0,1.0,1575.0,1.0,1197.0,0.0,27.0,0.0,17.0,3000.0
2023-01-07 22:00:00+00:00,372.0,237.0,13.0,0.0,0.0,827.0,126.0,1486.0,1.0,1149.0,1.0,27.0,0.0,11.0,3281.0
