,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Gas_Actual Consumption,Fossil Hard coal_Actual Aggregated,Fossil Hard coal_Actual Consumption,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Hydro Run-of-river and poundage_Actual Consumption,Hydro Water Reservoir_Actual Aggregated,Hydro Water Reservoir_Actual Consumption,Other_Actual Aggregated,Solar_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Onshore_Actual Aggregated
2022-03-21 15:00:00+00:00,411.0,2467.0,0.0,0.0,0.0,0.0,8.0,349.0,2.0,81.0,1.0,15.0,538.0,0.0,1757.0
2022-03-21 16:00:00+00:00,410.0,2646.0,0.0,0.0,0.0,219.0,3.0,633.0,1.0,117.0,1.0,17.0,372.0,1.0,1504.0
2022-03-21 17:00:00+00:00,415.0,2668.0,0.0,0.0,0.0,300.0,3.0,1139.0,1.0,345.0,1.0,20.0,184.0,3.0,1161.0
2022-03-21 18:00:00+00:00,421.0,2527.0,0.0,0.0,0.0,1057.0,1.0,1224.0,1.0,655.0,1.0,21.0,27.0,3.0,940.0
2022-03-21 19:00:00+00:00,425.0,2579.0,0.0,0.0,0.0,1735.0,1.0,1370.0,1.0,808.0,1.0,22.0,0.0,3.0,668.0
2022-03-21 20:00:00+00:00,423.0,2571.0,0.0,0.0,0.0,913.0,2.0,1191.0,1.0,282.0,1.0,21.0,0.0,1.0,649.0
2022-03-21 21:00:00+00:00,424.0,2511.0,0.0,0.0,0.0,405.0,3.0,562.0,1.0,229.0,1.0,21.0,0.0,1.0,661.0
2022-03-21 22:00:00+00:00,421.0,2266.0,1.0,0.0,0.0,198.0,3.0,166.0,1.0,219.0,1.0,20.0,0.0,0.0,647.0
2022-03-21 23:00:00+00:00,424.0,2044.0,2.0,0.0,0.0,207.0,3.0,122.0,2.0,3.0,1.0,21.0,0.0,0.0,524.0
2022-03-22 00:00:00+00:00,416.0,1835.0,3.0,0.0,0.0,0.0,4.0,75.0,2.0,2.0,1.0,21.0,0.0,1.0,497.0
2022-03-22 01:00:00+00:00,419.0,1857.0,3.0,0.0,0.0,0.0,27.0,79.0,2.0,2.0,1.0,22.0,0.0,1.0,526.0
2022-03-22 02:00:00+00:00,410.0,1827.0,3.0,0.0,0.0,0.0,154.0,67.0,2.0,2.0,1.0,20.0,0.0,1.0,565.0
2022-03-22 03:00:00+00:00,413.0,1801.0,3.0,0.0,0.0,0.0,212.0,66.0,2.0,2.0,1.0,20.0,0.0,2.0,723.0
2022-03-22 04:00:00+00:00,412.0,1826.0,4.0,0.0,0.0,0.0,211.0,63.0,2.0,2.0,1.0,21.0,0.0,3.0,912.0
2022-03-22 05:00:00+00:00,398.0,2004.0,0.0,0.0,0.0,3.0,137.0,102.0,2.0,7.0,1.0,18.0,0.0,7.0,1135.0
2022-03-22 06:00:00+00:00,385.0,2381.0,0.0,0.0,0.0,189.0,8.0,703.0,1.0,110.0,1.0,19.0,1.0,15.0,1343.0
2022-03-22 07:00:00+00:00,349.0,2553.0,0.0,0.0,0.0,366.0,5.0,883.0,1.0,158.0,1.0,21.0,66.0,25.0,1544.0
2022-03-22 08:00:00+00:00,345.0,2338.0,0.0,0.0,0.0,33.0,107.0,759.0,1.0,170.0,1.0,21.0,273.0,25.0,1736.0
2022-03-22 09:00:00+00:00,330.0,2353.0,0.0,0.0,0.0,0.0,4.0,703.0,1.0,87.0,1.0,21.0,586.0,25.0,1781.0
2022-03-22 10:00:00+00:00,326.0,2361.0,0.0,0.0,0.0,18.0,4.0,213.0,2.0,15.0,1.0,22.0,607.0,25.0,1660.0
2022-03-22 11:00:00+00:00,334.0,2297.0,0.0,0.0,0.0,89.0,4.0,161.0,2.0,15.0,1.0,22.0,655.0,22.0,1553.0
2022-03-22 12:00:00+00:00,338.0,2060.0,0.0,0.0,0.0,1.0,346.0,234.0,1.0,15.0,1.0,22.0,663.0,25.0,1655.0
2022-03-22 13:00:00+00:00,339.0,2073.0,0.0,0.0,0.0,0.0,794.0,172.0,2.0,15.0,1.0,21.0,627.0,22.0,1642.0
2022-03-22 14:00:00+00:00,337.0,2161.0,1.0,0.0,0.0,69.0,126.0,155.0,2.0,17.0,1.0,20.0,567.0,17.0,1557.0
2022-03-22 15:00:00+00:00,331.0,2532.0,5.0,0.0,0.0,259.0,5.0,357.0,1.0,79.0,1.0,22.0,434.0,21.0,1354.0
2022-03-22 16:00:00+00:00,336.0,2634.0,0.0,0.0,0.0,227.0,5.0,459.0,1.0,163.0,1.0,21.0,232.0,24.0,1138.0
2022-03-22 17:00:00+00:00,329.0,2642.0,0.0,0.0,0.0,148.0,5.0,927.0,1.0,189.0,1.0,21.0,104.0,21.0,1013.0
2022-03-22 18:00:00+00:00,330.0,2621.0,0.0,0.0,0.0,942.0,4.0,1582.0,1.0,285.0,1.0,15.0,9.0,13.0,1016.0
2022-03-22 19:00:00+00:00,327.0,2757.0,0.0,0.0,0.0,1417.0,3.0,1897.0,1.0,700.0,1.0,15.0,0.0,12.0,1053.0
2022-03-22 20:00:00+00:00,331.0,2700.0,1.0,0.0,0.0,1101.0,2.0,2064.0,1.0,372.0,1.0,15.0,0.0,11.0,1242.0
2022-03-22 21:00:00+00:00,328.0,2516.0,3.0,0.0,0.0,97.0,4.0,1690.0,1.0,124.0,1.0,15.0,0.0,12.0,1328.0
2022-03-22 22:00:00+00:00,325.0,2234.0,3.0,0.0,0.0,0.0,4.0,970.0,1.0,56.0,1.0,15.0,0.0,14.0,1499.0
2022-03-22 23:00:00+00:00,327.0,1946.0,6.0,0.0,0.0,0.0,4.0,814.0,1.0,2.0,1.0,16.0,0.0,11.0,1774.0
2022-03-23 00:00:00+00:00,328.0,1688.0,7.0,0.0,0.0,0.0,4.0,501.0,1.0,2.0,1.0,16.0,0.0,10.0,1777.0
2022-03-23 01:00:00+00:00,328.0,1607.0,5.0,0.0,0.0,0.0,4.0,363.0,1.0,2.0,1.0,15.0,0.0,9.0,1960.0
2022-03-23 02:00:00+00:00,327.0,1666.0,5.0,0.0,0.0,0.0,5.0,273.0,2.0,5.0,1.0,15.0,0.0,9.0,1875.0
2022-03-23 03:00:00+00:00,325.0,1737.0,5.0,0.0,0.0,105.0,5.0,329.0,2.0,9.0,1.0,14.0,0.0,7.0,1672.0
2022-03-23 04:00:00+00:00,324.0,1718.0,5.0,0.0,0.0,114.0,6.0,371.0,2.0,11.0,1.0,14.0,0.0,8.0,1685.0
2022-03-23 05:00:00+00:00,282.0,1894.0,3.0,0.0,0.0,249.0,3.0,394.0,2.0,56.0,1.0,12.0,0.0,22.0,1996.0
2022-03-23 06:00:00+00:00,281.0,2086.0,2.0,0.0,0.0,653.0,2.0,768.0,1.0,55.0,1.0,13.0,0.0,19.0,2442.0
2022-03-23 07:00:00+00:00,286.0,2353.0,3.0,0.0,0.0,1160.0,1.0,1336.0,1.0,159.0,1.0,12.0,25.0,20.0,2870.0
2022-03-23 08:00:00+00:00,289.0,2347.0,2.0,0.0,0.0,1111.0,1.0,1318.0,1.0,342.0,1.0,13.0,70.0,9.0,3115.0
2022-03-23 09:00:00+00:00,296.0,2207.0,3.0,0.0,0.0,540.0,2.0,887.0,1.0,104.0,1.0,14.0,113.0,3.0,3232.0
2022-03-23 10:00:00+00:00,297.0,2074.0,2.0,0.0,0.0,527.0,2.0,788.0,1.0,69.0,1.0,14.0,174.0,0.0,3322.0
2022-03-23 11:00:00+00:00,304.0,1913.0,2.0,0.0,0.0,99.0,4.0,798.0,1.0,54.0,1.0,15.0,244.0,0.0,3345.0
2022-03-23 12:00:00+00:00,306.0,1906.0,2.0,0.0,0.0,0.0,4.0,854.0,1.0,56.0,1.0,14.0,317.0,1.0,3369.0
2022-03-23 13:00:00+00:00,312.0,1820.0,2.0,0.0,0.0,0.0,104.0,760.0,1.0,73.0,1.0,13.0,324.0,1.0,3242.0
2022-03-23 14:00:00+00:00,318.0,1903.0,2.0,0.0,0.0,0.0,4.0,491.0,1.0,27.0,1.0,13.0,298.0,1.0,3266.0
2022-03-23 15:00:00+00:00,324.0,2087.0,2.0,0.0,0.0,1.0,4.0,428.0,1.0,14.0,1.0,13.0,190.0,2.0,3309.0
2022-03-23 16:00:00+00:00,315.0,2091.0,2.0,0.0,0.0,218.0,3.0,474.0,2.0,179.0,1.0,13.0,121.0,4.0,3352.0
2022-03-23 17:00:00+00:00,314.0,2025.0,2.0,0.0,0.0,170.0,3.0,862.0,1.0,179.0,1.0,13.0,40.0,11.0,3416.0
2022-03-23 18:00:00+00:00,290.0,2064.0,2.0,0.0,0.0,746.0,2.0,1599.0,1.0,328.0,1.0,12.0,4.0,16.0,3558.0
2022-03-23 19:00:00+00:00,291.0,2056.0,2.0,0.0,0.0,1328.0,1.0,1952.0,1.0,829.0,1.0,13.0,0.0,7.0,3701.0
2022-03-23 20:00:00+00:00,321.0,2019.0,2.0,0.0,0.0,1176.0,1.0,1774.0,1.0,551.0,1.0,13.0,0.0,6.0,3798.0
2022-03-23 21:00:00+00:00,333.0,2132.0,2.0,0.0,0.0,72.0,4.0,1344.0,1.0,172.0,1.0,13.0,0.0,5.0,3972.0
2022-03-23 22:00:00+00:00,332.0,1942.0,3.0,0.0,0.0,0.0,4.0,528.0,1.0,110.0,1.0,14.0,0.0,7.0,4002.0
2022-03-23 23:00:00+00:00,331.0,1681.0,5.0,0.0,0.0,29.0,4.0,796.0,1.0,91.0,1.0,15.0,0.0,4.0,3905.0
2022-03-24 00:00:00+00:00,330.0,1467.0,5.0,0.0,0.0,0.0,4.0,263.0,2.0,2.0,1.0,14.0,0.0,2.0,3950.0
2022-03-24 01:00:00+00:00,341.0,1607.0,3.0,0.0,0.0,0.0,14.0,218.0,2.0,5.0,1.0,14.0,0.0,2.0,4031.0
2022-03-24 02:00:00+00:00,338.0,1507.0,3.0,0.0,0.0,0.0,488.0,180.0,2.0,2.0,1.0,13.0,0.0,3.0,4004.0
2022-03-24 03:00:00+00:00,346.0,1516.0,3.0,0.0,0.0,0.0,674.0,162.0,2.0,2.0,1.0,13.0,0.0,3.0,3863.0
2022-03-24 04:00:00+00:00,346.0,1477.0,6.0,0.0,0.0,0.0,241.0,150.0,2.0,5.0,1.0,13.0,0.0,3.0,3834.0
2022-03-24 05:00:00+00:00,346.0,1803.0,1.0,0.0,0.0,20.0,5.0,227.0,1.0,53.0,1.0,13.0,0.0,3.0,3886.0
2022-03-24 06:00:00+00:00,356.0,2226.0,1.0,0.0,0.0,604.0,2.0,782.0,1.0,166.0,1.0,14.0,1.0,4.0,3949.0
2022-03-24 07:00:00+00:00,367.0,2388.0,1.0,0.0,0.0,1084.0,2.0,1304.0,1.0,360.0,1.0,14.0,45.0,1.0,3868.0
2022-03-24 08:00:00+00:00,377.0,2426.0,1.0,0.0,0.0,1091.0,2.0,1489.0,1.0,517.0,1.0,15.0,140.0,1.0,3647.0
2022-03-24 09:00:00+00:00,375.0,2390.0,1.0,0.0,0.0,1181.0,2.0,1391.0,1.0,414.0,1.0,14.0,274.0,0.0,3398.0
2022-03-24 10:00:00+00:00,380.0,2195.0,1.0,0.0,0.0,311.0,7.0,814.0,1.0,161.0,1.0,14.0,334.0,0.0,3282.0
2022-03-24 11:00:00+00:00,382.0,1838.0,5.0,0.0,0.0,118.0,8.0,615.0,2.0,68.0,1.0,14.0,382.0,0.0,3237.0
2022-03-24 12:00:00+00:00,377.0,1938.0,1.0,0.0,0.0,172.0,42.0,603.0,1.0,14.0,1.0,15.0,466.0,1.0,3127.0
2022-03-24 13:00:00+00:00,380.0,2005.0,0.0,0.0,0.0,173.0,209.0,670.0,1.0,14.0,1.0,15.0,392.0,3.0,3037.0
2022-03-24 14:00:00+00:00,385.0,2056.0,1.0,0.0,0.0,173.0,217.0,1134.0,1.0,15.0,1.0,16.0,314.0,3.0,2794.0
2022-03-24 15:00:00+00:00,389.0,2310.0,0.0,0.0,0.0,126.0,10.0,1150.0,1.0,130.0,1.0,16.0,268.0,3.0,2652.0
2022-03-24 16:00:00+00:00,394.0,2461.0,1.0,0.0,0.0,480.0,3.0,1251.0,1.0,731.0,1.0,17.0,165.0,2.0,2515.0
2022-03-24 17:00:00+00:00,388.0,2477.0,1.0,0.0,0.0,596.0,3.0,1471.0,1.0,823.0,1.0,15.0,62.0,0.0,2494.0
2022-03-24 18:00:00+00:00,378.0,2498.0,1.0,0.0,0.0,691.0,2.0,1947.0,1.0,813.0,1.0,14.0,9.0,0.0,2587.0
2022-03-24 19:00:00+00:00,388.0,2518.0,1.0,0.0,0.0,1501.0,1.0,2044.0,1.0,876.0,1.0,15.0,0.0,0.0,2440.0
2022-03-24 20:00:00+00:00,389.0,2537.0,1.0,0.0,0.0,1257.0,1.0,2029.0,1.0,852.0,1.0,14.0,0.0,0.0,2410.0
2022-03-24 21:00:00+00:00,392.0,2363.0,3.0,0.0,0.0,949.0,2.0,1508.0,1.0,383.0,1.0,14.0,0.0,0.0,2384.0
2022-03-24 22:00:00+00:00,385.0,2237.0,3.0,0.0,0.0,519.0,3.0,958.0,1.0,74.0,1.0,14.0,0.0,1.0,2298.0
2022-03-24 23:00:00+00:00,386.0,2142.0,1.0,0.0,0.0,739.0,2.0,999.0,1.0,202.0,1.0,14.0,0.0,0.0,2330.0
2022-03-25 00:00:00+00:00,393.0,1795.0,1.0,0.0,0.0,20.0,278.0,444.0,1.0,23.0,1.0,18.0,0.0,0.0,2425.0
2022-03-25 01:00:00+00:00,395.0,1778.0,0.0,0.0,0.0,0.0,120.0,151.0,2.0,2.0,1.0,20.0,0.0,0.0,2456.0
2022-03-25 02:00:00+00:00,397.0,1810.0,1.0,0.0,0.0,0.0,127.0,110.0,2.0,2.0,1.0,20.0,0.0,0.0,2514.0
2022-03-25 03:00:00+00:00,394.0,1804.0,0.0,0.0,0.0,0.0,130.0,108.0,2.0,3.0,1.0,20.0,0.0,1.0,2566.0
2022-03-25 04:00:00+00:00,395.0,1886.0,1.0,0.0,0.0,0.0,14.0,134.0,2.0,65.0,1.0,20.0,0.0,1.0,2642.0
2022-03-25 05:00:00+00:00,401.0,2262.0,0.0,0.0,0.0,157.0,13.0,569.0,1.0,216.0,1.0,20.0,0.0,0.0,2769.0
2022-03-25 06:00:00+00:00,400.0,2348.0,1.0,0.0,0.0,618.0,5.0,1117.0,1.0,469.0,1.0,20.0,1.0,1.0,2894.0
2022-03-25 07:00:00+00:00,400.0,2446.0,0.0,0.0,0.0,1333.0,1.0,1292.0,1.0,702.0,1.0,20.0,41.0,0.0,2933.0
2022-03-25 08:00:00+00:00,401.0,2436.0,0.0,0.0,0.0,1570.0,1.0,1508.0,1.0,790.0,1.0,20.0,193.0,1.0,2863.0
2022-03-25 09:00:00+00:00,400.0,2384.0,0.0,0.0,0.0,1159.0,1.0,1463.0,1.0,753.0,1.0,21.0,371.0,0.0,2904.0
2022-03-25 10:00:00+00:00,402.0,2226.0,1.0,0.0,0.0,178.0,7.0,754.0,2.0,249.0,1.0,20.0,501.0,0.0,2725.0
2022-03-25 11:00:00+00:00,402.0,1990.0,0.0,0.0,0.0,112.0,7.0,558.0,2.0,187.0,1.0,21.0,586.0,0.0,2576.0
2022-03-25 12:00:00+00:00,397.0,1864.0,0.0,0.0,0.0,11.0,8.0,275.0,2.0,99.0,1.0,21.0,658.0,0.0,2448.0
2022-03-25 13:00:00+00:00,399.0,1931.0,0.0,0.0,0.0,11.0,200.0,201.0,2.0,15.0,1.0,19.0,618.0,0.0,2223.0
2022-03-25 14:00:00+00:00,400.0,1938.0,1.0,0.0,0.0,0.0,168.0,201.0,2.0,22.0,1.0,19.0,567.0,0.0,1762.0
2022-03-25 15:00:00+00:00,406.0,2149.0,5.0,0.0,0.0,71.0,6.0,222.0,2.0,168.0,1.0,22.0,453.0,0.0,1333.0
2022-03-25 16:00:00+00:00,404.0,2373.0,0.0,0.0,0.0,184.0,6.0,1162.0,1.0,296.0,1.0,22.0,295.0,0.0,1060.0
2022-03-25 17:00:00+00:00,403.0,2634.0,1.0,0.0,0.0,914.0,2.0,1599.0,1.0,811.0,1.0,22.0,138.0,1.0,1059.0
2022-03-25 18:00:00+00:00,404.0,2462.0,0.0,0.0,0.0,1255.0,2.0,1619.0,1.0,877.0,1.0,22.0,16.0,2.0,1315.0
2022-03-25 19:00:00+00:00,402.0,2534.0,1.0,0.0,0.0,1098.0,2.0,1598.0,1.0,522.0,1.0,21.0,0.0,7.0,1621.0
2022-03-25 20:00:00+00:00,400.0,2303.0,3.0,0.0,0.0,617.0,2.0,1526.0,1.0,358.0,1.0,20.0,0.0,6.0,1761.0
2022-03-25 21:00:00+00:00,399.0,2329.0,5.0,0.0,0.0,225.0,4.0,1384.0,1.0,312.0,1.0,20.0,0.0,5.0,1859.0
2022-03-25 22:00:00+00:00,398.0,2255.0,1.0,0.0,0.0,163.0,3.0,1045.0,1.0,109.0,1.0,21.0,0.0,2.0,1710.0
2022-03-25 23:00:00+00:00,401.0,1952.0,2.0,0.0,0.0,115.0,3.0,836.0,1.0,80.0,1.0,22.0,0.0,0.0,1574.0
2022-03-26 00:00:00+00:00,399.0,1514.0,5.0,0.0,0.0,141.0,3.0,601.0,1.0,20.0,1.0,20.0,0.0,0.0,1530.0
2022-03-26 01:00:00+00:00,399.0,1447.0,4.0,0.0,0.0,0.0,19.0,547.0,2.0,2.0,1.0,21.0,0.0,0.0,1549.0
2022-03-26 02:00:00+00:00,404.0,1399.0,3.0,0.0,0.0,0.0,22.0,312.0,2.0,2.0,1.0,21.0,0.0,3.0,1652.0
2022-03-26 03:00:00+00:00,403.0,1346.0,3.0,0.0,0.0,0.0,62.0,401.0,1.0,2.0,1.0,20.0,0.0,7.0,1863.0
2022-03-26 04:00:00+00:00,405.0,1388.0,3.0,0.0,0.0,0.0,232.0,507.0,1.0,2.0,1.0,21.0,0.0,11.0,2099.0
2022-03-26 05:00:00+00:00,413.0,1380.0,3.0,0.0,0.0,0.0,446.0,543.0,1.0,2.0,1.0,19.0,0.0,13.0,2144.0
2022-03-26 06:00:00+00:00,429.0,1393.0,3.0,0.0,0.0,0.0,261.0,782.0,1.0,2.0,1.0,20.0,12.0,9.0,2003.0
2022-03-26 07:00:00+00:00,424.0,1520.0,3.0,0.0,0.0,14.0,29.0,870.0,1.0,3.0,1.0,20.0,168.0,8.0,1630.0
2022-03-26 08:00:00+00:00,424.0,1547.0,3.0,0.0,0.0,1.0,21.0,1015.0,1.0,72.0,1.0,21.0,409.0,9.0,1394.0
2022-03-26 09:00:00+00:00,422.0,1662.0,3.0,0.0,0.0,45.0,22.0,1325.0,1.0,15.0,1.0,20.0,625.0,7.0,1174.0
2022-03-26 10:00:00+00:00,421.0,1659.0,3.0,0.0,0.0,4.0,19.0,1420.0,1.0,19.0,1.0,21.0,799.0,4.0,960.0
2022-03-26 11:00:00+00:00,420.0,1672.0,3.0,0.0,0.0,278.0,18.0,655.0,1.0,85.0,1.0,20.0,877.0,2.0,815.0
2022-03-26 12:00:00+00:00,414.0,1621.0,3.0,0.0,0.0,338.0,17.0,483.0,1.0,63.0,1.0,20.0,875.0,1.0,673.0
2022-03-26 13:00:00+00:00,411.0,1506.0,3.0,0.0,0.0,382.0,217.0,630.0,1.0,16.0,1.0,20.0,815.0,0.0,610.0
2022-03-26 14:00:00+00:00,410.0,1530.0,3.0,0.0,0.0,174.0,1235.0,701.0,1.0,64.0,1.0,20.0,693.0,0.0,588.0
2022-03-26 15:00:00+00:00,411.0,1479.0,3.0,0.0,0.0,174.0,640.0,932.0,1.0,67.0,1.0,19.0,521.0,0.0,577.0
2022-03-26 16:00:00+00:00,414.0,1469.0,3.0,0.0,0.0,174.0,189.0,730.0,1.0,38.0,1.0,22.0,345.0,1.0,514.0
2022-03-26 17:00:00+00:00,414.0,1467.0,3.0,0.0,0.0,87.0,10.0,825.0,1.0,74.0,1.0,21.0,173.0,4.0,472.0
2022-03-26 18:00:00+00:00,413.0,1655.0,3.0,0.0,0.0,1132.0,2.0,1586.0,1.0,327.0,1.0,22.0,27.0,6.0,619.0
2022-03-26 19:00:00+00:00,407.0,1647.0,3.0,0.0,0.0,1337.0,1.0,1315.0,1.0,213.0,1.0,21.0,0.0,9.0,903.0
2022-03-26 20:00:00+00:00,406.0,1492.0,3.0,0.0,0.0,950.0,1.0,1642.0,1.0,192.0,1.0,21.0,0.0,8.0,1235.0
2022-03-26 21:00:00+00:00,405.0,1491.0,3.0,0.0,0.0,30.0,4.0,1172.0,1.0,134.0,1.0,19.0,0.0,10.0,1529.0
2022-03-26 22:00:00+00:00,402.0,1376.0,3.0,0.0,0.0,30.0,49.0,581.0,1.0,4.0,1.0,20.0,0.0,7.0,1773.0
2022-03-26 23:00:00+00:00,398.0,1243.0,4.0,0.0,0.0,3.0,198.0,436.0,1.0,2.0,1.0,20.0,0.0,3.0,1959.0
2022-03-27 00:00:00+00:00,401.0,1121.0,7.0,0.0,0.0,0.0,690.0,534.0,2.0,2.0,1.0,20.0,0.0,2.0,2091.0
2022-03-27 02:00:00+01:00,400.0,1021.0,6.0,0.0,0.0,0.0,696.0,262.0,2.0,2.0,1.0,21.0,0.0,0.0,2100.0
2022-03-27 03:00:00+01:00,399.0,975.0,5.0,0.0,0.0,0.0,886.0,195.0,2.0,2.0,1.0,21.0,0.0,0.0,2108.0
2022-03-27 04:00:00+01:00,399.0,978.0,5.0,0.0,0.0,0.0,928.0,182.0,2.0,2.0,1.0,20.0,0.0,0.0,2214.0
2022-03-27 05:00:00+01:00,402.0,1031.0,4.0,0.0,0.0,0.0,1036.0,185.0,2.0,2.0,1.0,20.0,0.0,2.0,2231.0
2022-03-27 06:00:00+01:00,401.0,1020.0,5.0,0.0,0.0,0.0,712.0,239.0,1.0,2.0,1.0,19.0,0.0,1.0,2200.0
2022-03-27 07:00:00+01:00,408.0,1019.0,5.0,0.0,0.0,0.0,682.0,324.0,1.0,2.0,1.0,20.0,9.0,2.0,2250.0
2022-03-27 08:00:00+01:00,413.0,1137.0,4.0,0.0,0.0,0.0,1176.0,268.0,1.0,2.0,1.0,20.0,152.0,2.0,2332.0
2022-03-27 09:00:00+01:00,414.0,1247.0,4.0,0.0,0.0,0.0,1083.0,148.0,2.0,64.0,1.0,21.0,438.0,7.0,2204.0
2022-03-27 10:00:00+01:00,413.0,1149.0,4.0,0.0,0.0,0.0,1512.0,132.0,2.0,4.0,1.0,20.0,712.0,3.0,2071.0
2022-03-27 11:00:00+01:00,410.0,1154.0,5.0,0.0,0.0,0.0,1747.0,273.0,1.0,2.0,1.0,19.0,902.0,1.0,1995.0
2022-03-27 12:00:00+01:00,408.0,1038.0,4.0,0.0,0.0,0.0,1855.0,378.0,1.0,2.0,1.0,20.0,992.0,2.0,1892.0
2022-03-27 13:00:00+01:00,412.0,889.0,5.0,0.0,0.0,0.0,1831.0,209.0,2.0,4.0,1.0,21.0,1008.0,5.0,1909.0
2022-03-27 14:00:00+01:00,417.0,1205.0,4.0,0.0,0.0,0.0,1883.0,91.0,2.0,2.0,1.0,21.0,935.0,4.0,1834.0
2022-03-27 15:00:00+01:00,415.0,1231.0,5.0,0.0,0.0,0.0,1717.0,101.0,2.0,2.0,1.0,21.0,811.0,3.0,1654.0
2022-03-27 16:00:00+01:00,416.0,1240.0,4.0,0.0,0.0,0.0,1474.0,116.0,2.0,2.0,1.0,22.0,629.0,1.0,1428.0
2022-03-27 17:00:00+01:00,417.0,1197.0,4.0,0.0,0.0,0.0,1102.0,374.0,1.0,3.0,1.0,21.0,405.0,0.0,1252.0
2022-03-27 18:00:00+01:00,418.0,1288.0,5.0,0.0,0.0,47.0,324.0,964.0,1.0,68.0,1.0,21.0,153.0,1.0,1188.0
2022-03-27 19:00:00+01:00,417.0,1268.0,5.0,0.0,0.0,1100.0,2.0,1641.0,0.0,431.0,1.0,21.0,20.0,3.0,1455.0
2022-03-27 20:00:00+01:00,418.0,1265.0,4.0,0.0,0.0,707.0,2.0,1378.0,0.0,284.0,1.0,21.0,0.0,4.0,1789.0
2022-03-27 21:00:00+01:00,419.0,1220.0,5.0,0.0,0.0,76.0,4.0,764.0,1.0,166.0,1.0,21.0,0.0,7.0,2221.0
2022-03-27 22:00:00+01:00,419.0,1151.0,5.0,0.0,0.0,0.0,236.0,405.0,1.0,64.0,1.0,21.0,0.0,8.0,2594.0
2022-03-27 23:00:00+01:00,413.0,1142.0,5.0,0.0,0.0,0.0,144.0,376.0,1.0,2.0,1.0,19.0,0.0,8.0,2666.0
2022-03-28 00:00:00+01:00,416.0,1257.0,5.0,0.0,0.0,0.0,370.0,285.0,2.0,2.0,1.0,18.0,0.0,4.0,2580.0
2022-03-28 01:00:00+01:00,416.0,1165.0,5.0,0.0,0.0,0.0,442.0,83.0,2.0,2.0,1.0,18.0,0.0,1.0,2552.0
2022-03-28 02:00:00+01:00,413.0,1170.0,5.0,0.0,0.0,0.0,959.0,85.0,2.0,2.0,1.0,18.0,0.0,2.0,2592.0
2022-03-28 03:00:00+01:00,412.0,1182.0,8.0,0.0,0.0,0.0,1472.0,84.0,2.0,3.0,1.0,16.0,0.0,3.0,2637.0
2022-03-28 04:00:00+01:00,414.0,1290.0,8.0,0.0,0.0,0.0,1028.0,80.0,2.0,9.0,1.0,17.0,0.0,3.0,2655.0
2022-03-28 05:00:00+01:00,411.0,1590.0,5.0,0.0,0.0,17.0,62.0,470.0,1.0,14.0,1.0,17.0,0.0,3.0,2728.0
2022-03-28 06:00:00+01:00,412.0,1989.0,3.0,0.0,0.0,173.0,18.0,798.0,1.0,103.0,1.0,18.0,0.0,2.0,2879.0
2022-03-28 07:00:00+01:00,412.0,2407.0,0.0,0.0,0.0,337.0,8.0,1009.0,1.0,118.0,1.0,17.0,4.0,0.0,2847.0
2022-03-28 08:00:00+01:00,412.0,2536.0,1.0,0.0,0.0,126.0,9.0,1135.0,1.0,276.0,1.0,18.0,102.0,0.0,2678.0
2022-03-28 09:00:00+01:00,415.0,2604.0,1.0,0.0,0.0,193.0,9.0,1143.0,1.0,89.0,1.0,19.0,284.0,0.0,2208.0
2022-03-28 10:00:00+01:00,411.0,2377.0,0.0,0.0,0.0,1.0,9.0,1010.0,1.0,38.0,1.0,18.0,512.0,1.0,1677.0
2022-03-28 11:00:00+01:00,412.0,2449.0,1.0,0.0,0.0,17.0,8.0,552.0,1.0,15.0,1.0,18.0,634.0,0.0,1195.0
2022-03-28 12:00:00+01:00,408.0,2388.0,0.0,0.0,0.0,52.0,10.0,280.0,1.0,15.0,1.0,18.0,752.0,0.0,872.0
2022-03-28 13:00:00+01:00,410.0,2162.0,1.0,0.0,0.0,40.0,6.0,143.0,2.0,15.0,1.0,19.0,732.0,0.0,628.0
2022-03-28 14:00:00+01:00,406.0,2076.0,1.0,0.0,0.0,0.0,92.0,139.0,2.0,15.0,1.0,19.0,592.0,0.0,592.0
2022-03-28 15:00:00+01:00,410.0,2306.0,1.0,0.0,0.0,0.0,8.0,144.0,2.0,15.0,1.0,18.0,385.0,0.0,627.0
2022-03-28 16:00:00+01:00,414.0,2333.0,0.0,0.0,0.0,6.0,79.0,263.0,2.0,20.0,1.0,19.0,256.0,1.0,720.0
2022-03-28 17:00:00+01:00,410.0,2635.0,0.0,0.0,0.0,213.0,89.0,973.0,1.0,218.0,1.0,18.0,149.0,7.0,868.0
2022-03-28 18:00:00+01:00,406.0,2634.0,0.0,0.0,0.0,513.0,40.0,1404.0,1.0,256.0,1.0,19.0,86.0,7.0,1164.0
2022-03-28 19:00:00+01:00,414.0,2733.0,0.0,0.0,0.0,1018.0,1.0,1595.0,1.0,338.0,0.0,19.0,18.0,10.0,1577.0
2022-03-28 20:00:00+01:00,414.0,2664.0,0.0,0.0,0.0,1376.0,0.0,1733.0,1.0,273.0,0.0,18.0,0.0,11.0,1793.0
