,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Oil_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Nuclear_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Offshore_Actual Consumption,Wind Onshore_Actual Aggregated
2023-01-28 10:00:00+01:00,275.0,4226.0,0.0,0.0,8.0,47.0,4894.0,929.0,379.0,213.0,47.0,0.0,143.0
2023-01-28 11:00:00+01:00,275.0,4268.0,0.0,2.0,6.0,47.0,4894.0,942.0,632.0,211.0,44.0,0.0,154.0
2023-01-28 12:00:00+01:00,275.0,4264.0,0.0,194.0,0.0,46.0,4895.0,1000.0,914.0,211.0,8.0,10.0,136.0
2023-01-28 13:00:00+01:00,277.0,4063.0,0.0,0.0,24.0,46.0,4894.0,943.0,1699.0,202.0,0.0,17.0,99.0
2023-01-28 14:00:00+01:00,276.0,4387.0,0.0,1.0,4.0,46.0,4895.0,889.0,1103.0,208.0,7.0,6.0,65.0
2023-01-28 15:00:00+01:00,278.0,4559.0,0.0,0.0,8.0,46.0,4895.0,964.0,779.0,211.0,0.0,13.0,25.0
2023-01-28 16:00:00+01:00,277.0,4677.0,0.0,0.0,8.0,46.0,4896.0,919.0,275.0,206.0,1.0,10.0,11.0
2023-01-28 17:00:00+01:00,275.0,5146.0,0.0,76.0,4.0,44.0,4895.0,914.0,11.0,208.0,0.0,10.0,13.0
2023-01-28 18:00:00+01:00,275.0,5217.0,0.0,481.0,0.0,44.0,4893.0,942.0,0.0,212.0,0.0,8.0,26.0
2023-01-28 19:00:00+01:00,275.0,5255.0,0.0,605.0,0.0,44.0,4892.0,970.0,0.0,216.0,0.0,5.0,14.0
2023-01-28 20:00:00+01:00,276.0,5167.0,0.0,18.0,0.0,43.0,4891.0,920.0,0.0,213.0,0.0,5.0,14.0
2023-01-28 21:00:00+01:00,277.0,5180.0,0.0,6.0,37.0,43.0,4892.0,847.0,0.0,214.0,0.0,12.0,13.0
2023-01-28 22:00:00+01:00,278.0,5172.0,0.0,0.0,389.0,43.0,4892.0,824.0,0.0,217.0,0.0,10.0,8.0
2023-01-28 23:00:00+01:00,277.0,5132.0,0.0,0.0,348.0,43.0,4892.0,856.0,0.0,214.0,5.0,2.0,13.0
2023-01-29 00:00:00+01:00,277.0,4989.0,0.0,0.0,296.0,45.0,4892.0,807.0,0.0,217.0,25.0,0.0,31.0
2023-01-29 01:00:00+01:00,277.0,3840.0,0.0,0.0,188.0,45.0,4891.0,806.0,0.0,219.0,52.0,0.0,57.0
2023-01-29 02:00:00+01:00,275.0,3162.0,0.0,0.0,278.0,47.0,4890.0,718.0,0.0,221.0,103.0,0.0,90.0
2023-01-29 03:00:00+01:00,277.0,2904.0,0.0,0.0,53.0,47.0,4889.0,675.0,0.0,215.0,159.0,0.0,109.0
2023-01-29 04:00:00+01:00,277.0,2730.0,0.0,6.0,65.0,47.0,4889.0,647.0,0.0,216.0,214.0,0.0,138.0
2023-01-29 05:00:00+01:00,281.0,2701.0,0.0,0.0,51.0,47.0,4890.0,592.0,0.0,216.0,276.0,0.0,181.0
2023-01-29 06:00:00+01:00,275.0,2771.0,0.0,0.0,51.0,45.0,4890.0,672.0,0.0,219.0,249.0,0.0,271.0
2023-01-29 07:00:00+01:00,275.0,2958.0,0.0,0.0,11.0,44.0,4890.0,825.0,0.0,219.0,212.0,0.0,307.0
2023-01-29 08:00:00+01:00,279.0,3203.0,0.0,114.0,0.0,45.0,4889.0,884.0,11.0,216.0,240.0,0.0,288.0
2023-01-29 09:00:00+01:00,273.0,3260.0,0.0,331.0,0.0,44.0,4889.0,967.0,119.0,218.0,389.0,0.0,357.0
2023-01-29 10:00:00+01:00,273.0,3234.0,0.0,167.0,0.0,44.0,4888.0,990.0,254.0,214.0,513.0,0.0,434.0
2023-01-29 11:00:00+01:00,278.0,3209.0,0.0,2.0,3.0,44.0,4888.0,994.0,494.0,209.0,663.0,0.0,503.0
2023-01-29 12:00:00+01:00,276.0,3256.0,0.0,190.0,0.0,43.0,4888.0,981.0,757.0,215.0,958.0,0.0,479.0
2023-01-29 13:00:00+01:00,275.0,2777.0,0.0,0.0,64.0,43.0,4888.0,883.0,712.0,220.0,1365.0,0.0,479.0
2023-01-29 14:00:00+01:00,276.0,2722.0,0.0,0.0,390.0,42.0,4886.0,853.0,589.0,218.0,1524.0,0.0,577.0
2023-01-29 15:00:00+01:00,274.0,2762.0,0.0,0.0,292.0,41.0,4885.0,892.0,308.0,218.0,1842.0,0.0,612.0
2023-01-29 16:00:00+01:00,272.0,2763.0,0.0,30.0,37.0,42.0,4885.0,932.0,137.0,217.0,1965.0,0.0,684.0
2023-01-29 17:00:00+01:00,279.0,2790.0,0.0,115.0,2.0,43.0,4884.0,870.0,6.0,218.0,2052.0,0.0,886.0
2023-01-29 18:00:00+01:00,279.0,2885.0,0.0,446.0,0.0,42.0,4883.0,929.0,0.0,225.0,2032.0,0.0,1099.0
2023-01-29 19:00:00+01:00,277.0,3098.0,0.0,378.0,0.0,43.0,4882.0,972.0,0.0,227.0,2000.0,0.0,1219.0
2023-01-29 20:00:00+01:00,277.0,2961.0,0.0,0.0,159.0,43.0,4884.0,946.0,0.0,227.0,2090.0,0.0,1375.0
2023-01-29 21:00:00+01:00,282.0,2707.0,0.0,0.0,221.0,43.0,4883.0,791.0,0.0,232.0,2137.0,0.0,1466.0
2023-01-29 22:00:00+01:00,281.0,2150.0,0.0,8.0,33.0,42.0,4883.0,760.0,0.0,236.0,2050.0,0.0,1454.0
2023-01-29 23:00:00+01:00,280.0,1769.0,0.0,0.0,9.0,43.0,4882.0,800.0,0.0,237.0,2109.0,0.0,1496.0
2023-01-30 00:00:00+01:00,279.0,1136.0,0.0,0.0,180.0,45.0,4880.0,648.0,0.0,232.0,2152.0,0.0,1624.0
2023-01-30 01:00:00+01:00,275.0,1007.0,0.0,0.0,617.0,44.0,4879.0,629.0,0.0,232.0,2088.0,0.0,1658.0
2023-01-30 02:00:00+01:00,270.0,1036.0,0.0,0.0,876.0,44.0,4876.0,699.0,0.0,233.0,2095.0,0.0,1592.0
2023-01-30 03:00:00+01:00,276.0,979.0,0.0,0.0,928.0,44.0,4875.0,692.0,0.0,231.0,2153.0,0.0,1600.0
2023-01-30 04:00:00+01:00,269.0,976.0,0.0,0.0,806.0,44.0,4874.0,576.0,0.0,230.0,2143.0,0.0,1654.0
2023-01-30 05:00:00+01:00,270.0,1167.0,0.0,0.0,753.0,46.0,4870.0,586.0,0.0,228.0,2146.0,0.0,1674.0
2023-01-30 06:00:00+01:00,271.0,1576.0,0.0,58.0,45.0,45.0,4870.0,679.0,0.0,229.0,2058.0,0.0,1660.0
2023-01-30 07:00:00+01:00,274.0,2171.0,0.0,84.0,1.0,42.0,4874.0,921.0,0.0,231.0,2087.0,0.0,1590.0
2023-01-30 08:00:00+01:00,269.0,2537.0,0.0,684.0,0.0,41.0,4875.0,983.0,24.0,229.0,2153.0,0.0,1414.0
2023-01-30 09:00:00+01:00,273.0,2510.0,0.0,366.0,0.0,40.0,4879.0,994.0,432.0,217.0,2170.0,0.0,1357.0
2023-01-30 10:00:00+01:00,273.0,2281.0,0.0,14.0,38.0,39.0,4884.0,926.0,1326.0,221.0,2118.0,0.0,1483.0
2023-01-30 11:00:00+01:00,270.0,2413.0,0.0,0.0,61.0,40.0,4884.0,794.0,1875.0,216.0,2103.0,0.0,1721.0
2023-01-30 12:00:00+01:00,267.0,2808.0,0.0,0.0,316.0,40.0,4884.0,847.0,1379.0,218.0,2093.0,0.0,1893.0
2023-01-30 13:00:00+01:00,272.0,2903.0,0.0,0.0,322.0,41.0,4883.0,957.0,1250.0,221.0,1930.0,0.0,1823.0
2023-01-30 14:00:00+01:00,274.0,2961.0,0.0,0.0,259.0,41.0,4886.0,952.0,1235.0,220.0,1667.0,0.0,1627.0
2023-01-30 15:00:00+01:00,272.0,3058.0,0.0,0.0,364.0,41.0,4886.0,927.0,835.0,221.0,1358.0,0.0,1442.0
2023-01-30 16:00:00+01:00,272.0,3630.0,0.0,84.0,7.0,41.0,4882.0,961.0,252.0,223.0,967.0,0.0,1084.0
2023-01-30 17:00:00+01:00,267.0,4627.0,0.0,689.0,0.0,41.0,4882.0,982.0,12.0,213.0,631.0,0.0,678.0
2023-01-30 18:00:00+01:00,270.0,5083.0,0.0,841.0,0.0,41.0,4881.0,981.0,0.0,210.0,412.0,0.0,531.0
2023-01-30 19:00:00+01:00,267.0,5066.0,0.0,713.0,0.0,39.0,4883.0,1002.0,0.0,221.0,214.0,0.0,456.0
2023-01-30 20:00:00+01:00,266.0,4710.0,0.0,102.0,0.0,41.0,4884.0,827.0,0.0,225.0,295.0,0.0,543.0
2023-01-30 21:00:00+01:00,259.0,3733.0,0.0,0.0,21.0,41.0,4885.0,672.0,0.0,220.0,286.0,0.0,655.0
2023-01-30 22:00:00+01:00,274.0,3094.0,0.0,0.0,1.0,42.0,4885.0,759.0,0.0,221.0,434.0,0.0,687.0
2023-01-30 23:00:00+01:00,274.0,2489.0,0.0,0.0,213.0,43.0,4886.0,758.0,0.0,221.0,588.0,0.0,734.0
2023-01-31 00:00:00+01:00,272.0,1420.0,0.0,0.0,140.0,42.0,4885.0,609.0,0.0,221.0,657.0,0.0,821.0
2023-01-31 01:00:00+01:00,273.0,1386.0,0.0,0.0,91.0,42.0,4884.0,628.0,0.0,223.0,623.0,0.0,871.0
2023-01-31 02:00:00+01:00,271.0,1265.0,0.0,0.0,631.0,41.0,4883.0,626.0,0.0,217.0,946.0,0.0,933.0
2023-01-31 03:00:00+01:00,269.0,1157.0,0.0,0.0,790.0,41.0,4882.0,566.0,0.0,222.0,1066.0,0.0,1130.0
2023-01-31 04:00:00+01:00,269.0,1232.0,0.0,0.0,846.0,41.0,4882.0,573.0,0.0,222.0,1318.0,0.0,1264.0
2023-01-31 05:00:00+01:00,271.0,1520.0,0.0,0.0,700.0,41.0,4884.0,645.0,0.0,224.0,1500.0,0.0,1397.0
2023-01-31 06:00:00+01:00,273.0,1860.0,0.0,0.0,75.0,41.0,4885.0,779.0,0.0,228.0,1877.0,0.0,1455.0
2023-01-31 07:00:00+01:00,267.0,2727.0,0.0,251.0,0.0,37.0,4880.0,860.0,0.0,220.0,1811.0,0.0,1424.0
2023-01-31 08:00:00+01:00,265.0,3130.0,0.0,609.0,0.0,38.0,4873.0,964.0,19.0,216.0,1699.0,0.0,1317.0
2023-01-31 09:00:00+01:00,270.0,3210.0,0.0,410.0,0.0,38.0,4870.0,972.0,212.0,211.0,1920.0,0.0,1404.0
2023-01-31 10:00:00+01:00,272.0,3207.0,0.0,37.0,0.0,38.0,4873.0,883.0,476.0,211.0,2057.0,0.0,1419.0
2023-01-31 11:00:00+01:00,270.0,3077.0,0.0,0.0,69.0,40.0,4868.0,789.0,734.0,205.0,2060.0,0.0,1459.0
2023-01-31 12:00:00+01:00,273.0,3117.0,0.0,0.0,134.0,43.0,4867.0,760.0,605.0,210.0,2127.0,0.0,1622.0
2023-01-31 13:00:00+01:00,267.0,3113.0,0.0,163.0,4.0,44.0,4866.0,863.0,407.0,209.0,2155.0,0.0,1623.0
2023-01-31 14:00:00+01:00,267.0,3144.0,0.0,16.0,44.0,41.0,4866.0,925.0,448.0,214.0,2118.0,0.0,1525.0
2023-01-31 15:00:00+01:00,267.0,3054.0,0.0,0.0,302.0,40.0,4862.0,816.0,494.0,214.0,2108.0,0.0,1451.0
2023-01-31 16:00:00+01:00,269.0,3397.0,0.0,8.0,116.0,39.0,4860.0,823.0,157.0,216.0,1722.0,0.0,1383.0
2023-01-31 17:00:00+01:00,270.0,3549.0,0.0,450.0,0.0,39.0,4864.0,945.0,8.0,215.0,840.0,0.0,1230.0
2023-01-31 18:00:00+01:00,264.0,3852.0,0.0,777.0,0.0,39.0,4843.0,1000.0,0.0,223.0,603.0,0.0,1116.0
2023-01-31 19:00:00+01:00,259.0,3683.0,0.0,229.0,0.0,39.0,4539.0,998.0,0.0,221.0,1037.0,0.0,1027.0
2023-01-31 20:00:00+01:00,261.0,3093.0,0.0,0.0,173.0,38.0,4097.0,812.0,0.0,225.0,1552.0,0.0,1056.0
2023-01-31 21:00:00+01:00,261.0,2634.0,0.0,249.0,1.0,38.0,4058.0,802.0,0.0,223.0,919.0,0.0,945.0
2023-01-31 22:00:00+01:00,266.0,2099.0,0.0,118.0,0.0,38.0,3994.0,897.0,0.0,223.0,1494.0,0.0,959.0
2023-01-31 23:00:00+01:00,266.0,1683.0,0.0,0.0,272.0,38.0,3947.0,789.0,0.0,218.0,1790.0,0.0,1104.0
2023-02-01 00:00:00+01:00,270.0,1375.0,0.0,0.0,678.0,38.0,3947.0,541.0,0.0,221.0,2097.0,0.0,1235.0
2023-02-01 01:00:00+01:00,271.0,1106.0,0.0,0.0,807.0,38.0,3946.0,544.0,0.0,222.0,2119.0,0.0,1228.0
2023-02-01 02:00:00+01:00,264.0,985.0,0.0,0.0,712.0,39.0,3946.0,567.0,0.0,223.0,2123.0,0.0,1321.0
2023-02-01 03:00:00+01:00,263.0,899.0,0.0,0.0,714.0,42.0,3946.0,621.0,0.0,222.0,2140.0,0.0,1432.0
2023-02-01 04:00:00+01:00,270.0,930.0,0.0,0.0,814.0,43.0,3945.0,597.0,0.0,221.0,2175.0,0.0,1479.0
2023-02-01 05:00:00+01:00,270.0,958.0,0.0,0.0,783.0,43.0,3947.0,630.0,0.0,223.0,2175.0,0.0,1551.0
2023-02-01 06:00:00+01:00,262.0,1424.0,0.0,0.0,63.0,45.0,3947.0,730.0,0.0,224.0,2151.0,0.0,1660.0
2023-02-01 07:00:00+01:00,251.0,1868.0,0.0,157.0,1.0,42.0,3945.0,842.0,0.0,218.0,2172.0,0.0,1731.0
2023-02-01 08:00:00+01:00,249.0,2042.0,0.0,684.0,0.0,37.0,3947.0,986.0,63.0,214.0,2175.0,0.0,1674.0
2023-02-01 09:00:00+01:00,252.0,2242.0,0.0,695.0,0.0,36.0,3948.0,987.0,459.0,224.0,2163.0,0.0,1678.0
2023-02-01 10:00:00+01:00,264.0,2056.0,2.0,227.0,0.0,36.0,3948.0,973.0,1266.0,231.0,2128.0,0.0,1622.0
2023-02-01 11:00:00+01:00,267.0,1472.0,0.0,36.0,10.0,36.0,3949.0,864.0,2281.0,232.0,1976.0,0.0,1818.0
2023-02-01 12:00:00+01:00,264.0,1465.0,0.0,11.0,27.0,35.0,3945.0,844.0,2143.0,233.0,2147.0,0.0,1994.0
2023-02-01 13:00:00+01:00,265.0,1395.0,0.0,34.0,4.0,36.0,3945.0,791.0,1726.0,232.0,2123.0,0.0,2091.0
2023-02-01 14:00:00+01:00,257.0,1552.0,0.0,5.0,20.0,39.0,3944.0,760.0,1233.0,237.0,2159.0,0.0,2080.0
2023-02-01 15:00:00+01:00,256.0,1622.0,0.0,31.0,0.0,33.0,3945.0,877.0,527.0,238.0,2172.0,0.0,2064.0
2023-02-01 16:00:00+01:00,260.0,1874.0,0.0,30.0,0.0,38.0,3947.0,953.0,141.0,235.0,2152.0,0.0,1913.0
2023-02-01 17:00:00+01:00,257.0,2295.0,0.0,53.0,26.0,40.0,3944.0,931.0,8.0,235.0,2160.0,0.0,1760.0
2023-02-01 18:00:00+01:00,258.0,2738.0,0.0,600.0,0.0,40.0,3944.0,920.0,0.0,237.0,2175.0,0.0,1677.0
2023-02-01 19:00:00+01:00,260.0,2750.0,0.0,538.0,0.0,40.0,3944.0,887.0,0.0,234.0,2156.0,0.0,1696.0
2023-02-01 20:00:00+01:00,260.0,2758.0,0.0,240.0,0.0,40.0,3944.0,863.0,0.0,240.0,2139.0,0.0,1727.0
2023-02-01 21:00:00+01:00,260.0,1836.0,0.0,77.0,0.0,40.0,3945.0,863.0,0.0,240.0,2142.0,0.0,1708.0
2023-02-01 22:00:00+01:00,264.0,1249.0,0.0,50.0,3.0,40.0,3946.0,827.0,0.0,242.0,2120.0,0.0,1721.0
2023-02-01 23:00:00+01:00,260.0,1137.0,0.0,40.0,100.0,40.0,3946.0,744.0,0.0,242.0,2135.0,0.0,1710.0
2023-02-02 00:00:00+01:00,258.0,988.0,0.0,0.0,383.0,42.0,3947.0,558.0,0.0,242.0,2159.0,0.0,1639.0
2023-02-02 01:00:00+01:00,262.0,971.0,0.0,0.0,750.0,43.0,3946.0,614.0,0.0,238.0,2157.0,0.0,1508.0
2023-02-02 02:00:00+01:00,265.0,989.0,0.0,0.0,647.0,43.0,3945.0,675.0,0.0,240.0,2140.0,0.0,1351.0
2023-02-02 03:00:00+01:00,271.0,953.0,0.0,0.0,729.0,43.0,3945.0,682.0,0.0,242.0,2119.0,0.0,1295.0
2023-02-02 04:00:00+01:00,270.0,940.0,0.0,0.0,669.0,42.0,3945.0,695.0,0.0,241.0,2104.0,0.0,1336.0
2023-02-02 05:00:00+01:00,271.0,1036.0,0.0,0.0,628.0,42.0,3946.0,620.0,0.0,244.0,2054.0,0.0,1319.0
2023-02-02 06:00:00+01:00,269.0,1499.0,0.0,0.0,25.0,41.0,3944.0,688.0,0.0,239.0,2027.0,0.0,1397.0
2023-02-02 07:00:00+01:00,269.0,2080.0,0.0,0.0,2.0,41.0,3943.0,871.0,0.0,238.0,1986.0,0.0,1417.0
2023-02-02 08:00:00+01:00,262.0,2854.0,0.0,291.0,0.0,41.0,3947.0,981.0,17.0,238.0,1935.0,0.0,1416.0
2023-02-02 09:00:00+01:00,274.0,3024.0,0.0,379.0,0.0,38.0,3949.0,991.0,257.0,236.0,1971.0,0.0,1414.0
2023-02-02 10:00:00+01:00,273.0,3033.0,0.0,129.0,0.0,38.0,3941.0,960.0,838.0,247.0,1841.0,0.0,1358.0
2023-02-02 11:00:00+01:00,272.0,3022.0,0.0,0.0,1.0,38.0,3941.0,950.0,1629.0,238.0,1701.0,0.0,1264.0
2023-02-02 12:00:00+01:00,266.0,2749.0,0.0,0.0,111.0,38.0,3942.0,892.0,1761.0,239.0,1775.0,0.0,1296.0
2023-02-02 13:00:00+01:00,270.0,2975.0,0.0,0.0,28.0,37.0,3945.0,899.0,1092.0,234.0,1839.0,0.0,1296.0
2023-02-02 14:00:00+01:00,270.0,2872.0,0.0,0.0,1.0,37.0,3945.0,906.0,810.0,242.0,1747.0,0.0,1252.0
2023-02-02 15:00:00+01:00,267.0,2877.0,0.0,0.0,1.0,37.0,3944.0,886.0,526.0,235.0,1729.0,0.0,1216.0
2023-02-02 16:00:00+01:00,267.0,2968.0,0.0,0.0,1.0,37.0,3945.0,876.0,201.0,234.0,1940.0,0.0,1185.0
2023-02-02 17:00:00+01:00,264.0,3053.0,0.0,496.0,0.0,37.0,3943.0,897.0,15.0,225.0,2063.0,0.0,1142.0
2023-02-02 18:00:00+01:00,265.0,3137.0,0.0,669.0,0.0,37.0,3944.0,934.0,0.0,232.0,2053.0,0.0,1192.0
2023-02-02 19:00:00+01:00,262.0,3073.0,0.0,641.0,0.0,37.0,3944.0,937.0,0.0,238.0,2093.0,0.0,1265.0
2023-02-02 20:00:00+01:00,262.0,3012.0,0.0,195.0,0.0,39.0,3945.0,891.0,0.0,237.0,2142.0,0.0,1392.0
2023-02-02 21:00:00+01:00,262.0,2534.0,0.0,4.0,0.0,40.0,3944.0,828.0,0.0,236.0,2135.0,0.0,1449.0
2023-02-02 22:00:00+01:00,261.0,1936.0,0.0,59.0,1.0,40.0,3942.0,764.0,0.0,233.0,2133.0,0.0,1501.0
2023-02-02 23:00:00+01:00,258.0,1526.0,0.0,5.0,56.0,39.0,3943.0,759.0,0.0,231.0,2142.0,0.0,1528.0
2023-02-03 00:00:00+01:00,260.0,1054.0,0.0,0.0,357.0,40.0,3944.0,623.0,0.0,232.0,2124.0,0.0,1580.0
2023-02-03 01:00:00+01:00,260.0,1020.0,0.0,0.0,657.0,40.0,3945.0,560.0,0.0,232.0,2141.0,0.0,1655.0
2023-02-03 02:00:00+01:00,257.0,993.0,0.0,0.0,790.0,40.0,3944.0,583.0,0.0,234.0,2160.0,0.0,1654.0
2023-02-03 03:00:00+01:00,256.0,908.0,0.0,0.0,774.0,40.0,3944.0,633.0,0.0,232.0,2166.0,0.0,1714.0
2023-02-03 04:00:00+01:00,257.0,860.0,0.0,0.0,775.0,40.0,3944.0,572.0,0.0,234.0,2149.0,0.0,1670.0
2023-02-03 05:00:00+01:00,259.0,939.0,0.0,0.0,425.0,40.0,3944.0,612.0,0.0,236.0,2158.0,0.0,1593.0
2023-02-03 06:00:00+01:00,263.0,1155.0,0.0,97.0,27.0,40.0,3945.0,671.0,0.0,236.0,2114.0,0.0,1636.0
2023-02-03 07:00:00+01:00,265.0,1772.0,0.0,30.0,3.0,40.0,3944.0,839.0,0.0,232.0,2123.0,0.0,1655.0
2023-02-03 08:00:00+01:00,261.0,1984.0,0.0,346.0,0.0,40.0,3942.0,909.0,37.0,224.0,2130.0,0.0,1729.0
2023-02-03 09:00:00+01:00,251.0,2224.0,0.0,396.0,0.0,39.0,3943.0,918.0,228.0,230.0,2060.0,0.0,1760.0
2023-02-03 10:00:00+01:00,262.0,2252.0,0.0,3.0,0.0,38.0,3941.0,920.0,479.0,231.0,1942.0,0.0,1728.0
2023-02-03 11:00:00+01:00,246.0,2273.0,0.0,57.0,0.0,39.0,3939.0,912.0,696.0,233.0,1898.0,0.0,1712.0
2023-02-03 12:00:00+01:00,248.0,2220.0,0.0,31.0,1.0,40.0,3941.0,920.0,598.0,228.0,1703.0,0.0,1724.0
2023-02-03 13:00:00+01:00,248.0,2298.0,0.0,176.0,0.0,39.0,3943.0,918.0,603.0,228.0,1361.0,0.0,1612.0
2023-02-03 14:00:00+01:00,247.0,2292.0,0.0,315.0,0.0,38.0,3943.0,971.0,505.0,222.0,1162.0,0.0,1493.0
2023-02-03 15:00:00+01:00,248.0,2304.0,2.0,106.0,0.0,37.0,3945.0,955.0,344.0,216.0,977.0,0.0,1313.0
2023-02-03 16:00:00+01:00,247.0,2331.0,0.0,113.0,0.0,37.0,3948.0,958.0,239.0,215.0,815.0,0.0,1064.0
2023-02-03 17:00:00+01:00,255.0,2565.0,0.0,75.0,0.0,38.0,3942.0,983.0,25.0,213.0,765.0,0.0,941.0
2023-02-03 18:00:00+01:00,260.0,2734.0,0.0,710.0,0.0,37.0,3941.0,1001.0,0.0,218.0,698.0,0.0,891.0
2023-02-03 19:00:00+01:00,264.0,2977.0,0.0,652.0,0.0,37.0,3943.0,998.0,0.0,219.0,739.0,0.0,891.0
2023-02-03 20:00:00+01:00,263.0,2772.0,0.0,10.0,47.0,37.0,3942.0,906.0,0.0,222.0,948.0,0.0,872.0
2023-02-03 21:00:00+01:00,267.0,2522.0,0.0,0.0,74.0,37.0,3943.0,804.0,0.0,225.0,851.0,0.0,818.0
2023-02-03 22:00:00+01:00,267.0,2139.0,0.0,0.0,178.0,36.0,3942.0,842.0,0.0,226.0,695.0,0.0,739.0
2023-02-03 23:00:00+01:00,264.0,1752.0,0.0,0.0,212.0,36.0,3942.0,826.0,0.0,221.0,450.0,0.0,673.0
2023-02-04 00:00:00+01:00,263.0,1556.0,0.0,0.0,198.0,37.0,3945.0,748.0,0.0,217.0,563.0,0.0,597.0
2023-02-04 01:00:00+01:00,265.0,1491.0,0.0,47.0,19.0,37.0,3945.0,663.0,0.0,216.0,473.0,0.0,460.0
2023-02-04 02:00:00+01:00,266.0,1647.0,0.0,0.0,430.0,37.0,3946.0,673.0,0.0,216.0,346.0,0.0,301.0
2023-02-04 03:00:00+01:00,264.0,1663.0,0.0,0.0,401.0,37.0,3947.0,694.0,0.0,217.0,242.0,0.0,213.0
2023-02-04 04:00:00+01:00,263.0,1632.0,0.0,0.0,698.0,37.0,3946.0,727.0,0.0,219.0,220.0,0.0,170.0
2023-02-04 05:00:00+01:00,265.0,1632.0,0.0,0.0,469.0,37.0,3945.0,658.0,0.0,220.0,173.0,0.0,135.0
2023-02-04 06:00:00+01:00,266.0,1779.0,0.0,0.0,137.0,38.0,3945.0,692.0,0.0,221.0,44.0,0.0,99.0
2023-02-04 07:00:00+01:00,263.0,2208.0,0.0,0.0,153.0,39.0,3946.0,784.0,0.0,217.0,1.0,4.0,68.0
2023-02-04 08:00:00+01:00,264.0,2799.0,0.0,142.0,0.0,39.0,3945.0,862.0,29.0,215.0,8.0,3.0,55.0
2023-02-04 09:00:00+01:00,268.0,2804.0,0.0,336.0,0.0,39.0,3944.0,917.0,264.0,213.0,33.0,0.0,50.0
2023-02-04 10:00:00+01:00,269.0,2771.0,0.0,4.0,1.0,38.0,3945.0,923.0,535.0,219.0,3.0,1.0,31.0
2023-02-04 11:00:00+01:00,268.0,2787.0,0.0,43.0,1.0,38.0,3944.0,883.0,725.0,217.0,0.0,18.0,14.0
2023-02-04 12:00:00+01:00,270.0,2798.0,0.0,0.0,2.0,38.0,3945.0,879.0,935.0,220.0,0.0,16.0,11.0
2023-02-04 13:00:00+01:00,272.0,2709.0,0.0,0.0,2.0,38.0,3946.0,878.0,899.0,219.0,1.0,4.0,13.0
2023-02-04 14:00:00+01:00,269.0,2652.0,0.0,136.0,0.0,37.0,3946.0,835.0,755.0,212.0,28.0,0.0,15.0
2023-02-04 15:00:00+01:00,268.0,2824.0,0.0,72.0,1.0,37.0,3946.0,864.0,503.0,211.0,11.0,7.0,15.0
2023-02-04 16:00:00+01:00,270.0,2833.0,0.0,19.0,2.0,37.0,3946.0,910.0,183.0,225.0,4.0,11.0,25.0
2023-02-04 17:00:00+01:00,271.0,2844.0,0.0,34.0,2.0,37.0,3946.0,915.0,13.0,223.0,55.0,0.0,45.0
2023-02-04 18:00:00+01:00,266.0,2837.0,0.0,511.0,0.0,38.0,3947.0,920.0,0.0,224.0,57.0,0.0,73.0
2023-02-04 19:00:00+01:00,267.0,2766.0,0.0,541.0,0.0,39.0,3946.0,871.0,0.0,222.0,123.0,0.0,105.0
2023-02-04 20:00:00+01:00,268.0,2792.0,0.0,45.0,0.0,39.0,3945.0,716.0,0.0,229.0,195.0,0.0,174.0
2023-02-04 21:00:00+01:00,266.0,2804.0,0.0,65.0,0.0,40.0,3945.0,770.0,0.0,226.0,159.0,0.0,192.0
2023-02-04 22:00:00+01:00,270.0,2667.0,0.0,48.0,2.0,42.0,3948.0,829.0,0.0,224.0,96.0,0.0,194.0
2023-02-04 23:00:00+01:00,270.0,2089.0,0.0,6.0,37.0,42.0,3948.0,782.0,0.0,229.0,284.0,0.0,246.0
2023-02-05 00:00:00+01:00,269.0,1240.0,0.0,0.0,85.0,42.0,3947.0,626.0,0.0,229.0,356.0,0.0,218.0
2023-02-05 01:00:00+01:00,269.0,1049.0,0.0,0.0,267.0,42.0,3947.0,574.0,0.0,231.0,583.0,0.0,198.0
2023-02-05 02:00:00+01:00,268.0,1110.0,0.0,0.0,166.0,41.0,3947.0,571.0,0.0,232.0,614.0,0.0,304.0
2023-02-05 03:00:00+01:00,268.0,1137.0,0.0,1.0,37.0,35.0,3948.0,616.0,0.0,225.0,681.0,0.0,426.0
2023-02-05 04:00:00+01:00,270.0,1151.0,0.0,82.0,5.0,31.0,3948.0,648.0,0.0,228.0,1256.0,0.0,467.0
2023-02-05 05:00:00+01:00,269.0,1094.0,0.0,0.0,302.0,28.0,3948.0,565.0,0.0,226.0,2120.0,0.0,591.0
2023-02-05 06:00:00+01:00,271.0,1078.0,0.0,0.0,199.0,30.0,3949.0,570.0,0.0,226.0,2102.0,0.0,918.0
2023-02-05 07:00:00+01:00,273.0,1065.0,0.0,0.0,238.0,39.0,3949.0,625.0,0.0,223.0,2118.0,0.0,1211.0
