,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2023-01-01 09:45:00+02:00,29.0,876.0,1382.0,0.0,797.0,88.0,1409.0,215.0,679.0
2023-01-01 10:00:00+02:00,29.0,872.0,1370.0,0.0,786.0,68.0,1409.0,254.0,653.0
2023-01-01 10:15:00+02:00,30.0,874.0,1376.0,0.0,802.0,69.0,1409.0,309.0,617.0
2023-01-01 10:30:00+02:00,30.0,864.0,1361.0,0.0,781.0,67.0,1409.0,357.0,584.0
2023-01-01 10:45:00+02:00,30.0,847.0,1328.0,0.0,732.0,67.0,1409.0,380.0,554.0
2023-01-01 11:00:00+02:00,30.0,848.0,1333.0,0.0,734.0,65.0,1411.0,389.0,523.0
2023-01-01 11:15:00+02:00,30.0,835.0,1297.0,0.0,695.0,65.0,1411.0,408.0,488.0
2023-01-01 11:30:00+02:00,30.0,833.0,1287.0,0.0,689.0,65.0,1410.0,442.0,464.0
2023-01-01 11:45:00+02:00,30.0,841.0,1292.0,0.0,703.0,66.0,1409.0,478.0,428.0
2023-01-01 12:00:00+02:00,30.0,869.0,1360.0,0.0,802.0,66.0,1409.0,495.0,371.0
2023-01-01 12:15:00+02:00,29.0,868.0,1380.0,0.0,821.0,66.0,1409.0,505.0,343.0
2023-01-01 12:30:00+02:00,29.0,871.0,1382.0,0.0,826.0,65.0,1408.0,500.0,321.0
2023-01-01 12:45:00+02:00,30.0,869.0,1382.0,0.0,826.0,69.0,1409.0,496.0,292.0
2023-01-01 13:00:00+02:00,30.0,859.0,1363.0,0.0,827.0,63.0,1409.0,493.0,276.0
2023-01-01 13:15:00+02:00,30.0,866.0,1372.0,0.0,845.0,63.0,1408.0,466.0,258.0
2023-01-01 13:30:00+02:00,30.0,867.0,1375.0,0.0,853.0,62.0,1408.0,438.0,248.0
2023-01-01 13:45:00+02:00,30.0,867.0,1366.0,0.0,845.0,61.0,1408.0,414.0,246.0
2023-01-01 14:00:00+02:00,30.0,873.0,1373.0,0.0,850.0,67.0,1408.0,382.0,236.0
2023-01-01 14:15:00+02:00,30.0,873.0,1377.0,0.0,837.0,69.0,1408.0,356.0,223.0
2023-01-01 14:30:00+02:00,30.0,875.0,1379.0,0.0,834.0,68.0,1409.0,313.0,217.0
2023-01-01 14:45:00+02:00,30.0,873.0,1381.0,0.0,845.0,70.0,1408.0,260.0,209.0
2023-01-01 15:00:00+02:00,30.0,862.0,1359.0,0.0,963.0,110.0,1408.0,205.0,204.0
2023-01-01 15:15:00+02:00,30.0,873.0,1380.0,0.0,992.0,125.0,1408.0,157.0,210.0
2023-01-01 15:30:00+02:00,30.0,880.0,1384.0,0.0,997.0,126.0,1408.0,115.0,218.0
2023-01-01 15:45:00+02:00,32.0,884.0,1389.0,0.0,1002.0,133.0,1408.0,75.0,243.0
2023-01-01 16:00:00+02:00,32.0,878.0,1384.0,0.0,1145.0,307.0,1408.0,46.0,268.0
2023-01-01 16:15:00+02:00,32.0,874.0,1381.0,0.0,1167.0,312.0,1409.0,22.0,299.0
2023-01-01 16:30:00+02:00,32.0,876.0,1385.0,0.0,1157.0,316.0,1409.0,7.0,329.0
2023-01-01 16:45:00+02:00,32.0,873.0,1390.0,0.0,1238.0,318.0,1409.0,1.0,415.0
2023-01-01 17:00:00+02:00,32.0,869.0,1375.0,0.0,1236.0,352.0,1409.0,0.0,383.0
2023-01-01 17:15:00+02:00,32.0,871.0,1374.0,0.0,1235.0,352.0,1409.0,0.0,399.0
2023-01-01 17:30:00+02:00,32.0,878.0,1386.0,0.0,1236.0,368.0,1410.0,0.0,436.0
2023-01-01 17:45:00+02:00,32.0,880.0,1389.0,0.0,1243.0,383.0,1409.0,0.0,477.0
2023-01-01 18:00:00+02:00,32.0,876.0,1388.0,0.0,1434.0,504.0,1409.0,0.0,474.0
2023-01-01 18:15:00+02:00,32.0,874.0,1387.0,0.0,1445.0,502.0,1410.0,0.0,501.0
2023-01-01 18:30:00+02:00,33.0,871.0,1387.0,0.0,1446.0,502.0,1410.0,0.0,504.0
2023-01-01 18:45:00+02:00,32.0,865.0,1386.0,0.0,1443.0,500.0,1409.0,0.0,500.0
2023-01-01 19:00:00+02:00,32.0,867.0,1386.0,0.0,1453.0,501.0,1409.0,0.0,508.0
2023-01-01 19:15:00+02:00,32.0,871.0,1390.0,0.0,1464.0,505.0,1409.0,0.0,525.0
2023-01-01 19:30:00+02:00,32.0,870.0,1388.0,0.0,1467.0,502.0,1410.0,0.0,532.0
2023-01-01 19:45:00+02:00,32.0,870.0,1389.0,0.0,1474.0,506.0,1409.0,0.0,507.0
2023-01-01 20:00:00+02:00,32.0,871.0,1385.0,0.0,1549.0,405.0,1409.0,0.0,516.0
2023-01-01 20:15:00+02:00,32.0,873.0,1383.0,0.0,1550.0,403.0,1410.0,0.0,500.0
2023-01-01 20:30:00+02:00,32.0,874.0,1383.0,0.0,1549.0,400.0,1409.0,0.0,471.0
2023-01-01 20:45:00+02:00,32.0,875.0,1386.0,0.0,1550.0,397.0,1410.0,0.0,446.0
2023-01-01 21:00:00+02:00,32.0,881.0,1409.0,0.0,1551.0,400.0,1409.0,0.0,444.0
2023-01-01 21:15:00+02:00,33.0,868.0,1374.0,0.0,1546.0,352.0,1409.0,0.0,600.0
2023-01-01 21:30:00+02:00,32.0,853.0,1347.0,0.0,1540.0,315.0,1410.0,0.0,667.0
2023-01-01 21:45:00+02:00,33.0,854.0,1346.0,0.0,1539.0,311.0,1409.0,0.0,621.0
2023-01-01 22:00:00+02:00,32.0,875.0,1388.0,0.0,1539.0,302.0,1409.0,0.0,617.0
2023-01-01 22:15:00+02:00,30.0,870.0,1382.0,0.0,1539.0,288.0,1409.0,0.0,615.0
2023-01-01 22:30:00+02:00,31.0,863.0,1371.0,0.0,1537.0,267.0,1409.0,0.0,618.0
2023-01-01 22:45:00+02:00,31.0,856.0,1357.0,0.0,1530.0,247.0,1410.0,0.0,617.0
2023-01-01 23:00:00+02:00,30.0,870.0,1395.0,0.0,1442.0,186.0,1410.0,0.0,586.0
2023-01-01 23:15:00+02:00,30.0,876.0,1398.0,0.0,1436.0,182.0,1410.0,0.0,556.0
2023-01-01 23:30:00+02:00,30.0,876.0,1395.0,0.0,1433.0,179.0,1410.0,0.0,529.0
2023-01-01 23:45:00+02:00,30.0,876.0,1391.0,0.0,1440.0,176.0,1410.0,0.0,496.0
2023-01-02 00:00:00+02:00,30.0,880.0,1408.0,0.0,1213.0,181.0,1409.0,0.0,469.0
2023-01-02 00:15:00+02:00,30.0,877.0,1397.0,0.0,1183.0,160.0,1409.0,0.0,451.0
2023-01-02 00:30:00+02:00,30.0,873.0,1391.0,0.0,1184.0,154.0,1410.0,0.0,439.0
2023-01-02 00:45:00+02:00,30.0,869.0,1387.0,0.0,1179.0,153.0,1410.0,0.0,446.0
2023-01-02 01:00:00+02:00,30.0,873.0,1391.0,0.0,1190.0,152.0,1410.0,0.0,439.0
2023-01-02 01:15:00+02:00,30.0,883.0,1444.0,0.0,1192.0,154.0,1409.0,0.0,432.0
2023-01-02 01:30:00+02:00,30.0,951.0,1460.0,0.0,1191.0,137.0,1409.0,0.0,443.0
2023-01-02 01:45:00+02:00,30.0,949.0,1435.0,0.0,1193.0,117.0,1409.0,0.0,459.0
2023-01-02 02:00:00+02:00,30.0,956.0,1463.0,0.0,1192.0,140.0,1409.0,0.0,483.0
2023-01-02 02:15:00+02:00,30.0,951.0,1439.0,0.0,1191.0,121.0,1409.0,0.0,496.0
2023-01-02 02:30:00+02:00,30.0,948.0,1436.0,0.0,1190.0,118.0,1409.0,0.0,512.0
2023-01-02 02:45:00+02:00,30.0,938.0,1423.0,0.0,1183.0,108.0,1409.0,0.0,539.0
2023-01-02 03:00:00+02:00,30.0,943.0,1422.0,0.0,1178.0,108.0,1409.0,0.0,564.0
2023-01-02 03:15:00+02:00,30.0,942.0,1404.0,0.0,1178.0,93.0,1409.0,0.0,581.0
2023-01-02 03:30:00+02:00,30.0,939.0,1400.0,0.0,1177.0,91.0,1409.0,0.0,572.0
2023-01-02 03:45:00+02:00,30.0,945.0,1409.0,0.0,1178.0,101.0,1409.0,0.0,549.0
2023-01-02 04:00:00+02:00,30.0,956.0,1440.0,0.0,1178.0,122.0,1409.0,0.0,525.0
2023-01-02 04:15:00+02:00,30.0,958.0,1439.0,0.0,1178.0,124.0,1409.0,0.0,513.0
2023-01-02 04:30:00+02:00,30.0,957.0,1437.0,0.0,1178.0,121.0,1409.0,0.0,495.0
2023-01-02 04:45:00+02:00,30.0,960.0,1448.0,0.0,1183.0,127.0,1409.0,0.0,477.0
2023-01-02 05:00:00+02:00,30.0,950.0,1423.0,0.0,1187.0,113.0,1409.0,0.0,465.0
2023-01-02 05:15:00+02:00,30.0,954.0,1438.0,0.0,1188.0,125.0,1409.0,0.0,449.0
2023-01-02 05:30:00+02:00,30.0,954.0,1441.0,0.0,1189.0,127.0,1409.0,0.0,442.0
2023-01-02 05:45:00+02:00,30.0,947.0,1438.0,0.0,1191.0,130.0,1409.0,0.0,436.0
2023-01-02 06:00:00+02:00,30.0,947.0,1437.0,0.0,1176.0,188.0,1409.0,0.0,432.0
2023-01-02 06:15:00+02:00,30.0,954.0,1442.0,0.0,1160.0,193.0,1409.0,0.0,425.0
2023-01-02 06:30:00+02:00,30.0,959.0,1452.0,0.0,1161.0,207.0,1409.0,0.0,417.0
2023-01-02 06:45:00+02:00,30.0,962.0,1465.0,0.0,1168.0,235.0,1409.0,0.0,415.0
2023-01-02 07:00:00+02:00,30.0,946.0,1408.0,0.0,1446.0,288.0,1409.0,0.0,400.0
2023-01-02 07:15:00+02:00,29.0,949.0,1417.0,0.0,1476.0,301.0,1409.0,0.0,410.0
2023-01-02 07:30:00+02:00,30.0,956.0,1425.0,0.0,1476.0,309.0,1409.0,0.0,415.0
2023-01-02 07:45:00+02:00,31.0,958.0,1437.0,0.0,1477.0,323.0,1409.0,1.0,410.0
2023-01-02 08:00:00+02:00,30.0,949.0,1675.0,0.0,1479.0,325.0,1409.0,4.0,396.0
2023-01-02 08:15:00+02:00,30.0,952.0,1707.0,0.0,1479.0,359.0,1409.0,12.0,387.0
2023-01-02 08:30:00+02:00,30.0,965.0,1713.0,0.0,1481.0,399.0,1409.0,35.0,374.0
2023-01-02 08:45:00+02:00,30.0,975.0,1711.0,0.0,1484.0,429.0,1409.0,66.0,351.0
2023-01-02 09:00:00+02:00,30.0,1002.0,1708.0,0.0,1493.0,374.0,1410.0,110.0,331.0
2023-01-02 09:15:00+02:00,30.0,1008.0,1706.0,0.0,1491.0,378.0,1410.0,156.0,308.0
2023-01-02 09:30:00+02:00,30.0,1000.0,1709.0,0.0,1493.0,360.0,1409.0,216.0,290.0
2023-01-02 09:45:00+02:00,30.0,993.0,1708.0,0.0,1500.0,346.0,1409.0,272.0,258.0
2023-01-02 10:00:00+02:00,30.0,993.0,1703.0,0.0,1498.0,348.0,1409.0,323.0,232.0
2023-01-02 10:15:00+02:00,30.0,988.0,1704.0,0.0,1496.0,319.0,1409.0,376.0,219.0
2023-01-02 10:30:00+02:00,30.0,935.0,1704.0,0.0,1496.0,319.0,1409.0,413.0,200.0
2023-01-02 10:45:00+02:00,30.0,870.0,1703.0,0.0,1497.0,368.0,1409.0,445.0,185.0
2023-01-02 11:00:00+02:00,30.0,864.0,1693.0,0.0,1488.0,333.0,1409.0,471.0,161.0
2023-01-02 11:15:00+02:00,30.0,860.0,1694.0,0.0,1490.0,326.0,1409.0,498.0,140.0
2023-01-02 11:30:00+02:00,30.0,861.0,1619.0,0.0,1490.0,355.0,1409.0,512.0,120.0
2023-01-02 11:45:00+02:00,30.0,873.0,1592.0,0.0,1487.0,376.0,1408.0,525.0,105.0
2023-01-02 12:00:00+02:00,30.0,870.0,1585.0,0.0,1469.0,374.0,1408.0,532.0,91.0
2023-01-02 12:15:00+02:00,30.0,874.0,1584.0,0.0,1475.0,374.0,1409.0,532.0,79.0
2023-01-02 12:30:00+02:00,30.0,872.0,1583.0,0.0,1475.0,374.0,1408.0,530.0,70.0
2023-01-02 12:45:00+02:00,30.0,866.0,1582.0,0.0,1473.0,376.0,1409.0,517.0,68.0
2023-01-02 13:00:00+02:00,30.0,860.0,1579.0,0.0,1289.0,313.0,1408.0,500.0,69.0
2023-01-02 13:15:00+02:00,30.0,866.0,1578.0,0.0,1273.0,318.0,1409.0,493.0,64.0
2023-01-02 13:30:00+02:00,29.0,871.0,1577.0,0.0,1272.0,338.0,1409.0,468.0,62.0
2023-01-02 13:45:00+02:00,30.0,874.0,1574.0,0.0,1272.0,327.0,1409.0,446.0,73.0
2023-01-02 14:00:00+02:00,30.0,872.0,1575.0,0.0,1273.0,333.0,1409.0,413.0,91.0
2023-01-02 14:15:00+02:00,30.0,877.0,1576.0,0.0,1272.0,344.0,1410.0,377.0,110.0
2023-01-02 14:30:00+02:00,30.0,885.0,1576.0,0.0,1271.0,365.0,1410.0,338.0,124.0
2023-01-02 14:45:00+02:00,30.0,883.0,1626.0,0.0,1270.0,353.0,1410.0,294.0,140.0
2023-01-02 15:00:00+02:00,30.0,881.0,1576.0,0.0,1277.0,340.0,1410.0,231.0,159.0
2023-01-02 15:15:00+02:00,30.0,885.0,1575.0,0.0,1275.0,369.0,1410.0,175.0,179.0
2023-01-02 15:30:00+02:00,30.0,884.0,1576.0,0.0,1276.0,371.0,1410.0,133.0,217.0
2023-01-02 15:45:00+02:00,30.0,881.0,1575.0,0.0,1274.0,376.0,1410.0,98.0,262.0
2023-01-02 16:00:00+02:00,30.0,885.0,1583.0,0.0,1265.0,375.0,1411.0,60.0,294.0
2023-01-02 16:15:00+02:00,30.0,884.0,1586.0,0.0,1260.0,387.0,1411.0,31.0,312.0
2023-01-02 16:30:00+02:00,30.0,882.0,1586.0,0.0,1260.0,399.0,1410.0,6.0,320.0
2023-01-02 16:45:00+02:00,30.0,881.0,1655.0,0.0,1260.0,389.0,1411.0,1.0,352.0
2023-01-02 17:00:00+02:00,30.0,868.0,1688.0,0.0,1270.0,376.0,1411.0,0.0,406.0
2023-01-02 17:15:00+02:00,29.0,874.0,1691.0,0.0,1270.0,418.0,1411.0,0.0,469.0
2023-01-02 17:30:00+02:00,30.0,875.0,1693.0,0.0,1271.0,417.0,1411.0,0.0,550.0
2023-01-02 17:45:00+02:00,31.0,881.0,1692.0,0.0,1275.0,426.0,1411.0,0.0,619.0
2023-01-02 18:00:00+02:00,31.0,876.0,1695.0,0.0,1425.0,486.0,1410.0,0.0,675.0
2023-01-02 18:15:00+02:00,31.0,865.0,1698.0,0.0,1472.0,459.0,1411.0,0.0,705.0
2023-01-02 18:30:00+02:00,31.0,851.0,1699.0,0.0,1472.0,424.0,1411.0,0.0,715.0
2023-01-02 18:45:00+02:00,32.0,841.0,1700.0,0.0,1473.0,408.0,1411.0,0.0,723.0
2023-01-02 19:00:00+02:00,31.0,856.0,1703.0,0.0,1486.0,437.0,1411.0,0.0,755.0
2023-01-02 19:15:00+02:00,31.0,850.0,1703.0,0.0,1484.0,421.0,1411.0,0.0,802.0
2023-01-02 19:30:00+02:00,31.0,860.0,1702.0,0.0,1482.0,443.0,1411.0,0.0,828.0
2023-01-02 19:45:00+02:00,31.0,850.0,1700.0,0.0,1484.0,417.0,1410.0,0.0,843.0
2023-01-02 20:00:00+02:00,31.0,855.0,1703.0,0.0,1508.0,430.0,1410.0,0.0,857.0
2023-01-02 20:15:00+02:00,31.0,848.0,1703.0,0.0,1515.0,408.0,1410.0,0.0,877.0
2023-01-02 20:30:00+02:00,31.0,835.0,1703.0,0.0,1516.0,359.0,1410.0,0.0,903.0
2023-01-02 20:45:00+02:00,31.0,838.0,1599.0,0.0,1510.0,366.0,1410.0,0.0,944.0
2023-01-02 21:00:00+02:00,31.0,871.0,1554.0,0.0,1505.0,466.0,1410.0,0.0,960.0
2023-01-02 21:15:00+02:00,31.0,868.0,1546.0,0.0,1503.0,444.0,1410.0,0.0,947.0
2023-01-02 21:30:00+02:00,31.0,865.0,1546.0,0.0,1494.0,448.0,1410.0,0.0,901.0
2023-01-02 21:45:00+02:00,31.0,850.0,1547.0,0.0,1503.0,400.0,1410.0,0.0,887.0
2023-01-02 22:00:00+02:00,31.0,873.0,1551.0,0.0,1517.0,395.0,1410.0,0.0,857.0
2023-01-02 22:15:00+02:00,31.0,882.0,1500.0,0.0,1505.0,415.0,1409.0,0.0,821.0
2023-01-02 22:30:00+02:00,31.0,885.0,1496.0,0.0,1491.0,405.0,1409.0,0.0,780.0
2023-01-02 22:45:00+02:00,31.0,878.0,1495.0,0.0,1489.0,376.0,1409.0,0.0,746.0
2023-01-02 23:00:00+02:00,30.0,878.0,1591.0,0.0,1479.0,219.0,1409.0,0.0,712.0
2023-01-02 23:15:00+02:00,30.0,874.0,1598.0,0.0,1477.0,206.0,1409.0,0.0,693.0
2023-01-02 23:30:00+02:00,30.0,853.0,1598.0,0.0,1477.0,174.0,1409.0,0.0,680.0
2023-01-02 23:45:00+02:00,30.0,841.0,1596.0,0.0,1474.0,151.0,1409.0,0.0,669.0
2023-01-03 00:00:00+02:00,30.0,871.0,1615.0,0.0,1196.0,252.0,1409.0,0.0,664.0
2023-01-03 00:15:00+02:00,30.0,881.0,1616.0,0.0,1175.0,243.0,1409.0,0.0,646.0
2023-01-03 00:30:00+02:00,30.0,878.0,1612.0,0.0,1173.0,231.0,1409.0,0.0,618.0
2023-01-03 00:45:00+02:00,30.0,837.0,1591.0,0.0,1173.0,174.0,1409.0,0.0,602.0
2023-01-03 01:00:00+02:00,30.0,859.0,1468.0,0.0,1179.0,248.0,1408.0,0.0,579.0
2023-01-03 01:15:00+02:00,30.0,879.0,1384.0,0.0,1184.0,282.0,1408.0,0.0,555.0
2023-01-03 01:30:00+02:00,30.0,874.0,1376.0,0.0,1183.0,274.0,1408.0,0.0,535.0
2023-01-03 01:45:00+02:00,30.0,860.0,1356.0,0.0,1183.0,260.0,1408.0,0.0,518.0
2023-01-03 02:00:00+02:00,30.0,870.0,1369.0,0.0,1184.0,271.0,1408.0,0.0,496.0
2023-01-03 02:15:00+02:00,30.0,866.0,1371.0,0.0,1188.0,273.0,1408.0,0.0,473.0
2023-01-03 02:30:00+02:00,30.0,870.0,1380.0,0.0,1187.0,277.0,1408.0,0.0,435.0
2023-01-03 02:45:00+02:00,30.0,874.0,1383.0,0.0,1187.0,279.0,1407.0,0.0,408.0
2023-01-03 03:00:00+02:00,30.0,881.0,1393.0,0.0,1200.0,289.0,1407.0,0.0,382.0
2023-01-03 03:15:00+02:00,30.0,876.0,1394.0,0.0,1190.0,290.0,1407.0,0.0,381.0
2023-01-03 03:30:00+02:00,30.0,880.0,1401.0,0.0,1188.0,293.0,1407.0,0.0,370.0
2023-01-03 03:45:00+02:00,31.0,877.0,1397.0,0.0,1188.0,289.0,1408.0,0.0,364.0
2023-01-03 04:00:00+02:00,31.0,892.0,1403.0,0.0,1189.0,293.0,1407.0,0.0,360.0
2023-01-03 04:15:00+02:00,30.0,965.0,1438.0,0.0,1188.0,264.0,1407.0,0.0,349.0
2023-01-03 04:30:00+02:00,30.0,978.0,1457.0,0.0,1188.0,265.0,1407.0,0.0,336.0
2023-01-03 04:45:00+02:00,30.0,973.0,1439.0,0.0,1188.0,252.0,1407.0,0.0,342.0
2023-01-03 05:00:00+02:00,30.0,980.0,1461.0,0.0,1186.0,273.0,1408.0,0.0,366.0
2023-01-03 05:15:00+02:00,30.0,986.0,1464.0,0.0,1186.0,276.0,1407.0,0.0,387.0
2023-01-03 05:30:00+02:00,30.0,982.0,1468.0,0.0,1185.0,269.0,1408.0,0.0,389.0
2023-01-03 05:45:00+02:00,30.0,990.0,1477.0,0.0,1186.0,298.0,1407.0,0.0,377.0
2023-01-03 06:00:00+02:00,31.0,949.0,1404.0,0.0,1180.0,296.0,1408.0,0.0,394.0
2023-01-03 06:15:00+02:00,30.0,949.0,1414.0,0.0,1175.0,307.0,1408.0,0.0,421.0
2023-01-03 06:30:00+02:00,30.0,972.0,1469.0,0.0,1172.0,390.0,1408.0,0.0,453.0
2023-01-03 06:45:00+02:00,30.0,970.0,1476.0,0.0,1179.0,413.0,1408.0,0.0,503.0
2023-01-03 07:00:00+02:00,30.0,884.0,1350.0,0.0,1492.0,433.0,1407.0,1.0,536.0
2023-01-03 07:15:00+02:00,30.0,872.0,1378.0,0.0,1518.0,540.0,1407.0,1.0,544.0
2023-01-03 07:30:00+02:00,30.0,881.0,1396.0,0.0,1473.0,633.0,1407.0,1.0,558.0
2023-01-03 07:45:00+02:00,32.0,882.0,1395.0,0.0,1462.0,669.0,1407.0,1.0,573.0
2023-01-03 08:00:00+02:00,32.0,858.0,1474.0,0.0,1363.0,840.0,1408.0,2.0,617.0
2023-01-03 08:15:00+02:00,32.0,859.0,1501.0,0.0,1363.0,837.0,1407.0,11.0,655.0
2023-01-03 08:30:00+02:00,32.0,872.0,1504.0,0.0,1362.0,883.0,1408.0,34.0,665.0
2023-01-03 08:45:00+02:00,32.0,878.0,1506.0,0.0,1362.0,905.0,1408.0,66.0,677.0
2023-01-03 09:00:00+02:00,32.0,870.0,1406.0,0.0,1351.0,892.0,1408.0,98.0,678.0
2023-01-03 09:15:00+02:00,32.0,872.0,1446.0,0.0,1348.0,894.0,1401.0,136.0,659.0
2023-01-03 09:30:00+02:00,32.0,879.0,1444.0,0.0,1345.0,899.0,1367.0,192.0,623.0
2023-01-03 09:45:00+02:00,32.0,882.0,1424.0,0.0,1341.0,906.0,1361.0,243.0,564.0
2023-01-03 10:00:00+02:00,31.0,881.0,1383.0,0.0,1318.0,932.0,1356.0,283.0,516.0
2023-01-03 10:15:00+02:00,32.0,883.0,1385.0,0.0,1323.0,941.0,1357.0,324.0,495.0
2023-01-03 10:30:00+02:00,32.0,886.0,1384.0,0.0,1327.0,937.0,1360.0,365.0,448.0
2023-01-03 10:45:00+02:00,32.0,888.0,1383.0,0.0,1330.0,937.0,1379.0,397.0,392.0
2023-01-03 11:00:00+02:00,31.0,888.0,1379.0,0.0,1315.0,885.0,1389.0,406.0,351.0
2023-01-03 11:15:00+02:00,31.0,884.0,1397.0,0.0,1312.0,867.0,1390.0,418.0,312.0
2023-01-03 11:30:00+02:00,31.0,886.0,1425.0,0.0,1310.0,870.0,1381.0,432.0,298.0
2023-01-03 11:45:00+02:00,31.0,883.0,1425.0,0.0,1309.0,873.0,1379.0,453.0,298.0
2023-01-03 12:00:00+02:00,30.0,882.0,1415.0,0.0,1302.0,885.0,1373.0,470.0,317.0
2023-01-03 12:15:00+02:00,30.0,881.0,1414.0,0.0,1297.0,887.0,1360.0,480.0,326.0
2023-01-03 12:30:00+02:00,30.0,883.0,1412.0,0.0,1295.0,877.0,1365.0,486.0,315.0
2023-01-03 12:45:00+02:00,30.0,880.0,1413.0,0.0,1296.0,874.0,1365.0,479.0,314.0
2023-01-03 13:00:00+02:00,30.0,884.0,1411.0,0.0,1188.0,840.0,1365.0,463.0,318.0
2023-01-03 13:15:00+02:00,30.0,875.0,1411.0,0.0,1190.0,832.0,1379.0,455.0,329.0
2023-01-03 13:30:00+02:00,30.0,871.0,1410.0,0.0,1190.0,807.0,1390.0,435.0,354.0
2023-01-03 13:45:00+02:00,32.0,872.0,1411.0,0.0,1206.0,798.0,1390.0,413.0,372.0
2023-01-03 14:00:00+02:00,31.0,915.0,1416.0,0.0,1321.0,669.0,1390.0,386.0,359.0
2023-01-03 14:15:00+02:00,31.0,934.0,1420.0,0.0,1323.0,680.0,1365.0,356.0,335.0
2023-01-03 14:30:00+02:00,31.0,937.0,1420.0,0.0,1323.0,681.0,1358.0,310.0,342.0
2023-01-03 14:45:00+02:00,31.0,936.0,1418.0,0.0,1325.0,669.0,1358.0,273.0,342.0
2023-01-03 15:00:00+02:00,31.0,937.0,1422.0,0.0,1346.0,662.0,1359.0,217.0,327.0
2023-01-03 15:15:00+02:00,32.0,941.0,1467.0,0.0,1346.0,666.0,1362.0,167.0,316.0
2023-01-03 15:30:00+02:00,32.0,944.0,1475.0,0.0,1347.0,663.0,1362.0,123.0,316.0
