,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2023-01-02 08:00:00+01:00,590.0,358.0,677.0,45.0,1.0,135.0,866.0,400.0
2023-01-02 09:00:00+01:00,633.0,372.0,621.0,46.0,5.0,134.0,923.0,401.0
2023-01-02 10:00:00+01:00,666.0,376.0,611.0,47.0,33.0,131.0,958.0,409.0
2023-01-02 11:00:00+01:00,607.0,409.0,582.0,46.0,64.0,132.0,963.0,427.0
2023-01-02 12:00:00+01:00,579.0,438.0,614.0,47.0,69.0,133.0,1090.0,516.0
2023-01-02 13:00:00+01:00,558.0,448.0,618.0,48.0,79.0,135.0,1271.0,634.0
2023-01-02 14:00:00+01:00,541.0,442.0,636.0,48.0,59.0,135.0,1399.0,803.0
2023-01-02 15:00:00+01:00,574.0,472.0,732.0,48.0,19.0,132.0,1619.0,981.0
2023-01-02 16:00:00+01:00,601.0,503.0,721.0,51.0,1.0,133.0,1620.0,1365.0
2023-01-02 17:00:00+01:00,600.0,513.0,769.0,51.0,0.0,133.0,1745.0,1579.0
2023-01-02 18:00:00+01:00,624.0,518.0,734.0,51.0,0.0,132.0,1731.0,1942.0
2023-01-02 19:00:00+01:00,500.0,437.0,518.0,49.0,0.0,130.0,1876.0,2113.0
2023-01-02 20:00:00+01:00,519.0,399.0,493.0,44.0,0.0,131.0,1902.0,2454.0
2023-01-02 21:00:00+01:00,479.0,376.0,533.0,42.0,0.0,130.0,2011.0,2534.0
2023-01-02 22:00:00+01:00,470.0,319.0,492.0,41.0,0.0,130.0,2066.0,2279.0
2023-01-02 23:00:00+01:00,485.0,308.0,491.0,41.0,0.0,128.0,2010.0,2163.0
2023-01-03 00:00:00+01:00,476.0,260.0,599.0,33.0,0.0,124.0,2032.0,2109.0
2023-01-03 01:00:00+01:00,491.0,251.0,600.0,33.0,0.0,124.0,2061.0,2055.0
2023-01-03 02:00:00+01:00,558.0,254.0,476.0,33.0,0.0,129.0,2012.0,2044.0
2023-01-03 03:00:00+01:00,588.0,255.0,410.0,34.0,0.0,127.0,1826.0,1950.0
2023-01-03 04:00:00+01:00,589.0,260.0,415.0,35.0,0.0,128.0,1675.0,1830.0
2023-01-03 05:00:00+01:00,606.0,277.0,445.0,35.0,0.0,128.0,1558.0,1592.0
2023-01-03 06:00:00+01:00,644.0,382.0,690.0,37.0,0.0,129.0,1332.0,1390.0
2023-01-03 07:00:00+01:00,729.0,527.0,747.0,44.0,0.0,130.0,1257.0,1239.0
2023-01-03 08:00:00+01:00,790.0,552.0,758.0,52.0,2.0,136.0,1213.0,1089.0
2023-01-03 09:00:00+01:00,802.0,550.0,713.0,52.0,62.0,129.0,1255.0,950.0
2023-01-03 10:00:00+01:00,759.0,539.0,711.0,52.0,210.0,127.0,1238.0,876.0
2023-01-03 11:00:00+01:00,824.0,528.0,704.0,52.0,369.0,136.0,1150.0,832.0
2023-01-03 12:00:00+01:00,839.0,495.0,701.0,50.0,394.0,135.0,1142.0,904.0
2023-01-03 13:00:00+01:00,873.0,547.0,787.0,49.0,330.0,134.0,721.0,804.0
2023-01-03 14:00:00+01:00,891.0,569.0,683.0,50.0,226.0,136.0,650.0,693.0
2023-01-03 15:00:00+01:00,928.0,590.0,739.0,51.0,53.0,137.0,818.0,598.0
2023-01-03 16:00:00+01:00,950.0,599.0,733.0,53.0,1.0,138.0,902.0,712.0
2023-01-03 17:00:00+01:00,958.0,628.0,741.0,53.0,0.0,134.0,1002.0,976.0
2023-01-03 18:00:00+01:00,953.0,648.0,715.0,53.0,0.0,132.0,1104.0,1131.0
2023-01-03 19:00:00+01:00,798.0,503.0,749.0,50.0,0.0,128.0,1188.0,1403.0
2023-01-03 20:00:00+01:00,904.0,518.0,784.0,49.0,0.0,123.0,1107.0,1536.0
2023-01-03 21:00:00+01:00,860.0,377.0,694.0,46.0,0.0,113.0,1216.0,1625.0
2023-01-03 22:00:00+01:00,800.0,288.0,588.0,44.0,0.0,111.0,1285.0,1790.0
2023-01-03 23:00:00+01:00,708.0,267.0,519.0,43.0,0.0,112.0,1399.0,2040.0
2023-01-04 00:00:00+01:00,562.0,209.0,498.0,34.0,0.0,115.0,1590.0,2299.0
2023-01-04 01:00:00+01:00,533.0,205.0,379.0,34.0,0.0,118.0,1730.0,2568.0
2023-01-04 02:00:00+01:00,327.0,198.0,345.0,34.0,0.0,118.0,1851.0,2836.0
2023-01-04 03:00:00+01:00,343.0,181.0,326.0,34.0,0.0,116.0,1937.0,3035.0
2023-01-04 04:00:00+01:00,332.0,177.0,322.0,34.0,0.0,115.0,1890.0,3160.0
2023-01-04 05:00:00+01:00,426.0,179.0,323.0,34.0,0.0,112.0,2010.0,3232.0
2023-01-04 06:00:00+01:00,506.0,207.0,348.0,35.0,0.0,115.0,2084.0,3221.0
2023-01-04 07:00:00+01:00,593.0,222.0,391.0,35.0,0.0,116.0,2113.0,3090.0
2023-01-04 08:00:00+01:00,745.0,249.0,441.0,35.0,0.0,117.0,2099.0,2911.0
2023-01-04 09:00:00+01:00,648.0,249.0,432.0,35.0,3.0,116.0,2027.0,2902.0
2023-01-04 10:00:00+01:00,644.0,266.0,441.0,44.0,19.0,116.0,2021.0,3070.0
2023-01-04 11:00:00+01:00,659.0,245.0,432.0,45.0,47.0,112.0,2083.0,3118.0
2023-01-04 12:00:00+01:00,515.0,244.0,440.0,46.0,59.0,112.0,2078.0,3036.0
2023-01-04 13:00:00+01:00,498.0,271.0,443.0,47.0,51.0,111.0,2069.0,3054.0
2023-01-04 14:00:00+01:00,481.0,235.0,440.0,46.0,32.0,111.0,2000.0,3080.0
2023-01-04 15:00:00+01:00,483.0,239.0,443.0,46.0,8.0,131.0,1904.0,3203.0
2023-01-04 16:00:00+01:00,496.0,220.0,440.0,46.0,0.0,135.0,1910.0,3277.0
2023-01-04 17:00:00+01:00,534.0,242.0,406.0,44.0,0.0,133.0,1970.0,3403.0
2023-01-04 18:00:00+01:00,506.0,236.0,397.0,46.0,0.0,131.0,1947.0,3541.0
2023-01-04 19:00:00+01:00,489.0,217.0,384.0,45.0,0.0,130.0,2003.0,3620.0
2023-01-04 20:00:00+01:00,456.0,225.0,374.0,46.0,0.0,128.0,1974.0,3698.0
2023-01-04 21:00:00+01:00,453.0,200.0,338.0,45.0,0.0,122.0,2065.0,3562.0
2023-01-04 22:00:00+01:00,399.0,190.0,328.0,44.0,0.0,121.0,2021.0,3425.0
2023-01-04 23:00:00+01:00,322.0,179.0,322.0,41.0,0.0,119.0,2025.0,3203.0
2023-01-05 00:00:00+01:00,351.0,148.0,265.0,29.0,0.0,119.0,1988.0,3037.0
2023-01-05 01:00:00+01:00,346.0,128.0,201.0,23.0,0.0,117.0,2031.0,2936.0
2023-01-05 02:00:00+01:00,328.0,130.0,197.0,23.0,0.0,116.0,1999.0,2859.0
2023-01-05 03:00:00+01:00,333.0,133.0,201.0,24.0,0.0,116.0,1941.0,2806.0
2023-01-05 04:00:00+01:00,478.0,127.0,207.0,25.0,0.0,116.0,2046.0,2681.0
2023-01-05 05:00:00+01:00,531.0,147.0,228.0,32.0,0.0,117.0,2040.0,2688.0
2023-01-05 06:00:00+01:00,573.0,188.0,193.0,35.0,0.0,122.0,1912.0,2787.0
2023-01-05 07:00:00+01:00,661.0,260.0,280.0,35.0,0.0,126.0,1911.0,2531.0
2023-01-05 08:00:00+01:00,795.0,386.0,304.0,42.0,1.0,129.0,1724.0,2046.0
2023-01-05 09:00:00+01:00,861.0,460.0,446.0,48.0,35.0,126.0,1621.0,1689.0
2023-01-05 10:00:00+01:00,843.0,458.0,446.0,48.0,138.0,123.0,1462.0,1362.0
2023-01-05 11:00:00+01:00,871.0,504.0,504.0,50.0,248.0,121.0,1236.0,1095.0
2023-01-05 12:00:00+01:00,892.0,513.0,627.0,49.0,291.0,124.0,1103.0,865.0
2023-01-05 13:00:00+01:00,895.0,542.0,656.0,50.0,234.0,125.0,1007.0,659.0
2023-01-05 14:00:00+01:00,871.0,560.0,641.0,51.0,143.0,127.0,775.0,470.0
2023-01-05 15:00:00+01:00,882.0,598.0,670.0,53.0,39.0,131.0,452.0,315.0
2023-01-05 16:00:00+01:00,892.0,618.0,720.0,53.0,1.0,134.0,307.0,194.0
2023-01-05 17:00:00+01:00,920.0,603.0,692.0,54.0,0.0,135.0,272.0,125.0
2023-01-05 18:00:00+01:00,918.0,586.0,652.0,53.0,0.0,138.0,295.0,141.0
2023-01-05 19:00:00+01:00,894.0,580.0,707.0,53.0,0.0,140.0,385.0,189.0
2023-01-05 20:00:00+01:00,889.0,563.0,676.0,53.0,0.0,141.0,455.0,306.0
2023-01-05 21:00:00+01:00,873.0,530.0,695.0,50.0,0.0,139.0,578.0,519.0
2023-01-05 22:00:00+01:00,804.0,399.0,542.0,49.0,0.0,137.0,898.0,770.0
2023-01-05 23:00:00+01:00,788.0,357.0,461.0,48.0,0.0,137.0,1091.0,1083.0
2023-01-06 00:00:00+01:00,762.0,239.0,414.0,44.0,0.0,136.0,1260.0,1454.0
2023-01-06 01:00:00+01:00,740.0,209.0,412.0,36.0,0.0,135.0,1407.0,1930.0
2023-01-06 02:00:00+01:00,695.0,189.0,382.0,30.0,0.0,132.0,1549.0,2479.0
2023-01-06 03:00:00+01:00,640.0,185.0,375.0,29.0,0.0,131.0,1715.0,2931.0
2023-01-06 04:00:00+01:00,596.0,182.0,374.0,28.0,0.0,129.0,1913.0,3186.0
2023-01-06 05:00:00+01:00,534.0,191.0,396.0,33.0,0.0,130.0,2014.0,3232.0
2023-01-06 06:00:00+01:00,584.0,247.0,411.0,36.0,0.0,130.0,2063.0,3368.0
2023-01-06 07:00:00+01:00,630.0,355.0,413.0,39.0,0.0,122.0,2082.0,3470.0
2023-01-06 08:00:00+01:00,722.0,283.0,397.0,42.0,0.0,118.0,2029.0,3395.0
2023-01-06 09:00:00+01:00,739.0,389.0,400.0,41.0,4.0,120.0,2012.0,3327.0
2023-01-06 10:00:00+01:00,706.0,373.0,399.0,40.0,34.0,114.0,2026.0,2464.0
2023-01-06 11:00:00+01:00,767.0,339.0,422.0,42.0,141.0,114.0,2054.0,2010.0
2023-01-06 12:00:00+01:00,776.0,336.0,425.0,46.0,254.0,125.0,1978.0,2081.0
2023-01-06 13:00:00+01:00,845.0,368.0,445.0,47.0,250.0,124.0,1749.0,2218.0
2023-01-06 14:00:00+01:00,791.0,378.0,444.0,47.0,136.0,124.0,1736.0,2351.0
2023-01-06 15:00:00+01:00,649.0,344.0,424.0,47.0,25.0,125.0,1667.0,2414.0
2023-01-06 16:00:00+01:00,678.0,357.0,409.0,48.0,1.0,126.0,1570.0,2237.0
2023-01-06 17:00:00+01:00,638.0,375.0,393.0,47.0,0.0,128.0,1376.0,2111.0
2023-01-06 18:00:00+01:00,645.0,411.0,385.0,46.0,0.0,125.0,1564.0,2113.0
2023-01-06 19:00:00+01:00,681.0,305.0,367.0,42.0,0.0,128.0,1356.0,1900.0
2023-01-06 20:00:00+01:00,645.0,360.0,390.0,44.0,0.0,132.0,1342.0,1857.0
2023-01-06 21:00:00+01:00,666.0,328.0,483.0,46.0,0.0,129.0,1285.0,1655.0
2023-01-06 22:00:00+01:00,700.0,347.0,498.0,47.0,0.0,128.0,1399.0,1477.0
2023-01-06 23:00:00+01:00,629.0,360.0,514.0,49.0,0.0,129.0,1273.0,1455.0
2023-01-07 00:00:00+01:00,720.0,266.0,573.0,40.0,0.0,130.0,1010.0,1212.0
2023-01-07 01:00:00+01:00,697.0,238.0,567.0,35.0,0.0,129.0,869.0,957.0
2023-01-07 02:00:00+01:00,615.0,233.0,567.0,35.0,0.0,130.0,861.0,957.0
2023-01-07 03:00:00+01:00,527.0,228.0,559.0,35.0,0.0,129.0,856.0,996.0
2023-01-07 04:00:00+01:00,455.0,223.0,481.0,35.0,0.0,128.0,1052.0,1087.0
2023-01-07 05:00:00+01:00,506.0,225.0,492.0,35.0,0.0,127.0,1177.0,1076.0
2023-01-07 06:00:00+01:00,584.0,230.0,494.0,36.0,0.0,130.0,1197.0,1103.0
2023-01-07 07:00:00+01:00,622.0,257.0,490.0,40.0,0.0,130.0,1220.0,1205.0
2023-01-07 08:00:00+01:00,773.0,271.0,588.0,47.0,1.0,142.0,1248.0,1327.0
2023-01-07 09:00:00+01:00,752.0,248.0,589.0,47.0,11.0,144.0,1387.0,1512.0
2023-01-07 10:00:00+01:00,776.0,272.0,544.0,46.0,40.0,144.0,1570.0,1763.0
2023-01-07 11:00:00+01:00,784.0,261.0,528.0,46.0,58.0,144.0,1639.0,1936.0
2023-01-07 12:00:00+01:00,783.0,271.0,541.0,47.0,65.0,128.0,1802.0,2045.0
2023-01-07 13:00:00+01:00,741.0,246.0,519.0,46.0,61.0,131.0,1888.0,2038.0
2023-01-07 14:00:00+01:00,695.0,248.0,596.0,45.0,49.0,129.0,1910.0,1895.0
2023-01-07 15:00:00+01:00,742.0,230.0,588.0,46.0,20.0,129.0,1795.0,1762.0
2023-01-07 16:00:00+01:00,714.0,236.0,570.0,47.0,0.0,132.0,1747.0,1806.0
2023-01-07 17:00:00+01:00,767.0,272.0,579.0,48.0,0.0,141.0,1704.0,1882.0
2023-01-07 18:00:00+01:00,690.0,266.0,557.0,47.0,0.0,134.0,1839.0,2060.0
2023-01-07 19:00:00+01:00,695.0,257.0,516.0,47.0,0.0,132.0,1990.0,2228.0
2023-01-07 20:00:00+01:00,606.0,216.0,397.0,45.0,0.0,130.0,2014.0,2476.0
2023-01-07 21:00:00+01:00,533.0,189.0,313.0,45.0,0.0,132.0,2040.0,2747.0
2023-01-07 22:00:00+01:00,456.0,177.0,297.0,44.0,0.0,131.0,2048.0,2854.0
2023-01-07 23:00:00+01:00,399.0,155.0,301.0,44.0,0.0,131.0,2080.0,2803.0
2023-01-08 00:00:00+01:00,358.0,138.0,247.0,35.0,0.0,124.0,2046.0,2856.0
2023-01-08 01:00:00+01:00,345.0,124.0,206.0,22.0,0.0,121.0,2078.0,2885.0
2023-01-08 02:00:00+01:00,346.0,124.0,204.0,21.0,0.0,121.0,2053.0,2971.0
2023-01-08 03:00:00+01:00,349.0,124.0,202.0,21.0,0.0,122.0,2028.0,2958.0
2023-01-08 04:00:00+01:00,344.0,125.0,203.0,21.0,0.0,121.0,1990.0,3043.0
2023-01-08 05:00:00+01:00,345.0,127.0,206.0,22.0,0.0,122.0,2023.0,2911.0
2023-01-08 06:00:00+01:00,348.0,129.0,221.0,25.0,0.0,121.0,2064.0,2666.0
2023-01-08 07:00:00+01:00,346.0,129.0,218.0,24.0,0.0,124.0,1903.0,2356.0
2023-01-08 08:00:00+01:00,365.0,138.0,248.0,32.0,1.0,129.0,1907.0,1997.0
2023-01-08 09:00:00+01:00,583.0,179.0,284.0,40.0,15.0,121.0,1824.0,1702.0
2023-01-08 10:00:00+01:00,661.0,204.0,345.0,41.0,61.0,133.0,1778.0,1547.0
2023-01-08 11:00:00+01:00,552.0,202.0,368.0,41.0,90.0,130.0,1809.0,1471.0
2023-01-08 12:00:00+01:00,662.0,207.0,370.0,42.0,109.0,145.0,1718.0,1475.0
2023-01-08 13:00:00+01:00,606.0,215.0,368.0,42.0,119.0,147.0,1697.0,1470.0
2023-01-08 14:00:00+01:00,670.0,239.0,367.0,41.0,101.0,141.0,1612.0,1392.0
2023-01-08 15:00:00+01:00,713.0,317.0,387.0,46.0,43.0,136.0,1546.0,1327.0
2023-01-08 16:00:00+01:00,759.0,319.0,403.0,48.0,1.0,143.0,1582.0,1257.0
2023-01-08 17:00:00+01:00,751.0,322.0,398.0,47.0,0.0,145.0,1664.0,1287.0
2023-01-08 18:00:00+01:00,770.0,320.0,393.0,46.0,0.0,137.0,1599.0,1280.0
2023-01-08 19:00:00+01:00,741.0,336.0,396.0,47.0,0.0,132.0,1598.0,1235.0
2023-01-08 20:00:00+01:00,704.0,301.0,396.0,47.0,0.0,131.0,1600.0,1160.0
2023-01-08 21:00:00+01:00,653.0,273.0,392.0,46.0,0.0,130.0,1463.0,1149.0
2023-01-08 22:00:00+01:00,557.0,222.0,377.0,39.0,0.0,130.0,1275.0,1179.0
2023-01-08 23:00:00+01:00,486.0,205.0,395.0,34.0,0.0,130.0,1366.0,1158.0
2023-01-09 00:00:00+01:00,399.0,195.0,379.0,32.0,0.0,128.0,1373.0,1259.0
2023-01-09 01:00:00+01:00,397.0,197.0,366.0,32.0,0.0,129.0,1412.0,1330.0
2023-01-09 02:00:00+01:00,314.0,202.0,354.0,31.0,0.0,128.0,1441.0,1380.0
2023-01-09 03:00:00+01:00,304.0,198.0,362.0,33.0,0.0,128.0,1485.0,1466.0
2023-01-09 04:00:00+01:00,344.0,199.0,377.0,34.0,0.0,128.0,1295.0,1462.0
2023-01-09 05:00:00+01:00,405.0,195.0,391.0,35.0,0.0,127.0,1440.0,1484.0
2023-01-09 06:00:00+01:00,638.0,245.0,503.0,38.0,0.0,130.0,1293.0,1488.0
2023-01-09 07:00:00+01:00,788.0,375.0,599.0,44.0,0.0,132.0,1263.0,1366.0
2023-01-09 08:00:00+01:00,911.0,489.0,751.0,52.0,0.0,141.0,1127.0,1247.0
2023-01-09 09:00:00+01:00,942.0,479.0,670.0,54.0,13.0,145.0,1104.0,1091.0
2023-01-09 10:00:00+01:00,954.0,446.0,596.0,55.0,86.0,152.0,1145.0,869.0
2023-01-09 11:00:00+01:00,930.0,448.0,589.0,55.0,189.0,152.0,907.0,769.0
2023-01-09 12:00:00+01:00,905.0,415.0,666.0,52.0,250.0,146.0,699.0,755.0
2023-01-09 13:00:00+01:00,899.0,419.0,674.0,51.0,213.0,139.0,709.0,818.0
2023-01-09 14:00:00+01:00,895.0,467.0,679.0,50.0,104.0,145.0,727.0,836.0
2023-01-09 15:00:00+01:00,1013.0,573.0,763.0,56.0,25.0,146.0,639.0,784.0
2023-01-09 16:00:00+01:00,1049.0,554.0,705.0,54.0,1.0,143.0,596.0,816.0
2023-01-09 17:00:00+01:00,1045.0,596.0,711.0,55.0,0.0,135.0,643.0,840.0
2023-01-09 18:00:00+01:00,1044.0,588.0,704.0,54.0,0.0,129.0,632.0,764.0
2023-01-09 19:00:00+01:00,1031.0,581.0,712.0,53.0,0.0,133.0,657.0,753.0
2023-01-09 20:00:00+01:00,1000.0,507.0,711.0,51.0,0.0,141.0,705.0,716.0
2023-01-09 21:00:00+01:00,903.0,378.0,616.0,50.0,0.0,141.0,815.0,674.0
2023-01-09 22:00:00+01:00,852.0,354.0,599.0,49.0,0.0,140.0,828.0,622.0
2023-01-09 23:00:00+01:00,811.0,333.0,527.0,48.0,0.0,139.0,739.0,610.0
2023-01-10 00:00:00+01:00,750.0,230.0,479.0,40.0,0.0,123.0,806.0,646.0
2023-01-10 01:00:00+01:00,770.0,209.0,461.0,37.0,0.0,118.0,800.0,650.0
2023-01-10 02:00:00+01:00,664.0,218.0,410.0,37.0,0.0,118.0,739.0,661.0
2023-01-10 03:00:00+01:00,561.0,216.0,404.0,36.0,0.0,113.0,821.0,696.0
2023-01-10 04:00:00+01:00,589.0,209.0,468.0,35.0,0.0,112.0,890.0,831.0
2023-01-10 05:00:00+01:00,780.0,271.0,537.0,36.0,0.0,114.0,825.0,866.0
2023-01-10 06:00:00+01:00,876.0,401.0,698.0,41.0,0.0,119.0,730.0,1048.0
2023-01-10 07:00:00+01:00,874.0,484.0,737.0,43.0,0.0,142.0,749.0,1083.0
2023-01-10 08:00:00+01:00,907.0,567.0,801.0,52.0,2.0,160.0,836.0,1041.0
2023-01-10 09:00:00+01:00,927.0,581.0,700.0,51.0,71.0,159.0,713.0,1043.0
2023-01-10 10:00:00+01:00,861.0,569.0,651.0,51.0,236.0,158.0,824.0,984.0
2023-01-10 11:00:00+01:00,756.0,498.0,613.0,48.0,323.0,157.0,1036.0,1108.0
2023-01-10 12:00:00+01:00,856.0,489.0,596.0,50.0,277.0,135.0,1178.0,1243.0
2023-01-10 13:00:00+01:00,780.0,428.0,576.0,50.0,193.0,134.0,1237.0,1271.0
2023-01-10 14:00:00+01:00,862.0,422.0,566.0,50.0,84.0,136.0,1397.0,1311.0
2023-01-10 15:00:00+01:00,692.0,397.0,562.0,50.0,29.0,138.0,1443.0,1292.0
2023-01-10 16:00:00+01:00,732.0,448.0,490.0,50.0,5.0,139.0,1378.0,1436.0
2023-01-10 17:00:00+01:00,722.0,421.0,492.0,50.0,3.0,139.0,1725.0,1818.0
2023-01-10 18:00:00+01:00,591.0,393.0,458.0,47.0,5.0,138.0,1617.0,2240.0
2023-01-10 19:00:00+01:00,604.0,332.0,527.0,46.0,1.0,137.0,1739.0,2615.0
2023-01-10 20:00:00+01:00,621.0,276.0,535.0,45.0,0.0,136.0,1720.0,2979.0
2023-01-10 21:00:00+01:00,676.0,204.0,376.0,38.0,0.0,124.0,2028.0,3307.0
2023-01-10 22:00:00+01:00,562.0,193.0,330.0,37.0,0.0,115.0,2023.0,3589.0
2023-01-10 23:00:00+01:00,424.0,189.0,298.0,36.0,0.0,115.0,1996.0,3820.0
2023-01-11 00:00:00+01:00,366.0,156.0,234.0,27.0,0.0,108.0,1999.0,3895.0
2023-01-11 01:00:00+01:00,372.0,125.0,168.0,17.0,0.0,103.0,1897.0,3893.0
2023-01-11 02:00:00+01:00,363.0,123.0,163.0,17.0,0.0,103.0,1923.0,3728.0
2023-01-11 03:00:00+01:00,346.0,125.0,165.0,17.0,0.0,103.0,1517.0,3772.0
2023-01-11 04:00:00+01:00,356.0,137.0,184.0,21.0,0.0,105.0,1575.0,3708.0
2023-01-11 05:00:00+01:00,390.0,154.0,208.0,26.0,0.0,108.0,1627.0,3644.0
2023-01-11 06:00:00+01:00,511.0,180.0,276.0,36.0,0.0,114.0,1896.0,3357.0
2023-01-11 07:00:00+01:00,623.0,231.0,316.0,38.0,0.0,132.0,2006.0,3053.0
2023-01-11 08:00:00+01:00,640.0,289.0,357.0,42.0,5.0,134.0,1657.0,2710.0
2023-01-11 09:00:00+01:00,663.0,248.0,374.0,42.0,19.0,133.0,1649.0,2281.0
2023-01-11 10:00:00+01:00,606.0,317.0,457.0,46.0,107.0,132.0,1602.0,2096.0
2023-01-11 11:00:00+01:00,673.0,289.0,580.0,45.0,222.0,132.0,1739.0,2074.0
2023-01-11 12:00:00+01:00,674.0,270.0,591.0,47.0,256.0,137.0,1852.0,2262.0
2023-01-11 13:00:00+01:00,692.0,239.0,464.0,48.0,225.0,137.0,1742.0,2424.0
2023-01-11 14:00:00+01:00,668.0,283.0,527.0,47.0,153.0,138.0,1483.0,2463.0
2023-01-11 15:00:00+01:00,672.0,287.0,564.0,48.0,59.0,136.0,1563.0,2515.0
2023-01-11 16:00:00+01:00,610.0,323.0,535.0,49.0,4.0,136.0,1278.0,2445.0
2023-01-11 17:00:00+01:00,497.0,298.0,601.0,49.0,0.0,138.0,1694.0,2419.0
2023-01-11 18:00:00+01:00,498.0,310.0,573.0,49.0,0.0,140.0,1704.0,2519.0
2023-01-11 19:00:00+01:00,587.0,300.0,489.0,48.0,0.0,141.0,1891.0,2725.0
2023-01-11 20:00:00+01:00,565.0,290.0,397.0,48.0,0.0,139.0,2033.0,2669.0
2023-01-11 21:00:00+01:00,591.0,214.0,313.0,47.0,0.0,136.0,2060.0,2555.0
2023-01-11 22:00:00+01:00,526.0,193.0,271.0,38.0,0.0,135.0,2081.0,2615.0
2023-01-11 23:00:00+01:00,408.0,186.0,258.0,33.0,0.0,126.0,2039.0,2636.0
2023-01-12 00:00:00+01:00,344.0,164.0,230.0,29.0,0.0,113.0,2006.0,2433.0
2023-01-12 01:00:00+01:00,363.0,142.0,216.0,26.0,0.0,100.0,2047.0,2236.0
2023-01-12 02:00:00+01:00,339.0,132.0,203.0,24.0,0.0,97.0,2035.0,2176.0
2023-01-12 03:00:00+01:00,325.0,137.0,191.0,22.0,0.0,106.0,1774.0,2112.0
2023-01-12 04:00:00+01:00,353.0,140.0,196.0,22.0,0.0,109.0,2025.0,1771.0
2023-01-12 05:00:00+01:00,352.0,159.0,245.0,30.0,0.0,115.0,1967.0,1643.0
2023-01-12 06:00:00+01:00,571.0,192.0,311.0,35.0,0.0,139.0,1874.0,1558.0
2023-01-12 07:00:00+01:00,816.0,231.0,377.0,38.0,0.0,138.0,1578.0,1506.0
2023-01-12 08:00:00+01:00,804.0,235.0,390.0,44.0,1.0,139.0,1535.0,1439.0
2023-01-12 09:00:00+01:00,815.0,271.0,374.0,48.0,10.0,140.0,1352.0,1409.0
2023-01-12 10:00:00+01:00,859.0,270.0,413.0,47.0,37.0,130.0,1060.0,1269.0
