,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2023-02-28 16:00:00+01:00,0.0,209.0,431.0,2654.0,16343.0,0.0,55.0,15.0,1434.0
2023-02-28 17:00:00+01:00,0.0,210.0,444.0,2700.0,16863.0,0.0,56.0,15.0,1317.0
2023-02-28 18:00:00+01:00,0.0,200.0,441.0,2655.0,17167.0,0.0,59.0,14.0,1384.0
2023-02-28 19:00:00+01:00,0.0,207.0,440.0,2591.0,16776.0,0.0,55.0,14.0,1466.0
2023-02-28 20:00:00+01:00,0.0,210.0,438.0,2565.0,16123.0,0.0,51.0,14.0,1683.0
2023-02-28 21:00:00+01:00,0.0,200.0,442.0,2554.0,15739.0,0.0,49.0,18.0,2001.0
2023-02-28 22:00:00+01:00,0.0,206.0,440.0,2532.0,15142.0,0.0,52.0,16.0,2181.0
2023-02-28 23:00:00+01:00,0.0,209.0,409.0,2525.0,14518.0,0.0,58.0,17.0,2181.0
2023-03-01 00:00:00+01:00,0.0,210.0,400.0,2519.0,14208.0,0.0,54.0,15.0,2199.0
2023-03-01 01:00:00+01:00,0.0,211.0,398.0,2496.0,13638.0,0.0,56.0,16.0,2160.0
2023-03-01 02:00:00+01:00,0.0,211.0,388.0,2501.0,13383.0,0.0,53.0,16.0,2129.0
2023-03-01 03:00:00+01:00,0.0,211.0,381.0,2494.0,13257.0,0.0,46.0,18.0,2199.0
2023-03-01 04:00:00+01:00,0.0,211.0,377.0,2471.0,13273.0,0.0,48.0,18.0,2311.0
2023-03-01 05:00:00+01:00,0.0,211.0,380.0,2470.0,14033.0,0.0,53.0,20.0,2344.0
2023-03-01 06:00:00+01:00,0.0,209.0,462.0,2506.0,15435.0,0.0,58.0,19.0,2304.0
2023-03-01 07:00:00+01:00,0.0,199.0,582.0,2566.0,17206.0,0.0,55.0,17.0,2304.0
2023-03-01 08:00:00+01:00,0.0,188.0,635.0,2612.0,18036.0,0.0,56.0,19.0,2198.0
2023-03-01 09:00:00+01:00,0.0,183.0,621.0,2608.0,17977.0,0.0,60.0,16.0,1994.0
2023-03-01 10:00:00+01:00,0.0,192.0,396.0,2611.0,17451.0,0.0,59.0,13.0,1937.0
2023-03-01 11:00:00+01:00,0.0,190.0,393.0,2611.0,15852.0,0.0,56.0,14.0,2003.0
2023-03-01 12:00:00+01:00,0.0,186.0,368.0,2602.0,14797.0,0.0,51.0,14.0,1957.0
2023-03-01 13:00:00+01:00,0.0,190.0,290.0,2587.0,14368.0,0.0,53.0,17.0,1871.0
2023-03-01 14:00:00+01:00,0.0,192.0,307.0,2599.0,14476.0,0.0,48.0,15.0,1894.0
2023-03-01 15:00:00+01:00,0.0,191.0,308.0,2590.0,15568.0,0.0,52.0,18.0,1979.0
2023-03-01 16:00:00+01:00,0.0,190.0,394.0,2596.0,16523.0,0.0,55.0,18.0,2079.0
2023-03-01 17:00:00+01:00,0.0,191.0,514.0,2601.0,17435.0,0.0,48.0,19.0,2161.0
2023-03-01 18:00:00+01:00,0.0,182.0,639.0,2588.0,17124.0,0.0,51.0,18.0,2316.0
2023-03-01 19:00:00+01:00,0.0,189.0,614.0,2600.0,15887.0,0.0,56.0,20.0,2731.0
2023-03-01 20:00:00+01:00,0.0,191.0,630.0,2588.0,15174.0,0.0,54.0,20.0,2731.0
2023-03-01 21:00:00+01:00,0.0,181.0,499.0,2580.0,14772.0,0.0,57.0,17.0,2748.0
2023-03-01 22:00:00+01:00,0.0,188.0,414.0,2504.0,14000.0,0.0,57.0,17.0,2869.0
2023-03-01 23:00:00+01:00,0.0,191.0,408.0,2492.0,12869.0,0.0,55.0,17.0,2817.0
2023-03-02 00:00:00+01:00,0.0,189.0,315.0,2460.0,12356.0,0.0,59.0,19.0,2784.0
2023-03-02 01:00:00+01:00,0.0,189.0,311.0,2430.0,12279.0,0.0,60.0,17.0,2709.0
2023-03-02 02:00:00+01:00,0.0,191.0,311.0,2439.0,12227.0,0.0,59.0,18.0,2645.0
2023-03-02 03:00:00+01:00,0.0,191.0,312.0,2446.0,12341.0,0.0,59.0,17.0,2540.0
2023-03-02 04:00:00+01:00,0.0,192.0,339.0,2447.0,12865.0,0.0,62.0,18.0,2521.0
2023-03-02 05:00:00+01:00,0.0,192.0,409.0,2452.0,14687.0,0.0,58.0,18.0,2464.0
2023-03-02 06:00:00+01:00,0.0,192.0,618.0,2502.0,16068.0,0.0,62.0,20.0,2449.0
2023-03-02 07:00:00+01:00,0.0,191.0,637.0,2541.0,17455.0,0.0,55.0,22.0,2369.0
2023-03-02 08:00:00+01:00,0.0,190.0,841.0,2551.0,17602.0,0.0,57.0,17.0,2292.0
2023-03-02 09:00:00+01:00,0.0,182.0,723.0,2539.0,17344.0,0.0,71.0,16.0,2307.0
2023-03-02 10:00:00+01:00,0.0,193.0,546.0,2527.0,16020.0,0.0,52.0,15.0,2326.0
2023-03-02 11:00:00+01:00,0.0,195.0,462.0,2514.0,15303.0,0.0,44.0,15.0,2368.0
2023-03-02 12:00:00+01:00,0.0,192.0,462.0,2501.0,15124.0,0.0,49.0,18.0,2378.0
2023-03-02 13:00:00+01:00,0.0,195.0,432.0,2507.0,14443.0,0.0,53.0,19.0,2588.0
2023-03-02 14:00:00+01:00,0.0,193.0,433.0,2534.0,14442.0,0.0,49.0,16.0,2671.0
2023-03-02 15:00:00+01:00,0.0,194.0,442.0,2531.0,14554.0,0.0,55.0,15.0,2588.0
2023-03-02 16:00:00+01:00,0.0,193.0,441.0,2549.0,15068.0,0.0,54.0,15.0,2559.0
2023-03-02 17:00:00+01:00,0.0,195.0,442.0,2574.0,15560.0,0.0,51.0,15.0,2704.0
2023-03-02 18:00:00+01:00,0.0,185.0,457.0,2548.0,15958.0,0.0,56.0,19.0,2874.0
2023-03-02 19:00:00+01:00,0.0,193.0,459.0,2533.0,15672.0,0.0,58.0,17.0,3080.0
2023-03-02 20:00:00+01:00,0.0,194.0,458.0,2533.0,15237.0,0.0,55.0,19.0,3177.0
2023-03-02 21:00:00+01:00,0.0,185.0,357.0,2525.0,15113.0,0.0,55.0,18.0,3182.0
2023-03-02 22:00:00+01:00,0.0,193.0,350.0,2491.0,14537.0,0.0,53.0,17.0,3171.0
2023-03-02 23:00:00+01:00,0.0,195.0,350.0,2470.0,13786.0,0.0,58.0,16.0,3054.0
2023-03-03 00:00:00+01:00,0.0,193.0,273.0,2445.0,13217.0,0.0,55.0,15.0,3132.0
2023-03-03 01:00:00+01:00,0.0,194.0,272.0,2435.0,13057.0,0.0,57.0,14.0,2954.0
2023-03-03 02:00:00+01:00,0.0,196.0,258.0,2404.0,12932.0,0.0,56.0,15.0,2763.0
2023-03-03 03:00:00+01:00,0.0,194.0,262.0,2404.0,13259.0,0.0,55.0,15.0,2904.0
2023-03-03 04:00:00+01:00,0.0,194.0,269.0,2411.0,13885.0,0.0,57.0,15.0,2957.0
2023-03-03 05:00:00+01:00,0.0,193.0,346.0,2453.0,14276.0,0.0,57.0,17.0,3001.0
2023-03-03 06:00:00+01:00,0.0,195.0,437.0,2502.0,15517.0,0.0,58.0,21.0,2889.0
2023-03-03 07:00:00+01:00,0.0,194.0,739.0,2517.0,17085.0,0.0,57.0,21.0,2946.0
2023-03-03 08:00:00+01:00,0.0,194.0,794.0,2547.0,17552.0,0.0,54.0,24.0,2965.0
2023-03-03 09:00:00+01:00,0.0,186.0,791.0,2541.0,17815.0,0.0,56.0,22.0,3046.0
2023-03-03 10:00:00+01:00,0.0,191.0,727.0,2505.0,16812.0,0.0,55.0,18.0,3285.0
2023-03-03 11:00:00+01:00,0.0,193.0,472.0,2496.0,16101.0,0.0,54.0,19.0,3413.0
2023-03-03 12:00:00+01:00,0.0,190.0,292.0,2477.0,14995.0,0.0,63.0,19.0,3510.0
2023-03-03 13:00:00+01:00,0.0,190.0,237.0,2463.0,13960.0,0.0,65.0,18.0,3688.0
2023-03-03 14:00:00+01:00,0.0,191.0,180.0,2448.0,12565.0,0.0,65.0,16.0,3865.0
2023-03-03 15:00:00+01:00,0.0,192.0,173.0,2439.0,12009.0,0.0,63.0,18.0,3880.0
2023-03-03 16:00:00+01:00,0.0,190.0,173.0,2415.0,12047.0,0.0,68.0,19.0,3917.0
2023-03-03 17:00:00+01:00,0.0,190.0,173.0,2444.0,12751.0,0.0,67.0,20.0,3897.0
2023-03-03 18:00:00+01:00,0.0,185.0,172.0,2443.0,12841.0,0.0,59.0,15.0,3902.0
2023-03-03 19:00:00+01:00,0.0,189.0,171.0,2438.0,11966.0,0.0,59.0,15.0,3758.0
2023-03-03 20:00:00+01:00,0.0,191.0,173.0,2438.0,11837.0,0.0,57.0,19.0,3827.0
2023-03-03 21:00:00+01:00,0.0,182.0,173.0,2384.0,11754.0,0.0,55.0,19.0,3871.0
2023-03-03 22:00:00+01:00,0.0,189.0,172.0,2345.0,11535.0,0.0,54.0,18.0,3865.0
2023-03-03 23:00:00+01:00,0.0,192.0,171.0,2329.0,10973.0,0.0,55.0,16.0,3941.0
2023-03-04 00:00:00+01:00,0.0,196.0,135.0,2309.0,11214.0,0.0,54.0,15.0,4014.0
2023-03-04 01:00:00+01:00,0.0,191.0,135.0,2304.0,10814.0,0.0,55.0,15.0,3949.0
2023-03-04 02:00:00+01:00,0.0,189.0,136.0,2277.0,10447.0,0.0,53.0,17.0,3764.0
2023-03-04 03:00:00+01:00,0.0,190.0,136.0,2284.0,10912.0,0.0,55.0,15.0,3646.0
2023-03-04 04:00:00+01:00,0.0,191.0,135.0,2291.0,11182.0,0.0,49.0,14.0,3566.0
2023-03-04 05:00:00+01:00,0.0,190.0,135.0,2283.0,11067.0,0.0,49.0,14.0,3521.0
2023-03-04 06:00:00+01:00,0.0,190.0,137.0,2260.0,11281.0,0.0,48.0,15.0,3382.0
2023-03-04 07:00:00+01:00,0.0,187.0,153.0,2285.0,12066.0,0.0,47.0,17.0,3305.0
2023-03-04 08:00:00+01:00,0.0,187.0,154.0,2305.0,13007.0,0.0,44.0,24.0,3054.0
2023-03-04 09:00:00+01:00,0.0,184.0,154.0,2328.0,13168.0,0.0,48.0,22.0,2940.0
2023-03-04 10:00:00+01:00,0.0,188.0,152.0,2318.0,12573.0,0.0,50.0,18.0,2969.0
2023-03-04 11:00:00+01:00,0.0,189.0,153.0,2297.0,12013.0,0.0,49.0,20.0,2958.0
2023-03-04 12:00:00+01:00,0.0,188.0,154.0,2297.0,11446.0,0.0,48.0,21.0,3030.0
2023-03-04 13:00:00+01:00,0.0,188.0,154.0,2319.0,11549.0,0.0,50.0,18.0,3081.0
2023-03-04 14:00:00+01:00,0.0,187.0,153.0,2305.0,12490.0,0.0,52.0,23.0,3178.0
2023-03-04 15:00:00+01:00,0.0,185.0,153.0,2321.0,13273.0,0.0,59.0,21.0,3189.0
2023-03-04 16:00:00+01:00,0.0,188.0,245.0,2347.0,14199.0,0.0,57.0,19.0,3162.0
2023-03-04 17:00:00+01:00,0.0,182.0,379.0,2385.0,15987.0,0.0,56.0,20.0,2984.0
2023-03-04 18:00:00+01:00,0.0,191.0,498.0,2370.0,17271.0,0.0,61.0,23.0,2849.0
2023-03-04 19:00:00+01:00,0.0,190.0,541.0,2357.0,17226.0,0.0,58.0,17.0,2953.0
2023-03-04 20:00:00+01:00,0.0,189.0,485.0,2361.0,16324.0,0.0,58.0,11.0,2918.0
2023-03-04 21:00:00+01:00,0.0,189.0,378.0,2323.0,15834.0,0.0,57.0,13.0,2899.0
2023-03-04 22:00:00+01:00,0.0,189.0,379.0,2341.0,15324.0,0.0,58.0,11.0,2718.0
2023-03-04 23:00:00+01:00,0.0,191.0,377.0,2335.0,14667.0,0.0,62.0,13.0,2785.0
2023-03-05 00:00:00+01:00,0.0,191.0,355.0,2326.0,13458.0,0.0,59.0,16.0,2740.0
2023-03-05 01:00:00+01:00,0.0,189.0,244.0,2312.0,13350.0,0.0,61.0,18.0,2734.0
2023-03-05 02:00:00+01:00,0.0,187.0,241.0,2297.0,13015.0,0.0,55.0,19.0,2626.0
2023-03-05 03:00:00+01:00,0.0,194.0,243.0,2299.0,13069.0,0.0,61.0,17.0,2566.0
2023-03-05 04:00:00+01:00,0.0,193.0,243.0,2260.0,13309.0,0.0,57.0,18.0,2298.0
2023-03-05 05:00:00+01:00,0.0,191.0,242.0,2266.0,13233.0,0.0,59.0,18.0,1926.0
2023-03-05 06:00:00+01:00,0.0,192.0,242.0,2264.0,13536.0,0.0,56.0,19.0,1687.0
2023-03-05 07:00:00+01:00,0.0,188.0,249.0,2297.0,14197.0,0.0,54.0,20.0,1421.0
2023-03-05 08:00:00+01:00,0.0,185.0,271.0,2296.0,15516.0,0.0,55.0,19.0,1213.0
2023-03-05 09:00:00+01:00,0.0,186.0,272.0,2308.0,15164.0,0.0,54.0,17.0,1030.0
2023-03-05 10:00:00+01:00,0.0,193.0,250.0,2276.0,14353.0,0.0,54.0,18.0,977.0
2023-03-05 11:00:00+01:00,0.0,188.0,250.0,2245.0,14218.0,0.0,52.0,19.0,1103.0
2023-03-05 12:00:00+01:00,0.0,190.0,249.0,2232.0,14214.0,0.0,54.0,18.0,1386.0
2023-03-05 13:00:00+01:00,0.0,190.0,250.0,2289.0,13503.0,0.0,53.0,19.0,1508.0
2023-03-05 14:00:00+01:00,0.0,191.0,251.0,2282.0,14304.0,0.0,55.0,17.0,1303.0
2023-03-05 15:00:00+01:00,0.0,190.0,313.0,2325.0,15619.0,0.0,56.0,22.0,1206.0
2023-03-05 16:00:00+01:00,0.0,185.0,433.0,2326.0,17090.0,0.0,53.0,24.0,1152.0
2023-03-05 17:00:00+01:00,0.0,185.0,617.0,2399.0,18808.0,0.0,54.0,22.0,1101.0
2023-03-05 18:00:00+01:00,0.0,191.0,799.0,2453.0,19248.0,0.0,56.0,19.0,1138.0
2023-03-05 19:00:00+01:00,0.0,192.0,803.0,2484.0,18809.0,0.0,59.0,20.0,1007.0
2023-03-05 20:00:00+01:00,0.0,189.0,805.0,2472.0,18690.0,0.0,62.0,24.0,893.0
2023-03-05 21:00:00+01:00,0.0,188.0,818.0,2464.0,19229.0,0.0,53.0,21.0,845.0
2023-03-05 22:00:00+01:00,0.0,188.0,838.0,2420.0,19485.0,0.0,54.0,23.0,797.0
2023-03-05 23:00:00+01:00,0.0,192.0,818.0,2405.0,18922.0,0.0,62.0,20.0,725.0
2023-03-06 00:00:00+01:00,0.0,189.0,887.0,2350.0,18906.0,0.0,62.0,20.0,691.0
2023-03-06 01:00:00+01:00,0.0,189.0,858.0,2383.0,19122.0,0.0,59.0,20.0,693.0
2023-03-06 02:00:00+01:00,0.0,188.0,846.0,2404.0,19057.0,0.0,56.0,19.0,621.0
2023-03-06 03:00:00+01:00,0.0,187.0,876.0,2403.0,19351.0,0.0,53.0,19.0,526.0
2023-03-06 04:00:00+01:00,0.0,189.0,892.0,2413.0,19201.0,0.0,51.0,19.0,612.0
2023-03-06 05:00:00+01:00,0.0,190.0,857.0,2415.0,19623.0,0.0,51.0,22.0,696.0
2023-03-06 06:00:00+01:00,0.0,189.0,890.0,2479.0,20288.0,0.0,51.0,19.0,669.0
2023-03-06 07:00:00+01:00,0.0,181.0,934.0,2501.0,20777.0,0.0,49.0,20.0,669.0
2023-03-06 08:00:00+01:00,0.0,190.0,915.0,2561.0,19868.0,0.0,49.0,16.0,722.0
2023-03-06 09:00:00+01:00,0.0,191.0,857.0,2559.0,19731.0,0.0,58.0,11.0,620.0
2023-03-06 10:00:00+01:00,0.0,187.0,858.0,2533.0,19729.0,0.0,59.0,11.0,433.0
2023-03-06 11:00:00+01:00,0.0,191.0,859.0,2480.0,19721.0,0.0,59.0,10.0,412.0
2023-03-06 12:00:00+01:00,0.0,183.0,844.0,2470.0,19548.0,0.0,59.0,10.0,444.0
2023-03-06 13:00:00+01:00,0.0,192.0,845.0,2488.0,19585.0,0.0,58.0,11.0,431.0
2023-03-06 14:00:00+01:00,0.0,190.0,837.0,2495.0,19587.0,0.0,61.0,13.0,394.0
2023-03-06 15:00:00+01:00,0.0,190.0,811.0,2510.0,19266.0,0.0,61.0,11.0,421.0
2023-03-06 16:00:00+01:00,0.0,187.0,762.0,2533.0,19233.0,0.0,63.0,14.0,437.0
2023-03-06 17:00:00+01:00,0.0,190.0,838.0,2593.0,19944.0,0.0,63.0,8.0,461.0
2023-03-06 18:00:00+01:00,0.0,192.0,857.0,2581.0,20367.0,0.0,61.0,8.0,518.0
2023-03-06 19:00:00+01:00,0.0,190.0,840.0,2585.0,19964.0,0.0,62.0,9.0,630.0
2023-03-06 20:00:00+01:00,0.0,188.0,850.0,2580.0,19789.0,0.0,59.0,9.0,704.0
2023-03-06 21:00:00+01:00,0.0,181.0,852.0,2520.0,19610.0,0.0,65.0,13.0,719.0
2023-03-06 22:00:00+01:00,0.0,189.0,638.0,2507.0,18719.0,0.0,61.0,11.0,671.0
2023-03-06 23:00:00+01:00,0.0,190.0,508.0,2482.0,17253.0,0.0,60.0,10.0,725.0
2023-03-07 00:00:00+01:00,0.0,190.0,330.0,2460.0,15643.0,0.0,58.0,15.0,848.0
2023-03-07 01:00:00+01:00,0.0,190.0,265.0,2460.0,14512.0,0.0,61.0,16.0,925.0
2023-03-07 02:00:00+01:00,0.0,190.0,261.0,2465.0,13776.0,0.0,57.0,19.0,1038.0
2023-03-07 03:00:00+01:00,0.0,189.0,249.0,2441.0,13382.0,0.0,57.0,21.0,1167.0
2023-03-07 04:00:00+01:00,0.0,191.0,248.0,2421.0,13334.0,0.0,62.0,20.0,1279.0
2023-03-07 05:00:00+01:00,0.0,191.0,271.0,2418.0,14458.0,0.0,55.0,16.0,1081.0
2023-03-07 06:00:00+01:00,0.0,191.0,378.0,2469.0,16501.0,0.0,52.0,19.0,929.0
2023-03-07 07:00:00+01:00,0.0,189.0,518.0,2519.0,18334.0,0.0,57.0,13.0,824.0
2023-03-07 08:00:00+01:00,0.0,191.0,519.0,2564.0,17906.0,0.0,60.0,9.0,815.0
2023-03-07 09:00:00+01:00,0.0,182.0,481.0,2488.0,17122.0,0.0,59.0,14.0,755.0
2023-03-07 10:00:00+01:00,0.0,187.0,393.0,2468.0,15822.0,0.0,60.0,12.0,678.0
2023-03-07 11:00:00+01:00,0.0,190.0,318.0,2437.0,14725.0,0.0,53.0,6.0,679.0
2023-03-07 12:00:00+01:00,0.0,186.0,311.0,2426.0,14416.0,0.0,54.0,9.0,558.0
2023-03-07 13:00:00+01:00,0.0,192.0,316.0,2441.0,14415.0,0.0,52.0,7.0,374.0
2023-03-07 14:00:00+01:00,0.0,193.0,316.0,2456.0,15282.0,0.0,50.0,6.0,368.0
2023-03-07 15:00:00+01:00,0.0,194.0,323.0,2502.0,16565.0,0.0,50.0,9.0,415.0
2023-03-07 16:00:00+01:00,0.0,194.0,454.0,2525.0,18003.0,0.0,54.0,7.0,457.0
2023-03-07 17:00:00+01:00,0.0,196.0,613.0,2580.0,19547.0,0.0,50.0,7.0,561.0
2023-03-07 18:00:00+01:00,0.0,185.0,839.0,2599.0,19741.0,0.0,46.0,8.0,669.0
2023-03-07 19:00:00+01:00,0.0,192.0,823.0,2588.0,20067.0,0.0,45.0,12.0,780.0
2023-03-07 20:00:00+01:00,0.0,193.0,633.0,2575.0,19582.0,0.0,47.0,11.0,935.0
2023-03-07 21:00:00+01:00,0.0,185.0,632.0,2559.0,19076.0,0.0,51.0,11.0,1166.0
2023-03-07 22:00:00+01:00,0.0,192.0,625.0,2523.0,18594.0,0.0,53.0,9.0,1444.0
2023-03-07 23:00:00+01:00,0.0,193.0,503.0,2491.0,18269.0,0.0,56.0,9.0,1630.0
2023-03-08 00:00:00+01:00,0.0,193.0,485.0,2430.0,17706.0,0.0,57.0,10.0,1613.0
2023-03-08 01:00:00+01:00,0.0,193.0,476.0,2417.0,17624.0,0.0,57.0,11.0,1567.0
2023-03-08 02:00:00+01:00,0.0,193.0,478.0,2376.0,17706.0,0.0,50.0,13.0,1379.0
2023-03-08 03:00:00+01:00,0.0,192.0,501.0,2378.0,17589.0,0.0,48.0,14.0,1221.0
2023-03-08 04:00:00+01:00,0.0,192.0,488.0,2377.0,17637.0,0.0,51.0,14.0,1155.0
2023-03-08 05:00:00+01:00,0.0,192.0,607.0,2370.0,18780.0,0.0,55.0,14.0,983.0
2023-03-08 06:00:00+01:00,0.0,191.0,788.0,2408.0,19740.0,0.0,61.0,11.0,900.0
2023-03-08 07:00:00+01:00,0.0,191.0,840.0,2494.0,19828.0,0.0,62.0,8.0,862.0
2023-03-08 08:00:00+01:00,0.0,189.0,800.0,2521.0,19412.0,0.0,61.0,6.0,875.0
2023-03-08 09:00:00+01:00,0.0,182.0,685.0,2565.0,19683.0,0.0,62.0,6.0,846.0
2023-03-08 10:00:00+01:00,0.0,189.0,687.0,2623.0,19696.0,0.0,53.0,8.0,901.0
2023-03-08 11:00:00+01:00,0.0,190.0,679.0,2546.0,19697.0,0.0,58.0,7.0,789.0
2023-03-08 12:00:00+01:00,0.0,187.0,661.0,2555.0,19751.0,0.0,74.0,7.0,730.0
2023-03-08 13:00:00+01:00,0.0,191.0,651.0,2549.0,19176.0,0.0,61.0,9.0,766.0
2023-03-08 14:00:00+01:00,0.0,190.0,656.0,2542.0,19219.0,0.0,47.0,6.0,679.0
2023-03-08 15:00:00+01:00,0.0,191.0,773.0,2604.0,19526.0,0.0,45.0,9.0,679.0
2023-03-08 16:00:00+01:00,0.0,193.0,778.0,2541.0,19507.0,0.0,45.0,6.0,731.0
2023-03-08 17:00:00+01:00,0.0,190.0,776.0,2524.0,19745.0,0.0,49.0,6.0,767.0
2023-03-08 18:00:00+01:00,0.0,181.0,776.0,2555.0,19859.0,0.0,55.0,6.0,898.0
2023-03-08 19:00:00+01:00,0.0,190.0,785.0,2530.0,19338.0,0.0,53.0,6.0,950.0
2023-03-08 20:00:00+01:00,0.0,189.0,804.0,2544.0,19226.0,0.0,55.0,7.0,981.0
2023-03-08 21:00:00+01:00,0.0,181.0,793.0,2556.0,19261.0,0.0,54.0,11.0,1051.0
2023-03-08 22:00:00+01:00,0.0,188.0,717.0,2543.0,19025.0,0.0,54.0,11.0,943.0
2023-03-08 23:00:00+01:00,0.0,186.0,688.0,2514.0,18854.0,0.0,55.0,9.0,878.0
2023-03-09 00:00:00+01:00,0.0,187.0,288.0,2500.0,18412.0,0.0,57.0,9.0,818.0
2023-03-09 01:00:00+01:00,0.0,187.0,285.0,2487.0,17960.0,0.0,58.0,10.0,783.0
2023-03-09 02:00:00+01:00,0.0,189.0,286.0,2493.0,17670.0,0.0,51.0,11.0,735.0
2023-03-09 03:00:00+01:00,0.0,189.0,285.0,2504.0,17440.0,0.0,57.0,9.0,560.0
2023-03-09 04:00:00+01:00,0.0,189.0,370.0,2513.0,17371.0,0.0,56.0,10.0,499.0
2023-03-09 05:00:00+01:00,0.0,186.0,427.0,2505.0,18157.0,0.0,58.0,9.0,521.0
2023-03-09 06:00:00+01:00,0.0,183.0,567.0,2525.0,19692.0,0.0,56.0,8.0,567.0
2023-03-09 07:00:00+01:00,0.0,183.0,629.0,2588.0,19641.0,0.0,50.0,7.0,585.0
2023-03-09 08:00:00+01:00,0.0,183.0,646.0,2558.0,19261.0,0.0,51.0,7.0,536.0
2023-03-09 09:00:00+01:00,0.0,176.0,705.0,2554.0,19919.0,0.0,47.0,6.0,463.0
2023-03-09 10:00:00+01:00,0.0,183.0,859.0,2548.0,20362.0,0.0,53.0,7.0,515.0
2023-03-09 11:00:00+01:00,0.0,183.0,889.0,2538.0,20101.0,0.0,57.0,6.0,762.0
2023-03-09 12:00:00+01:00,0.0,181.0,824.0,2597.0,19523.0,0.0,60.0,6.0,820.0
2023-03-09 13:00:00+01:00,0.0,183.0,830.0,2544.0,19627.0,0.0,62.0,7.0,818.0
2023-03-09 14:00:00+01:00,0.0,185.0,829.0,2543.0,19232.0,0.0,58.0,6.0,1005.0
2023-03-09 15:00:00+01:00,0.0,186.0,841.0,2565.0,19735.0,0.0,54.0,9.0,1130.0
2023-03-09 16:00:00+01:00,0.0,186.0,884.0,2565.0,20236.0,0.0,52.0,12.0,1194.0
2023-03-09 17:00:00+01:00,0.0,185.0,891.0,2562.0,20177.0,0.0,51.0,14.0,1106.0
2023-03-09 18:00:00+01:00,0.0,177.0,894.0,2545.0,20022.0,0.0,53.0,14.0,1196.0
2023-03-09 19:00:00+01:00,0.0,185.0,893.0,2541.0,19845.0,0.0,52.0,15.0,1239.0
2023-03-09 20:00:00+01:00,0.0,184.0,873.0,2556.0,19447.0,0.0,54.0,17.0,1234.0
2023-03-09 21:00:00+01:00,0.0,177.0,820.0,2539.0,19160.0,0.0,51.0,18.0,1394.0
2023-03-09 22:00:00+01:00,0.0,184.0,715.0,2522.0,18908.0,0.0,49.0,18.0,1470.0
2023-03-09 23:00:00+01:00,0.0,184.0,425.0,2461.0,17396.0,0.0,53.0,22.0,1517.0
2023-03-10 00:00:00+01:00,0.0,182.0,215.0,2424.0,16234.0,0.0,52.0,18.0,1609.0
2023-03-10 01:00:00+01:00,0.0,182.0,186.0,2412.0,15331.0,0.0,54.0,19.0,1774.0
2023-03-10 02:00:00+01:00,0.0,183.0,186.0,2417.0,14938.0,0.0,49.0,21.0,1767.0
2023-03-10 03:00:00+01:00,0.0,184.0,186.0,2398.0,15030.0,0.0,52.0,22.0,1820.0
2023-03-10 04:00:00+01:00,0.0,184.0,199.0,2385.0,15061.0,0.0,54.0,18.0,1873.0
2023-03-10 05:00:00+01:00,0.0,187.0,279.0,2388.0,15797.0,0.0,56.0,17.0,1778.0
2023-03-10 06:00:00+01:00,0.0,187.0,479.0,2441.0,19012.0,0.0,58.0,22.0,1773.0
2023-03-10 07:00:00+01:00,0.0,185.0,534.0,2487.0,19934.0,0.0,54.0,21.0,1764.0
2023-03-10 08:00:00+01:00,0.0,185.0,577.0,2542.0,20140.0,0.0,55.0,21.0,1767.0
2023-03-10 09:00:00+01:00,0.0,177.0,578.0,2493.0,20177.0,0.0,54.0,18.0,1425.0
2023-03-10 10:00:00+01:00,0.0,184.0,703.0,2585.0,20095.0,0.0,58.0,16.0,1009.0
2023-03-10 11:00:00+01:00,0.0,196.0,635.0,2540.0,19776.0,0.0,60.0,16.0,701.0
2023-03-10 12:00:00+01:00,0.0,206.0,503.0,2454.0,19531.0,0.0,53.0,16.0,419.0
2023-03-10 13:00:00+01:00,0.0,207.0,525.0,2469.0,18838.0,0.0,53.0,20.0,324.0
2023-03-10 14:00:00+01:00,0.0,206.0,538.0,2461.0,18910.0,0.0,51.0,17.0,309.0
2023-03-10 15:00:00+01:00,0.0,207.0,532.0,2463.0,19082.0,0.0,55.0,21.0,501.0
2023-03-10 16:00:00+01:00,0.0,214.0,559.0,2475.0,19120.0,0.0,56.0,21.0,646.0
2023-03-10 17:00:00+01:00,0.0,215.0,574.0,2477.0,19991.0,0.0,55.0,23.0,788.0
2023-03-10 18:00:00+01:00,0.0,207.0,586.0,2479.0,20433.0,0.0,58.0,23.0,943.0
2023-03-10 19:00:00+01:00,0.0,213.0,578.0,2470.0,19961.0,0.0,56.0,21.0,1065.0
2023-03-10 20:00:00+01:00,0.0,212.0,542.0,2478.0,19125.0,0.0,55.0,18.0,1028.0
2023-03-10 21:00:00+01:00,0.0,204.0,427.0,2464.0,18167.0,0.0,59.0,22.0,1164.0
2023-03-10 22:00:00+01:00,0.0,212.0,194.0,2435.0,15844.0,0.0,56.0,19.0,1304.0
2023-03-10 23:00:00+01:00,0.0,212.0,187.0,2391.0,14475.0,0.0,60.0,23.0,1312.0
2023-03-11 00:00:00+01:00,0.0,212.0,183.0,2311.0,13665.0,0.0,59.0,19.0,1485.0
2023-03-11 01:00:00+01:00,0.0,213.0,181.0,2290.0,12820.0,0.0,58.0,17.0,1489.0
