,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Onshore_Actual Aggregated
2023-03-25 08:00:00+02:00,33.0,12.0,0.0,0.0,34.0,6.0,128.0,54.0,397.0
2023-03-25 09:00:00+02:00,34.0,12.0,0.0,0.0,68.0,6.0,206.0,54.0,275.0
2023-03-25 10:00:00+02:00,33.0,12.0,0.0,0.0,68.0,6.0,264.0,54.0,252.0
2023-03-25 11:00:00+02:00,33.0,12.0,0.0,0.0,74.0,6.0,287.0,54.0,232.0
2023-03-25 12:00:00+02:00,33.0,12.0,0.0,0.0,73.0,6.0,280.0,54.0,197.0
2023-03-25 13:00:00+02:00,33.0,12.0,0.0,0.0,50.0,6.0,263.0,54.0,166.0
2023-03-25 14:00:00+02:00,32.0,12.0,0.0,0.0,50.0,6.0,199.0,54.0,156.0
2023-03-25 15:00:00+02:00,32.0,12.0,0.0,0.0,50.0,6.0,119.0,54.0,191.0
2023-03-25 16:00:00+02:00,32.0,12.0,0.0,0.0,72.0,6.0,74.0,54.0,169.0
2023-03-25 17:00:00+02:00,32.0,12.0,51.0,0.0,90.0,6.0,30.0,54.0,126.0
2023-03-25 18:00:00+02:00,32.0,12.0,0.0,0.0,96.0,6.0,3.0,54.0,109.0
2023-03-25 19:00:00+02:00,32.0,12.0,0.0,0.0,96.0,6.0,0.0,53.0,113.0
2023-03-25 20:00:00+02:00,32.0,12.0,0.0,0.0,96.0,6.0,0.0,53.0,140.0
2023-03-25 21:00:00+02:00,32.0,12.0,0.0,0.0,96.0,6.0,0.0,53.0,173.0
2023-03-25 22:00:00+02:00,32.0,12.0,0.0,0.0,89.0,6.0,0.0,52.0,166.0
2023-03-25 23:00:00+02:00,32.0,12.0,0.0,0.0,50.0,6.0,0.0,51.0,145.0
2023-03-26 00:00:00+02:00,32.0,12.0,0.0,0.0,26.0,6.0,0.0,51.0,178.0
2023-03-26 01:00:00+02:00,32.0,12.0,0.0,208.0,26.0,6.0,0.0,53.0,180.0
2023-03-26 02:00:00+02:00,32.0,12.0,114.0,211.0,26.0,6.0,0.0,53.0,157.0
2023-03-26 04:00:00+03:00,32.0,12.0,0.0,208.0,49.0,6.0,0.0,55.0,133.0
2023-03-26 05:00:00+03:00,33.0,12.0,0.0,0.0,26.0,6.0,0.0,55.0,99.0
2023-03-26 06:00:00+03:00,33.0,12.0,0.0,0.0,26.0,6.0,0.0,55.0,92.0
2023-03-26 07:00:00+03:00,34.0,12.0,0.0,0.0,74.0,6.0,3.0,55.0,85.0
2023-03-26 08:00:00+03:00,34.0,12.0,0.0,0.0,97.0,6.0,17.0,54.0,67.0
2023-03-26 09:00:00+03:00,34.0,12.0,0.0,0.0,97.0,6.0,38.0,54.0,52.0
2023-03-26 10:00:00+03:00,33.0,12.0,52.0,0.0,97.0,6.0,62.0,54.0,53.0
2023-03-26 11:00:00+03:00,33.0,12.0,51.0,0.0,97.0,6.0,105.0,53.0,54.0
2023-03-26 12:00:00+03:00,33.0,12.0,35.0,0.0,97.0,6.0,180.0,54.0,59.0
2023-03-26 13:00:00+03:00,33.0,12.0,0.0,0.0,74.0,6.0,173.0,54.0,75.0
2023-03-26 14:00:00+03:00,32.0,12.0,0.0,0.0,74.0,6.0,148.0,54.0,63.0
2023-03-26 15:00:00+03:00,32.0,12.0,0.0,0.0,74.0,6.0,119.0,54.0,93.0
2023-03-26 16:00:00+03:00,32.0,12.0,0.0,0.0,74.0,6.0,74.0,54.0,91.0
2023-03-26 17:00:00+03:00,32.0,12.0,0.0,0.0,96.0,6.0,51.0,54.0,128.0
2023-03-26 18:00:00+03:00,33.0,12.0,94.0,0.0,97.0,6.0,22.0,54.0,132.0
2023-03-26 19:00:00+03:00,33.0,12.0,160.0,0.0,96.0,6.0,3.0,54.0,170.0
2023-03-26 20:00:00+03:00,33.0,12.0,217.0,0.0,97.0,6.0,0.0,54.0,213.0
2023-03-26 21:00:00+03:00,33.0,12.0,121.0,0.0,95.0,6.0,0.0,54.0,287.0
2023-03-26 22:00:00+03:00,33.0,12.0,0.0,97.0,88.0,6.0,0.0,54.0,333.0
2023-03-26 23:00:00+03:00,33.0,12.0,0.0,0.0,46.0,6.0,0.0,55.0,297.0
2023-03-27 00:00:00+03:00,33.0,12.0,0.0,0.0,25.0,6.0,0.0,55.0,297.0
2023-03-27 01:00:00+03:00,33.0,12.0,0.0,220.0,25.0,6.0,0.0,55.0,295.0
2023-03-27 02:00:00+03:00,33.0,12.0,0.0,222.0,25.0,6.0,0.0,55.0,312.0
2023-03-27 03:00:00+03:00,33.0,12.0,0.0,222.0,25.0,6.0,0.0,55.0,314.0
2023-03-27 04:00:00+03:00,33.0,12.0,0.0,221.0,25.0,6.0,0.0,54.0,338.0
2023-03-27 05:00:00+03:00,33.0,12.0,0.0,219.0,31.0,6.0,0.0,54.0,316.0
2023-03-27 06:00:00+03:00,33.0,12.0,0.0,0.0,46.0,6.0,0.0,54.0,280.0
2023-03-27 07:00:00+03:00,33.0,12.0,332.0,0.0,93.0,6.0,6.0,54.0,263.0
2023-03-27 08:00:00+03:00,33.0,11.0,264.0,0.0,98.0,6.0,36.0,53.0,281.0
2023-03-27 09:00:00+03:00,33.0,11.0,219.0,0.0,98.0,6.0,75.0,53.0,345.0
2023-03-27 10:00:00+03:00,33.0,12.0,204.0,0.0,98.0,6.0,88.0,53.0,326.0
2023-03-27 11:00:00+03:00,33.0,12.0,193.0,0.0,98.0,6.0,114.0,53.0,349.0
2023-03-27 12:00:00+03:00,33.0,12.0,201.0,0.0,98.0,6.0,142.0,54.0,356.0
2023-03-27 13:00:00+03:00,33.0,12.0,2.0,0.0,98.0,6.0,152.0,53.0,391.0
2023-03-27 14:00:00+03:00,33.0,12.0,0.0,0.0,50.0,6.0,116.0,53.0,394.0
2023-03-27 15:00:00+03:00,33.0,12.0,0.0,49.0,50.0,6.0,92.0,53.0,391.0
2023-03-27 16:00:00+03:00,33.0,12.0,0.0,105.0,68.0,6.0,68.0,53.0,392.0
2023-03-27 17:00:00+03:00,33.0,12.0,0.0,97.0,68.0,6.0,47.0,53.0,377.0
2023-03-27 18:00:00+03:00,33.0,12.0,0.0,64.0,98.0,6.0,21.0,53.0,367.0
2023-03-27 19:00:00+03:00,33.0,11.0,84.0,0.0,98.0,6.0,3.0,53.0,300.0
2023-03-27 20:00:00+03:00,33.0,11.0,266.0,0.0,98.0,6.0,0.0,53.0,286.0
2023-03-27 21:00:00+03:00,33.0,12.0,161.0,0.0,98.0,6.0,0.0,53.0,289.0
2023-03-27 22:00:00+03:00,33.0,12.0,1.0,0.0,44.0,6.0,0.0,54.0,223.0
2023-03-27 23:00:00+03:00,33.0,12.0,0.0,0.0,47.0,6.0,0.0,54.0,187.0
2023-03-28 00:00:00+03:00,33.0,12.0,0.0,221.0,58.0,6.0,0.0,54.0,167.0
2023-03-28 01:00:00+03:00,33.0,11.0,0.0,433.0,81.0,6.0,0.0,51.0,119.0
2023-03-28 02:00:00+03:00,33.0,11.0,0.0,435.0,68.0,6.0,0.0,50.0,100.0
2023-03-28 03:00:00+03:00,33.0,12.0,0.0,433.0,47.0,6.0,0.0,50.0,126.0
2023-03-28 04:00:00+03:00,33.0,12.0,0.0,430.0,38.0,6.0,0.0,50.0,155.0
2023-03-28 05:00:00+03:00,33.0,12.0,0.0,216.0,47.0,6.0,0.0,50.0,153.0
2023-03-28 06:00:00+03:00,33.0,11.0,41.0,0.0,83.0,6.0,0.0,53.0,146.0
2023-03-28 07:00:00+03:00,34.0,11.0,260.0,0.0,98.0,6.0,5.0,53.0,187.0
2023-03-28 08:00:00+03:00,34.0,13.0,269.0,0.0,98.0,6.0,26.0,53.0,177.0
2023-03-28 09:00:00+03:00,34.0,31.0,214.0,0.0,98.0,6.0,53.0,52.0,155.0
2023-03-28 10:00:00+03:00,34.0,42.0,179.0,0.0,85.0,6.0,84.0,51.0,224.0
2023-03-28 11:00:00+03:00,34.0,42.0,87.0,0.0,98.0,6.0,119.0,52.0,275.0
2023-03-28 12:00:00+03:00,34.0,42.0,0.0,0.0,89.0,6.0,185.0,53.0,309.0
2023-03-28 13:00:00+03:00,33.0,42.0,0.0,0.0,59.0,6.0,176.0,53.0,329.0
2023-03-28 14:00:00+03:00,33.0,42.0,0.0,102.0,47.0,6.0,166.0,53.0,392.0
2023-03-28 15:00:00+03:00,33.0,42.0,0.0,222.0,35.0,6.0,142.0,52.0,474.0
2023-03-28 16:00:00+03:00,33.0,42.0,0.0,222.0,31.0,6.0,124.0,53.0,539.0
2023-03-28 17:00:00+03:00,33.0,42.0,1.0,72.0,25.0,6.0,80.0,52.0,530.0
2023-03-28 18:00:00+03:00,33.0,42.0,191.0,0.0,98.0,6.0,35.0,52.0,542.0
2023-03-28 19:00:00+03:00,34.0,41.0,250.0,0.0,98.0,6.0,4.0,53.0,460.0
2023-03-28 20:00:00+03:00,34.0,41.0,247.0,0.0,98.0,6.0,0.0,53.0,513.0
2023-03-28 21:00:00+03:00,34.0,41.0,262.0,0.0,98.0,6.0,0.0,53.0,492.0
2023-03-28 22:00:00+03:00,34.0,41.0,271.0,0.0,98.0,6.0,0.0,53.0,498.0
2023-03-28 23:00:00+03:00,34.0,41.0,17.0,0.0,98.0,6.0,0.0,55.0,514.0
2023-03-29 00:00:00+03:00,33.0,41.0,51.0,0.0,98.0,6.0,0.0,54.0,452.0
2023-03-29 01:00:00+03:00,33.0,41.0,0.0,0.0,98.0,6.0,0.0,54.0,446.0
2023-03-29 02:00:00+03:00,33.0,42.0,0.0,0.0,98.0,6.0,0.0,54.0,456.0
2023-03-29 03:00:00+03:00,33.0,42.0,0.0,0.0,98.0,6.0,0.0,54.0,456.0
2023-03-29 04:00:00+03:00,33.0,41.0,0.0,0.0,98.0,6.0,0.0,54.0,407.0
2023-03-29 05:00:00+03:00,33.0,41.0,0.0,0.0,98.0,6.0,0.0,54.0,387.0
2023-03-29 06:00:00+03:00,33.0,42.0,189.0,0.0,98.0,6.0,0.0,54.0,365.0
2023-03-29 07:00:00+03:00,34.0,42.0,209.0,0.0,98.0,6.0,6.0,53.0,359.0
2023-03-29 08:00:00+03:00,34.0,42.0,279.0,0.0,98.0,6.0,31.0,53.0,302.0
2023-03-29 09:00:00+03:00,34.0,41.0,257.0,0.0,98.0,6.0,60.0,53.0,235.0
2023-03-29 10:00:00+03:00,34.0,41.0,137.0,0.0,86.0,6.0,90.0,53.0,265.0
2023-03-29 11:00:00+03:00,34.0,41.0,198.0,0.0,98.0,6.0,113.0,53.0,241.0
2023-03-29 12:00:00+03:00,34.0,42.0,246.0,0.0,98.0,6.0,129.0,52.0,186.0
2023-03-29 13:00:00+03:00,34.0,42.0,195.0,0.0,98.0,6.0,144.0,54.0,157.0
2023-03-29 14:00:00+03:00,34.0,43.0,137.0,0.0,92.0,6.0,178.0,54.0,152.0
2023-03-29 15:00:00+03:00,34.0,42.0,44.0,0.0,80.0,6.0,201.0,54.0,144.0
2023-03-29 16:00:00+03:00,34.0,42.0,0.0,0.0,75.0,6.0,204.0,53.0,121.0
2023-03-29 17:00:00+03:00,34.0,42.0,49.0,0.0,75.0,6.0,135.0,54.0,96.0
2023-03-29 18:00:00+03:00,34.0,42.0,180.0,0.0,80.0,6.0,56.0,53.0,70.0
2023-03-29 19:00:00+03:00,34.0,41.0,196.0,0.0,88.0,6.0,6.0,54.0,33.0
2023-03-29 20:00:00+03:00,34.0,41.0,242.0,0.0,98.0,6.0,0.0,54.0,24.0
2023-03-29 21:00:00+03:00,34.0,41.0,277.0,0.0,98.0,6.0,0.0,54.0,62.0
2023-03-29 22:00:00+03:00,34.0,41.0,196.0,0.0,98.0,6.0,0.0,54.0,155.0
2023-03-29 23:00:00+03:00,34.0,41.0,0.0,0.0,98.0,6.0,0.0,54.0,242.0
2023-03-30 00:00:00+03:00,34.0,42.0,0.0,52.0,82.0,6.0,0.0,53.0,282.0
2023-03-30 01:00:00+03:00,34.0,41.0,0.0,219.0,94.0,6.0,0.0,54.0,271.0
2023-03-30 02:00:00+03:00,34.0,41.0,0.0,219.0,96.0,6.0,0.0,54.0,285.0
2023-03-30 03:00:00+03:00,34.0,40.0,0.0,219.0,97.0,6.0,0.0,54.0,289.0
2023-03-30 04:00:00+03:00,34.0,41.0,0.0,305.0,75.0,6.0,0.0,54.0,337.0
2023-03-30 05:00:00+03:00,34.0,41.0,0.0,212.0,59.0,6.0,0.0,54.0,372.0
2023-03-30 06:00:00+03:00,34.0,42.0,0.0,0.0,88.0,6.0,0.0,53.0,317.0
2023-03-30 07:00:00+03:00,34.0,41.0,68.0,0.0,98.0,6.0,6.0,53.0,291.0
2023-03-30 08:00:00+03:00,34.0,42.0,84.0,0.0,98.0,6.0,31.0,54.0,237.0
2023-03-30 09:00:00+03:00,34.0,42.0,107.0,0.0,98.0,6.0,56.0,45.0,171.0
2023-03-30 10:00:00+03:00,34.0,44.0,149.0,0.0,98.0,6.0,84.0,38.0,122.0
2023-03-30 11:00:00+03:00,34.0,43.0,133.0,0.0,96.0,6.0,112.0,37.0,94.0
2023-03-30 12:00:00+03:00,34.0,44.0,67.0,0.0,97.0,6.0,143.0,37.0,79.0
2023-03-30 13:00:00+03:00,34.0,44.0,67.0,0.0,97.0,6.0,159.0,37.0,62.0
2023-03-30 14:00:00+03:00,34.0,44.0,1.0,0.0,98.0,6.0,200.0,37.0,40.0
2023-03-30 15:00:00+03:00,34.0,43.0,0.0,0.0,86.0,6.0,182.0,37.0,19.0
2023-03-30 16:00:00+03:00,34.0,43.0,0.0,0.0,58.0,5.0,162.0,37.0,16.0
2023-03-30 17:00:00+03:00,33.0,43.0,0.0,0.0,32.0,5.0,70.0,37.0,12.0
2023-03-30 18:00:00+03:00,34.0,43.0,0.0,0.0,93.0,5.0,38.0,38.0,13.0
2023-03-30 19:00:00+03:00,34.0,43.0,0.0,0.0,97.0,5.0,5.0,40.0,36.0
2023-03-30 20:00:00+03:00,34.0,43.0,0.0,0.0,97.0,5.0,0.0,47.0,88.0
2023-03-30 21:00:00+03:00,34.0,43.0,68.0,0.0,96.0,6.0,0.0,52.0,143.0
2023-03-30 22:00:00+03:00,34.0,43.0,0.0,0.0,88.0,6.0,0.0,52.0,175.0
2023-03-30 23:00:00+03:00,34.0,44.0,0.0,0.0,88.0,6.0,0.0,53.0,211.0
2023-03-31 00:00:00+03:00,34.0,44.0,0.0,187.0,74.0,6.0,0.0,54.0,266.0
2023-03-31 01:00:00+03:00,33.0,44.0,0.0,295.0,38.0,6.0,0.0,54.0,242.0
2023-03-31 02:00:00+03:00,33.0,44.0,0.0,261.0,39.0,6.0,0.0,52.0,223.0
2023-03-31 03:00:00+03:00,33.0,44.0,0.0,242.0,28.0,6.0,0.0,52.0,184.0
2023-03-31 04:00:00+03:00,33.0,44.0,0.0,224.0,36.0,6.0,0.0,54.0,147.0
2023-03-31 05:00:00+03:00,34.0,45.0,0.0,50.0,64.0,6.0,0.0,54.0,124.0
2023-03-31 06:00:00+03:00,34.0,44.0,2.0,0.0,86.0,6.0,0.0,46.0,114.0
2023-03-31 07:00:00+03:00,34.0,45.0,188.0,0.0,98.0,6.0,2.0,38.0,99.0
2023-03-31 08:00:00+03:00,34.0,45.0,354.0,0.0,98.0,6.0,7.0,38.0,94.0
2023-03-31 09:00:00+03:00,34.0,45.0,272.0,0.0,98.0,6.0,15.0,38.0,100.0
2023-03-31 10:00:00+03:00,34.0,46.0,274.0,0.0,98.0,5.0,21.0,38.0,61.0
2023-03-31 11:00:00+03:00,34.0,45.0,306.0,0.0,98.0,7.0,31.0,38.0,55.0
2023-03-31 12:00:00+03:00,34.0,45.0,59.0,0.0,74.0,6.0,43.0,37.0,44.0
2023-03-31 13:00:00+03:00,33.0,45.0,0.0,0.0,74.0,6.0,43.0,37.0,40.0
2023-03-31 14:00:00+03:00,33.0,45.0,0.0,0.0,74.0,5.0,52.0,37.0,59.0
2023-03-31 15:00:00+03:00,33.0,45.0,0.0,0.0,74.0,5.0,52.0,37.0,58.0
2023-03-31 16:00:00+03:00,33.0,45.0,44.0,0.0,96.0,5.0,50.0,37.0,61.0
2023-03-31 17:00:00+03:00,33.0,45.0,1.0,0.0,94.0,6.0,30.0,37.0,51.0
2023-03-31 18:00:00+03:00,33.0,45.0,0.0,0.0,74.0,5.0,18.0,37.0,40.0
2023-03-31 19:00:00+03:00,33.0,45.0,0.0,50.0,59.0,5.0,3.0,38.0,43.0
2023-03-31 20:00:00+03:00,33.0,45.0,0.0,0.0,74.0,5.0,0.0,38.0,35.0
2023-03-31 21:00:00+03:00,33.0,44.0,46.0,213.0,64.0,5.0,0.0,37.0,32.0
2023-03-31 22:00:00+03:00,33.0,44.0,1.0,219.0,63.0,5.0,0.0,37.0,35.0
2023-03-31 23:00:00+03:00,33.0,45.0,0.0,219.0,58.0,5.0,0.0,38.0,47.0
2023-04-01 00:00:00+03:00,33.0,44.0,0.0,440.0,49.0,5.0,0.0,38.0,57.0
2023-04-01 01:00:00+03:00,33.0,44.0,0.0,444.0,26.0,6.0,0.0,38.0,62.0
2023-04-01 02:00:00+03:00,33.0,45.0,0.0,443.0,26.0,5.0,0.0,39.0,70.0
2023-04-01 03:00:00+03:00,33.0,45.0,0.0,443.0,25.0,6.0,0.0,38.0,83.0
2023-04-01 04:00:00+03:00,33.0,45.0,0.0,442.0,25.0,6.0,0.0,39.0,82.0
2023-04-01 05:00:00+03:00,33.0,45.0,0.0,441.0,25.0,6.0,0.0,39.0,81.0
2023-04-01 06:00:00+03:00,34.0,45.0,0.0,403.0,25.0,6.0,0.0,38.0,89.0
2023-04-01 07:00:00+03:00,34.0,45.0,0.0,0.0,25.0,6.0,5.0,38.0,122.0
2023-04-01 08:00:00+03:00,33.0,45.0,0.0,0.0,85.0,6.0,20.0,38.0,156.0
2023-04-01 09:00:00+03:00,33.0,45.0,0.0,0.0,88.0,6.0,41.0,38.0,172.0
2023-04-01 10:00:00+03:00,33.0,45.0,0.0,0.0,88.0,6.0,63.0,38.0,203.0
2023-04-01 11:00:00+03:00,33.0,44.0,0.0,0.0,88.0,6.0,74.0,38.0,226.0
2023-04-01 12:00:00+03:00,33.0,45.0,0.0,0.0,88.0,6.0,67.0,38.0,247.0
2023-04-01 13:00:00+03:00,33.0,45.0,0.0,43.0,73.0,6.0,60.0,38.0,287.0
2023-04-01 14:00:00+03:00,33.0,44.0,0.0,224.0,32.0,6.0,51.0,38.0,308.0
2023-04-01 15:00:00+03:00,33.0,44.0,0.0,224.0,25.0,6.0,50.0,37.0,350.0
2023-04-01 16:00:00+03:00,33.0,44.0,0.0,222.0,25.0,6.0,37.0,37.0,385.0
2023-04-01 17:00:00+03:00,33.0,45.0,0.0,0.0,25.0,6.0,22.0,38.0,415.0
2023-04-01 18:00:00+03:00,33.0,45.0,0.0,0.0,76.0,6.0,10.0,37.0,445.0
2023-04-01 19:00:00+03:00,33.0,45.0,0.0,0.0,98.0,6.0,2.0,38.0,479.0
2023-04-01 20:00:00+03:00,33.0,44.0,50.0,0.0,98.0,6.0,0.0,37.0,510.0
2023-04-01 21:00:00+03:00,33.0,44.0,1.0,0.0,98.0,6.0,0.0,38.0,492.0
2023-04-01 22:00:00+03:00,33.0,44.0,0.0,0.0,26.0,5.0,0.0,37.0,440.0
2023-04-01 23:00:00+03:00,33.0,45.0,51.0,0.0,26.0,5.0,0.0,38.0,415.0
2023-04-02 00:00:00+03:00,33.0,45.0,1.0,0.0,26.0,5.0,0.0,38.0,419.0
2023-04-02 01:00:00+03:00,33.0,45.0,0.0,399.0,25.0,5.0,0.0,38.0,412.0
2023-04-02 02:00:00+03:00,33.0,45.0,0.0,437.0,25.0,5.0,0.0,38.0,410.0
2023-04-02 03:00:00+03:00,33.0,45.0,0.0,436.0,25.0,5.0,0.0,38.0,415.0
2023-04-02 04:00:00+03:00,33.0,45.0,0.0,435.0,25.0,5.0,0.0,38.0,476.0
2023-04-02 05:00:00+03:00,33.0,45.0,0.0,434.0,25.0,5.0,0.0,38.0,471.0
2023-04-02 06:00:00+03:00,33.0,45.0,0.0,433.0,25.0,5.0,0.0,38.0,525.0
2023-04-02 07:00:00+03:00,34.0,45.0,0.0,400.0,25.0,5.0,4.0,39.0,570.0
2023-04-02 08:00:00+03:00,34.0,45.0,0.0,0.0,73.0,5.0,17.0,39.0,605.0
2023-04-02 09:00:00+03:00,34.0,45.0,0.0,0.0,79.0,6.0,29.0,38.0,640.0
2023-04-02 10:00:00+03:00,34.0,45.0,0.0,78.0,77.0,6.0,39.0,38.0,670.0
2023-04-02 11:00:00+03:00,34.0,45.0,0.0,133.0,79.0,6.0,46.0,39.0,716.0
2023-04-02 12:00:00+03:00,34.0,45.0,0.0,66.0,91.0,6.0,54.0,39.0,720.0
2023-04-02 13:00:00+03:00,34.0,44.0,0.0,0.0,25.0,6.0,74.0,39.0,698.0
2023-04-02 14:00:00+03:00,34.0,45.0,0.0,0.0,26.0,6.0,76.0,39.0,699.0
2023-04-02 15:00:00+03:00,34.0,45.0,0.0,0.0,26.0,6.0,83.0,39.0,698.0
2023-04-02 16:00:00+03:00,34.0,45.0,0.0,0.0,26.0,6.0,82.0,38.0,704.0
2023-04-02 17:00:00+03:00,34.0,45.0,0.0,0.0,69.0,6.0,55.0,38.0,695.0
2023-04-02 18:00:00+03:00,34.0,45.0,0.0,0.0,88.0,5.0,29.0,38.0,679.0
2023-04-02 19:00:00+03:00,34.0,45.0,0.0,0.0,88.0,5.0,5.0,38.0,650.0
2023-04-02 20:00:00+03:00,34.0,45.0,0.0,0.0,88.0,5.0,0.0,38.0,594.0
2023-04-02 21:00:00+03:00,34.0,45.0,0.0,0.0,91.0,6.0,0.0,38.0,550.0
2023-04-02 22:00:00+03:00,34.0,45.0,0.0,0.0,84.0,6.0,0.0,38.0,533.0
2023-04-02 23:00:00+03:00,34.0,45.0,0.0,0.0,73.0,6.0,0.0,39.0,531.0
2023-04-03 00:00:00+03:00,34.0,45.0,0.0,0.0,25.0,6.0,0.0,39.0,502.0
2023-04-03 01:00:00+03:00,34.0,45.0,0.0,0.0,72.0,6.0,0.0,39.0,444.0
2023-04-03 02:00:00+03:00,34.0,45.0,0.0,0.0,72.0,6.0,0.0,39.0,411.0
2023-04-03 03:00:00+03:00,34.0,45.0,0.0,0.0,74.0,6.0,0.0,38.0,392.0
2023-04-03 04:00:00+03:00,34.0,45.0,0.0,0.0,74.0,6.0,0.0,39.0,397.0
2023-04-03 05:00:00+03:00,34.0,45.0,0.0,0.0,66.0,6.0,0.0,39.0,427.0
2023-04-03 06:00:00+03:00,34.0,45.0,1.0,0.0,73.0,6.0,0.0,38.0,429.0
2023-04-03 07:00:00+03:00,34.0,45.0,191.0,0.0,98.0,6.0,14.0,37.0,421.0
2023-04-03 08:00:00+03:00,34.0,45.0,182.0,0.0,98.0,6.0,75.0,37.0,376.0
2023-04-03 09:00:00+03:00,34.0,44.0,98.0,0.0,89.0,6.0,160.0,38.0,390.0
2023-04-03 10:00:00+03:00,34.0,43.0,55.0,0.0,75.0,6.0,214.0,38.0,471.0
2023-04-03 11:00:00+03:00,34.0,42.0,0.0,163.0,44.0,6.0,223.0,38.0,480.0
2023-04-03 12:00:00+03:00,34.0,42.0,0.0,151.0,66.0,6.0,185.0,38.0,470.0
2023-04-03 13:00:00+03:00,34.0,42.0,0.0,0.0,72.0,6.0,163.0,38.0,444.0
2023-04-03 14:00:00+03:00,34.0,42.0,0.0,0.0,68.0,6.0,144.0,38.0,440.0
2023-04-03 15:00:00+03:00,34.0,43.0,0.0,0.0,71.0,6.0,135.0,38.0,429.0
2023-04-03 16:00:00+03:00,34.0,44.0,0.0,0.0,74.0,6.0,110.0,38.0,411.0
2023-04-03 17:00:00+03:00,34.0,44.0,0.0,0.0,74.0,6.0,77.0,38.0,418.0
2023-04-03 18:00:00+03:00,34.0,44.0,1.0,0.0,69.0,6.0,34.0,38.0,414.0
2023-04-03 19:00:00+03:00,34.0,44.0,169.0,0.0,98.0,6.0,6.0,37.0,395.0
2023-04-03 20:00:00+03:00,34.0,44.0,198.0,0.0,88.0,6.0,0.0,38.0,341.0
2023-04-03 21:00:00+03:00,34.0,44.0,257.0,0.0,98.0,6.0,0.0,37.0,300.0
2023-04-03 22:00:00+03:00,34.0,44.0,201.0,0.0,88.0,6.0,0.0,37.0,279.0
2023-04-03 23:00:00+03:00,34.0,45.0,1.0,0.0,98.0,6.0,0.0,37.0,259.0
2023-04-04 00:00:00+03:00,34.0,44.0,0.0,0.0,88.0,6.0,0.0,36.0,214.0
2023-04-04 01:00:00+03:00,34.0,44.0,0.0,0.0,81.0,6.0,0.0,33.0,211.0
2023-04-04 02:00:00+03:00,34.0,44.0,0.0,0.0,87.0,6.0,0.0,36.0,194.0
2023-04-04 03:00:00+03:00,34.0,45.0,0.0,0.0,97.0,6.0,0.0,38.0,197.0
2023-04-04 04:00:00+03:00,34.0,45.0,0.0,0.0,84.0,6.0,0.0,39.0,206.0
2023-04-04 05:00:00+03:00,34.0,45.0,1.0,0.0,94.0,6.0,0.0,39.0,215.0
2023-04-04 06:00:00+03:00,34.0,45.0,171.0,0.0,92.0,6.0,0.0,38.0,193.0
2023-04-04 07:00:00+03:00,34.0,45.0,284.0,0.0,93.0,6.0,8.0,37.0,181.0
2023-04-04 08:00:00+03:00,34.0,44.0,291.0,0.0,98.0,6.0,31.0,37.0,162.0
2023-04-04 09:00:00+03:00,34.0,44.0,317.0,0.0,98.0,6.0,51.0,37.0,140.0
2023-04-04 10:00:00+03:00,34.0,45.0,195.0,0.0,90.0,6.0,67.0,37.0,132.0
2023-04-04 11:00:00+03:00,34.0,45.0,167.0,0.0,88.0,6.0,82.0,38.0,139.0
2023-04-04 12:00:00+03:00,34.0,45.0,0.0,0.0,75.0,6.0,97.0,37.0,128.0
2023-04-04 13:00:00+03:00,34.0,46.0,0.0,0.0,68.0,6.0,111.0,38.0,113.0
2023-04-04 14:00:00+03:00,34.0,46.0,0.0,27.0,68.0,6.0,100.0,38.0,100.0
2023-04-04 15:00:00+03:00,34.0,46.0,0.0,23.0,68.0,6.0,83.0,38.0,96.0
2023-04-04 16:00:00+03:00,34.0,46.0,0.0,0.0,68.0,5.0,69.0,38.0,115.0
2023-04-04 17:00:00+03:00,34.0,42.0,0.0,0.0,68.0,5.0,45.0,38.0,96.0
2023-04-04 18:00:00+03:00,34.0,42.0,172.0,0.0,88.0,6.0,25.0,38.0,76.0
2023-04-04 19:00:00+03:00,34.0,44.0,193.0,0.0,88.0,6.0,4.0,38.0,65.0
2023-04-04 20:00:00+03:00,34.0,44.0,201.0,0.0,98.0,6.0,0.0,38.0,73.0
2023-04-04 21:00:00+03:00,34.0,44.0,262.0,0.0,98.0,6.0,0.0,38.0,49.0
2023-04-04 22:00:00+03:00,34.0,43.0,195.0,0.0,98.0,6.0,0.0,38.0,32.0
2023-04-04 23:00:00+03:00,34.0,43.0,169.0,0.0,98.0,6.0,0.0,38.0,14.0
2023-04-05 00:00:00+03:00,34.0,42.0,0.0,0.0,91.0,6.0,0.0,39.0,14.0
2023-04-05 01:00:00+03:00,34.0,41.0,51.0,0.0,93.0,6.0,0.0,39.0,19.0
2023-04-05 02:00:00+03:00,34.0,41.0,51.0,0.0,97.0,6.0,0.0,39.0,15.0
2023-04-05 03:00:00+03:00,34.0,41.0,1.0,0.0,78.0,6.0,0.0,38.0,13.0
2023-04-05 04:00:00+03:00,34.0,41.0,0.0,0.0,74.0,6.0,0.0,38.0,9.0
2023-04-05 05:00:00+03:00,34.0,41.0,34.0,0.0,78.0,6.0,0.0,38.0,10.0
