,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore
2022-01-02 23:00:00+01:00,7.0,289.0,55.0,0.0,0.0,191.0,694.0,0.0,11.0,0.0
2022-01-03 00:00:00+01:00,7.0,284.0,51.0,0.0,0.0,102.0,694.0,0.0,12.0,0.0
2022-01-03 01:00:00+01:00,7.0,282.0,55.0,0.0,0.0,96.0,693.0,0.0,11.0,0.0
2022-01-03 02:00:00+01:00,7.0,281.0,53.0,0.0,0.0,99.0,693.0,0.0,11.0,0.0
2022-01-03 03:00:00+01:00,7.0,267.0,54.0,0.0,0.0,100.0,693.0,0.0,11.0,0.0
2022-01-03 04:00:00+01:00,7.0,269.0,56.0,0.0,0.0,96.0,693.0,0.0,11.0,0.0
2022-01-03 05:00:00+01:00,7.0,372.0,58.0,0.0,0.0,94.0,693.0,0.0,11.0,0.0
2022-01-03 06:00:00+01:00,7.0,470.0,56.0,0.0,0.0,108.0,693.0,0.0,11.0,0.0
2022-01-03 07:00:00+01:00,7.0,462.0,56.0,0.0,0.0,177.0,693.0,0.0,12.0,0.0
2022-01-03 08:00:00+01:00,7.0,425.0,56.0,0.0,0.0,325.0,693.0,8.0,11.0,0.0
2022-01-03 09:00:00+01:00,7.0,429.0,56.0,0.0,0.0,249.0,693.0,27.0,12.0,0.0
2022-01-03 10:00:00+01:00,7.0,433.0,58.0,0.0,0.0,397.0,693.0,45.0,11.0,0.0
2022-01-03 11:00:00+01:00,7.0,431.0,59.0,0.0,0.0,346.0,694.0,56.0,11.0,0.0
2022-01-03 12:00:00+01:00,7.0,414.0,58.0,0.0,0.0,325.0,693.0,54.0,11.0,0.0
2022-01-03 13:00:00+01:00,7.0,390.0,57.0,0.0,0.0,300.0,694.0,39.0,10.0,0.0
2022-01-03 14:00:00+01:00,7.0,490.0,56.0,0.0,1.0,327.0,694.0,24.0,11.0,0.0
2022-01-03 15:00:00+01:00,7.0,505.0,57.0,0.0,92.0,556.0,694.0,7.0,10.0,0.0
2022-01-03 16:00:00+01:00,7.0,525.0,57.0,0.0,149.0,685.0,694.0,1.0,11.0,0.0
2022-01-03 17:00:00+01:00,7.0,534.0,59.0,0.0,159.0,734.0,693.0,0.0,11.0,0.0
2022-01-03 18:00:00+01:00,7.0,563.0,59.0,0.0,169.0,714.0,693.0,0.0,11.0,0.0
2022-01-03 19:00:00+01:00,7.0,564.0,56.0,0.0,169.0,648.0,694.0,0.0,11.0,0.0
2022-01-03 20:00:00+01:00,7.0,564.0,56.0,0.0,1.0,529.0,694.0,1.0,11.0,0.0
2022-01-03 21:00:00+01:00,7.0,545.0,57.0,0.0,0.0,408.0,693.0,0.0,12.0,0.0
2022-01-03 22:00:00+01:00,7.0,417.0,58.0,0.0,0.0,260.0,693.0,0.0,12.0,0.0
2022-01-03 23:00:00+01:00,7.0,326.0,55.0,0.0,0.0,171.0,694.0,0.0,11.0,0.0
2022-01-04 00:00:00+01:00,7.0,328.0,52.0,0.0,0.0,105.0,694.0,0.0,11.0,0.0
2022-01-04 01:00:00+01:00,7.0,332.0,55.0,0.0,0.0,101.0,693.0,0.0,11.0,0.0
2022-01-04 02:00:00+01:00,7.0,343.0,56.0,0.0,0.0,102.0,693.0,0.0,11.0,0.0
2022-01-04 03:00:00+01:00,7.0,343.0,54.0,0.0,0.0,103.0,694.0,0.0,11.0,0.0
2022-01-04 04:00:00+01:00,7.0,345.0,56.0,0.0,0.0,103.0,694.0,0.0,11.0,0.0
2022-01-04 05:00:00+01:00,7.0,423.0,57.0,0.0,0.0,103.0,694.0,0.0,11.0,0.0
2022-01-04 06:00:00+01:00,7.0,522.0,57.0,0.0,0.0,158.0,693.0,0.0,11.0,0.0
2022-01-04 07:00:00+01:00,7.0,556.0,57.0,0.0,0.0,452.0,693.0,0.0,11.0,0.0
2022-01-04 08:00:00+01:00,7.0,555.0,56.0,0.0,145.0,618.0,694.0,7.0,11.0,0.0
2022-01-04 09:00:00+01:00,7.0,555.0,63.0,0.0,91.0,577.0,694.0,24.0,11.0,0.0
2022-01-04 10:00:00+01:00,7.0,555.0,64.0,0.0,0.0,611.0,694.0,35.0,11.0,0.0
2022-01-04 11:00:00+01:00,7.0,556.0,64.0,0.0,102.0,559.0,694.0,42.0,11.0,0.0
2022-01-04 12:00:00+01:00,7.0,555.0,67.0,0.0,151.0,480.0,694.0,44.0,11.0,0.0
2022-01-04 13:00:00+01:00,7.0,555.0,62.0,0.0,5.0,432.0,694.0,35.0,11.0,0.0
2022-01-04 14:00:00+01:00,7.0,555.0,61.0,0.0,123.0,416.0,694.0,22.0,11.0,0.0
2022-01-04 15:00:00+01:00,7.0,555.0,62.0,0.0,128.0,413.0,694.0,7.0,11.0,0.0
2022-01-04 16:00:00+01:00,7.0,554.0,62.0,0.0,100.0,483.0,694.0,1.0,11.0,0.0
2022-01-04 17:00:00+01:00,7.0,554.0,63.0,0.0,129.0,612.0,694.0,0.0,11.0,0.0
2022-01-04 18:00:00+01:00,7.0,552.0,64.0,0.0,91.0,558.0,694.0,0.0,12.0,0.0
2022-01-04 19:00:00+01:00,7.0,554.0,61.0,0.0,0.0,472.0,693.0,0.0,12.0,0.0
2022-01-04 20:00:00+01:00,7.0,524.0,60.0,0.0,0.0,312.0,693.0,1.0,12.0,0.0
2022-01-04 21:00:00+01:00,7.0,539.0,61.0,0.0,0.0,232.0,694.0,0.0,11.0,0.0
2022-01-04 22:00:00+01:00,7.0,514.0,62.0,0.0,0.0,157.0,694.0,0.0,11.0,0.0
2022-01-04 23:00:00+01:00,7.0,412.0,59.0,0.0,0.0,147.0,694.0,0.0,12.0,0.0
2022-01-05 00:00:00+01:00,7.0,325.0,60.0,0.0,0.0,141.0,694.0,0.0,11.0,0.0
2022-01-05 01:00:00+01:00,7.0,283.0,64.0,0.0,0.0,141.0,694.0,0.0,11.0,0.0
2022-01-05 02:00:00+01:00,7.0,272.0,63.0,0.0,0.0,140.0,694.0,0.0,11.0,0.0
2022-01-05 03:00:00+01:00,7.0,280.0,63.0,0.0,0.0,139.0,694.0,0.0,10.0,0.0
2022-01-05 04:00:00+01:00,7.0,340.0,64.0,0.0,0.0,126.0,694.0,0.0,11.0,0.0
2022-01-05 05:00:00+01:00,7.0,426.0,65.0,0.0,0.0,130.0,693.0,0.0,10.0,0.0
2022-01-05 06:00:00+01:00,7.0,521.0,65.0,0.0,0.0,276.0,693.0,0.0,10.0,0.0
2022-01-05 07:00:00+01:00,7.0,563.0,66.0,0.0,0.0,341.0,693.0,0.0,10.0,0.0
2022-01-05 08:00:00+01:00,7.0,565.0,65.0,0.0,0.0,522.0,693.0,8.0,11.0,0.0
2022-01-05 09:00:00+01:00,7.0,565.0,65.0,0.0,0.0,537.0,693.0,24.0,10.0,0.0
2022-01-05 10:00:00+01:00,7.0,565.0,66.0,0.0,0.0,573.0,693.0,39.0,10.0,1.0
2022-01-05 11:00:00+01:00,7.0,565.0,65.0,0.0,0.0,606.0,694.0,43.0,10.0,0.0
2022-01-05 12:00:00+01:00,7.0,559.0,65.0,0.0,0.0,608.0,694.0,39.0,10.0,0.0
2022-01-05 13:00:00+01:00,7.0,561.0,66.0,0.0,1.0,633.0,693.0,24.0,10.0,1.0
2022-01-05 14:00:00+01:00,6.0,554.0,65.0,0.0,91.0,587.0,693.0,10.0,11.0,1.0
2022-01-05 15:00:00+01:00,6.0,555.0,66.0,0.0,5.0,625.0,694.0,3.0,10.0,1.0
2022-01-05 16:00:00+01:00,6.0,553.0,66.0,0.0,1.0,652.0,694.0,0.0,9.0,1.0
2022-01-05 17:00:00+01:00,6.0,555.0,64.0,0.0,99.0,670.0,693.0,0.0,10.0,1.0
2022-01-05 18:00:00+01:00,6.0,533.0,63.0,0.0,0.0,716.0,693.0,0.0,11.0,1.0
2022-01-05 19:00:00+01:00,6.0,522.0,62.0,0.0,0.0,732.0,693.0,0.0,11.0,2.0
2022-01-05 20:00:00+01:00,6.0,520.0,62.0,0.0,0.0,735.0,693.0,1.0,11.0,2.0
2022-01-05 21:00:00+01:00,7.0,531.0,63.0,0.0,0.0,735.0,693.0,0.0,11.0,2.0
2022-01-05 22:00:00+01:00,7.0,426.0,64.0,0.0,0.0,741.0,693.0,0.0,11.0,2.0
2022-01-05 23:00:00+01:00,7.0,342.0,61.0,0.0,0.0,725.0,693.0,0.0,11.0,2.0
2022-01-06 00:00:00+01:00,7.0,329.0,61.0,0.0,0.0,616.0,693.0,0.0,11.0,2.0
2022-01-06 01:00:00+01:00,7.0,333.0,66.0,0.0,0.0,620.0,693.0,0.0,11.0,2.0
2022-01-06 02:00:00+01:00,7.0,330.0,65.0,0.0,0.0,629.0,693.0,0.0,10.0,2.0
2022-01-06 03:00:00+01:00,7.0,335.0,65.0,0.0,0.0,632.0,693.0,0.0,11.0,1.0
2022-01-06 04:00:00+01:00,7.0,333.0,66.0,0.0,0.0,654.0,693.0,0.0,11.0,1.0
2022-01-06 05:00:00+01:00,7.0,410.0,67.0,0.0,0.0,706.0,693.0,0.0,11.0,1.0
2022-01-06 06:00:00+01:00,7.0,534.0,67.0,0.0,0.0,698.0,693.0,0.0,10.0,1.0
2022-01-06 07:00:00+01:00,7.0,557.0,66.0,0.0,165.0,776.0,692.0,0.0,11.0,2.0
2022-01-06 08:00:00+01:00,7.0,550.0,67.0,0.0,162.0,778.0,695.0,4.0,11.0,2.0
2022-01-06 09:00:00+01:00,7.0,535.0,93.0,0.0,111.0,780.0,695.0,14.0,10.0,2.0
2022-01-06 10:00:00+01:00,7.0,535.0,69.0,0.0,93.0,768.0,693.0,25.0,10.0,2.0
2022-01-06 11:00:00+01:00,7.0,528.0,67.0,0.0,119.0,699.0,693.0,32.0,11.0,2.0
2022-01-06 12:00:00+01:00,7.0,532.0,67.0,0.0,103.0,698.0,692.0,37.0,10.0,2.0
2022-01-06 13:00:00+01:00,7.0,527.0,68.0,0.0,90.0,719.0,693.0,31.0,10.0,2.0
2022-01-06 14:00:00+01:00,7.0,532.0,67.0,0.0,100.0,755.0,693.0,22.0,11.0,2.0
2022-01-06 15:00:00+01:00,7.0,536.0,68.0,0.0,108.0,745.0,693.0,9.0,11.0,2.0
2022-01-06 16:00:00+01:00,7.0,535.0,67.0,0.0,122.0,780.0,693.0,1.0,10.0,2.0
2022-01-06 17:00:00+01:00,7.0,514.0,68.0,0.0,135.0,774.0,693.0,0.0,10.0,2.0
2022-01-06 18:00:00+01:00,7.0,514.0,68.0,0.0,133.0,766.0,693.0,0.0,11.0,2.0
2022-01-06 19:00:00+01:00,7.0,535.0,64.0,0.0,97.0,769.0,693.0,0.0,11.0,2.0
2022-01-06 20:00:00+01:00,7.0,536.0,64.0,0.0,165.0,760.0,693.0,1.0,10.0,2.0
2022-01-06 21:00:00+01:00,7.0,422.0,65.0,0.0,163.0,649.0,693.0,0.0,10.0,2.0
2022-01-06 22:00:00+01:00,7.0,325.0,65.0,0.0,1.0,519.0,693.0,0.0,10.0,2.0
2022-01-06 23:00:00+01:00,7.0,321.0,62.0,0.0,0.0,483.0,693.0,0.0,11.0,2.0
2022-01-07 00:00:00+01:00,7.0,326.0,62.0,0.0,0.0,409.0,693.0,0.0,11.0,1.0
2022-01-07 01:00:00+01:00,7.0,341.0,66.0,0.0,0.0,419.0,693.0,0.0,11.0,1.0
2022-01-07 02:00:00+01:00,7.0,315.0,66.0,0.0,0.0,383.0,693.0,0.0,11.0,1.0
2022-01-07 03:00:00+01:00,7.0,322.0,68.0,0.0,0.0,384.0,693.0,0.0,11.0,2.0
2022-01-07 04:00:00+01:00,7.0,326.0,68.0,0.0,0.0,378.0,693.0,0.0,11.0,2.0
2022-01-07 05:00:00+01:00,7.0,328.0,70.0,0.0,0.0,393.0,693.0,0.0,11.0,2.0
2022-01-07 06:00:00+01:00,7.0,331.0,69.0,0.0,0.0,455.0,692.0,0.0,11.0,2.0
2022-01-07 07:00:00+01:00,7.0,434.0,70.0,0.0,0.0,682.0,693.0,0.0,10.0,1.0
2022-01-07 08:00:00+01:00,7.0,452.0,70.0,0.0,0.0,711.0,693.0,11.0,11.0,1.0
2022-01-07 09:00:00+01:00,7.0,527.0,70.0,0.0,0.0,717.0,693.0,32.0,12.0,1.0
2022-01-07 10:00:00+01:00,7.0,437.0,87.0,0.0,0.0,609.0,692.0,49.0,11.0,1.0
2022-01-07 11:00:00+01:00,7.0,426.0,76.0,0.0,0.0,652.0,693.0,57.0,11.0,1.0
2022-01-07 12:00:00+01:00,7.0,338.0,70.0,0.0,0.0,574.0,693.0,63.0,11.0,1.0
2022-01-07 13:00:00+01:00,7.0,394.0,70.0,0.0,0.0,566.0,693.0,52.0,11.0,1.0
2022-01-07 14:00:00+01:00,7.0,426.0,70.0,0.0,0.0,618.0,693.0,32.0,11.0,2.0
2022-01-07 15:00:00+01:00,7.0,519.0,69.0,0.0,0.0,655.0,693.0,12.0,12.0,2.0
2022-01-07 16:00:00+01:00,7.0,502.0,70.0,0.0,150.0,702.0,693.0,1.0,11.0,1.0
2022-01-07 17:00:00+01:00,7.0,553.0,70.0,0.0,155.0,716.0,693.0,0.0,12.0,2.0
2022-01-07 18:00:00+01:00,7.0,556.0,69.0,0.0,149.0,715.0,693.0,0.0,12.0,2.0
2022-01-07 19:00:00+01:00,7.0,556.0,66.0,0.0,152.0,717.0,693.0,0.0,12.0,2.0
2022-01-07 20:00:00+01:00,7.0,555.0,67.0,0.0,142.0,708.0,693.0,1.0,11.0,2.0
2022-01-07 21:00:00+01:00,7.0,532.0,67.0,0.0,148.0,603.0,693.0,0.0,12.0,2.0
2022-01-07 22:00:00+01:00,7.0,425.0,67.0,0.0,1.0,462.0,693.0,0.0,11.0,2.0
2022-01-07 23:00:00+01:00,7.0,345.0,65.0,0.0,0.0,337.0,693.0,0.0,11.0,2.0
2022-01-08 00:00:00+01:00,7.0,337.0,63.0,0.0,0.0,263.0,693.0,0.0,12.0,0.0
2022-01-08 01:00:00+01:00,7.0,338.0,68.0,0.0,0.0,260.0,693.0,0.0,11.0,0.0
2022-01-08 02:00:00+01:00,7.0,340.0,68.0,0.0,0.0,259.0,693.0,0.0,11.0,1.0
2022-01-08 03:00:00+01:00,7.0,336.0,68.0,0.0,0.0,235.0,693.0,0.0,11.0,1.0
2022-01-08 04:00:00+01:00,7.0,354.0,69.0,0.0,0.0,229.0,693.0,0.0,11.0,1.0
2022-01-08 05:00:00+01:00,7.0,331.0,70.0,0.0,0.0,259.0,693.0,0.0,11.0,1.0
2022-01-08 06:00:00+01:00,7.0,333.0,71.0,0.0,0.0,308.0,693.0,0.0,11.0,1.0
2022-01-08 07:00:00+01:00,7.0,420.0,70.0,0.0,0.0,496.0,693.0,0.0,12.0,0.0
2022-01-08 08:00:00+01:00,7.0,515.0,73.0,0.0,151.0,639.0,692.0,8.0,12.0,0.0
2022-01-08 09:00:00+01:00,7.0,556.0,72.0,0.0,159.0,604.0,693.0,24.0,12.0,0.0
2022-01-08 10:00:00+01:00,7.0,556.0,72.0,0.0,115.0,570.0,693.0,39.0,12.0,0.0
2022-01-08 11:00:00+01:00,7.0,555.0,71.0,0.0,0.0,529.0,693.0,46.0,11.0,0.0
2022-01-08 12:00:00+01:00,7.0,556.0,72.0,0.0,0.0,461.0,693.0,50.0,11.0,0.0
2022-01-08 13:00:00+01:00,7.0,545.0,73.0,0.0,0.0,429.0,693.0,44.0,11.0,0.0
2022-01-08 14:00:00+01:00,7.0,543.0,73.0,0.0,0.0,416.0,693.0,29.0,11.0,0.0
2022-01-08 15:00:00+01:00,7.0,556.0,72.0,0.0,0.0,465.0,693.0,11.0,11.0,0.0
2022-01-08 16:00:00+01:00,7.0,554.0,73.0,0.0,22.0,628.0,693.0,1.0,11.0,0.0
2022-01-08 17:00:00+01:00,7.0,536.0,71.0,0.0,91.0,617.0,693.0,0.0,12.0,0.0
2022-01-08 18:00:00+01:00,7.0,555.0,71.0,0.0,0.0,662.0,693.0,0.0,12.0,0.0
2022-01-08 19:00:00+01:00,7.0,556.0,68.0,0.0,0.0,666.0,693.0,0.0,12.0,0.0
2022-01-08 20:00:00+01:00,7.0,451.0,68.0,0.0,0.0,553.0,617.0,0.0,11.0,0.0
2022-01-08 21:00:00+01:00,7.0,421.0,70.0,0.0,0.0,384.0,515.0,0.0,11.0,0.0
2022-01-08 22:00:00+01:00,7.0,335.0,69.0,0.0,0.0,268.0,507.0,0.0,10.0,0.0
2022-01-08 23:00:00+01:00,7.0,284.0,67.0,0.0,0.0,296.0,508.0,0.0,12.0,0.0
2022-01-09 00:00:00+01:00,7.0,288.0,65.0,0.0,0.0,228.0,508.0,0.0,10.0,0.0
2022-01-09 01:00:00+01:00,7.0,336.0,69.0,0.0,0.0,214.0,508.0,0.0,11.0,0.0
2022-01-09 02:00:00+01:00,7.0,338.0,69.0,0.0,0.0,220.0,509.0,0.0,11.0,0.0
2022-01-09 03:00:00+01:00,7.0,345.0,70.0,0.0,0.0,228.0,509.0,0.0,11.0,0.0
2022-01-09 04:00:00+01:00,7.0,345.0,71.0,0.0,0.0,229.0,509.0,0.0,11.0,0.0
2022-01-09 05:00:00+01:00,7.0,333.0,73.0,0.0,0.0,237.0,509.0,0.0,11.0,0.0
2022-01-09 06:00:00+01:00,7.0,290.0,75.0,0.0,0.0,247.0,509.0,0.0,11.0,0.0
2022-01-09 07:00:00+01:00,7.0,290.0,72.0,0.0,0.0,376.0,509.0,0.0,10.0,0.0
2022-01-09 08:00:00+01:00,7.0,288.0,75.0,0.0,0.0,379.0,509.0,4.0,10.0,0.0
2022-01-09 09:00:00+01:00,7.0,290.0,74.0,0.0,0.0,430.0,509.0,12.0,11.0,0.0
2022-01-09 10:00:00+01:00,7.0,290.0,74.0,0.0,0.0,438.0,509.0,20.0,11.0,0.0
2022-01-09 11:00:00+01:00,7.0,290.0,73.0,0.0,0.0,505.0,509.0,24.0,11.0,0.0
2022-01-09 12:00:00+01:00,7.0,292.0,74.0,0.0,0.0,429.0,510.0,26.0,11.0,0.0
2022-01-09 13:00:00+01:00,7.0,287.0,75.0,0.0,0.0,328.0,512.0,24.0,11.0,0.0
2022-01-09 14:00:00+01:00,7.0,289.0,76.0,0.0,0.0,375.0,514.0,16.0,11.0,0.0
2022-01-09 15:00:00+01:00,7.0,338.0,75.0,0.0,0.0,428.0,509.0,6.0,11.0,0.0
2022-01-09 16:00:00+01:00,7.0,424.0,76.0,0.0,1.0,509.0,516.0,0.0,11.0,0.0
2022-01-09 17:00:00+01:00,7.0,542.0,73.0,0.0,164.0,632.0,548.0,0.0,11.0,0.0
2022-01-09 18:00:00+01:00,7.0,555.0,73.0,0.0,162.0,627.0,595.0,0.0,11.0,0.0
2022-01-09 19:00:00+01:00,7.0,555.0,71.0,0.0,92.0,613.0,644.0,0.0,11.0,1.0
2022-01-09 20:00:00+01:00,7.0,555.0,71.0,0.0,1.0,532.0,686.0,0.0,11.0,0.0
2022-01-09 21:00:00+01:00,7.0,553.0,71.0,0.0,0.0,458.0,691.0,0.0,11.0,0.0
2022-01-09 22:00:00+01:00,7.0,433.0,71.0,0.0,0.0,317.0,691.0,0.0,11.0,1.0
2022-01-09 23:00:00+01:00,7.0,336.0,69.0,0.0,0.0,243.0,692.0,0.0,11.0,1.0
2022-01-10 00:00:00+01:00,8.0,283.0,66.0,0.0,0.0,241.0,691.0,0.0,12.0,0.0
2022-01-10 01:00:00+01:00,8.0,291.0,70.0,0.0,0.0,243.0,691.0,0.0,11.0,0.0
2022-01-10 02:00:00+01:00,8.0,288.0,69.0,0.0,0.0,244.0,691.0,0.0,11.0,0.0
2022-01-10 03:00:00+01:00,8.0,293.0,70.0,0.0,0.0,248.0,691.0,0.0,11.0,0.0
2022-01-10 04:00:00+01:00,8.0,292.0,71.0,0.0,0.0,245.0,691.0,0.0,11.0,0.0
2022-01-10 05:00:00+01:00,7.0,341.0,72.0,0.0,0.0,246.0,691.0,0.0,11.0,0.0
2022-01-10 06:00:00+01:00,8.0,421.0,81.0,0.0,0.0,301.0,691.0,0.0,11.0,0.0
2022-01-10 07:00:00+01:00,7.0,540.0,119.0,0.0,121.0,487.0,692.0,0.0,11.0,1.0
2022-01-10 08:00:00+01:00,7.0,562.0,119.0,0.0,138.0,631.0,692.0,4.0,11.0,1.0
2022-01-10 09:00:00+01:00,7.0,562.0,120.0,0.0,164.0,627.0,692.0,12.0,11.0,1.0
2022-01-10 10:00:00+01:00,7.0,561.0,120.0,0.0,132.0,607.0,692.0,21.0,12.0,1.0
2022-01-10 11:00:00+01:00,7.0,560.0,120.0,0.0,125.0,593.0,692.0,28.0,12.0,1.0
2022-01-10 12:00:00+01:00,7.0,560.0,121.0,0.0,116.0,515.0,692.0,34.0,12.0,1.0
2022-01-10 13:00:00+01:00,7.0,561.0,122.0,0.0,110.0,498.0,693.0,34.0,12.0,1.0
2022-01-10 14:00:00+01:00,7.0,562.0,122.0,0.0,105.0,428.0,693.0,26.0,11.0,1.0
2022-01-10 15:00:00+01:00,7.0,562.0,123.0,0.0,114.0,423.0,693.0,10.0,12.0,1.0
2022-01-10 16:00:00+01:00,8.0,560.0,123.0,0.0,115.0,545.0,693.0,1.0,12.0,0.0
2022-01-10 17:00:00+01:00,8.0,560.0,121.0,0.0,114.0,576.0,693.0,0.0,12.0,0.0
2022-01-10 18:00:00+01:00,8.0,560.0,121.0,0.0,170.0,602.0,693.0,0.0,12.0,1.0
2022-01-10 19:00:00+01:00,8.0,560.0,118.0,0.0,171.0,577.0,693.0,0.0,12.0,1.0
2022-01-10 20:00:00+01:00,8.0,557.0,119.0,0.0,1.0,580.0,693.0,0.0,12.0,1.0
2022-01-10 21:00:00+01:00,8.0,555.0,77.0,0.0,0.0,502.0,693.0,0.0,12.0,1.0
2022-01-10 22:00:00+01:00,8.0,541.0,72.0,0.0,0.0,340.0,693.0,0.0,12.0,1.0
2022-01-10 23:00:00+01:00,8.0,517.0,69.0,0.0,0.0,260.0,693.0,0.0,11.0,1.0
2022-01-11 00:00:00+01:00,8.0,431.0,66.0,0.0,0.0,204.0,693.0,0.0,11.0,2.0
2022-01-11 01:00:00+01:00,8.0,342.0,70.0,0.0,0.0,182.0,693.0,0.0,11.0,1.0
2022-01-11 02:00:00+01:00,8.0,344.0,70.0,0.0,0.0,178.0,693.0,0.0,11.0,2.0
