station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EPMO,2022-01-01 00:00,50.00,50.00,100.00,260.00,12.00,0.00,29.83,M,2.73,M,BKN,M,M,M,500.00,M,M,M,-RA BR,M,M,M,M,M,M,50.00,EPMO 010000Z 26012KT 4400 -RA BR BKN005 10/10 Q1010,M
EPMO,2022-01-01 01:00,48.20,48.20,100.00,290.00,8.00,0.00,29.83,M,4.97,M,BKN,M,M,M,700.00,M,M,M,-DZ,M,M,M,M,M,M,44.07,EPMO 010100Z 29008KT 8000 -DZ BKN007 09/09 Q1010,M
EPMO,2022-01-01 02:00,48.20,48.20,100.00,280.00,9.00,0.00,29.85,M,6.21,M,SCT,BKN,M,M,1000.00,2100.00,M,M,M,M,M,M,M,M,M,43.66,EPMO 010200Z 28009KT 9999 SCT010 BKN021 09/09 Q1011,M
EPMO,2022-01-01 03:00,48.20,48.20,100.00,280.00,9.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,1000.00,2000.00,M,M,M,M,M,M,M,M,M,43.66,EPMO 010300Z 28009KT 9999 FEW010 BKN020 09/09 Q1012,M
EPMO,2022-01-01 04:00,48.20,48.20,100.00,280.00,10.00,0.00,29.88,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,43.28,EPMO 010400Z 28010KT 9999 BKN020 09/09 Q1012,M
EPMO,2022-01-01 05:00,46.40,46.40,100.00,280.00,13.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,40.02,EPMO 010500Z 28013KT 9999 BKN015 08/08 Q1013,M
EPMO,2022-01-01 06:00,46.40,46.40,100.00,270.00,10.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,41.03,EPMO 010600Z 27010KT 9999 BKN011 08/08 Q1014,M
EPMO,2022-01-01 07:00,44.60,44.60,100.00,260.00,8.00,0.00,29.94,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,39.63,EPMO 010700Z 26008KT 9999 BKN009 07/07 Q1014,M
EPMO,2022-01-01 08:00,46.40,46.40,100.00,260.00,10.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,41.03,EPMO 010800Z 26010KT 9999 BKN011 08/08 Q1015,M
EPMO,2022-01-01 09:00,46.40,46.40,100.00,240.00,11.00,0.00,29.97,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,40.66,EPMO 010900Z 24011KT 9999 BKN009 08/08 Q1015,M
EPMO,2022-01-01 10:00,48.20,48.20,100.00,250.00,12.00,0.00,29.97,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,42.62,EPMO 011000Z 25012KT 9999 BKN009 09/09 Q1015,M
EPMO,2022-01-01 11:00,48.20,48.20,100.00,280.00,14.00,0.00,30.00,M,6.21,M,BKN,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,42.04,EPMO 011100Z 28014KT 9999 BKN012 09/09 Q1016,M
EPMO,2022-01-01 12:00,48.20,48.20,100.00,290.00,14.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,1600.00,2500.00,M,M,M,M,M,M,M,M,M,42.04,EPMO 011200Z 29014KT 9999 FEW016 BKN025 09/09 Q1017,M
EPMO,2022-01-01 13:00,46.40,46.40,100.00,300.00,12.00,0.00,30.03,M,6.21,M,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,40.33,EPMO 011300Z 30012KT 270V330 9999 BKN026 08/08 Q1017,M
EPMO,2022-01-01 14:00,46.40,46.40,100.00,300.00,9.00,0.00,30.09,M,6.21,M,BKN,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,41.42,EPMO 011400Z 30009KT 9999 BKN022 08/08 Q1019,M
EPMO,2022-01-01 15:00,44.60,44.60,100.00,310.00,11.00,0.00,30.12,M,6.21,M,BKN,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,38.39,EPMO 011500Z 31011KT 9999 BKN022 07/07 Q1020,M
EPMO,2022-01-01 16:00,44.60,44.60,100.00,320.00,9.00,0.00,30.15,M,6.21,M,FEW,BKN,M,M,1800.00,2900.00,M,M,M,M,M,M,M,M,M,39.18,EPMO 011600Z 32009KT 290V350 9999 FEW018 BKN029 07/07 Q1021,M
EPMO,2022-01-01 17:00,42.80,42.80,100.00,330.00,8.00,0.00,30.15,M,6.21,M,SCT,BKN,M,M,1800.00,2500.00,M,M,M,M,M,M,M,M,M,37.42,EPMO 011700Z 33008KT 300V360 9999 SCT018 BKN025 06/06 Q1021,M
EPMO,2022-01-01 18:00,41.00,41.00,100.00,320.00,6.00,0.00,30.18,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,36.37,EPMO 011800Z 32006KT 9999 BKN020 05/05 Q1022,M
EPMO,2022-01-01 19:00,41.00,41.00,100.00,290.00,4.00,0.00,30.21,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,37.93,EPMO 011900Z 29004KT 9999 BKN020 05/05 Q1023,M
EPMO,2022-01-01 20:00,39.20,39.20,100.00,M,2.00,0.00,30.21,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,39.20,EPMO 012000Z VRB02KT 9999 BKN015 04/04 Q1023,M
EPMO,2022-01-01 21:00,39.20,39.20,100.00,M,2.00,0.00,30.24,M,6.21,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,39.20,EPMO 012100Z VRB02KT 9999 BKN014 04/04 Q1024,M
EPMO,2022-01-01 22:00,39.20,39.20,100.00,M,2.00,0.00,30.24,M,6.21,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,39.20,EPMO 012200Z VRB02KT 9999 BKN014 04/04 Q1024,M
