,Other,Fossil Hard coal,Fossil Gas,Marine,Biomass,Fossil Oil shale,Waste,Solar,Nuclear,Fossil Peat,Geothermal,Fossil Coal-derived gas,Hydro Water Reservoir,Wind Offshore,Fossil Brown coal/Lignite,Hydro Run-of-river and poundage,Fossil Oil,Other renewable,Hydro Pumped Storage,Wind Onshore
2023-01-01 00:00:00+00:00,3639.1980376541483,1133.6676405890726,1051.9826585106441,0.0,147.27683189834798,0.0,375.50917374825576,0.9053158986984745,494.3498521873123,0.0,0.6436494597509483,0.0,,1142.554915668026,,29.778381984264303,7.575259026299622,2.549842090551833,7.488613906717763,2373.6580765286576
2023-01-01 01:00:00+00:00,4078.0626648023904,1210.623556819506,1080.7137810028687,0.0,78.18611771361341,0.0,393.6102977199247,0.9718058452982694,486.2582189389053,0.0,0.2094642477476993,0.0,,1183.11345247142,,9.659524348057364,2.463218990340733,0.8298006737697318,1.1399688867807483,2005.3694055320645
2023-01-01 02:00:00+00:00,3768.5,1249.75,1111.5,0.0,45.0,0.0,399.5,1.0,484.99999999999994,0.0,0.0,0.0,,1187.25,,0.0,0.0,0.0,0.0,1778.5000000000002
2023-01-01 03:00:00+00:00,3903.7657989169675,1251.1650506250492,1049.0072799491245,0.0,45.86335129863362,0.0,399.4409072494036,0.9908087203255891,522.0984312529888,0.0,0.0036873266468082306,0.0,,1254.3801698847906,,0.583131310352249,0.04468601797716114,0.015041372064207833,0.02749066302026335,1779.7956964699097
2023-01-01 04:00:00+00:00,3795.75,1265.25,1066.5,0.0,45.0,0.0,406.0,1.0,485.0,0.0,0.0,0.0,0.0,1249.75,0.0,0.0,0.0,0.0,0.0,1767.25
2023-01-01 05:00:00+00:00,3899.5,1270.75,1048.5,0.0,45.0,0.0,406.75,1.0,485.0,0.0,0.0,0.0,0.0,1340.25,0.0,0.0,0.0,0.0,0.0,1819.0
2023-01-01 06:00:00+00:00,3479.25,1294.0,1065.75,0.0,44.25,0.0,415.5,1.0,486.0,0.0,0.0,0.0,0.0,1784.75,0.0,0.0,0.0,0.0,0.0,1695.75
2023-01-01 07:00:00+00:00,3489.5,1286.25,1104.75,0.0,44.0,0.0,413.25,1.0,486.0,0.0,0.0,0.0,0.0,2035.5,0.0,0.0,0.0,0.0,0.0,1937.5
2023-01-01 08:00:00+00:00,3714.25,1262.5,1139.25,0.0,45.0,0.0,416.5,5.75,486.0,0.0,0.0,0.0,0.0,2187.5,0.0,0.0,0.0,0.0,0.0,1911.5
2023-01-01 09:00:00+00:00,4042.25,1211.0,1165.25,0.0,45.0,0.0,424.0,40.25,486.0,0.0,0.0,0.0,0.0,1949.0,0.0,0.0,0.0,0.0,0.0,2008.75
2023-01-01 10:00:00+00:00,4005.75,1214.75,1163.0,0.0,45.0,0.0,418.25,70.5,486.0,0.0,0.0,0.0,0.0,1976.75,0.0,0.0,0.0,0.0,0.0,1928.0
2023-01-01 11:00:00+00:00,4426.75,1212.5,1155.75,0.0,45.0,0.0,425.5,84.0,485.75,0.0,0.0,0.0,0.0,1988.75,0.0,0.0,0.0,0.0,0.0,2047.5
2023-01-01 12:00:00+00:00,4060.75,1212.75,1247.0,0.0,45.0,0.0,421.5,58.5,485.25,0.0,0.0,0.0,0.0,1807.25,0.0,0.0,0.0,0.0,0.0,1596.75
2023-01-01 13:00:00+00:00,3429.5,1213.25,1280.0,0.0,45.0,0.0,429.0,20.0,485.0,0.0,0.0,0.0,0.0,1852.25,0.0,0.0,0.0,0.0,0.0,1759.0
2023-01-01 14:00:00+00:00,2129.603831050507,991.1389435671279,1074.3888160476172,0.0,175.42083511981534,0.0,367.02727005922054,69.90216749084858,836.2286218840351,0.0,0.6038978304521683,0.0,,1690.5279417051609,,39.98132931446612,10.309392549243451,2.7122687935903382,42.490066107231115,2039.335318324942
2023-01-01 15:00:00+00:00,1752.8445337568419,941.1547201223115,1054.7331322494695,0.0,199.4354055714049,0.0,341.93526611725815,7.607822251393001,926.3747748845918,0.001504971949651808,0.7696412196220874,0.0,,1353.9101782687198,,58.35026149411942,13.037700033346681,3.259105346881295,89.7209515298733,1863.1106335922268
2023-01-01 16:00:00+00:00,2035.9238927020378,1020.0628692910345,1099.0391490231295,0.0,179.10655242214423,0.0,338.5524872623598,2.4429678912932205,1148.0553628553448,0.009200134495389546,0.6237740705806387,0.0,,1225.737311007372,,64.4783925832999,11.43066249330335,2.5588138690888553,167.8788236898818,1690.057960327992
2023-01-01 17:00:00+00:00,1860.9215894497677,1070.3483373321305,1247.3702823786093,0.0,193.257035517193,0.0,345.9142551497168,1.6532850692614047,1005.7190110035637,0.012417391352627118,0.6976966845361093,0.0,,1268.993796346946,,62.53491563507103,12.162065390206074,2.793049393280447,145.2105442347055,1811.7771536716857
2023-01-01 18:00:00+00:00,1309.7707237841444,918.9829187410145,1160.9888483697875,0.0,174.9050436179279,9.057866811798476e-05,322.4619112389182,0.6503843198815038,1213.8648240956238,0.00758958346772196,0.6224272918378129,1.7803393388707354e-05,,941.5026203370506,,71.95914143059646,11.377994687450304,2.5535083562982113,161.92268991937584,1534.2022426811654
2023-01-01 19:00:00+00:00,1220.8581679774763,828.0786662075737,1180.242649146719,0.0,149.38078147038755,7.761040783339521e-05,318.84074685768115,0.6445185603584009,1278.116828906271,0.01138822988764927,0.5059020992378203,1.5576736783463126e-05,,957.4417593518875,,70.79465044057075,10.286439560631843,2.0514662608365835,126.04136806822295,1462.9115425096375
