,Biomass,Other renewable,Fossil Peat,Hydro Water Reservoir,Fossil Brown coal/Lignite,Nuclear,Fossil Oil,Marine,Hydro Pumped Storage,Fossil Coal-derived gas,Geothermal,Fossil Gas,Hydro Run-of-river and poundage,Fossil Hard coal,Other,Waste,Wind Onshore,Fossil Oil shale,Wind Offshore,Solar
2022-07-25 02:00:00+00:00,208.1373680314412,203.70206415358263,0.04646818259958522,39.89721145566786,2601.262771182175,1965.2346350345942,16.016024099699013,0.0,0.34189018324258313,3.9711823385062845,0.05236155959571093,278.2241213290399,71.30837929961804,678.5547004174177,2.9112442898279696,17.163417390266662,240.7008528069884,1.4205901324888692,5.585812694878038,5.468905418369563
2022-07-25 03:00:00+00:00,219.51542914550413,194.62745937301094,0.03953551828922495,46.82571592115765,2487.8862984051093,1891.9890777426576,16.625376743932087,0.0,0.48179955446732403,3.7672095632838256,0.13097474814187807,284.1249982594313,73.78044450961136,723.5638229480413,3.7549750574414484,20.16247757936945,309.8239016171141,1.1491948800623302,14.245779337769847,20.50552909560514
2022-07-25 04:00:00+00:00,228.2920419578864,192.9079279908953,0.02675612825911932,340.61791238444283,2453.516594541721,1848.8554330399395,16.40788107790707,0.0,9.02801281627075,3.4281884335333497,0.18579845541558118,311.1437900272257,70.50802643513218,783.4374612178608,4.621107260020959,22.68128741095847,336.3292381763915,0.6481103208807203,25.12835093518585,108.23608139007261
2022-07-25 05:00:00+00:00,230.56380039078732,198.3285152302687,0.021519334375741637,368.9771847551341,2563.1584823995327,1873.7565780793975,14.817635155809612,0.0,25.34637108763513,2.9082745186183354,0.16672988364271385,322.3691613105977,70.53138106320161,731.5125813920163,5.260049449622512,23.07938324340167,258.6633940498041,0.5700834169647744,28.00536350999142,410.96351172919816
2022-07-25 06:00:00+00:00,232.36306267495533,200.95046024292128,0.006262421553561003,368.89390440644206,2586.4377038952684,1915.336118344177,13.170015177414122,0.0,110.24946544574478,2.2655703271602956,0.15577917891279644,321.44299936508884,68.99631459192334,625.9681465044828,4.56358909630623,23.291254146452747,177.64246253903846,0.1642847373678436,27.508522499686997,860.5940844051034
2022-07-25 07:00:00+00:00,235.75572412505204,198.28779906692046,0.0,373.284388402339,2506.572326348816,1909.6620918471403,13.549815201979479,0.0,19.69475486969953,2.032538723993749,0.15323029212103287,317.25243054285625,69.77500309647145,573.592136910801,4.35038884028666,23.95597239950953,160.23642644838398,0.0,27.83918753564986,1283.005785347979
2022-07-25 08:00:00+00:00,236.6956262776689,191.5732531154604,0.0,52.51016676296352,2389.9027398989924,1866.7434715985792,12.456865750641864,0.0,15.15165177253453,1.9054719677178749,0.1489352744774632,298.3355671126793,76.83795232088349,535.4759876587005,4.564113764702711,24.001020416493507,191.10960837127428,0.0,20.05486759347986,1583.5327003427506
2022-07-25 09:00:00+00:00,232.23947723701087,190.067039822057,0.0,39.33979044954144,2289.5551829744663,1848.4287598694732,12.334191741426313,0.0,4.865917809099867,1.8064377285109254,0.1484909840931004,289.6858661373954,79.10180663118746,497.4711655578295,5.147725586247493,24.321588646743464,232.012860803905,0.0,27.447941616007032,1776.0257564050057
2022-07-25 10:00:00+00:00,223.0184326916793,191.6232176926584,0.0,30.648728977753525,2250.3620756434043,1857.5224173269357,12.563240649885879,0.0,1.134059465447272,2.030802177138711,0.1050161589685303,286.7706501435681,78.97629686560364,518.9976951214984,4.736169085688893,21.980892547442714,227.61022795986003,0.0,30.693591274368668,1814.2264862180984
2022-07-25 11:00:00+00:00,222.26609453656204,189.23959098663033,0.0,30.15186109713867,2247.053848688771,1827.911570793624,13.084267203747903,0.0,1.7250802139866108,2.110507808500437,0.09493180511580256,283.2727377965139,76.67131714837716,525.0127635678206,4.316109129649972,21.850256674685834,251.67175195249104,0.0,39.50428479540338,1801.0630258009812
