,Biomass,Other renewable,Fossil Peat,Hydro Water Reservoir,Fossil Brown coal/Lignite,Nuclear,Fossil Oil,Marine,Hydro Pumped Storage,Fossil Coal-derived gas,Geothermal,Fossil Gas,Hydro Run-of-river and poundage,Fossil Hard coal,Other,Waste,Wind Onshore,Fossil Oil shale,Wind Offshore,Solar
2022-01-01 00:00:00+00:00,22.003041630132266,0.002425330927919279,0.0,89.99973580097353,0.059155508085880604,75.00768432888256,0.030009495097717453,0.0,0.006446001617733959,0.0001344314111339269,0.0004040893117807907,15.010492488281999,9.627224206927046,0.26209272147976087,21.83720148446449,7.7341079478778525,152.0297446403025,0.0,1.3893912147951306,0.000708679430695392
2022-01-01 01:00:00+00:00,23.56555772994129,0.0,0.0,97.76492208463047,0.0,80.56017217783761,0.0,0.0,15.273972602739725,0.0,0.0,16.146771037181995,10.47358121330724,0.0,23.673058673291006,8.291585127201564,170.25037935386908,0.0,0.0,0.0
2022-01-01 02:00:00+00:00,19.96530252695015,5.404322478489921e-05,0.0,98.1930002162604,0.0012794773131372147,80.89135851421555,0.001080764539017652,0.0,0.00010781311809755008,3.447823620815937e-06,9.061335995747401e-06,13.676292205732802,8.86715026132154,0.009579332377914184,22.863141968074554,7.024228910821032,147.45924839512097,0.0,0.048136069323442325,2.6992446988075746e-05
2022-01-01 03:00:00+00:00,20.14525504183256,0.0027032295064764555,0.0,99.06894427202887,0.06413764410207855,85.85124812148807,0.04629859525024537,0.0,0.004063296055505002,0.0001874908703339521,0.00044916681063924283,13.691493751659118,8.665681701132055,0.47973150024410144,23.88796895884099,7.062469357470233,152.2594101168991,0.0,1.7688164303961402,0.0011413254134969722
2022-01-01 04:00:00+00:00,20.156597697623617,0.00040917892999205163,0.0,105.76085975207953,0.010193161505507883,86.10762440648021,0.0070135046264740665,0.0,0.0005281609167405952,4.50795977889671e-06,6.702864748294277e-05,13.556361093954413,8.759530821834591,0.0736126899978363,24.30566184161235,6.965687347425433,151.01721202579657,0.0,0.2784624605216606,0.00017432008782190347
2022-01-01 05:00:00+00:00,29.72615005515849,0.003428984792175459,0.0,88.93932595662488,0.0845721511886375,69.39820342885237,0.04039241787320544,0.0,0.0037374455252217557,3.060945186963366e-05,0.0005325196543672351,19.969513318188046,12.754131539509535,0.42937534690071244,22.81017526653811,10.268887620665192,209.09586916609476,0.0,1.4747142837144722,0.000959889267934832
2022-01-01 06:00:00+00:00,32.95967313015484,0.005438136684759343,0.0,105.91319486324664,0.1273849173985853,77.80208343725371,0.055867597658653616,0.0,64.23788615568074,8.273263656301333e-05,0.0007779428402269895,22.149298609629266,14.056903934282168,0.6422208376456582,26.671408803450973,10.784953548395901,243.91330151983271,0.0,2.0942838119813816,0.5852400212271781
2022-01-01 07:00:00+00:00,40.219423796397145,0.001876782864896201,0.0,76.4458955034348,0.04617204706744655,50.7116683214131,0.020445034681687665,0.0,83.34068669888796,3.8180195092945824e-05,0.0002758691854706455,27.008228230101423,17.40823027352649,0.26146724189325765,22.21204836871809,13.140599948223041,274.4340915397102,0.0,0.5718907782075275,2.176961385492363
2022-01-01 08:00:00+00:00,46.654179112223794,3.149366251456364e-05,0.0,38.23223639745477,0.0008383935405893814,24.645143392361238,5.264846301554826e-05,0.0,38.17095305325474,7.1717624608049e-07,4.660510627925824e-06,31.385668213498267,20.358115669770648,0.0004935315498708571,17.27268282362571,15.268528462446353,294.76451639620745,0.0,0.0007805556364716165,4.245774478617669
2022-01-01 09:00:00+00:00,43.366883403117676,0.009173038589049259,0.0,0.002866816608608571,21.53117948244369,0.3350589513181625,2.083128181300697,0.0,0.17644615140232991,0.4793342087540121,0.0012440377083476443,35.49834764469895,19.620545567090574,42.23069071480139,9.808027039236036,13.589916482424067,245.3711924993828,0.0,0.2478967813053186,5.648068999818276
2022-01-01 10:00:00+00:00,40.49768113651463,0.04600871491893334,0.0,20.993106238948847,19.418998483278017,14.047028171865257,1.5285213412587715,0.0,0.7386205293076356,0.3504091998366577,0.0009930206195026652,31.942566704439635,18.43500146450412,31.100485718343037,12.746869497187083,12.8048292023055,225.22830472854318,0.0,0.2469310113432892,4.873644836785968
2022-01-01 11:00:00+00:00,36.95262216552295,0.07309234197920987,0.0,0.030140660806506007,62.446410746894465,1.640517307889641,3.7972931592870376,0.0,96.79533296852063,0.8838122275656757,0.0011130573888165607,36.140680780897945,17.499098838281093,79.09144583389529,7.870296829551811,10.811060057311492,183.056542157407,0.0,0.34933092294976215,6.56120994385065
2022-01-01 12:00:00+00:00,34.06165784870932,0.1284999650237829,0.018260721708365388,0.08428180052130625,77.27024922180354,2.8803252653318023,4.194617988258269,0.0,102.8610513820305,0.9768836599876715,0.0016650479666243964,35.21605198108126,17.13767162935208,88.27111579216303,7.228542256663242,9.72594431674645,145.31455212563085,0.09120306738895688,0.5819430860963554,4.9554828435365605
2022-01-01 13:00:00+00:00,34.195574574937005,0.1272146176269263,0.0,0.10078035675888627,80.43427004315791,2.911327035385806,4.162107491572582,0.0,103.77923376290919,0.9354154647761841,0.0023070751016883552,35.23480873726606,16.69031285800094,88.26593962385896,7.179085068009033,9.803119706419029,136.3089680337962,0.0,0.8496205591801443,3.019914991243482
2022-01-01 14:00:00+00:00,27.836886072491072,0.029581350963608304,0.0,46.97807426481054,67.20506621401887,30.752040388806748,3.36165183546771,0.0,105.67785257669571,0.7511122742950777,0.0029470636040431555,28.458888437195107,13.586731473860182,75.8120996080896,13.129910544068286,7.985419245997282,88.45046236308312,0.0,1.0725886914232645,0.9086875951297848
