,Other,Fossil Hard coal,Fossil Gas,Marine,Biomass,Fossil Oil shale,Waste,Solar,Nuclear,Fossil Peat,Geothermal,Fossil Coal-derived gas,Hydro Water Reservoir,Wind Offshore,Fossil Brown coal/Lignite,Hydro Run-of-river and poundage,Fossil Oil,Other renewable,Hydro Pumped Storage,Wind Onshore
2023-07-04 02:00:00+00:00,14.831888296229176,256.3470308278146,8911.816145303323,0.0,399.24762428431643,0.0,247.91820306288332,521.8970694235641,7672.477474733521,0.0,0.0,0.0,702.1459467531838,0.0,0.0,850.3432349400257,31.15474679756589,77.86741355520316,22.24783244434376,2797.7053895780273
2023-07-04 03:00:00+00:00,14.787452577033404,254.65977700513375,8977.379621230084,0.0,400.0267757462576,0.0,248.0346150442944,507.4684485169635,7693.082198597084,0.0,0.0,0.0,700.4976848440268,0.0,0.0,860.3887444814601,31.11337077000896,77.63412602942537,22.181178865550105,2685.7460062926784
2023-07-04 04:00:00+00:00,14.56509772083721,267.2621553027103,8861.66387232981,0.0,396.28548731024887,0.0,244.29561054490674,480.4917628475222,7815.534912812852,0.0,0.0,0.0,861.2583115941095,0.0,0.0,854.4150993751676,35.326433275280955,76.46676303439536,496.12289756985683,2582.311596282305
2023-07-04 05:00:00+00:00,13.370551265359888,304.88633332077256,9078.613380021705,0.0,401.58566941138935,0.0,242.965998813749,693.8591485313265,7804.2947140999795,0.0,0.0,0.0,1218.105401695228,0.41346370240697644,0.0,867.1822059118971,37.994240201465146,76.08479545859055,939.6615490278697,2493.9825485382617
2023-07-04 06:00:00+00:00,22.53050596950387,362.5419925852439,8930.721651823911,0.0,402.76255274667477,0.0,251.6190332143352,4081.9335115148824,7747.501350020025,0.0,7.742369299328478e-05,0.0,1255.8247733023034,3.7728847930190583,0.020124783532907295,848.6379730018335,42.35619920809512,83.77722161355278,1038.118569202669,2127.881578796726
2023-07-04 07:00:00+00:00,18.214561005586365,427.5489523987316,7438.301316269316,0.0,392.75408308083206,0.0,251.5487569681921,9850.456017437604,7484.918148157997,0.0,0.0036556379669925518,0.0,1097.445187006638,6.700916849737724,0.9890785474444219,783.8641849051784,45.82469192039687,84.18343256461576,419.72568782894064,1840.521329420822
2023-07-04 08:00:00+00:00,20.97001078476915,481.8823560310138,6276.772188832502,0.0,392.6632191144354,0.0,248.24685427885,13550.860923410675,7526.056807897455,0.0,0.010794145765142869,0.0,1054.611634128343,13.969450549212683,3.0223608142400034,783.4749823243937,40.576183652842936,81.25654718672618,158.04674770152062,1697.5789391472565
2023-07-04 09:00:00+00:00,24.32843286678358,483.8833903098463,5649.694992444413,0.0,379.9527095220757,0.0,246.81697128882743,14841.2809929548,7635.14260334128,0.0,0.01933046418186092,0.0,851.2715225646714,18.270971405685152,5.328028227497495,805.1775527254506,38.79687706939791,83.28848193154057,35.25192780101749,1521.4952150825304
2023-07-04 10:00:00+00:00,20.50717666992845,486.6971793765816,5637.669098842071,0.0,375.14076037032424,0.0,244.52494532301333,14790.635429814198,7729.091506952737,0.0,0.0211292289605212,0.0,808.9173790356953,17.67041676154942,6.050727581591608,813.9709459511971,38.74173485255538,82.57184687506104,0.19295957624240684,1703.596762788295
2023-07-04 11:00:00+00:00,28.368545159854058,459.16289471240975,5400.865548554869,0.0,354.99708786121664,0.0,241.78310803304547,15320.275781864217,7731.8975436722485,0.0,0.01850390474679655,0.0,699.742500541965,18.22819741565227,5.406949813512459,779.8141916644764,36.63557246732737,81.64481377262499,0.12952733322757579,2171.0292332286076
2023-07-04 12:00:00+00:00,23.944480475171275,399.22929597634436,5376.657080165188,0.0,376.58460196498055,0.0,243.64248668109488,15281.019532717135,7750.381712682983,0.0,0.016130829024092498,0.0,689.2163560782313,16.32004794646849,4.978470170035686,783.0040430956989,34.619523211326054,78.89085972018843,0.21317510971839165,2975.2822031764126
2023-07-04 13:00:00+00:00,15.657689389402496,381.9434108125211,4817.146086075451,0.0,341.00715683203333,0.0,240.49374249940422,15095.77087955781,7745.750133526072,0.0,0.012165134327631217,0.0,799.041595624286,13.465085276351301,3.8135795314885166,758.0991216546797,34.561807388009505,81.74560615400007,7.6585363087250595,3465.8334042354395
2023-07-04 14:00:00+00:00,14.393089401848947,388.5550605201081,5629.625012743617,0.0,372.84275007651894,0.0,240.0519730656686,14470.583143850392,7531.9025918682355,0.0,0.00547140313991644,0.0,816.8319869767092,10.31108617013948,1.9049031994315326,738.8950667180436,31.006478281774875,82.24716798896904,15.385086493709858,3929.4591312416937
2023-07-04 15:00:00+00:00,12.0,403.99999999999994,7101.0,0.0,381.0,0.0,240.0,14055.0,6894.0,0.0,0.0,0.0,745.0,0.0,0.0,650.0,28.0,84.0,17.0,4280.0
2023-07-04 16:00:00+00:00,12.0,387.0,7415.0,0.0,377.0,0.0,229.0,13365.0,6890.0,0.0,0.0,0.0,763.0,0.0,0.0,643.0,30.0,88.0,83.0,4782.0
2023-07-04 17:00:00+00:00,12.0,305.0,7701.0,0.0,379.00000000000006,0.0,237.0,12091.0,6886.0,0.0,0.0,0.0,726.0000000000001,0.0,0.0,670.0,39.0,88.0,188.0,5612.0
2023-07-04 18:00:00+00:00,12.0,304.0,9950.999999999998,0.0,409.0,0.0,237.0,7189.0,6887.0,0.0,0.0,0.0,1247.0,0.0,0.0,732.0,44.0,92.0,576.0,6373.0
2023-07-04 19:00:00+00:00,11.0,304.0,10927.0,0.0,400.0,0.0,235.0,2130.0,6893.0,0.0,0.0,0.0,1674.0,0.0,0.0,790.0,41.0,99.0,1844.0,6495.0
2023-07-04 20:00:00+00:00,11.634631356264203,294.9701039464719,10574.4076348291,0.0,408.3997210933099,0.0,229.06683514408502,775.6425290481926,7276.163450457313,0.0,0.0,0.0,1685.9297324850559,4.939624840706353,0.0,867.102760728274,43.12144998642287,96.95526130220168,1824.4870363988184,6843.179228383785
