,BA,BG,HR,HU,XK,ME,MK,RO,sum
2022-01-02 07:00:00+00:00,39.0,555.0,0.0,146.0,0.0,263.0,0.0,296.0,1299.0
2022-01-02 08:00:00+00:00,109.0,523.0,46.0,204.0,0.0,212.0,0.0,148.0,1242.0
2022-01-02 09:00:00+00:00,167.0,507.0,139.0,287.0,0.0,129.0,0.0,199.0,1428.0
2022-01-02 10:00:00+00:00,165.0,444.0,165.0,305.0,0.0,119.0,0.0,217.0,1415.0
2022-01-02 11:00:00+00:00,362.0,406.0,153.0,273.0,0.0,48.0,0.0,233.0,1475.0
2022-01-02 12:00:00+00:00,412.0,326.0,188.0,268.0,0.0,12.0,0.0,228.0,1434.0
2022-01-02 13:00:00+00:00,422.0,353.0,196.0,261.0,0.0,0.0,0.0,278.0,1510.0
2022-01-02 14:00:00+00:00,448.0,319.0,189.0,219.0,0.0,0.0,0.0,200.0,1375.0
2022-01-02 15:00:00+00:00,499.0,346.0,203.0,208.0,0.0,0.0,0.0,140.0,1396.0
2022-01-02 16:00:00+00:00,475.0,397.0,183.0,230.0,0.0,1.0,0.0,100.0,1386.0
2022-01-02 17:00:00+00:00,485.0,425.0,182.0,241.0,0.0,0.0,0.0,112.0,1445.0
2022-01-02 18:00:00+00:00,482.0,462.0,168.0,250.0,0.0,0.0,0.0,148.0,1510.0
2022-01-02 19:00:00+00:00,454.0,465.0,139.0,253.0,0.0,12.0,0.0,209.0,1532.0
2022-01-02 20:00:00+00:00,436.0,399.0,167.0,315.0,0.0,0.0,0.0,229.0,1546.0
2022-01-02 21:00:00+00:00,396.0,428.0,134.0,340.0,0.0,0.0,0.0,324.0,1622.0
2022-01-02 22:00:00+00:00,362.0,509.0,101.0,323.0,0.0,8.0,0.0,366.0,1669.0
2022-01-02 23:00:00+00:00,195.0,574.0,79.0,317.0,0.0,119.0,0.0,458.0,1742.0
2022-01-03 00:00:00+00:00,62.0,586.0,78.0,257.0,0.0,215.0,0.0,452.0,1650.0
2022-01-03 01:00:00+00:00,83.0,534.0,119.0,273.0,0.0,201.0,0.0,456.0,1666.0
2022-01-03 02:00:00+00:00,75.0,526.0,116.0,253.0,0.0,200.0,0.0,445.0,1615.0
2022-01-03 03:00:00+00:00,75.0,496.0,127.0,260.0,0.0,189.0,0.0,454.0,1601.0
2022-01-03 04:00:00+00:00,45.0,505.0,95.0,239.0,0.0,202.0,0.0,537.0,1623.0
2022-01-03 05:00:00+00:00,127.0,501.0,57.0,195.0,0.0,215.0,0.0,332.0,1427.0
2022-01-03 06:00:00+00:00,166.0,542.0,25.0,177.0,0.0,231.0,0.0,283.0,1424.0
2022-01-03 07:00:00+00:00,152.0,585.0,17.0,184.0,0.0,219.0,0.0,188.0,1345.0
2022-01-03 08:00:00+00:00,148.0,605.0,0.0,176.0,0.0,235.0,0.0,129.0,1293.0
2022-01-03 09:00:00+00:00,159.0,618.0,23.0,177.0,0.0,211.0,0.0,80.0,1268.0
2022-01-03 10:00:00+00:00,155.0,613.0,18.0,171.0,0.0,212.0,0.0,119.0,1288.0
2022-01-03 11:00:00+00:00,149.0,608.0,12.0,166.0,0.0,220.0,0.0,134.0,1289.0
2022-01-03 12:00:00+00:00,137.0,599.0,0.0,168.0,0.0,223.0,0.0,196.0,1323.0
2022-01-03 13:00:00+00:00,136.0,560.0,13.0,165.0,0.0,211.0,0.0,193.0,1278.0
2022-01-03 14:00:00+00:00,137.0,593.0,8.0,115.0,0.0,231.0,0.0,159.0,1243.0
2022-01-03 15:00:00+00:00,184.0,620.0,34.0,129.0,0.0,202.0,0.0,63.0,1232.0
2022-01-03 16:00:00+00:00,185.0,633.0,33.0,162.0,0.0,173.0,0.0,99.0,1285.0
2022-01-03 17:00:00+00:00,162.0,638.0,11.0,145.0,0.0,182.0,0.0,169.0,1307.0
2022-01-03 18:00:00+00:00,154.0,625.0,19.0,170.0,0.0,197.0,0.0,199.0,1364.0
2022-01-03 19:00:00+00:00,135.0,625.0,16.0,194.0,0.0,136.0,0.0,302.0,1408.0
2022-01-03 20:00:00+00:00,87.0,624.0,0.0,197.0,0.0,71.0,0.0,439.0,1418.0
2022-01-03 21:00:00+00:00,41.0,640.0,0.0,210.0,0.0,72.0,0.0,455.0,1418.0
2022-01-03 22:00:00+00:00,47.0,647.0,1.0,235.0,0.0,52.0,0.0,425.0,1407.0
2022-01-03 23:00:00+00:00,28.0,614.0,79.0,319.0,0.0,32.0,0.0,547.0,1619.0
2022-01-04 00:00:00+00:00,15.0,593.0,62.0,295.0,0.0,125.0,0.0,606.0,1696.0
2022-01-04 01:00:00+00:00,14.0,567.0,36.0,230.0,0.0,146.0,0.0,670.0,1663.0
2022-01-04 02:00:00+00:00,24.0,529.0,27.0,184.0,0.0,155.0,0.0,703.0,1622.0
2022-01-04 03:00:00+00:00,27.0,528.0,30.0,182.0,0.0,237.0,0.0,631.0,1635.0
2022-01-04 04:00:00+00:00,48.0,485.0,74.0,207.0,0.0,221.0,0.0,538.0,1573.0
2022-01-04 05:00:00+00:00,192.0,452.0,93.0,170.0,0.0,196.0,0.0,402.0,1505.0
2022-01-04 06:00:00+00:00,349.0,391.0,96.0,118.0,0.0,218.0,6.0,116.0,1294.0
2022-01-04 07:00:00+00:00,359.0,406.0,79.0,117.0,0.0,178.0,3.0,0.0,1142.0
2022-01-04 08:00:00+00:00,338.0,478.0,59.0,108.0,0.0,209.0,0.0,0.0,1192.0
2022-01-04 09:00:00+00:00,337.0,473.0,74.0,118.0,0.0,189.0,0.0,0.0,1191.0
2022-01-04 10:00:00+00:00,321.0,499.0,23.0,61.0,0.0,198.0,0.0,55.0,1157.0
2022-01-04 11:00:00+00:00,321.0,494.0,29.0,63.0,0.0,179.0,0.0,88.0,1174.0
2022-01-04 12:00:00+00:00,301.0,486.0,18.0,53.0,0.0,196.0,0.0,94.0,1148.0
2022-01-04 13:00:00+00:00,321.0,438.0,32.0,24.0,0.0,136.0,6.0,157.0,1114.0
2022-01-04 14:00:00+00:00,346.0,427.0,23.0,1.0,0.0,133.0,7.0,179.0,1116.0
2022-01-04 15:00:00+00:00,366.0,435.0,77.0,59.0,0.0,80.0,2.0,66.0,1085.0
2022-01-04 16:00:00+00:00,337.0,538.0,49.0,85.0,0.0,97.0,0.0,111.0,1217.0
2022-01-04 17:00:00+00:00,331.0,599.0,37.0,105.0,0.0,88.0,0.0,180.0,1340.0
2022-01-04 18:00:00+00:00,327.0,638.0,41.0,134.0,0.0,97.0,0.0,248.0,1485.0
2022-01-04 19:00:00+00:00,254.0,686.0,0.0,141.0,0.0,183.0,0.0,401.0,1665.0
2022-01-04 20:00:00+00:00,227.0,682.0,0.0,176.0,0.0,182.0,0.0,423.0,1690.0
2022-01-04 21:00:00+00:00,258.0,636.0,30.0,219.0,0.0,160.0,0.0,432.0,1735.0
2022-01-04 22:00:00+00:00,227.0,628.0,23.0,203.0,0.0,173.0,0.0,419.0,1673.0
2022-01-04 23:00:00+00:00,121.0,669.0,27.0,213.0,0.0,261.0,0.0,368.0,1659.0
2022-01-05 00:00:00+00:00,95.0,673.0,0.0,133.0,0.0,296.0,0.0,365.0,1562.0
2022-01-05 01:00:00+00:00,80.0,643.0,0.0,95.0,0.0,285.0,0.0,493.0,1596.0
2022-01-05 02:00:00+00:00,96.0,620.0,0.0,62.0,0.0,289.0,0.0,480.0,1547.0
2022-01-05 03:00:00+00:00,86.0,591.0,0.0,36.0,0.0,282.0,0.0,503.0,1498.0
2022-01-05 04:00:00+00:00,152.0,530.0,48.0,107.0,0.0,239.0,0.0,388.0,1464.0
2022-01-05 05:00:00+00:00,226.0,458.0,3.0,65.0,0.0,189.0,0.0,298.0,1239.0
2022-01-05 06:00:00+00:00,275.0,495.0,0.0,0.0,0.0,224.0,0.0,305.0,1299.0
2022-01-05 07:00:00+00:00,250.0,566.0,0.0,0.0,0.0,250.0,0.0,248.0,1314.0
2022-01-05 08:00:00+00:00,184.0,654.0,0.0,0.0,0.0,333.0,0.0,219.0,1390.0
2022-01-05 09:00:00+00:00,140.0,711.0,0.0,0.0,0.0,384.0,0.0,207.0,1442.0
2022-01-05 10:00:00+00:00,125.0,719.0,0.0,0.0,0.0,389.0,0.0,236.0,1469.0
2022-01-05 11:00:00+00:00,121.0,699.0,0.0,0.0,0.0,417.0,0.0,157.0,1394.0
2022-01-05 12:00:00+00:00,155.0,666.0,0.0,0.0,0.0,400.0,0.0,148.0,1369.0
2022-01-05 13:00:00+00:00,209.0,639.0,0.0,0.0,0.0,388.0,0.0,94.0,1330.0
2022-01-05 14:00:00+00:00,273.0,593.0,0.0,0.0,0.0,333.0,0.0,66.0,1265.0
2022-01-05 15:00:00+00:00,337.0,558.0,0.0,5.0,0.0,248.0,0.0,8.0,1156.0
2022-01-05 16:00:00+00:00,303.0,582.0,0.0,44.0,0.0,181.0,0.0,57.0,1167.0
2022-01-05 17:00:00+00:00,305.0,594.0,0.0,63.0,0.0,171.0,0.0,92.0,1225.0
2022-01-05 18:00:00+00:00,257.0,615.0,0.0,72.0,0.0,204.0,0.0,103.0,1251.0
2022-01-05 19:00:00+00:00,208.0,653.0,0.0,66.0,0.0,204.0,0.0,173.0,1304.0
2022-01-05 20:00:00+00:00,191.0,655.0,0.0,77.0,0.0,146.0,0.0,321.0,1390.0
2022-01-05 21:00:00+00:00,218.0,651.0,0.0,104.0,0.0,83.0,0.0,330.0,1386.0
2022-01-05 22:00:00+00:00,167.0,652.0,0.0,104.0,0.0,85.0,0.0,327.0,1335.0
2022-01-05 23:00:00+00:00,185.0,530.0,0.0,164.0,0.0,91.0,0.0,372.0,1342.0
2022-01-06 00:00:00+00:00,103.0,506.0,1.0,150.0,0.0,135.0,0.0,459.0,1354.0
2022-01-06 01:00:00+00:00,97.0,523.0,0.0,92.0,0.0,170.0,0.0,539.0,1421.0
2022-01-06 02:00:00+00:00,94.0,470.0,0.0,36.0,0.0,181.0,10.0,601.0,1392.0
2022-01-06 03:00:00+00:00,81.0,428.0,0.0,31.0,0.0,176.0,19.0,661.0,1396.0
2022-01-06 04:00:00+00:00,121.0,429.0,0.0,1.0,0.0,215.0,30.0,498.0,1294.0
2022-01-06 05:00:00+00:00,186.0,331.0,0.0,0.0,0.0,194.0,3.0,360.0,1074.0
2022-01-06 06:00:00+00:00,307.0,282.0,0.0,0.0,0.0,146.0,2.0,246.0,983.0
2022-01-06 07:00:00+00:00,304.0,374.0,0.0,0.0,114.0,207.0,0.0,131.0,1130.0
2022-01-06 08:00:00+00:00,240.0,473.0,0.0,0.0,65.0,265.0,0.0,144.0,1187.0
2022-01-06 09:00:00+00:00,205.0,542.0,0.0,0.0,0.0,250.0,0.0,199.0,1196.0
2022-01-06 10:00:00+00:00,139.0,517.0,0.0,0.0,0.0,253.0,0.0,200.0,1109.0
2022-01-06 11:00:00+00:00,92.0,500.0,0.0,0.0,0.0,211.0,0.0,159.0,962.0
2022-01-06 12:00:00+00:00,83.0,513.0,0.0,0.0,0.0,248.0,0.0,157.0,1001.0
2022-01-06 13:00:00+00:00,118.0,438.0,0.0,0.0,0.0,187.0,0.0,199.0,942.0
2022-01-06 14:00:00+00:00,128.0,434.0,0.0,0.0,28.0,214.0,0.0,168.0,972.0
2022-01-06 15:00:00+00:00,168.0,449.0,0.0,0.0,55.0,210.0,0.0,19.0,901.0
2022-01-06 16:00:00+00:00,144.0,504.0,0.0,0.0,0.0,183.0,0.0,113.0,944.0
2022-01-06 17:00:00+00:00,182.0,429.0,0.0,0.0,0.0,164.0,0.0,142.0,917.0
2022-01-06 18:00:00+00:00,172.0,431.0,0.0,0.0,0.0,165.0,0.0,261.0,1029.0
2022-01-06 19:00:00+00:00,235.0,389.0,0.0,25.0,0.0,108.0,0.0,219.0,976.0
2022-01-06 20:00:00+00:00,190.0,416.0,0.0,28.0,0.0,140.0,0.0,313.0,1087.0
2022-01-06 21:00:00+00:00,228.0,373.0,24.0,136.0,0.0,63.0,0.0,254.0,1078.0
2022-01-06 22:00:00+00:00,170.0,438.0,19.0,137.0,0.0,114.0,0.0,231.0,1109.0
2022-01-06 23:00:00+00:00,67.0,536.0,0.0,111.0,0.0,195.0,0.0,244.0,1153.0
2022-01-07 00:00:00+00:00,41.0,598.0,0.0,25.0,0.0,269.0,0.0,295.0,1228.0
2022-01-07 01:00:00+00:00,90.0,478.0,0.0,51.0,0.0,231.0,0.0,299.0,1149.0
2022-01-07 02:00:00+00:00,89.0,435.0,0.0,32.0,0.0,226.0,0.0,337.0,1119.0
2022-01-07 03:00:00+00:00,99.0,379.0,0.0,64.0,0.0,195.0,23.0,327.0,1087.0
2022-01-07 04:00:00+00:00,127.0,270.0,40.0,82.0,0.0,127.0,45.0,378.0,1069.0
2022-01-07 05:00:00+00:00,190.0,253.0,0.0,20.0,0.0,129.0,0.0,392.0,984.0
2022-01-07 06:00:00+00:00,299.0,219.0,41.0,60.0,0.0,122.0,0.0,209.0,950.0
2022-01-07 07:00:00+00:00,276.0,214.0,44.0,136.0,0.0,99.0,0.0,114.0,883.0
2022-01-07 08:00:00+00:00,283.0,224.0,82.0,226.0,0.0,46.0,0.0,90.0,951.0
2022-01-07 09:00:00+00:00,238.0,277.0,65.0,272.0,0.0,46.0,0.0,146.0,1044.0
2022-01-07 10:00:00+00:00,207.0,340.0,62.0,287.0,0.0,51.0,0.0,162.0,1109.0
2022-01-07 11:00:00+00:00,237.0,281.0,97.0,286.0,0.0,8.0,0.0,198.0,1107.0
2022-01-07 12:00:00+00:00,246.0,269.0,93.0,245.0,0.0,28.0,0.0,214.0,1095.0
2022-01-07 13:00:00+00:00,289.0,282.0,102.0,214.0,0.0,40.0,0.0,177.0,1104.0
2022-01-07 14:00:00+00:00,334.0,295.0,91.0,138.0,0.0,42.0,0.0,164.0,1064.0
2022-01-07 15:00:00+00:00,367.0,384.0,60.0,82.0,0.0,96.0,0.0,22.0,1011.0
2022-01-07 16:00:00+00:00,380.0,401.0,56.0,70.0,0.0,72.0,0.0,0.0,979.0
2022-01-07 17:00:00+00:00,364.0,447.0,46.0,80.0,0.0,76.0,0.0,5.0,1018.0
2022-01-07 18:00:00+00:00,336.0,490.0,8.0,66.0,0.0,74.0,0.0,89.0,1063.0
2022-01-07 19:00:00+00:00,257.0,530.0,0.0,37.0,0.0,51.0,0.0,290.0,1165.0
2022-01-07 20:00:00+00:00,152.0,620.0,0.0,46.0,0.0,75.0,0.0,385.0,1278.0
2022-01-07 21:00:00+00:00,152.0,593.0,0.0,119.0,0.0,23.0,0.0,287.0,1174.0
2022-01-07 22:00:00+00:00,138.0,614.0,0.0,114.0,0.0,54.0,0.0,340.0,1260.0
2022-01-07 23:00:00+00:00,41.0,631.0,0.0,208.0,0.0,176.0,0.0,363.0,1419.0
2022-01-08 00:00:00+00:00,13.0,599.0,0.0,232.0,0.0,221.0,0.0,376.0,1441.0
2022-01-08 01:00:00+00:00,0.0,583.0,0.0,194.0,0.0,258.0,0.0,455.0,1490.0
2022-01-08 02:00:00+00:00,0.0,564.0,0.0,166.0,0.0,259.0,0.0,530.0,1519.0
2022-01-08 03:00:00+00:00,0.0,555.0,0.0,158.0,0.0,253.0,0.0,544.0,1510.0
2022-01-08 04:00:00+00:00,0.0,580.0,0.0,146.0,0.0,265.0,0.0,494.0,1485.0
2022-01-08 05:00:00+00:00,55.0,507.0,0.0,82.0,0.0,152.0,0.0,560.0,1356.0
2022-01-08 06:00:00+00:00,176.0,455.0,0.0,117.0,0.0,73.0,0.0,505.0,1326.0
2022-01-08 07:00:00+00:00,202.0,471.0,4.0,118.0,0.0,0.0,0.0,437.0,1232.0
2022-01-08 08:00:00+00:00,199.0,515.0,1.0,132.0,0.0,0.0,0.0,322.0,1169.0
2022-01-08 09:00:00+00:00,222.0,511.0,32.0,158.0,0.0,0.0,0.0,246.0,1169.0
2022-01-08 10:00:00+00:00,230.0,522.0,41.0,169.0,0.0,0.0,0.0,202.0,1164.0
2022-01-08 11:00:00+00:00,216.0,511.0,44.0,171.0,0.0,0.0,0.0,260.0,1202.0
2022-01-08 12:00:00+00:00,239.0,498.0,52.0,145.0,0.0,0.0,0.0,285.0,1219.0
2022-01-08 13:00:00+00:00,235.0,485.0,39.0,116.0,0.0,0.0,0.0,342.0,1217.0
2022-01-08 14:00:00+00:00,212.0,522.0,16.0,99.0,0.0,0.0,0.0,349.0,1198.0
2022-01-08 15:00:00+00:00,267.0,515.0,39.0,110.0,0.0,0.0,0.0,224.0,1155.0
2022-01-08 16:00:00+00:00,278.0,515.0,55.0,146.0,0.0,0.0,0.0,155.0,1149.0
2022-01-08 17:00:00+00:00,264.0,524.0,53.0,159.0,0.0,0.0,0.0,206.0,1206.0
2022-01-08 18:00:00+00:00,246.0,544.0,29.0,149.0,0.0,0.0,0.0,267.0,1235.0
2022-01-08 19:00:00+00:00,235.0,529.0,23.0,160.0,0.0,0.0,0.0,294.0,1241.0
2022-01-08 20:00:00+00:00,171.0,549.0,0.0,162.0,0.0,0.0,0.0,405.0,1287.0
2022-01-08 21:00:00+00:00,121.0,606.0,0.0,133.0,0.0,26.0,0.0,427.0,1313.0
2022-01-08 22:00:00+00:00,121.0,614.0,0.0,167.0,0.0,5.0,0.0,425.0,1332.0
2022-01-08 23:00:00+00:00,86.0,579.0,54.0,291.0,0.0,70.0,0.0,358.0,1438.0
2022-01-09 00:00:00+00:00,12.0,573.0,37.0,249.0,0.0,124.0,0.0,367.0,1362.0
2022-01-09 01:00:00+00:00,29.0,505.0,68.0,259.0,0.0,152.0,0.0,384.0,1397.0
2022-01-09 02:00:00+00:00,57.0,409.0,120.0,300.0,0.0,101.0,0.0,422.0,1409.0
2022-01-09 03:00:00+00:00,60.0,383.0,133.0,298.0,0.0,90.0,0.0,424.0,1388.0
2022-01-09 04:00:00+00:00,42.0,413.0,109.0,288.0,0.0,107.0,0.0,416.0,1375.0
2022-01-09 05:00:00+00:00,96.0,400.0,83.0,261.0,0.0,70.0,0.0,374.0,1284.0
2022-01-09 06:00:00+00:00,83.0,490.0,29.0,217.0,0.0,111.0,0.0,383.0,1313.0
2022-01-09 07:00:00+00:00,162.0,462.0,34.0,209.0,0.0,19.0,0.0,346.0,1232.0
2022-01-09 08:00:00+00:00,162.0,464.0,50.0,240.0,0.0,0.0,0.0,354.0,1270.0
2022-01-09 09:00:00+00:00,155.0,436.0,69.0,304.0,0.0,0.0,0.0,308.0,1272.0
2022-01-09 10:00:00+00:00,185.0,419.0,56.0,265.0,0.0,0.0,0.0,294.0,1219.0
2022-01-09 11:00:00+00:00,179.0,470.0,69.0,284.0,0.0,0.0,0.0,249.0,1251.0
2022-01-09 12:00:00+00:00,215.0,435.0,78.0,278.0,0.0,0.0,0.0,275.0,1281.0
2022-01-09 13:00:00+00:00,244.0,402.0,89.0,268.0,0.0,0.0,0.0,275.0,1278.0
2022-01-09 14:00:00+00:00,238.0,431.0,102.0,247.0,0.0,0.0,0.0,251.0,1269.0
2022-01-09 15:00:00+00:00,320.0,413.0,139.0,246.0,0.0,0.0,0.0,116.0,1234.0
2022-01-09 16:00:00+00:00,317.0,413.0,142.0,253.0,0.0,0.0,0.0,31.0,1156.0
2022-01-09 17:00:00+00:00,313.0,433.0,115.0,211.0,0.0,0.0,0.0,107.0,1179.0
2022-01-09 18:00:00+00:00,301.0,465.0,91.0,205.0,0.0,0.0,0.0,129.0,1191.0
2022-01-09 19:00:00+00:00,263.0,467.0,77.0,223.0,0.0,0.0,0.0,170.0,1200.0
2022-01-09 20:00:00+00:00,252.0,485.0,55.0,231.0,0.0,0.0,0.0,211.0,1234.0
2022-01-09 21:00:00+00:00,191.0,578.0,0.0,182.0,0.0,0.0,0.0,307.0,1258.0
2022-01-09 22:00:00+00:00,130.0,655.0,0.0,91.0,0.0,0.0,0.0,349.0,1225.0
2022-01-09 23:00:00+00:00,121.0,669.0,0.0,170.0,0.0,74.0,0.0,299.0,1333.0
2022-01-10 00:00:00+00:00,63.0,638.0,0.0,140.0,0.0,113.0,0.0,357.0,1311.0
2022-01-10 01:00:00+00:00,73.0,637.0,0.0,99.0,0.0,239.0,0.0,305.0,1353.0
2022-01-10 02:00:00+00:00,61.0,614.0,0.0,57.0,0.0,259.0,0.0,372.0,1363.0
2022-01-10 03:00:00+00:00,40.0,594.0,0.0,26.0,0.0,236.0,0.0,459.0,1355.0
2022-01-10 04:00:00+00:00,68.0,607.0,0.0,1.0,0.0,251.0,0.0,422.0,1349.0
2022-01-10 05:00:00+00:00,163.0,513.0,0.0,0.0,0.0,119.0,0.0,272.0,1067.0
2022-01-10 06:00:00+00:00,246.0,421.0,0.0,0.0,0.0,65.0,20.0,22.0,774.0
2022-01-10 07:00:00+00:00,263.0,467.0,0.0,0.0,49.0,116.0,0.0,0.0,895.0
2022-01-10 08:00:00+00:00,202.0,473.0,0.0,0.0,47.0,108.0,0.0,0.0,830.0
2022-01-10 09:00:00+00:00,153.0,521.0,0.0,0.0,23.0,101.0,0.0,0.0,798.0
2022-01-10 10:00:00+00:00,154.0,552.0,0.0,0.0,0.0,82.0,0.0,0.0,788.0
2022-01-10 11:00:00+00:00,160.0,564.0,0.0,0.0,0.0,77.0,1.0,0.0,802.0
2022-01-10 12:00:00+00:00,117.0,546.0,0.0,0.0,0.0,0.0,4.0,138.0,805.0
2022-01-10 13:00:00+00:00,132.0,540.0,0.0,0.0,0.0,42.0,8.0,131.0,853.0
2022-01-10 14:00:00+00:00,140.0,587.0,0.0,0.0,0.0,77.0,0.0,172.0,976.0
2022-01-10 15:00:00+00:00,144.0,653.0,0.0,0.0,0.0,89.0,0.0,144.0,1030.0
2022-01-10 16:00:00+00:00,115.0,691.0,0.0,0.0,0.0,66.0,0.0,160.0,1032.0
2022-01-10 17:00:00+00:00,85.0,662.0,0.0,0.0,0.0,48.0,0.0,224.0,1019.0
2022-01-10 18:00:00+00:00,96.0,652.0,0.0,0.0,0.0,78.0,0.0,236.0,1062.0
2022-01-10 19:00:00+00:00,29.0,653.0,0.0,0.0,0.0,99.0,0.0,290.0,1071.0
2022-01-10 20:00:00+00:00,21.0,621.0,0.0,36.0,0.0,54.0,0.0,388.0,1120.0
2022-01-10 21:00:00+00:00,60.0,628.0,0.0,102.0,0.0,0.0,0.0,412.0,1202.0
2022-01-10 22:00:00+00:00,68.0,618.0,0.0,146.0,0.0,0.0,0.0,437.0,1269.0
2022-01-10 23:00:00+00:00,21.0,671.0,0.0,173.0,0.0,143.0,0.0,455.0,1463.0
2022-01-11 00:00:00+00:00,0.0,659.0,0.0,93.0,0.0,194.0,0.0,555.0,1501.0
2022-01-11 01:00:00+00:00,0.0,632.0,0.0,78.0,0.0,201.0,0.0,668.0,1579.0
2022-01-11 02:00:00+00:00,0.0,605.0,0.0,46.0,0.0,192.0,0.0,734.0,1577.0
2022-01-11 03:00:00+00:00,0.0,628.0,0.0,23.0,0.0,202.0,0.0,723.0,1576.0
2022-01-11 04:00:00+00:00,0.0,620.0,0.0,0.0,0.0,217.0,0.0,682.0,1519.0
2022-01-11 05:00:00+00:00,10.0,540.0,0.0,0.0,0.0,128.0,0.0,423.0,1101.0
2022-01-11 06:00:00+00:00,54.0,568.0,0.0,0.0,0.0,175.0,0.0,233.0,1030.0
2022-01-11 07:00:00+00:00,118.0,561.0,0.0,0.0,76.0,182.0,0.0,63.0,1000.0
2022-01-11 08:00:00+00:00,0.0,601.0,0.0,0.0,64.0,178.0,0.0,49.0,892.0
2022-01-11 09:00:00+00:00,0.0,589.0,0.0,0.0,31.0,109.0,0.0,95.0,824.0
2022-01-11 10:00:00+00:00,0.0,604.0,0.0,0.0,11.0,127.0,0.0,130.0,872.0
2022-01-11 11:00:00+00:00,11.0,593.0,0.0,0.0,3.0,106.0,0.0,111.0,824.0
2022-01-11 12:00:00+00:00,21.0,607.0,0.0,0.0,0.0,109.0,0.0,103.0,840.0
2022-01-11 13:00:00+00:00,23.0,609.0,0.0,0.0,0.0,105.0,0.0,143.0,880.0
2022-01-11 14:00:00+00:00,28.0,631.0,0.0,0.0,10.0,117.0,0.0,148.0,934.0
2022-01-11 15:00:00+00:00,32.0,645.0,0.0,0.0,8.0,108.0,0.0,123.0,916.0
2022-01-11 16:00:00+00:00,0.0,684.0,0.0,0.0,0.0,118.0,0.0,128.0,930.0
2022-01-11 17:00:00+00:00,0.0,690.0,0.0,0.0,0.0,120.0,0.0,140.0,950.0
