,EE,SE,NO,sum
2024-04-13 05:00:00+00:00,0.0,1626.0,0.0,1626.0
2024-04-13 06:00:00+00:00,0.0,2223.0,0.0,2223.0
2024-04-13 07:00:00+00:00,0.0,2520.0,0.0,2520.0
2024-04-13 08:00:00+00:00,3.0,2495.0,0.0,2498.0
2024-04-13 09:00:00+00:00,84.0,2100.0,0.0,2184.0
2024-04-13 10:00:00+00:00,0.0,1919.0,0.0,1919.0
2024-04-13 11:00:00+00:00,0.0,1957.0,0.0,1957.0
2024-04-13 12:00:00+00:00,0.0,2363.0,0.0,2363.0
2024-04-13 13:00:00+00:00,0.0,2607.0,0.0,2607.0
2024-04-13 14:00:00+00:00,0.0,2549.0,0.0,2549.0
2024-04-13 15:00:00+00:00,0.0,2512.0,0.0,2512.0
2024-04-13 16:00:00+00:00,0.0,2497.0,0.0,2497.0
2024-04-13 17:00:00+00:00,0.0,1929.0,0.0,1929.0
2024-04-13 18:00:00+00:00,0.0,1698.0,0.0,1698.0
2024-04-13 19:00:00+00:00,0.0,1814.0,0.0,1814.0
2024-04-13 20:00:00+00:00,0.0,2120.0,0.0,2120.0
2024-04-13 21:00:00+00:00,0.0,2223.0,0.0,2223.0
2024-04-13 22:00:00+00:00,0.0,2192.0,0.0,2192.0
2024-04-13 23:00:00+00:00,0.0,2328.0,0.0,2328.0
2024-04-14 00:00:00+00:00,0.0,2267.0,0.0,2267.0
2024-04-14 01:00:00+00:00,36.0,2303.0,0.0,2339.0
2024-04-14 02:00:00+00:00,133.0,2230.0,0.0,2363.0
2024-04-14 03:00:00+00:00,146.0,1964.0,0.0,2110.0
2024-04-14 04:00:00+00:00,148.0,2143.0,0.0,2291.0
2024-04-14 05:00:00+00:00,154.0,2020.0,0.0,2174.0
2024-04-14 06:00:00+00:00,265.0,2111.0,0.0,2376.0
2024-04-14 07:00:00+00:00,323.0,2439.0,0.0,2762.0
2024-04-14 08:00:00+00:00,314.0,2386.0,0.0,2700.0
2024-04-14 09:00:00+00:00,288.0,2234.0,0.0,2522.0
2024-04-14 10:00:00+00:00,310.0,2129.0,0.0,2439.0
2024-04-14 11:00:00+00:00,304.0,2017.0,0.0,2321.0
2024-04-14 12:00:00+00:00,340.0,1972.0,0.0,2312.0
2024-04-14 13:00:00+00:00,347.0,1947.0,0.0,2294.0
2024-04-14 14:00:00+00:00,354.0,1732.0,0.0,2086.0
2024-04-14 15:00:00+00:00,341.0,2071.0,0.0,2412.0
2024-04-14 16:00:00+00:00,79.0,2237.0,0.0,2316.0
2024-04-14 17:00:00+00:00,0.0,2001.0,0.0,2001.0
2024-04-14 18:00:00+00:00,0.0,1673.0,0.0,1673.0
2024-04-14 19:00:00+00:00,0.0,1483.0,0.0,1483.0
2024-04-14 20:00:00+00:00,0.0,1362.0,0.0,1362.0
2024-04-14 21:00:00+00:00,0.0,1259.0,0.0,1259.0
2024-04-14 22:00:00+00:00,0.0,1170.0,0.0,1170.0
2024-04-14 23:00:00+00:00,0.0,933.0,0.0,933.0
2024-04-15 00:00:00+00:00,0.0,772.0,0.0,772.0
2024-04-15 01:00:00+00:00,0.0,450.0,0.0,450.0
2024-04-15 02:00:00+00:00,0.0,21.0,0.0,21.0
2024-04-15 03:00:00+00:00,0.0,182.0,0.0,182.0
2024-04-15 04:00:00+00:00,0.0,1076.0,0.0,1076.0
2024-04-15 05:00:00+00:00,0.0,1473.0,0.0,1473.0
2024-04-15 06:00:00+00:00,0.0,1558.0,0.0,1558.0
2024-04-15 07:00:00+00:00,0.0,1443.0,0.0,1443.0
2024-04-15 08:00:00+00:00,0.0,1146.0,0.0,1146.0
2024-04-15 09:00:00+00:00,0.0,649.0,0.0,649.0
2024-04-15 10:00:00+00:00,0.0,372.0,0.0,372.0
2024-04-15 11:00:00+00:00,0.0,1070.0,0.0,1070.0
2024-04-15 12:00:00+00:00,0.0,1045.0,0.0,1045.0
2024-04-15 13:00:00+00:00,0.0,1282.0,0.0,1282.0
2024-04-15 14:00:00+00:00,0.0,1300.0,0.0,1300.0
2024-04-15 15:00:00+00:00,0.0,996.0,0.0,996.0
2024-04-15 16:00:00+00:00,0.0,1025.0,0.0,1025.0
2024-04-15 17:00:00+00:00,0.0,1234.0,0.0,1234.0
2024-04-15 18:00:00+00:00,0.0,1224.0,0.0,1224.0
2024-04-15 19:00:00+00:00,0.0,1419.0,0.0,1419.0
2024-04-15 20:00:00+00:00,0.0,1280.0,0.0,1280.0
2024-04-15 21:00:00+00:00,0.0,1258.0,0.0,1258.0
2024-04-15 22:00:00+00:00,0.0,1410.0,0.0,1410.0
2024-04-15 23:00:00+00:00,0.0,1489.0,0.0,1489.0
2024-04-16 00:00:00+00:00,0.0,1626.0,0.0,1626.0
2024-04-16 01:00:00+00:00,0.0,1718.0,0.0,1718.0
2024-04-16 02:00:00+00:00,0.0,1857.0,0.0,1857.0
2024-04-16 03:00:00+00:00,0.0,2075.0,0.0,2075.0
2024-04-16 04:00:00+00:00,0.0,2049.0,0.0,2049.0
2024-04-16 05:00:00+00:00,0.0,2167.0,0.0,2167.0
2024-04-16 06:00:00+00:00,0.0,2444.0,0.0,2444.0
2024-04-16 07:00:00+00:00,0.0,2533.0,0.0,2533.0
2024-04-16 08:00:00+00:00,0.0,2345.0,0.0,2345.0
2024-04-16 09:00:00+00:00,0.0,2270.0,0.0,2270.0
2024-04-16 10:00:00+00:00,26.0,2273.0,0.0,2299.0
2024-04-16 11:00:00+00:00,0.0,2062.0,0.0,2062.0
2024-04-16 12:00:00+00:00,0.0,2053.0,0.0,2053.0
2024-04-16 13:00:00+00:00,0.0,2059.0,0.0,2059.0
2024-04-16 14:00:00+00:00,0.0,1982.0,0.0,1982.0
2024-04-16 15:00:00+00:00,0.0,1793.0,0.0,1793.0
2024-04-16 16:00:00+00:00,0.0,1713.0,0.0,1713.0
2024-04-16 17:00:00+00:00,0.0,1489.0,0.0,1489.0
2024-04-16 18:00:00+00:00,0.0,1298.0,0.0,1298.0
2024-04-16 19:00:00+00:00,0.0,1453.0,0.0,1453.0
2024-04-16 20:00:00+00:00,0.0,1418.0,0.0,1418.0
2024-04-16 21:00:00+00:00,0.0,1620.0,0.0,1620.0
2024-04-16 22:00:00+00:00,0.0,1726.0,0.0,1726.0
2024-04-16 23:00:00+00:00,0.0,1675.0,0.0,1675.0
2024-04-17 00:00:00+00:00,0.0,1588.0,0.0,1588.0
2024-04-17 01:00:00+00:00,0.0,1575.0,0.0,1575.0
2024-04-17 02:00:00+00:00,0.0,1674.0,0.0,1674.0
2024-04-17 03:00:00+00:00,0.0,2055.0,0.0,2055.0
2024-04-17 04:00:00+00:00,0.0,1917.0,0.0,1917.0
2024-04-17 05:00:00+00:00,0.0,1869.0,0.0,1869.0
2024-04-17 06:00:00+00:00,0.0,2274.0,0.0,2274.0
2024-04-17 07:00:00+00:00,0.0,2257.0,0.0,2257.0
2024-04-17 08:00:00+00:00,0.0,2216.0,0.0,2216.0
2024-04-17 09:00:00+00:00,0.0,2310.0,0.0,2310.0
2024-04-17 10:00:00+00:00,0.0,2093.0,0.0,2093.0
2024-04-17 11:00:00+00:00,0.0,1907.0,0.0,1907.0
2024-04-17 12:00:00+00:00,0.0,1973.0,0.0,1973.0
2024-04-17 13:00:00+00:00,0.0,1920.0,0.0,1920.0
2024-04-17 14:00:00+00:00,0.0,1829.0,0.0,1829.0
2024-04-17 15:00:00+00:00,0.0,1824.0,0.0,1824.0
2024-04-17 16:00:00+00:00,0.0,1810.0,0.0,1810.0
2024-04-17 17:00:00+00:00,0.0,1744.0,0.0,1744.0
2024-04-17 18:00:00+00:00,0.0,1511.0,0.0,1511.0
2024-04-17 19:00:00+00:00,0.0,1331.0,0.0,1331.0
2024-04-17 20:00:00+00:00,0.0,1389.0,0.0,1389.0
2024-04-17 21:00:00+00:00,0.0,1407.0,0.0,1407.0
2024-04-17 22:00:00+00:00,0.0,1475.0,0.0,1475.0
2024-04-17 23:00:00+00:00,0.0,1473.0,0.0,1473.0
2024-04-18 00:00:00+00:00,0.0,1575.0,0.0,1575.0
2024-04-18 01:00:00+00:00,0.0,1603.0,0.0,1603.0
2024-04-18 02:00:00+00:00,0.0,1723.0,0.0,1723.0
2024-04-18 03:00:00+00:00,0.0,1919.0,0.0,1919.0
2024-04-18 04:00:00+00:00,0.0,2379.0,0.0,2379.0
2024-04-18 05:00:00+00:00,0.0,2538.0,0.0,2538.0
2024-04-18 06:00:00+00:00,0.0,2551.0,0.0,2551.0
2024-04-18 07:00:00+00:00,99.0,2159.0,0.0,2258.0
2024-04-18 08:00:00+00:00,187.0,2141.0,0.0,2328.0
2024-04-18 09:00:00+00:00,103.0,2237.0,0.0,2340.0
2024-04-18 10:00:00+00:00,0.0,2187.0,0.0,2187.0
2024-04-18 11:00:00+00:00,0.0,2221.0,0.0,2221.0
2024-04-18 12:00:00+00:00,0.0,2286.0,0.0,2286.0
2024-04-18 13:00:00+00:00,0.0,2060.0,0.0,2060.0
2024-04-18 14:00:00+00:00,0.0,2011.0,0.0,2011.0
2024-04-18 15:00:00+00:00,0.0,1888.0,0.0,1888.0
2024-04-18 16:00:00+00:00,0.0,1960.0,0.0,1960.0
2024-04-18 17:00:00+00:00,0.0,1752.0,0.0,1752.0
2024-04-18 18:00:00+00:00,0.0,1119.0,0.0,1119.0
2024-04-18 19:00:00+00:00,0.0,611.0,0.0,611.0
2024-04-18 20:00:00+00:00,0.0,414.0,0.0,414.0
2024-04-18 21:00:00+00:00,0.0,521.0,0.0,521.0
2024-04-18 22:00:00+00:00,0.0,327.0,0.0,327.0
2024-04-18 23:00:00+00:00,0.0,245.0,0.0,245.0
2024-04-19 00:00:00+00:00,0.0,711.0,0.0,711.0
2024-04-19 01:00:00+00:00,0.0,1225.0,0.0,1225.0
2024-04-19 02:00:00+00:00,0.0,1060.0,0.0,1060.0
2024-04-19 03:00:00+00:00,0.0,1486.0,0.0,1486.0
2024-04-19 04:00:00+00:00,0.0,2328.0,0.0,2328.0
2024-04-19 05:00:00+00:00,0.0,2420.0,0.0,2420.0
2024-04-19 06:00:00+00:00,0.0,2324.0,0.0,2324.0
2024-04-19 07:00:00+00:00,0.0,2176.0,0.0,2176.0
2024-04-19 08:00:00+00:00,0.0,2142.0,0.0,2142.0
2024-04-19 09:00:00+00:00,0.0,2095.0,0.0,2095.0
2024-04-19 10:00:00+00:00,0.0,2030.0,0.0,2030.0
2024-04-19 11:00:00+00:00,0.0,1659.0,0.0,1659.0
2024-04-19 12:00:00+00:00,0.0,1103.0,0.0,1103.0
2024-04-19 13:00:00+00:00,0.0,981.0,0.0,981.0
2024-04-19 14:00:00+00:00,0.0,851.0,0.0,851.0
2024-04-19 15:00:00+00:00,0.0,664.0,0.0,664.0
2024-04-19 16:00:00+00:00,0.0,500.0,0.0,500.0
2024-04-19 17:00:00+00:00,0.0,572.0,0.0,572.0
2024-04-19 18:00:00+00:00,0.0,499.0,0.0,499.0
2024-04-19 19:00:00+00:00,0.0,636.0,0.0,636.0
2024-04-19 20:00:00+00:00,0.0,638.0,0.0,638.0
2024-04-19 21:00:00+00:00,0.0,386.0,0.0,386.0
2024-04-19 22:00:00+00:00,0.0,492.0,0.0,492.0
2024-04-19 23:00:00+00:00,0.0,411.0,0.0,411.0
2024-04-20 00:00:00+00:00,0.0,448.0,0.0,448.0
2024-04-20 01:00:00+00:00,0.0,321.0,0.0,321.0
2024-04-20 02:00:00+00:00,0.0,215.0,0.0,215.0
2024-04-20 03:00:00+00:00,0.0,406.0,0.0,406.0
2024-04-20 04:00:00+00:00,0.0,671.0,0.0,671.0
2024-04-20 05:00:00+00:00,0.0,821.0,0.0,821.0
2024-04-20 06:00:00+00:00,0.0,725.0,0.0,725.0
2024-04-20 07:00:00+00:00,0.0,849.0,0.0,849.0
2024-04-20 08:00:00+00:00,0.0,935.0,0.0,935.0
2024-04-20 09:00:00+00:00,0.0,1200.0,0.0,1200.0
2024-04-20 10:00:00+00:00,0.0,1394.0,0.0,1394.0
2024-04-20 11:00:00+00:00,0.0,1793.0,0.0,1793.0
2024-04-20 12:00:00+00:00,0.0,2103.0,0.0,2103.0
2024-04-20 13:00:00+00:00,0.0,2190.0,0.0,2190.0
2024-04-20 14:00:00+00:00,0.0,2274.0,0.0,2274.0
2024-04-20 15:00:00+00:00,0.0,2211.0,0.0,2211.0
2024-04-20 16:00:00+00:00,0.0,2092.0,0.0,2092.0
2024-04-20 17:00:00+00:00,0.0,1903.0,0.0,1903.0
2024-04-20 18:00:00+00:00,0.0,1772.0,0.0,1772.0
2024-04-20 19:00:00+00:00,0.0,2059.0,0.0,2059.0
2024-04-20 20:00:00+00:00,0.0,1970.0,0.0,1970.0
2024-04-20 21:00:00+00:00,0.0,1739.0,0.0,1739.0
2024-04-20 22:00:00+00:00,0.0,1470.0,0.0,1470.0
2024-04-20 23:00:00+00:00,0.0,1440.0,0.0,1440.0
2024-04-21 00:00:00+00:00,0.0,1397.0,0.0,1397.0
2024-04-21 01:00:00+00:00,0.0,1371.0,0.0,1371.0
2024-04-21 02:00:00+00:00,0.0,1286.0,0.0,1286.0
2024-04-21 03:00:00+00:00,0.0,1475.0,0.0,1475.0
2024-04-21 04:00:00+00:00,0.0,1789.0,0.0,1789.0
2024-04-21 05:00:00+00:00,0.0,2274.0,0.0,2274.0
2024-04-21 06:00:00+00:00,0.0,2317.0,0.0,2317.0
2024-04-21 07:00:00+00:00,0.0,2434.0,0.0,2434.0
2024-04-21 08:00:00+00:00,106.0,2281.0,0.0,2387.0
2024-04-21 09:00:00+00:00,4.0,2280.0,0.0,2284.0
2024-04-21 10:00:00+00:00,0.0,2345.0,0.0,2345.0
2024-04-21 11:00:00+00:00,58.0,1952.0,0.0,2010.0
2024-04-21 12:00:00+00:00,139.0,1978.0,0.0,2117.0
2024-04-21 13:00:00+00:00,89.0,1942.0,0.0,2031.0
2024-04-21 14:00:00+00:00,115.0,1887.0,0.0,2002.0
2024-04-21 15:00:00+00:00,0.0,1977.0,0.0,1977.0
2024-04-21 16:00:00+00:00,0.0,2192.0,0.0,2192.0
2024-04-21 17:00:00+00:00,0.0,1968.0,0.0,1968.0
2024-04-21 18:00:00+00:00,0.0,1748.0,0.0,1748.0
2024-04-21 19:00:00+00:00,0.0,1949.0,0.0,1949.0
2024-04-21 20:00:00+00:00,0.0,1718.0,0.0,1718.0
2024-04-21 21:00:00+00:00,0.0,1315.0,0.0,1315.0
2024-04-21 22:00:00+00:00,0.0,945.0,0.0,945.0
2024-04-21 23:00:00+00:00,0.0,730.0,0.0,730.0
2024-04-22 00:00:00+00:00,0.0,633.0,0.0,633.0
2024-04-22 01:00:00+00:00,0.0,404.0,0.0,404.0
2024-04-22 02:00:00+00:00,0.0,356.0,0.0,356.0
2024-04-22 03:00:00+00:00,0.0,761.0,0.0,761.0
2024-04-22 04:00:00+00:00,0.0,1624.0,0.0,1624.0
2024-04-22 05:00:00+00:00,0.0,1716.0,0.0,1716.0
2024-04-22 06:00:00+00:00,0.0,1245.0,0.0,1245.0
2024-04-22 07:00:00+00:00,0.0,795.0,0.0,795.0
2024-04-22 08:00:00+00:00,0.0,816.0,0.0,816.0
2024-04-22 09:00:00+00:00,0.0,1030.0,0.0,1030.0
2024-04-22 10:00:00+00:00,0.0,856.0,0.0,856.0
2024-04-22 11:00:00+00:00,0.0,144.0,0.0,144.0
2024-04-22 12:00:00+00:00,0.0,2.0,0.0,2.0
2024-04-22 13:00:00+00:00,0.0,2.0,0.0,2.0
2024-04-22 14:00:00+00:00,0.0,10.0,0.0,10.0
2024-04-22 15:00:00+00:00,0.0,2.0,0.0,2.0
2024-04-22 16:00:00+00:00,0.0,2.0,0.0,2.0
2024-04-22 17:00:00+00:00,0.0,2.0,0.0,2.0
2024-04-22 18:00:00+00:00,0.0,2.0,0.0,2.0
2024-04-22 19:00:00+00:00,0.0,50.0,0.0,50.0
2024-04-22 20:00:00+00:00,0.0,58.0,0.0,58.0
2024-04-22 21:00:00+00:00,0.0,127.0,0.0,127.0
2024-04-22 22:00:00+00:00,0.0,189.0,0.0,189.0
2024-04-22 23:00:00+00:00,0.0,231.0,0.0,231.0
2024-04-23 00:00:00+00:00,0.0,398.0,0.0,398.0
2024-04-23 01:00:00+00:00,0.0,559.0,0.0,559.0
2024-04-23 02:00:00+00:00,0.0,758.0,0.0,758.0
2024-04-23 03:00:00+00:00,0.0,1340.0,0.0,1340.0
2024-04-23 04:00:00+00:00,0.0,1513.0,0.0,1513.0
2024-04-23 05:00:00+00:00,0.0,1635.0,0.0,1635.0
2024-04-23 06:00:00+00:00,0.0,1884.0,0.0,1884.0
2024-04-23 07:00:00+00:00,0.0,2122.0,0.0,2122.0
2024-04-23 08:00:00+00:00,0.0,1920.0,0.0,1920.0
2024-04-23 09:00:00+00:00,0.0,1831.0,0.0,1831.0
2024-04-23 10:00:00+00:00,0.0,1814.0,0.0,1814.0
2024-04-23 11:00:00+00:00,0.0,1872.0,0.0,1872.0
2024-04-23 12:00:00+00:00,0.0,1904.0,0.0,1904.0
2024-04-23 13:00:00+00:00,0.0,1978.0,0.0,1978.0
2024-04-23 14:00:00+00:00,0.0,2041.0,0.0,2041.0
2024-04-23 15:00:00+00:00,0.0,1924.0,0.0,1924.0
2024-04-23 16:00:00+00:00,0.0,1947.0,0.0,1947.0
2024-04-23 17:00:00+00:00,0.0,1763.0,54.0,1817.0
2024-04-23 18:00:00+00:00,0.0,1504.0,70.0,1574.0
2024-04-23 19:00:00+00:00,0.0,1658.0,50.0,1708.0
2024-04-23 20:00:00+00:00,0.0,1563.0,72.0,1635.0
2024-04-23 21:00:00+00:00,0.0,1367.0,72.0,1439.0
2024-04-23 22:00:00+00:00,0.0,1330.0,68.0,1398.0
2024-04-23 23:00:00+00:00,0.0,1199.0,66.0,1265.0
2024-04-24 00:00:00+00:00,0.0,1095.0,62.0,1157.0
2024-04-24 01:00:00+00:00,0.0,1157.0,65.0,1222.0
2024-04-24 02:00:00+00:00,0.0,1436.0,62.0,1498.0
2024-04-24 03:00:00+00:00,0.0,1679.0,64.0,1743.0
2024-04-24 04:00:00+00:00,0.0,1652.0,81.0,1733.0
2024-04-24 05:00:00+00:00,0.0,1634.0,79.0,1713.0
2024-04-24 06:00:00+00:00,0.0,1855.0,89.0,1944.0
2024-04-24 07:00:00+00:00,0.0,1973.0,85.0,2058.0
2024-04-24 08:00:00+00:00,0.0,2089.0,60.0,2149.0
2024-04-24 09:00:00+00:00,0.0,1913.0,44.0,1957.0
2024-04-24 10:00:00+00:00,0.0,1864.0,46.0,1910.0
2024-04-24 11:00:00+00:00,0.0,1680.0,41.0,1721.0
2024-04-24 12:00:00+00:00,0.0,1750.0,44.0,1794.0
2024-04-24 13:00:00+00:00,0.0,1715.0,34.0,1749.0
2024-04-24 14:00:00+00:00,0.0,1738.0,37.0,1775.0
2024-04-24 15:00:00+00:00,0.0,1666.0,46.0,1712.0
2024-04-24 16:00:00+00:00,0.0,1679.0,34.0,1713.0
2024-04-24 17:00:00+00:00,0.0,1313.0,35.0,1348.0
2024-04-24 18:00:00+00:00,0.0,674.0,33.0,707.0
2024-04-24 19:00:00+00:00,0.0,627.0,39.0,666.0
2024-04-24 20:00:00+00:00,0.0,690.0,49.0,739.0
2024-04-24 21:00:00+00:00,0.0,697.0,63.0,760.0
2024-04-24 22:00:00+00:00,0.0,543.0,85.0,628.0
2024-04-24 23:00:00+00:00,0.0,618.0,82.0,700.0
2024-04-25 00:00:00+00:00,0.0,704.0,88.0,792.0
2024-04-25 01:00:00+00:00,0.0,937.0,79.0,1016.0
2024-04-25 02:00:00+00:00,0.0,1081.0,77.0,1158.0
2024-04-25 03:00:00+00:00,0.0,1714.0,86.0,1800.0
2024-04-25 04:00:00+00:00,0.0,1768.0,68.0,1836.0
2024-04-25 05:00:00+00:00,0.0,1802.0,63.0,1865.0
2024-04-25 06:00:00+00:00,0.0,1857.0,84.0,1941.0
2024-04-25 07:00:00+00:00,0.0,1643.0,59.0,1702.0
2024-04-25 08:00:00+00:00,0.0,1541.0,55.0,1596.0
2024-04-25 09:00:00+00:00,6.0,1392.0,73.0,1471.0
2024-04-25 10:00:00+00:00,0.0,1614.0,58.0,1672.0
2024-04-25 11:00:00+00:00,0.0,1777.0,52.0,1829.0
2024-04-25 12:00:00+00:00,0.0,1789.0,60.0,1849.0
2024-04-25 13:00:00+00:00,0.0,1651.0,64.0,1715.0
2024-04-25 14:00:00+00:00,0.0,1298.0,46.0,1344.0
2024-04-25 15:00:00+00:00,0.0,926.0,32.0,958.0
2024-04-25 16:00:00+00:00,0.0,1205.0,48.0,1253.0
2024-04-25 17:00:00+00:00,0.0,1114.0,43.0,1157.0
2024-04-25 18:00:00+00:00,0.0,849.0,33.0,882.0
2024-04-25 19:00:00+00:00,0.0,534.0,14.0,548.0
2024-04-25 20:00:00+00:00,0.0,540.0,4.0,544.0
2024-04-25 21:00:00+00:00,0.0,462.0,3.0,465.0
2024-04-25 22:00:00+00:00,0.0,487.0,0.0,487.0
2024-04-25 23:00:00+00:00,0.0,331.0,0.0,331.0
2024-04-26 00:00:00+00:00,0.0,160.0,0.0,160.0
2024-04-26 01:00:00+00:00,0.0,45.0,0.0,45.0
2024-04-26 02:00:00+00:00,0.0,160.0,0.0,160.0
2024-04-26 03:00:00+00:00,0.0,847.0,4.0,851.0
2024-04-26 04:00:00+00:00,0.0,1339.0,15.0,1354.0
2024-04-26 05:00:00+00:00,0.0,1526.0,11.0,1537.0
2024-04-26 06:00:00+00:00,0.0,1417.0,6.0,1423.0
2024-04-26 07:00:00+00:00,275.0,854.0,0.0,1129.0
2024-04-26 08:00:00+00:00,360.0,837.0,0.0,1197.0
2024-04-26 09:00:00+00:00,360.0,822.0,0.0,1182.0
2024-04-26 10:00:00+00:00,360.0,902.0,0.0,1262.0
2024-04-26 11:00:00+00:00,181.0,1497.0,0.0,1678.0
2024-04-26 12:00:00+00:00,46.0,1817.0,0.0,1863.0
2024-04-26 13:00:00+00:00,114.0,1722.0,0.0,1836.0
2024-04-26 14:00:00+00:00,165.0,1475.0,2.0,1642.0
2024-04-26 15:00:00+00:00,0.0,1687.0,15.0,1702.0
2024-04-26 16:00:00+00:00,0.0,1751.0,35.0,1786.0
2024-04-26 17:00:00+00:00,0.0,1604.0,26.0,1630.0
2024-04-26 18:00:00+00:00,0.0,1181.0,23.0,1204.0
2024-04-26 19:00:00+00:00,0.0,1273.0,26.0,1299.0
2024-04-26 20:00:00+00:00,0.0,1231.0,28.0,1259.0
2024-04-26 21:00:00+00:00,0.0,1049.0,21.0,1070.0
2024-04-26 22:00:00+00:00,0.0,906.0,17.0,923.0
2024-04-26 23:00:00+00:00,0.0,733.0,16.0,749.0
2024-04-27 00:00:00+00:00,0.0,652.0,21.0,673.0
2024-04-27 01:00:00+00:00,0.0,628.0,23.0,651.0
2024-04-27 02:00:00+00:00,0.0,488.0,16.0,504.0
2024-04-27 03:00:00+00:00,0.0,581.0,18.0,599.0
2024-04-27 04:00:00+00:00,0.0,824.0,21.0,845.0
2024-04-27 05:00:00+00:00,0.0,1020.0,25.0,1045.0
2024-04-27 06:00:00+00:00,0.0,939.0,23.0,962.0
2024-04-27 07:00:00+00:00,136.0,969.0,6.0,1111.0
2024-04-27 08:00:00+00:00,323.0,836.0,5.0,1164.0
2024-04-27 09:00:00+00:00,360.0,889.0,14.0,1263.0
2024-04-27 10:00:00+00:00,360.0,888.0,9.0,1257.0
2024-04-27 11:00:00+00:00,351.0,885.0,16.0,1252.0
2024-04-27 12:00:00+00:00,360.0,1027.0,16.0,1403.0
2024-04-27 13:00:00+00:00,347.0,1382.0,25.0,1754.0
2024-04-27 14:00:00+00:00,350.0,1386.0,22.0,1758.0
2024-04-27 15:00:00+00:00,196.0,1662.0,24.0,1882.0
2024-04-27 16:00:00+00:00,3.0,1771.0,28.0,1802.0
2024-04-27 17:00:00+00:00,0.0,1790.0,26.0,1816.0
2024-04-27 18:00:00+00:00,0.0,1520.0,27.0,1547.0
2024-04-27 19:00:00+00:00,0.0,1675.0,41.0,1716.0
2024-04-27 20:00:00+00:00,0.0,1406.0,23.0,1429.0
2024-04-27 21:00:00+00:00,0.0,1081.0,16.0,1097.0
2024-04-27 22:00:00+00:00,0.0,1055.0,2.0,1057.0
2024-04-27 23:00:00+00:00,46.0,652.0,0.0,698.0
2024-04-28 00:00:00+00:00,286.0,504.0,0.0,790.0
2024-04-28 01:00:00+00:00,359.0,504.0,0.0,863.0
2024-04-28 02:00:00+00:00,358.0,644.0,0.0,1002.0
2024-04-28 03:00:00+00:00,333.0,963.0,0.0,1296.0
2024-04-28 04:00:00+00:00,334.0,1354.0,0.0,1688.0
2024-04-28 05:00:00+00:00,358.0,1730.0,0.0,2088.0
2024-04-28 06:00:00+00:00,360.0,1697.0,1.0,2058.0
2024-04-28 07:00:00+00:00,360.0,1664.0,0.0,2024.0
2024-04-28 08:00:00+00:00,360.0,1613.0,0.0,1973.0
2024-04-28 09:00:00+00:00,360.0,1597.0,0.0,1957.0
2024-04-28 10:00:00+00:00,360.0,1444.0,0.0,1804.0
2024-04-28 11:00:00+00:00,360.0,1413.0,0.0,1773.0
2024-04-28 12:00:00+00:00,360.0,1588.0,0.0,1948.0
2024-04-28 13:00:00+00:00,359.0,1758.0,0.0,2117.0
2024-04-28 14:00:00+00:00,359.0,2011.0,1.0,2371.0
2024-04-28 15:00:00+00:00,359.0,2085.0,0.0,2444.0
2024-04-28 16:00:00+00:00,344.0,2136.0,11.0,2491.0
2024-04-28 17:00:00+00:00,134.0,1978.0,14.0,2126.0
2024-04-28 18:00:00+00:00,27.0,1882.0,12.0,1921.0
2024-04-28 19:00:00+00:00,307.0,1966.0,19.0,2292.0
2024-04-28 20:00:00+00:00,351.0,1778.0,6.0,2135.0
2024-04-28 21:00:00+00:00,291.0,1640.0,0.0,1931.0
2024-04-28 22:00:00+00:00,138.0,1422.0,0.0,1560.0
2024-04-28 23:00:00+00:00,121.0,1220.0,0.0,1341.0
2024-04-29 00:00:00+00:00,166.0,970.0,1.0,1137.0
2024-04-29 01:00:00+00:00,155.0,949.0,1.0,1105.0
2024-04-29 02:00:00+00:00,25.0,994.0,8.0,1027.0
2024-04-29 03:00:00+00:00,0.0,1541.0,19.0,1560.0
2024-04-29 04:00:00+00:00,0.0,1616.0,24.0,1640.0
2024-04-29 05:00:00+00:00,0.0,1535.0,25.0,1560.0
2024-04-29 06:00:00+00:00,0.0,1432.0,24.0,1456.0
2024-04-29 07:00:00+00:00,0.0,1654.0,23.0,1677.0
2024-04-29 08:00:00+00:00,82.0,1418.0,19.0,1519.0
2024-04-29 09:00:00+00:00,328.0,1073.0,14.0,1415.0
2024-04-29 10:00:00+00:00,250.0,1064.0,3.0,1317.0
2024-04-29 11:00:00+00:00,345.0,923.0,0.0,1268.0
2024-04-29 12:00:00+00:00,60.0,1185.0,5.0,1250.0
2024-04-29 13:00:00+00:00,7.0,1081.0,10.0,1098.0
2024-04-29 14:00:00+00:00,0.0,352.0,5.0,357.0
2024-04-29 15:00:00+00:00,0.0,60.0,1.0,61.0
2024-04-29 16:00:00+00:00,0.0,129.0,0.0,129.0
2024-04-29 17:00:00+00:00,0.0,181.0,0.0,181.0
2024-04-29 18:00:00+00:00,0.0,554.0,0.0,554.0
2024-04-29 19:00:00+00:00,0.0,1013.0,12.0,1025.0
2024-04-29 20:00:00+00:00,0.0,1136.0,13.0,1149.0
2024-04-29 21:00:00+00:00,0.0,845.0,8.0,853.0
2024-04-29 22:00:00+00:00,0.0,173.0,1.0,174.0
2024-04-29 23:00:00+00:00,0.0,3.0,0.0,3.0
2024-04-30 00:00:00+00:00,0.0,3.0,0.0,3.0
2024-04-30 01:00:00+00:00,0.0,26.0,0.0,26.0
