,AT,HR,IT,HU,sum
2023-01-01 00:00:00+00:00,535.25,7.0,0.0,502.5,1039.5
2023-01-01 01:00:00+00:00,459.0,130.0,0.0,508.75,1000.25
2023-01-01 02:00:00+00:00,357.75,128.0,0.0,466.0,855.75
2023-01-01 03:00:00+00:00,205.25,220.0,0.0,445.0,705.25
2023-01-01 04:00:00+00:00,197.75,158.0,0.0,444.0,681.25
2023-01-01 05:00:00+00:00,268.0,167.0,0.0,416.5,726.25
2023-01-01 06:00:00+00:00,208.0,353.0,0.0,429.5,725.75
2023-01-01 07:00:00+00:00,47.25,420.0,0.0,471.5,623.75
2023-01-01 08:00:00+00:00,69.25,295.0,0.0,467.25,610.25
2023-01-01 09:00:00+00:00,186.0,128.0,0.0,457.75,675.75
2023-01-01 10:00:00+00:00,160.0,169.0,0.0,483.25,685.5
2023-01-01 11:00:00+00:00,142.75,0.0,0.0,404.5,547.25
2023-01-01 12:00:00+00:00,166.75,0.0,0.0,336.0,502.75
2023-01-01 13:00:00+00:00,383.0,0.0,0.0,259.0,642.0
2023-01-01 14:00:00+00:00,454.75,0.0,0.0,167.25,622.0
2023-01-01 15:00:00+00:00,480.75,0.0,0.0,63.0,543.75
2023-01-01 16:00:00+00:00,457.75,0.0,0.0,15.75,473.5
2023-01-01 17:00:00+00:00,444.75,0.0,0.0,44.0,488.75
2023-01-01 18:00:00+00:00,521.75,0.0,0.0,6.75,528.5
2023-01-01 19:00:00+00:00,549.75,0.0,0.0,71.25,621.0
2023-01-01 20:00:00+00:00,531.0,0.0,0.0,134.5,665.5
2023-01-01 21:00:00+00:00,448.25,0.0,0.0,188.75,637.0
2023-01-01 22:00:00+00:00,474.75,0.0,0.0,205.25,680.0
2023-01-01 23:00:00+00:00,341.0,0.0,0.0,300.5,641.5
2023-01-02 00:00:00+00:00,146.5,0.0,0.0,356.25,502.75
2023-01-02 01:00:00+00:00,20.75,0.0,0.0,422.0,442.75
2023-01-02 02:00:00+00:00,0.0,0.0,0.0,405.0,405.0
2023-01-02 03:00:00+00:00,48.75,0.0,4.0,298.5,348.25
2023-01-02 04:00:00+00:00,124.5,0.0,0.0,263.0,387.5
2023-01-02 05:00:00+00:00,110.0,0.0,11.0,196.25,309.0
2023-01-02 06:00:00+00:00,33.0,0.0,0.0,149.5,182.5
2023-01-02 07:00:00+00:00,222.25,0.0,0.0,183.25,405.5
2023-01-02 08:00:00+00:00,307.5,0.0,0.0,214.75,522.25
2023-01-02 09:00:00+00:00,263.0,0.0,0.0,255.0,518.0
2023-01-02 10:00:00+00:00,327.25,0.0,0.0,239.5,566.75
2023-01-02 11:00:00+00:00,359.5,0.0,0.0,162.5,522.0
2023-01-02 12:00:00+00:00,373.75,0.0,0.0,109.75,483.5
2023-01-02 13:00:00+00:00,429.0,0.0,0.0,86.0,515.0
2023-01-02 14:00:00+00:00,538.25,0.0,0.0,43.0,581.25
2023-01-02 15:00:00+00:00,462.0,0.0,0.0,44.5,506.5
2023-01-02 16:00:00+00:00,665.0,0.0,0.0,21.5,686.5
2023-01-02 17:00:00+00:00,689.25,0.0,0.0,50.25,739.5
2023-01-02 18:00:00+00:00,780.5,0.0,0.0,62.25,842.75
2023-01-02 19:00:00+00:00,726.5,0.0,0.0,149.0,875.5
2023-01-02 20:00:00+00:00,755.0,0.0,0.0,224.5,979.5
2023-01-02 21:00:00+00:00,746.5,0.0,0.0,215.25,961.75
2023-01-02 22:00:00+00:00,632.75,0.0,0.0,316.25,949.0
2023-01-02 23:00:00+00:00,398.25,0.0,0.0,397.25,795.5
2023-01-03 00:00:00+00:00,266.5,0.0,0.0,412.0,678.5
2023-01-03 01:00:00+00:00,135.5,41.0,0.0,399.0,544.75
2023-01-03 02:00:00+00:00,176.75,56.0,0.0,386.5,577.25
2023-01-03 03:00:00+00:00,266.0,0.0,0.0,356.0,622.0
2023-01-03 04:00:00+00:00,475.0,0.0,0.0,334.25,809.25
2023-01-03 05:00:00+00:00,782.75,0.0,0.0,228.0,1010.75
2023-01-03 06:00:00+00:00,846.0,0.0,0.0,165.25,1011.25
2023-01-03 07:00:00+00:00,610.75,0.0,0.0,29.5,640.25
2023-01-03 08:00:00+00:00,386.0,0.0,0.0,70.5,456.5
2023-01-03 09:00:00+00:00,314.5,0.0,0.0,131.25,445.75
2023-01-03 10:00:00+00:00,450.25,0.0,0.0,213.25,663.5
2023-01-03 11:00:00+00:00,533.25,0.0,41.0,157.75,701.25
2023-01-03 12:00:00+00:00,632.25,0.0,21.0,144.0,781.5
2023-01-03 13:00:00+00:00,829.5,0.0,25.0,106.75,942.5
2023-01-03 14:00:00+00:00,1000.5,0.0,0.0,71.0,1071.5
2023-01-03 15:00:00+00:00,902.5,0.0,0.0,43.5,946.0
2023-01-03 16:00:00+00:00,870.5,0.0,0.0,98.5,969.0
2023-01-03 17:00:00+00:00,905.25,0.0,0.0,108.75,1014.0
2023-01-03 18:00:00+00:00,966.25,0.0,0.0,135.25,1101.5
2023-01-03 19:00:00+00:00,1039.0,0.0,0.0,250.0,1289.0
2023-01-03 20:00:00+00:00,898.25,0.0,0.0,328.75,1227.0
2023-01-03 21:00:00+00:00,723.5,0.0,0.0,404.25,1127.75
2023-01-03 22:00:00+00:00,587.75,0.0,0.0,403.0,990.75
2023-01-03 23:00:00+00:00,672.25,0.0,0.0,362.75,1035.0
2023-01-04 00:00:00+00:00,506.25,0.0,0.0,384.0,890.25
2023-01-04 01:00:00+00:00,426.25,67.0,0.0,371.25,814.25
2023-01-04 02:00:00+00:00,452.0,120.0,0.0,361.25,843.25
2023-01-04 03:00:00+00:00,498.75,70.0,0.0,341.25,857.5
2023-01-04 04:00:00+00:00,795.5,0.0,0.0,320.25,1115.75
2023-01-04 05:00:00+00:00,1024.75,18.0,0.0,253.0,1282.25
2023-01-04 06:00:00+00:00,878.75,48.0,0.0,188.25,1079.0
2023-01-04 07:00:00+00:00,806.5,95.0,0.0,204.0,1034.25
2023-01-04 08:00:00+00:00,811.0,114.0,0.0,255.75,1095.25
2023-01-04 09:00:00+00:00,728.75,182.0,0.0,313.75,1088.0
2023-01-04 10:00:00+00:00,710.0,54.0,0.0,340.0,1063.5
2023-01-04 11:00:00+00:00,768.5,12.0,0.0,357.25,1128.75
2023-01-04 12:00:00+00:00,529.25,10.0,0.0,307.5,839.25
2023-01-04 13:00:00+00:00,343.75,0.0,0.0,202.0,545.75
2023-01-04 14:00:00+00:00,140.75,0.0,0.0,95.75,236.5
2023-01-04 15:00:00+00:00,239.0,0.0,0.0,88.0,327.0
2023-01-04 16:00:00+00:00,637.5,0.0,0.0,156.75,794.25
2023-01-04 17:00:00+00:00,590.5,62.0,0.0,186.75,792.75
2023-01-04 18:00:00+00:00,780.5,0.0,0.0,171.0,951.5
2023-01-04 19:00:00+00:00,818.0,0.0,0.0,201.5,1019.5
2023-01-04 20:00:00+00:00,846.75,0.0,0.0,298.0,1144.75
2023-01-04 21:00:00+00:00,796.25,0.0,0.0,334.75,1131.0
2023-01-04 22:00:00+00:00,850.75,0.0,0.0,345.5,1196.25
2023-01-04 23:00:00+00:00,636.5,0.0,0.0,398.25,1034.75
2023-01-05 00:00:00+00:00,379.25,0.0,0.0,440.25,819.5
2023-01-05 01:00:00+00:00,241.75,0.0,0.0,423.25,665.0
2023-01-05 02:00:00+00:00,196.0,50.0,0.0,457.5,666.0
2023-01-05 03:00:00+00:00,226.25,0.0,0.0,430.25,656.5
2023-01-05 04:00:00+00:00,301.5,0.0,6.0,417.0,720.0
2023-01-05 05:00:00+00:00,397.75,0.0,0.0,305.25,703.0
2023-01-05 06:00:00+00:00,587.25,0.0,0.0,247.25,834.5
2023-01-05 07:00:00+00:00,637.5,66.0,0.0,281.0,935.0
2023-01-05 08:00:00+00:00,568.0,198.0,0.0,379.25,996.75
