,BE,DE,UK,NO,DK,sum
2024-01-01 00:00:00+00:00,902.0,1272.75,0.0,0.0,0.0,1498.25
2024-01-01 01:00:00+00:00,912.0,1325.25,0.0,0.0,0.0,1553.25
2024-01-01 02:00:00+00:00,923.0,1232.0,0.0,0.0,0.0,1462.75
2024-01-01 03:00:00+00:00,346.0,1021.75,0.0,0.0,0.0,1108.25
2024-01-01 04:00:00+00:00,114.0,1319.5,0.0,0.0,0.0,1348.0
2024-01-01 05:00:00+00:00,747.0,1251.5,0.0,0.0,0.0,1438.25
2024-01-01 06:00:00+00:00,502.0,1142.25,0.0,0.0,0.0,1267.75
2024-01-01 07:00:00+00:00,930.0,1304.25,0.0,0.0,0.0,1536.75
2024-01-01 08:00:00+00:00,506.0,1192.5,0.0,0.0,0.0,1319.0
2024-01-01 09:00:00+00:00,558.0,1178.0,0.0,0.0,0.0,1317.5
2024-01-01 10:00:00+00:00,533.0,1324.25,0.0,0.0,0.0,1457.5
2024-01-01 11:00:00+00:00,842.0,1107.25,0.0,0.0,0.0,1317.75
2024-01-01 12:00:00+00:00,1392.0,1026.25,0.0,0.0,0.0,1374.25
2024-01-01 13:00:00+00:00,1959.0,929.75,0.0,0.0,0.0,1419.5
2024-01-01 14:00:00+00:00,1673.0,1491.25,0.0,0.0,0.0,1909.5
2024-01-01 15:00:00+00:00,1714.0,1724.25,0.0,0.0,7.0,2154.5
2024-01-01 16:00:00+00:00,1150.0,1023.0,0.0,0.0,538.0,1445.0
2024-01-01 17:00:00+00:00,1723.0,2034.0,0.0,0.0,10.0,2467.25
2024-01-01 18:00:00+00:00,2404.0,1251.75,0.0,0.0,75.0,1871.5
2024-01-01 19:00:00+00:00,2504.0,1825.25,0.0,0.0,0.0,2451.25
2024-01-01 20:00:00+00:00,2518.0,1380.0,0.0,0.0,0.0,2009.5
2024-01-01 21:00:00+00:00,1956.0,1046.5,429.25,0.0,0.0,1964.75
2024-01-01 22:00:00+00:00,2377.0,1045.5,0.0,0.0,0.0,1639.75
2024-01-01 23:00:00+00:00,3206.0,845.0,601.5,0.0,0.0,2248.0
2024-01-02 00:00:00+00:00,3145.0,756.25,621.25,0.0,0.0,2163.75
2024-01-02 01:00:00+00:00,2947.0,554.5,709.75,0.0,0.0,2001.0
2024-01-02 02:00:00+00:00,2948.0,572.5,567.75,0.0,0.0,1877.25
2024-01-02 03:00:00+00:00,2764.0,687.5,538.75,0.0,0.0,1917.25
2024-01-02 04:00:00+00:00,2394.0,832.0,502.25,0.0,0.0,1932.75
2024-01-02 05:00:00+00:00,2618.0,1212.75,552.0,0.0,0.0,2419.25
2024-01-02 06:00:00+00:00,2308.0,1157.5,830.5,0.0,0.0,2565.0
2024-01-02 07:00:00+00:00,1870.0,849.75,661.5,0.0,273.0,2047.0
2024-01-02 08:00:00+00:00,2073.0,1008.0,0.0,13.0,673.0,1697.75
2024-01-02 09:00:00+00:00,2146.0,1417.25,0.0,325.0,667.0,2201.75
2024-01-02 10:00:00+00:00,2010.0,1408.75,0.0,591.0,494.0,2182.5
2024-01-02 11:00:00+00:00,1896.0,2012.25,0.0,617.0,671.0,2808.25
2024-01-02 12:00:00+00:00,2071.0,1724.5,0.0,536.0,517.0,2505.5
2024-01-02 13:00:00+00:00,2169.0,1200.75,0.0,589.0,456.0,2004.25
2024-01-02 14:00:00+00:00,1781.0,820.5,0.0,489.0,675.0,1556.75
2024-01-02 15:00:00+00:00,1494.0,968.0,0.0,602.0,695.0,1665.75
2024-01-02 16:00:00+00:00,1605.0,682.5,0.0,605.0,524.0,1366.0
2024-01-02 17:00:00+00:00,1469.0,1273.5,0.0,566.0,300.0,1857.25
2024-01-02 18:00:00+00:00,2160.0,1004.75,0.0,265.0,624.0,1767.0
2024-01-02 19:00:00+00:00,2526.0,1191.25,0.0,0.0,698.0,1997.25
2024-01-02 20:00:00+00:00,2537.0,1239.5,0.0,0.0,700.0,2048.75
2024-01-02 21:00:00+00:00,1821.0,1405.25,0.0,0.0,673.0,2028.75
2024-01-02 22:00:00+00:00,1001.0,1423.0,0.0,0.0,626.0,1829.75
2024-01-02 23:00:00+00:00,1941.0,1144.25,0.0,0.0,270.0,1697.0
