,PT,FR,sum
2023-01-06 20:00:00+00:00,710.0,0.0,710.0
2023-01-06 21:00:00+00:00,666.0,0.0,666.0
2023-01-06 22:00:00+00:00,562.0,0.0,562.0
2023-01-06 23:00:00+00:00,1714.0,0.0,1714.0
2023-01-07 00:00:00+00:00,2213.0,0.0,2213.0
2023-01-07 01:00:00+00:00,2039.0,0.0,2039.0
2023-01-07 02:00:00+00:00,2224.0,0.0,2224.0
2023-01-07 03:00:00+00:00,2325.0,0.0,2325.0
2023-01-07 04:00:00+00:00,2161.0,0.0,2161.0
2023-01-07 05:00:00+00:00,2166.0,0.0,2166.0
2023-01-07 06:00:00+00:00,2453.0,0.0,2453.0
2023-01-07 07:00:00+00:00,2602.0,0.0,2602.0
2023-01-07 08:00:00+00:00,2620.0,0.0,2620.0
2023-01-07 09:00:00+00:00,2310.0,0.0,2310.0
2023-01-07 10:00:00+00:00,1912.0,0.0,1912.0
2023-01-07 11:00:00+00:00,1425.0,0.0,1425.0
2023-01-07 12:00:00+00:00,975.0,0.0,975.0
2023-01-07 13:00:00+00:00,764.0,0.0,764.0
2023-01-07 14:00:00+00:00,448.0,0.0,448.0
2023-01-07 15:00:00+00:00,488.0,0.0,488.0
2023-01-07 16:00:00+00:00,1651.0,0.0,1651.0
2023-01-07 17:00:00+00:00,1810.0,0.0,1810.0
2023-01-07 18:00:00+00:00,2589.0,0.0,2589.0
2023-01-07 19:00:00+00:00,2523.0,0.0,2523.0
2023-01-07 20:00:00+00:00,2411.0,0.0,2411.0
2023-01-07 21:00:00+00:00,1421.0,0.0,1421.0
2023-01-07 22:00:00+00:00,994.0,0.0,994.0
2023-01-07 23:00:00+00:00,485.0,0.0,485.0
2023-01-08 00:00:00+00:00,716.0,0.0,716.0
2023-01-08 01:00:00+00:00,901.0,0.0,901.0
2023-01-08 02:00:00+00:00,1022.0,0.0,1022.0
2023-01-08 03:00:00+00:00,1206.0,0.0,1206.0
2023-01-08 04:00:00+00:00,1323.0,0.0,1323.0
2023-01-08 05:00:00+00:00,1552.0,0.0,1552.0
2023-01-08 06:00:00+00:00,1428.0,0.0,1428.0
2023-01-08 07:00:00+00:00,1488.0,0.0,1488.0
2023-01-08 08:00:00+00:00,2086.0,0.0,2086.0
2023-01-08 09:00:00+00:00,1961.0,0.0,1961.0
2023-01-08 10:00:00+00:00,1557.0,0.0,1557.0
2023-01-08 11:00:00+00:00,1345.0,0.0,1345.0
2023-01-08 12:00:00+00:00,984.0,0.0,984.0
2023-01-08 13:00:00+00:00,1004.0,0.0,1004.0
2023-01-08 14:00:00+00:00,949.0,0.0,949.0
2023-01-08 15:00:00+00:00,1294.0,0.0,1294.0
2023-01-08 16:00:00+00:00,1600.0,0.0,1600.0
2023-01-08 17:00:00+00:00,1633.0,0.0,1633.0
2023-01-08 18:00:00+00:00,1796.0,0.0,1796.0
2023-01-08 19:00:00+00:00,1536.0,0.0,1536.0
2023-01-08 20:00:00+00:00,1223.0,0.0,1223.0
2023-01-08 21:00:00+00:00,942.0,0.0,942.0
2023-01-08 22:00:00+00:00,485.0,0.0,485.0
2023-01-08 23:00:00+00:00,200.0,0.0,200.0
2023-01-09 00:00:00+00:00,114.0,0.0,114.0
2023-01-09 01:00:00+00:00,267.0,0.0,267.0
2023-01-09 02:00:00+00:00,358.0,0.0,358.0
2023-01-09 03:00:00+00:00,364.0,0.0,364.0
2023-01-09 04:00:00+00:00,615.0,0.0,615.0
2023-01-09 05:00:00+00:00,1287.0,0.0,1287.0
2023-01-09 06:00:00+00:00,1448.0,0.0,1448.0
2023-01-09 07:00:00+00:00,1810.0,0.0,1810.0
2023-01-09 08:00:00+00:00,1246.0,0.0,1246.0
2023-01-09 09:00:00+00:00,179.0,0.0,179.0
2023-01-09 10:00:00+00:00,35.0,0.0,35.0
2023-01-09 11:00:00+00:00,0.0,0.0,0.0
2023-01-09 12:00:00+00:00,0.0,0.0,0.0
2023-01-09 13:00:00+00:00,0.0,0.0,0.0
2023-01-09 14:00:00+00:00,0.0,0.0,0.0
2023-01-09 15:00:00+00:00,0.0,0.0,0.0
2023-01-09 16:00:00+00:00,0.0,0.0,0.0
2023-01-09 17:00:00+00:00,63.0,0.0,63.0
2023-01-09 18:00:00+00:00,25.0,0.0,25.0
2023-01-09 19:00:00+00:00,0.0,0.0,0.0
2023-01-09 20:00:00+00:00,0.0,0.0,0.0
2023-01-09 21:00:00+00:00,269.0,0.0,269.0
2023-01-09 22:00:00+00:00,313.0,0.0,313.0
2023-01-09 23:00:00+00:00,32.0,0.0,32.0
2023-01-10 00:00:00+00:00,0.0,0.0,0.0
2023-01-10 01:00:00+00:00,0.0,0.0,0.0
2023-01-10 02:00:00+00:00,0.0,0.0,0.0
2023-01-10 03:00:00+00:00,0.0,0.0,0.0
2023-01-10 04:00:00+00:00,0.0,0.0,0.0
2023-01-10 05:00:00+00:00,390.0,0.0,390.0
2023-01-10 06:00:00+00:00,1116.0,0.0,1116.0
2023-01-10 07:00:00+00:00,1415.0,0.0,1415.0
2023-01-10 08:00:00+00:00,1071.0,0.0,1071.0
2023-01-10 09:00:00+00:00,851.0,0.0,851.0
2023-01-10 10:00:00+00:00,469.0,0.0,469.0
2023-01-10 11:00:00+00:00,62.0,0.0,62.0
2023-01-10 12:00:00+00:00,0.0,0.0,0.0
2023-01-10 13:00:00+00:00,0.0,0.0,0.0
2023-01-10 14:00:00+00:00,0.0,0.0,0.0
2023-01-10 15:00:00+00:00,351.0,0.0,351.0
2023-01-10 16:00:00+00:00,1304.0,0.0,1304.0
2023-01-10 17:00:00+00:00,1929.0,0.0,1929.0
2023-01-10 18:00:00+00:00,1457.0,0.0,1457.0
2023-01-10 19:00:00+00:00,869.0,292.0,1161.0
2023-01-10 20:00:00+00:00,245.0,802.0,1047.0
2023-01-10 21:00:00+00:00,8.0,955.0,963.0
2023-01-10 22:00:00+00:00,0.0,1243.0,1243.0
2023-01-10 23:00:00+00:00,0.0,2516.0,2516.0
2023-01-11 00:00:00+00:00,0.0,2716.0,2716.0
2023-01-11 01:00:00+00:00,0.0,2783.0,2783.0
2023-01-11 02:00:00+00:00,0.0,2798.0,2798.0
2023-01-11 03:00:00+00:00,0.0,2869.0,2869.0
2023-01-11 04:00:00+00:00,0.0,2834.0,2834.0
2023-01-11 05:00:00+00:00,730.0,927.0,1657.0
2023-01-11 06:00:00+00:00,1408.0,0.0,1408.0
2023-01-11 07:00:00+00:00,2466.0,0.0,2466.0
2023-01-11 08:00:00+00:00,2025.0,0.0,2025.0
2023-01-11 09:00:00+00:00,1367.0,0.0,1367.0
2023-01-11 10:00:00+00:00,982.0,0.0,982.0
2023-01-11 11:00:00+00:00,402.0,0.0,402.0
2023-01-11 12:00:00+00:00,0.0,0.0,0.0
2023-01-11 13:00:00+00:00,0.0,0.0,0.0
2023-01-11 14:00:00+00:00,0.0,0.0,0.0
2023-01-11 15:00:00+00:00,0.0,0.0,0.0
2023-01-11 16:00:00+00:00,626.0,0.0,626.0
2023-01-11 17:00:00+00:00,830.0,203.0,1033.0
2023-01-11 18:00:00+00:00,255.0,1432.0,1687.0
2023-01-11 19:00:00+00:00,16.0,2604.0,2620.0
2023-01-11 20:00:00+00:00,0.0,2699.0,2699.0
2023-01-11 21:00:00+00:00,0.0,2229.0,2229.0
2023-01-11 22:00:00+00:00,0.0,2336.0,2336.0
2023-01-11 23:00:00+00:00,0.0,2664.0,2664.0
2023-01-12 00:00:00+00:00,0.0,2792.0,2792.0
2023-01-12 01:00:00+00:00,0.0,2724.0,2724.0
2023-01-12 02:00:00+00:00,0.0,2807.0,2807.0
2023-01-12 03:00:00+00:00,0.0,2784.0,2784.0
2023-01-12 04:00:00+00:00,0.0,2734.0,2734.0
2023-01-12 05:00:00+00:00,79.0,1815.0,1894.0
2023-01-12 06:00:00+00:00,622.0,621.0,1243.0
2023-01-12 07:00:00+00:00,483.0,1227.0,1710.0
2023-01-12 08:00:00+00:00,255.0,1021.0,1276.0
2023-01-12 09:00:00+00:00,261.0,194.0,455.0
2023-01-12 10:00:00+00:00,72.0,0.0,72.0
2023-01-12 11:00:00+00:00,0.0,0.0,0.0
2023-01-12 12:00:00+00:00,0.0,0.0,0.0
2023-01-12 13:00:00+00:00,0.0,0.0,0.0
2023-01-12 14:00:00+00:00,0.0,0.0,0.0
2023-01-12 15:00:00+00:00,0.0,0.0,0.0
2023-01-12 16:00:00+00:00,669.0,0.0,669.0
2023-01-12 17:00:00+00:00,800.0,975.0,1775.0
2023-01-12 18:00:00+00:00,657.0,2049.0,2706.0
2023-01-12 19:00:00+00:00,421.0,2552.0,2973.0
2023-01-12 20:00:00+00:00,422.0,2468.0,2890.0
2023-01-12 21:00:00+00:00,74.0,2263.0,2337.0
2023-01-12 22:00:00+00:00,0.0,1952.0,1952.0
2023-01-12 23:00:00+00:00,0.0,2206.0,2206.0
2023-01-13 00:00:00+00:00,0.0,2638.0,2638.0
2023-01-13 01:00:00+00:00,0.0,2670.0,2670.0
2023-01-13 02:00:00+00:00,0.0,2780.0,2780.0
2023-01-13 03:00:00+00:00,0.0,2646.0,2646.0
2023-01-13 04:00:00+00:00,0.0,2638.0,2638.0
2023-01-13 05:00:00+00:00,0.0,1393.0,1393.0
2023-01-13 06:00:00+00:00,318.0,167.0,485.0
2023-01-13 07:00:00+00:00,909.0,0.0,909.0
2023-01-13 08:00:00+00:00,1238.0,0.0,1238.0
2023-01-13 09:00:00+00:00,318.0,0.0,318.0
2023-01-13 10:00:00+00:00,105.0,0.0,105.0
2023-01-13 11:00:00+00:00,26.0,0.0,26.0
2023-01-13 12:00:00+00:00,0.0,0.0,0.0
2023-01-13 13:00:00+00:00,0.0,0.0,0.0
2023-01-13 14:00:00+00:00,0.0,0.0,0.0
2023-01-13 15:00:00+00:00,0.0,0.0,0.0
2023-01-13 16:00:00+00:00,0.0,0.0,0.0
2023-01-13 17:00:00+00:00,360.0,1513.0,1873.0
2023-01-13 18:00:00+00:00,327.0,2302.0,2629.0
2023-01-13 19:00:00+00:00,226.0,2491.0,2717.0
2023-01-13 20:00:00+00:00,395.0,2575.0,2970.0
2023-01-13 21:00:00+00:00,651.0,1584.0,2235.0
2023-01-13 22:00:00+00:00,211.0,223.0,434.0
2023-01-13 23:00:00+00:00,1202.0,0.0,1202.0
2023-01-14 00:00:00+00:00,1966.0,0.0,1966.0
2023-01-14 01:00:00+00:00,1867.0,0.0,1867.0
2023-01-14 02:00:00+00:00,1499.0,0.0,1499.0
2023-01-14 03:00:00+00:00,655.0,0.0,655.0
2023-01-14 04:00:00+00:00,908.0,0.0,908.0
2023-01-14 05:00:00+00:00,942.0,0.0,942.0
2023-01-14 06:00:00+00:00,1479.0,0.0,1479.0
2023-01-14 07:00:00+00:00,1776.0,0.0,1776.0
2023-01-14 08:00:00+00:00,1845.0,0.0,1845.0
2023-01-14 09:00:00+00:00,903.0,0.0,903.0
2023-01-14 10:00:00+00:00,180.0,0.0,180.0
2023-01-14 11:00:00+00:00,300.0,0.0,300.0
2023-01-14 12:00:00+00:00,178.0,0.0,178.0
2023-01-14 13:00:00+00:00,59.0,0.0,59.0
2023-01-14 14:00:00+00:00,5.0,0.0,5.0
2023-01-14 15:00:00+00:00,5.0,0.0,5.0
2023-01-14 16:00:00+00:00,409.0,0.0,409.0
2023-01-14 17:00:00+00:00,326.0,0.0,326.0
2023-01-14 18:00:00+00:00,330.0,0.0,330.0
2023-01-14 19:00:00+00:00,111.0,0.0,111.0
2023-01-14 20:00:00+00:00,0.0,325.0,325.0
2023-01-14 21:00:00+00:00,70.0,59.0,129.0
2023-01-14 22:00:00+00:00,13.0,0.0,13.0
2023-01-14 23:00:00+00:00,0.0,0.0,0.0
2023-01-15 00:00:00+00:00,0.0,284.0,284.0
2023-01-15 01:00:00+00:00,0.0,9.0,9.0
2023-01-15 02:00:00+00:00,0.0,539.0,539.0
2023-01-15 03:00:00+00:00,0.0,1606.0,1606.0
2023-01-15 04:00:00+00:00,0.0,1064.0,1064.0
2023-01-15 05:00:00+00:00,0.0,1520.0,1520.0
2023-01-15 06:00:00+00:00,0.0,1244.0,1244.0
2023-01-15 07:00:00+00:00,0.0,228.0,228.0
2023-01-15 08:00:00+00:00,0.0,0.0,0.0
2023-01-15 09:00:00+00:00,272.0,0.0,272.0
2023-01-15 10:00:00+00:00,105.0,0.0,105.0
2023-01-15 11:00:00+00:00,0.0,0.0,0.0
2023-01-15 12:00:00+00:00,0.0,0.0,0.0
2023-01-15 13:00:00+00:00,0.0,0.0,0.0
2023-01-15 14:00:00+00:00,0.0,0.0,0.0
2023-01-15 15:00:00+00:00,0.0,0.0,0.0
2023-01-15 16:00:00+00:00,590.0,0.0,590.0
2023-01-15 17:00:00+00:00,995.0,0.0,995.0
2023-01-15 18:00:00+00:00,749.0,0.0,749.0
2023-01-15 19:00:00+00:00,1149.0,0.0,1149.0
2023-01-15 20:00:00+00:00,1006.0,0.0,1006.0
2023-01-15 21:00:00+00:00,952.0,0.0,952.0
2023-01-15 22:00:00+00:00,1007.0,0.0,1007.0
2023-01-15 23:00:00+00:00,509.0,0.0,509.0
2023-01-16 00:00:00+00:00,433.0,0.0,433.0
2023-01-16 01:00:00+00:00,342.0,0.0,342.0
2023-01-16 02:00:00+00:00,85.0,0.0,85.0
2023-01-16 03:00:00+00:00,490.0,0.0,490.0
2023-01-16 04:00:00+00:00,664.0,0.0,664.0
2023-01-16 05:00:00+00:00,1278.0,0.0,1278.0
2023-01-16 06:00:00+00:00,1704.0,0.0,1704.0
2023-01-16 07:00:00+00:00,1741.0,0.0,1741.0
2023-01-16 08:00:00+00:00,1082.0,0.0,1082.0
2023-01-16 09:00:00+00:00,672.0,0.0,672.0
2023-01-16 10:00:00+00:00,220.0,0.0,220.0
2023-01-16 11:00:00+00:00,21.0,0.0,21.0
2023-01-16 12:00:00+00:00,0.0,0.0,0.0
2023-01-16 13:00:00+00:00,0.0,0.0,0.0
2023-01-16 14:00:00+00:00,180.0,0.0,180.0
2023-01-16 15:00:00+00:00,592.0,0.0,592.0
2023-01-16 16:00:00+00:00,681.0,0.0,681.0
2023-01-16 17:00:00+00:00,1185.0,0.0,1185.0
2023-01-16 18:00:00+00:00,881.0,0.0,881.0
2023-01-16 19:00:00+00:00,1133.0,0.0,1133.0
2023-01-16 20:00:00+00:00,1056.0,0.0,1056.0
2023-01-16 21:00:00+00:00,1017.0,0.0,1017.0
2023-01-16 22:00:00+00:00,989.0,0.0,989.0
2023-01-16 23:00:00+00:00,895.0,0.0,895.0
2023-01-17 00:00:00+00:00,1166.0,0.0,1166.0
2023-01-17 01:00:00+00:00,2000.0,0.0,2000.0
2023-01-17 02:00:00+00:00,1605.0,0.0,1605.0
2023-01-17 03:00:00+00:00,1159.0,0.0,1159.0
2023-01-17 04:00:00+00:00,1552.0,0.0,1552.0
2023-01-17 05:00:00+00:00,2325.0,0.0,2325.0
2023-01-17 06:00:00+00:00,2149.0,0.0,2149.0
2023-01-17 07:00:00+00:00,1933.0,0.0,1933.0
2023-01-17 08:00:00+00:00,2204.0,0.0,2204.0
2023-01-17 09:00:00+00:00,2672.0,0.0,2672.0
2023-01-17 10:00:00+00:00,2173.0,0.0,2173.0
2023-01-17 11:00:00+00:00,1492.0,0.0,1492.0
2023-01-17 12:00:00+00:00,1535.0,0.0,1535.0
2023-01-17 13:00:00+00:00,1445.0,0.0,1445.0
2023-01-17 14:00:00+00:00,1102.0,0.0,1102.0
2023-01-17 15:00:00+00:00,1291.0,0.0,1291.0
2023-01-17 16:00:00+00:00,1871.0,0.0,1871.0
2023-01-17 17:00:00+00:00,2283.0,0.0,2283.0
2023-01-17 18:00:00+00:00,2265.0,0.0,2265.0
2023-01-17 19:00:00+00:00,1994.0,0.0,1994.0
2023-01-17 20:00:00+00:00,1890.0,0.0,1890.0
2023-01-17 21:00:00+00:00,1827.0,0.0,1827.0
2023-01-17 22:00:00+00:00,1407.0,0.0,1407.0
2023-01-17 23:00:00+00:00,1549.0,0.0,1549.0
2023-01-18 00:00:00+00:00,1597.0,0.0,1597.0
2023-01-18 01:00:00+00:00,1530.0,0.0,1530.0
2023-01-18 02:00:00+00:00,1389.0,0.0,1389.0
2023-01-18 03:00:00+00:00,1402.0,0.0,1402.0
2023-01-18 04:00:00+00:00,1720.0,0.0,1720.0
2023-01-18 05:00:00+00:00,1928.0,0.0,1928.0
2023-01-18 06:00:00+00:00,2463.0,0.0,2463.0
2023-01-18 07:00:00+00:00,2876.0,0.0,2876.0
2023-01-18 08:00:00+00:00,2560.0,0.0,2560.0
2023-01-18 09:00:00+00:00,1724.0,0.0,1724.0
2023-01-18 10:00:00+00:00,1668.0,0.0,1668.0
2023-01-18 11:00:00+00:00,1598.0,0.0,1598.0
2023-01-18 12:00:00+00:00,1344.0,0.0,1344.0
2023-01-18 13:00:00+00:00,1556.0,0.0,1556.0
2023-01-18 14:00:00+00:00,1379.0,0.0,1379.0
2023-01-18 15:00:00+00:00,1390.0,0.0,1390.0
2023-01-18 16:00:00+00:00,1392.0,0.0,1392.0
2023-01-18 17:00:00+00:00,2132.0,0.0,2132.0
2023-01-18 18:00:00+00:00,1493.0,0.0,1493.0
2023-01-18 19:00:00+00:00,1168.0,0.0,1168.0
2023-01-18 20:00:00+00:00,1307.0,0.0,1307.0
2023-01-18 21:00:00+00:00,1151.0,0.0,1151.0
2023-01-18 22:00:00+00:00,851.0,0.0,851.0
2023-01-18 23:00:00+00:00,547.0,0.0,547.0
2023-01-19 00:00:00+00:00,167.0,0.0,167.0
2023-01-19 01:00:00+00:00,10.0,0.0,10.0
2023-01-19 02:00:00+00:00,0.0,0.0,0.0
2023-01-19 03:00:00+00:00,0.0,0.0,0.0
2023-01-19 04:00:00+00:00,0.0,0.0,0.0
2023-01-19 05:00:00+00:00,243.0,0.0,243.0
2023-01-19 06:00:00+00:00,1285.0,0.0,1285.0
2023-01-19 07:00:00+00:00,2076.0,0.0,2076.0
2023-01-19 08:00:00+00:00,1344.0,0.0,1344.0
2023-01-19 09:00:00+00:00,243.0,0.0,243.0
2023-01-19 10:00:00+00:00,0.0,0.0,0.0
2023-01-19 11:00:00+00:00,0.0,0.0,0.0
2023-01-19 12:00:00+00:00,0.0,0.0,0.0
2023-01-19 13:00:00+00:00,0.0,0.0,0.0
2023-01-19 14:00:00+00:00,0.0,0.0,0.0
2023-01-19 15:00:00+00:00,0.0,0.0,0.0
2023-01-19 16:00:00+00:00,0.0,0.0,0.0
2023-01-19 17:00:00+00:00,654.0,0.0,654.0
2023-01-19 18:00:00+00:00,1135.0,0.0,1135.0
2023-01-19 19:00:00+00:00,1242.0,0.0,1242.0
2023-01-19 20:00:00+00:00,1380.0,0.0,1380.0
2023-01-19 21:00:00+00:00,1159.0,0.0,1159.0
2023-01-19 22:00:00+00:00,1007.0,0.0,1007.0
2023-01-19 23:00:00+00:00,290.0,0.0,290.0
2023-01-20 00:00:00+00:00,5.0,0.0,5.0
2023-01-20 01:00:00+00:00,0.0,0.0,0.0
2023-01-20 02:00:00+00:00,0.0,0.0,0.0
2023-01-20 03:00:00+00:00,0.0,0.0,0.0
2023-01-20 04:00:00+00:00,201.0,0.0,201.0
2023-01-20 05:00:00+00:00,387.0,0.0,387.0
2023-01-20 06:00:00+00:00,647.0,0.0,647.0
2023-01-20 07:00:00+00:00,993.0,0.0,993.0
