,DK,FI,DE,SE,NL,UK,sum
2024-01-01 00:00:00+00:00,1638.0,0.0,1401.25,2086.0,648.0,0.0,2494.25
2024-01-01 01:00:00+00:00,1638.0,0.0,1401.5,2128.0,648.0,435.0,2613.75
2024-01-01 02:00:00+00:00,1638.0,0.0,1401.25,2193.0,648.0,884.0,2742.0
2024-01-01 03:00:00+00:00,1343.0,0.0,1401.25,2024.0,648.0,1316.0,2734.0
2024-01-01 04:00:00+00:00,1234.0,0.0,1401.25,1683.0,647.0,1397.0,2641.5
2024-01-01 05:00:00+00:00,1248.0,0.0,1401.25,1592.0,619.0,1400.0,2616.0
2024-01-01 06:00:00+00:00,1478.0,0.0,1401.0,1580.0,533.0,1400.0,2648.75
2024-01-01 07:00:00+00:00,1620.0,0.0,1401.25,1761.0,649.0,1389.0,2756.0
2024-01-01 08:00:00+00:00,1639.0,0.0,1401.25,2024.0,649.0,1142.0,2764.75
2024-01-01 09:00:00+00:00,1639.0,0.0,1401.75,2055.0,649.0,700.0,2662.5
2024-01-01 10:00:00+00:00,1635.0,0.0,1401.25,2052.0,649.0,257.0,2549.5
2024-01-01 11:00:00+00:00,1579.0,0.0,1401.75,1608.0,649.0,0.0,2360.75
2024-01-01 12:00:00+00:00,1634.0,0.0,1401.75,1808.0,649.0,0.0,2424.5
2024-01-01 13:00:00+00:00,1638.0,0.0,1401.5,1585.0,649.0,0.0,2369.5
2024-01-01 14:00:00+00:00,1603.0,0.0,1401.25,1661.0,634.0,0.0,2375.75
2024-01-01 15:00:00+00:00,1317.0,0.0,1401.75,1405.0,306.0,0.0,2158.75
2024-01-01 16:00:00+00:00,997.0,0.0,1401.25,982.0,0.0,0.0,1896.0
2024-01-01 17:00:00+00:00,1226.0,0.0,1401.25,1474.0,14.0,0.0,2079.75
2024-01-01 18:00:00+00:00,1222.0,0.0,1401.0,1844.0,311.0,0.0,2245.25
2024-01-01 19:00:00+00:00,1609.0,0.0,1401.5,2125.0,626.0,0.0,2491.5
2024-01-01 20:00:00+00:00,1638.0,0.0,1401.75,2486.0,648.0,0.0,2594.75
2024-01-01 21:00:00+00:00,1638.0,0.0,1401.25,2209.0,648.0,0.0,2525.0
2024-01-01 22:00:00+00:00,1638.0,0.0,1401.25,1921.0,648.0,400.0,2553.0
2024-01-01 23:00:00+00:00,1638.0,0.0,1401.0,1570.0,648.0,849.0,2577.25
2024-01-02 00:00:00+00:00,1638.0,0.0,1401.0,1275.0,648.0,1283.0,2612.0
2024-01-02 01:00:00+00:00,1638.0,0.0,1401.25,1172.0,648.0,1396.0,2614.75
2024-01-02 02:00:00+00:00,1637.0,0.0,1401.0,1284.0,648.0,1400.0,2643.25
2024-01-02 03:00:00+00:00,1637.0,0.0,1401.0,1411.0,648.0,1400.0,2675.0
2024-01-02 04:00:00+00:00,1638.0,0.0,1401.5,1108.0,648.0,1380.0,2595.0
2024-01-02 05:00:00+00:00,1637.0,0.0,1382.25,1393.0,648.0,948.0,2538.75
2024-01-02 06:00:00+00:00,1593.0,0.0,954.5,1437.0,628.0,498.0,1993.5
2024-01-02 07:00:00+00:00,1172.0,0.0,576.75,1137.0,300.0,49.0,1241.25
2024-01-02 08:00:00+00:00,745.0,0.0,553.5,902.0,0.0,0.0,965.25
2024-01-02 09:00:00+00:00,343.0,0.0,24.25,774.0,0.0,0.0,303.5
2024-01-02 10:00:00+00:00,29.0,0.0,0.0,1047.0,0.0,0.0,269.0
2024-01-02 11:00:00+00:00,101.0,0.0,0.0,759.0,0.0,0.0,215.0
2024-01-02 12:00:00+00:00,318.0,0.0,0.0,638.0,0.0,0.0,239.0
2024-01-02 13:00:00+00:00,326.0,0.0,0.0,662.0,0.0,0.0,247.0
2024-01-02 14:00:00+00:00,598.0,0.0,0.0,188.0,0.0,0.0,196.5
2024-01-02 15:00:00+00:00,628.0,0.0,0.0,115.0,0.0,0.0,185.75
2024-01-02 16:00:00+00:00,629.0,0.0,155.75,0.0,0.0,0.0,313.0
2024-01-02 17:00:00+00:00,1252.0,0.0,600.0,544.0,0.0,0.0,1049.0
2024-01-02 18:00:00+00:00,1617.0,8.0,1174.5,1504.0,0.0,0.0,1956.75
2024-01-02 19:00:00+00:00,1638.0,5.0,1392.5,2041.0,11.0,0.0,2316.25
2024-01-02 20:00:00+00:00,1638.0,0.0,1401.5,2266.0,264.0,0.0,2443.5
2024-01-02 21:00:00+00:00,1639.0,0.0,1401.5,2212.0,557.0,0.0,2503.5
2024-01-02 22:00:00+00:00,1639.0,0.0,1401.25,2098.0,635.0,0.0,2494.25
2024-01-02 23:00:00+00:00,1638.0,0.0,1401.75,2396.0,349.0,0.0,2497.5
2024-01-03 00:00:00+00:00,1638.0,0.0,1401.5,2391.0,645.0,0.0,2570.0
2024-01-03 01:00:00+00:00,1638.0,0.0,1401.5,2090.0,585.0,0.0,2479.75
2024-01-03 02:00:00+00:00,1638.0,0.0,1401.5,2188.0,648.0,0.0,2520.0
2024-01-03 03:00:00+00:00,1638.0,0.0,1401.5,2133.0,648.0,0.0,2506.25
2024-01-03 04:00:00+00:00,1638.0,0.0,1401.5,1972.0,648.0,0.0,2466.0
2024-01-03 05:00:00+00:00,1639.0,0.0,1401.25,1828.0,648.0,0.0,2430.0
2024-01-03 06:00:00+00:00,1637.0,0.0,1401.75,1466.0,634.0,0.0,2336.0
2024-01-03 07:00:00+00:00,1631.0,0.0,1401.0,1546.0,305.0,0.0,2271.5
2024-01-03 08:00:00+00:00,1525.0,0.0,1401.25,1019.0,0.0,0.0,2037.25
2024-01-03 09:00:00+00:00,1319.0,0.0,1401.5,1109.0,0.0,0.0,2008.5
2024-01-03 10:00:00+00:00,1502.0,0.0,1401.5,1462.0,0.0,0.0,2142.5
2024-01-03 11:00:00+00:00,1507.0,0.0,1401.25,1302.0,9.0,0.0,2105.75
