,AT,BE,CZ,DK,FR,LU,NL,NO,PL,SE,CH,sum
2022-01-01 00:00:00+00:00,611.0,0.0,1088.0,0.0,1.0,0.0,425.5,0.0,29.0,30.0,0.0,1323.5
2022-01-01 01:00:00+00:00,644.0,245.0,1116.0,0.0,0.0,0.0,281.75,0.0,77.0,46.0,0.0,1480.5
2022-01-01 02:00:00+00:00,728.25,0.0,1208.0,0.0,0.0,0.0,849.25,0.0,254.0,473.0,0.0,2061.25
2022-01-01 03:00:00+00:00,715.75,427.25,1182.0,7.25,117.0,0.0,1067.75,0.0,277.0,94.0,0.0,2635.5
2022-01-01 04:00:00+00:00,707.25,542.5,1207.0,2.75,239.0,0.0,1323.0,0.0,331.0,0.0,0.0,3019.75
2022-01-01 05:00:00+00:00,768.75,482.5,1409.0,0.0,312.0,0.0,1312.0,0.0,346.0,0.0,0.0,3080.0
2022-01-01 06:00:00+00:00,988.25,597.75,1782.0,0.0,504.0,0.0,1253.0,0.0,481.0,0.0,0.0,3530.75
2022-01-01 07:00:00+00:00,953.0,667.0,1646.0,0.0,1147.0,0.0,1384.75,0.0,476.0,0.0,0.0,3822.0
2022-01-01 08:00:00+00:00,867.5,450.0,1521.0,0.0,1579.0,0.0,1922.75,0.0,424.0,0.0,0.0,4121.25
2022-01-01 09:00:00+00:00,706.25,984.5,1044.0,55.0,2112.0,0.0,1886.5,0.0,11.0,0.0,0.0,4424.0
2022-01-01 10:00:00+00:00,648.5,997.0,904.0,0.0,2681.0,0.0,2352.75,0.0,4.0,0.0,0.0,4895.5
2022-01-01 11:00:00+00:00,554.5,962.75,975.0,0.0,2122.0,0.0,1981.25,0.0,130.0,0.0,0.0,4305.25
2022-01-01 12:00:00+00:00,673.75,930.75,858.0,0.0,2302.0,0.0,2377.75,0.0,55.0,0.0,0.0,4786.0
2022-01-01 13:00:00+00:00,525.5,892.25,695.0,0.75,2872.0,0.0,2262.0,0.0,1.0,0.0,0.0,4572.5
2022-01-01 14:00:00+00:00,465.0,997.0,598.0,96.25,3443.0,0.0,1848.75,0.0,0.0,0.0,0.0,4417.25
2022-01-01 15:00:00+00:00,463.25,996.75,662.0,642.75,3295.0,0.0,1457.75,0.0,0.0,0.0,0.0,4549.75
2022-01-01 16:00:00+00:00,510.0,724.75,841.0,503.0,2782.0,0.0,1491.75,0.0,0.0,0.0,0.0,4135.25
2022-01-01 17:00:00+00:00,443.5,289.75,835.0,454.5,1861.0,0.0,976.5,0.0,0.0,0.0,0.0,2838.25
2022-01-01 18:00:00+00:00,403.5,0.0,902.0,175.5,1268.0,0.0,1129.75,0.0,0.0,0.0,0.0,2251.25
2022-01-01 19:00:00+00:00,369.0,0.0,852.0,110.25,1081.0,0.0,969.5,0.0,0.0,0.0,0.0,1932.0
2022-01-01 20:00:00+00:00,356.5,132.5,859.0,603.25,1309.0,0.0,1081.25,0.0,0.0,0.0,0.0,2715.5
2022-01-01 21:00:00+00:00,412.5,0.0,999.0,706.25,824.0,0.0,748.25,0.0,0.0,231.0,0.0,2380.5
2022-01-01 22:00:00+00:00,274.75,3.25,829.0,767.75,747.0,0.0,1160.75,0.0,0.0,465.0,0.0,2716.75
2022-01-01 23:00:00+00:00,191.75,249.25,860.0,642.5,831.0,0.0,1750.5,0.0,0.0,550.0,0.0,3394.25
2022-01-02 00:00:00+00:00,167.25,508.5,932.0,667.5,544.0,0.0,1419.5,0.0,0.0,604.0,0.0,3282.75
2022-01-02 01:00:00+00:00,128.0,591.75,719.0,616.0,755.0,0.0,1645.0,0.0,0.0,604.0,0.0,3500.25
2022-01-02 02:00:00+00:00,114.25,240.25,624.0,84.0,832.0,0.0,1686.0,0.0,0.0,372.0,0.0,2581.5
2022-01-02 03:00:00+00:00,191.25,578.0,599.0,399.0,1466.0,0.0,1994.0,0.0,0.0,39.0,0.0,3688.25
2022-01-02 04:00:00+00:00,185.75,767.5,611.0,168.5,1768.0,0.0,2284.25,0.0,0.0,0.0,0.0,4000.75
2022-01-02 05:00:00+00:00,182.5,801.25,617.0,12.5,1712.0,0.0,2302.25,0.0,0.0,0.0,0.0,3880.75
2022-01-02 06:00:00+00:00,179.75,584.0,623.0,95.5,1425.0,0.0,1997.75,0.0,0.0,0.0,0.0,3369.0
2022-01-02 07:00:00+00:00,116.5,815.75,548.0,32.5,1389.0,0.0,1444.75,0.0,0.0,0.0,0.0,2893.75
2022-01-02 08:00:00+00:00,84.25,767.75,479.0,41.75,1466.0,0.0,1074.75,0.0,0.0,0.0,0.0,2454.75
2022-01-02 09:00:00+00:00,74.0,214.25,221.0,0.0,1333.0,0.0,983.0,0.0,0.0,0.0,0.0,1659.75
