,AT,HR,IT,HU,sum
2022-01-08 05:00:00+00:00,375.75,717.0,0.0,0.0,555.0
2022-01-08 06:00:00+00:00,432.0,494.0,0.0,0.0,555.5
2022-01-08 07:00:00+00:00,401.75,253.0,0.0,0.0,465.0
2022-01-08 08:00:00+00:00,523.75,243.0,0.0,0.0,584.5
2022-01-08 09:00:00+00:00,419.5,111.0,0.0,0.0,447.25
2022-01-08 10:00:00+00:00,544.75,71.0,0.0,0.0,562.5
2022-01-08 11:00:00+00:00,594.75,66.0,0.0,0.0,611.25
2022-01-08 12:00:00+00:00,667.0,0.0,0.0,0.0,667.0
2022-01-08 13:00:00+00:00,668.25,37.0,0.0,0.0,677.5
2022-01-08 14:00:00+00:00,606.5,91.0,0.0,0.0,629.25
2022-01-08 15:00:00+00:00,611.0,0.0,0.0,0.0,611.0
2022-01-08 16:00:00+00:00,762.25,0.0,0.0,0.0,762.25
2022-01-08 17:00:00+00:00,808.0,0.0,0.0,0.0,808.0
2022-01-08 18:00:00+00:00,638.25,79.0,0.0,0.0,658.0
2022-01-08 19:00:00+00:00,792.5,142.0,0.0,0.0,828.0
2022-01-08 20:00:00+00:00,798.0,236.0,0.0,0.0,857.0
2022-01-08 21:00:00+00:00,645.0,485.0,0.0,0.0,766.25
2022-01-08 22:00:00+00:00,557.0,785.0,0.0,0.0,753.25
2022-01-08 23:00:00+00:00,738.5,435.0,0.0,0.0,847.25
2022-01-09 00:00:00+00:00,639.5,503.0,0.0,0.0,765.25
2022-01-09 01:00:00+00:00,314.5,449.0,0.0,0.0,426.75
2022-01-09 02:00:00+00:00,729.0,350.0,0.0,0.0,816.5
2022-01-09 03:00:00+00:00,801.25,268.0,0.0,0.0,868.25
2022-01-09 04:00:00+00:00,822.75,262.0,0.0,0.0,888.25
2022-01-09 05:00:00+00:00,873.75,341.0,0.0,0.0,959.0
2022-01-09 06:00:00+00:00,820.5,558.0,0.0,0.0,960.0
2022-01-09 07:00:00+00:00,844.75,410.0,0.0,0.0,947.25
2022-01-09 08:00:00+00:00,1016.75,263.0,0.0,0.0,1082.5
2022-01-09 09:00:00+00:00,1116.25,267.0,0.0,0.0,1183.0
2022-01-09 10:00:00+00:00,1013.75,197.0,0.0,0.0,1063.0
2022-01-09 11:00:00+00:00,1149.0,209.0,0.0,0.0,1201.25
2022-01-09 12:00:00+00:00,799.25,202.0,0.0,0.0,849.75
2022-01-09 13:00:00+00:00,771.0,212.0,0.0,0.0,824.0
2022-01-09 14:00:00+00:00,798.5,122.0,0.0,0.0,829.0
2022-01-09 15:00:00+00:00,790.0,0.0,0.0,0.0,790.0
2022-01-09 16:00:00+00:00,694.75,1.0,0.0,0.0,695.0
2022-01-09 17:00:00+00:00,628.5,85.0,0.0,0.0,649.75
2022-01-09 18:00:00+00:00,631.75,241.0,0.0,0.0,692.0
2022-01-09 19:00:00+00:00,598.0,285.0,0.0,0.0,669.25
2022-01-09 20:00:00+00:00,522.0,340.0,0.0,0.0,607.0
2022-01-09 21:00:00+00:00,383.75,468.0,0.0,0.0,500.75
2022-01-09 22:00:00+00:00,121.75,676.0,0.0,0.0,290.75
2022-01-09 23:00:00+00:00,95.0,837.0,0.0,0.0,304.25
2022-01-10 00:00:00+00:00,113.25,1016.0,0.0,0.0,367.25
2022-01-10 01:00:00+00:00,18.75,1043.0,0.0,0.0,279.5
2022-01-10 02:00:00+00:00,99.5,1074.0,0.0,0.0,368.0
2022-01-10 03:00:00+00:00,149.25,1045.0,0.0,0.0,410.5
2022-01-10 04:00:00+00:00,146.0,861.0,0.0,0.0,361.25
2022-01-10 05:00:00+00:00,228.75,674.0,0.0,0.0,397.25
2022-01-10 06:00:00+00:00,303.0,312.0,0.0,0.0,381.0
2022-01-10 07:00:00+00:00,286.5,698.0,0.0,0.0,461.0
2022-01-10 08:00:00+00:00,178.75,639.0,0.0,0.0,338.5
2022-01-10 09:00:00+00:00,64.0,720.0,0.0,0.0,244.0
2022-01-10 10:00:00+00:00,59.0,690.0,0.0,0.0,231.5
2022-01-10 11:00:00+00:00,59.0,686.0,0.0,0.0,230.5
2022-01-10 12:00:00+00:00,71.5,688.0,0.0,0.0,243.5
2022-01-10 13:00:00+00:00,111.75,753.0,0.0,0.0,300.0
2022-01-10 14:00:00+00:00,12.0,561.0,0.0,0.0,152.25
2022-01-10 15:00:00+00:00,0.0,430.0,0.0,0.0,107.5
2022-01-10 16:00:00+00:00,0.0,405.0,0.0,0.0,101.25
2022-01-10 17:00:00+00:00,0.5,496.0,0.0,0.0,124.5
2022-01-10 18:00:00+00:00,18.25,464.0,0.0,0.0,134.25
2022-01-10 19:00:00+00:00,188.25,412.0,0.0,0.0,291.25
2022-01-10 20:00:00+00:00,187.0,330.0,0.0,0.0,269.5
2022-01-10 21:00:00+00:00,212.0,459.0,0.0,0.0,326.75
2022-01-10 22:00:00+00:00,363.0,858.0,0.0,0.0,577.5
2022-01-10 23:00:00+00:00,301.25,960.0,0.0,0.0,541.25
2022-01-11 00:00:00+00:00,46.75,980.0,0.0,0.0,291.75
2022-01-11 01:00:00+00:00,19.5,960.0,0.0,0.0,259.5
2022-01-11 02:00:00+00:00,62.25,1039.0,0.0,0.0,322.0
2022-01-11 03:00:00+00:00,131.0,1008.0,0.0,0.0,383.0
2022-01-11 04:00:00+00:00,23.75,978.0,0.0,0.0,268.25
2022-01-11 05:00:00+00:00,3.75,812.0,0.0,0.0,206.75
2022-01-11 06:00:00+00:00,0.0,723.0,0.0,0.0,180.75
2022-01-11 07:00:00+00:00,0.0,619.0,0.0,0.0,154.75
2022-01-11 08:00:00+00:00,0.0,718.0,0.0,0.0,179.5
2022-01-11 09:00:00+00:00,0.0,898.0,0.0,0.0,224.5
2022-01-11 10:00:00+00:00,0.0,875.0,0.0,0.0,218.75
2022-01-11 11:00:00+00:00,0.0,627.0,108.0,0.0,183.75
2022-01-11 12:00:00+00:00,0.0,664.0,100.0,0.0,191.0
2022-01-11 13:00:00+00:00,0.0,746.0,8.0,0.0,188.5
2022-01-11 14:00:00+00:00,0.0,672.0,28.0,0.0,175.0
2022-01-11 15:00:00+00:00,0.0,782.0,0.0,0.0,195.5
2022-01-11 16:00:00+00:00,3.0,731.0,0.0,0.0,185.75
2022-01-11 17:00:00+00:00,4.5,671.0,0.0,0.0,172.25
2022-01-11 18:00:00+00:00,0.0,686.0,0.0,0.0,171.5
2022-01-11 19:00:00+00:00,0.0,719.0,0.0,0.0,179.75
2022-01-11 20:00:00+00:00,0.0,633.0,0.0,0.0,158.25
2022-01-11 21:00:00+00:00,0.0,599.0,0.0,0.0,149.75
2022-01-11 22:00:00+00:00,3.5,725.0,0.0,0.0,184.75
2022-01-11 23:00:00+00:00,90.25,1043.0,0.0,0.0,351.0
2022-01-12 00:00:00+00:00,42.75,1232.0,0.0,0.0,350.75
2022-01-12 01:00:00+00:00,31.0,1160.0,0.0,0.0,321.0
2022-01-12 02:00:00+00:00,99.25,1252.0,0.0,0.0,412.25
2022-01-12 03:00:00+00:00,34.25,1217.0,0.0,0.0,338.5
2022-01-12 04:00:00+00:00,3.0,1204.0,0.0,0.0,304.0
2022-01-12 05:00:00+00:00,0.0,921.0,0.0,0.0,230.25
2022-01-12 06:00:00+00:00,45.5,797.0,0.0,0.0,244.75
2022-01-12 07:00:00+00:00,133.25,827.0,0.0,0.0,340.0
2022-01-12 08:00:00+00:00,47.75,988.0,0.0,0.0,294.75
2022-01-12 09:00:00+00:00,0.0,1103.0,0.0,0.0,275.75
2022-01-12 10:00:00+00:00,0.0,1090.0,0.0,0.0,272.5
2022-01-12 11:00:00+00:00,0.0,1172.0,0.0,0.0,293.0
2022-01-12 12:00:00+00:00,0.0,1240.0,0.0,0.0,310.0
2022-01-12 13:00:00+00:00,0.0,1271.0,0.0,0.0,317.75
2022-01-12 14:00:00+00:00,32.5,1075.0,0.0,0.0,301.25
2022-01-12 15:00:00+00:00,81.25,876.0,0.0,0.0,300.25
2022-01-12 16:00:00+00:00,365.0,508.0,0.0,0.0,492.0
2022-01-12 17:00:00+00:00,388.25,583.0,0.0,0.0,534.0
2022-01-12 18:00:00+00:00,270.75,702.0,0.0,0.0,446.25
2022-01-12 19:00:00+00:00,170.25,668.0,0.0,0.0,337.25
2022-01-12 20:00:00+00:00,307.75,924.0,0.0,0.0,538.75
2022-01-12 21:00:00+00:00,253.25,1086.0,0.0,0.0,524.75
2022-01-12 22:00:00+00:00,273.5,1168.0,0.0,0.0,565.5
2022-01-12 23:00:00+00:00,520.0,848.0,0.0,0.0,732.0
2022-01-13 00:00:00+00:00,503.25,927.0,0.0,0.0,735.0
2022-01-13 01:00:00+00:00,226.5,997.0,0.0,0.0,475.75
2022-01-13 02:00:00+00:00,429.25,1127.0,0.0,0.0,711.0
2022-01-13 03:00:00+00:00,391.0,1067.0,0.0,0.0,657.75
2022-01-13 04:00:00+00:00,399.0,716.0,0.0,0.0,578.0
2022-01-13 05:00:00+00:00,441.75,631.0,0.0,0.0,599.5
2022-01-13 06:00:00+00:00,419.25,390.0,0.0,0.0,516.75
2022-01-13 07:00:00+00:00,718.5,326.0,0.0,0.0,800.0
2022-01-13 08:00:00+00:00,570.75,365.0,0.0,0.0,662.0
2022-01-13 09:00:00+00:00,489.75,416.0,0.0,0.0,593.75
2022-01-13 10:00:00+00:00,299.0,525.0,0.0,0.0,430.25
2022-01-13 11:00:00+00:00,438.75,599.0,0.0,0.0,588.5
2022-01-13 12:00:00+00:00,575.0,704.0,0.0,0.0,751.0
2022-01-13 13:00:00+00:00,624.75,623.0,0.0,0.0,780.5
2022-01-13 14:00:00+00:00,547.5,781.0,0.0,0.0,742.75
2022-01-13 15:00:00+00:00,301.0,596.0,0.0,0.0,450.0
2022-01-13 16:00:00+00:00,352.75,525.0,0.0,0.0,484.0
2022-01-13 17:00:00+00:00,299.75,480.0,0.0,0.0,419.75
2022-01-13 18:00:00+00:00,431.5,476.0,0.0,0.0,550.5
2022-01-13 19:00:00+00:00,665.0,320.0,0.0,0.0,745.0
2022-01-13 20:00:00+00:00,808.25,460.0,0.0,0.0,923.25
2022-01-13 21:00:00+00:00,691.25,413.0,0.0,0.0,794.5
2022-01-13 22:00:00+00:00,663.75,628.0,0.0,0.0,820.75
2022-01-13 23:00:00+00:00,775.5,658.0,0.0,0.0,940.0
2022-01-14 00:00:00+00:00,778.75,677.0,0.0,0.0,948.0
2022-01-14 01:00:00+00:00,525.75,771.0,0.0,0.0,718.5
2022-01-14 02:00:00+00:00,733.0,822.0,0.0,0.0,938.5
2022-01-14 03:00:00+00:00,785.75,710.0,0.0,0.0,963.25
2022-01-14 04:00:00+00:00,758.25,517.0,0.0,0.0,887.5
2022-01-14 05:00:00+00:00,888.5,406.0,0.0,0.0,990.0
2022-01-14 06:00:00+00:00,747.5,327.0,0.0,0.0,829.25
2022-01-14 07:00:00+00:00,960.5,163.0,0.0,0.0,1001.25
2022-01-14 08:00:00+00:00,746.75,28.0,0.0,0.0,753.75
2022-01-14 09:00:00+00:00,646.5,158.0,0.0,0.0,686.0
2022-01-14 10:00:00+00:00,747.75,280.0,0.0,0.0,817.75
2022-01-14 11:00:00+00:00,858.75,318.0,0.0,0.0,938.25
2022-01-14 12:00:00+00:00,956.75,409.0,0.0,0.0,1059.0
2022-01-14 13:00:00+00:00,941.5,423.0,0.0,0.0,1047.25
2022-01-14 14:00:00+00:00,903.75,329.0,0.0,0.0,986.0
2022-01-14 15:00:00+00:00,841.5,97.0,0.0,0.0,865.75
2022-01-14 16:00:00+00:00,810.75,119.0,0.0,0.0,840.5
2022-01-14 17:00:00+00:00,751.5,114.0,0.0,0.0,780.0
2022-01-14 18:00:00+00:00,777.25,174.0,0.0,0.0,820.75
2022-01-14 19:00:00+00:00,575.75,151.0,0.0,0.0,613.5
2022-01-14 20:00:00+00:00,580.25,127.0,0.0,0.0,612.0
2022-01-14 21:00:00+00:00,443.25,271.0,0.0,0.0,511.0
2022-01-14 22:00:00+00:00,382.5,499.0,0.0,0.0,507.25
2022-01-14 23:00:00+00:00,443.25,642.0,0.0,0.0,603.75
2022-01-15 00:00:00+00:00,337.25,770.0,0.0,0.0,529.75
2022-01-15 01:00:00+00:00,185.75,962.0,0.0,0.0,426.25
2022-01-15 02:00:00+00:00,285.25,1034.0,0.0,0.0,543.75
2022-01-15 03:00:00+00:00,267.75,1030.0,0.0,0.0,525.25
2022-01-15 04:00:00+00:00,319.5,924.0,0.0,0.0,550.5
2022-01-15 05:00:00+00:00,298.5,929.0,0.0,0.0,530.75
2022-01-15 06:00:00+00:00,112.5,769.0,0.0,0.0,304.75
2022-01-15 07:00:00+00:00,22.5,617.0,0.0,0.0,176.75
2022-01-15 08:00:00+00:00,9.5,865.0,0.0,0.0,225.75
2022-01-15 09:00:00+00:00,0.0,945.0,0.0,0.0,236.25
2022-01-15 10:00:00+00:00,0.0,966.0,0.0,0.0,241.5
2022-01-15 11:00:00+00:00,0.0,1024.0,0.0,0.0,256.0
2022-01-15 12:00:00+00:00,0.0,969.0,0.0,0.0,242.25
2022-01-15 13:00:00+00:00,0.0,771.0,0.0,0.0,192.75
2022-01-15 14:00:00+00:00,154.25,425.0,0.0,0.0,260.5
2022-01-15 15:00:00+00:00,323.0,61.0,0.0,0.0,338.25
2022-01-15 16:00:00+00:00,505.75,203.0,0.0,0.0,556.5
2022-01-15 17:00:00+00:00,602.75,175.0,0.0,0.0,646.5
2022-01-15 18:00:00+00:00,718.0,333.0,0.0,0.0,801.25
2022-01-15 19:00:00+00:00,589.0,338.0,0.0,0.0,673.5
2022-01-15 20:00:00+00:00,457.0,473.0,0.0,0.0,575.25
2022-01-15 21:00:00+00:00,335.0,593.0,0.0,0.0,483.25
2022-01-15 22:00:00+00:00,227.0,694.0,0.0,0.0,400.5
2022-01-15 23:00:00+00:00,310.25,472.0,0.0,0.0,428.25
2022-01-16 00:00:00+00:00,211.75,500.0,0.0,0.0,336.75
2022-01-16 01:00:00+00:00,182.25,569.0,0.0,0.0,324.5
2022-01-16 02:00:00+00:00,479.25,626.0,0.0,0.0,635.75
2022-01-16 03:00:00+00:00,395.0,586.0,0.0,0.0,541.5
2022-01-16 04:00:00+00:00,430.5,570.0,0.0,0.0,573.0
2022-01-16 05:00:00+00:00,421.75,312.0,0.0,0.0,499.75
2022-01-16 06:00:00+00:00,527.0,336.0,0.0,0.0,611.0
2022-01-16 07:00:00+00:00,710.0,279.0,0.0,0.0,779.75
2022-01-16 08:00:00+00:00,467.75,139.0,0.0,0.0,502.5
2022-01-16 09:00:00+00:00,447.75,125.0,0.0,0.0,479.0
2022-01-16 10:00:00+00:00,590.0,243.0,0.0,0.0,650.75
2022-01-16 11:00:00+00:00,598.0,292.0,0.0,0.0,671.0
2022-01-16 12:00:00+00:00,498.75,222.0,0.0,0.0,554.25
2022-01-16 13:00:00+00:00,613.75,208.0,0.0,0.0,665.75
2022-01-16 14:00:00+00:00,555.75,204.0,0.0,0.0,606.75
2022-01-16 15:00:00+00:00,405.75,0.0,0.0,0.0,405.75
